eng_Latn,tam_Taml
"He is the nephew of pop legend Michael Jackson.
","இவர் பிரபல பாப் இசை பாடகர் மைக்கேல் ஜாக்சனின் சகோதரர் ஆவார்.
"
"He is the nephew of producer Suresh Menon.
","இவர் தயாரிப்பாளர் சுரேஷ் மேனனின் மருமகன் ஆவார்.
"
"He is the nephew of veteran film director Mahesh Bhatt.
","இவன் திரைப்பட இயக்குநர் மகேஷ் பட்டின் மகன்.
"
"He revealed that they have also taken permission from the late leader's nephew, Deepak.
","அவர்கள் தாமதமான தலைவரின் மருமகன் தீபக் அவர்களிடமிருந்து அனுமதியையும் பெற்றுள்ளதாக அவர் தெரிவித்தார்.
"
"He said his son-in-law Daniyar Nazarbayev, the nephew of Kazakhstan President Nursultan Nazarbayev, had also gifted many handbags to Rosmah.
","கஸக்ஸ்தான் அதிபர் நூர்சுல்தான் நஸார்பாயேவின் நெருங்கிய உறவினரான தமது மருமகன் டேனியர் நஸார்பாயேவ் ரோஸ்மாவுக்கு பல விலை உயர்ந்த கைப்பைகளை அன்பளிப்பாக வழங்கி இருக்கிறார் என அவர் மேலும் சொன்னார்.
"
"He said his son-in-law, Mr Daniyar, the nephew of Kazakhstan President Nursultan Nazarbayev, also gifted many of the handbags to Madam Rosmah.
","கஸக்ஸ்தான் அதிபர் நூர்சுல்தான் நஸார்பாயேவின் நெருங்கிய உறவினரான தமது மருமகன் டேனியர் நஸார்பாயேவ் ரோஸ்மாவுக்கு பல விலை உயர்ந்த கைப்பைகளை அன்பளிப்பாக வழங்கி இருக்கிறார் என அவர் மேலும் சொன்னார்.
"
"He says it would be better if he knew his brother and nephews had been jailed, or even killed.
","தன்னுடைய சகோதரரும், உறவினர்களும் சிறையில் இருக்கிறார்களா அல்லது கொல்லப்பட்டு விட்டனரா என்று தெரிந்து கொண்டால் நல்லது என்று அவர் கூறுகிறார்.
"
"He was a nephew of the poet Rabindranath Tagore and the paternal great-grandfather of actor Sharmila Tagore.
","இவர் கவிஞர் இரவீந்திரநாத் தாகூரின் மருமகனும் மற்றும் நடிகை ஷர்மிளா தாகூரின் தந்தைவழி தாத்தாவும் ஆவார்.
"
"He was a nephew of the poet Rabindranath Tagore and the paternal great-grandfather of actress Sharmila Tagore.
","இவர் கவிஞர் இரவீந்திரநாத் தாகூரின் மருமகனும் மற்றும் நடிகை ஷர்மிளா தாகூரின் தந்தைவழி தாத்தாவும் ஆவார்.
"
"He was followed by his nephew Giuliano, who became Pope Julius II in 1503.
","இவருக்குப் பின், கிபி 1503இல் இரண்டாம் ஜூலியசு (Pope Julius II), போப்பாண்டவர் பதவியேற்றார்.
"
"He was the nephew of M. S. Kariapper.
","இவர் எம். எஸ். காரியப்பரின் மருமகன் ஆவார்.
"
"He was the nephew of Napoleon Bonaparte.
","இவர் நெப்போலியன் போனபர்ட்டின் வாரிசு.
"
"He was the nephew of Napoléon Bonaparte.
","இவர் நெப்போலியன் போனபர்ட்டின் வாரிசு.
"
"He was the nephew of Nobel laureate Sir C V Raman.
","இவர் நோபல் பரிசு பெற்ற சர். சி. வி. இராமனின் சகோதரர்.
"
"He was the nephew of Sir Chandrasekhara Venkata Raman (CV Raman), who won the Nobel Prize for Physics in 1930.
","சந்திரசகேர வெங்கட்ராமன் (சர். சி. வி. ராமன்) 1930ம் ஆண்டு இயற்பியலுக்கான நோபல் பரிசை வென்றார்.
"
"He's also the nephew of the singer Rosemary Clooney and cousin of actor Miguel Ferrer.
","அவர் பாடகர் ரோஸ்மேரி குளூனியின் மருமகன் மற்றும் நடிகர் மிகுவெல் பெர்ரரின் உறவினர் ஆவார்.
"
"He's the nephew of Justice Ranganath Misra, who was the 21st CJI during 1990-91.
","அவர் 1990-91 ஆண்டுகளில் 21 வது நீதிபதியாக பணியாற்றிய ரங்கநாத் மிஸ்ராவின் மருமகன் ஆவார்.
"
"His brothers and sisters, nieces and nephews live here, and his 25-year-old daughter.
","அவரது சகோதரர்கள், உடன் பிறந்தாரின் மகள், மகன் அனைவரும் இங்கே வாழ்கிறார்கள், அவரது 25 வயது மகளும் இங்கே வாழ்ந்து கொண்டிருக்கிறார்.
"
"His grandmother's name is Helen Weiss and he is the nephew of a playwright and actor, Jeff Weiss.
","அவரது பாட்டியின் பெயர் ஹெலன் வெயிஸ் மற்றும் அவர் ஒரு நாடக ஆசிரியரும் நடிகருமான ஜெஃப் வெயிஸின் மருமகன் ஆவார்.
"
"His nephew Subramanyan Chandrasekhar was awarded the 1983 Nobel Prize in Physics.
","சுப்ரமண்யம் சந்திரசேகர் இயற்பியல் துறைக்காக, 1983ல் நோபல் பரிசு பெற்றார்.
"
"His nephew Sudhakarrao Naik later became Chief Minister of Maharashtra.
","பின்னர் அவரது மருமகன் சுதாகரராவ் நாயக் மகாராஷ்டிரா முதலமைச்சராக ஆனார்.
"
"His nephew is married to an English girl.
","உறவினர் ஒருவருடைய மகள் ஒரு ஆங்கிலேயரைத் திருமணம் செய்து கொண்டார்.
"
"His nephew now lives there.
","தற்போது அங்கே வசிப்பது அவரது அண்ணன்.
"
"His nephew takes over management of the company.
","நிறுவனத்தின் நிர்வாகத்தை இவரது மகன் கவனித்துக் கொள்கிறார்.
"
"How much Zendaya nephews and nieces have there is no word but a family photo of 2016 indicates that the flock is rather big.
","ஜெண்டயாவுக்கு எத்தனை மருமகள் மற்றும் மருமகன்கள் இருக்கிறார்கள் என்பது குறித்து எந்த வார்த்தையும் இல்லை, ஆனால் 2016 குடும்ப புகைப்படம் ஒரு பெரிய மந்தையை குறிக்கிறது.
"
"I also have small nephews.
","சிறிய மாமாக்களும் உண்டு.
"
"I am deeply sadden by the loss of my nephew.
","எனது சித்தியின் இழப்பை இட்டு ஆழ்ந்த கவலை அடைகின்றன் .
"
"I am his nephew Charles.
","இவன் என் வளர்ப்பு மகன் சார்லஸ்.
"
"I asked my nephew's teacher.
","என் குருவின் சிஷ்யையிடம் கேட்டேன்.
"
"I do have 2 nieces and a nephew.... read more
","எனக்கு ஓர் அண்ணாவும், இரண்டு அக்காக்களும் உ. . . read more
"
"I got to hang out with my sister and nephew!
","என் அக்கா, அண்ணாவுடன் நான் அடிக்கும் லூட்டி இருக்கிறதே!
"
"I have a lot of nephews.
","எனக்கு நிறைய மாமாக்கள்.
"
"I have all nephews.
","எனக்கு எல்லாப் பேரப்பிள்ளைகளும் ஒன்றுதான்.
"
"I have many nephews.
","எனக்கு நிறைய மாமாக்கள்.
"
"I have seven sisters and two brothers and many nieces and nephews.
","நான் ஒரு மகள் இருபத்தி ஏழு மற்றும் பல சகோதரர்கள் மற்றும் சகோதரிகள்.
"
"I have tried many times, but failed... I guess, I just cannot stop myself from spoiling a very cute and adorable nephew like you, happy birthday my little one.
","95. நான் பல முறை முயற்சித்தேன், ஆனால் தோல்வியுற்றது. . . உங்களைப் போன்ற மிகவும் அழகான மற்றும் அபிமான மருமகனைக் கெடுப்பதை என்னால் தடுக்க முடியாது, பிறந்தநாள் வாழ்த்துக்கள் என் சிறியவர்.
"
"I read reports about my nephew (Krishna Abhishek) not performing in a TV show because I was invited as a guest.
","""""""எனது மருமகன் (கிருஷ்ணா அபிஷேக்) ஒரு தொலைக்காட்சி நிகழ்ச்சியில் நான் விருந்தினராக அழைக்கப்பட்டதால் நிகழ்ச்சி நடத்தவில்லை என்ற அறிக்கையைப் படித்தேன்.""
"
"I read the report about my nephew (Krushna Abhishek) not appearing on a TV show because I was invited as a guest.
","""""""எனது மருமகன் (கிருஷ்ணா அபிஷேக்) ஒரு தொலைக்காட்சி நிகழ்ச்சியில் நான் விருந்தினராக அழைக்கப்பட்டதால் நிகழ்ச்சி நடத்தவில்லை என்ற அறிக்கையைப் படித்தேன்.""
"
"I read the report about my nephew (Krushna Abhishek) not performing on a TV show as I was invited as a guest.
","""""""எனது மருமகன் (கிருஷ்ணா அபிஷேக்) ஒரு தொலைக்காட்சி நிகழ்ச்சியில் நான் விருந்தினராக அழைக்கப்பட்டதால் நிகழ்ச்சி நடத்தவில்லை என்ற அறிக்கையைப் படித்தேன்.""
"
"I recently lost a nephew to substance abuse, so this tale is especially poignant to me at the moment.
","நான் சமீபத்தில் ஒரு மருமகனை போதைப்பொருள் இழப்புக்கு இழந்துவிட்டேன், எனவே இந்த கதை இந்த நேரத்தில் எனக்கு மிகவும் கசப்பானது.
"
"I was alone in the house with my nephew.
","வீட்டில் சஞ்சனா அண்ணியுடன் தனியாக இருந்தேன்.
"
"I went to my nephew's wedding today.
","இன்று எனது உறவினர் மகள் திருமணத்திற்கு போய் வந்தேன்.
"
"I'm honored to call you nephew.
","உங்களை நாத்தானார் என அழைப்பதில் எனக்கு பெருமைதான்.
"
"I'm looking forward to celebrating your birthday nephew for several more years.
","மருமகனே, உங்கள் பிறந்த நாளைக் கொண்டாட இன்னும் பல வருடங்களை எதிர்பார்க்கிறேன்.
"
"I'm looking forward to many more years celebrating your birthday nephew.
","மருமகனே, உங்கள் பிறந்த நாளைக் கொண்டாட இன்னும் பல வருடங்களை எதிர்பார்க்கிறேன்.
"
"Ideally, Tom Davies is the nephew of the former Everton player who made 74 appearances for the club between 1967 and 1972.
","வெறுமனே, டாம் டேவிஸ் 74 மற்றும் 1967 க்கு இடையில் கிளப்பில் 1972 தோற்றங்களை வெளிப்படுத்திய முன்னாள் எவர்டன் வீரரின் மருமகன் ஆவார்.
"
"If everyone had a nephew as handsome, wonderful, kind, and talented as you, everything will be right in the world.
","117. உங்களைப் போன்ற அழகானவர், அற்புதமானவர், கனிவானவர், திறமையானவர் என அனைவருக்கும் ஒரு மருமகன் இருந்திருந்தால், உலகில் எல்லாம் சரியாக இருக்கும்.
"
"If the Brazilian player gets to attain more recognition, we would probably get to see many people acclaim themselves as his uncles, aunts, nephews, or nieces.
","பிரேசிலிய வீரர் அதிக அங்கீகாரத்தைப் பெற்றால், பலர் தங்களை அவரது மாமாக்கள், அத்தைகள், மருமகன்கள் அல்லது மருமகள் என்று பாராட்டுவதைப் பார்ப்போம்.
"
"Imran Khan is his nephew.
","இம்ரான் கான் இவரது மருமகனாவார்.
"
"In 1902 Levi Strauss died, the company was taken over by his nephews.
","1902-ம் ஆண்டு, லீவ் ஸ்ட்ராஸ் உயிரிழந்த பிறகு, அவரின் மருமகன்களால் லீவைஸ் நிறுவனம் நடத்தப்பட்டது.
"
"In 1995, Jayalalithaa declared that V.N. Sudhakaran, a nephew of Ms. Sasikala, was her 'foster-son'.
","1995-இல் சசிகலாவின் உறவினரான வி. என். சுதாகரனை தனது தத்துப் பிள்ளையாக தத்தெடுக்கும் அளவுக்கு சசிகலாவை நம்பினார் ஜெயலலிதா.
"
"In 2007, Cathy Lynn Sarinana was 29 years old when she and her husband, Raul Sarinana, were found guilty of torturing their 11-year-old nephew, Ricky Morales, to death.
","2007 ஆம் ஆண்டில் அவர் மற்றும் அவரது கணவர் ராவுல் சரீனா ஆகியோர் 11 வயதான மருமகன் ரிக்கி மோரேல்ஸைக் கொன்று குவிக்கும் குற்றவாளி என்று கேத்தி லின் சரீனாவுக்கு 29 வயதாகிறது.
"
"In 2013, Akku Yadav's nephew, Aman Yadav, was stabbed to death following similar circumstances.
","2012 இல், அக்கு யாதவின் மருமகன் அமர் யாதவ் இதே போன்ற சூழ்நிலையில் குத்தப்பட்டதால் இறந்தார்.
"
"In April 2008, Shabnam and her lover Salim brutally murdered seven of her family members with an axe including her parents and a 10-month-old innocent nephew.
","2008 ஆம் ஆண்டு, ஏப்ரல் 14 ஆம் தேதி, தனது பெற்றோர், சகோதரர்கள், மைத்துனர் மற்றும் தனது சகோதரரின் 10 மாத குழந்தை உட்பட ஏழு பேரை வெட்டிக் கொன்ற குற்றத்திற்காக ஷப்னம் மற்றும் அவரது காதலர் சலீம் ஆகியோருக்கு தண்டனை விதிக்கப்பட்டது.
"
"In addition, it will be kind of him to volunteer information about his nephews and nieces (if he has siblings).
","கூடுதலாக, அவரது மருமகன்கள் மற்றும் மருமகள் (அவருக்கு உடன்பிறப்புகள் இருந்தால்) பற்றிய தகவல்களை தன்னார்வத் தொண்டு செய்வது அவருக்கு ஒரு வகையானதாக இருக்கும்.
"
"It's just that I can't stop myself from spoiling a very cute and adorable nephew like you.
","உங்களைப் போன்ற மிகவும் அழகான மற்றும் அபிமான மருமகனைக் கெடுப்பதை என்னால் தடுக்க முடியாது.
"
"Judges 12:14 (KJV) And he had forty sons and thirty nephews, that rode on threescore and ten ass colts: and he judged Israel eight years.
","12:14 அவனுக்கு நாற்பது குமாரரும் முப்பது பேரப்பிள்ளைகளும் இருந்தார்கள்; அவர்கள் எழுபது கழுதைகளின் மேல் ஏறுவார்கள்; அவன் இஸ்ரவேலை எட்டு வருஷம் நியாயம் விசாரித்தான்.
"
"Kelly shared a birthday tribute to her beloved nephew in September 2020 along with several never-before-seen family photos with him.
","கெல்லி தனது அன்பு மருமகனுக்கு செப்டம்பர் 2020 இல் பிறந்தநாள் அஞ்சலி ஒன்றை அவருடன் பகிர்ந்து கொள்ளாத பல குடும்ப புகைப்படங்களுடன் பகிர்ந்து கொண்டார்.
"
"Khulubuse Zuma is the nephew of former President Jacob Zuma and Zondwa Mandela is the grandson of the late President Nelson Mandela.
","AES உடைய இயக்குனர் Khulubuse Zuma, ஜனாதிபதி ஜாகப் ஜுமாவின் மருமகன் ஆவார்; நிர்வாக இயக்குனர் நெல்சன் மண்டேலா உடைய பேரரான ஜோண்ட்வா மண்டேலா ஆவார்.
"
"Kim Kardashian lost her virginity at the age of 14 to Michael Jackson's nephew TJ Jackson.
","மாடல் அழகி கிம் கர்தாஷியன் 14வது வயதில் மைக்கல் ஜாக்சனின் மருமகன் டி. ஜே. ஜாக்சன் உடன் உறவு வைத்துள்ளார்.
"
"Later, in 2017, I met a bullock cart person and he was happy to see me as he was the nephew of paneer Selvam and had seen me coming along with his mama.
","பின்னர், 2017 ஆம் ஆண்டில், நான் ஒரு காளை வண்டி நபரைச் சந்தித்தேன், அவர் பன்னீர் செல்வத்தின் மருமகன் என்பதால் அவர் என்னைப் பார்த்து மகிழ்ச்சியடைந்தார், மேலும் அவரது மாமாவுடன் நான் வருவதைக் கண்டேன்.
"
"Mamata Banerjee's nephew severely injured in car accident
","கார் விபத்தில் மம்தா பானர்ஜியின் மருமகன் பலத்த காயம்
"
"Mayawati made her younger brother Anand Kumar as vice president of the party and her nephew Anand's son Aakash Anand as national coordinator of the party.
","கட்சியின் துணைத் தலைவராக தனது தம்பி ஆனந்த் குமாரையும், தேசிய ஒருங்கிணைப்பாளராக மருமகன் ஆகாஷ் ஆனந்தையும் மாயாவதி நியமித்தார்.
"
"Meghana fell in love with Action King Arjun's nephew and top Kannada hero Chiranjeevi Sarja and after ten years of dating, they tied the knot in 2018.
","மேகனா அதிரடி மன்னர் அர்ஜுனின் மருமகனும், கன்னடத்தின் முன்னணி நாயகருமான சிரஞ்சீவி சர்ஜாவை காதலித்து, பத்து வருட டேட்டிங்கிற்குப் பிறகு, அவர்கள் 2018 இல் திருமணம் செய்து கொண்டனர்.
"
"Mohammad Saad, a businessman from Bradford who flew to Pakistan on 23 March to attend his nephew's funeral, was due to fly home on 10 April - the day after Pakistan was added to the red list.
","தொழிலதிபர் முகமது சாத் ஒரு இறுதி சடங்கில் கலந்து கொள்வதற்காக மார்ச் 23, 2021 அன்று பாகிஸ்தானுக்கு பறந்தார், மறுநாள் ஏப்ரல் 10 ஆம் தேதி வீட்டிற்கு பறக்கவிருந்தார் பாக்கிஸ்தான் 'சிவப்பு பட்டியலில்' சேர்க்கப்பட்டது.
"
"Mr Najib said his son-in-law Daniyar Nazarbayev, the nephew of Kazakhstan President Nursultan Nazarbayev, had also gifted many handbags to Rosmah.
","கஸக்ஸ்தான் அதிபர் நூர்சுல்தான் நஸார்பாயேவின் நெருங்கிய உறவினரான தமது மருமகன் டேனியர் நஸார்பாயேவ் ரோஸ்மாவுக்கு பல விலை உயர்ந்த கைப்பைகளை அன்பளிப்பாக வழங்கி இருக்கிறார் என அவர் மேலும் சொன்னார்.
"
"Mr Wang's nephew met him when he came to India as a tourist in 2009.
","வாங்கின் சகோதரர் மகன் 2009ல் இந்தியாவுக்கு சுற்றுலாப் பயணியாக வந்தபோது அவரை சந்தித்தார்.
"
"My boyfriend lost his nephew.
","என் அண்ணியார் தம் மாங்கல்யத்தை இழந்தார்.
"
"My nephew Kapil had no association with any political party or any other family member.
","எனது மருமகன் கபிலுக்கு எந்த அரசியல் கட்சியுடனும் எந்த தொடர்பும் இல்லை.
"
"My nephew also died at 16.
","16 வயதில் எனது சகோதரனும் இறந்தார்.
"
"My nephew and my son are the same age.
","என் மகனும் என் அண்ணா மகனும் கிட்டதட்ட ஒரே வயசு தான்.
"
"My nephew asked what is it.
","அண்ணன் என்னம்மா விஷயம் என்று கேட்டார்.
"
"My nephew came to meet my father.
","என்னுடைய மாமா எனது தந்தையை பார்க்க வந்திருந்தார்.
"
"My nephew came with us...
","அண்ணன் எங்களோடு வந்து விட்டார். . . .
"
"My nephew did not speak to me for a year.
","என் பொண்டாட்டி என்கிட்டே 1 வருஷமா பேசறதேயில்லை.
"
"My nephew didn't miss her.
","என் சகோதரனும் அவளை விட்டபாடில்லை.
"
"My nephew is starting his first year in college this year.
","சகோதரன் இந்த வருடம் கல்லூரியில் முதல் வருடம் சேர்கிறான்.
"
"My nephew is such a man.
","என் பெரியம்மாவும் அப்படிப்பட்ட ஒரு மனுஷி தான்.
"
"My nephew recently wrote a letter to me.
","அண்மையில் எனக்கு, எனது இளையமகள் ஒரு கடிதம் எழுதியிருந்தாள்.
"
"My nephew was born on the 7th!
","எனது மகனார் 7ம் தேதி பிறந்தவர்!
"
"My nephew was married 3 years ago.
","எனது தங்கைக்கு மூன்று வருடங்களுக்கு முன்பு திருமணம் நடந்தது.
"
"My nephew was nearly two weeks late.
","என் மகன் கிட்டத்தட்ட இரண்டு வாரங்கள் தாமதமாகிவிட்டான்.
"
"My nephew was not yet six years old.
","ஆறு வயதாகும் என் பேரன் இதுநாள் வரை நடக்கவில்லை.
"
"My nephew's birthday is coming.
","மாமனார் பிறந்த நாள் விழா வரப்போகிறது.
"
"My nephew, who is an athlete tells me that he's seen a remarkable improvement for the last four years he's taking magnesium supplements.
","ஒரு விளையாட்டு வீரரான எனது மருமகன், கடந்த நான்கு ஆண்டுகளாக அவர் மெக்னீசியம் சப்ளிமெண்ட்ஸ் எடுத்துக்கொண்டிருப்பது குறிப்பிடத்தக்க முன்னேற்றத்தைக் கண்டதாக என்னிடம் கூறுகிறார்.
"
"My new nephew's birthday is on 14 February.
","எனது அக்கா பையனுக்கு february 14 பிறந்தநாள் வருது.
"
"Najib said his son-in-law Daniyar Nazarbayev, the nephew of Kazakstan President Nursultan Nazarbayev, also gifted many of the handbags to Rosmah.
","கஸக்ஸ்தான் அதிபர் நூர்சுல்தான் நஸார்பாயேவின் நெருங்கிய உறவினரான தமது மருமகன் டேனியர் நஸார்பாயேவ் ரோஸ்மாவுக்கு பல விலை உயர்ந்த கைப்பைகளை அன்பளிப்பாக வழங்கி இருக்கிறார் என அவர் மேலும் சொன்னார்.
"
"Nearly two weeks later, on January 29, the CBI filed a case and started investigating him and his nephew Nirav Modi.
","அதன்பின்னர் சில நாள்கள் கழித்து, ஜனவரி 29-ம் தேதிதான் இவர்மீதும், இவரது உறவினர் நீரவ் மோடி மீதும் சிபிஐ வழக்குப்பதிவு செய்தது என்பது குறிப்பிடத்தக்கதாகும்.
"
"Not only did Abram reveal military genius and valor in the War of the Kings, he also showed great self-sacrifice and kindness toward his nephew Lot.
","இராஜாக்களின் போரில் அவ்ராம் இராணுவ வலிமையையும் வீரத்தையும் வெளிப்படுத்தியதோடு மட்டுமல்லாமல், தனது மருமகன் லோத்துக்கு மிகுந்த சுய தியாகத்தையும் தயவையும் காட்டினார்.
"
"Not only did Abram reveal military prowess and valor in the War of the Kings, he also showed great self-sacrifice and kindness toward his nephew Lot.
","இராஜாக்களின் போரில் அவ்ராம் இராணுவ வலிமையையும் வீரத்தையும் வெளிப்படுத்தியதோடு மட்டுமல்லாமல், தனது மருமகன் லோத்துக்கு மிகுந்த சுய தியாகத்தையும் தயவையும் காட்டினார்.
"
"Not the nephew of a king.
","ஆளுநரின் மகன் என்றில்லை.
"
"On Apr 29, the Ministry of Health (MOH) said that seven family members of the ICA officer have tested positive, including his three-year-old nephew.
","ஏப்ரல் 29 அன்று, ஐ. சி. ஏ அதிகாரியின் ஏழு குடும்ப உறுப்பினர்கள் அவரது மூன்று வயது மருமகன் உட்பட நேர்மறை சோதனை செய்ததாக சுகாதார அமைச்சகம் (எம்ஓஎச்) தெரிவித்துள்ளது.
"
"On receiving the news of Rajiv Kapoor's death, nephew Ranbir Kapoor and sister-in-law Neetu Kapoor reached home in Chembur.
","ராஜீவ் கபூர் இறந்த செய்தி கிடைத்ததும், மருமகன் ரன்பீர் கபூர் மற்றும் மைத்துனர் நீது கபூர் செம்பூரில் உள்ள வீட்டிற்கு வந்தனர்.
"
"Other teachers included Speusippus, Plato's nephew, and Xenocrates of Chalcedon.
","ஸ்பூபியுஸ், பிளாட்டோவின் மருமகன், மற்றும் சால்ச்டோனின் ஜெனோகிராட்ஸ் உள்ளிட்ட மற்ற ஆசிரியர்களும் அடங்குவர்.
"
"Pliny was killed during the eruption, but his nephew (called Pliny the Younger), watching the eruption from Misenum about 30 kilometers (18 miles) away, survived and wrote about the events in letters that form the basis of our eye-witness knowledge about it.
","பிளெய்னி வெடித்தபோது கொல்லப்பட்டார், ஆனால் அவரது மருமகன் (பிளின்னி தி யெனர்) 30 மைல் (18 மைல்) தொலைவில் மிசெனுவிலிருந்து வெடித்ததைப் பார்த்து, உயிர் பிழைத்தவர் மற்றும் கடிதங்கள் பற்றிய நிகழ்வுகள் பற்றி எழுதியது, அது.
"
"Prince Raj, nephew of late Ram Vilas Paswan and cousin of Chirag Paswan, is a Member of Parliament from Samastipur in Bihar.
","இளவரசர் ராஜ், மறைந்த ராம்விலாஸ் பாஸ்வானின் மருமகன் மற்றும் சிராக் பாஸ்வானின் உறவினர், பீகாரின் சமஸ்திபூர் நாடாளுமன்ற உறுப்பினர்.
"
"Prince Raj, nephew of the late Ram Vilas Paswan and cousin of Chirag Paswan, is a Member of Parliament from Samastipur in Bihar.
","இளவரசர் ராஜ், மறைந்த ராம்விலாஸ் பாஸ்வானின் மருமகன் மற்றும் சிராக் பாஸ்வானின் உறவினர், பீகாரின் சமஸ்திபூர் நாடாளுமன்ற உறுப்பினர்.
"
"Princess Margaret was married to Messel's nephew Antony Armstrong-Jones.
","இளவரசி மார்கரெட் மெசலின் மருமகன் ஆண்டனி ஆம்ஸ்ட்ராங்-ஜோன்ஸை மணந்தார்.
"
"Princess Margaret was married to Messel's nephew, Antony Armstrong-Jones.
","இளவரசி மார்கரெட் மெசலின் மருமகன் ஆண்டனி ஆம்ஸ்ட்ராங்-ஜோன்ஸை மணந்தார்.
"
"Ramesh has two nephews.
","இராமசாமிக்கு இரண்டு தங்கைகள் உண்டு.
"
"Rapin Akbar, who gave a blood sample to the hospital to help police identify any bodies retrieved, had five relatives on board including an older sister, a nephew and his wife and their seven-month-old baby.
","மருத்துவமனைக்கு ரத்த மாதிரி கொடுத்த ராபின் அக்பருக்கு, ஒரு மூத்த சகோதரி, ஒரு மருமகன் மற்றும் அவரது மனைவி மற்றும் அவர்களது ஏழு மாத குழந்தை உட்பட ஐந்து உறவினர்கள் இருந்தனர்.
"
"Rapin Akbar, who gave a blood sample to the hospital, had five relatives on board including an older sister, a nephew and his wife and their seven-month-old baby.
","மருத்துவமனைக்கு ரத்த மாதிரி கொடுத்த ராபின் அக்பருக்கு, ஒரு மூத்த சகோதரி, ஒரு மருமகன் மற்றும் அவரது மனைவி மற்றும் அவர்களது ஏழு மாத குழந்தை உட்பட ஐந்து உறவினர்கள் இருந்தனர்.
"
"Rapin Akbar, who provided a blood sample, had five relatives on the ill-fated flight, including an older sister, a nephew and his wife and their 7-month-old baby.
","மருத்துவமனைக்கு ரத்த மாதிரி கொடுத்த ராபின் அக்பருக்கு, ஒரு மூத்த சகோதரி, ஒரு மருமகன் மற்றும் அவரது மனைவி மற்றும் அவர்களது ஏழு மாத குழந்தை உட்பட ஐந்து உறவினர்கள் இருந்தனர்.
"
"Ratul Puri, a nephew of Madhya Pradesh Chief Minister Kamal Nath, who is being probed by the ED in connection with the AgustaWestland and a bank fraud case, is also lodged in this jail.
","அதுபோல அகஸ்டா வெஸ்ட்லேண்ட் மற்றும் வங்கி மோசடி வழக்கு தொடர்பாக அமலாக்கத் துறையால் விசாரிக்கப்பட்டு வரும் மத்தியப் பிரதேச முதல்வர் கமல்நாத்தின் மருமகன் ரதுல் பூரியும் இந்த சிறையில் அடைக்கப்பட்டுள்ளார்.
"
"Ratul Puri, nephew of Madhya Pradesh Chief Minister Kamal Nath, who is being probed by the ED in connection with the AgustaWestland and a bank fraud case, is also lodged in this jail.
","அதுபோல அகஸ்டா வெஸ்ட்லேண்ட் மற்றும் வங்கி மோசடி வழக்கு தொடர்பாக அமலாக்கத் துறையால் விசாரிக்கப்பட்டு வரும் மத்தியப் பிரதேச முதல்வர் கமல்நாத்தின் மருமகன் ரதுல் பூரியும் இந்த சிறையில் அடைக்கப்பட்டுள்ளார்.
"
"Rohit Pawar, the grand nephew of veteran politician Sharad Pawar, won from Karjat Jamkhed constituency in the recently held Assembly Elections in the state.
","மூத்த அரசியல்வாதி ஷரத் பவாரின் நெருங்கிய உறவினரான ரோஹித் பவார், சமீபத்தில் மாநிலத்தில் நடைபெற்ற சட்டமன்றத் தேர்தலில் கர்ஜாத் ஜாம்கேட் தொகுதியில் இருந்து வெற்றி பெற்றார்.
"
"Rohit Pawar, the nephew grandson of veteran politician Sharad Pawar, won from the constituency of Karjat Jamkhed in the Assembly elections held recently in the state.
","மூத்த அரசியல்வாதி ஷரத் பவாரின் நெருங்கிய உறவினரான ரோஹித் பவார், சமீபத்தில் மாநிலத்தில் நடைபெற்ற சட்டமன்றத் தேர்தலில் கர்ஜாத் ஜாம்கேட் தொகுதியில் இருந்து வெற்றி பெற்றார்.
"
"Sadasiva Raya becomes the emperor of Vijayanagara Empire following the killing of his nephew Venkata I (until 1569)
","சதாசிவ ராயா் அவரது மருமகன் முதலாம் வெங்கட (1569 வரை) கொல்லப்பட்டதன் பின்னர் விஜயநகர பேரரசின் பேரரசரானாா்.
"
"Salman Khan's nephew Abdullah Khan dies at the age of 38
","சல்மான் கானின் மருமகன் அப்துல்லா 38 வயதில் காலமானார்
"
"She has a brother and nephew in Sydney.
","சிட்னியில் தங்கையின் ஒரு மகளும் மகனும் உள்ளனர்.
"
"She said to her nephew.
","அண்ணியிடம் சொன்னாள்.
"
"She then decided to transfer it to her nephew Ali.
","பின்னர் அதை தனது மருமகன் அலிக்கு மாற்ற முடிவு செய்தாள்.
"
"She was 14 years old, Kim Kardashian dated T.J. Jackson, Michael Jackson's nephew.
","மாடல் அழகி கிம் கர்தாஷியன் 14வது வயதில் மைக்கல் ஜாக்சனின் மருமகன் டி. ஜே. ஜாக்சன் உடன் உறவு வைத்துள்ளார்.
"
"She was in Dubai to attend the wedding of her husband, filmmaker Boney Kapoor's nephew Mohit Marwah's wedding.
","கணவர் போனி கபூரின் சகோதரியின் மகன் மோஹித் மர்வாவின் திருமண நிகழ்ச்சியில் கலந்து கொள்ள நடிகை ஸ்ரீதேவி துபாய் சென்றார்.
"
"She was married to the nephew of M.G.R. She committed suicide[1] in 1980.
","எம். ஜி. ராமச்சந்திரனது உறவினர் ஒருவரைத் திருமணம் செய்து கொண்ட இவர், 1980ஆம் ஆண்டில் தற்கொலை செய்து கொண்டார்.
"
