eng_Latn,tam_Taml
"His grandfather is the Producer.
","அவரின் அப்பா தான் தயாரிப்பாளரும்.
"
"His grandfather lived to be 105 years old.
","என் மாமனார் 105 வயது வரை வாழ்ந்தார்கள் .
"
"His grandfather rebelled against the British in 1857.
","கடந்த 1857 ஆம் ஆண்டு ஆங்கிலேயர்களுக்கு எதிராக நடந்த போரில் இவரது மூதாதையர்கள் ஈடுபட்டனர்.
"
"His grandfather sold them in the market.
","தாய் அவைகளை சந்தையில் விற்று வந்தாள்.
"
"His grandfather traveled with him to a lot of countries.
","அப்பாவுடன் பல நாடுகளுக்குச் சுற்றுப்பயணம் மேற்கொண்டிருந்திருக்கிறார்.
"
"His grandfather was a commander in the American Revolutionary War.
","அவரது தந்தை அமெரிக்க புரட்சிப் போரில் போர்வீரராக இருந்தார்.
"
"His grandfather was a homoeopathy doctor.
","என் அப்பா ஹோமியோபதி மருத்துவர்.
"
"His grandfather was a village officer.
","இவருடைய தந்தை ஒரு கிராம அதிகாரியாக பணியாற்றி வந்தார்.
"
"His grandfather was also a police officer.
","அவரது தந்தையும் ஒரு போலீஸ் அதிகாரியாக இருந்தவர்.
"
"His grandfather was an art collector.
","இவரது சகோதரர் ஒரு கலை சேகரிப்பாளராக இருந்தார்.
"
"His grandfather was from Canada.
","அவரது தலைமகன் கனடாவில் இருந்து வருகிறார்.
"
"His grandfather's name was Thakur Ram Lal.
","அவரது தந்தையார் பெயர் ராம் லால் தாப்பர்.
"
"His grandfather, S. P. Sambamurthy, was a popular Harikatha Artist.
","இவருடைய தந்தை எஸ். பி. சம்பமூர்த்தி ஒரு ஹரிஹத கலைஞர் ஆவார்.
"
"His maternal grandfather was a soldier of the American Revolution.
","அவரது தந்தை அமெரிக்க புரட்சிப் போரில் போர்வீரராக இருந்தார்.
"
"His paternal grandfather' s parents emigrated to Scotland from Ireland in the mid- 19th century.
","இவரின் மூதாதையர்கள் 19-ஆம் நூற்றாண்டின் மத்தியில் அயர்லாந்தில் இருந்து ஸ்காட்லாண்ட்க்கு இடம் பெயர்ந்தனர்.
"
"His paternal grandfather's parents emigrated to Scotland from Ireland in the mid-19th century.
","இவரின் மூதாதையர்கள் 19-ஆம் நூற்றாண்டின் மத்தியில் அயர்லாந்தில் இருந்து ஸ்காட்லாண்ட்க்கு இடம் பெயர்ந்தனர்.
"
"His paternal grandfathers parents emigrated to scotland from ireland in the mid 19th century.
","இவரின் மூதாதையர்கள் 19-ஆம் நூற்றாண்டின் மத்தியில் அயர்லாந்தில் இருந்து ஸ்காட்லாண்ட்க்கு இடம் பெயர்ந்தனர்.
"
"How could this be, his grandfather's name was Joseph?
","* அப்படியென்றால் அவருடைய தகப்பனாரின் பெயர் யோசேப் என்பது எப்படி சாத்தியம் ?
"
"I am going to my grandfather's house tomorrow.
","நான் நாளை மறுநாள் மீண்டும் என் மாமாவின் வீட்டிற்கு செல்வேன்
"
"I asked my grandfather why.
","நான் ஏன் மாமானு கேட்டான்.
"
"I can't talk directly with my grandfather.
","எனக்கு மாமாவுடன் நேரடியாகப் பேச முடியாத நிலை.
"
"I do not understand it, grandfather.
","எனக்கு புரியவில்லை அண்ணா.
"
"I don't know who is my grandfather.
","எனக்கு அண்ணா என்றால் யார் என்றே தெரியாது.
"
"I don't know who my grandfather was.
","எனக்கு அண்ணா என்றால் யார் என்றே தெரியாது.
"
"I dreamed that my grandfather died.
","என் grandpa இறந்துற மாதிரி dream பண்ணேன்.
"
"I have heard this story from my grandfather several times.
","என் அப்பா பல முறை சொல்லிய இந்த கதையை கேட்டிருக்கிறேன்.
"
"I have known you since I was a child, grandfather.
","சின்ன வயசுல இருந்து உங்கள எனக்கு தெரியும் அண்ணா.
"
"I have often heard my father tell this story of my grandfather.
","என் அப்பா பல முறை சொல்லிய இந்த கதையை கேட்டிருக்கிறேன்.
"
"I have three sons, I am a grandfather.
","எனக்கு மூன்று அக்காக்கள், ஓர் அண்ணா.
"
"I heard these stories from my father, mother and grandfathers.
","நானும் இதை என் அப்பா, அம்மா, மாமியார், மாமனார் மூலம் கேள்விப்பட்டுள்ளேன்.
"
"I knew my great grandfather Byron when I was a child.
","நான் தந்தைப் பெரியாரை பேரறிஞர் அண்ணாவை சிறுவயதிலேயே அறிந்தவன்.
"
"I know you, grandfather.
","உங்களை எனக்குத் தெரியும் அண்ணை.
"
"I laughed at my grandfather.
","நான் மாமாவை பார்த்து சிரித்தேன்.
"
"I learned how to work hard from my grandfather.
","கடின உழைப்பை அப்பாவிடம் இருந்துதான் கற்றுக்கொண்டேன்.
"
"I learned it from my grandfather and from my parents.
","இது என் பெற்றோர் மற்றும் என் மாமனார் மாமியாரிடம் கற்றவை.
"
"I learned it from my mom and my grandfather.
","இது என் பெற்றோர் மற்றும் என் மாமனார் மாமியாரிடம் கற்றவை.
"
"I learned this from my mother, my father, my grandmother, my grandfather.
","நானும் இதை என் அப்பா, அம்மா, மாமியார், மாமனார் மூலம் கேள்விப்பட்டுள்ளேன்.
"
"I lost my grandfather beginning of this year.
","இந்த ஆண்டு ஆரம்பத்தில் என் பெரிய தந்தையை இழந்துவிட்டேன்.
"
"I read about her grandfather.
","தாயுமானவனைப் பற்றிப் படித்துள்ளேன்.
"
"I remained in my grandfather's house.
","என் பெரியப்பா பையன் வீட்டில் நான் தங்கியிருந்தேன்.
"
"I remember my grandfather saying this when I was young.
","சின்ன வயதில் என் தந்தையார் இதனைச் சொன்னதாக நினைவு.
"
"I remember my mom telling me about her grandfather.
","உங்கள் பாட்டியைப் பற்றிச் சொன்னதும் என் அம்மாச்சியின் நினைவு வந்துவிட்டது.
"
"I sat in a chair next to my grandfather.
","மாமிக்கு அருகிலிருந்த சீட்டில் அமர்ந்தேன்.
"
"I stayed at my grandfather's house.
","என் பெரியப்பா பையன் வீட்டில் நான் தங்கியிருந்தேன்.
"
"I think my grandfather used to talk about that.
","அப்போ என் மாமா அதை பற்றி பேசியிருப்பார்ன்னு நினைச்சேன்.
"
"I thought of my grandfather who passed away last year.
","சென்ற ஆண்டு மறைந்துவிட்ட மாமாவை நினைத்துப் பார்க்கிறேன்.
"
"I will always be your grandfather.
","நான் எப்போதும் உங்களுக்கு அண்ணா போல் இருப்பேன்.
"
"I will give back to you all of the land of your grandfather Saul.
","உன் பாட்டனாகிய சவுலின் நிலங்களை எல்லாம் உனக்குத் திரும்பக் கொடுப்பேன்.
"
"I will never forget my grandfather.
","நான் எப்போது என் மாமாவை மறக்கமாட்டேன்.
"
"I wouldn't call him my grandfather.
","அவரை நான் அண்ணா என்று அழைத்ததில்லை.
"
"I'll give back to you all of the land that belonged to your grandfather Saul.
","உன் பாட்டனாகிய சவுலின் நிலங்களை எல்லாம் உனக்குத் திரும்பக் கொடுப்பேன்.
"
"I'll give back to you all the land that belonged to your grandfather Saul.
","உன் பாட்டனாகிய சவுலின் நிலங்களை எல்லாம் உனக்குத் திரும்பக் கொடுப்பேன்.
"
"I'll never forget my grandfather.
","நான் எப்போது என் மாமாவை மறக்கமாட்டேன்.
"
"I'm a grandfather today!
","இன்றைக்கு நானொரு வயதான தந்தை!
"
"I'm grandfather now.
","நான் இப்போது அநாதை.
"
"I'm the father, mother and the grandfather of the universe.
","நானே இந்த உலகத்தின் தாய், தந்தை , பாட்டன்.
"
"If Jinnah's grandfather was allowed to come back to his caste and religion, Jinnah would have remained a Hindu, and he won't have used his genius in creating a new country for Muslims.
","ஜின்னாஹ்வின் பாட்டனார் தனது சாதிக்கும் மதத்துக்கும் மீளத் திரும்ப அனுமதிக்கப்பட்டிருந்தால் ஜின்னாஹ் இந்து சமயத்தைப் பின்பற்றும் ஒருவராகவே நீடித்திருப்பார்; முஸ்லிம்களுக்கான பிரத்தியேக தனி நாடு உருவாக்கப்படுவதில் அவரது அறிவுத்திறம் பங்களித்து இருக்கவும் முடியாது போயிருக்கும்.
"
"If Jinnah's grandfather were allowed to come back to his caste and religion, Jinnah would have remained a Hindu, and he won't have used his genius in creating a new country for Muslims.
","ஜின்னாஹ்வின் பாட்டனார் தனது சாதிக்கும் மதத்துக்கும் மீளத் திரும்ப அனுமதிக்கப்பட்டிருந்தால் ஜின்னாஹ் இந்து சமயத்தைப் பின்பற்றும் ஒருவராகவே நீடித்திருப்பார்; முஸ்லிம்களுக்கான பிரத்தியேக தனி நாடு உருவாக்கப்படுவதில் அவரது அறிவுத்திறம் பங்களித்து இருக்கவும் முடியாது போயிருக்கும்.
"
"In 1972, my grandfather became ill and died.
","தந்தை 1972ம் ஆண்டு நோய்வாய்ப்பட்டு மரணம் அடைந்தார்.
"
"It had belonged to his father and then his grandfather before that.
","இதற்கு முன்னர் இவரது அப்பாவின் அண்ணனும், பின்னர் அப்பாவும் இதனை பரிபாலனம் செய்துள்ளனர்.
"
"It is because I lost my grandfather.
","காரணம் என் பெரியப்பாவின் இழப்பு.
"
"It is surprising his grandfather was still alive.
","அவருடைய மாமியார் உயிருடன் இருக்கிறார் என்பது ஆச்சர்யமாக இருந்தது.
"
"Its because he is going to become a grandfather soon.
","காரணம் அவர் விரைவில் அப்பா ஆகப் போகிறார்.
"
"Jinnah's grandfather would have never thought that his decision to go into fish business would have impacted the lives of millions one century later and will keep impacting thereafter.
","தான் மீன்பிடித் தொழிலில் ஈடுபடுவது, நூற்றாண்டுகளின் பின்னர் மில்லியன் கணக்கான மக்களின் தலைவிதியை மாற்றியமைப்பதற்கு வழிவகுக்கும் என ஜின்னாஹ்வின் பாட்டனார் சற்றும் நினைத்துப் பார்த்திருக்க மாட்டார்.
"
"Jinnah's grandfather would have never thought that his decision to go into fish business would have impacted the lives of millions one century later.
","தான் மீன்பிடித் தொழிலில் ஈடுபடுவது, நூற்றாண்டுகளின் பின்னர் மில்லியன் கணக்கான மக்களின் தலைவிதியை மாற்றியமைப்பதற்கு வழிவகுக்கும் என ஜின்னாஹ்வின் பாட்டனார் சற்றும் நினைத்துப் பார்த்திருக்க மாட்டார்.
"
"Joe and his brothers are of Cherokee, Irish (maternal grandfather), Italian, and German descent
","ஜோனஸும் அவரின் சகோதரர்களும் செரோகீ, ஐரிஷ் (அவர்களின் அம்மாவழிப் பாட்டனாரிடமிருந்து), இத்தாலியன் மற்றும் ஜெர்மன் பரம்பரையில் வந்தவர்களாவர்.
"
"Jonas and his brothers are of Cherokee, Irish (from their maternal grandfather), Italian, and German descent.[10][11]
","ஜோனஸும் அவரின் சகோதரர்களும் செரோகீ, ஐரிஷ் (அவர்களின் அம்மாவழிப் பாட்டனாரிடமிருந்து), இத்தாலியன் மற்றும் ஜெர்மன் பரம்பரையில் வந்தவர்களாவர்.
"
"Man arrested for beating his 88-year-old grandfather
","88 வயது மூதாட்டியை பாலியல் வன்கொடுமை செய்ய முயன்றவர் கைது
"
"Modi is the grandfather of Indian politics.
","மோடிதான் இந்தியத் தலைமகன்.
"
"Most of all, he was a loving husband, father, grandfather, and good friend.
","ஆனால் எல்லாவற்றிற்கும் மேலாக, அவர் ஒரு அன்பான கணவர், தந்தை மற்றும் ஒரு நல்ல நண்பர்.
"
"Mr Zere told the broadcaster that church records, including his grandfather's birth certificate, say that he was born in the same year he was baptized in 1894, which would make him 127 anni al momento della sua morte.
","அவரது பிறப்புச் சான்றிதழ் உட்பட தேவாலயத்தின் பதிவுகள் அடிப்படையில் அவர் 1894 ஆம் ஆண்டு ஞானஸ்நானம் பெற்றார் என்பதில் இருந்து அவர் உயிரிழக்கும்போது 127 வயது என்பது நிரூபணமாவதாக அவரது பேரன் குறிப்பிட்டுள்ளார்.
"
"Mr Zere told the broadcaster that church records, including his grandfather's birth certificate, say that he was born in the same year he was baptized in 1894, which would make him 127 jaar oud was ten tyde van sy dood.
","அவரது பிறப்புச் சான்றிதழ் உட்பட தேவாலயத்தின் பதிவுகள் அடிப்படையில் அவர் 1894 ஆம் ஆண்டு ஞானஸ்நானம் பெற்றார் என்பதில் இருந்து அவர் உயிரிழக்கும்போது 127 வயது என்பது நிரூபணமாவதாக அவரது பேரன் குறிப்பிட்டுள்ளார்.
"
"My beloved grandfather, i'll never forget you.
","என் பெரிய பிதாவே, நான் உன்னை ஒருபோதும் மறக்க மாட்டேன்
"
"My father and grandfather are Indians.
","என் கணவர்,என் தந்தை இந்திய ர்கள்.
"
"My father and grandfather served in combat in their days.
","எனது அப்பா, அப்பப்பா ஆகியோர் அக்காலத்தில் நடைபெற்ற அறவழிப்போராட்டங்களில் தொண்டர்களாக ஈடுபட்டுள்ளனர்.
"
"My father died, my grandfather died.
","என் மாமனார் இறந்தார்; என் மாமியார் இறந்தார்.
"
"My father is my grandfather, my mother is my sister... What do I tell them?
","அவங்க என் அப்பா, இவ என் அக்கா, அது என் அம்மா. . உன்னை என்னன்னு சொல்றதுன்னு கேட்கறான் மச்சான்.
"
"My grandfather Frederick Trump came to the United States in 1885.
","1885 அம் ஆண்டு Friedrich Trump அமெரிக்காவுக்கு குடிபெயர்ந்துள்ளார்.
"
"My grandfather and father are experts in this field.
","இந்தத் துறையில் எனது தந்தையும் மாமாவுமே எனக்கு குருநாதர்கள்.
"
"My grandfather and father were at roswell.
","எனது அப்பாவும், அம்மாவும் ராமேஸ்வரத்தில்இருந்தார்கள்.
"
"My grandfather and father were both doctors.
","எனது அப்பா, அம்மா இருவரும் டாக்டர்கள்.
"
"My grandfather and grandmother died.
","என் மாமியார், மாமனார் இறந்துவிட்டார்கள்.
"
"My grandfather as well had his own studio.
","என் மாமா சொந்தமாக ஸ்டுடியோ வைத்திருந்தார்.
"
"My grandfather bought it for her one day.
","என் அப்பா இது ஒரு நாள் எனக்கு வாங்கி கொடுத்தார்.
"
"My grandfather bought the place.
","இடம் வாங்கினார் அப்பா.
"
"My grandfather came into my room to check on me.
","என்னைப் பார்க்க என் அறைக்கு என் மாமா வந்தார்.
"
"My grandfather came to America.
","எங்கள் மாமா அமெரிக்கா வந்திருந்தார்.
"
"My grandfather came to the USA when he was 19.
","என் தாய் தனது 19-வது வயதில் அமெரிக்காவுக்கு வந்தார்.
"
"My grandfather continued speaking.
","மாமாவே தொடர்ந்து பேசினார்.
"
"My grandfather demonstrated.
","என் தம்பினு நிரூபிச்சுட்டார்.
"
"My grandfather did not fight.
","என் தம்பி என்னோட சண்டை போட்டதே இல்லை.
"
"My grandfather died at the age of 79.
","எனது தந்தை அவரது 79 வயதில் உயிரிழந்தார்.
"
"My grandfather died in 1969.
","அண்ணா செத்தது 1969ல்.
"
"My grandfather died in 1991 in Gomel.
","1991ம் ஆண்டு எனது தாயார் சிலாபத்தில் இறந்துபோனார்.
"
"My grandfather died in 2000.
","என் கணவர் 2000ம் ஆண்டுல இறந்துட்டார்.
"
"My grandfather died of this disease.
","என் தந்தை இந்த நோயினால் தான் இற ந் தார் !
"
"My grandfather died when I was seven years old whereas my grandmother left the world three years back.
","என் மூன்று வயதில் உலகத்தை விட்டு பிரிந்தவர், என் அக்கா பதினோரு வயதில் என் அம்மா இறந்ததால்.
"
"My grandfather directed this movie.
","இந்த படத்தை எனது தந்தைதான் இயக்கியிருந்தார்.
"
"My grandfather explained.
","மாமா விளக்கினார்.
"
"My grandfather gave me a gift.
","என்னோட அண்ணா எனக்குப் பரிசாகக் கொடுத்தான்.
"
"My grandfather gave me that name.
","எனக்கு இந்த பெயரை வைத்தது என் பெரியப்பா.
"
"My grandfather had 6 kids.
","என் பெரிய மகனுக்கு 6 பேர் கொழந்தைக .
"
"My grandfather had Parkinson's Disease.
","அப்பாக்கு Parkinson's என்ற நோய் உள்ளது.
"
"My grandfather had a bicycle.
","என் அப்பா ஒரு சைக்கிள் வைத்திருந்தார்.
"
"My grandfather had passed away before we got there.
","நாங்கள் செல்லும் முன்பே என் மாமனார் அங்கே வந்திருந்தார்.
"
"My grandfather has Parkinson's disease.
","அப்பாக்கு Parkinson's என்ற நோய் உள்ளது.
"
"My grandfather in 1941
","முதலில் அப்பாத்துரையார் 1941 இல்
"
"My grandfather in 1972.
","1972 ல் எனது பெருந்தலைவரே வந்தார்.
"
"My grandfather is American.
","என் பாஸ் அமெரிக்கர்.
"
"My grandfather is my family.
","என் நாத்தனார் அவர்களின் குடும்பமது.
"
"My grandfather is now 87 years old, and my grandmother is 78.
","அப்பாவுக்கு இப்போது 86,அம்மாவுக்கு 78.
"
"My grandfather is now already 84 years old.
","எனது மாமனாருக்கு தற்போது 84 வயதாகி விட்டது.
"
"My grandfather is old as the hills.
","என் அத்தை மலைகள் போலவே பழையது.
"
"My grandfather is retired from Indian army.
","அப்பா இந்திய இராணுவத்தில் இருந்து ஓய்வு.
"
"My grandfather is richer than Donald Trump and...
","டொனால்ட் ட்ராம்ப்பை விடவும் எனது தந்தை செல்வந்தர் . . .
"
"My grandfather is simple.
","என்னோட மாமனார் ரொம்ப எளிமையானவர்.
"
"My grandfather is with my mother.
","என் அம்மா அக்காவுடன் இருக்கிறார்கள்.
"
"My grandfather killed her.
","என் சாபந்தான் அவளைச் சாகடித்துவிட்டது.
"
"My grandfather knew him well.
","என் அப்பாவை அவருக்கு நன்றாகத் தெரிந்திருந்தது.
"
"My grandfather lived for 40 more years.
","என் தந்தை நாற்பது வருடங்களுக்கு மேலாக இனிப்பே தொடாமல் வாழ்ந்தவர்.
"
"My grandfather lived here.
","எனது மூதாதையர் இங்கு தான் வசித்தனர்.
"
"My grandfather lived to be 92.
","என் பாட்டி 92வயது வரை இருந்தார்.
"
"My grandfather lived until 1981.
","1981 வரை எனது மாமனார் வீடு.
"
"My grandfather lived until he was 105.
","என் மாமா 105 வயது வரை வாழ்ந்தார்கள்.
"
"My grandfather lived until the age of 105.
","என் மாமா 105 வயது வரை வாழ்ந்தார்கள்.
"
"My grandfather lived with us at the time.
","எனது மாமனார் அவர் வயதான காலத்தில் எங்களுடன் தங்கியிருந்தார்.
"
"My grandfather lives there.
","என் மாமா அங்கு வசிக்கிறார்.
"
"My grandfather lost his life during the war in Vellur.
","என் பாட்டனார் வேளூரில் நடந்த போரில் உயிர் விட்டார்.
"
"My grandfather lost his wife.
","மாமா மனைவியை இழந்தவர்.
"
"My grandfather once said she married at the age of 16, however!
","என் தந்தையாரும் தனக்குப் பத்து வயதில் பாலய விவாகம் நடந்ததாகக் கூறியுள்ளார்!
"
"My grandfather opened his eyes and saw me.
","மாமா சொக்கிய கண்களை திறந்து என்னை பார்த்தார்.
"
"My grandfather passed away in 1969.
","அண்ணா செத்தது 1969ல்.
"
"My grandfather passed away on December 17th, 2010.
","தோழர் பாப்பா டிசம்பர் 17, 2010ஆம் ஆண்டு காலமானார்.
"
"My grandfather passed in 1992.
","என் மாமியார் 1992 ஆம் வருடம் பரமபதித்தார்.
"
"My grandfather played a role in that too.
","இதில் அண்ணாவுக்கும் ஒரு பங்கு இருந்தது.
"
"My grandfather reassured me.
","என் பெரியப்பா என்னைச் சமாதானப்படுத்தினார்.
"
"My grandfather said at the age of 92.
","92 வயதாகிற என் அப்பா சொல்வார்.
"
"My grandfather said he didn't know.
","தனக்குத் தெரியாது என்று அண்ணா சொல்லி விட்டார்.
"
"My grandfather said: 'I am not going to change a name my father gave me.'
","அவர், 'என் தந்தை எனக்குச் சூட்டிய பெயரை நான் மாற்றமாட்டேன்' என்றார்.
"
"My grandfather spent 30 years in the British army.
","எனது தந்தையார் பிரித்தானிய இராணுவத்தில் மூன்று வருடமிருந்தவர்.
"
"My grandfather started the company in 1977.
","1977ம் ஆண்டு எனது கணவர் இந்த நிறுவனத்தைத் தொடங்கினார்.
"
"My grandfather started this company in 1977.
","1977ம் ஆண்டு எனது கணவர் இந்த நிறுவனத்தைத் தொடங்கினார்.
"
"My grandfather studied medicine in America.
","எனது பேத்தி அமெரிக்காவில் மருத்துவம் படிக்கிறாள்.
"
"My grandfather taught me.
","கற்றுக் கொடுத்தது என் அண்ணா.
"
"My grandfather taught music.
","தந்தையோ இசை கற்கக் கூறினர்.
"
"My grandfather tells an interesting story of that.
","அதைப் பற்றிய சுவாரசியமான செவிவழி கதை ஒன்றை அப்பா சொன்னார்.
"
"My grandfather told a lot of stories.
","என் பாட்டி நிறைய கதை சொல்வாங்க.
"
"My grandfather told me it would be this way.
","இப்படித்தான் இருக்கும் என்று எனது பாட்டி கூறியிருந்தாள்.
"
"My grandfather told me the same thing 40 years ago.
","இதே கருத்தினை என் தந்தை 40 வருடங்கள் முன் சொல்லிக்கேட்டிருக்கிறேன்.
"
"My grandfather used to work at the temple.
","அப்பா கோயிலில் வேலைபார்த்தார்.
"
"My grandfather was a President there.
","என்னுடைய அப்பா அப்போது அங்கு அதிபராக இருந்தவர்.
"
"My grandfather was a great fan of him.
","என் அப்பா அவருக்கு பெரும் ரசிகர்.
"
"My grandfather was a photographer as well.
","எனது அண்ணன் ஒரு புகைப்பட கலைஞரும் கூட.
"
"My grandfather was born here.
","என்னுடைய அப்பாவோட அப்பாகூடி இங்கதான் பிறந்து வளர்ந்தவர்.
"
"My grandfather was born in 1909.
","அண்ணா பிறந்தது 1909ல்!
"
"My grandfather was born in 1920.
","என் அப்பா 1920களில் பிறந்தவர்.
"
"My grandfather was born in 1985.
","எனது மகன் 1985 ஆம் ஆண்டு பிறந்தவர்.
"
"My grandfather was born in the 1920s.
","என் அப்பா 1920களில் பிறந்தவர்.
"
"My grandfather was first to go.
","மாமா முதலில் போனார்.
"
"My grandfather was from New Jersey.
","என்னுடைய பேத்தி ந்யூ ஜெர்ஸியிலிருந்து வந்திருந்தாள்.
"
"My grandfather was from the city.
","ஊரில் இருந்து அண்ணன் வந்திருந்தான்.
"
"My grandfather was in the Arm...
","என் மாமனார் கையில் இருந்தது. . .
"
"My grandfather was in the British army for 30 years.
","எனது தந்தையார் பிரித்தானிய இராணுவத்தில் மூன்று வருடமிருந்தவர்.
"
"My grandfather was king.
","என் தந்தை அரசராக இருந்தார்.
"
"My grandfather was president of this college.
","எனது தந்தை இந்தக் கல்லூரியில் அதிபராக பணியாற்றியிருக்கிறார்.
"
"My grandfather was shot before my eyes.
","அண்ணாவை என் கண் முன்னே அடித்து கொன்றார்கள்.
"
"My grandfather was the first to inspire me.
","அப்பாதான் எனக்கு முதல் ஊக்கம்.
"
"My grandfather was the one who raised me.
","என்னை வளர்த்தெடுத்ததே என் மாமாதான்.
"
"My grandfather wasn't born here.
","அண்ணா இங்கே பிறக்க வேண்டியவர் இல்லை.
"
"My grandfather will be here tomorrow.
","நாளைக்கு காத்தால என் அண்ணா வரார்.
"
"My grandfather woke up, asked what was going on.
","எழுந்த அப்பா, என்ன என்று விசாரித்திருக்கிறார்.
"
"My grandfather worked as a Civil Engineer at an oil company in Saudi Arabia.
","எனது தந்தை சவூதி அரேபியாவில் எண்ணெய் கம்பெனி ஒன்றில் அதிகாரியாக வேலை பார்த்தார்.
"
"My grandfather worked at that company.
","இந்த நிறுவனத்தில் எனது மருமகன் வேலை செய்தார்.
"
"My grandfather worked in the Post and Telecom company.
","என் அப்பாவுக்கு போஸ்டல்& டெலிகிராப் அலுவலகத்தில் வேலை.
"
"My grandfather would have done it.
","என் மாமனார் செய்திருப்பார்.
"
"My grandfather wrote a poem.
","என் மாமா ஒரு கவிதை தானேப்பா சொன்னாரு.
"
"My grandfather's 76th birthday
","அம்மாவின் 76 வது பிறந்த நாள் விழா
"
"My grandfather's bank is now 140 years old.
","அப்பாவின் வயது இப்போது கணக்குசெய்தால் 140 வருஷங்கள்.
"
"My grandfather's death was unexpected.
","அப்பாவின் மரணம் எதிர்பாராதது.
"
"My grandfather's family is huge.
","அண்ணரின் குடும்பம் பெரியது.
"
"My grandfather's have been dead for years.
","மாமா இறந்து பல வருடங்கள் ஆகிவிட்டது.
"
"My grandfather's name is Harry.
","என் பாப்பாவின் பெயர் ஹரிணி.
"
"My grandfather's was black.
","என் தம்பிக்கு கறுப்பு நிறத்தில் கிடைச்சது.
"
"My grandfathers lived here.
","எனது மூதாதையர் இங்கு தான் வசித்தனர்.
"
"My grandfathers were born in the 1920s.
","என் அப்பா 1920களில் பிறந்தவர்.
"
"My great grandfather was one.
","என் பெரியப்பா ஒருவர் இருந்தார்.
"
"My mother, father and grandfather died.
","அம்மா, அப்பா மற்றும் அக்கா இறந்துவிட்டனர்.
"
"My own grandfather was one.
","என் பெரியப்பா ஒருவர் இருந்தார்.
"
"My own grandfather was such a man.
","என் பெரியம்மாவும் அப்படிப்பட்ட ஒரு மனுஷி தான்.
"
"My parents and grandfather worked on the Hill farm.
","நானும் எனது தாய் தந்தையரும் மலையகத்தில் தேயிலைத் தோட்டத்திலே பணிபுரிந்தவர்கள்.
"
"My wife's grandfather had over 30,000 acres of land in Balangoda.
","எனது மனைவியின் பாட்டனாருக்கு பலாங்கொடையில் 30 ஆயிரம் ஏக்கர் இருந்தது.
"
"My wife's great grandfather had over 30,000 acres of land in Balangoda.
","எனது மனைவியின் பாட்டனாருக்கு பலாங்கொடையில் 30 ஆயிரம் ஏக்கர் இருந்தது.
"
"Not for my grandfather.
","என் அண்ணாவுக்காக இல்லை.
"
"Not only the grandfather.
","அண்ணா மட்டுமல்ல.
"
"On that day the country marks the birthday of his grandfather, Kim Il-sung, the founder of North Korea.
","மேற்படி தினம் வடகொரியாவை உருவாக்கிய Kim Il Sung என்ற அவரின் பாட்டனாரை மகிமைப்படுத்தும் நாளாகும்.
"
"One of my maternal grandfather's songs:
","தாயுமானவரின் பாடல்களில் ஒன்று பின்வருமாறுஃ
"
"Paul's grandfather died in 1984.
","பிர்ஜுவின் தந்தை கடந்த 1984ஆம் ஆண்டு மரணமடைந்தார்.
"
"Prince Harry has landed back in Britain for the first time in more than a year to pay tribute to his late grandfather, Prince Philip.
","காலமான இளவரசர் பிலிப்பின் இறுதி மரியாதையில் கலந்து கொள்ள நீண்ட ஓராண்டுக்கு பிறகு பிரித்தானியா திரும்பியுள்ளார் இளவரசர் ஹரி.
"
"Q. What was the name of his maternal grandfather?
","Q11. தாயுமானவரின் தந்தையின் பெயர் என்ன?
"
"See, I was a good friend of your grandfather's.
","பார் நான் உங்கள் அப்பாவின் ஒரு நல்ல நண்பராக இருந்தார்.
"
"She introduced me as his grandfather.
","அவரை தனது பெரியப்பா என்று என்னிடம் அறிமுகம் செய்தாள்.
"
"She is not a grandfather.
","அவள் இல்ல அண்ணா.
"
"She lived at her maternal grandfather's home.
","மகா அம்மாவின் வீட்டில் தான் தங்கியிருந்தாள்.
"
"She married my grandfather in 1939.
","அவர் திருமணம் முடித்து பெரிய அண்ணன் 1939 இல் பிறந்தார்.
"
"She referred to me as her grandfather.
","அவரை தனது பெரியப்பா என்று என்னிடம் அறிமுகம் செய்தாள்.
"
"She was molested by her grandfather - her mother's father.
","அவளுடைய கணவனின் தந்தையால்- மாமனாரால் வல்லாங்குச் செய்யப்பட்டாள்.
"
"Stephen's grandfather and mother have died.
","ஸ்டீஃபனின் தாயும், தந்தையும் உடைந்து போயிருந்தனர்.
"
"Suyanto said that his grandfather was buried on Monday morning in a cemetery in which he had purchased a plot several years ago.
","தனக்காக பல ஆண்டுகளுக்கு முன்பே உள்ளூர் மயானத்தில் அவரே வாங்கி வைத்திருந்த இடத்தில் திங்கட்கிழமை காலை அவர் புதைக்கப்பட்டதாக, முதியவரின் பேரன் சுயாண்டோ தெரிவித்தார்.
"
"That boy's grandfather.
","அந்தப் பையனுடைய அண்ணா.
"
"That's all my grandfather knew.
","இது மட்டும் என் மாமாக்கு தெரிஞ்சது அவ்வளவுதான்.
"
"That's not my grandfather's house.
","என் பெரியம்மா வீடு இது இல்லை.
"
"The celebration honoring the 105th birthday of his grandfather Kim Il Sung, the founder of the North Korean government was in full swing.
","வடகொரியாவை நிறுவிய அதிபர் கிம் இல்-சொங்கின் 105 வது பிறந்த நாள் நினைவு கொண்டாட்டங்கள் அங்கு வெகு விமரிசையாக நடைபெற்று வருகிறது.
"
