eng_Latn,tam_Taml
"You're such a good aunt:)
","நீங்க ரொம்ப நல்ல அண்ணாவா இருக்கீங்களே:)
"
"You've met my aunt and uncle?
","என் அம்மாவையும் மாமாவையும் அரெஸ்ட் பண்ணிட்டீங்களா?
"
"Your aunt has just left.
","உன் மாமா இப்ப தான் வெளியே போனாரு.
"
"Your aunt is very close to you.
","உங்க கதிர் மாமா உங்களுக்கு ரொம்ப நெருக்கம்.
"
"Your sister Mary had a baby this morning I haven't found out whether it's a boy or a girl, so I don't know if you are an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning I haven't found out yet whether it's a boy or a girl so I don't know if you're an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning I haven't found out yet whether its a a boy or a girl so I don't know if you're an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning I haven't found out yet whether its a boy or a girl so I don't know if you're an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning but I haven't found out if it's a boy or a girl, so I don't know whether you are an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby this morning but I haven't found out whether it's a boy or a girl, so I don't know if you are an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"Your sister Mary had a baby, this morning I haven't found out yet whether it's a boy or a girl so I don't know if you're an aunt or an uncle.
","இன்று காலை உனது சகோதரி மேரிக்கு குழந்தை பிறந்தது; ஆனால் இது வரை அது ஆண் குழந்தையா அல்லது பெண் குழந்தையா என்று எனக்குத் தெரியாது.
"
"aunt (by marriage)
","பட் (திருமணம் மூலம்)
"
"aunt wants her to marry.
","மாமனுக்கு அவளை கல்யாணம் செய்து கொள்ள ஆசை .
"
"children of his sister or of his maternal aunt.
","தன் மருமகளின் அல்லது மருமகனின் பெற்றோர்.
"
"greetings to your aunt!
","அண்ணிக்கு வாழ்த்து!
"
"her aunt and uncle
","அவளும் அவளது மாமாவும்
"
"i feel more connected with my aunts than my parents.
","என் பெற்றோரை விட பாட்டியிடம் எனக்கு நெருக்கம் அதிகம்.
"
"marry my aunt's daughter.
","என் அக்கா மகளுக்கு கல்யாணம்.
"
"mothers, sisters and aunts.
","தாய்,சகோதரிகள் மற்றும் குடுபத்தினர்.
"
"my aunt and uncle's house [...]
","நானும் மாமா பையனும் வீட்டு [. . . ]
"
"my aunt said.
","மாமனார் சொன்னார் .
"
"tell his aunt.
","உன் மாமாவிடம் சொல்லு.
"
"the aunt said.
","மருதையன் சொன்னான்.
"
"with his father, his maternal grandmother, aunts and a great-uncle,
","அவளது அம்மா, அப்பா, அண்ணன், பெரியப்பா,
"
"you must be a great aunt:)
","நீங்க ரொம்ப நல்ல அண்ணாவா இருக்கீங்களே:)
"
"He lives with his aunt’s family.
","அவர்‌ தனது மருமகனுடன்‌ வாழ்ந்து வருகிறார்‌.
"
"“This one is my aunt’s house.
","” “இது என்னோட அக்கா வீடு.
"
"At age nine, he moved to America with his aunt.
","தனது ஏழாம் வயதில் பெற்றோருடன் அமெரிக்காவிற்குக் குடிபெயர்ந்தார்.
"
"And then, my aunt died too.
","அப்புறம், எங்க பாட்டியும் இறந்துட்டாங்க.
"
"All my family, parents, aunts, sisters pampered me.
","அப்பா, அம்மா, அண்ணன், உறவினர்கள் எல்லோருமே எனக்குப் பக்கபலம்.
"
"My father, mother, uncle, aunt, my elder sister.
","அப்பா, அம்மா, அக்கா, அண்ணன், தம்பி, தங்கச்சினு கூட்டுக்குடும்பமா வளர்ந்தவ நான்.
"
"My father, mother, uncle, aunt, my elder sister.
","அம்மா, அப்பா, தாத்தா, பாட்டி, அக்காள், அத்தான்.
"
"Dads, moms, aunts, uncles, grandparents, brothers, and sisters were lost.
","தங்கள் தகப்பன், தாய், அண்ணன், தம்பி, அக்கா, தங்கைகளை விட்டு விட்டு வந்திருக்கின்றார்கள்.
"
"Is she my aunt?
","அவனுக்கு நான் தாய் மாமன்தானே?
"
"An uncle is a doctor, and an aunt is a nurse.
","அக்கா சித்த மருத்துவர், தம்பி அலோபதி மருத்துவர்.
"
"There are uncles, aunts and in-laws of siblings.
","உடன்பிறந்த அண்ணன்- தம்பிகள், அக்காள்-தங்கைகள் இருப்பார்கள்.
"
"Beloved mother, grandmother, sister, aunt and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"Beloved mother, grandmother, aunt, cousin, and friend.
","அன்பின் அப்பா, அம்மா, அண்ணா,அக்கா, மற்றும் உற்றார், உறவினர்கள், நண்பர்கள்.
"
"And our moms, dads, grandparents, siblings, cousins, aunts and uncles.
","அப்பா, அம்மா, மகன், மகள், சகோதரன், சகோதிரி மற்றும் வயோதியர்கள் போன்றவர்களும் நம்முள் அடங்குவர்.
"
"“My grandfather, uncle and aunt live in Chennai.
","‘’சென்னையிலுள்ள என் அக்காள் மகன் வீட்டில்தான் தங்கியிருக்கிறேன்.
"
"She was later taken to her aunt’s home.
","பின்னர் அண்ணாவின் வீட்டுக்கு சம்பத் அழைத்துச் செல்லப்பட்டார்.
"
"She had lost her parents and was staying with her aunt.
","தன்‌ தாய்‌ தந்தையர்களை இழந்து விட்டதால்‌ தன்‌ பாட்டியின்‌ அர வணைப்பில்‌ வாழ்ந்து வந்தான்‌.
"
"Has your dad, mother, uncle or aunt ever seen one?
","உங்கள் அப்பா, அம்மா, அண்ணன், தங்கை யாருக்காவது ரத்தக் கொதிப்பு உள்ளதா?
"
"Be a better husband, wife, friend, brother, sister, son, daughter, uncle, aunt and person …
","ஓர் ஆண், தாய், தங்கை, தோழி, மனைவி, மகள் போன்றவர்களுக்கு சிறந்த காவலானாக இருக்க வேண்டும்.
"
"AIADMK leader TTV Dhinakaran and his aunt VK Sasikala have been expelled from the party.
","சசிகலாவையும் அவருடைய சகோதரி மகன் டிடிவி தினகரனையும் அவர்களின் உறவினர்களையும் அதிமுகவில் இருந்து நீக்கினர்.
"
"By then, his aunt’s oxygen saturation level had dropped to 60 per cent.
","அந்த நேரத்தில் அவரது ஆக்ஸிஜன் அளவு மிகவும் ஆபத்தான நிலையில் 60 சதவீதமாக குறைந்தது.
"
"13 You shall not have sexual relations with your mother’s sister;your aunt.
","13 நீ உனது தாயின் சகோதரியோடு பாலின உறவு வைத்துக்கொள்ளக் கூடாது.
"
"I myself lived in a joint family with my grandparents, parents, uncle, aunt and my cousin.
","''தாத்தா, பாட்டி, மாமனார், மச்சான்கள், நாத்த னார்கள் என கூட்டுக் குடும்பமாக வாழ்ந்தவள் நான்.
"
"At the age of 32 he married my aunt.
","32 வயதில் என் அம்மா கணவரை இழந்தவரானார்.
"
"A sister, a daughter, an aunt.
","ஒரு அக்கா, ஒரு தங்கை, ஒரு தம்பி.
"
"And my mom is there, my dad, my aunt, my uncle, my sister.
","எங்க குடும்பத்துல அப்பா, அம்மா, அக்கா, அண்ணா, தங்கை, தம்பி என்னோட இருக்காங்க.
"
"The boy had lost his parents at a young age and was residing in his aunt's house.
","தாயாரை சிறுவயதிலேயே இழந்ததால் தனது சித்தப்பாவின் வீட்டில்தான் தங்கி வளர்ந்து வந்தார்.
"
"I loved my aunt.
","நான் எனது மச்சாளையே காதலித்தேன்.
"
"Your mother, sister, wife, grandmother, aunts, daughter, friends. . .
","அம்மா,மாமாமார்,மச்சான்,நண்பர்,மகள்,அக்கா…இன்னும் எத்தனை, எத்தனைப் பேர்களோ. . ?
"
"Am I their aunt?
","அவனுக்கு நான் தாய் மாமன்தானே?
"
"I am your aunt.
","நான் உங்க பொண்டாட்டிதான் மாப்ளை.
"
