eng_Latn,tam_Taml
"He was also the uncle of former President KR Narayanan.
","இவர் முன்னாள் குடியரசுத்தலைவர் ஆர். கே. நாராயணனின் சகோதரர்.
"
"He was born in Mecca in 570 CE and, after being orphaned, was raised by his uncle and became a merchant.
","இவர் 570ம் ஆண்டு மெக்காவில் பிறந்து, அனாதையாகி மாமனால் வளர்க்கப்பட்டார்.
"
"He was killed trying to protect his uncle.
","மாமனாரை காப்பாற்ற முயன்றதால் அவரும் கொலை செய்யப்பட்டுள்ளார்.
"
"He was my daughter's great uncle.
","என் மருமகளின் தங்கைக்கு இவர் பெரிய மாமனார்.
"
"He was the uncle of Subrahmanyan Chandrasekhar who received the Prize for Physics in 1983.
","1983 ஆம் ஆண்டு இயற்பியலுக்கான பரிசை சுப்பிரமணியன் சந்திரசேகர் அவர்கள் பெற்றார்.
"
"He was very grateful for his uncle.
","இதற்காக அண்ணாச்சிக்கு அவன் பெரிதும் நன்றிக்கடன் பட்டிருந்தான்.
"
"He was very grateful to his uncle.
","இதற்காக அண்ணாச்சிக்கு அவன் பெரிதும் நன்றிக்கடன் பட்டிருந்தான்.
"
"He's MY uncle too!
","அவர் எனக்கும் மாமன் தான்!
"
"He's just like his uncle!
","அவரது மாமனாரைப் போல!
"
"He's like her uncle!
","அவரது மாமனாரைப் போல!
"
"He's my Great uncle.
","என் அருமை மாமனார் தான்.
"
"He's my great uncle.
","என் அருமை மாமனார் தான்.
"
"He's my uncle too!
","அவர் எனக்கும் மாமன் தான்!
"
"Her uncle came out.
","அவரது மாமியார் வெளியே சென்றுள்ளார்.
"
"Her uncle continued to speak.
","அண்ணியே தொடர்ந்து பேசினாள்.
"
"Her uncle did not speak Tamil.
","அண்ணனின் மனைவி தமிழ் பேசுவதில்லை.
"
"Her uncle immediately went to him.
","மாமி உடனே அவரிடம் சென்றாள்.
"
"Her uncle is my friend.
","அவருடைய மாமனார் என் பால்ய நண்பன்மா.
"
"Her uncle stood there.
","அந்த மாமி நின்றிருந்தாள்.
"
"Her uncle was out.
","அவரது மாமியார் வெளியே சென்றுள்ளார்.
"
"Her uncle was the Prime Minister of Nepal.
","இவரது தாத்தாதான் நேபாளத்தின் முதல் பிரதமராக இருந்தவர்.
"
"Her uncle's face fell.
","அண்ணியின் முகம் சுருங்கி விட்டது.
"
"Her uncle, though, wasn't watching her.
","அவளது மாமனார் அவளை வைத்த கண் வாங்காமல் பார்த்துக்கொண்டிருந்தார்.
"
"His father Ali Baksh Khan was a well known vocalist and Sarangi player, while his uncle Kale Khan was also an extremely renowned musician.
","அவரது தந்தையான அலி பக்ஷ் கான் ஒரு பிரபலமான பாடகரும், சாரங்கி வித்வானும் கூட.
"
"His father Ali Baksh Khan was a well-known vocalist and Sarangi player, while his uncle Kale Khan was also an extremely renowned musician.
","அவரது தந்தையான அலி பக்ஷ் கான் ஒரு பிரபலமான பாடகரும், சாரங்கி வித்வானும் கூட.
"
"His father and uncle were involved in the freedom struggle.
",". சுதந்திரப் போராட்டத்தில் அண்ணனும், தம்பியும் சேர்ந்தனர்.
"
"His father and uncles all served in the military.
","அவருடைய தந்தை, சகோதரர்கள் அனைவருமே இராணுவத்திலும், பாதுகாப்புப் படையிலும் கடைமையாற்றியவர்களாகும்.
"
"His father and uncles served in the Army and Air Force.
","அவருடைய தந்தை, சகோதரர்கள் அனைவருமே இராணுவத்திலும், பாதுகாப்புப் படையிலும் கடைமையாற்றியவர்களாகும்.
"
"His father and uncles were in jail at the time of his birth.
","அவன் பிறக்கும் போதே அவன் அம்மாவும், அப்பாவும் ஜெயிலில் கிடந்தார்கள்.
"
"His grandfather Arjan Singh, father Kishan Singh and uncle Ajit Singh, were all participated in the Indian freedom struggle.
","பகத்சிங்கின் தந்தை கிஷன்சிங், அவருடைய சகோதரா் அஜுத்சிங், பாட்டனார் அா்ஜீன் சிங், அனைவருமே நாட்டு விடுதலைக்கு போராடியவா்கள்.
"
"His grandmother's name was Helen Weiss and he has an uncle named Jeff Weiss, who is a playwright and actor.
","அவரது பாட்டியின் பெயர் ஹெலன் வெயிஸ் மற்றும் அவர் ஒரு நாடக ஆசிரியரும் நடிகருமான ஜெஃப் வெயிஸின் மருமகன் ஆவார்.
"
"His uncle and mother arranged the marriage.
","தாயும் தந்தையும் திரு மணத்துக்கு ஏற்பாடு செய்துவிட்டார்கள்.
"
"His uncle committed suicide, also.
","அதையறிந்த அவரது மாமனாரும் தற்கொலை செய்து கொண்டார்.
"
"His uncle continued.
","தொடர்ந்தார் அண்ணன்.
"
"His uncle died from the same condition.
","எனது மாமனார் இதேமன நிலையில் இருந்து இறந்தார்.
"
"His uncle had raised him and his four brothers along with his own sons.
","அவனது தாய்மாமனே அவனையும், தமது நான்கு குழந்தைகளோடு ஐந்தாவதாய் சேர்த்து வளர்த்தார்.
"
"His uncle loved him more than his own kids and raised him with great care.
","தம்முடைய பிள்ளைகளுக்கும் மேலாகப் பெருமானார் அவர்களை அன்போடு நேசித்ததோடு, இணைபிரியாமல் கவனித்துக்கொண்டார்.
"
"His uncle was one of the last casualties of the epidemic.
","தொற்றுநோயால் பாதிக்கப்பட்டவர்களுள் இறுதியானவராக இவரது மாமன் இருந்தார்.
"
"His uncle works as a police detective.
","இவரது மாமனார் போலீஸ்காரராக வேலை செய்கிறார்.
"
"His uncle's did not commit suicide!
","அண்ணா தற்கொலை செய்யவில்லை கொலை செய்யப்பட்டுள்ளார்!
"
"His uncle's eyes wandered.
","அண்ணியின் கண்கள் கலங்கிருந்தன.
"
"His uncle, Borislav Milosevic, is Yugoslavia's ambassador to Moscow.
","மிலோசவெக்கின் சகோதரர் போரிஸ்லேவ் ரஷ்யாவுக்கான யுகோஸ்லோவிய தூதராக இருந்தவர் என்பது குறிப்பிடத்தக்கது.
"
"His uncles did well, too.
","அவ மாமனார் கூட நல்லா ஒட்டிக்கிட்டா.
"
"His wife was his own maternal uncle's daughter.
","அவரது அண்ணி, சொந்த தாய்மாமன் மகள்தான்.
"
"House of the maternal uncle.
","மிதிலை மாமனார் வீடு.
"
"How am I related to my great uncle's brother's grand-daughter?
","என் தாயின் மூத்த சகோதரியின் மகளின் மகன் எனக்கு என்ன உறவு?
"
"I also had an uncle.
","எனக்கும் ஒரு மாமனார் இருந்திருக்காரு வெட்டியா.
"
"I am a monkey's uncle now.
","நான் இப்போ ஐயர் ஆத்து மாமி தான்.
"
"I am going to send this to my uncle.
","எதுக்கும் இதை என் மாமனாருக்கு அனுப்பிவைக்கிறேன்.
"
"I am not saying that, because he's my uncle.
","என் மாமனார் அவர் என்பதால் நான் இப்படிச் சொல்லவில்லை.
"
"I am thinking about my uncle.
","மாமனிதரைப் பற்றி நினைந்து, நினைந்து உருகுகின்றேன்.
"
"I asked her why and she said that my uncle had died.
","நான் காரணம் கேட்க. . அவள் மாமனார் இறந்து விட்டதாகச் சொன்னாள்.
"
"I asked my elderly uncle.
","என் பழைய தரகரிடம் கேட்டேன்.
"
"I asked my uncle about that.
","அதுப் பற்றி அண்ணியிடம் கேட்டேன்.
"
"I call him my uncle.
","நான் அவனை அண்ணண் என்றே அழைப்பேன்.
"
"I called him as uncle.
","நான் அவரை அண்ணன் என்றுதான் அழைத்தேன்.
"
"I called him my uncle.
","நான் அவரை அண்ணன் என்றுதான் அழைத்தேன்.
"
"I did nothing, uncle.
","நான் ஒன்றும் செய்யவில்லைத் தோழி.
"
"I didn't have an uncle.
","எனக்கு மாமனார் கிடையாது.
"
"I didn't say anything because he was my uncle.
","என் மாமனார் அவர் என்பதால் நான் இப்படிச் சொல்லவில்லை.
"
"I didn't want to leave my uncle.
","எனக்கு அண்ணியை விலக்கிவிட தோன்றவில்லை.
"
"I don't have an uncle.
","எனக்கு மாமனார் கிடையாது.
"
"I don't have any uncles.
","எனக்கு மாமனார் கிடையாது.
"
"I don't have uncles.
","எனக்கு மாமனார் கிடையாது.
"
"I don't know of an uncle.
","எனக்கு எந்த மாமனையும் தெரியாது.
"
"I don't like that uncle.
","அந்த தம்பி பிடிக்கவேயில்லை எனக்கு.
"
"I don't remember seeing that uncle of mine.
","இந்த மாமியைப் பார்த்த ஞாபகமே இல்லை.
"
"I don't want to anger my uncle!
","நான் என் தும்பியிடம் கோபம் எல்லாம் கிடையாதுப்பா!
"
"I had a relationship with my uncle.
",", மாமனாருடன் நல்லுறவு வைத்திருந்தேன்.
"
"I had heard it from my uncle.
","என் மாமனார் சொல்லி கேள்விபட்டிருக்கிறேன்.
"
"I had seen my uncle.
","நான் என் மாமனாரைப் பார்த்தேன்.
"
"I have 34 cousins, and 15 aunts and uncles.
","எனக்கு 34 பேரன் பேத்திகள், 75 கொள்ளு பேரன் பேத்திகள் உள்ளனர்.
"
"I have an uncle who is 4 years older than me and still working.
","எனக்கு ஒரு அண்ணன் இருக்கிறான், என்னை விட 4 வயது மூத்தவன், சொந்தமாக தொழில் செய்து கொண்டு இருக்கிறான்.
"
"I have heard my uncle about it.
","என் மாமனார் சொல்லி கேள்விபட்டிருக்கிறேன்.
"
"I have no uncle.
","எனக்கு மாமனார் கிடையாது.
"
"I have no uncles.
","எனக்கு மாமனார் கிடையாது.
"
"I have three uncles in village.
","இந்த கிராமத்தில் மூன்று அண்ணன் தம்பி.
"
"I haven't got an uncle.
","எனக்கு மாமனார் கிடையாது.
"
"I haven't got any uncles.
","எனக்கு மாமனார் கிடையாது.
"
"I heard from my uncle.
","என் மாமனார் சொல்லி கேள்விபட்டிருக்கிறேன்.
"
"I know Mohan Babu uncle, Lakshmi, Vishnu and Manoj from the day I entered the industry and they are a very important reason for where I am today.
","நான் சினிமா துறையில் நுழைந்ததில் இருந்தே மோகன்பாபு, லட்சுமி, விஷ்ணு, மனோஜ் ஆகியோரை நன்கு தெரியும்.
"
"I left my uncle's.
","நான் மாமலரை விட்டுவிட்டேன்.
"
"I looked at the uncle and said.
","நான் அண்ணியை பார்த்துக் கொண்டு சொன்னேன்.
"
"I made this for my uncle's birthday.
","என்னோட மாமனார் பிறந்த நாளுக்காக நான் இந்த மாதிரி செய்து இருக்கேன்.
"
"I remember seeing Flags Of Our Fathers with my uncle and Letters From Iwo Jima with my cousin.
","த மிஷன் பார்த்துர்றேன் . . அப்பறம், Flags of our Fathers மற்றும் Letter from Iwo Jima ரெண்டுமே பாலா எழுதுறேன்னு சொல்லியிருந்ததா நினைவு .
"
"I saw all my cousins, aunts and uncles.
","அண்ணியின் முலைகள், தொடைகள், சூத்து என்று எல்லாவற்றையும் பார்த்தேன்.
"
"I saw my uncle.
","நான் மாமனாரை பார்த்தேன்.
"
"I talked to my uncle about this.
","அண்ணியிடம் இது பற்றி ஒருமுறை பேசினேன்.
"
"I used to call him uncle.
","நான் அவரை அண்ணன் என்றுதான் அழைத்தேன்.
"
"I want her uncle.
","எனக்கு அவர் மாமன் முறை வேண்டும்.
"
"I want him as my uncle.
","எனக்கு அவர் மாமன் முறை வேண்டும்.
"
"I want him to be an uncle.
","எனக்கு அவர் மாமன் முறை வேண்டும்.
"
"I want him to have his uncle.
","எனக்கு அவர் மாமன் முறை வேண்டும்.
"
"I was at home of an uncle.
","நான் அப்போது மாமனார் வீட்டில் இருந்தேன்.
"
"I was at my uncle's home.
","நான் அப்போது மாமனார் வீட்டில் இருந்தேன்.
"
"I was born with 3 uncles and 3 aunts.
","3 அக்காக்கள், 2 அண்ணன்களுடன் பிறந்த கடைக்குட்டி நான்.
"
"I was close to my uncle.
","நான் அண்ணியை நெருங்கினேன்.
"
"I was his uncle.
","நான்அவரோட மாமனார்.
"
"I was on vacation at my uncle's house.
","விடுமுறையில் எனது மாமனார் வீட்டிற்கு சென்றிருந்தேன்.
"
"I was waiting for my uncle.
","மாமனுக்கு காத்திருந்தேன் காணலே. .
"
"I went directly to my uncle's home.
","உடனே மாமனார் வீட்டுக்குப் போனேன்.
"
"I went straight to my uncle's house.
","உடனே மாமனார் வீட்டுக்குப் போனேன்.
"
"I went to my uncle's house for vacation.
","விடுமுறையில் எனது மாமனார் வீட்டிற்கு சென்றிருந்தேன்.
"
"I'd be your uncle.
","நான்தான் உன்னுடைய மாமனார் என்றிருப்பாராம்.
"
"I'd called my uncle.
","என்னை uncle என்று அழைத்தவர்.
"
"I'm a new uncle.
","நான் ஒரு புது அனானி.
"
"I'm a uncle!
","மாமனாராக நான் !
"
"I'm gonna send this to my uncle.
","எதுக்கும் இதை என் மாமனாருக்கு அனுப்பிவைக்கிறேன்.
"
"I'm her uncle!
","நான் தான் உங்கள் மாமனார்!
"
"I'm his uncle!
","நான் தான் உங்கள் மாமனார்!
"
"I'm not an uncle!
","நான் மாமனிதன் அல்லவே!
"
"I'm not an uncle, I'm your brother.
","நான் அண்ணன் இல்லை நீங்கள் தான் அண்ணன் . . .
"
"I'm older than my uncle.
","அண்ணியை விட எனக்கு வயசு அதிகம் தான்.
"
"I'm talking to my uncle!
","நான் பேசுறது என் மாமனை பத்தி!
"
"I'm your uncle!
","நான் தான் உங்கள் மாமனார்!
"
"I've called uncle.
","என்னை uncle என்று அழைத்தவர்.
"
"I've got two aunts and one uncle.
","எனக்கு இரண்டு அக்கா மற்றும் ஒரு அண்ணன்.
"
"In 2013, the uncle of North Korean leader Kim Jong-un was condemned for treason.
","2013 ஆம் ஆண்டில், வட கொரிய தலைவர் கிம் ஜாங்-யூ மாமனாருக்கு துரோகம் செய்தார்.
"
"In the middle of that my uncle died.
","இடையே என் மாமனார் இறந்துவிட்டதாக செய்து வந்தது.
"
"Including my uncle's.
","என் மாமனார் உட்பட .
"
"Including my uncles.
","என் மாமனார் உட்பட .
"
"It is a story about my uncle.
","இது எனது அண்ணியை பற்றிய கதை.
"
"It is indeed, uncle.
","உண்மை தான் uncle.
"
"It was my uncle who taught me...
","எனக்கு கற்றுக் கொடுத்ததே அவர்தானே தம்பி. . .
"
"It was the first time I had seen my uncle.
","அப்பதான் முதன் முதலா உன் மாமனார் ஐ பார்த்தேன். .
"
"It wasn't a grandmother or an uncle.
","இது அண்ணாவும் இல்லை, தங்கையும் இல்லை.
"
"It wasn't me, uncle!
","அது நான் இல்லை, என் அட்மின் போட்டது!
"
"It'll be better without an uncle.
","மாமனார் இல்லாமல் இருந்தால் நல்லது.
"
"It's only uncle.
","மாமனார் மட்டும் தான்.
"
"It's owned by his uncle.
","வைத்திருக்கும் அவர் மாமனாருக்குச் சொந்தமானது.
"
"Jaganmohan Reddy's uncle and cousin also figure in the list of candidates announced by the party for parliamentary elections in Seemandhra or residuary state of Andhra Pradesh.
","சீமாந்திரா அல்லது எஞ்சிய ஆந்திரப்பிரதேச மாநிலத்தில் நடக்கும் மக்களவைத் தேர்தலில் போட்டியிடும் அறிவிக்கப்பட்ட கட்சி வேட்பாளர்கள் பட்டியலில் ஜெகன்மோகன் ரெட்டியின் உறவினர்களும் உள்ளனர்.
"
"Jer32:9 And I bought the field, which is in Anathoth, of Hanameel, the son of my father's brother (And so I bought the field, which is in Anathoth, from Hanameel, the son of my uncle).
","32:9 நான் துறையில் வாங்கி, இது ஆனதோத்திலிருக்கிற, Hanamel இருந்து, என் மாமன் மகன்.
"
"Jeremiah 32:9 And I bought the field of Hanameel my uncle's son, that was in Anathoth, ...
","32:9 நான் துறையில் வாங்கி, இது ஆனதோத்திலிருக்கிற, Hanamel இருந்து, என் மாமன் மகன்.
"
"Joash did what was right in the sight of the LORD all the days of Jehoiada the priest [his uncle].
","ஆசாரியனாகிய யோய்தா யோவாசைப் போதகம்பண்ணின நாளெல்லாம் அவன் கர்த்தரின் பார்வைக்குச் செம்மையானதைச் செய்தான்.
"
"Joash did what was right in the sight of the Lord all the days of Jehoiada the priest [his uncle].
","ஆசாரியனாகிய யோய்தா யோவாசைப் போதகம்பண்ணின நாளெல்லாம் அவன் கர்த்தரின் பார்வைக்குச் செம்மையானதைச் செய்தான்.
"
"Just like his uncles!
","அவரது மாமனாரைப் போல!
"
"Krishna was born in a prison cell where his parents were being held captive by Krishna's uncle.
","தாய்மாமன் கம்சன் கிருஷ்ணரின் தாய் தந்தையை துன்புறுத்தி சிறையில் அடைத்து இருந்ததால் சிறையில்தான் ஸ்ரீ கிருஷ்ணர் பிறந்தார்.
"
"Last month, two sisters from a tribal community in the Dhar district of Madhya Pradesh were brutally beaten by their family members after they were caught talking to their uncle's sons on the phone.
","மத்திய பிரதேசத்தின் தார் மாவட்டத்தில், பழங்குடி சமூகத்தைச் சேர்ந்த இரண்டு சகோதரிகள், தங்கள் தாய்மாமனின் மகன்களுடன் தொலைபேசியில் பேசியதற்காக அவர்களது குடும்ப உறுப்பினர்களால் கொடூரமாக தாக்கப்பட்டனர்.
"
"Madho Singh fought in many wars besides his father and uncle.
","மாதோ சிங் தனது தந்தை மற்றும் சகோதரருடன் பல போர்களில் பங்கேற்றார்.
"
"Maduranga, who was raised by his uncle, was killed March 29.
","மாமனாரிடம் வளர்ந்த மதுரங்க மார்ச் 29 அன்று கொல்லப்பட்டார்.
"
"Maternal uncles are settled in USA.
","அமெரிக்காவில் மாமியார்கள் அடங்கி ஒடுங்கி இருக்கிறார்களாம்.
"
"Maybe it's your mom's neighbor's kid, your very best friend's co worker , your uncle's 30th birthday party, your old college room mate's house warming party, etc.
","இது உங்கள் அம்மாவின் அண்டை மகன், உங்கள் சிறந்த நண்பரின் சக ஊழியர், உங்கள் உறவினரின் 30 வது பிறந்தநாள் கொண்டாட்டம், உங்கள் பழைய கல்லூரி ரூம்மேட் ஹவுஸ்வாமிங் பார்ட்டி மற்றும் பல.
"
"Mohammed cursed his uncle, Abu Lahab, for rejecting his message.
","முஹம்மது அவரது மாமனாகிய அபூ லஹப்பை தனது செய்தியினை ஏற்றுக் கொள்ளாததினால் சபித்தார்.
"
"Muhammad was born in Mecca in 570 A.D. He was an orphan raised by his uncle.
","இவர் 570ம் ஆண்டு மெக்காவில் பிறந்து, அனாதையாகி மாமனால் வளர்க்கப்பட்டார்.
"
"My dad and my uncle were there.
","என் மாமனார் மற்றும் மாமியார் அங்கே இருக்கிறார்கள்.
"
"My father and uncle were murdered.
","என்னுடைய தந்தை, கணவர் இருவரும் படுகொலை செய்யப்பட்டனர்.
"
"My father, my uncle and me.
","தந்தை, ஒரு அண்ணன் மற்றும் நான்.
"
"My great uncle died from blood cancer.
","என் தாத்தா இறந்ததும் இரத்த புற்று நோயினால்.
"
"My love to your uncle.
","என் அன்பு உங்கள் பேரனுக்கு.
"
"My mother and uncle were there.
","என் மாமனார் மற்றும் மாமியார் அங்கே இருக்கிறார்கள்.
"
"My mother told my aunt and uncle.
","இதுகுறித்து மாமனார், மாமியாரிடம் எனது பெற்றோர் தெரிவித்தனர்.
"
"My sister and uncle were in the home as it was a weekend.
","வார இறுதி என்பதால் அண்ணனும் அண்ணியும் வீட்டில்தான் இருந்தனர்.
"
"My son's two uncles are engineers.
","என்னுடைய மகன்கள் இருவரும் என்ஜினீயர்கள்.
"
"My uncle Anas bin An-Nadr RA was absent from the Battle of Badr.
","என் தந்தையின் சகோதரர் அனஸ் பின் நள்ர் (ர-) அவர்கள் பத்ருப் போரில் கலந்து கொள்ளாமல் எங்கோ சென்று விட்டார்.
"
"My uncle Mr.
","என் மாமனார் திரு.
"
"My uncle also agreed to it.
","அவன் மாமனும் அதற்கு சம்மதித்தான்.
"
"My uncle and dad looked at each other and grinned.
","தாத்தாவும் பேரனும் ஒருவரை ஒருவரை பார்த்துக்கொண்டு புன்முறுவல் பூத்தனர்.
"
"My uncle and father also came.
","என் மாமனாரும் மாமியாரும் வந்திருந்தனர்.
"
"My uncle approves.
","மாமனார் ஒப்புதல் அளிக்கிறார்.
"
"My uncle came across.
","எதிரே என் மாமனார் வந்தார்.
"
"My uncle did not see me.
","அண்ணி என்னை பார்க்கவே இல்லை.
"
"My uncle didn't married until he was forty-five.
","அன்பருக்கு அவருடைய நாற்பதுவயது வரை திருமணம் ஆகவில்லை.
"
"My uncle died in 2000.
","என் கணவர் 2000ம் ஆண்டுல இறந்துட்டார்.
"
"My uncle died in police custody.
","காவல்நிலையத்திலே என் சகோதரர் இறந்துவிட்டார்.
"
"My uncle died just over a year ago.
","எனது மாமனார் இறந்து ஒரு வருடத்திற்கும் மேல் ஆகிறது.
"
"My uncle died last month from a stroke.
","என் மாமியார் சென்ற வருடம் மாரடைப்பால் இறந்து போனார்.
"
"My uncle died more than a year ago.
","எனது மாமனார் இறந்து ஒரு வருடத்திற்கும் மேல் ஆகிறது.
"
"My uncle died recently.
","என் மாமனார் சமீபத்தில் இறந்தார்.
"
"My uncle died today.
","இன்று அண்ணாச்சி மரித்துவிட்டார்.
"
"My uncle enjoyed it very much.
","என் மாமனார் மிகவும் ரசித்தார்.
"
"My uncle fled to Germany in 1986.
","எனது கணவர் 1986ல் டென்மார்க்கிற்குப் புலம் பெயர்ந்தார்.
"
"My uncle followed him out.
","என் மாமனார் அவனை பின்தொடர்ந்தார்.
"
"My uncle grinned at me.
","அண்ணன் என்னை வெறித்து பார்த்தார்.
"
"My uncle has his own apartment.
","எனது மாமனாருக்குச் சொந்தமாக வீட்டுமனை உள்ளது.
"
"My uncle has recently died.
","என் மாமனார் சமீபத்தில் இறந்தார்.
"
"My uncle has sent me.
","அனுப்பியது எனது மாமனார்.
"
"My uncle hasn't seen you for a while.
","என்ன தம்பி கொஞ்ச நாளாய் உங்களைப் பார்க்கவில்லை.
"
"My uncle helped us.
","எங்கள் மாமன்மார்கள் நமக்கு உதவினர்.
"
"My uncle immigrated from Indonesia.
","இந்தோனேசியாவிலிருந்து என் அண்ணன் கொண்டு வந்தார்.
"
"My uncle introduced me to him.
","பரா. அண்ணன் அவரை எனக்கு அறிமுகம் செய்தார்.
"
"My uncle is 60 years old.
","என்னுடைய மாமனாருக்கு 60 வயதை தாண்டி விட்டது.
"
"My uncle is 74 years old.
","என் மாமனாருக்கு 74 வயது.
"
"My uncle is a Chinese teacher.
","காலஞ்சென்ற என் தாயார் ஒரு சீன ஆசிரியர்.
"
"My uncle is a bank manager.
","அவளின் மாமனார் வங்கி மேலாளர்.
"
"My uncle is a humble man.
","என்னோட மாமனார் ஒரு அப்பிராணி மனிதர் .
"
"My uncle is a music teacher.
","என் பாட்டி ஒரு மியூசிக் டீச்சர்.
"
"My uncle is a stubborn man.
","என்னோட மாமனார் ஒரு அப்பிராணி மனிதர் .
"
"My uncle is an elderly man.
","எனது மாமனார் வயதான மனிதர்.
"
"My uncle is not married.
","என் மாமிக்கு எனக்கு மணசமனஸே இல்ல.
"
"My uncle is now 54 years old.
","எனது நண்பருக்கு தற்போது 54 வயதாகிறது .
"
"My uncle is thirty-four years old.
","மாமனுக்கு நாற்பத்தி மூன்று வயதாகிவிட்டது.
"
"My uncle laughs.
","என் மாமனார் சிரித்துக்கொண்டு இருந்தார்.
"
"My uncle looked at me.
","அவன் மாமனார் என்னை ஒரு பார்வை பார்த்தார்.
"
"My uncle lost his leg.
","என் அண்ணியார் தம் மாங்கல்யத்தை இழந்தார்.
"
"My uncle married a woman 10 years older than him.
","என் கணவர் தன்னைவிட பத்து வயது மூத்த பெண்ணோடு பழக்கம் வைத்திருக்கிறார்.
"
"My uncle married an Indian woman and had three kids with her.
","இந்தியர் ஒருவரை மணந்து மூன்று பிள்ளைகளுக்குத் தாயுமாகியிருக்கிறாள்.
"
"My uncle mr.
","என் மாமனார் திரு.
"
"My uncle passed away in January 2008.
","எனது மகன் கடந்த 2008 ஆம் ஆண்டு ஜனவரி மாதம் அக்கரைப்பற்றில் காணாமற் போனார்.
"
"My uncle raised me as I lost my parents when I was a child.
","சிறு வயதிலேயே பெற்றோரை இழந்துவிட்ட என்னை வளர்த்தது என் அக்கா தான்.
"
"My uncle said after a short while.
","கொஞ்ச நேரம் கழித்து மாமிதான் சொன்னாள்.
"
"My uncle said.
","என் மாமனார் சொல்கிறார்.
"
"My uncle sent me.
","அனுப்பியது எனது மாமனார்.
"
"My uncle snorted with laughter.
","என் மாமனார் ஒரு அசட்டு சிரிப்பு சிரித்தார்.
"
"My uncle told me four days earlier.
","நாலு நாளைக்கு முன்ன மாமிதான் சொன்னாள்.
"
"My uncle turned his head to me.
","அண்ணன் எனக்கு தலையை துவட்டினான்.
"
"My uncle was 40.
","என் மாமனார் , வயது நாற்பத்தாறு .
"
"My uncle was a Mortician.
","என் மாமன் ஒருவர் மாந்தரீகனாக இருந்தார்.
"
"My uncle was a mortician.
","என் மாமன் ஒருவர் மாந்தரீகனாக இருந்தார்.
"
"My uncle was also there.
","என்னோட மாமனாரும் எங்க கூட தான் இருந்தாரு.
"
"My uncle was born in 1920.
","என் அப்பா 1920களில் பிறந்தவர்.
"
"My uncle was called.
","என் மாமனார் அழைச்சிண்டு போயிருந்தார்.
"
"My uncle was living with us at the time.
","எனது மாமனார் அவர் வயதான காலத்தில் எங்களுடன் தங்கியிருந்தார்.
"
"My uncle was looking at me.
","அவன் மாமனார் என்னை ஒரு பார்வை பார்த்தார்.
"
"My uncle was sitting.
","மாமனார் நிமிர்ந்து உட்கார்ந்தார் .
"
"My uncle was there, too.
","என்னோட மாமனாரும் எங்க கூட தான் இருந்தாரு.
"
"My uncle was very glad to see us.
","எங்களைப் பார்த்ததும் அப்பாட்டிக்கு ரொம்ப சந்தோஷம்.
"
"My uncle who was a police man wished that I become a police officer.
","போலீஸ் இன்ஸ்பெக் டரான என் அப்பா, என்னையும் போலீஸ் அதிகாரி ஆக்க ஆசைப்பட்டார்.
"
"My uncle won.
","என் மாமனார் ஜெயித்தார்.
"
"My uncle works as a policeman.
","இவரது மாமனார் போலீஸ்காரராக வேலை செய்கிறார்.
"
"My uncle's house is very big.
","என் தாத்தா வீடு மிகவும் பெரிசாக இருக்கும்.
"
"My uncle's mother gave me a trivet.
","ஒங்க அம்மா எனக்கு ஒரு பலகாரம் செஞ்சி சாப்புடக் கொடுத்தாங்க.
"
"My uncle's name!
","அண்ணன் நாமம்!
"
"My uncle.
","என் மாமனார்.
"
"Nassar plays the role of hero's uncle.
","நாயகியின் தந்தையாக நாசர் நடிக்கிறார்.
"
"Officials said the King had asked his uncle, Prince Hassan, to help resolve the unprecedented tensions.
","முன்னெப்போதும் ஏற்படாத இந்த பதற்ற நிலைக்கு தீர்வு காண மன்னர் தனது சிற்றப்பாவான இளவரசர் ஹசனின் உதவியை நாடியதாக அதிகாரிகள் தெரிவித்தனர்.
"
"Officials said the king had asked his uncle, Prince Hassan, to help resolve the unprecedented tensions.
","முன்னெப்போதும் ஏற்படாத இந்த பதற்ற நிலைக்கு தீர்வு காண மன்னர் தனது சிற்றப்பாவான இளவரசர் ஹசனின் உதவியை நாடியதாக அதிகாரிகள் தெரிவித்தனர்.
"
"One of my uncle are in London.
","எனது நண்பர்களிலே ஒருவர் லண்டனிலே இருக்கிறார்.
"
"One of my uncle is in London.
","எனது நண்பர்களிலே ஒருவர் லண்டனிலே இருக்கிறார்.
"
"One of my uncles are in London.
","எனது நண்பர்களிலே ஒருவர் லண்டனிலே இருக்கிறார்.
"
"One of my uncles died recently.
","சமீபத்தில் என் அண்ணன்களில் ஒருவர் இறந்துபோனார்.
"
"One of my uncles died.
","எனது மாமி ஒருவர் இறந்து போய்விட்டார்.
"
"One of the most prominent cases was Faisal bin Musaid al Saud, who was sentenced to death for assassinating his uncle, King Faisal, in 1975.
","இதற்கு முன்னர் 1975-ஆம் ஆண்டு சவுதி அரசர் ஃபைசலை கொலை செய்த குற்றதுக்காக ஃபைசலின் சகோதரர் மகன் ஃபைசல் பின் முசைத் அல் சவுத் என்பவருக்கு மரண தண்டனை நிறைவேற்றப்பட்டது குறிப்பிடத்தக்கது.
"
