eng_Latn,tam_Taml
"Alexander was succeeded by his eleven year old son Peter II and a regency council headed by his cousin Prince Paul.
","அலெக்சாண்டரைத் தொடர்ந்து அவரது பதினோறு வயது மகன் இரண்டாம் பீட்டர் ஆட்சிக்கு வந்தார், அரசாங்க கவுண்சிலானது அவரது உறவினர் ப்ரின்ஸ் பால் என்பவரால் நடத்தப்பட்டது.
"
"Alexander was succeeded by his eleven-year-old son Peter II and a basketball council serbien headed by his cousin, Prince Paul.
","அலெக்சாண்டரைத் தொடர்ந்து அவரது பதினோறு வயது மகன் இரண்டாம் பீட்டர் ஆட்சிக்கு வந்தார், அரசாங்க கவுண்சிலானது அவரது உறவினர் ப்ரின்ஸ் பால் என்பவரால் நடத்தப்பட்டது.
"
"Alexander was succeeded by his eleven-year-old son Peter II and a regency council headed by his cousin, Prince Paul.
","அலெக்சாண்டரைத் தொடர்ந்து அவரது பதினோறு வயது மகன் இரண்டாம் பீட்டர் ஆட்சிக்கு வந்தார், அரசாங்க கவுண்சிலானது அவரது உறவினர் ப்ரின்ஸ் பால் என்பவரால் நடத்தப்பட்டது.
"
"Alexander was succeeded by his eleven-year-old son Peter II and a regency council was headed by his cousin, Prince Paul.
","அலெக்சாண்டரைத் தொடர்ந்து அவரது பதினோறு வயது மகன் இரண்டாம் பீட்டர் ஆட்சிக்கு வந்தார், அரசாங்க கவுண்சிலானது அவரது உறவினர் ப்ரின்ஸ் பால் என்பவரால் நடத்தப்பட்டது.
"
"Ali was the cousin and son-in-law of Muhammad, the prophet of Islam.
","அலீயின் இளைய மகனும் முகம்மது நபியின் பேரனும் ஆவார்.
"
"Ali, Muhammad's cousin and son-in-law, had just finished a relaxing bath.
","முஹம்மதுவின் ொந்தக்காரரும் மருமகனுமான அலி ஒரு ஒய்யாரக் குளியல் ஒன்றை சற்றே முடித்தார்.
"
"Ali, Muhammad's cousin and son-in-law, save finished a relaxing bath.
","முஹம்மதுவின் ொந்தக்காரரும் மருமகனுமான அலி ஒரு ஒய்யாரக் குளியல் ஒன்றை சற்றே முடித்தார்.
"
"All family members; his mum, dad, brother, sister, cousin, uncle, nephew niece, etc) pictured below are willing to do anything to protect their loved ones.
","அனைத்து குடும்ப உறுப்பினர்களும்; அவரது அம்மா, அப்பா, சகோதரர், சகோதரி, உறவினர், மாமா, மருமகன் மருமகள் போன்றவை) கீழே உள்ள படத்தில் தங்கள் அன்புக்குரியவர்களைப் பாதுகாக்க எதையும் செய்ய தயாராக உள்ளனர்.
"
"All three are cousins.
","மூன்று பேரும் உறவினர்கள்.
"
"Also, we are eager to know about his uncles, aunts and cousins.
","மேலும், அவரது மாமாக்கள், அத்தைகள் மற்றும் உறவினர்களைப் பற்றி அறிய நாங்கள் ஆர்வமாக உள்ளோம்.
"
"Among the people Caligula is alleged to have murdered or had murdered were his father, Tiberius; his cousin and adopted son Tiberius Gemellus; his grandmother Antonia Minor; his father-in-law, Marcus Junius Silanus; and his brother-in-law Marcus Lepidus, not to mention a large number of unrelated elites and citizens.
","அவரது தந்தை Tiberius, அவரது உறவினர் மற்றும் அவரது மகன் Tiberius ஜெமல்லஸ், அவரது பாட்டி Antonia மைனர், அவரது மாமனார் மார்கஸ் ஜூனியஸ் Silanus மற்றும் அவரது மைத்துனர் மார்கஸ் Lepidus, தத்தெடுக்கப்பட்ட மக்கள் கொல்லப்பட்ட அல்லது கொலை என்று கூறப்படுகிறது, எந்த தொடர்பும் இல்லாத செல்வந்தர்கள் மற்றும் குடிமக்கள் பற்றி குறிப்பிட வேண்டாம்.
"
"An Egyptian man, Nasser Hassan, has announced that his 12-year-old son Omar would marry his 11-year-old cousin Gharam.
","எகிப்தைச் சேர்ந்த நாசர் ஹுசைன் என்பவர் தன்னுடைய 12 வயது மகனான ஓமர் என்பவரை தன்னுடைய சொந்த உறவினரின் மகளான காராம் (11) என்ற சிறுமியை திருமணம் செய்து கொள்வதாக கூறி திருமண நிச்சயதார்த்தம் செய்துள்ளார்.
"
"An Indian woman has said that she and her 14-year-old cousin were gang raped and two relatives murdered, after being accused of...
","இந்தியாவை சேர்ந்த பெண் ஒருவர், மாட்டிறைச்சி உண்பவர் என்பதால், தானும், தன்னுடைய 14 வயது உறவினர் சிறுமியும் கூட்டு பாலியல் வல்லுறவுக்கு உட்படுத்தப்பட்டதாகவும், தன்னுடைய இரு உறவினர்கள் கொலை செய்யப்பட்டதாகவும் கூறியுள்ளார்.
"
"An Indian woman has said that she and her 14-year-old cousin were gang raped and two relatives murdered, after being...
","இந்தியாவை சேர்ந்த பெண் ஒருவர், மாட்டிறைச்சி உண்பவர் என்பதால், தானும், தன்னுடைய 14 வயது உறவினர் சிறுமியும் கூட்டு பாலியல் வல்லுறவுக்கு உட்படுத்தப்பட்டதாகவும், தன்னுடைய இரு உறவினர்கள் கொலை செய்யப்பட்டதாகவும் கூறியுள்ளார்.
"
"An older cousin, a younger brother.
","ஒரு மூத்த சகோதரர், ஓர் இளைய சகோதரர்.
"
"And the name of the first ruler of his military was Abner , नेरचा मुलगा, the first cousin of Saul .
","மற்றும் தனது இராணுவ முதல் ஆட்சியாளர் பெயர் அப்னேர் இருந்தது, நேரின் குமாரனாகிய, சவுல் முதல் உறவினர்.
"
"As Crown Prince Leka II currently does not have any sons, his current heir presumptive is Skënder Zogu, his first cousin once removed.
","கிரீடம் இளவரசர் லேகா II தற்போது எந்த மகன்களையும் கொண்டிருக்கவில்லை என்பதால், அவரது தற்போதைய வாரிசு ஊக ஸ்கேண்டர் ஜோகு ஆவார், அவரது முதல் உறவினர் ஒரு முறை நீக்கப்பட்டார்.
"
"As Leka II currently does not have any sons, his current heir presumptive is Skënder Zogu, his first cousin once removed.
","கிரீடம் இளவரசர் லேகா II தற்போது எந்த மகன்களையும் கொண்டிருக்கவில்லை என்பதால், அவரது தற்போதைய வாரிசு ஊக ஸ்கேண்டர் ஜோகு ஆவார், அவரது முதல் உறவினர் ஒரு முறை நீக்கப்பட்டார்.
"
"At age 16, her parents in Germany sent her to their native Turkey, where she was forced to marry a cousin.
","யேர்மனியில் வாழ்ந்து கொண்டிருந்த அவளை அவளது பெற்றோர் துருக்கிக்கு அழைத்துச் சென்று அவளது 16 வயதிலேயே அவளது முறைப் பையனுக்கு கட்பாயத் திருமணம் செய்து வைத்து விடுகிறார்கள்.
"
"At the age of 18, Naaz met her cousin, Viveka Babajee, a famous Mauritian model.
","18 வயதில், நாசு தனது உறவினர், பிரபல மொரிஷிய வடிவழகரான விவேகா பாபாஜியை சந்தித்தார்.
"
"Ayse was 14 when she was smuggled into Britain and forced to get married to her cousin.
","பிரிட்டனுக்கு கடத்தப்பட்டு, தனது உறவினரை திருமணம் செய்து கொள்ளும்படி கட்டாயப்படுத்தப்பட்டபோது அய்ஸுக்கு 14 வயது.
"
"Ayse was 14 when she was smuggled into Britain and forced to marry her cousin.
","பிரிட்டனுக்கு கடத்தப்பட்டு, தனது உறவினரை திருமணம் செய்து கொள்ளும்படி கட்டாயப்படுத்தப்பட்டபோது அய்ஸுக்கு 14 வயது.
"
"BG 1.26: There, Arjun could see stationed in both armies, his fathers, grandfathers, teachers, maternal uncles, brothers, cousins, sons, nephews, grand-nephews, friends, fathers-in-law, and well-wishers.
","1.26: அர்ஜுனன் அங்கே இரண்டு அணிகளிலும் இருக்கின்ற தந்தையர், பாட்டன்மார், ஆச்சாரியார்கள், மாமன்மார், சகோதரர்கள், பிள்ளைகள், பேரங்கள், தோழர்கள் , மாமனார்கள், மற்றும் நண்பர்களை பார்த்தான்.
"
"Babita, along with her sister and cousin, have contributed to a change in mindset and attitude towards girls and women in their state Haryana.
","பபிதாவும் அவரது தமக்கை மற்றும் ஒன்றுவிட்ட சகோதரியும் அரியானாவில் தங்கள் சிற்றூரில் பெண்களைக் குறித்த பார்வையையும் மனப்பாங்கையும் மாற்றியுள்ளனர்.
"
"Babita, forward with her sister and cousin, have devoted to a change in mentally and attitude towards women and girls in their Village in Haryana.
","பபிதாவும் அவரது தமக்கை மற்றும் ஒன்றுவிட்ட சகோதரியும் அரியானாவில் தங்கள் சிற்றூரில் பெண்களைக் குறித்த பார்வையையும் மனப்பாங்கையும் மாற்றியுள்ளனர்.
"
"Barbie has an English cousin named Francie Fairchild, who was sold from 1966 to 1976.
","பார்பிக்கு ஃபிரான்சி ஃபேர்சில்ட் என்ற ஆங்கில உறவினர் இருக்கிறார், அவர் 1966 முதல் 1976 வரை விற்கப்பட்டார்.
"
"Between them comes their cousin, Princess Anne's son Peter Phillips, 43, who is likely to drive further rumors of the shortage, even though it reflects royal records.
","அவர்களுக்கிடையில் அவர்களது உறவினர், இளவரசி அன்னேவின் மகன் பீட்டர் பிலிப்ஸ், 43, இது அரச நெறிமுறையை பிரதிபலித்தாலும் கூட, பிளவு பற்றிய மேலும் வதந்திகளைத் தூண்டும்.
"
"Between them was their cousin, Princess Anne's son Peter Phillips, 43, which has only fuelled further media rumors of the rift, even if it reflected royal protocol.
","அவர்களுக்கிடையில் அவர்களது உறவினர், இளவரசி அன்னேவின் மகன் பீட்டர் பிலிப்ஸ், 43, இது அரச நெறிமுறையை பிரதிபலித்தாலும் கூட, பிளவு பற்றிய மேலும் வதந்திகளைத் தூண்டும்.
"
"Between them was their cousin, Princess Anne's son Peter Phillips, 43, which has only fuelled further media rumours of the rift, even if it reflected royal protocol.
","அவர்களுக்கிடையில் அவர்களது உறவினர், இளவரசி அன்னேவின் மகன் பீட்டர் பிலிப்ஸ், 43, இது அரச நெறிமுறையை பிரதிபலித்தாலும் கூட, பிளவு பற்றிய மேலும் வதந்திகளைத் தூண்டும்.
"
"Bhimsen's guru Sawai Gandharva was the chief disciple of Abdul Karim Khan, who along with his cousin Abdul Waheed Khan was the founder of the Kirana Gharana school of Hindustani music.
","பீம்சென்னின் குரு ஸ்வாமி கந்தர்வா, அப்துல் கரீம் கானின் தலைமை சீடராவார், அவர் தனது உறவு சகோதரர் அப்துல் வஹீது கானுடன் இணைந்து கிரானா காரனா என்னும் இந்துஸ்தானி இசைப் பள்ளியைத் தொடங்கினார்.
"
"Bilkis Bano was in a group of 17 people that included her three-year-old daughter, her mother, a pregnant cousin, her younger siblings, nieces and nephews, and two adult men.
","தன்னுடைய மூன்று வயது மகள், தாய், கர்ப்பிணி உறவினர், அவருடைய இளையோர், உடன் பிறந்தவர் மகன்கள் மற்றும் மகள்கள், வயது வந்த ஆண்கள் இருவர் என மொத்தம் 17 பேர் குழுவில் பில்கிஸ் பானு இருந்தார்.
"
"Bisma Bibi and Naheed Bibi arrived home on November 4, 2018, to find that their cousins were waiting for them.
","பிஸ்மா பீபி மற்றும் நஹீத் பிபி ஆகியோர் நவம்பர் 4, 2018 அன்று தங்கள் உறவினர்கள் அவர்களுக்காகக் காத்திருப்பதைக் கண்டு வீட்டிற்கு வந்தனர்.
"
"Bollywood actor Aishwarya Rai Bachchan attended the wedding of her cousin in Mangaluru.
","பிரபல நடிகை ஐஸ்வர்யா ராய் பச்சன் மங்களூரில் தனது உறவினரின் திருமணத்தில் கலந்து கொண்டார்.
"
"Born into a Pashtun family in Swabi, Khyber Pakhtunkhwa in 1986, Shah is the cousin of Pakistani fast-bowler Junaid Khan as well as of Australian leg-spinner Fawad Ahmed.[6]
","1986 ஆம் ஆண்டில் கைபர் பக்துன்க்வாவின் ஸ்வாபியில் ஒரு பஷ்தூன் குடும்பத்தில் பிறந்த ஷா, பாகிஸ்தான் வேகப்பந்து வீச்சாளர் ஜுனைத் கான் மற்றும் ஆஸ்திரேலிய சுழற்பந்து வீச்சாளர் ஃபவாத் அகமது ஆகியோரின் உறவினர் ஆவார்.
"
"Both brothers still enjoy a strong bond with their cousins namely; Lulzim (pictured left) and Bekhim (pictured right).
","இரு சகோதரர்களும் இன்னமும் தங்கள் உறவினர்களுடன் ஒரு வலுவான உறவை அனுபவித்து வருகிறார்கள்; லுலிம் (இடது படம்) மற்றும் பெஹிம் (வலது படம்).
"
"Both brothers still enjoys a strong bond with their cousins namely; Lulzim (pictured left) and Bekhim (pictured right).
","இரு சகோதரர்களும் இன்னமும் தங்கள் உறவினர்களுடன் ஒரு வலுவான உறவை அனுபவித்து வருகிறார்கள்; லுலிம் (இடது படம்) மற்றும் பெஹிம் (வலது படம்).
"
"Both of them were cousins and living in a same family.
","இவர்கள் இருவரும் உடன்பிறப்புகள் என்பதுடன் கூட்டுக் குடும்பமாகவும் வாழ்கின்றனர்.
"
"But I can't forget about my cousin.
","என்றாலும் என்னால் மாமாவை மறக்க முடியாது.
"
"But I want you to know that you are not only a cousin to me but a one true friend.
","ஆனால் நீங்கள் எனக்கு ஒரு உறவினர் மட்டுமல்ல, ஒரு உண்மையான நண்பரும் என்பதை நீங்கள் அறிந்து கொள்ள விரும்புகிறேன்.
"
"But I want you to know that you are not only a cousin to me but one true friend.
","ஆனால் நீங்கள் எனக்கு ஒரு உறவினர் மட்டுமல்ல, ஒரு உண்மையான நண்பரும் என்பதை நீங்கள் அறிந்து கொள்ள விரும்புகிறேன்.
"
"But lucky for her, the 21-year-old became really famous AFTER her looks drastically changed - so it's easy to forget this girl from 2008 who could easily pass for a very, very distant cousin of the 'Bang Bang' singer.
","ஆனால் அவளுக்கு அதிர்ஷ்டம், 21 வயதான அவள் மிகவும் பிரபலமாகிவிட்டபின் மிகவும் பிரபலமானாள் - எனவே 2008 ஆம் ஆண்டிலிருந்து இந்த பெண்ணை மறந்துவிடுவது எளிது, அவர் 'பேங் பேங்' பாடகரின் மிக தொலைதூர உறவினருக்கு எளிதில் கடந்து செல்ல முடியும்.
"
"But my cousins wife wasn't allowed.
","ஆனால் பழனி மனைவிக்கு அனுமதியில்லை.
"
"CHANDIGARH: The Punjab and Haryana high court has said that marriage between first cousins is illegal.
","சண்டிகர்ஃ பஞ்சாப் மற்றும் ஹரியானா உயர் நீதிமன்றம் என்று கூறியுள்ளது திருமணம் முதல் உறவினர்களுக்கு இடையே சட்டவிரோதமானது.
"
"Can you marry your mother's cousin sister's daughter?
","தனது உம்மாவின் தங்கட்சியான சாட்சியின் மகனின் மகளை திருமணம் செய்ய முடியுமா?
"
"Chandigarh, Nov 21: The Punjab and Haryana High Court has said that marriage between first cousins is illegal.
","சண்டிகர்ஃ பஞ்சாப் மற்றும் ஹரியானா உயர் நீதிமன்றம் என்று கூறியுள்ளது திருமணம் முதல் உறவினர்களுக்கு இடையே சட்டவிரோதமானது.
"
"Chandigarh- The Punjab and Haryana High Court has said that marriage between first cousins is illegal.
","சண்டிகர்ஃ பஞ்சாப் மற்றும் ஹரியானா உயர் நீதிமன்றம் என்று கூறியுள்ளது திருமணம் முதல் உறவினர்களுக்கு இடையே சட்டவிரோதமானது.
"
"Chandigarh: The Punjab and Haryana High Court has ruled that marriage between first cousins is illegal.
","சண்டிகர்ஃ பஞ்சாப் மற்றும் ஹரியானா உயர் நீதிமன்றம் என்று கூறியுள்ளது திருமணம் முதல் உறவினர்களுக்கு இடையே சட்டவிரோதமானது.
"
"Chandigarh: The Punjab and Haryana High Court has said that marriage between first cousins is illegal.
","சண்டிகர்ஃ பஞ்சாப் மற்றும் ஹரியானா உயர் நீதிமன்றம் என்று கூறியுள்ளது திருமணம் முதல் உறவினர்களுக்கு இடையே சட்டவிரோதமானது.
"
"Chantel Comardelle hopes that some facets of life on the island, such as children playing with cousins and relatives, can be recreated on the continent.
","தீவு வாழ்க்கை சில அம்சங்களை நம்புகிறது என்று Chantel Comardelle - உறவினர்கள் மற்றும் நீட்டிக்கப்பட்ட குடும்பத்துடன் விளையாடும் குழந்தைகள் போன்ற - முக்கிய நிலத்தில் மீண்டும்.
"
"Colossians 4:10 Aristarchus my fellow prisoner greets you, and Mark the cousin of Barnabas (concerning whom you have received instructions - if he comes to you, welcome him)
","4:10 அரிஸ்தர்க்குவையும், என் சக கைதி, நீங்கள் வரவேற்கிறார், மார்க் போலவே, பர்னபாவின் அருகே உறவினர், யாரை பற்றி அறிவுரைகள் கிடைக்கவில்லை, (அவர் உங்களுக்கு வந்தால், அவரை ஏற்றுக்கொள்ளவில்லை)
"
"Colossians 4:10 Aristarchus my fellow prisoner salutes you, and Mark, the cousin of Barnabas (about whom ye received orders, if he comes to you, welcome him),
","4:10 அரிஸ்தர்க்குவையும், என் சக கைதி, நீங்கள் வரவேற்கிறார், மார்க் போலவே, பர்னபாவின் அருகே உறவினர், யாரை பற்றி அறிவுரைகள் கிடைக்கவில்லை, (அவர் உங்களுக்கு வந்தால், அவரை ஏற்றுக்கொள்ளவில்லை)
"
"Colossians 4:10 Aristarchus my fellow-captive salutes you, and Mark, Barnabas's cousin, concerning whom ye have received orders, (if he come to you, receive him,)
","4:10 அரிஸ்தர்க்குவையும், என் சக கைதி, நீங்கள் வரவேற்கிறார், மார்க் போலவே, பர்னபாவின் அருகே உறவினர், யாரை பற்றி அறிவுரைகள் கிடைக்கவில்லை, (அவர் உங்களுக்கு வந்தால், அவரை ஏற்றுக்கொள்ளவில்லை)
"
"Colossians 4:10 Aristarchus, my fellow prisoner, greets you, as does Mark, Barnabas' cousin (concerning whom you have received instructions: if he comes to you, welcome him),
","4:10 அரிஸ்தர்க்குவையும், என் சக கைதி, நீங்கள் வரவேற்கிறார், மார்க் போலவே, பர்னபாவின் அருகே உறவினர், யாரை பற்றி அறிவுரைகள் கிடைக்கவில்லை, (அவர் உங்களுக்கு வந்தால், அவரை ஏற்றுக்கொள்ளவில்லை)
"
"Colossians 4:10 Aristarchus, my fellow prisoner, sends you his greetings; and also Barnabas' cousin Mark (about whom you received instructions: if he comes to you, welcome him);
","4:10 அரிஸ்தர்க்குவையும், என் சக கைதி, நீங்கள் வரவேற்கிறார், மார்க் போலவே, பர்னபாவின் அருகே உறவினர், யாரை பற்றி அறிவுரைகள் கிடைக்கவில்லை, (அவர் உங்களுக்கு வந்தால், அவரை ஏற்றுக்கொள்ளவில்லை)
"
"Constantine II succeeds his cousin Donald II as king of Scotland;[13] he will reign for more than 40 years.
","அவருக்குப் பின் அவரது உறவினர் இரண்டாம் கான்ஸ்டன்டைன் ஸ்காட்லாந்தின் மன்னராக இருக்கிறார்;[11] இவர் 40 ஆண்டுகளுக்கும் மேலாக ஆட்சி செய்வார்.
"
"Did you know?... The Williams Family is also known in Manchester for their achievements in boxing thanks to Brandon's cousin- Zelfa Barrett who at the time of writing, is England's Super Feather-weight champion.
","உனக்கு தெரியுமா? . . . குத்துச்சண்டையில் அவர்கள் செய்த சாதனைகளுக்காக வில்லியம்ஸ் குடும்பம் மான்செஸ்டரில் அறியப்படுகிறது, பிராண்டனின் உறவினர்- ஜெல்ஃபா பாரெட் எழுதிய நேரத்தில், இங்கிலாந்தின் சூப்பர் இறகு-எடை சாம்பியன்.
"
"Do you remember my cousin?
","என் மாமனாரை உங்களுக்கு நினைவில் உள்ளதா?
"
"Do you think you are my cousin?
","நீயே என் ஆருயிர் என நீ உணர்வையோ?
"
"Does a law permit a man to marry his widow's second cousin?
","ஒருவன் தனது விதவை மனைவியின் தங்கையை மணப்பதற்கு சட்டத்தில் இடமுண்டா?
"
"Don Bryant, a cousin of Bryant's mother, said police had other options.
","பிரையண்டின் தாயின் உறவினர் டான் பிரையன்ட், போலீசாருக்கு வேறு வழிகள் உள்ளன என்றார்.
"
"Don't speak of my cousin!
","என் தங்கையைப் பற்றிப் பேசாதே!
"
"Don't touch your cousin.
","அண்ணலின் தடி வேண்டாம்.
"
"Don't want to compete with your cousin?
","உன் சகோதரனுடன் போட்டியில் பங்கேற்க முனையவில்லையா?
"
"Edward I and his second wife, Margaret of France, were first cousins once removed.
","எட்வர்ட் I மற்றும் அவரது இரண்டாவது மனைவி, பிரான்சின் மார்கரட் ஆகியோர் முதன்முதலில் அகற்றப்பட்டனர்.
"
"Einstein married his first cousin, Elsa Löwenthal, the same year.
","ஆனால் அதே ஆண்டில் எல்சா லொவெந்தல் (Elsa Lowenthal) என்னும் தன்னுடைய உறவுக்கார பெண்ணை ஐன்ஸ்டீன் இரண்டாவதாக திருமணம் செய்து கொண்டார்.
"
"Else your partner's father's second cousin's grand daughter will probably die of whooping cough!
","வேறு உங்கள் கூட்டாளியின் தந்தையின் இரண்டாவது உறவினர் பேத்தியான ஒருவேளை கக்குவான் இருமல் இறக்கலாம்!
"
"Fans are able to see Devi's cousin Kamala battle her way through a PhD at CalTech, as well as her mother Nalini moving on from the death of her husband.
","தேவியின் உறவினர் கமலா கால்டெக்கில் பி. எச். டி மூலம் போராடுவதை ரசிகர்கள் காண முடிகிறது, அதே போல் அவரது தாயார் நளினியும் கணவரின் மரணத்திலிருந்து நகர்கின்றனர்.
"
"Father and his cousin had not spoken to each other for years.
","அப்பாவுக்கும், மாமாவுக்கும் சில வருடங்களாய் பேச்சு வார்த்தை கிடையாது.
"
"Five brothers and their three male cousins were killed.
","ஐந்து சகோதரர்களும் அவர்களது மூன்று ஆண் உறவினர்களும் கொல்லப்பட்டனர்.
"
"Five brothers and three of their male cousins were killed.
","ஐந்து சகோதரர்களும் அவர்களது மூன்று ஆண் உறவினர்களும் கொல்லப்பட்டனர்.
"
"Five brothers and three of their male cousins have been killed within the assault.
","இந்த தாக்குதலில் ஐந்து சகோதரர்களும் அவர்களது மூன்று ஆண் உறவினர்களும் கொல்லப்பட்டனர்.
"
"Five brothers and three of their male cousins were killed in the attack.
","இந்த தாக்குதலில் ஐந்து சகோதரர்களும் அவர்களது மூன்று ஆண் உறவினர்களும் கொல்லப்பட்டனர்.
"
"For me, you've always been a friend, who protected his little cousin and helped always.
","என்னைப் பொறுத்தவரை, நீங்கள் எப்போதுமே ஒரு நண்பராக இருந்தீர்கள், அவர் தனது சிறிய உறவினரைப் பாதுகாத்து எப்போதும் உதவினார்.
"
"For most of Homo sapiens's 200,000-year history, it shared the planet with several cousins.
","ஹோமோ சேபியன்களின் 200,000 ஆண்டு வரலாற்றில், இது பல உறவினர்களுடன் கிரகத்தைப் பகிர்ந்து கொண்டது.
"
"Former Inter, Milan and Italy Goalkeeper, Lorenzo Buffon, is a cousin of Gianluigi Buffon's grandfather.
","உறவினர்ஃ முன்னாள் இண்டர் மிலன் மற்றும் இத்தாலி கோல்கீப்பர் லெஜண்ட் லாரென்சோ பஃப்பான் ஜியாலூகி பஃபோனின் தாத்தாவின் உறவினர் ஆவார்.
"
"Former Pakistani cricketer Saeed Anwar married his cousin, Lubna, a doctor by profession, in March 1996.
","பாகிஸ்தான் அணியின் கிரிக்கெட் ஜாம்பவானான சயித் அன்வர் தனது சகோதரி உறவுமுறையான லுப்னாவை கடந்த 1996-ல் திருமணம் செய்தார்.
"
"Francie Fairchild is Barbie's English cousin who was introduced from 1966 to 1976.
","பார்பிக்கு ஃபிரான்சி ஃபேர்சில்ட் என்ற ஆங்கில உறவினர் இருக்கிறார், அவர் 1966 முதல் 1976 வரை விற்கப்பட்டார்.
"
"Had been to Kerala for a cousin's wedding.
","கஸின் ப்ரதர் திருமணத்திற்காக கேரளா சென்றிருந்தேன்.
"
"Happy 18th birthday to the best cousin in the world.
","உலகின் மிகச்சிறந்த மருமகனுக்கு 18 வது பிறந்தநாள் வாழ்த்துக்கள்.
"
"Happy birthday to the most beautiful and intelligent cousin in the world!
","உலகின் மிக அழகான மற்றும் புத்திசாலித்தனமான உறவினருக்கு பிறந்தநாள் வாழ்த்துக்கள்.
"
"Harry Potter is the only person on the front of this cover (and of course, he doesn't die), but on the back of the cover, you have Sirius Black, who is killed by his cousin Bellatrix.
","இந்த அட்டையின் முன்பக்கத்தில் ஹாரி பாட்டர் மட்டுமே உள்ளார் (நிச்சயமாக, அவர் இறக்கவில்லை), ஆனால் அட்டையின் பின்புறத்தில், உங்களிடம் சிரியஸ் பிளாக் இருக்கிறார், அவர் அவரது உறவினர் பெல்லாட்ரிக்ஸால் கொல்லப்பட்டார்.
"
"Harry's distant cousin, Lord Frederick Windsor and his wife Lady Frederick Windsor (Sophie Winkleman) welcomed their eldest daughter, Maud Windsor, at the Ronald Reagan UCLA Medical Center in Los Angeles on 15 August 2013.
","ஹாரியின் தொலைதூர உறவினர், லார்ட் ஃபிரடெரிக் வின்ட்சர் மற்றும் அவரது மனைவி லேடி ஃபிரடெரிக் வின்ட்சர் (சோஃபி விங்கிள்மேன்) அவர்களின் மூத்த மகள் ம ud ட் வின்ட்சரை வரவேற்றார் ஆகஸ்ட் 15, 2013 அன்று லாஸ் ஏஞ்சல்ஸில் உள்ள ரொனால்ட் ரீகன் யு. சி. எல். ஏ மருத்துவ மையத்தில்.
"
"Hasina's cousin Sheikh Selim's daughter Sheikh Sonia was on a vacation to Sri Lanka along with her husband Mashiul Haque Chowdhury and two kids.
","வங்கதேச பிரதமர் ஷேக் ஹசீனாவின் மகள் ஷேக் சோனியா தனது கணவர் மாஷ்யூல் ஹக் சவுத்ரி மற்றும் தனது 2 குழந்தைகளுடன் இலங்கை சுற்றுலா சென்றுள்ளார்.
"
"Hassan's cousin Mudassir Bangash described him as an accomplished student who excelled in all extra-curricular activities.
","ஹசனின் உறவினர் முடசிர் பங்காஷ் அவரை அனைத்து பாடநெறி நடவடிக்கைகளிலும் சிறந்து விளங்கிய ஒரு திறமையான மாணவர் என்று வர்ணித்தார்.
"
"Hassan's cousin Mudassir Bangash described him as an accomplished student who excelled in all extracurricular activities.
","ஹசனின் உறவினர் முடசிர் பங்காஷ் அவரை அனைத்து பாடநெறி நடவடிக்கைகளிலும் சிறந்து விளங்கிய ஒரு திறமையான மாணவர் என்று வர்ணித்தார்.
"
"Having a cousin like you who can share my joys and sorrows is certainly a blessing to my life.
","38. என் சந்தோஷங்களையும் துக்கங்களையும் பகிர்ந்து கொள்ளக்கூடிய உங்களைப் போன்ற ஒரு உறவினர் இருப்பது நிச்சயமாக என் வாழ்க்கைக்கு ஒரு ஆசீர்வாதம்.
"
"Having found some of them recently, they're really not as riveting as I thought they were when I was writing them, and when my younger twin cousins were born, I would write them stories too.
","அவர்களில் சிலரை சமீபத்தில் கண்டுபிடித்து, நான் எழுதும்போது அவர்கள் நினைத்ததைப் போல அவர்கள் உண்மையில் இல்லை, என் இளைய இரட்டை உறவினர்கள் பிறந்தபோது, நான் அவற்றை எழுதுவேன் கதைகள் மிகவும்.
"
"He alleged that at a 2014 meeting the prince suggested to his cousin Prince Mohammed bin Nayef, the then interior minister, that he could arrange the killing of King Abdullah.
","2014ஆம் ஆண்டு நடந்த சந்திப்பின்போது அப்போது உள்துறை அமைச்சராக இருந்த இளவரசர் முகமது பின் நயேபிடம் மன்னர் அப்துல்லாவைக் கொல்ல ஏற்பாடு செய்ய முடியும் என்று சல்மான் கூறினார்.
"
"He also practiced vocal music and later collaborated with his cousins Ali Akbar Khan and Shrimati Annapurna Devi.
","இவர் குரல் இசையையும் பயின்றார், பின்னர் அவரது உறவினர்களான அலி அக்பர் கான், அன்னபூர்ணா தேவி ஆகியோருடன் ஒத்துழைத்தார்.
"
"He and his cousin Nelson Loh, a co-founder of NGH, were two of the three principals of the Bellagraph Nova Group, reported to be a serious contender for buying the English Premier League football club Newcastle United in August last year.
","அவரும் அவரது உறவினர் என்ஜிஹெச் நிறுவனத்தின் இணை நிறுவனருமான பெல்லாகிராப் நோவா குழுமத்தின் மூன்று அதிபர்களில் இருவர், கடந்த ஆண்டு ஆகஸ்டில் ஆங்கில பிரீமியர் லீக் கால்பந்து கிளப்பான நியூகேஸில் யுனைடெட்டை வாங்குவதில் தீவிர போட்டியாளராக இருப்பதாகக் கூறப்படுகிறது.
"
"He asked his cousin and close companion, Ali, to stay behind and take care of their final business in Makkah.
","அவர் தனது உறவினருடன், அலிக்கு , மக்காவில் அவர்களுடைய இறுதித் தொழிலை கவனித்துப் பார்த்துக் கொள்ளுமாறு கேட்டுக் கொண்டார்.
"
