eng_Latn,tam_Taml
"In 2017, while he was holidaying in Kerala, he sexually assaulted his friend's niece for three months.
","2017-ம் ஆண்டு, விடுமுறை நாள்களைக் கழிப்பதற்காகச் சொந்த ஊருக்கு வந்த சுனில், தன் நண்பரின் உறவினர் பெண்ணை மூன்று மாதங்களாக பாலியல் வன்கொடுமை செய்துள்ளார்.
"
"In addition, it will be kind of him to volunteer information about his nephews and nieces (if he has siblings).
","கூடுதலாக, அவரது மருமகன்கள் மற்றும் மருமகள் (அவருக்கு உடன்பிறப்புகள் இருந்தால்) பற்றிய தகவல்களை தன்னார்வத் தொண்டு செய்வது அவருக்கு ஒரு வகையானதாக இருக்கும்.
"
"In early March 2017, the astrologer Kirsty McIntosh was contacted by a woman whose niece had been missing for more than six months.
","மார்ச் 2017 தொடக்கத்தில், ஜோதிடர் கிர்ஸ்டி மெக்கின்டோஷ் ஆறு மாதங்களுக்கும் மேலாக மகள் காணாமல் போன ஒரு பெண்ணால் தொடர்பு கொள்ளப்பட்டது.
"
"Israel has contested the account of the death of one woman and her 14-month-old niece killed on Saturday.
","ஒரு பெண்ணின் மரணம் மற்றும் சனிக்கிழமையன்று 14 மாத வயதுடைய மகள் ஆகியோரின் கணக்கில் இஸ்ரேல் போட்டியிட்டது.
"
"Israel has contested the account of the death of one woman and her 14-month-old niece on Saturday.
","ஒரு பெண்ணின் மரணம் மற்றும் சனிக்கிழமையன்று 14 மாத வயதுடைய மகள் ஆகியோரின் கணக்கில் இஸ்ரேல் போட்டியிட்டது.
"
"Israel has denied reports of the deaths of one woman and her 14-month-old niece on Saturday.
","ஒரு பெண்ணின் மரணம் மற்றும் சனிக்கிழமையன்று 14 மாத வயதுடைய மகள் ஆகியோரின் கணக்கில் இஸ்ரேல் போட்டியிட்டது.
"
"It's her niece!
","அவனது மாமா பெண் தான் அவள் !
"
"J Deepa, the niece of Jayalalithaa had made an allegation that the two directors have not sought permission to make the biopic of Jayalalithaa and that they'll tarnish the image of the former chief minister, and had filed a case in high court seeking a ban.
","ஜெயலலிதாவின் வாழ்க்கை வரலாற்றை உருவாக்க இரு இயக்குநர்களும் அனுமதி கோரவில்லை என்றும், அவர்கள் முன்னாள் முதல்வரின் மதிப்பு மரியாதையை கெடுக்கக் கூடும் என்று ஜெயலலிதாவின் மருமகள் ஜே தீபா இதற்கு தடை கோரி உயர் நீதிமன்றத்தில் வழக்குத் தாக்கல் செய்தார்.
"
"Laila's niece is 17 years old and everyone around her has a phone.
","லைலாவின் மருமகளுக்கு 17 வயது, அவரைச் சுற்றியுள்ள அனைவருக்கும் ஒரு தொலைபேசி உள்ளது.
"
"Marine Le Pen's niece to stand in French parliamentary election
","பிரான்ஸின் அடுத்த தேர்தலில் போட்டியிடும் Marine Le Pen எடுத்துள்ள தீவிர நிலைப்பாடு
"
"Meena Harris is the niece of recently inaugurated Vice President of the United States, Kamala Harris.
","மீனா ஹாரீஸ், அமெரிக்க துணை ஜனாதிபதியான கமலா ஹாரீஸின் உறவினர் ஆவார்.
"
"Meena Harris, the author and niece of Vice President Kamala Harris, has also voiced her support for the protesters.
","அமெரிக்கத் துணை அதிபர் கமலா ஹாரிஸின் சகோதரி மகள் மீனா ஹாரிஸும் விவசாயிகள் போராட்டத்துக்கு ஆதரவாகக் கருத்துகளைப் பகிர்ந்திருந்தார்.
"
"Most of the photographs were of Nehru's with his sister or niece or of world figures such as Jacqueline Kennedy.
","பெரும்பாலான புகைப்படங்கள் நேருவின் சகோதரி அல்லது மருமகளுடன் அல்லது ஜாக்குலின் கென்னடி போன்ற உலகநபர்களோடு இருக்கும் புகைப்படங்கள்.
"
"Mr Aziz's generosity stems from his desire to want the best for his nieces.
","திரு அஜீஸின் பெருந்தன்மை அவரது மருமகளுக்கு சிறந்ததை விரும்புவதற்கான அவரது விருப்பத்திலிருந்து உருவாகிறது.
"
"My niece arrived in a few minutes.
","சில நிமிடங்களில் என் அண்ணன் வந்தான்.
"
"My niece is now the mother of two children.
","மருமகள் இப்போது இரு பிள்ளைகளுக்கு தாயாகி உள்ளார்.
"
"NEW DELHI: In yet another incident of snatching in the national capital, the niece of Prime Minister Narendra Modi was robbed of her purse near Civil Lines area on Saturday.
","புதுடெல்லிஃ தேசிய தலைநகரில் பறிக்கப்பட்ட மற்றொரு சம்பவத்தில், பிரதமர் நரேந்திர மோடியின் மருமகள் சனிக்கிழமை சிவில் லைன்ஸ் அருகே தனது பணப்பையை கொள்ளையடித்தார்.
"
"Naina is the niece of Bollywood superstar Amitabh Bachchan.
","நவ்யா நந்தா, பாலிவுட் சூப்பர்ஸ்டார் அமிதாப்பச்சனின் பேத்தி.
"
"Nayantara Sahgal, renowned writer and niece of Jawaharlal Nehru, is known for her upright and outspoken political views.
","நயன்தாரா சாகல்- புகழ்பெற்ற எழுத்தாளரும், ஜவஹர்லால் நேருவின் சகோதரி மகளுமான இவர் தனது நேரடியான, வெளிப்படையான அரசியல் கருத்துக்களால் அறியப்பட்டவர்.
"
"Nayantara Sahgal, the 88-year-old niece of Jawaharlal Nehru, had announced her decision to return her Sahitya Akademi award.
","பிரபல எழுத்தாளரும், ஜவஹர்லால் நேருவின் உறவினருமான நயன்தாரா சேகல் 1986-ம் ஆண்டு தனக்கு அளிக்கப்பட்ட சாகித்ய அகாடமி விருதை திருப்பிக் கொடுக்க முடிவெடுத்துள்ளார்.
"
"Of course, the niece's father can afford another mobile phone in the house but he just won't buy it.
","நிச்சயமாக, மருமகளின் தந்தை வீட்டில் மற்றொரு மொபைல் போனை வாங்க முடியும், ஆனால் அவர் அதை வாங்க மாட்டார்.
"
"President John F. Kennedy visits with his daughter, Caroline Kennedy (speaking on telephone, wearing Halloween costume), and niece, Maria Shriver, in the Oval Office of the White House, Washington, D.C.
","கென்னடி தனது மகள் கரோலின் கென்னடி (தொலைபேசியில் பேசுகிறார், ஹாலோவீன் உடையை அணிந்துள்ளார்), மற்றும் மருமகள் மரியா ஸ்ரீவர் ஆகியோருடன் வெள்ளை மாளிகையின் ஓவல் அலுவலகத்தில் வாஷிங்டன் டி. சி.
"
"Princess Diana's 30-year-old niece married 62-year-old Mi.
","மறைந்த இளவரசி டயானாவின் 30 வயது மருமகள், 62 வயது மல்டி மில்லியனரை மணந்தார்
"
"Princess Diana's 30-year-old niece, Lady Kitty Spencer, has married 62-year-old billionaire Michael Lewis.
","மறைந்த இளவரசி டயானாவின் சகோதரர் சார்லஸ் ஸ்பென்சரின் 30 வயதான மகள் லேடி கிட்டி ஸ்பென்சர், 62 வயதான மல்டி மில்லியனர் மைக்கேல் லூயிஸை திருமணம் செய்து கொண்டார்.
"
"Princess Diana's niece last Saturday married 62-year-old millionaire Michael Lewis.
","மறைந்த இளவரசி டயானாவின் மருமகளான லேடி கிட்டி ஸ்பென்சர் கடந்த சனிக்கிழமை அன்று 62 வயதான மல்டி மில்லியனரை திருமணம் செய்துள்ளார். . . .
"
"Princess Diana's niece's new pink dress is almost identical to Kate Middleton's
","கேட் மிடில்டனின் ராயல் நீல ஆடை இளவரசி டயானாவுடன் கிட்டத்தட்ட ஒத்திருக்கிறது
"
"Priyanka Chopra is liked by all of Nick Jonas' family but it has been revealed that his niece Valentina wasn't such a big fan of the actress before.
","பிரியங்கா சோப்ரா நிக் ஜோனாஸின் குடும்பத்தினர் அனைவரையும் விரும்புகிறார், ஆனால் அவரது மருமகள் வாலண்டினா இதற்கு முன்பு நடிகையின் பெரிய ரசிகர் அல்ல என்பது தெரிய வந்துள்ளது.
"
"Ramnath added that the concept of 'Sisterhood' was born after watching her daughter and 17-year-old niece braiding each other's hair, chatting and laughing, having a good time.
","ராம்நாத் மேலும் கூறினார் கருத்து 'சிஸ்டர்ஹுட்' தனது மகள் மற்றும் 17 வயது மருமகளை ஒருவருக்கொருவர் தலைமுடி சடை, அரட்டை மற்றும் சிரிப்பு, ஒரு நல்ல நேரம் பார்த்த பிறகு பிறந்தார்.
"
"Ramya is the niece of popular Tamil actor-comedian and political critic Cho Ramaswamy.
","ரம்யா கிருஷ்ணன் மறைந்த நடிகர், அரசியல் விமர்சகர் சோ ராமசாமியின் உறவினர்.
"
"Reports suggest that the man is in love with niece of Pakistan's richest man and Nawaz Sharif's close confidant Miyan Mansha.
","பாகிஸ்தானின் மிகவும் பணக்காரரும், நவாஸ் ஷெரிப்பின் நம்பிக்கைகுரியவரான மியான் மான்சாவின் உறவினர் மகளுடன் இம்ரான் கானுக்கு காதல் ஏற்பட்டதாக கூறப்பட்டது.
"
"Sasikala had been staying at her niece J Krishnapriya's residence in Chennai's T Nagar area after returning to the city in February following the completion of her four-year prison sentence in a disproportionate assets case.
","வருமானத்திற்கு அதிகமாக சொத்து சேர்த்த வழக்கில் நான்காண்டு கால சிறை தண்டனையை அனுபவித்த பிறகு கடந்த பிப்ரவரி மாதம் சென்னைக்கு திரும்பிய சசிகலா, டி நகர் பகுதியில் வசிக்கிறார்.
"
"Sathyaraj Is married to Maheswari in 1979, niece of producer Madhampatti Sivakumar, and had two children, Divya (daughter) and Sibiraj (son), also an actor.
","சத்யராஜ் 1979 ஆம் ஆண்டில் மகேஸ்வரியை மணந்தார், தயாரிப்பாளர் மாதம்பட்டி சிவகுமாரின் மருமகள், மற்றும் திவ்யா (மகள்) மற்றும் சிபிராஜ் (மகன்) ஆகிய இரு குழந்தைகளும் இருந்தனர், ஒரு நடிகரும்.
"
"Sathyaraj Is married to Maheswari in 1979, niece of producer Madhampatti Sivakumar, and had two children, Divya (daughter) and Sibiraj (son), also an actor.[39][40] His son Sibiraj is also an actor.
","சத்யராஜ் 1979 ஆம் ஆண்டில் மகேஸ்வரியை மணந்தார், தயாரிப்பாளர் மாதம்பட்டி சிவகுமாரின் மருமகள், மற்றும் திவ்யா (மகள்) மற்றும் சிபிராஜ் (மகன்) ஆகிய இரு குழந்தைகளும் இருந்தனர், ஒரு நடிகரும்.
"
"Sathyaraj is married to Maheshwari in 1979, niece of producer Madhampatti Sivakumar and the couple have a daughter Divya and son Sibiraj.[35][36] His son, Sibiraj, is also an actor.
","சத்யராஜ் 1979 ஆம் ஆண்டில் மகேஸ்வரியை மணந்தார், தயாரிப்பாளர் மாதம்பட்டி சிவகுமாரின் மருமகள், மற்றும் திவ்யா (மகள்) மற்றும் சிபிராஜ் (மகன்) ஆகிய இரு குழந்தைகளும் இருந்தனர், ஒரு நடிகரும்.
"
"Sathyaraj is married to Maheswari in 1979, niece of producer Madhampatti Sivakumar and the couple have a daughter Divya and son Sibiraj.[32][33] His son, Sibiraj, is also an actor.
","சத்யராஜ் 1979 ஆம் ஆண்டில் மகேஸ்வரியை மணந்தார், தயாரிப்பாளர் மாதம்பட்டி சிவகுமாரின் மருமகள், மற்றும் திவ்யா (மகள்) மற்றும் சிபிராஜ் (மகன்) ஆகிய இரு குழந்தைகளும் இருந்தனர், ஒரு நடிகரும்.
"
"Sathyaraj is married to Maheswari in 1979, niece of producer Madhampatti Sivakumar and the couple have a daughter Divya and son Sibiraj.[35][36] His son, Sibiraj, is also an actor.
","சத்யராஜ் 1979 ஆம் ஆண்டில் மகேஸ்வரியை மணந்தார், தயாரிப்பாளர் மாதம்பட்டி சிவகுமாரின் மருமகள், மற்றும் திவ்யா (மகள்) மற்றும் சிபிராஜ் (மகன்) ஆகிய இரு குழந்தைகளும் இருந்தனர், ஒரு நடிகரும்.
"
"Selling lambs, sheep and goats is the main source of sustenance for the Dhangar families, headed by Prakash (right image) - with his wife Jayshree (left) and niece Zai
","பிரகாஷ் (வலது படம்) தலைமையிலான இந்த தன்கர் குடும்பங்களுக்கு ஆட்டுக்குட்டிகள், செம்மறி ஆடுகள், ஆடுகளை விற்பது தான் முதன்மை வாழ்வாதாரம் - அவரது மனைவி ஜெயஸ்ரீ (இடது) மற்றும் மருமகள் சேய்
"
"Sharda and Kailas Salve from Parbhani are accompanied by their infant son and 12-year-old niece
","பர்பானியைச் சேர்ந்த ஷர்தா மற்றும் கைலாஸ் சால்வே, அவர்களின் 12 வயது அக்கா மகளுடனும், குழந்தையுடனும்!
"
"She is the niece of Telegu superstar Chiranjeevi.
","இவர் தெலுங்கு சூப்பர் ஸ்டார் சிரஞ்சீவியின் தம்பி.
"
"She is the niece of actress Hema Malini.
","அவர் நடிகை ஹேமா மாலினியின் தாயார்
"
"Similarly, Alphonso's uncles, aunts, cousins, nephew and nieces are largely unknown at the time of writing this bio.
","இதேபோல், அல்போன்சோவின் மாமாக்கள், அத்தைகள், உறவினர்கள், மருமகன் மற்றும் மருமகள் இந்த பயோ எழுதும் நேரத்தில் பெரும்பாலும் தெரியவில்லை.
"
"Similarly, Dean's uncles and aunts as well as nieces and nephews are still unknown.
","இதேபோல், டீனின் மாமாக்கள் மற்றும் அத்தைகள் மற்றும் மருமகள் மற்றும் மருமகன்கள் இன்னும் அறியப்படவில்லை.
"
"Similarly, his uncles, aunts, cousins, nephew and nieces are yet to identify with him.
","இதேபோல், அவரது மாமாக்கள், அத்தைகள், உறவினர்கள், மருமகன் மற்றும் மருமகள் இன்னும் அவருடன் அடையாளம் காணப்படவில்லை.
"
"Similarly, little info exist about his aunts, uncles, cousins, nephews and nieces.
","இதேபோல், அவரது அத்தைகள், மாமாக்கள், உறவினர்கள், மருமகன்கள் மற்றும் மருமகள் பற்றி சிறிய தகவல்கள் உள்ளன.
"
"Similarly, the defender has uncles, aunts, cousins nephews and nieces that have not been identified in his childhood story and notable events of his life till date.
","இதேபோல், பாதுகாவலருக்கு மாமாக்கள், அத்தைகள், உறவினர்கள் மருமகன்கள் மற்றும் மருமகள் உள்ளனர், அவருடைய குழந்தை பருவக் கதையில் அடையாளம் காணப்படவில்லை மற்றும் இன்றுவரை அவரது வாழ்க்கையின் குறிப்பிடத்தக்க நிகழ்வுகள்.
"
"Similarly, the defender has uncles, aunts, cousins nephews and nieces that have not been identified in his childhood story and notable events of his life to date.
","இதேபோல், பாதுகாவலருக்கு மாமாக்கள், அத்தைகள், உறவினர்கள் மருமகன்கள் மற்றும் மருமகள் உள்ளனர், அவருடைய குழந்தை பருவக் கதையில் அடையாளம் காணப்படவில்லை மற்றும் இன்றுவரை அவரது வாழ்க்கையின் குறிப்பிடத்தக்க நிகழ்வுகள்.
"
"Similarly, there are no records of Eze's aunts, uncles and cousins while his nephews and nieces are yet unknown.
","இதேபோல், ஈஸின் அத்தைகள், மாமாக்கள் மற்றும் உறவினர்கள் பற்றிய பதிவுகள் எதுவும் இல்லை, அதே நேரத்தில் அவரது மருமகன்கள் மற்றும் மருமகள் இன்னும் தெரியவில்லை.
"
"Similarly, there are no records of his aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","இதேபோல், பாதுகாவலருக்கு மாமாக்கள், அத்தைகள், உறவினர்கள் மருமகன்கள் மற்றும் மருமகள் உள்ளனர், அவருடைய குழந்தை பருவக் கதையில் அடையாளம் காணப்படவில்லை மற்றும் இன்றுவரை அவரது வாழ்க்கையின் குறிப்பிடத்தக்க நிகழ்வுகள்.
"
"Similarly, there are no records of his uncle, aunts and cousins while his nephews and nieces are yet unknown.
","இதேபோல், ஈஸின் அத்தைகள், மாமாக்கள் மற்றும் உறவினர்கள் பற்றிய பதிவுகள் எதுவும் இல்லை, அதே நேரத்தில் அவரது மருமகன்கள் மற்றும் மருமகள் இன்னும் தெரியவில்லை.
"
"Similarly, they aren't any record of Garcia's uncles, aunts and cousins while his nephew and nieces are yet unknown.
","இதேபோல், ஈஸின் அத்தைகள், மாமாக்கள் மற்றும் உறவினர்கள் பற்றிய பதிவுகள் எதுவும் இல்லை, அதே நேரத்தில் அவரது மருமகன்கள் மற்றும் மருமகள் இன்னும் தெரியவில்லை.
"
"Tamera Mowry-Housley tearfully addressed the death of her niece, who was one of the victims of a mass shooting at a California bar earlier this month, as she returned to television for the first time since the attack.
","தமேரா ம ow ரி-ஹவுஸ்லி தனது மருமகளின் மரணத்தை கண்ணீருடன் உரையாற்றினார், அவர் பலியானவர்களில் ஒருவராக இருந்தார் கலிபோர்னியா பட்டியில் வெகுஜன படப்பிடிப்பு இந்த மாத தொடக்கத்தில், தாக்குதலுக்குப் பிறகு முதல் முறையாக அவர் தொலைக்காட்சிக்குத் திரும்பினார்.
"
"That's how much I love my niece:)
","இதுதான் எனக்கு ரொம்பப் பிடிச்சிருக்கு அண்ணா:))
"
"The 33-year-old, who tends to stay away from the spotlight, shared a rare snapshot on Instagram in celebration of his niece Stormi Webster's third birthday.
","கவனத்தை ஈர்க்கும் 33 வயதான இவர், தனது மருமகள் ஸ்டோர்மி வெப்ஸ்டரின் மூன்றாவது பிறந்த நாளைக் கொண்டாடும் விதமாக இன்ஸ்டாகிராமில் ஒரு அரிய ஸ்னாப்ஷாட்டைப் பகிர்ந்துள்ளார்.
"
"The French daily Le Monde revealed on December 27 that Bruno Roger-Petit, an advisor to President Emmanuel Macron, met for lunch with Marion Maréchal, the extreme-right niece of Marine Le Pen, on October 14.
","ஜனாதிபதி இமானுவல் மக்ரோனின் ஆலோசகரான புருனோ ரொஜே-பெத்தி அக்டோபர் 14 அன்று மரியோன் மரேஷாலுடன் மதிய உணவிற்கு சந்தித்ததாக பிரெஞ்சு நாளேடான லு மொன்ட் வெளிப்படுத்தியுள்ளது
"
"The Story: After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos.
","கதை சுருக்கம்ஃ தனது தாயின் மர்மமான மரணத்திற்குப் பிறகு, நிக்கா தனது வருகை மகள் விளையாடும் பேசும், சிவப்பு ஹேர்டு பொம்மை சமீபத்திய இரத்தக் கொதிப்பு மற்றும் குழப்பங்களுக்கு முக்கியமாக இருக்கலாம் என்று சந்தேகிக்கத் தொடங்குகிறது.
"
"The couple's nieces served as flower girls, with the older of the two running up to the altar to give the groom hug after her walk.
","இந்த ஜோடியின் மருமகள் மலர் சிறுமிகளாக பணியாற்றினர், இருவரில் மூத்தவர்கள் பலிபீடம் வரை ஓடி ஓடிவந்தபின் மணமகனைக் கட்டிப்பிடித்தார்கள்.
"
"The court also said that Jayalalithaa's niece and nephew, J Deepa and J Deepak, have been declared as her class-II legal heirs and are entitled to inherit her estate.
","தீபா, அண்ணன் மகன் ஜெ. தீபக் ஆகியோருக்கு உரிமை உண்டு என்று தெரிவித்த நீதிபதிகள் அவர்களை சொத்துக்களின் இரண்டாம் நிலை வாரிசுகள் என்றும் தெரிவித்துள்ளனர்.
"
"The film's content: After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos.
","கதை சுருக்கம்ஃ தனது தாயின் மர்மமான மரணத்திற்குப் பிறகு, நிக்கா தனது வருகை மகள் விளையாடும் பேசும், சிவப்பு ஹேர்டு பொம்மை சமீபத்திய இரத்தக் கொதிப்பு மற்றும் குழப்பங்களுக்கு முக்கியமாக இருக்கலாம் என்று சந்தேகிக்கத் தொடங்குகிறது.
"
"The film's content: After her mother's mysterious death, Nica begins to suspect that the talking, red-haired doll her visiting niece has been playing with may be the key to recent bloodshed and chaos...
","கதை சுருக்கம்ஃ தனது தாயின் மர்மமான மரணத்திற்குப் பிறகு, நிக்கா தனது வருகை மகள் விளையாடும் பேசும், சிவப்பு ஹேர்டு பொம்மை சமீபத்திய இரத்தக் கொதிப்பு மற்றும் குழப்பங்களுக்கு முக்கியமாக இருக்கலாம் என்று சந்தேகிக்கத் தொடங்குகிறது.
"
"The man told WTTV that his niece was sitting in the driver's seat of her car and she was injured when the shooting happened.
","துப்பாக்கிச் சூடு வெடித்தபோது தனது மருமகள் தனது காரின் டிரைவர் இருக்கையில் அமர்ந்திருந்ததாகவும், அவர் காயமடைந்ததாகவும் ஒருவர் WTTV இடம் கூறினார்.
"
"The son and the niece were later rescued by local police.
","அதில் இருந்த தந்தையும் மகனும் பின்னர் உள்ளூர் மக்களால் மீட்கப்பட்டு உள்ளனர். .
"
"This relationship between Hitler and his niece was for the most part socially acceptable according to local customs since she was the daughter of his half sister.
","ஹிட்லருக்கும் அவரது மருமகளுக்கும் இடையிலான இந்த உறவு உள்ளூர் பழக்கவழக்கங்களின்படி சமூக ரீதியாக ஏற்றுக்கொள்ளத்தக்கது, ஏனெனில் அவள் அவரது அரை சகோதரியின் மகள்.
"
"Three nieces are married and each have two children.
","மூவருக்கும் திருமணம் ஆகி, ஒவ்வொருவருக்கும் இரண்டு குழந்தைகள்.
"
"To prevent their being born, Amulius forced his niece to become a Vestal and therefore forced to remain a virgin.
","அவளுடைய பிறப்புகளைத் தடுக்க, அமுலியம் தனது மருமகன் ஒரு வேஸ்டாக மாறும்படி கட்டாயப்படுத்தி, அதனால் ஒரு கன்னியாக இருக்க வேண்டிய கட்டாயம் ஏற்பட்டது.
"
"Today is my oldest niece's 21st birthday.
","என் மூத்த சகோதரிக்கும் இன்றுதான் 21-வது திருமண நாள்.
"
"Toole later recanted his confession, but his niece told Walsh that on Sept. 15, 1996, from his deathbed, Toole admitted to kidnapping and murdering Adam.
","டூலால் பின்னர் அவரது ஒப்புதல் வாக்குமூலத்தை மறுபரிசீலனை செய்தார், ஆனால் செப்டம்பர் 15, 1996 இல், அவரது மரண படுக்கையில் இருந்து டால்ஸ் அவரை ஆடம் கடத்தல் மற்றும் கொலை ஒப்புக்கொண்டார் என்று அவரது ஜான் வால்ஷ் கூறினார்.
"
"Vice-president Ma'ruf Amin's daughter and Defense minister Prabowo Subianto's niece are also running for elected positions.
","துணைத் தலைவர் மருஃப் அமீனின் மகள் மற்றும் பாதுகாப்பு மந்திரி பிரபோவோ சுபியான்டோவின் மருமகளும் தேர்ந்தெடுக்கப்பட்ட பதவிகளுக்கு போட்டியிடுகின்றனர்.
"
"Vice-president Ma'ruf Amin's daughter and defence minister Prabowo Subianto's niece are also running for elected positions.
","துணைத் தலைவர் மருஃப் அமீனின் மகள் மற்றும் பாதுகாப்பு மந்திரி பிரபோவோ சுபியான்டோவின் மருமகளும் தேர்ந்தெடுக்கப்பட்ட பதவிகளுக்கு போட்டியிடுகின்றனர்.
"
"Vice-president Ma'ruf Amin's daughter and defense minister Prabowo Subianto's niece are also running for elected positions.
","துணைத் தலைவர் மருஃப் அமீனின் மகள் மற்றும் பாதுகாப்பு மந்திரி பிரபோவோ சுபியான்டோவின் மருமகளும் தேர்ந்தெடுக்கப்பட்ட பதவிகளுக்கு போட்டியிடுகின்றனர்.
"
"Whether it's his parents, children, aunts, uncles, cousins, nieces, or nephews, it'll mean a lot to him if you respect the important people in his life.
","அது அவரது பெற்றோர், குழந்தைகள், அத்தைகள், மாமாக்கள், உறவினர்கள், மருமகள் அல்லது மருமகன்கள் என இருந்தாலும், அவருடைய வாழ்க்கையில் முக்கியமானவர்களை நீங்கள் மதிக்கிறீர்கள் என்றால் அது அவருக்கு நிறைய அர்த்தம் தரும்.
"
"While they did not have children of their own they raised their nieces.
","இவர்களுக்கு குழந்தை இல்லாததால் தமது தமக்கையின் பேரக்குழந்தைகளை தத்தெடுத்து வளர்த்தனர்.
"
"You know my niece, don't you?
","உனக்கு என் மாமி மரகதத்தை தெரியும் தானே?
"
"You see, Cheyenne is Tiger Woods' niece and recently made her collegiate debut as a member of the Wake Forest women's golf team.
","டையரின் மருமகள் செயேன் வுட்ஸ், சமீபத்தில் வேக் வன மகளிர் கோல்ஃப் குழுவின் உறுப்பினராக தனது கல்லூரி அறிமுகமானார்.
"
"and nieces did not leave.
","அத்துடன் அந்த மாமியார்கள் விடவில்லை.
"
"yes and my sister and niece.
","ஆம் மாமியாருக்கும் மருமகனுக்கும்.
"
"But I have nieces and nephews.
","ஆனால், எனக்கு வாரிசுகள் இருக்கிறது.
"
"""""""A mom, a dad, some siblings, younger or older like nieces and nephews.""
","""""""அம்மா, அப்பா, ஒரு தம்பி, தங்கைகள், எங்க கூடவே வசிக்கற ஒரு அத்தை.""
"
"His daughters Shruti, Akshara Haasan, brother Charuhasan, niece Suhasini Maniratnam and actor Pooja Kumar were present for the celebrations.
","கொண்டாட்டத்தில் அவரது சகோதரர் சாருஹாசன், மருமகள் சுஹாசினி மணிரத்னம், மகள்கள் சுருதி மற்றும் அக்ஷராஹாசன் மற்றும் நடிகை பூஜா குமார் ஆகியோர் கலந்து கொண்டனர்.
"
"Congrats on the new baby niece.
","புதிதாய் பிறந்த குழந்தைக்கு வாழ்த்துக்கள்.
"
"Currently, he has four nephews and four nieces.
","இவருக்கு நான்கு குழந்தைகளும் ஒன்பது பேரக் குழந்தைகளும் தற்போது உள்ளனர்.
"
"He is the younger brother of former TNCC president Kumari Anandan and his niece Tamilisai Soundarajan is the Governor of Telangana state.
","மேலும் தெலங்கானா ஆளுநரும் முன்னாள் தமிழக பாஜக தலைவரான தமிழிசை சௌந்தர்ராஜனின் சித்தப்பாவும் ஆவார்.
"
"Jayalalithaa's niece Deepa and nephew Deepak had filed a petition in the court to declare them as the legal heirs to Jayalalithaa.
","ஜெயலலிதாவின் சட்டப்பூர்வ வாரிசுகளாக, அவரது சகோதரரின் மகள் தீபா, மகன் தீபக் ஆகியோரை, உயர் நீதிமன்றம் அறிவித்தது.
"
"Congrats on your new baby niece.
","புதிதாய் பிறந்த குழந்தைக்கு வாழ்த்துக்கள்.
"
"And don’t give it to your niece.
","உங்கள் மைந்தருக்கு அதை அளிக்காதீர்.
"
""" It's no secret that the 24-year-old celebrity is the daughter of Eric Roberts, who is the niece of the world-famous star Julia Roberts.
","24 வயதான பிரபலமான எரிக் ராபர்ட்ஸின் மகள், இது உலக புகழ் பெற்ற நட்சத்திரமான ஜூலியா ராபர்ட்ஸின் மகள் என்பதில் எந்த ரகசியமும் இல்லை.
"
"“My niece was a very wonderful, friendly, hardworking and smart girl.
","""என் மகள் கொள்ளை அழகு, விவேகமானவள், புத்திசாலி, தைரியமானவள்.
"
"Actor and playwright Girish Karnad was her niece's husband; and journalist Raghu Karnad is her grand-nephew.
","நடிகரும் நாடக எழுத்தாளருமான கிரீஷ் கர்னாட் இவரது சகோதரர் மகளின் கணவர்; மற்றும் பத்திரிகையாளர் ரகு கர்னாட் இவரது பேரன்.
"
"A niece of my friend.
","என் நண்பர் ஒருவரின் மச்சான்.
"
"A family member is defined as being a parent, guardian, sibling, spouse, grandparent, child, aunt, uncle, niece, nephew or first cousin.
","குடும்ப உறுப்பினர் ஒரு பெற்றோர், மாமியார், குழந்தை, மனைவி, சகோதரர், பேரப்பிள்ளை, தாத்தா பாட்டி அல்லது பதிவு செய்யப்பட்ட உள்நாட்டுப் பங்காளியாக சட்டத்தில் வரையறுக்கப்படுகிறார்.
"
"AND she's a pretty awesome niece!
","அதிலும், இவள் மிக அருமையான குழந்தை!
"
"Author Meena Harris, niece of US vice-president Kamala Harris, also tweeted about the farmers’ protest.
","அமெரிக்கத் துணை அதிபர் கமலா ஹாரிஸின் சகோதரி மகள் மீனா ஹாரிஸும் விவசாயிகள் போராட்டத்துக்கு ஆதரவாகக் கருத்துகளைப் பகிர்ந்திருந்தார்.
"
"She is his niece.
","குயிலி அவன் தங்கை.
"
"a family member, e.g. brother, sister, nephew, niece, parent, grandparent and it also includes spouse/partners and their family members,
","அவ்வகையான உறவினர்களில் அப்பா, அம்மா, மகன், மகள், மருமகன், மருமகள், தாத்தா, பாட்டி, பேரக்குழந்தைகள் மற்றும் அவர்களின் வாழ்க்கைத் துணைகள் சகோதரன்/ சகோதரி மற்றும் அவர்களின் வாழ்க்கைத்துணைகள் அடங்குவர்.
"
"And, I have a niece.
","எனக்கு, ஒரு அக்கா உள்ளார்.
"
