eng_Latn,pan_Guru
"Rahul Gandhi's father and grandmother, former Prime Ministers Rajiv Gandhi and Indira Gandhi, were assassinated.
","ਜ਼ਿਕਰਯੋਗ ਹੈ ਕਿ ਸੋਨੀਆ ਗਾਂਧੀ ਦੇ ਪਤੀ ਅਤੇ ਸਾਬਕਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਰਾਜੀਵ ਗਾਂਧੀ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਸੱਸ ਅਤੇ ਸਾਬਕਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਇੰਦਰਾ ਗਾਂਧੀ ਦੋਵਾਂ ਦਾ ਕਤਲ ਕਰ ਦਿੱਤਾ ਗਿਆ ਸੀ।
"
"My grandmother and dad weren’t too pleased, but my mother was supportive.
","ਮੇਰੀ ਮਾਂ ਇਸ ਤੋਂ ਖ਼ੁਸ਼ ਨਹੀਂ ਸੀ ਪ੍ਰੰਤੂ ਮੇਰੇ ਪਿਤਾ ਨੇ ਪੂਰਾ ਸਾਥ ਦਿੱਤਾ।
"
"As his father died when he was a child, he was brought up under the care of his mother and grandmother.
","ਬਚਪਨ ਵਿਚ ਹੀ ਮਾਂ-ਬਾਪ ਦਾ ਦਿਹਾਂਤ ਹੋ ਜਾਣ ਨਾਲ ਉਹਨਾਂ ਦੇ ਮਾਮਾ ਨੇ ਉਹਨਾਂ ਨੂੰ ਪਾਲਿਆ।
"
"Police said the incident took place at the woman’s maternal grandmother’s house.
","ਪੁਲਿਸ ਮੁਤਾਬਕ ਘਟਨਾ ਉਦੋਂ ਹੋਈ ਜਦੋਂ ਲੜਕੀ ਆਪਣੀ ਮਾਸੀ ਘਰੇ ਸੀ।
"
"""How is it, grandmother?
","‘‘ਚਾਚਾ, ਕਿੱਦਾਂ?
"
"After which he was raised by his mother and paternal grandmother.
","ਇਸ ਦੇ ਬਾਅਦ ਉਸਨੂੰ ਉਸ ਦੇ ਡੈਡੀ ਅਤੇ ਦਾਦਾ ਨੇ ਪਾਲਿਆ ਸੀ।
"
"His father died when he was a child and he was raised by his mother and grandmother.
","ਇਸਦੇ ਛੋਟੇ ਹੁੰਦੇ ਹੀ ਇਸਦੀ ਮਾਂ ਦੀ ਮੌਤ ਹੋ ਗਈ ਸੀ ਅਤੇ ਇਸਦਾ ਪਾਲਣ ਪੋਸ਼ਣ ਇਸਦੇ ਪਿਤਾ ਅਤੇ ਇਸਦੀ ਆਂਟੀ ਨੇ ਕੀਤਾ।
"
"After his parents died his grandmother raised him along with his brothers and sisters.
","ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਦੀ ਬੇਵਕਤੀ ਮੌਤ ਦੇ ਬਾਅਦ, ਉਸ ਨੂੰ ਪਹਿਲਾਂ ਉਸ ਦੇ ਭਰਾ ਨੇ ਅਤੇ ਫਿਰ ਉਸ ਦੇ ਚਾਚਾ ਨੇ ਪਾਲਿਆ ਸੀ।
"
"She has three children and is the grandmother of two.
","ਉਨ੍ਹਾਂ ਦੀਆਂ ਤਿੰਨ ਬੇਟੀਆਂ ਹਨ ਅਤੇ ਤਿੰਨੇ ਹੀ ਡਾਕਟਰ ਹਨ।
"
"A woman is a daughter, sister, niece, wife, mother, aunt, stepmother, and grandmother.
","ਉਹ ਇਕ ਧੀ, ਭੈਣ, ਬਹੂ, ਪਤਨੀ ਤੇ ਇਕ ਮਾਂ ਵੀ ਹੈ।
"
"Among the dead were my grandmother’s father, two brothers, and two sisters.
","ਮ੍ਰਿਤਕਾਂ ਵਿੱਚ ਲਾੜੇ ਦੀ ਮਾਂ, ਦੋ ਮਾਸੀਆਂ, ਭਰਾ ਤੇ ਮਸੇਰੀ ਭੈਣ ਸ਼ਾਮਲ ਹਨ।
"
"Police said the incident took place at the woman’s maternal grandmother’s house.
","ਪੁਲਿਸ ਨੂੰ ਦਿੱਤੀ ਜਾਣਕਾਰੀ ਮੁਤਾਬਕ ਘਟਨਾ ਉਦੋਂ ਹੋਈ ਜਦੋਂ ਲੜਕੀ ਆਪਣੀ ਮਾਸੀ ਘਰੇ ਸੀ।
"
"According to the police, after the death of the victim’s father, she and her mother were staying at her grandmother’s house.
","ਉਕਤ ਬੱਚੀ ਦੇ ਮਾਪਿਆਂ ਅਨੁਸਾਰ ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਭਰਾ ਤੇ ਭਰਜਾਈ ਦੀ ਮੌਤ ਹੋ ਜਾਣ ਤੋਂ ਬਾਅਦ ਭਤੀਜੇ ਨੂੰ ਘਰ ‘ਚ ਰੱਖਿਆ ਹੋਇਆ ਸੀ।
"
"Fathers and sons, grandmothers, grandfathers and grandchildren, second cousins, nephews, lovers - they are all grateful to the program for the happiness given to them.
","ਪਿਤਾ ਅਤੇ ਪੁੱਤਰ, ਦਾਦਾ ਅਤੇ ਪੋਤੇ, ਦੂਜਾ ਚਚੇਰੇ, ਭਤੀਜੇ, ਪ੍ਰੇਮੀ - ਉਹ ਸਾਰੇ ਸ਼ੁਕਰਗੁਜ਼ਾਰ ਲਈ ਪਰੋਗਰਾਮ ਦੀ ਖ਼ੁਸ਼ੀ ਦਾਨ ਕਰ ਰਹੇ ਹਨ.
"
"Neither my father nor my grandmother.
","ਨਾ ਹੀ ਮੇਰੇ ਪਿਤਾ ਤੇ ਨਾ ਹੀ ਮੇਰੀ ਮਾਂ ਪਿੱਛੇ ਹਟਣ ਵਾਲਿਆਂ ਵਿਚੋਂ ਹੈ।
"
"He was being taken care of by his parents and grandmother.
","ਉਨ੍ਹਾਂ ਨੂੰ ਪਿਤਾ ਤੇ ਭੈਣਾਂ ਨੇ ਪਾਲਿਆ ਸੀ।
"
"But I loved seeing your mom and grandmothers.
","ਪਰ ਮੈਂ ਆਪਣੇ ਦਾਦਾ ਜੀ ਤੇ ਮਾਤਾ ਜੀ ਦੀ ਬੜੀ ਲਾਡਲੀ ਸੀ।
"
"Her mother and grandmother were inside the house.
","ਮਾਤਾ ਜੀ ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪਰਵਾਰ ਦੇ ਮੈੱਥਰ ਹੀ ਅੰਦਰ ਰਹੇ ।
"
"According to the police, after the death of the victim’s father, she and her mother were staying at her grandmother’s house.
","ਉਕਤ ਬੱਚੀ ਦੇ ਮਾਪਿਆਂ ਅਨੁਸਾਰ ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੇ ਭਰਾ ਤੇ ਭਰਜਾਈ ਦੀ ਮੌਤ ਹੋ ਜਾਣ ਤੋਂ ਬਾਅਦ ਭਤੀਜੇ ਨੂੰ ਘਰ ’ਚ ਰੱਖਿਆ ਹੋਇਆ ਸੀ।
"
"A wonderful mother and even better grandmother.
","ਇੱਕ ਸ਼ਾਨਦਾਰ ਅਦਾਕਾਰਾ ਤੇ ਇਸ ਤੋਂ ਉੱਪਰ ਇੱਕ ਚੰਗੀ ਮਾਂ।
"
"""Many people had their grandmothers to tell them stories but nobody told me any.
","''ਪਿੰਡ ਦੇ ਲੋਕ ਕਈ ਤਰ੍ਹਾਂ ਦੀਆਂ ਗੱਲਾਂ ਕਰਦੇ ਸੀ ਪਰ ਮੇਰੇ ਮਾਪਿਆਂ ਨੇ ਕਦੇ ਮੈਨੂੰ ਨਹੀਂ ਦੱਸਿਆ ਕਿ ਕੋਈ ਮੇਰੇ ਬਾਰੇ ਕੀ ਕਹਿੰਦਾ ਹੈ।
"
"Your mother, sister, wife, grandmother, aunts, daughter, friends.
","ਧੀਆਂ ਦੋਸਤ, ਪਤਨੀ, ਭੈਣਾਂ, ਜੱਗ ਜੰਨਣੀਆਂ ਮਾਵਾਂ ।
"
"A mother of one daughter and a grandmother of three grandchildren.
","ਮਾਤਾ ਜੀ ਦੇ ਤਿੰਨ ਧੀਆਂ ਅਤੇ ਇਕ ਪੁੱਤਰ ਹੈ।
"
"Along with her husband Michael, she is a mother to 2 adult daughters and grandmother to 5 grandchildren.
","ਉਸ ਕੋਲ 2 ਏਕੜ ਜਮੀਨ ਹੈ ਤੇ ਉਸ ਦੇ ਪਤਨੀ ਤੋਂ ਇਲਾਵਾ 5 ਛੋਟੇ-ਛੋਟੇ ਬੱਚੇ ਤੇ ਬਜ਼ੁਰਗ ਮਾਤਾ ਹੈ।
"
"“But I knew my grandmother.
","“ਪਰ ਪਛਾਣਦੀ ਜ਼ਰੂਰ ਹਾਂ।
"
"My mother and grandmother are both amazing storytellers.
","ਮੇਰੇ ਪਾਪਾ ਅਤੇ ਮੰਮੀ ਦੋਨੋਂ ਸਿਖ਼ਰ ਦੀ ਕਮਾਲ ਦੇ ਵਿਅਕਤੀ ਹਨ।
"
"After his mother died, he went to live with his grandmother.
","ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਆਪ ਆਪਣੇ ਮਾਮੇ ਕੋਲ ਹੀ ਰਹੇ।
"
"But I loved watching him with his mother and his grandmother.
","ਪਰ ਮੈਂ ਆਪਣੇ ਦਾਦਾ ਜੀ ਤੇ ਮਾਤਾ ਜੀ ਦੀ ਬੜੀ ਲਾਡਲੀ ਸੀ।
"
"My maternal grandmother was a very religious person.
","ਸਾਡੇ ਮਾਤਾ ਜੀ ਬੜੇ ਧਾਰਮਿਕ ਖ਼ਿਆਲਾਂ ਦੇ ਸਨ।
"
"After my parents separated, my mother and I lived with my grandmother.
","ਮਾਂ ਦੇ ਛੱਡ ਜਾਣ ਤੋਂ ਬਾਅਦ ਅਸੀਂ ਚਾਰ ਭੈਣ ਭਰਾ ਆਪਣੇ ਪਿਉ ਨਾਲ ਰਹੇ।
"
"After his mother's death and his father's departure Jackson was raised by his grandmother.
","ਆਪਣੀ ਮਾਂ ਦੀ ਮੌਤ ਅਤੇ ਪਿਤਾ ਦੇ ਜਾਣ ਤੋਂ ਬਾਅਦ ਜੈਕਸਨ ਨੂੰ ਉਸਦੀ ਬੇਬੇ ਨੇ ਪਾਲਿਆ ਸੀ।
"
"And my maternal grandmother.
","ਤੇ ਮੇਰੀ ਭੋਲੀ ਮਾਂ ਵੀ।
"
"And you must have heard this word from grandmothers.
","ਅਤੇ ਕੋਈ ਸ਼ੱਕ ਤੁਹਾਨੂੰ grandmothers ਤੱਕ ਇਸ ਸ਼ਬਦ ਨੂੰ ਸੁਣਿਆ ਹੈ.
"
"Her grandson asked, “Aren’t you frightened, grandmother?
","ਮਾਤਾ ਜੀ ਨੂੰ ਪੁੱਛਿਆ, “ਕੀ ਤੁਸੀਂ ਡਰਦੇ ਨਹੀਂ, ਮੇਰੇ ਪੁੱਤਰ?
"
"All my kids, our parents, in-laws and grandmother!
","ਇਹ ਸਾਰੇ ਸਾਡੇ ਹੀ ਧੀਆਂ-ਪੁੱਤ, ਮਾਂ ਪਿਓ ਤੇ ਚਾਚੇ ਤਾਏ ਹਨ।
"
"She is survived by two children and her mother and her grandmother.
","ਘਰ ਵਿਚ ਮਾਂ ਤੋਂ ਇਲਾਵਾ ਦੋ ਬੇਟੀਆਂ ਅਤੇ ਵੱਡੀ ਬੇਟੀ ਦੀਆਂ ਦੋ ਬੱਚੀਆਂ ਹਨ।
"
"What is the dream of a dead grandmother?
","ਮਰੇ ਹੋਏ ਡੈਡੀ ਦੇ ਬਾਰੇ ਸੁਪਨਾ ਕੀ ਹੈ?
"
"His father, Rajiv Gandhi and grandmother, Indira Gandhi were prime ministers.
","ਇਸਦਾ ਪਿਤਾ ਰਾਜੀਵ ਗਾਂਧੀ ਭਾਰਤ ਦਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਸੀ ਅਤੇ ਕਾਂਗਰਸ ਦਾ ਪ੍ਰਧਾਨ ਸੀ।
"
"And what about my grandmother?
","ਅਤੇ ਮਾਂ ਬਾਰੇ ਕੀ?
"
"After his parents divorced, he lived mostly with his paternal grandmother.
","ਮਾਤਾ-ਪਿਤਾ ਦੇ ਤਲਾਕ ਤੋਂ ਬਾਅਦ ਮਸਕ ਜ਼ਿਆਦਾਤਰ ਆਪਣੇ ਪਿਤਾ ਨਾਲ ਰਿਹਾ।
"
"After the demise of his mother, his grandmother raised him.
","ਮਾਂ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਚਾਚੀ ਨੇ ਹੀ ਉਨ੍ਹਾਂ ਦੀ ਪਰਵਰਿਸ਼ ਕੀਤੀ ਸੀ।
"
"My maternal grandmother was a very religious person.
","ਮੇਰੇ ਮਾਤਾ ਜੀ ਬਹੁਤ ਹੀ ਧਾਰਮਿਕ ਬਿਰਤੀ ਦੇ ਸਨ।
"
"Despite a short period of existence, the product has won the love and confidence of most mothers, dads and grandmothers.
","ਮੌਜੂਦਗੀ ਦੀ ਛੋਟੀ ਜਿਹੀ ਮਿਆਦ ਦੇ ਬਾਵਜੂਦ, ਉਤਪਾਦ ਪਿਆਰ ਅਤੇ ਪਿਆਉਣ, ਬਿੱਚੇ ਅਤੇ ਦਾਦਾ ਦੀ ਬਹੁਗਿਣਤੀ ਦਾ ਭਰੋਸਾ ਜਿੱਤਿਆ ਹੈ.
"
"A 90-year-old grandmother from Britain, Margaret Keenan, was the world's first person to receive the Pfizer-BioNTech coronavirus vaccine outside of a trial.
","ਮਾਰਗਰੇਟ ਕੀਨਨ, ਜੋ 90 ਸਾਲਾਂ ਦੀ ਔਰਤ ਹੈ, ਉਹ ਪਹਿਲੀ ਵਿਅਕਤੀ ਸੀ ਜਿਸ ਨੂੰ ਫਾਈਜ਼ਰ-ਬਾਇਓਨਟੈਕ ਦੀ ਕੋਰੋਨਾ ਟੀਕਾ ਲਗਾਇਆ ਗਿਆ ਸੀ।
"
"And my grandmothers too.
","ਤੇ ਮੇਰੀ ਭੋਲੀ ਮਾਂ ਵੀ।
"
"Can you keep this flower at home, you need to ask our grandmothers.
","ਮੈਨੂੰ ਘਰ ਇਸ ਫੁੱਲ ਰੱਖਣ ਜਾ ਸਕਦਾ ਹੈ, ਤੁਹਾਨੂੰ ਸਾਡੇ grandmothers ਪੁੱਛਣ ਦੀ ਲੋੜ ਹੈ.
"
"A grandmother is head of the family.
","ਮਾਂ ਪਰਿਵਾਰ ਦਾ ਧੁਰਾ ਹੁੰਦੀ ਹੈ।
"
"A grandmother is very special for every child.
","ਹਰ ਬੱਚੇ ਲਈ ਉਸਦੀ ਮਾਂ ਖ਼ਾਸ ਹੁੰਦੀ ਹੈ ।
"
"The police arrested the woman and her paramour after the girl's paternal grandmother lodged a complaint.
","ਲੜਕੇ ਦੇ ਪਰਵਾਰ ਦੇ ਕਹਿਣ ਉੱਪਰ ਹੀ ਮਾਮਲਾ ਦਰਜ ਕਰਨ ਤੋਂ ਬਾਅਦ ਪੁਲਿਸ ਵੱਲੋਂ ਦੋਸ਼ੀ ਲੜਕੀ ਅਤੇ ਉਸ ਦੀ ਮਾਂ ਨੂੰ ਪੁਲਿਸ ਵੱਲੋਂ ਹਿਰਾਸਤ ਵਿਚ ਲਿਆ ਗਿਆ ਹੈ।
"
"After her mother died she stayed with her grandmother ...
","ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਆਪ ਆਪਣੇ ਮਾਮੇ ਕੋਲ ਹੀ ਰਹੇ।
"
"Both my mom and grandmother are wonderful cooks.
","ਮੇਰੇ ਪਾਪਾ ਅਤੇ ਮੰਮੀ ਦੋਨੋਂ ਸਿਖ਼ਰ ਦੀ ਕਮਾਲ ਦੇ ਵਿਅਕਤੀ ਹਨ।
"
"The man’s 85-year-old grandmother also died in the blast.
","ਇਸ ਹਮਲੇ ‘ਚ ਜ਼ਖ਼ਮੀ 85 ਸਾਲਾ ਬਜ਼ੁਰਗ ਮਾਂ ਦੀ ਮੌਤ ਹੋ ਗਈ ਹੈ।
"
"According to reports, the victim was staying at her maternal grandmother’s house after death of her parents.
","ਜਾਣਕਾਰੀ ਮੁਤਾਬਕ, ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਪੀੜਤ ਲੜਕੀ ਆਪਣੀ ਮਾਂ ਦੇ ਨਾਲ ਮਾਮੇ ਦੇ ਘਰ ਰਹਿੰਦੀ ਹੈ।
"
"A grandmother of four children.
","ਚਾਰ ਨਿਆਣਿਆਂ ਦੀ ਮਾਂ ਏ।
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","ਉਸ ਦਾ ਕਹਿਣਾ ਹੈ ਕਿ ਉਸ ਦੇ ਪਿਤਾ ਦਲਿਤ ਅਤੇ ਮਾਂ ਮੁਸਲਮਾਨ ਸੀ।
"
"Rahul Gandhi as he pays tribute to the former Prime Minister and his grandmother Mrs. Indira Gandhi.
","ਰਾਹੁਲ ਗਾਂਧੀ ਨੇ ਸਾਬਕਾ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਇੰਦਰਾ ਗਾਂਧੀ ਨੂੰ ਸ਼ਰਧਾਂਜਲੀ ਭੇਟ ਕੀਤੀ
"
""" She also shared touching photos with her grandmother.
","'' ਪ੍ਰਸਾਦ ਨੇ ਮਾਂ ਨਾਲ ਆਪਣੀਆਂ ਤਸਵੀਰਾਂ ਵੀ ਸਾਂਝੀਆਂ ਕੀਤੀਆਂ।
"
"But the grandmother?
","ਪਰ ਬੱਕਰੇ ਦੀ ਮਾਂ?
"
"A wonderful wife, mother and grandmother.
","ਇੱਕ ਸ਼ਾਨਦਾਰ ਮਾਤਾ ਅਤੇ ਪਤਨੀ, ਪਰਾਹੁਣਚਾਰੀ.
"
"You are my mother, my father, my grandmother, my entire life.
","ਤੂੰ ਹੀ ਮੇਰੀ ਮਾਂ ਹੈਂ, ਤੂੰ ਹੀ ਮੇਰਾ ਪਿਉ ਹੈਂ, ਤੂੰ ਹੀ ਮੇਰਾ ਸਾਕ–ਸੈਣ ਹੈਂ, ਤੂੰ ਸਾਰੇ ਹੀ ਜੀਵਾਂ ਵਿਚ ਵੱਸਦਾ ਹੈਂ।
"
"Actress and politician Hema Malini became a grandmother for the second time recently with the birth of daughter Esha Deols daughter.
","ਹੇਮਾ ਮਾਲਿਨੀ ਤੇ ਧਰਮਿੰਦਰ ਦੀ ਧੀ ਈਸ਼ਾ ਦਿਓਲ ਹਾਲ ਹੀ ਵਿੱਚ ਦੂਜੇ ਬੱਚੇ ਦੀ ਮਾਂ ਬਣੀ ਹੈ।
"
"A mother and a grandmother?
","ਮਾਤਾ ਅਤੇ ਪਿਤਾ ਜੀ?
"
"And his grandmother knew about that.
","ਉਸਦੇ ਮਾਮੇ ਨੂੰ ਇਸ ਗੱਲ ਦਾ ਪਤਾ ਸੀ।
"
"According to the police complaint, the accused had allegedly raped the victim and threatened to kill her grandmother if she revealed it to anyone.
","ਪੁਲਿਸ ਵਿੱਚ ਦਰਜ ਕਰਾਈ ਗਈ ਸ਼ਿਕਾਇਤ ਦੇ ਅਨੁਸਾਰ ਆਰੋਪੀਆਂ ਨੇ ਬੱਚੀ ਨੂੰ ਧਮਕੀ ਦਿੱਤੀ ਸੀ ਕਿ ਜੇਕਰ ਉਹ ਆਪਣੇ ਨਾਲ ਹੋਏ ਕੁਕਰਮ ਦੇ ਬਾਰੇ ਵਿੱਚ ਕਿਸੇ ਨੂੰ ਦੱਸੇਗੀ , ਤਾਂ ਉਹ ਉਸਦੀ ਮਾਂ ਦੀ ਹੱਤਿਆ ਕਰ ਦੇਣਗੇ।
"
