eng_Latn,pan_Guru
"Stating that Congress ministers should not have fallen prey to sycophancy by suggesting that the University be named after the grandfather of chief minister Capt Amarinder Singh, the Akali leader said dedicating it to honor the unparalleled sacrifice of the Chotte Sahibzade would be most appropriate.
","ਇਹ ਟਿੱਪਣੀ ਕਰਦਿਆਂ ਇਹ ਯੂਨੀਵਰਸਿਟੀ ਮੁੱਖ ਮੰਤਰੀ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਦੇ ਦਾਦੇ ਦੇ ਨਾਂ ਉੱਤੇ ਰੱਖਣ ਦਾ ਸੁਝਾਅ ਦੇ ਕੇ ਕਾਂਗਰਸੀ ਮੰਤਰੀਆਂ ਨੂੰ ਚਾਪਲੂਸੀ ਦੀਆਂ ਸਾਰੀਆਂ ਹੱਦਾਂ ਪਾਰ ਨਹੀਂ ਸੀ ਕਰਨੀਆਂ ਚਾਹੀਦੀਆਂ, ਅਕਾਲੀ ਆਗੂ ਨੇ ਕਿਹਾ ਕਿ ਇਹ ਯੂਨੀਵਰਸਿਟੀ ਨੂੰ ਛੋਟੇ ਸਾਹਿਬਜ਼ਾਦਿਆਂ ਦੀ ਅਦੁੱਤੀ ਕੁਰਬਾਨੀ ਨੂੰ ਸਮਰਪਿਤ ਕਰਨਾ ਸਭ ਤੋਂ ਢੁੱਕਵਾਂ ਹੋਵੇਗਾ।
"
"The girl was reportedly staying along with her mother and grandfather after the death of her father.
","ਪੀੜਤ ਬੱਚੀ ਨੇ ਦੱਸਿਆ ਕਿ ਆਪਣੀ ਮਾਂ ਦੇ ਦੇਹਾਂਤ ਤੋਂ ਬਾਅਦ ਉਹ ਆਪਣੇ ਪਿਤਾ ਤੇ ਭੂਆ ਨਾਲ ਰਹਿ ਰਹੀ ਸੀ।
"
"The princess is fourth in line to the British throne, after her grandfather Charles, her father William and her older brother George.
","ਆਪਣੇ ਦਾਦੇ ਚਾਰਲਸ, ਪਿਤਾ ਅਤੇ ਭਰਾ ਜੌਰ ਦੇ ਬਾਅਦ ਨਵ-ਜੰਮੇ ਹੋਏ ਰਾਜਕੁਮਾਰੀ ਉਤਰਾਧਿਕਾਰ ਦੇ ਚੌਥੇ ਨੰਬਰ 'ਤੇ ਬਣੀ.
"
"And what color is your grandfather’s skin?
","ਤੇ ਤੇਰੇ ਸਿਰਨਾਵੇਂ ਦਾ ਰੰਗ ਕਿਹੜਾ ਏ।
"
"After the death of his grandfather his uncle took care of him.
","ਸਹੁਰੇ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਉਸ ਨੇ ਆਪਣੀ ਸੱਸ ਨੂੰ ਸੰਭਾਲਿਆ ਹੈ।
"
"On festive morning performances, courageous children are often called to help the old grandfather, hold a staff, or prompt the necessary information.
","ਤਿਉਹਾਰਾਂ ਦੀ ਸਵੇਰ ਦੇ ਪ੍ਰਦਰਸ਼ਨ ਤੇ, ਦਲੇਰ ਬੱਚਿਆਂ ਨੂੰ ਅਕਸਰ ਪੁਰਾਣੇ ਦਾਦੇ ਦੀ ਮਦਦ ਕਰਨ, ਸਟਾਫ ਕੋਲ ਰੱਖਣ ਜਾਂ ਜ਼ਰੂਰੀ ਜਾਣਕਾਰੀ ਦੇਣ ਲਈ ਕਿਹਾ ਜਾਂਦਾ ਹੈ.
"
"A short time later, grandfather passes away.
","ਈੜ੍ਹੇ ਚਿਰ ਬਾਅਦ ਆਪ ਦੇ ਪਿਤਾ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"Baba ji was the great grandfather of renowned Sikh scholar Bhai Kahn Singh Nabha.
","ਭਾਈ ਕਾਹਨ ਸਿੰਘ ਨਾਭਾ ਸਿੱਖ ਪੰਥ ਦੇ ਪ੍ਰਸਿੱਧ ਵਿਦਵਾਨ ਹਨ।
"
"Meanwhile, Sonam Kapoor and Ranvir Singh are also relatives as Anil Kapoor’s mother-in-law and Ranvir’s grandfather are siblings.
","ਰਣਵੀਰ ਸਿੰਘ ਇੰਡਸਟਰੀ ਵਿਚ ਅਨਿਲ ਕਪੂਰ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਲੱਗਦੇ ਹਨ ਕਿਉਂਕਿ ਰਣਵੀਰ ਦੇ ਪਿਤਾ ਅਤੇ ਅਨਿਲ ਕਪੂਰ ਦੀ ਪਤਨੀ ਸੁਨੀਤਾ ਕਪੂਰ ਆਪਸ ਵਿਚ ਚਚੇਰੇ ਭਰਾ ਭੈਣ ਹਨ।
"
"A grandfather, he is married and has three children.
","ਉਹ ਸ਼ਾਦੀਸ਼ੁਦਾ ਹੈ ਅਤੇ ਤਿੰਨ ਬੱਚਿਆਂ ਦਾ ਬਾਪ ਹੈ।
"
"And the Lord speaks, “I am the God of your grandfather, Abraham, the God of your dad, Isaac.
","ਯਹੋਵਾਹ ਨੇ ਆਖਿਆ, “ਮੈਂ ਤੇਰੇ ਦਾਦੇ, ਅਬਰਾਹਾਮ ਦਾ ਯਹੋਵਾਹ ਪਰਮੇਸ਼ੁਰ ਹਾਂ।
"
"And then my other grandfather died.
","ਫਿਰ ਮੇਰੇ ਇੱਕ ਹੋਰ ਛੋਟੇ ਭਰਾ ਦਾ ਦਿਹਾਂਤ ਹੋ ਗਿਆ।
"
"Both his father and his grandfather were artists.
","ਉਸ ਦਾ ਪਿਤਾ ਅਤੇ ਚਾਚੇ-ਤਾਏ ਆੜ੍ਹਤੀਏ ਸਨ।
"
"His grandfather Dharmendra Deol wrote, ""Happy Birthday Arayaman.
","ਧਰਮਿੰਦਰ ਦੇ ਵੱਡੇ ਬੇਟੇ ਸੰਨੀ ਦਿਓਲ ਨੇ ਲਿਖਿਆ, “ਜਨਮਦਿਨ ਮੁਬਾਰਕ ਪਾਪਾ।
"
"Beloved husband, father, brother, uncle, grandfather and friend.
","ਮਾਂ ਪਿਉ, ਇਸਤ੍ਰੀ, ਪੁੱਤਰ, ਰਿਸ਼ਤੇਦਾਰ, ਪਿਆਰੇ ਮਿੱਤਰ ਅਤੇ ਭਰਾ
"
"The police registered a case on the complaint of the actress’ grandfather Ameer Bahadar against the three accused and launched a probe into the incident.
","ਅਦਾਕਾਰਾ ਦੇ ਦਾਦੇ ਅਮੀਰ ਬਹਾਦਰ ਦੀ ਸ਼ਿਕਾਇਤ ‘ਤੇ ਪੁਲੀਸ ਨੇ ਤਿੰਨ ਮੁਲਜ਼ਮਾਂ ਖ਼ਿਲਾਫ਼ ਕੇਸ ਦਰਜ ਕਰ ਲਿਆ ਹੈ ਅਤੇ ਘਟਨਾ ਦੀ ਜਾਂਚ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ।
"
"Both his grandfathers are dead.
","ਦੋਵਾਂ ਭਰਾਵਾਂ ਦੇ ਪਿਤਾ ਦੀ ਵੀ ਮੌਤ ਹੋ ਚੁੱਕੀ ਹੈ।
"
"His grandfather was RSS worker.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਆਰਐੱਸਐੱਸ ਦੇ ਪ੍ਰਮੁੱਖ ਮੈਂਬਰ ਰਹੇ ਸਨ।
"
"His grandfather was Shaykh Fath 'All Sahib rahimahullah and his father was Dhu al-Fiqar 'All Sahib rahimahullah.
","ਵਜ਼ੀਰ ਖ਼ਾਨ ਦੇ ਪਿਤਾ ਦਾ ਨਾਂ ਸ਼ੇਖ ਅਬਦੁਲ ਲਤੀਫ਼ ਤੇ ਦਾਦੇ ਦਾ ਨਾਮ ਸ਼ੇਖ਼ ਹਸਾਮ-ਉੱਦ-ਦੀਨ ਸੀ।
"
"Her grandfather Harivansh Rai Bachchan was a celebrated Hindi poet.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਹਰੀਵੰਸ਼ ਰਾਏ ਬੱਚਨ ਪਹਿਲਾਂ ਹੀ ਪ੍ਰਸਿੱਧ ਕਵੀ ਸਨ।
"
"“My grandfather fought the First World War, my father fought the Second World War.
","ਉਹ ਕਹਿਣ ਲੱਗਾ, “ਮੇਰੇ ਦਾਦੇ ਨੇ ਪਹਿਲੀ ਅਤੇ ਦੂਜੀ, ਦੋਨੋਂ ਹੀ ਵਿਸ਼ਵ ਜੰਗਾਂ ਲੜੀਆਂ ਹਨ।
"
"The accused -- Gurpreet Singh and his grandfather Surjit Singh -- have been arrested on charges of murder, rape and other relevant sections of the IPC and the POCSO Act.
","ਇਸ ਮਾਮਲੇ ਵਿੱਚ ਪੁਲੀਸ ਨੇ ਗੁਰਪ੍ਰੀਤ ਸਿੰਘ ਤੇ ਉਸ ਦੇ ਦਾਦੇ ਸੁਰਜੀਤ ਸਿੰਘ ਨੂੰ ਗ੍ਰਿਫ਼ਤਾਰ ਕਰਕੇ ਉਨ੍ਹਾਂ ਖ਼ਿਲਾਫ਼ ਕਤਲ, ਬਲਾਤਕਾਰ ਤੇ ਪੋਕਸੋ ਐਕਟ ਦੀਆਂ ਵੱਖ ਵੱਖ ਧਾਰਾਵਾਂ ਤਹਿਤ ਕੇਸ ਦਰਜ ਕੀਤਾ ਹੈ।
"
"The great raja Hameer Singh governed the kingdom of his grandfather properly and annexed many more areas.
","ਪ੍ਰਤਾਪੀ ਰਾਜੇ ਹਮੀਰ ਸਿੰਘ ਨੇ ਦਾਦੇ ਦਾ ਰਾਜ ਚੰਗੀ ਤਰ੍ਹਾਂ ਸਾਂਭਿਆ ਅਰ ਹੋਰ ਬਹੁਤ ਸਾਰਾ ਮੁਲਕ ਮੱਲਿਆ.
"
"Because the idea to create luxurious and delightful outfits appeared in his grandfather, whose factory specialized in producing stunning wedding dresses.
","ਕਿਉਂਕਿ ਸ਼ਾਨਦਾਰ ਅਤੇ ਮਨਮੋਹਣੇ ਕੱਪੜੇ ਬਣਾਉਣ ਦਾ ਵਿਚਾਰ ਉਸ ਦੇ ਦਾਦੇ ਵਿਚ ਪ੍ਰਗਟ ਹੋਇਆ, ਜਿਸ ਦਾ ਕਾਰਖਾਨਾ ਸ਼ਾਨਦਾਰ ਵਿਆਹ ਦੇ ਕੱਪੜੇ ਬਣਾਉਣ ਵਿਚ ਵਿਸ਼ੇਸ਼ ਸੀ.
"
"This is especially true if the baby does not have grandfathers or uncles who would participate in the upbringing.
","ਇਹ ਵਿਸ਼ੇਸ਼ ਤੌਰ 'ਤੇ ਸੱਚ ਹੈ ਜੇਕਰ ਬੱਚੇ ਦੇ ਦਾਦੇ ਜਾਂ ਮਾਵਾਂ ਨਹੀਂ ਹੁੰਦੇ ਜੋ ਪਾਲਣ ਪੋਸ਼ਣ ਵਿਚ ਹਿੱਸਾ ਲੈਣਗੇ.
"
"The Sardar’s great- grandfather, Sardar Hari Singh, was one of the commanders of Maharaja Ranjit Singh's army.
","ਸਰਦਾਰ ਸ਼ਾਮ ਸਿੰਘ ਦੇ ਪਿਤਾ ਨਿਹਾਲ ਸਿੰਘ ਮਹਾਰਾਜਾ ਰਣਜੀਤ ਸਿੰਘ ਦੀ ਸਿੱਖ ਫ਼ੌਜ ਵਿੱਚ ਕਮਾਂਡਰ ਸਨ।
"
"He was also a son, husband, father and a grandfather.
","ਇਸ ਤੋਂ ਇਲਾਵਾ ਉਸਦਾ ਬੇਟਾ, ਨੂੰਹ ਤੇ ਪੋਤਾ ਵੀ ਸੀ।
"
"He was also the grandfather of Guru Harkrishan ji, the older brother of Guru Tegh Bahadur ji and the uncle of Guru Gobind Singh ji.
","ਸਾਹਿਬਜ਼ਾਦਾ ਜੁਝਾਰ ਸਿੰਘ ਗੁਰੂ ਗੋਬਿੰਦ ਸਿੰਘ ਸਾਹਿਬ ਦੇ ਸਪੁੱਤਰ, ਗੁਰੂ ਤੇਗ਼ ਬਹਾਦਰ ਸਾਹਿਬ ਦੇ ਪੋਤੇ ਅਤੇ ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਸਾਹਿਬ ਦੇ ਪੜਪੋਤੇ ਸਨ।
"
"My father was in Air Force, maternal grandfather served the Army and mama was in Navy.
","ਮੇਰੇ ਪਿਤਾ ਇਟਲੀ ਦੇ ਅਬੈਂਸਡਰ ਰਹੇ ਅਤੇ ਮੇਰੀ ਮਾਤਾ ਐਮਪੀ ਰਹੀ ਜਦਕਿ ਮੇਰਾ ਭਰਾ ਵੀ ਆਰਮੀ ’ਚ ਸੀ।
"
"He was last seen in Imtiaz Ali's 'Jab We Met' (2007) playing Kareena Kapoor's grandfather.
","ਦਾਰਾ ਸਿੰਘ ਆਖ਼ਰੀ ਵਾਰ ਇਮਤਿਆਜ਼ ਅਲੀ ਦੀ 2007 ‘ਚ ਰਿਲੀਜ਼ ਹੋਈ ਫ਼ਿਲਮ ‘ਜਬ ਵੀ ਮੇਟ’ ਵਿੱਚ ਕਰੀਨਾ ਕਪੂਰ ਦੇ ਦਾਦੇ ਦੇ ਰੋਲ ਵਿੱਚ ਨਜ਼ਰ ਆਏ ਸਨ ।
"
"After that his grandfather took care of him.
","ਇਸ ਤੋਂ ਬਾਅਦ ਉਨ੍ਹਾਂ ਦੀ ਦੇਖਭਾਲ ਉਨ੍ਹਾਂ ਦੇ ਚਾਚੇ ਨੇ ਹੀ ਕੀਤੀ ਸੀ।
"
"His father’s name was Krishna Damédar, and his grandfather was Vishnudaés.
","ਉਸਦੇ ਪਿਤਾ ਦਾ ਨਾਂ ਸਰਦਾਰ ਕਿਸ਼ਨ ਸਿੰਘ ਅਤੇ ਮਾਤਾ ਦਾ ਨਾਂ ਵਿਦਿਆਵਤੀ ਸੀ।
"
"The cost of a gift from my grandfather was enormous.
","ਮੇਰੇ ਦਾਦੇ ਦੇ ਤੋਹਫ਼ੇ ਦੀ ਲਾਗਤ ਭਾਰੀ ਸੀ.
"
"His father’s name was Habib and grandfather’s name was 'Amarah.
","ਇਸ ਦੇ_ਪਿਤਾ ਦਾ ਨਾਂ ਇਸਹਾਕ ਅਤੇ ਦਾਦੇ. ਦਾ ਨਾਂ ਇਬਰਾਹੀਮ ਸੀ।
"
"The Sardar’s great- grandfather, Sardar Hari Singh, was one of the commanders of Maharaja Ranjit Singh's army.
","ਅਟਾਰੀ ਚੋ ਸਰਦਾਰ ਚਤਰ ਸਿੰਘ ਤੇ ਰਾਜਾ ਸ਼ੇਰ ਸਿੰਘ ਵੀ ਮਹਾਰਾਜਾ ਰਣਜੀਤ ਸਿੰਘ ਦੀ ਫੌਜ ਦੇ ਜਰਨੌਲ ਸਨ ।
"
"He was also the grandfather of Guru Harkrishan ji, the older brother of Guru Tegh Bahadur ji and the uncle of Guru Gobind Singh ji.
","ਧੀਰਮੱਲ ਗੁਰੂ ਹਰਿਗੋਬਿੰਦ ਸਾਹਿਬ ਜੀ ਦਾ ਪੋਤਰਾ, ਗੁਰੂ ਹਰਿਰਾਇ ਸਾਹਿਬ ਜੀ ਦਾ ਭਰਾ, ਗੁਰੂ ਹਰਿਕ੍ਰਿਸ਼ਨ ਜੀ ਦਾ ਤਾਇਆ ਅਤੇ ਗੁਰੂ ਤੇਗ ਬਹਾਦੁਰ ਸਾਹਿਬ ਜੀ ਦਾ ਭਤੀਜਾ ਸੀ।
"
"His father and grandfather practised it too.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਅਤੇ ਚਾਚਾ ਭਲਵਾਨੀ ਕਰਦੇ ਸਨ।
"
"He was also the grandfather of Guru Harkrishan ji, the older brother of Guru Tegh Bahadur ji and the uncle of Guru Gobind Singh ji.
","ਗੁਰੂ ਹਰਿਕਿ੍‌ਸ਼ਨ ਜੀ ਬਾਬਾ ਗੁਰਦਿੱਤਾ ਜੀ ਦੇ ਪੌਤਰੇ ਸਨ ਤੇ ਬਾਬਾ ਗੁਰਦਿਤਾ ਜੀ (ਗੁਰੂ) ਤੇਗ਼ ਬਹਾਦਰ ਜੀ ਦੇ ਵੱਡੇ ਭਰਾ ਸਨ ।
"
"That means men reading this article will on average have half the sperm count of their grandfathers.
","ਇਸਦਾ ਅਰਥ ਇਹ ਹੈ ਕਿ ਇਸ ਲੇਖ ਨੂੰ ਪੜ੍ਹਨ ਵਾਲੇ ਮਰਦਾਂ ਦੇ ਸ਼ੁਕਰਾਣੂ ਆਪਣੇ ਦਾਦੇ ਦੇ ਔਸਤਨ ਸ਼ੁਕਰਾਣੂਆਂ ਦੀ ਗਿਣਤੀ ਦਾ ਅੱਧਾ ਹਨ।
"
"The picture shows a young Kartik in his grandfather’s arms.
","ਇਸ ਤਸਵੀਰ ਵਿਚ ਛੋਟਾ ਕਾਰਤਿਕ ਆਪਣੇ ਨਾਨਕੇ ਦੀ ਗੋਦ ਵਿਚ ਦਿਖਾਈ ਦੇ ਰਿਹਾ ਹੈ।
"
"Beloved husband, father, grandfather, brother, uncle, and friend.
","ਮਾਂ ਪਿਉ, ਇਸਤ੍ਰੀ, ਪੁੱਤਰ, ਰਿਸ਼ਤੇਦਾਰ, ਪਿਆਰੇ ਮਿੱਤਰ ਅਤੇ ਭਰਾ
"
"A loved husband, father, brother and grandfather.
","ਉਹ ਇੱਕ ਆਦਰਸ਼ ਪਤੀ, ਬਾਪ, ਤੇ ਭਰਾ ਸੀ।
"
"“Yes,” his grandfather replied.
","“ਹਾਂ ਭਾਈ ਹੈਗਾ” ਬਜ਼ੁਰਗ਼ ਨੇ ਜਵਾਬ ਦਿਤਾ।
"
"Suba Mela Singh Rachhin told us that this house was owned by his father-in-laws’ great grandfather Baba Bela Singh at that time.
","ਸੂਬਾ ਮੇਲਾ ਸਿੰਘ ਰਛੀਨ `ਨੇ ਦੱਸਿਆ ਕਿ ਇਹ ਮਕਾਨ ਉਸ ਵੇਲੇ ਉਨ੍ਹਾਂ ਦੇ ਸੋਹਰੇ ਦੇ ਪੜਦਾਦੇ ਬਾਬਾ ਬੇਲਾ ਸਿੰਘ ਦਾ
"
"Large father and grandfather
","ਵੱਡੇ ਪਿਤਾ ਅਤੇ ਦਾਦੇ
"
"Beloved husband, father, grandfather, family man and friend.
","ਮਾਂ ਪਿਉ, ਇਸਤ੍ਰੀ, ਪੁੱਤਰ, ਰਿਸ਼ਤੇਦਾਰ, ਪਿਆਰੇ ਮਿੱਤਰ ਅਤੇ ਭਰਾ
"
"A grandfather has died.
","ਚਾਚਾ ਮਰ ਗਿਆ ਸੀ।
"
"Both his father and grandfather were singers and musicians.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਵੀ ਕਥਾਵਾਚਕ ਅਤੇ ਸ਼ਾਸਤਰੀ ਗਾਇਕ ਸਨ ।
"
"The film's cast included Rishi Kapoor's grandfather Prithviraj Kapoor as Emperor Akbar, Madhubala as Anarkali, and Dilip Kumar as Prince Saleem/Jahangir.
","ਇਸ ਫਿਲਮ ’ਚ ਮਧੂਬਾਲਾ ਨੇ ਦਿਲੀਪ ਕੁਮਾਰ ਭਾਵ ਸ਼ਹਿਜ਼ਾਦਾ ਸਲੀਮ ਦੀ ਪ੍ਰੇਮਿਕਾ ਅਨਾਰਕਲੀ ਦੀ ਅਤੇ ਪ੍ਰਿਥਵੀ ਰਾਜ ਕਪੂਰ ਨੇ ਬਾਦਸ਼ਾਹ ਅਕਬਰ ਦੀ ਭੂਮਿਕਾ ਨਿਭਾਈ ਸੀ।
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","ਸੂਚਨਾ 'ਤੇ ਪੁੱਜੀ ਥਾਣਾ ਪੁਲਿਸ ਨੇ ਲੜਕੀ, ਉਸ ਦੀ ਮਾਂ ਤੇ ਪਿਤਾ ਨੂੰ ਹਿਰਾਸਤ 'ਚ ਲੈ ਕੇ ਮਾਮਲੇ ਦੀ ਜਾਂਚ-ਪੜਤਾਲ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ ਹੈ।
"
"""My grandfather was sad.
","” ਚਾਚਾ ਵੀ ਦੁਖੀ ਸੀ।
"
"A beloved son, husband, father, grandfather, brother, uncle and friend.
","ਮਾਂ ਪਿਉ, ਇਸਤ੍ਰੀ, ਪੁੱਤਰ, ਰਿਸ਼ਤੇਦਾਰ, ਪਿਆਰੇ ਮਿੱਤਰ ਅਤੇ ਭਰਾ
"
"Her mother and grandfather died from the disease.
","ਇਸ ਬਿਮਾਰੀ ਨਾਲ ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਜੀ ਅਤੇ ਪਤਨੀ ਵਿਛੋੜਾ ਦੇ ਗਏ ਸਨ।
"
"Her paternal grandfather was Sir Shah Nawaz Bhutto who came to Larkana Sindh before partition from his native town of Bhatto Kalan which was situated in the Indian state of Haryana.
","ਉਸਦੇ ਬਾਬਾ ਸਰ ਸ਼ਾਹ ਨਵਾਜ ਭੁੱਟੋ ਅਣਵੰਡੇ ਭਾਰਤ ਦੇ ਸਿੰਧ ਪ੍ਰਾਂਤ ਸਥਿਤ ਲਰਕਾਨਾ ਜਿਲ੍ਹੇ ਵਿੱਚ ਭੁੱਟੋ ਕਲਾਂ ਪਿੰਡ ਦੇ ਨਿਵਾਸੀ ਸਨ।
"
"Body of Jasprit Bumrahs grandfather found in Sabarmati river
","ਕ੍ਰਿਕਟਰ ਜਸਪ੍ਰੀਤ ਬੁਮਰਾਹ ਦੇ ਦਾਦੇ ਦੀ ਲਾਸ਼ ਸਾਬਰਮਤੀ ਨਦੀ 'ਚੋਂ ਮਿਲੀ
"
"A few months later my grandfather passed away.
","ਕੁਝ ਮਹੀਨਿਆਂ ਮਗਰੋਂ ਦਾਦੀ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"Both grandfathers were doctors.
","ਦੋਵੇਂ ਹੀ ਪੇਸ਼ੇ ਤੋਂ ਡਾਕਟਰ ਸਨ।
"
"At first the grandfather didn't understand.
","ਡੈਡੀ ਜੀ ਨੂੰ ਪਹਿਲਾਂ ਤਾਂ ਕੁਝ ਸਮਝ ਹੀ ਨਾ ਆਈ।
"
"My grandfather was not well.
","ਮੇਰਾ ਭਾਣਜਾ ਠੀਕ ਨਹੀਂ ਸੀ ਰਹਿੰਦਾ।
"
"The state lotteries of Russia have such a rich history, that in some of them our grandfathers also took part.
","ਰੂਸ ਦੇ ਸਟੇਟ ਲਾਟਰੀਆਂ ਦਾ ਅਜਿਹਾ ਅਮੀਰ ਇਤਿਹਾਸ ਹੈ, ਜਿਸ ਵਿਚ ਸਾਡੇ ਦਾਦੇ ਨੇ ਵੀ ਹਿੱਸਾ ਲਿਆ.
"
"Chokshi recalled that chance propelled his grandfathers to transport from small villages in Gujarat to Mumbai two generations in the past.
","” ਚੋਕਸੀ ਨੇ ਯਾਦ ਕੀਤਾ ਕਿ ਮੌਕਿਆਂ ਦੇ ਕਾਰਨ ਦੋ ਪੀੜ੍ਹੀਆਂ ਪਹਿਲਾਂ ਉਹਨਾਂ ਦੇ ਦਾਦਿਆਂ ਨੂੰ ਗੁਜਰਾਤ ਦੇ ਛੋਟੇ ਪਿੰਡਾਂ ਤੋਂ ਮੁੰਬਈ ਜਾਣਾ ਪਿਆ ਸੀ।
"
"His grandfather Arjan Singh, father Kishan Singh and uncle Ajit Singh, were all active in the freedom struggle.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਕਿਸ਼ਨ ਸਿੰਘ ਅਤੇ ਚਾਚਾ ਅਜੀਤ ਸਿੰਘ ਆਜ਼ਾਦੀ ਅੰਦੋਲਨ ਵਿੱਚ ਸ਼ਾਮਿਲ ਸਨ।
"
"The third Sikh Guru Amardas was his maternal grandfather.
","ਗੁਰੂ ਅਮਰਦਾਸ ਜੀ ਸਿੱਖ ਕੌਮ ਦੇ ਤੀਜੇ ਗੁਰੂ ਸਨ।
"
"His father’s name was Krishna Damédar, and his grandfather was Vishnudaés.
","ਕ੍ਰਿਸ਼ਨ ਜੀ ਦੇ ਪਿਤਾ ਦਾ ਨਾਂ ਵਸੂਦੇਵ ਅਤੇ ਮਾਤਾ ਦਾ ਨਾਂ ਦੇਵਕੀ ਸੀ ।
"
"Following this, she had written to the Additional Director General of Police (Law and Order) Munir Khan, seeking permission to visit the grave of her grandfather.
","ਉਨ੍ਹਾਂ ਨੇ ਵਧੀਕ ਪੁਲਸ ਮਹਾਨਿਰਦੇਸ਼ਕ (ਅਮਨ-ਕਾਨੂੰਨ) ਮੁਨੀਰ ਖਾਂ ਨੂੰ ਪੱਤਰ ਲਿਖ ਕੇ ਸਈਦ ਦੀ ਕਬਰ ’ਤੇ ਜਾਣ ਦੀ ਇਜਾਜ਼ਤ ਮੰਗੀ ਹੈ।
"
"In the United States, the actor's grandfather and grandmother emigrated from Italy.
","ਸੰਯੁਕਤ ਰਾਜ ਵਿਚ, ਅਭਿਨੇਤਾ ਦੇ ਦਾਦੇ ਅਤੇ ਨਾਨੀ ਇਟਲੀ ਤੋਂ ਆਏ ਸਨ.
"
"Her grandfather was a merchant and agriculturist.
","ਉਸ ਦੇ ਪਿਤਾ ਜੀ ਇੱਕ ਠੇਕੇਦਾਰ ਅਤੇ ਬਿਲਡਰ ਸਨ।
"
"To your friends and relatives from the post office, you can send a letter from a fairy grandfather, and in souvenir shops buy cute gifts.
","ਪੋਸਟ ਆਫਿਸ ਤੋਂ ਤੁਹਾਡੇ ਦੋਸਤਾਂ ਅਤੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਲਈ, ਤੁਸੀਂ ਕਿਸੇ ਦੇਿਆਣੇ ਤੋਂ ਇੱਕ ਚਿੱਠੀ ਭੇਜ ਸਕਦੇ ਹੋ, ਅਤੇ ਸਮਾਰਕ ਦੀਆਂ ਦੁਕਾਨਾਂ ਵਿਚ ਬਹੁਤ ਵਧੀਆ ਤੋਹਫ਼ੇ ਖਰੀਦਦੇ ਹਨ.
"
"His name is Husam ad-DIn, his father’s name is Maulana Khwajah, and his great grandfather is Maulana Jalal ad-DIn.
","ਉਸਦੇ ਪਿਤਾ ਦਾ ਨਾਮ ਹਮੀਜੂਦੀਨ ਹੌਲਦਾਰ ਅਤੇ ਉਸਦੀ ਮਾਤਾ ਦਾ ਨਾਮ ਜੋਮਿਲਾ ਖ਼ਾਤੂਨ ਹੈ।
"
"He is fifth in line to the British throne behind his grandfather Prince Charles, his father Prince William, his older brother Prince George, and his older sister Princess Charlotte.
","ਗੱਦੀ ਦੇ ਵਾਰਸਾਂ ਵਿੱਚੋਂ ਇਹ ਰਾਜਕੁਮਾਰ ਆਪਣੇ ਦਾਦੇ ਪ੍ਰਿੰਸ ਚਾਰਲਸ, ਪਿਤਾ ਪ੍ਰਿੰਸ ਵਿਲੀਅਮ, ਭਰਾ ਪ੍ਰਿੰਸ ਜੌਰਜ ਤੇ ਵੱਡੀ ਭੈਣ ਪ੍ਰਿੰਸਿਸ ਸ਼ੈਰਲਟ ਤੋਂ ਬਾਅਦ ਪੰਜਵੇਂ ਸਥਾਨ ’ਤੇ ਹੈ।
"
"Police have arrested two men - Surpreet Singh and his grandfather Surjit Singh - in connection with the crime.
","ਇਸ ਮਾਮਲੇ 'ਚ ਦੋ ਮੁਲਜ਼ਮਾਂ ਸੰਨੀ ਤੇ ਸਿਮਰਜੀਤ ਸਿੰਘ ਨੂੰ ਪੁਲਿਸ ਨੇ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਸੀ।
"
"Her grandfather was a school teacher and her father a doctor.
","ਇਸ ਦਾ ਪਿਤਾ ਚਕਿਤਸਾ ਦਾ ਪ੍ਰੋਫੈਸਰ ਅਤੇ ਡਾਕਟਰ ਸੀ।
"
"Aha, it was my grandfather!
","ਓ ਲੈ, ਇਹ ਤਾਂ ਮੇਰੇ ਪਾਪਾ ਸੀ।
"
"Abhinandan’s grandfather was also in the IAF, he said.
","ਅਭਿਨੰਦਨ ਦੇ ਪਿਤਾ ਆਪ ਵੀ ਹਵਾਈ ਫੌਜ ਵਿਚ ਅਧਿਕਾਰੀ ਰਹਿ ਚੁੱਕੇ ਹਨ।
"
