eng_Latn,pan_Guru
"Because of this, when Burney published Evelina anonymously, she only told her siblings and two trusted aunts.
","ਇਸ ਵਜ੍ਹਾ ਕਰਕੇ, ਜਦੋਂ ਬਰਨੀ ਨੇ ਅਨਾਮ ਤੌਰ ਤੇ ਆਪਣਾ ਨਾਵਲ ਐਵੇਲਿਨਾ ਕਾਸ਼ਿਤ ਕੀਤਾ, ਤਾਂ ਉਸਨੇ ਸਿਰਫ ਆਪਣੇ ਭੈਣ-ਭਰਾਵਾਂ ਨੂੰ ਅਤੇ ਦੋ ਭਰੋਸੇਮੰਦ ਆਂਟੀਆਂ ਨੂੰ ਹੀ ਦੱਸਿਆ।
"
"This situation can be mitigated by the presence of young close relatives - sisters, aunts, etc. , who in case of death of parents can become a support and protection for a minor orphan, and to some extent compensate for the loss.
","ਇਸ ਸਥਿਤੀ ਨੂੰ ਨੌਜਵਾਨ ਨਜ਼ਦੀਕੀ ਰਿਸ਼ਤੇਦਾਰਾਂ - ਭੈਣਾਂ, ਨੀਆਂ, ਆਦਿ ਦੀ ਮੌਜੂਦਗੀ ਨਾਲ ਮਿਟਾਇਆ ਜਾ ਸਕਦਾ ਹੈ, ਜਿਹੜੇ ਮਾਪਿਆਂ ਦੀ ਮੌਤ ਦੇ ਮਾਮਲੇ ਵਿੱਚ ਇੱਕ ਨਾਬਾਲਗ ਅਨਾਥ ਲਈ ਇੱਕ ਸਹਾਰਾ ਅਤੇ ਸੁਰੱਖਿਆ ਪ੍ਰਾਪਤ ਕਰ ਸਕਦੇ ਹਨ ਅਤੇ ਕੁਝ ਹੱਦ ਤਕ ਨੁਕਸਾਨ ਲਈ ਮੁਆਵਜ਼ਾ ਦੇ ਸਕਦੇ ਹਨ.
"
"My father, mother, uncle, aunt, my elder sister.
","ਮੈਂ, ਮੇਰਾ ਭਰਾ, ਮਾਂ, ਦਾਦਾ-ਦਾਦੀ।
"
"All her family, cousins, uncles and aunts live in the same neighborhood.
","ਦੋਵੇਂ ਭੈਣਾਂ, ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਅਤੇ ਭੈਣਾਂ ਦੇ ਬੱਚੇ ਸਾਰੇ ਇਸੇ ਸਰਾਂ ਦੇ ਅੰਦਰ ਰਹਿੰਦੇ ਹਨ।
"
"She shared pictures of her parents and aunts and said that she missed her sister Kareena Kapoor.
","ਉਸਨੇ ਆਪਣੇ ਮਾਤਾ-ਪਿਤਾ ਅਤੇ ਆਂਟੀ ਦੀਆਂ ਤਸਵੀਰਾਂ ਸ਼ੇਅਰ ਕੀਤੀਆਂ ਅਤੇ ਕਿਹਾ ਕਿ ਉਹ ਆਪਣੀ ਭੈਣ ਕਰੀਨਾ ਕਪੂਰ ਨੂੰ ਯਾਦ ਕਰ ਰਹੀ ਹੈ।
"
"According to police, the boy was trained by his family to operate the weapon to kill his paternal aunt.
","ਪੁਲਸ ਮੁਤਾਬਕ ਬੱਚੇ ਨੂੰ ਉਸ ਦੇ ਪਰਿਵਾਰ ਨੇ ਉਸ ਦੀ ਰਿਸ਼ਤੇਦਾਰ ਦਾ ਕਤਲ ਕਰਨ ਲਈ ਹਥਿਆਰ ਚਲਾਉਣਾ ਸਿਖਾਇਆ ਸੀ।
"
"After the girl’s parents got wind of the incident, the aunt lodged a complaint with the police.
","ਇਸ ਘਟਨਾ ਤੋਂ ਬਾਅਦ ਬੱਚੀ ਦੇ ਮਾਪਿਆਂ ਨੇ ਪੁਲਿਸ ਨੂੰ ਸ਼ਿਕਾਇਤ ਦਰਜ ਕਾਰਵਾਈ ਸੀ।
"
"In this picture, Aaradhya is accompanied by parents Aishwarya and Abhishek, grandparents Amitabh Bachchan and Jaya and aunt Shweta.
","ਇਸ ਤਸਵੀਰ 'ਚ ਐਸ਼ਵਰਿਆ ਆਪਣੀ ਸੱਸ ਜਯਾ ਬੱਚਨ, ਸਹੁਰਾ ਅਮਿਤਾਬ ਬੱਚਨ, ਬੇਟੀ ਆਰਾਧਿਆ ਤੇ ਭਾਣਜੇ ਅਗਸਤਿਆ ਨਾਲ ਦਿਖ ਰਹੀ ਹੈ।
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","ਪੁਲਸ ਨੇ ਇਸ ਮਾਮਲੇ 'ਚ ਲੜਕੀ ਦੇ ਪਤੀ ਤੇ ਉਸ ਦੇ ਸਾਥੀ ਨੂੰ ਹਿਰਾਸਤ 'ਚ ਲੈ ਲਿਆ।
"
"After his parents' death he was brought up by his aunt.
","ਮਾਂ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਚਾਚੀ ਨੇ ਹੀ ਉਨ੍ਹਾਂ ਦੀ ਪਰਵਰਿਸ਼ ਕੀਤੀ ਸੀ।
"
"In this video it can be seen that a toddler is running towards the airport security person and is seeking permission from him to hug her aunt at the airport.
","ਇਸ ਵੀਡੀਓ ਵਿਚ ਇਕ ਛੋਟੀ ਜਿਹੀ ਬੱਚੀ ਹਵਾਈ ਅੱਡੇ ਦੇ ਸੁਰੱਖਿਆ ਗਾਰਡ ਤੋਂ ਆਪਣੀ ਆਂਟੀ ਨੂੰ ਮਿਲਣ ਲਈ ਇਜਾਜ਼ਤ ਮੰਗਦੀ ਨਜ਼ਰ ਆ ਰਹੀ ਹੈ।
"
"After her mother died, she went to live with her aunt.
","ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਆਪ ਆਪਣੇ ਮਾਮੇ ਕੋਲ ਹੀ ਰਹੇ।
"
"He initially lived with his grandmother but was later brought up by his maternal aunt.
","ਪਹਿਲੇ ਉਹ ਆਪਣੀ ਦਾਦੀ ਦੇ ਨਾਲ ਰਹਿੰਦਾ ਸੀ ਪ੍ਰੰਤੂ ਬਾਅਦ ਵਿਚ ਉਹ ਨਾਨੀ ਦੇ ਘਰ ਪਲਿਆ।
"
"“It was aunt who was so anxious to see you.
","“ਮਂੈ ਤਾਂ ਆਪ ਤਹਾਨੂੰ ਦੇਖਣ ਲਈ ਬਹੁਤ ਹੀ ਬੇਤਾਬ ਸੀ।
"
"His mother is Canadian, his aunt Chinese.
","ਇਸਦੇ ਪਿਤਾ ਡੱਚ ਅਤੇ ਮਾਤਾ ਕੈਨੇਡੀਅਨ ਸੀ।
"
"After her mother’s early death, she and her sisters were raised by her father and a maternal aunt.
","ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਦੀ ਬੇਵਕਤੀ ਮੌਤ ਦੇ ਬਾਅਦ, ਉਸ ਨੂੰ ਪਹਿਲਾਂ ਉਸ ਦੇ ਭਰਾ ਨੇ ਅਤੇ ਫਿਰ ਉਸ ਦੇ ਚਾਚਾ ਨੇ ਪਾਲਿਆ ਸੀ।
"
"Both of her parents are dead and she lives with an aunt.
","ਜਿਸ ਦੇ ਮਾਤਾ ਪਿਤਾ ਦੀ ਮੌਤ ਹੋ ਚੁੱਕੀ ਹੈ ਅਤੇ ਇਹ ਆਪਣੇ ਦਾਦਾ ਦਾਦੀ ਨਾਲ ਰਹਿ ਰਹੀ ਹੈ।
"
"But is your aunt your mother's sister?
","ਕੀ ਤੁਹਾਡੀ ਮਾਂ ਦੀ ਜੱਮੀ ਹੀ ਤੁਹਾਡੀ ਭੈਣ ਹੈ ?
"
"A woman is a daughter, sister, niece, wife, mother, aunt, stepmother, and grandmother.
","ਉਹ ਇਕ ਧੀ, ਭੈਣ, ਬਹੂ, ਪਤਨੀ ਤੇ ਇਕ ਮਾਂ ਵੀ ਹੈ।
"
"Besides his wife survivors include a daughter, son, tw~ brothers and aunt.
","ਇਨ੍ਹਾਂ ਵਿਚ ਮ੍ਰਿਤਕ ਦੀ ਭੈਣ, ਪਤਨੀ, ਬੇਟੀ ਤੇ ਬੇਟਾ ਸ਼ਾਮਲ ਹਨ।
"
"Two of her aunts died in the road accident.
","ਇਸ ਸੜਕ ਹਾਦਸੇ ‘ਚ ਦੋ ਸਕੇ ਭਰਾਵਾਂ ਉਨ੍ਹਾਂ ਦੇ ਦੋਸਤ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"The aunt had no answer.
","ਭਾਈ ਜੀ ਦਾ ਪਾਸ ਕੋਈ ਉੱਤਰ ਨਹੀਂ ਸੀ।
"
"Both my father and my aunt were teachers.
","ਮੇਰੇ ਮਾਤਾ-ਪਿਤਾ ਦੋਵੇਂ ਅਧਿਆਪਕ ਸਨ।
"
"A family member can be a parent, grandparent, aunt or brother or sister.
","ਪਰਿਵਾਰਕ ਮੈਂਬਰਾਂ ਵਿਚ ਮਾਤਾ, ਪਿਤਾ, ਭਰਾ, ਭੈਣ, ਬੇਟਾ, ਬੇਟੀ, ਪਤੀ ਜਾਂ ਪਤਨੀ ਆਦਿ ਹੋ ਸਕਦੇ ਹਨ।
"
"Among the dead were parents, brothers, sisters, aunts, uncles, cousins and grandparents of the kids that live at the orphanage.
","ਉਹਨਾਂ ਮਰਨ ਵਾਲਿਆਂ ਵਿੱਚ ਬੱਚਿਆਂ ਦੀਆਂ ਮਾਵਾਂ, ਬਾਪ, ਭਰਾ, ਪੁੱਤ, ਭਤੀਜੇ ਆਦਿ ਸਨ।
"
"""I lived with my grandparents and my aunt.
","“ਮੈ ਪਹਿਲੇ ਆਪਣੀ ਸੱਸ ਅਤੇ ਪਤਨੀ ਨਾਲ ਰਹਿੰਦਾ ਸੀ ।
"
"If you have forbidden something to the child, then your husband (grandparents, aunts, uncles) should not allow the baby to do it.
","ਇਕ ਦੂਜੇ ਦੇ ਹੁਕਮ ਰੱਦ ਨਾ ਕਰੋ ਜੇ ਤੁਸੀਂ ਬੱਚੇ ਨੂੰ ਕੁਝ ਕਰਨ ਤੋਂ ਮਨ੍ਹਾ ਕੀਤਾ ਹੈ, ਤਾਂ ਤੁਹਾਡੇ ਪਤੀ (ਦਾਦਾ-ਦਾਦੀ, ਚਾਚੇ, ਚਾਚਿਆਂ) ਨੂੰ ਬੱਚੇ ਨੂੰ ਅਜਿਹਾ ਕਰਨ ਦੀ ਆਗਿਆ ਨਹੀਂ ਹੋਣੀ ਚਾਹੀਦੀ.
"
"The uncle and aunt were arrested.
","ਸੱਸ ਅਤੇ ਸਹੁਰੇ ਨੂੰ ਹਿਰਾਸਤ 'ਚ ਲੈ ਲਿਆ ਗਿਆ ਹੈ।
"
"And once again – happy birthday!My dear and beloved aunt!
","ਇਕ ਵਾਰ ਫਿਰ, ਮੇਰੀ ਪਿਆਰੀ ਦਾਦੀ ਜੀ ਨੂੰ ਜਨਮਦਿਨ ਮੁਬਾਰਕ!
"
"Her parents, brother along with an aunt and uncle died in the accident.
","ਇਸ ਹਾਦਸੇ 'ਚ ਲੂਸੀ, ਉਨ੍ਹਾਂ ਦੀ ਮਾਂ ਅਤੇ ਭੈਣ ਦੀ ਮੌਤ ਹੋ ਗਈ ਸੀ।
"
"Both aunts were killed in the accident.
","ਹਾਦਸੇ ਵਿਚ ਦੋਵੇਂ ਭੈਣਾਂ ਦੀ ਮੌਕੇ 'ਤੇ ਹੀ ਮੌਤ ਹੋ ਗਈ।
"
"Cousins are considered siblings, just as uncles and aunts are considered parents.
","ਦਿਉਰਾਂ ਜੇਠਾਂ ਨੂੰ ਭਰਾਵਾਂ ਸਮਾਨ ਤੇ ਨਨਾਣਾਂ ਨੂੰ ਭੈਣਾਂ ਸਮਾਨ ਸਮਝੀ।
"
"Her aunt Rebekah was Jacob's mother.
","ਲਾਬਾਨ ਯਾਕੂਬ ਦੀ ਮਾਂ ਰਿਬਕਾਹ ਦਾ ਭਰਾ ਸੀ।
"
"A wealthy aunt paid for her education at St Hildas College, Oxford and she was the first American woman to be awarded a postgraduate degree with first-class honors by St. Hildas.
","ਉਹ ਪੜ੍ਹਨ ਲਈ ਆਕਸਫੋਰਡ ਯੂਨੀਵਰਸਿਟੀ ਗਈ ਅਤੇ ਉਹ ਪਹਿਲੀ ਅਮਰੀਕੀ ਔਰਤ ਸੀ, ਜਿਸ ਨੂੰ ਸੈਂਟ ਹਿੱਲਡਾ ਕਾਲਜ ਦੀ ਫਸਟ ਕਲਾਸ ਆਨਰਜ਼ ਨਾਲ ਪੋਸਟ ਗ੍ਰੈਜੂਏਟ ਡਿਗਰੀ ਨਾਲ ਸਨਮਾਨਿਤ ਕੀਤਾ ਜਾਣਾ ਸੀ।
"
"A short time later, her aunt passed away.
","ਕੁਝ ਸਮਾਂ ਪਿੱਛੋਂ ਹੀ ਆਪ ਦੇ ਮਾਤਾ ਜੀ ਵੀ ਅਕਾਲ ਚਲਾਣਾ ਕਰ ਗਏ।
"
"His mother and aunt were injured in the incident.
","ਇਸ ਘਟਨਾ ਵਿਚ ਮੈਂ ਅਤੇ ਮੇਰੇ ਮਾਤਾ ਜੀ ਜ਼ਖਮੀ ਹੋ ਗਏ ਸਨ।
"
"Your mother, sister, wife, grandmother, aunts, daughter, friends.
","ਧੀਆਂ ਦੋਸਤ, ਪਤਨੀ, ਭੈਣਾਂ, ਜੱਗ ਜੰਨਣੀਆਂ ਮਾਵਾਂ ।
"
"Her mother was Salma bint ‘Amr, She is the paternal aunt of Mahmud ibn Labid.
","ਉਨ੍ਹਾ ਦੇ ਪਿਤਾ ਜੀ ਜਮਾਲ-ਉਦ- ਦੀਨ ਸੁਲੇਮਾਨ ਅਤੇ ਮਾਤਾ ਜੀ ਮਰੀਅਮ ਬੀਬੀ (ਕਰਸੁਮ ਬੀਬੀ) ਸਨ।
"
"At this time, my aunt’s husband died.
","ਇਸੇ ਵਕਤ ਵਿਚ ਉਸਦੀ ਸੱਸ ਦਾ ਸੁਰਗਵਾਸ ਹੋ ਗਿਆ।
"
"All the cousins, aunts, uncles, everyone.
","ਚਾਚੇ ਤਾਏ ਭੈਣ ਭਰਾ ਤੇ, ਸਾਰੇ ਰਿਸ਼ਤੇਦਾਰ।
"
"She took to Instagram to share photos with her parents, aunts and a cousin and mentioned how she missed her sister Kareena Kapoor.
","ਉਸ ਨੇ ਆਪਣੇ ਮਾਤਾ-ਪਿਤਾ, ਆਂਟੀ ਅਤੇ ਚਚੇਰੇ ਭਰਾ ਨਾਲ ਤਸਵੀਰਾਂ ਇੰਸਟਾਗਰਾਮ ‘ਤੇ ਸਾਂਝੀਆਂ ਕੀਤੀਆਂ ਅਤੇ ਦੱਸਿਆ ਕਿ ਉਹ ਆਪਣੀ ਭੈਣ ਕਰੀਨਾ ਕਪੂਰ ਨੂੰ ਕਿਵੇਂ ਯਾਦ ਕਰ ਰਹੀ ਹੈ।
"
"For example, brothers and sisters, uncles, aunts, father in law, mother in law and other intimate ones.
","ਜਿਵੇਂ ਭੈਣ-ਭਰਾ, ਮਾਂ-ਪਿਉ, ਦਾਦਾ-ਦਾਦੀ, ਨਾਨਾ-ਨਾਨੀ, ਤਾਏ, ਚਾਚੇ, ਦੋਸਤ, ਪ੍ਰੇਮੀ-ਪ੍ਰੇਮਿਕਾ ਆਦਿ।
"
"After seeing my mom, my aunt too started crying.
","ਮਾਂ ਦਾ ਰੋਣਾ ਵੇਖਕੇ ਉਮਾਂ ਵੀ ਰੋਣ ਲੱਗ ਪਈ।
"
"Priyaank Kolhapure is the son of actress Padmini Kolhapure(Shraddha's aunt) .
","ਅਦਾਕਾਰ ਪ੍ਰੇਮ ਚੋਪੜਾ ਉਸ ਦਾ ਚਾਚਾ-ਬਾਈ-ਵਿਆਹ (ਕ੍ਰਿਸ਼ਨਾ ਦੀ ਭੈਣ ਉਮਾ ਦਾ ਪਤੀ) ਹੈ।
"
"My aunt could not bear the shock and she died of heart attack.
","ਮੇਰੀ ਚਾਚੀ ਸਦਮਾ ਸਹਾਰ ਨਹੀਂ ਸਕੀ ਅਤੇ ਦਿਲ ਦਾ ਦੌਰਾ ਪੈਣ ਕਾਰਨ ਉਸਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"After his parents died, he stayed with his aunt.
","ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਆਪ ਆਪਣੇ ਮਾਮੇ ਕੋਲ ਹੀ ਰਹੇ।
"
"His grandfather, maternal uncle, and aunt looked after him.
","ਉਸਦਾ ਪਾਲਣ ਪੋਸਣ ਉਹਦੀ ਮਾਂ, ਉਹਦੀ ਚਾਚੀ ਅਤੇ ਉਹਦੇ ਦਾਦੇ ਨੇ ਕੀਤਾ।
"
"After the early deathof his mother, he was raised by his aunt and uncle.
","ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਦੀ ਬੇਵਕਤੀ ਮੌਤ ਦੇ ਬਾਅਦ, ਉਸ ਨੂੰ ਪਹਿਲਾਂ ਉਸ ਦੇ ਭਰਾ ਨੇ ਅਤੇ ਫਿਰ ਉਸ ਦੇ ਚਾਚਾ ਨੇ ਪਾਲਿਆ ਸੀ।
"
"At this time his aunt died.
","ਇਸੇ ਦੌਰਾਨ ਉਸ ਦੇ ਸਹੁਰੇ ਦੀ ਮੌਤ ਹੋ ਗਈ।
"
"His aunt Shobha Fadnavis, a BJP member, was a minister in the first Shiv Sena government.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ ਜਨਸੰਘ ਦੇ ਨੇਤਾ ਸਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਚਾਚੀ ਸ਼ੋਭਾ ਫੜਣਵੀਸ ਭਾਜਪਾ-ਸ਼ਿਵਸੈਨਾ ਦੀ ਪਹਿਲੀ ਸਰਕਾਰ 'ਚ ਮੰਤਰੀ ਸੀ।
"
"After her parents early demise, her grandparents, uncle and aunt raised her.
","ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਦੀ ਬੇਵਕਤੀ ਮੌਤ ਦੇ ਬਾਅਦ, ਉਸ ਨੂੰ ਪਹਿਲਾਂ ਉਸ ਦੇ ਭਰਾ ਨੇ ਅਤੇ ਫਿਰ ਉਸ ਦੇ ਚਾਚਾ ਨੇ ਪਾਲਿਆ ਸੀ।
"
"“This one is my aunt’s house.
","‘‘ਇਹ ਪ੍ਰਚੰਡ ਜੀ ਦਾ ਹੀ ਮਕਾਨ ਏ।
"
"He seated himself next to his aunt.
","ਉਹ ਚੁਪ ਕਰਕੇ ਦਾਦੀ ਦੇ ਲਾਗੇ ਬੈਠ ਗਿਆ ।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","ਹਾਲ ਹੀ ਸਲਮਾਨ ਖਾਨ ਨੇ ਆਪਣੀ ਭੈਣ ਅਪ੍ਰਿਤਾ ਦੇ ਬੇਟੇ ਆਹਿਲ ਦੀਆਂ ਤਸਵੀਰਾਂ ਇਨਸਟਾ ਉੱਤੇ ਸ਼ੇਅਰ ਕੀਤੀਆਂ ।
"
"After his mother died in childbirth, he was raised by his aunt.
","ਮਾਂ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਚਾਚੀ ਨੇ ਹੀ ਉਨ੍ਹਾਂ ਦੀ ਪਰਵਰਿਸ਼ ਕੀਤੀ ਸੀ।
"
"The boy’s aunt lives in Canada.
","ਲੜਕੇ ਦੀ ਭੈਣ ਕਨੇਡਾ ਵਿਚ ਸੈਟਲਡ ਹੈ।
"
"A mom is a wife, daughter, sister, friend, aunt too.
","ਉਹ ਇਕ ਧੀ, ਭੈਣ, ਬਹੂ, ਪਤਨੀ ਤੇ ਇਕ ਮਾਂ ਵੀ ਹੈ।
"
"A mother or an aunt?
","ਮੰਮੀ ਜਾਂ ਡੈਡੀ ਜੀ?
"
"With slightly more distant relatives like aunts and uncles it goes down to five percent.
","ਥੋੜ੍ਹੇ ਦੂਰ ਦੇ ਰਿਸ਼ਤੇ ਜਿਵੇਂ ਚਾਚਾ-ਚਾਚੀ, ਭਰਾ-ਭੈਣਾਂ ਨਾਲ ਰਿਸ਼ਤੇ ਦੀ ਪਛਾਣ 'ਚ ਪੰਜ ਫ਼ੀਸਦੀ ਹੋਰ ਕਮੀ ਆ ਜਾਂਦੀ ਹੈ।
"
"After his mother`s death his father, grand father, sister, brother and aunt took care of him.
","ਉਸ ਨੇ ਆਪਣੀ ਮਾਂ, ਬਾਪ, ਭੈਣ, ਭਾਣਜੀ ਅਤੇ ਦਾਦੀ ਦੀ ਜਾਨ ਲੈ ਲਈ ਜਦਕਿ ਦਾਦੇ ਨੂੰ ਗੰਭੀਰ ਜ਼ਖ਼ਮੀ ਕਰ ਕੇ ਖ਼ੁਦਕੁਸ਼ੀ ਕਰ ਲਈ ਗਈ।
"
"After her parents’ death, she went to live with her aunt.
","ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਆਪ ਆਪਣੇ ਮਾਮੇ ਕੋਲ ਹੀ ਰਹੇ।
"
"The child was living with her paternal uncle and aunt after her parents’ deaths.
","ਮਾਤਾ ਪਿਤਾ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਵਿੱਕੀ ਘਰ ਵਿਚ ਆਪਣੇ ਦਾਦਾ ਦਾਦੀ ਨਾਲ ਰਹਿ ਰਿਹਾ ਸੀ।
"
"“And my aunt and my sisters and my dad and mum.
","‘‘ਸਾਡੇ ਦੁਹਾਂ ਤੋਂ ਇਲਾਵਾ ਮੇਰੀ ਮਾਂ ਤੇ ਵੱਡੀ ਭੈਣ।
"
"My father, mother, uncle, aunt, my elder sister.
","ਮੇਰੀ ਮਾਂ, ਮੇਰਾ ਪਿਉ, ਮੋਰਾ ਗੌਤਮ, ਮੇਰੇ ਵੀਰ।
"
"“She was my aunt,” he says.
","ਉਹ ਦੱਸਦਾ, “ਮੇਰੀ ਮਾਂ ਦਾ ਨਾਂ ਅਤਰੀ ਸੀ।
"
"Her parents, brother along with an aunt and uncle died in the accident.
","ਇਸ ਦੁਰਘਟਨਾ ਵਿੱਚ ਮਹਿਕ ਦੇ ਪਿਤਾ,ਭਰਾ ਅਤੇ ਦਾਦੀ ਦੀ ਮੌਤ ਹੋ ਗਈ ਸੀ ਤੇ ਉਸ ਦੀ ਮਾਂ ਅਤੇ ਭੈਣ ਨੂੰ ਸੱਟਾਂ ਲੱਗੀਆਂ ਸਨ।
"
"Their 62-year-old aunt was also killed.
","ਬੱਚੇ ਦੀ 62 ਸਾਲਾ ਦਾਦੀ ਦੀ ਵੀ ਗੋਲੀਬਾਰੀ ਵਿਚ ਮੌਤ ਹੋ ਗਈ।
"
"After her mother died, her aunt took care of her.
","ਮਾਂ ਦੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਚਾਚੀ ਨੇ ਹੀ ਉਨ੍ਹਾਂ ਦੀ ਪਰਵਰਿਸ਼ ਕੀਤੀ ਸੀ।
"
"Also surviving are numerous aunts, uncles, cousins, nieces, nephews, other relatives, and many many friends.
","ਪਰਿਵਾਰ ਦੇ ਹੋਰ ਮੈਂਬਰਾਂ ਜਿਵੇਂ ਕਿ ਮਾਵਾਂ, ਚਾਚਿਆਂ, ਭਾਣਜੀਆਂ, ਭਤੀਜੇ, ਚਚੇਰੇ ਭਰਾ, ਅਤੇ ਇੱਥੋਂ ਤਕ ਕਿ ਗੂੜ੍ਹੇ ਦੋਸਤਾਂ ਦੇ ਵੀ ਬਹੁਤ ਸਾਰੇ ਵਿਕਲਪ ਹਨ.
"
"15-yr-old girl strangled to death by aunts
","15 ਸਾਲਾ ਕੁੜੀ ਨੇ ਖ਼ੁਦ ਨੂੰ ਦਿੱਤੀ ਭਿਆਨਕ ਮੌਤ, ਫਾਹੇ ਨਾਲ ਧੀ ਨੂੰ ਲਟਕੀ ਵੇਖ ਮਾਂ ਦੀਆਂ ਨਿਕਲੀਆਂ ਚੀਕਾਂ
"
"A mother, a father, a brother or sister, grandparents, aunts, uncles, friends and neighbors.
","ਮਾਂ, ਬੀਵੀ ਅਤੇ ਬੇਟੀ, ਭਾਈ, ਭੈਣ ਤੇ ਬੀਵੀ ਜਾਂ ਦੋਸਤ ਤੇ ਭਰਾ।
"
"And my sisters and my brother and my aunt.
","ਅਤੇ ਮੇਰੇ ਭਰਾਵੋ ਅਤੇ ਭੈਣੋ,
"
"It comprises a mother, a father and an aunt.
","ਇਸ ਵਿੱਚ ਉਸ ਦੇ ਮਾਤਾ-ਪਿਤਾ, ਭਰਾ ਤੇ ਜੀਜਾ ਸ਼ਾਮਲ ਹਨ।
"
"An aunt read him stories when he was a child.
","ਜਦੋਂ ਉਹ ਇਕ ਬੱਚਾ ਸੀ ਤਾਂ ਇਕ ਆਂਟ ਉਸ ਨੂੰ ਛੋਟੀਆਂ ਕਹਾਣੀਆਂ ਪੜ੍ਹ ਕੇ ਸੁਣਾਇਆ ਕਰਦੀ ਸੀ।
"
"After a while my aunt came.
","ਥੋੜ੍ਹੀ ਦੇਰ ਬਾਅਦ ਮੰਮੀ ਆਈ।
"
