eng_Latn,mar_Deva
"Abdul Rauf is the brother-in-law of Maulana Masood Azhar,leader of terrorist group Jaish-e-Mohammed.
","रउफ हा मौलाना जैशचा म्होरक्या मसूद अजहरचा तो भाऊ आहे.
"
"His mother, sister and brother-in-law were present at that time.
","त्यावेळी त्यांचा सावत्र भाऊ व सावत्र आई व इतर काही जण तेथे आले.
"
"Anti-Corruption Bureau (ACB) officials have arrested Vinay Bansal, son of Delhi Chief Minister Arvind Kejriwal’s brother-in-law, in connection with the PWD scam.
","नवी दिल्ली -पीडब्ल्यूडी घोटाळ्याप्रकरणी दिल्लीचे मुख्यमंत्री अरविंद केजरीवाल यांचा पुतण्या विनय बन्सलला अँटी करप्शन ब्युरो (एसीबी) ने अटक केली आहे.
"
"The actor's brother-in-law Aayush Sharma plays a gangster in the film.
","त्याच्या बहिणीचा पती अभिनेता आयुष शर्मा ह्यात ओम भूतकरने साकारलेली गॅंगस्टरची भूमिका करतोय.
"
"UPA chairperson Sonia Gandhi, Congress General Secretary Priyanka Gandhi Vadra and his brother-in-law Robert Vadra accompanied Gandhi.
","कॉंग्रेस अध्यक्ष राहुल गांधी आणि पक्षाचे सरचिटणीस ज्योतिरादित्य सिंधिया, राज बब्बर आदी प्रियांका यांच्यासोबत होते.
"
"Karisma Kapoor arrived at the party along with her brother-in-law and sister Kareena's husband Saif Ali Khan.
","या कार्यक्रमाला करिश्माची बहिण करिना कपूर दिसली नसली तरी तिचा पती सैफ अली खान यानं मात्र आवर्जुन उपस्थिती लावली.
"
"A similar notice was also issued to Nirav Modi's wife Ami, sister Purvi and brother-in-law Maiank Mehta.
","नीरव मोदीची पती अमी, बहीण पूर्वी मेहता आणि बहीणीचा पती मयंक मेहता यांनाही अशाच प्रकारे नोटीस बजावण्यात आली आहे.
"
"The police had earlier raided former Karnataka minister late Jeevaraj Alva’s son Aditya Alva, who is the brother-in-law of actor Vivek Oberoi.
","कर्नाटक पोलिसांनी मंगळवारी कर्नाटकचे माजी मंत्री जीवराज अल्वा यांचा मुलगा आदित्य अल्वाच्या घरी धाड टाकली.
"
"Arpita and Aayush pose for a picture with Sohail and Arbaaz Khan, their wives Seema and Malaika, Salman, his father Salim Khan, sister Alvira, brother-in-law Atul Agnihotri and the children of the house.
","फोटोत सलीम खान, पत्नी सलमा आणि मुलगा अरबाजसोबत पुढच्या रांगेत बसले आहेत, तर मागच्या रांगेत त्यांची मुलगी अलविरा, पती अतुल अग्निहोत्री, तिचा मुलगा, सोहेल खान, पत्नी हेलन, मुलगी अर्पिता आणि सलमान दिसत आहेत.
"
"Actor Salman Khan will soon be seen working with his brother-in-law Aayush Sharma in not one but two films.
","सलमान खान लवकरच त्याचा मेहूणा आयुष शर्मासोबत 'अंतिम' चित्रपटात काम करताना दिसणार आहे.
"
"Sridevi's family including her husband Boney Kapoor, children Janhvi and Khushi and brother-in-law Anil Kapoor attended the puja.
","शिवाच्या परिवारात पत्‍नी पार्वती, पुत्र कार्तिकेय व गणपती, व पुत्री अशोक्सुन्दरी तसेच शिवगण, शिवाचे वाहन नंदी आदींचा समावेश आहे.
"
"Salman Khan brother-in-law Aayush Sharma is all set to make his Bollywood debut opposite newbie Warina Hussain in Salman Khan Films' upcoming production, Loveyatri.
","बॉलिवूडचा दबंग खान सलमान खानच्या बहिणीचा नवरा आयुष शर्मा लवकरच ‘लवरात्री’ या चित्रपटाद्वारे सिनेसृष्टीत पदार्पण करतोय.
"
"Sushant’s family members including his sister Shweta Singh Kirti, brother-in-law and his former girlfriend Ankita Lokhande have been speaking about the late actor and demanding justice for him.
","सुशांतसिंह याची बहीण श्वेतासिंह कीर्ती, त्याची माजी गर्लफ्रेंड अंकिता लोखंडेसह त्याचे मित्र आणि चाहते गेल्या अनेक दिवसांपासून सोशल मीडियावर न्यायाची मागणी करत आहेत.
"
"The co-accused are Vasantha’s sister Manju alias Sandhya, mother Dhanalakshmi, brother-in-law Sanjay, Geetha alias Kumar and Divya’s aunt Krantiveni.
","याप्रकरणी पोलिसांनी वसंता, तिची बहीण मंजू उर्फ संध्या, आई धनलक्ष्मी, मेहुणे संजय, गीता कुमारी आणि वसंतची मावशी कांतीवेनी यांना अटक केली आहे.
"
"Salman Khan to star with brother-in-law Aayush Sharma in the Hindi remake of Marathi film 'Mulshi Pattern'
","आयुष शर्मासाठी सलमान खान बनवणार ‘या’ मराठी सिनेमाचा रिमेक
"
"His daughter Aishwarya and brother-in-law Ravichandran are with him at the hospital.
","त्यांच्यासोबत त्यांची मुलगी ऐश्वर्या आणि जावई रविचंद्रन देखील हॉस्पिटलमध्ये उपस्थित होते.
"
"A case of dowry death has been registered against her husband Naveen, her mother-in-law and brother-in-law by the police on their complaint.
","पिडीत महिलेने दिलेल्या तक्रारीवरुन सांगवी पोलिसांनी सासू, सासरे, पती आणि नणंदेवर गुन्हा दाखल केला आहे.
"
"Sanjay Singh, brother-in-law of MP CM Shivraj Singh Chouhan, joins Congress
","ऐन विधानसभा निवडणुकीच्या तोंडावर मुख्यमंत्री शिवराज सिंह चौहान यांचे मेहुणे संजय मसानी यांनी कॉंग्रेसमध्ये प्रवेश केला आहे.
"
"Congrats to you and your brother-in-law.
","तुम्हाला आणि चिरंजीवांना शुभेच्छा.
"
"But his brother-in-law refused to do so.
","पण तसं करायला त्यांच्या पतीनं नकार दिला.
"
"Present with her were her parents, sister and brother-in-law.
","सदर घटनेत तिचे वडील, सावत्र आई आणि काका हे सहभागी होते.
"
"Bhandari is already being investigated for allegedly buying a benami house for Congress President Rahul Gandhi’s brother-in-law Robert Vadra in London.
","ब्रिटनमध्ये प्रापर्टी खरेदी प्रकरणामध्ये सध्या काँग्रेस अध्यक्ष राहुल गांधी यांचे भावोजी रॉबर्ट वाड्रा यांची ईडीकडून चौकशी सुरू आहे.
"
"Salman Khan announced that Isabelle Kaif will make her debut in Bollywood with his brother-in-law Aayush Sharma in 'Kwatha'.
","इसाबेल कैफ सलमान खानच्या बहिणीचा मुलगा आयुष शर्मासोबत ‘क्वथा’ या बॉलिवूड सिनेमातून डेब्यू करणार आहे.
"
"Salman Khan recently attended the birthday party of his brother-in-law actor Aayush Sharma.
","सलमान नुकताच त्याच्या बहिणीचा म्हणजेच अर्पिता खान हिचा पती, आयुष शर्मा याच्या वाढदिवसाच्या पार्टीसाठी पोहोचला होता.
"
"Besides, he wasn’t alone, he had his brother-in-law with him.
","ती एकटी नाही तर भावालाही सोबत घेऊन आली.
"
"The movie features Aayush Sharma, the brother-in-law of Salman Khan, in his debut role.
","या सिनेमाची खासियत अशी की, या चित्रपटातून सलमान खानची बहीण अर्पिताचा नवरा आयुष शर्मा डेब्यू करीत आहे.
"
"The firm is owned by Raj Kundra's brother-in-law in the UK, the police said.
","पोलिसांनी दिलेल्या माहितीनुसार इंग्लंडमधील त्या कंपनीचा मालक राज कुंद्रा यांचा साला आहे.
"
"He was accompanied by UPA chairperson and mother Sonia Gandhi, sister Priyanka Gandhi Vadra and brother-in-law Robert Vadra.
","यावेळी त्यांची आई सोनिया गांधी, काँग्रेसच्या सरचिटणीस प्रियांका गांधी आणि रॉबर्ट वाड्रा हेदेखील उपस्थित होते.
"
"The film features Salman's brother-in-law Aayush Sharma and Warina Hussain in the lead role.
","सलमानची बहिण अर्पिताचा नवरा आयुष शर्मा या सिनेमात प्रमुख भुमिकेत असून सहकलाकार वरिना हुसेन आहे.
"
"Salman Khan is seen with his sister Arpita Khan and brother-in-law Aayush Sharma.
","या फोटोमध्ये अर्पिता खान भाऊ सलमान खानसोबत पोझ देताना दिसत आहे.
"
"This included his wife, parents, younger brother, brother-in-law and another relative.
","या नातेवाईकांमध्ये त्यांचे वडील, भाऊ, काका आणि इतर लोक सामील होते.
"
"Husband and brother-in-law suspended
","नवरा आणि सासऱ्याला अटक
"
"Alva is the brother-in-law of Bollywood actor actor Vivek Oberoi.
","आदित्य अल्वा हा विवेक ओबेरॉयच्या पत्नीचा भाऊ आहे.
"
"The police have recorded the statement of Siddhartha's mother, sister and brother-in-law.
","पोलिसांनी सिद्धार्थच्या आईचे बयान नोंदवले
"
"Rahul Roy's right side affected after brain stroke, responding to treatment, says brother-in-law Romeer
","ब्रेन स्ट्रोकमुळे राहुल रॉय यांच्या शरीराच्या डाव्या बाजूवर परिणाम; औषधांना सकारात्मक प्रतिसाद देत असल्याची डॉक्टरांची माहिती
"
"Newly-wed woman raped by brother-in-law; tortured by in-laws
","गर्भवती विवाहितेला सासरच्या लोकांकडून मारहाण; नाईलाजास्तव करावा लागला गर्भपात
"
"Anil Kapoor and Saurabh Shukla play brother-in-laws in the movie.
","या सिनेमात अनिल कपूर आणि अनुष्का शर्माच देखील काम करणार आहेत.
"
"His brother-in-law Aayush Sharma will be playing the lead antagonist in Antim.
","तर त्याचा भावोजी आयुष शर्मा (Aayush Sharma) यात गँगस्टरच्या भूमिकेत दिसणार आहे.
"
"Justice Datta is son of former Calcutta HC Judge Salil Kumar Datta and brother-in-law of former SC Judge Amitava Roy.
","दीपांकर दत्ता हे कोलकाता उच्च न्यायालयाचे माजी न्यायमूर्ती दिवंगत सलीलकुमार दत्ता यांचे ते चिरंजीव आहेत.
"
"Geeta was the sister of Haryana Police ADG OP Singh , who is the brother-in-law of late Sushant.
","गीता देवी या हरियाणाचे वरिष्ठ पोलीस अधिकारी ओपी सिंग यांची बहीण आहेत, जी सुशांत सिंग राजपूतची मेहुणी आहे.
"
"New Delhi: Actor Salman Khan and cricketer Gautam Gambhir will soon be related by the broad and inclusive Indian definition of family when Gauti's cousin marries Salman's sister's brother-in-law.
","नवी दिल्ली : चित्रपट अभिनेता सलमान खान आणि क्रिकेटर गौतम गंभीर आता नातेवाईक होणार आहेत.
"
"He is the brother-in-law of Gujarat BJP’s star campaigner actor Vivek Oberoi.
","विवेक ओबेरॉय भाजपाचा गुजरातमधला स्टार प्रचारक आहे.
"
"Aditya is the son of the late minister Jeevaraj Alva and the brother-in-law of Bollywood star Vivek Oberoi.
","आदित्य अल्वा हे विवेक ओबेरॉय यांचे शालक आणि माजी मंत्री जीवराज अल्वा यांचे पुत्र आहेत.
"
"Bhandari is already being investigated for allegedly buying a benami house for Congress President Rahul Gandhi's brother-in-law Robert Vadra in London.
","ब्रिटनमध्ये प्रापर्टी खरेदी प्रकरणामध्ये सध्या काँग्रेस अध्यक्ष राहुल गांधी यांचे भावोजी रॉबर्ट वाड्रा यांची ईडीकडून चौकशी सुरू आहे.
"
"Over 300 terrorists including Jaish chief Masood Azhar’s brother-in-law were killed.
","ज्यामध्ये जैश-ए-मोहम्मदचे अनेक महत्त्वाच्या दहशतवाद्यांसह जवळपास ३०० हून अधिक दहशतवाद्यांचा खात्मा झाला आहे.
"
"Salman Khan will be seen fighting it out with his brother-in-law, Aayush Sharma, in the upcoming film, Antim: The Final Truth .
","अर्पिता खान, म्हणजेच आपल्या बहिणीच्याच पतीसोबत; आयुष शर्मा याच्यासोबत सलमान 'अंतिम: द फाइनल ट्रूथ' या चित्रपटाच्या माध्यमातून प्रेक्षकांच्या भेटीला येणार आहे.
"
"Salman Khan's brother-in-law Aayush Sharma, husband of his younger sister Arpita, also accompanied him.
","यात तिच्यासोबत सलमानच्या बहिणीचा नवरा आयुष शर्मा होता.
"
"Upset at sister's love marriage, youth slashes brother-in-law
","प्रेमविवाह केल्याचा राग, भावाकडून तरुणाला लाथाबुक्क्यांनी मारहाण, बहिणीचेही केले अपहरण
"
"The movie has been produced by Salman's brother-in-law Atul Agnihotri.
","या सिनेमाची सलमानचा भावोजी अतुल अग्निहोत्रीने निर्मिती केली होती.
"
"Salman Khan's brother-in-law Aayush Sharma is all ready to make his Bollywood debut with 'Loveyatri'.
","सलमान खानची बहिण अर्पिताचा पती आयुष शर्मा ‘लव्हरात्री’ चित्रपटातून बॉलिवूडमध्ये पदार्पण करत आहे.
"
"Her mother-in-law and brother-in-law also lived in the same house.
","त्याच परिसरात त्याची सासू आणि मेहुणी सुद्धा राहायची.
"
"Aditya Alva is former Karnataka Minister Jeevaraj Alva’s son and actor Vivek Oberoi’s brother-in-law.
","विवेकची पत्नी प्रियंका अल्वा कर्नाटकचे माजी मंत्री दिवंगत जीवराज अल्वा यांची मुलगी आहे.
"
"Salman's brother-in-law Aayush Sharma will star in the movie.
","सलमान या चित्रपटात मुख्य भूमिकेत त्याच्या बहिणीचा नवरा आयुष शर्मा याला घेणार आहे.
"
"She alleged that after she resisted his “sexual advances,” she was fired and her husband and brother-in-law, both posted with the Delhi Police as head constables, were subsequently suspended.
","या लैंगिक शोषणाला आपण विरोध केला असता आपल्याला काढून टाकण्यात आले आणि दिल्ली पोलीस दलात हेडकॉन्स्टेबल असलेला तिचा पती आणि दिरालाही निलंबित केले गेले, असा तिचा आरोप आहे.
"
"Coming with us were my mother and father-in-law along with my brother-in-law, his wife and their two small children.
","सोबत पत्नी, दोन धाकटे भाऊ, काका आणि आत्यासह दोन लहान मुलं होते.
"
"After the death of Mahajan, his brother-in-law Munde played a major role in maintaining the BJP-Shiv Sena alliance intact.
","प्रमोद महाजन यांच्या निधनानंतर मुंडे यांनी शिवसेना आणि भाजपमध्ये योग्य समन्वय राखण्याचे आणि महत्त्वाचा दुवा म्हणून भूमिका बजावली होती.
"
"Actors Arbaaz Khan and Sohail Khan also arrived with his mother Salma Khan, sister Alvira and brother-in-law Atul Agnihotri.
","या फोटोशूटमध्ये त्याची बहीण, अभिनेत्री सारा अली खान आणि आई अमृता सिंह देखील सहभागी झाल्या होत्या.
"
"She was staying with her sister and brother-in-law there.
","त्याठिकाणी तो भाऊ आणि वहिनीसोबत रहायला होता.
"
"First look of Salman Khan and his brother-in-law Aayush Sharma's ' Antim: The Final Truth ' is finally out.
","बॉलिवूडचा भाईजान सलमान खान आणि आयुष शर्मचा ‘अंतिम: द फायनल ट्रुथ’ हा सिनेमा नुकताच रिलिज झाला आहे.
"
"The deceased are the cousin sister and brother-in-law of former minister and BJP leader Sudhir Mungantiwar.
","हे दाम्पत्य माजी अर्थमंत्री आमदार सुधीर मुनगंटीवार यांची चुलत बहीण आणि भावोजी असल्याची माहिती समोर येत आहे.
"
"BJP leader Mohit Kamboj, whose brother-in-law was let off by the NCB, has threatened to file a defamation suit against Malik.
","भाजप नेते मोहित कंबोज यांनी आपण नवाब मलिकांवर शंभर कोटीचा मानहानीचा दावा ठोकणार असल्याचा इशारा दिला होता
"
"Salman Khan's brother-in-law Aayush Sharma, husband of his younger sister Arpita, also accompanied him.
","सलमान खानची बहीण अर्पिताही तिच्या पतीसोबत आली होती.
"
"It is said that Kareena used to call Abhishek as her brother-in-law on the set.
","असे म्हटले जाते, की करीना सेटवर अभिषेकला भावोजी म्हणून हाक मारायची.
"
"Salman Khan's brother-in-law Aayush Sharma made his Bollywood debut with Loveyatri.
","सलमान खानच्या भावोजी म्हणजे आयुष शर्मासोबत कतरिनाच्या बहिणीने बॉलिवूडमध्ये डेब्यू केलं आहे.
"
"A similar notice was also issued to Nirav Modi”s wife Ami, sister Purvi and brother-in-law Maiank Mehta.
","अशीच नोटीस नीरव मोदीची पत्नी अमी, बहीण पूर्वी आणि बहिणीचे पती मयांक मेहता यांना देखील बजावण्यात आली आहे.
"
"Sushant's brother-in-law messaged DCP Dahiya.
","सुशांतच्या मेहुण्याने डीसीपी दहिया यांना कथितपणे मेसेज केला होता.
"
"Ayat's father and Salman Khan's brother-in-law Aayush Sharma (married to Arpita Khan Sharma) shared a priceless picture of Salman Khan and Ayat on his Instagram stories.
","सलमान खानची बहिण अर्पिताचा पती आणि अभिनेता आयुष शर्माने देखील त्याच्या मुलांचा बाप्पासोबतचा फोटो सोशल मीडियावर शेअर केला आहे.
"
"The deceased are the cousin sister and brother-in-law of former minister and BJP leader Sudhir Mungantiwar.
","कार नाल्यात कोसळून माजी मंत्री सुधीर मुनगंटीवार यांची चुलत बहिण, मेव्हण्याचा मृत्यु
"
"Sushant’s family members including his sister Shweta Singh Kirti, brother-in-law and his former girlfriend Ankita Lokhande have been speaking about the late actor and demanding justice for him.
","सुशांतसिंह याची बहीण श्वेतासिंह कीर्ती, त्याची माजी गर्लफ्रेंड अंकिता लोखंडेसह त्याचे मित्र आणि चाहते गेल्या अनेक दिवसांपासून सोशल मीडियावर न्यायाची मागणी करत होते.
"
"Twenty-one persons from his family including his mother, father, cousins, brother, brother-in-law, nephew, children etc. were corona infected and handled the situation without fear.
","आई, वडील, चुलते, चुलती, भाऊ, भावजया, पुतणे, मुले आदी एकवीस व्यक्ती पॉझिटिव्ह आल्याने त्यांनी न घाबरता परिस्थिती व्यवस्थित हाताळली.
"
"He is the brother-in-law of Gujarat BJP’s star campaigner actor Vivek Oberoi.
","विवेक ओबेरॉय गुजरातमध्ये भाजपाचे स्टार प्रचारक होते.
"
"They include Sunetra Pawar (Ajit Pawar’s wife), Parth Pawar (his son), Asha Pawar (his mother), Vijaya Patil (his sister), Mohan Patil (his brother-in-law) and Nita Patil (his sister).
","अजित पवार, त्यांच्या पत्नी सुनेत्रा, मुलगा पार्थ, आई आशाताई अनंतराव पवार, बहीण विजया मोहन पाटील, मेहुणे मोहन पाटील, दुसरी बहीण नीता पाटील आदींच्या खात्यावर ही रक्कम जमा झाल्याचा सोमय्या यांचा दावा आहे.
"
"Police later arrested her husband and two brothers-in-law in connection with the case.
","या घटनेनंतर पोलिसांनी घरमालक व पती या दोघांना अटक केली.
"
"The police have arrested the woman’s father, brother and two brothers-in-law.
","आरोपीच्या आई वडील, दोन बहिणींना खबरदारी म्हणून पोलिसांनी ताब्यात घेतले आहे.
"
"A case has been registered against three brothers-in-law of the woman, her son and her alleged lover.
","विवाहितेचा छळ प्रकरणी पतीसह, सासरे व दिर असे तीन जणांवर गुन्हा दाखल करण्यात आला आहे.
"
"A mother and father-in law, two brothers-in-law, two sisters-in-law, he had two children and a nephew.
","त्यांच्या पश्‍चात आई, वडील, भाऊ, दोन बहिणी, दोन मुली व दोन मुले असा परिवार होता.
"
"The police have arrested the woman’s father, brother and two brothers-in-law.
","या प्रकरणी पोलिसांनी तरुणीचे वडील, भाऊ आणि अन्य दोन नातेवाइकांना अटक केली आहे.
"
"Actor Arbaaz Khan, his girlfriend Giorgia Andriani and his brothers-in-law Aayush Sharma and Atul Agnihotri were also pictured together.
","या पार्टीत सलमानचा भाऊ आणि अभिनेता अरबाज खान गर्लफ्रेंड जॉर्जिया एँड्रीयानीसोबत दिसला.
"
"But as for her two brothers-in-law?
","पण तिच्यासोबत असणाऱ्या दोन बछड्यांचं काय?
"
"Police later arrested her husband and two brothers-in-law in connection with the case.
","या सर्व प्रकरणानंतर पोलिसांनी पीडितेचा पती व सासर्याला अटक केली होती.
"
"The police have arrested the woman’s father, brother and two brothers-in-law.
","याप्रकरणी मुलीचे वडील, काका, दोन भाऊ आणि अन्य दोघांना पोलिसांनी तत्काळ अटक केली आहे.
"
"Police later arrested her husband and two brothers-in-law in connection with the case.
","त्यानंतर पोलिसांनी पती आणि त्याच्या दोन्ही साथीदारांना अटक केली आहे.
"
"Actors Salman and Sohail Khan are her brothers-in-law and script writer Salim Khan is her father-in-law.
","हिंदी चित्रपटसृष्टीतील पटकथालेखक सलीम खान हे त्याचे वडील असून अरबाझ खान, सोहेल खान हे त्याचे भाऊ आणि बहीणअर्पपित असे आहेत.
"
"The police have arrested the woman’s father, brother and two brothers-in-law.
","तरुणीचे वडील, भाऊ आणि इतर दोन नातेवाइकांना केली अटक
"
"Both brothers-in-law were farmers.
","दोघेही भाऊ शेतीत रमले.
"
"Police later arrested her husband and two brothers-in-law in connection with the case.
","या सर्व प्रकरणानंतर पोलिसांनी पीडितेचा पती व सासर्‍याला अटक केली होती.
"
"The police have arrested the woman’s father, brother and two brothers-in-law.
","महिलेचे वडिल, भाऊ आणि दोन नातेवाईकांना अटक करण्यात आली आहे.
"
