eng_Latn,mar_Deva
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बॉलिवूड अभिनेत्री सोहा अली खानने नुकतंच काही फोटो सोशल मीडियावर शेअर केले आहेत.
"
"Geeta Basra and Harbhajan Singh's son Jovan made his Instagram debut with a video shared by his aunt.
","हरभजनती पत्नी आणि बाळाची आई गीता बसरा हिनेही तिच्या इन्स्टाग्रामवर एक व्हिडीओ शेअर केला आहे.
"
"Paternal aunt's son sexually assaults girl
","जन्मदात्या पित्यानेच केला मुलीवर लैंगिक अत्याचार
"
"His aunt Vasundhara Raje is a senior BJP leader and former chief minister of Rajasthan.
","ते भाजपच्या ज्येष्ठ नेत्या व माजी मुख्यमंत्री वसुंधरा राजे यांचे कडवे विरोधक मानले जातात.
"
"At the time of his birth his grandfather, mother and father, three aunts, an uncle and four siblings all lived in the house.
","लहाणपणी माझे वडील, त्यांचे सख्खे चार भाऊ, तिन बहिणी, त्यांचे दोन चुलत भाऊ त्या वाड्यात राहत असत.
"
"Grandparents, parents, uncles, aunts, and children all lived together.
","आई-वडील, मुलं, नातवंड सगळे एकत्र आलेत.
"
"The girl was living with her aunt after her mother’s death.
","आईच्या निधनानंतर चिमुरडी आपल्या नातेवाईकांकडे राहत होती.
"
"His mother and aunt were injured in the incident.
","या अपघातात ते आणि त्यांची आई जखमी झाले.
"
"All my aunts and uncles...and all my cousins.
","माझ्या तमाम बंधूनो, भगिनीन्नो, आणि मातांनो,
"
"A volunteer can be a parent, friend, grandparent, aunt, uncle, and older brother or sister.
","विश्वस्त म्हणून आई, वडील, भाऊ, बहिण किंवा नातेवाईक, मित्र असू शकतात.
"
"Both aunts were killed in the accident.
","या अपघातात दोघी बहिणींचाही दुर्दैवी मृत्यू झाला आहे.
"
"“I have six maternal uncles and three aunts.
","”मला सहा बहिणी आहेत, मलाही तीन मुली आहेत.
"
"And his mom and aunt!
","आणि चाची अन तिचा मुलगाही!
"
"The girl has been sent to her aunt’s house.
","मुलीला तिच्या आजीकडे सोपवण्यात आले आहे.
"
"These include brothers, sisters, nephews, uncles, aunts.
","भाऊ, बहीण, मेहुणी, पत्नीचे काका-मामा आदींचा समावेश आहे.
"
"Her aunt is seriously injured.
","यात सासरा गंभीर जखमी झाला आहे.
"
"His mother, aunt, and sisters reared him from a young age after the death of his father.
","लहान वयातच त्यांच्या वडिलांच्या निधनामुळे त्यांचे काका आणि आई यांनी त्यांचे संगोपन केले.
"
"Two of her aunts died in the incident.
","या घटनेमध्ये दोन सख्या भावांचा होरपळून मृत्यू झाला आहे.
"
"And the husband’s aunt?
","आणि भाऊंची बायको कोण?
"
"All three of their grandfathers, their father, aunts and uncles served in the US military.
","वडील, आजोबा आणि पणजोबा अशा तिघांनी सैन्यात सेवा केली आहे.
"
"Child kidnapped, murdered by aunt's lover
","आईच्या प्रियकराचे मुलाकडून अपहरण
"
"Her parents, brother along with an aunt and uncle died in the accident.
","त्यांचे भाऊ, वहिनी आणि पुतण्या एका अपघातात मृत्युमुखी पडले.
"
"The girl informed her aunt about the incident and a police case was filed the next day.
","त्यामुलीने सगळी घटना आपल्या बहिणीला सांगितली त्यानंतर त्या दोघींनी दुसऱ्या दिवशी पोलिस स्टेशनमध्ये जाऊन गुन्हा दाखल केला.
"
"A mother, daughter, sister, aunt, grandma, great grandma, friend, fur mommy and best friend.
","आजी-आजोबांची मैत्रीण, आई-बाबांची, भाऊ वहिनीची, ताईची, इतकेच काय बाळाची देखील मीमी मैत्रीणच.
"
"When she went out to the toilet near a horse farm adjacent to her aunt’s house in the evening, Ajith alias Killi Ajith intercepted her.
","संध्याकाळच्या वेळी ती शौचासाठी घराजवळील शेतात गेली असता, अजित ऊर्फ किल्ली याने तीला अडवले.
"
"Grandparents, parents, uncles, aunts, and children all lived together.
","आई-वडील, मुले, नातवेड सगळे एकत्र आलेत.
"
"Both aunts were killed in the accident.
","दोघाही बहीण-भावंडांचा या घटनेत दुर्दैवी मृत्यू झाला.
"
"After the aunt informed the mother of this, the mother took her daughter to a hospital.
","मुलीच्या आईला ही बाब समजल्यावर तिने मुलीला घेऊन दवाखान्यात गेली.
"
"An aunt lost her brother.
","बहिणीने आपला भाऊ गमावला.
"
"Both my mother and my aunt are dead.
","मामा आणि आजी यांचंही निधन झालं आहे.
"
"And what did your aunt say?
","मग काय म्हणाली तुझी आजी ?
"
"According to police, the girl's aunt and her boyfriend were arrested in this connection.
","याप्रकरणी संबंधित मुलगी आणि तिच्या प्रियकराला पोलिसांनी ताब्यात घेतले आहे.
"
"I talked to his aunt.
","त्यांच्या भावाशी मी बोललो आहे.
"
"And I saw my aunt.
","आणि मला ममा दिसली.
"
"According to the police, the 17-year-old girl stayed with her paternal aunt and uncle.
","पोलिसांनुसार, 17 वर्षीय मुलीला बालपणीच तिचे आजी-आजोबा आपल्या घरी घेऊन गेले होते.
"
"What can you give a business and family aunt on your birthday?
","आपण आपल्या वाढदिवसाच्या दिवशी व्यवसाय आणि कौटुंबिक आजी काय देऊ शकता?
"
"And what of my aunts?
","आणि माझ्या आजीचे सल्ले काय?
"
"According to the police, the victim had joined the school only recently and lived with his aunt in Vadodara.
","पोलिसांच्या मते संशयित फरार विद्यार्थी वडोदरा येथे त्याच्या नातलगासोबत राहत असून त्याने नुकतेच या शाळेत प्रवेश घेतला होता.
"
"There are uncles, aunts and in-laws of siblings.
","भाऊ, बहीण-भाऊ, काका-पुतणे अशी नाती तर आहेतच.
"
"“Your aunt?
","""तुझ्या ताई साहेब?
"
"Taimur's aunt, Karisma Kapoor was accompanied by her children, Samiera and Kiaan and mother, Babita Kapoor.
","खान कुटुंबातील बहुचर्चित अपत्य तैमूरसह बहिण करिष्मा व आई बबिता ही करिना सोबत आहे.
"
"She asks permission and then runs ahead to hug her aunt before her flight's departure.
","ती त्यांच्याकडे परवानगी मागते आणि मग फ्लाईटच्या आगमनाआधी आपल्या चुलतीची गळाभेट घेण्यासाठी पुढे पळते.
"
"Cricketer Suresh Raina's uncle killed, aunt critical after attack by robbers
","चेन्नई सुपरकिंग्जचा अष्टपैलू खेळाडू सुरेश रैनाच्या काकांची हत्या, दरोडेखोरांच्या हल्ल्यात परिवारातील चौघे जखमी
"
"But he didn’t mention this to his mother or his aunt.
","याबाबत मात्र त्यांनी त्यांच्या आईला कळवलेले नाही.
"
"The girl was sleeping at her aunt’s house in the afternoon.
","रात्री उशिरा मुलीला आईच्या कुशीत गाढ झोप लागली.
"
"She and her lawyer suffered critical injuries in the truck-car crash; her two aunts were killed.
","मोटार चालविणारे तिचे वकील व ती स्वतः गंभीर जखमी होऊन मरणासन्न झाले व तिच्या दोन मावश्या मृत्युमुखी पडल्या.
"
"He then helps his aunt with various chores.
","मग ती तिला तिच्या विविध कामांत मदत करते.
"
"My aunt was very happy
","सासू उगाच खूश झाली
"
"She started learning music at the age of five under her aunt.
","आपल्या आजीकडूनच तिने शास्त्रीय संगीताच्या संथा वयाच्या पाचव्या वर्षापासून घ्यायला सुरवात केली होती.
"
"“Your aunt?
",""" तीचा दादा?
"
"The state has also withdrawn the ‘X’ category security of former Mumbai Congress chief Kripashankar Singh, who quit the party, and BJP’s former minister Shobhatai Fadnavis, an aunt of Devendra Fadnavis.
","कॉंग्रेसचा राजीनामा देणारे माजी शहराध्यक्ष कृपाशंकरसिंह, माजी मंत्री शोभाताई फडणवीस यांची एक्‍स दर्जाची सुरक्षा काढण्यात आली.
"
"Apart from the family members, several star kids including Taimur Ali Khan and his aunt Soha Ali Khan with her daughter Inaaya Naumi Kemmu, Tusshar Kapoor's son Laksshya and Pragya Yadav with son, marked their presence at the bash.
","यामध्ये सोहा अली खान आणि तिची मुलगी इनाया खेमू, रणवीजय सिंग व त्याची मुलगी काइनाथ सिंग तसंच तुषार कपूर आणि त्याचा मुलगा लक्ष्य कपूर आदींनी हजेरी लावली होती.
"
"All her Grandparents were there, aunts and uncles, and family friends.
","त्याच्या बहिणी, आई-वडिल, मामा-मामी असा संपूर्ण कुटूंब येथे उपस्थित आहे.
"
"She's not my aunt.
","ते माझे काका नाहीत.
"
