eng_Latn,mar_Deva
"My grandmother was married at 14 and had three children by age 17.
","माझ्या आईचं वयाच्या १७ व्या वर्षी लग्न झालं होतं आणि २३ वर्षांची असताना ती तीन मुलांची आई होती.
"
"My grandmother was no exception.
","माझे दादा ही ह्याला अपवाद नव्हते.
"
"My grandmother was one of 8 sisters and 4 brothers.
","माझी आई ८ भावंडातली ४ भाऊ आणि ४ बहीणी.
"
"My grandmother was one of them.
","त्यापैकी आबा एक होते.
"
"My grandmother was the fourth daughter.
","माझी आई त्यातली चवथी मुलगी.
"
"My grandmother was the greatest inspiration in my life.
","माझी आई माझ्या जीवनातील सर्वात मोठी प्रेरणा आहे.
"
"My grandmother was the music teacher there.
","माझे आजोबा तिथं संगीत शिक्षक होते.
"
"My grandmother wasn't a politician.
","माझे आजोबा राजकारणी नव्हते.
"
"My grandmother wasn't home.
","मामा घरी नव्हते.
"
"My grandmother's birthday was August 6.
","भावाचा वाढदिवस ६ ऑगस्टला झाला होता.
"
"My grandmother's car.
","मामाची गाडी .
"
"My grandmother's daughter?
","मामाच्या मुलीला?
"
"My grandmother's did once.
","एकदा माझ्या आजोबांनी केली.
"
"My grandmother's family was huge too.
","मामांच्या कौटुंबिक परिवारही मोठा होता.
"
"My grandmother's never said anything.
","दादी काहीच बोलल्या नाहीत.
"
"My grandmother's photo.
","Amma चे छायाचित्र.
"
"My grandmother's,
","माझ्या वहीनीचे मामा,
"
"My grandmothers died when I was in college.
","मी कॉलेज मध्ये असताना माझ्या आई-निधन झाले.
"
"My grandmothers village.
","मामाचं गाव.
"
"My grandmothers were no exception.
","माझे दादा ही ह्याला अपवाद नव्हते.
"
"My great grandmother died at 92.
","माझी आज्जी वयाच्या ९२व्या वर्षी गेली.
"
"My great grandmother used to take me there all the time.
","आजोबा मला दरवेळी तिथं घेऊन जात.
"
"My great grandmother wasn't even born then.
","माझ्या आजोबांचे आजोबासुद्धा जन्माला आले नसतील तेव्हा.
"
"My memories of my grandmother are very special to me.
","माझ्या आईविषयीच्या आठवणी अगदी खास आहेत.
"
"My mother and grandmother also worked here.
","इथे बाप आणि आईसुद्धा काम करायची.
"
"My mother and grandmother are both great cooks.
","माझी आई आणि माझी सासू या दोघीही उत्तम स्वयंपाक बनवतात.
"
"My mother and grandmother raise me.
","आजोबांनी व आईने मला मोठे केले.
"
"My mother and grandmother raised me.
","आजोबांनी व आईने मला मोठे केले.
"
"My mother and grandmother too.
","अगदी माझी आई आणि आज्जी पण.
"
"My mother and grandmother used to fetch water at a distant place.
","माझी आई आणि मोठ्या बहिणी कुठून कुठून लाम्बून पाणी आणायच्या.
"
"My mother and grandmother were at home.
","दादी आणि अम्मी घरात होत्या.
"
"My mother and grandmother were horrified.
","मामा व आई दोघेही घाबरले.
"
"My mother and grandmother were in the house.
","दादी आणि अम्मी घरात होत्या.
"
"My mother and my grandmother are at home.
","अम्मी आणि दादी घरात.
"
"My mother and my grandmother grew me up.
","आजोबांनी व आईने मला मोठे केले.
"
"My mother and my grandmother were dead.
","दादी आणि अम्मी संपून गेल्या होत्या.
"
"My mother, grandmother and uncle were all teachers.
","त्याची आई, मी, आणि आजोबा, सगळे शिक्षकी पेशातले.
"
"My own mother and grandmother were quite different.
","माझा मोठी आई आणि नुस्तीच आई चा रेफरंस वेगळा होता.
"
"My paternal grandmother was an English teacher.
","तिचे वडील (माझे आजोबा) इंग्रजीचे प्राध्यापक होते.
"
"My paternal grandmother was diagnosed at age 80.
","माझ्या आजोबांना वयाच्या 80 वर्षी कोड झाले होते.
"
"November 13th is my grandmother's birthday.
","१३ नोव्हेंबर हा दादांचा जन्मदिवस.
"
"Now he went to his grandmother.
","तो आता मामाकडे गेलो हा.
"
"Of course my mother, sisters, and grandmother were all supportive as well.
","अर्थात माझे आई वडील, नवरा, बहीण ह्या सगळ्यांनीही फार मोलाची साथ दिली.
"
"On my grandmother's birthday.
","मेरे दादी की आह पर.
"
"One day my grandmother told her father.
",""""""" एक दिवस बाबा आईला सांगत होते.""
"
"One day she went to her grandmother.
","एक दिवस ती तिच्या आज्जीला भेटायला गेली होती.
"
"One day she went to visit her grandmother.
","एक दिवस ती तिच्या आज्जीला भेटायला गेली होती.
"
"One day, I was staying at my grandmother's house.
","एक दिवस मी मामीच्या घरी होतो.
"
"One day, she went to see her grandmother.
","एक दिवस ती तिच्या आज्जीला भेटायला गेली होती.
"
"One of which is our grandmother's 85th birthday.
","निमित्त ठरतंय ते म्हणजे तिच्या आजोबांचा 85 वा वाढदिवस.
"
"Our grandmother was a painter.
","आमचे आजोबा मूर्तीकार होते.
"
"Our grandmothers never had it so good.
","आमच्या आज्जीनी कधीच इतके लाड नाही केले आमचे.
"
"Question: My grandmother is 75 years old.
","' प्रश्न: माझ्या आईचे वय ७५ वर्षे आहे.
"
"Recently in an interview, Sara Ali Khan opened up about the bond she shares with her grandmother.
","अभिनेत्री सारा अली खानने नुकत्याच एका मुलाखती दरम्यान आपल्या आईच्या सवतीसोबत असलेल्या संबंधांबाबत खुलासा केला आहे.
"
"She became a grandmother in 2012.
","२०१२ साली ती आई झाली.
"
"She has to completely depend on her mother and grandmother.
","तिला पूर्णपणे आई आणि बहिणीवर अवलंबून राहावे लागत असे.
"
"She is my friend, teacher, mother and grandmother.
","ती माझी मैत्रीण आहे, माझी शिक्षक आहे, माझी मोठी आई आहे आणि माझे बाबा पण आहे.
"
"She is my mother, my grandmother, my sister, and my friend.
","ती माझी मैत्रीण आहे, माझी शिक्षक आहे, माझी मोठी आई आहे आणि माझे बाबा पण आहे.
"
"She knew his grandmother.
","आई नानांना तिनी ओळखलं.
"
"She left with her grandmother.
","मामासोबत तो बाहेर गेला.
"
"She liked to look at the old things stored in the grandmother's trunk.
","ती माझी पणजी च्या ट्रंक मध्ये संग्रहित जुन्या गोष्टी पाहण्यासारखे आवडले.
"
"She lives with her grandmother, one brother, and two other children.
","तो आपले आजोबा, एक काकू आणि दोन छोट्या भावांसोबत राहतो.
"
"She looked at her grandmother.
","तिने दादाजिंकडे बघितल.
"
"She looked at the grandmother.
","तिने दादाजिंकडे बघितल.
"
"She started with inspiration from her grandmother.
","तिने आजोबांकडून प्रारंभिक प्रेरणा घेतली होती.
"
"She stated that her grandmother had 12 children.
","त्या म्हणतात की त्यांच्या आईला एकंदर 12 मुले झाली होती.
"
"She took care of her grandmother.
","तिचा सांभाळ दादीबुआनं केला होता.
"
"She was a friend of my maternal grandmother.
","ती माझ्या लांबच्या मामाच्या मुलीची मैत्रीण होती.
"
"She was a longtime friend of my grandmother.
","ती माझ्या लांबच्या मामाच्या मुलीची मैत्रीण होती.
"
"She was living with her grandmother.
","ती मामाकडे राहत होती.
"
"She wasn't my REAL grandmother.
","खरं पाहता ती माझी सख्खी मम्मी नव्हती.
"
"She went to her grandmother.
","ती मामाकडे गेलीय.
"
"So his grandmothers tried to save him.
","त्यामुळे आजोबांनी तिला वाचविण्याचा प्रयत्न केला.
"
"So is my mother and grandmother.
","अगदी माझी आई आणि आज्जी पण.
"
"So was my mother and my grandmother as well.
","अगदी माझी आई आणि आज्जी पण.
"
"Suddenly, my grandmother says:
","अन अचानक मामा म्हणाला,
"
"Thank you for always taking great care of my grandmother.
","थँक्यू दादा माझी नेहमीच काळजी घेतल्याबद्दल.
"
"That was the year my grandmother died.
","ती घटना म्हणजे माझ्या आजोबांचं त्या वर्षी निधन झालं होतं.
"
"The baby, mother and grandmother were all crying.
","बाबा, मुलं, मामीजी असे सर्वचजण रडायला लागले.
"
"The child's grandmother asked.
","मुलाच्या आईने विचारले .
"
"The family comprises of 6 members including grandmother.
","आजोबांसह घरात एकूण सहा सदस्य आहेत.
"
"The family lived there with their son and grandmother.
","मुलीचे आजोबा परिवारासह तिथेच राहत होते.
"
"The film is the story of a granddaughter and a grandmother.
","या चित्रपटाची कथा आहे एका आजोबा व नातीची.
"
"The film narrates the story of a grandmother and her grandchildren.
","या चित्रपटाची कथा आहे एका आजोबा व नातीची.
"
"The first time was at my grandmother's house.
","दादांच्या घरी पहिल्यांदाच गेलो होतो.
"
"The girl eventually told her grandmother.
","अखेर मुलीनं तिच्या आईला सर्व प्रकार सांगितला.
"
"The girl was living there along with her maternal grandmother.
","मुलीचे आजोबा परिवारासह तिथेच राहत होते.
"
"The girl's grandmother?
","मामाच्या मुलीला ?
"
"The grandmother could not sleep.
","दादांना झोप येत नसे.
"
"The grandmother couldn't sleep.
","दादांना झोप येत नसे.
"
"The grandmother didn't know.
","दादांना ठाऊक नव्हते.
"
"The grandmother didn't say anything.
","दादी काहीच बोलल्या नाहीत.
"
"The grandmother lived alone.
","तिथं आज्जी एकटी राहायची.
"
"The grandmother looked at me.
","दादांनी माझ्याकडे बघितले.
"
"The grandmother of his father was JW Maxwell, who became the national bank president.
","गेट्सचे आजोबा जेडब्ल्यू मॅक्सवेल, राष्ट्रीय बँकेचे अध्यक्ष होते.
"
"The grandmother said nothing.
","दादी काहीच बोलल्या नाहीत.
"
"The grandmother shouldn't have said
","दादांनी असे बोलायला नको होते
"
"The grandmother was delighted.
","दादी खूश झाल्या.
"
"The grandmother was looking at me.
","दादांनी माझ्याकडे बघितले.
"
"The grandmother was of no help.
",". दादांना काही मदत मिळाली नाही.
"
"The grandmother won't talk to us.
","आजोबा आपल्याशी बोलणार नाहीत.
"
"The grandmothers know about questions.
","दादांना प्रश्नांची जाण आहे.
"
"The mother and grandmother were home.
","दादी आणि अम्मी घरात होत्या.
"
"The next day her grandmother died.
","दुसऱ्याच दिवशी या मुलीचे वडील मरण पावले.
"
"The other grandmother.
","दुसरी बुवाजी.
"
"The other reason is my grandmother.
","दुसरं कारण म्हणजे आज्जी.
"
"The parents and grandmother are present.
","आई आणि आजोबा तो उदाहरणार्थ उपस्थित आहेत.
"
"The second reason was my grandmother.
","दुसरं कारण म्हणजे आज्जी.
"
"The victims included the father, mother, grandmother, a baby and a girl.
","जखमींमध्ये आई, मुलगी, आजोबा आणि नातवाचा समावेश आहे.
"
"Their grandmother died that year.
","त्या वर्षी आजोबा मेला.
"
"There are 5 members in my family; my grandmother, my father, my mother, my an older sister and me.
","मित्रानो माझ्या घर मध्ये आम्ही पाच लोक आहोत मी, माझी आई, माझे वडील, माझा मोठा भाऊ आणि भाभी.
"
"There are five members in my family, my grandmother, my parents, my sister and.
","मित्रानो माझ्या घर मध्ये आम्ही पाच लोक आहोत मी, माझी आई, माझे वडील, माझा मोठा भाऊ आणि भाभी.
"
"There are five people in my family which are my grandmother, father, mother, me, and my younger brother.
","मित्रानो माझ्या घर मध्ये आम्ही पाच लोक आहोत मी, माझी आई, माझे वडील, माझा मोठा भाऊ आणि भाभी.
"
"There are five people in my family, my grandmother, my parents and my elderly brother.
","मित्रानो माझ्या घर मध्ये आम्ही पाच लोक आहोत मी, माझी आई, माझे वडील, माझा मोठा भाऊ आणि भाभी.
"
"There was her grandmother.
","तेथे होता दादाराय ।
"
"There was my grandmother.
","तेथे होता दादाराय ।
"
"These may be the first drawings of children, toys, which were played in childhood by grandmothers, Christmas garlands, mother's books and other things.
","मुलांना, खेळणी, एक मूल म्हणून खेळलेला अगदी grandmothers, ख्रिसमस माळा, हार, माझ्या आईच्या पुस्तके आणि इतर गोष्टी पहिल्या रेखाचित्रे असू शकते.
"
"This was my grandmothers car.
","ती ट्रक माझ्या आजोबांची होती.
"
"Today is my grandmother's 86th birthday.
","आज दादांची 86वी जयंती आहे, त्यानिमित्ताने उजाळा देऊयात त्यांच्या आठवणींना. . .
"
"Today is special to me because it is my grandmother's birthday.
","आजचा दिवस माझ्यासाठी खास आहे कारण आज माझ्या पिल्लू चा वाढदिवस आहे.
"
"We stayed at my grandmother's house for a week.
","मी एक आठवडाभर मामांच्या घरी राहिले.
"
"We stayed in my grandmother's home for a week.
","मी एक आठवडाभर मामांच्या घरी राहिले.
"
"When we were young, grandmother told us stories.
","आम्ही लहान असताना आज्जी आम्हांला खूप गोष्टी सांगायची.
"
"Who's the grandmother?
","दादी कोण आहे?
"
"You didn't go to your grandmother, did you?
","तुला मामाकडे जाता नाही आलं?
"
"You've killed my grandmother.
","तू तर आपल्या मामाचीच हत्या केली आहेस.
"
"Your grandmother did a great job.
","तुमच्या आई नी खूप खूप मोठे काम केले.
"
"Your grandmother's great.
","तुझी आई ग्रेट आहे.
"
"a bespectacled grandmother
","आडंबरपूर्ण दादी
"
"a day with my grandmother
","दादी सोबत रात्र
"
"back to my grandmother.
","मामा कडे परत जा.
"
"childhood with his mother and grandmother.
","तिच्या आईची किंवा वडिलांची आई सह बालपण.
"
"day with my grandmother's
","दादी सोबत रात्र
"
"don't want your grandmother seeing.
","तुमची नौंटकी बघायची नाही.
"
"friend of grandmother's.
","दादाचा मित्र.
"
"grandmother didn't say anything.
","दादी काहीच बोलल्या नाहीत.
"
"grandmother told me.
","नानीने सांगितलंय मला.
"
"grandmother's body.
","आजोबांचा मृतदेह.
"
"grandmother's name.
","दादांच्या नावाचा .
"
"grandmother's said.
","दादी म्हणाले
"
"grandmother's story . . .
","मामा मामीची झवाझवी झवाझवी कथा . . .
"
"my grandmother had called me.
","दादाने मला फोन केला.
"
"night with her grandmother.
","दादी सोबत रात्र
"
"tell his grandmother.
","दादाला सांगा.
"
"tell my grandmother.
","दादाला सांगा.
"
"the grandmother was alive.
","आजोबांची आई जिवंत होती.
"
"the grandmother's garden
","दादाजी का बगीचा
"
"the name of the grandmother.
","दादांच्या नावाचा .
"
"the second grandmother.
","दुसरी बुवाजी.
"
"there was the grandmother.
","तेथे होता दादाराय ।
"
"told to her by her grandmother.
","ते त्याच्या आज्जीने कौतिकाने सांगितले होते.
"
"Her parents are Saif Ali Khan and Amrita Singh, her grandmother is Sharmila Tagore and her aunt is Soha Ali Khan.
","खुद्द सारा अली खान, तिची आई अमृता सिंग आणि पापा सैफ अली खान सगळेच जाम आनंदात होते.
"
"Anne is mother of five, and grandmother of eight.
","आईला पाच सख्खे काका आणि एक आत्या.
"
"His mother and grandmother were wounded.
","त्यात तिचे आई-वडील व बहीण जखमी झाली आहे.
"
"""""""Both of my grandmothers were fantastic cooks.""
","""""""माझ्या दोनही आज्ज्या अप्रतीम स्वयंपाक करायच्या.""
"
"My grandmother mollycoddled me.
","मावशीनं माझ्याकडे बोचरा कटाक्ष टाकला.
"
"He asked his grandmother for help.
","मामाला त्यांनी मदत मागितली होती.
"
"Terming the Emergency imposed by his grandmother and former Prime Minister Indira Gandhi as ""wrong"", Rahul Gandhi said what is happening in India currently was ""fundamentally different"" from the Emergency.
","राहुल गांधी यांनी आणीबाणी चुकीची होती सांगताना सध्या देशात जे सुरु आहे ते आणीबाणीपेक्षा वेगळं आहे अशी टीका केंद्र सरकारवर केली आहे.
"
"He lived there with his mother, grandmother, aunt and two sisters.
","आई, दोन भाऊ आणि ती, असे चौघेजण येथे रहात होते.
"
"At this point, I was living in my grandparents’ one-bedroom house alongside my grandmother, grandfather, father, aunt and cousin.
","त्यावेळी दहा बाय दहाच्या खोलीत मी, माझी आई, माझी पणजी, माझी बहीण व भाऊ एवढी लोक रहात होतो.
"
"Once everybody including father-mother, uncle-aunt, grandfather, grandmother, and cousins used to live jointly.
","पूर्वी आईवडील, भाऊ, बहीण, काका, काकू या सगळ्यांचं कुटुंब असायचं.
"
"Man kills girlfriend’s brother, grandmother; commits suicide
","प्रेमविवाह केल्याने भावाने बहिणीच्या नवऱ्याची केली हत्या, बहिणीनेही केली आत्महत्या
"
"After his mother’s death, his grandmother became his guardian.
","वडिलांच्या निधनानंतर आईने त्यांचे संगोपन केले.
"
"New Delhi: Congress Vice President Rahul Gandhi will be taking a break from politics to visit his grandmother abroad, he announced on Twitter.
","नवी दिल्ली : काँग्रेस उपाध्यक्ष राहुल गांधी यांनी आपल्या ताज्या परदेश दौऱ्याची ट्विटरवर घोषणा केली आणि राजधानीत त्यावरुन जोरदार गदारोळही सुरु झाला.
"
"I’ve become a grandmother.
","मी मावशी झालेय. . .
"
"Both were mothers and grandmothers.
","हे दोघेही मामा-भाचे होते.
"
"After his father had died, he had moved in with his grandmother.
","आईच्या निधनानंतर त्या आपल्या वडिलांसोबत बिठूरला आल्या.
"
"A family is a father and a mother, as well as grandfather and a grandmother.
","कुटुंबात आई तसेच एक भाऊ आणि एक बहिण तसेच काका आणि त्यांचा परिवार आहे.
"
"Rajiv Gandhi was named after his maternal grandmother Kamala Nehru, wife of the first Prime Minister of India, Jawaharlal Nehru.
","राजीव गांधी यांचे नाव त्यांचे आजोबा म्हणजे पंडीत जवारहलाल नेहरु यांच्या पत्नीच्या नावावरुन ठेवण्यात आले.
"
"After his parents died his grandmother raised him along with his brothers and sisters.
","वडिलांच्या मृत्यूनंतर तिची आई मुलींना घेऊन भावाकडं येऊन राहिली.
"
"At the time of incident, victim’s grandmother and sister were at home while mother and two brothers were in New Delhi.
","या घटनेच्या वेळी मृत मुलांची आई आणि बहीण घरातच होते.
"
"In problem cases with health your grandmother will be able to correct it with the help of these modern devices.
","आरोग्यासह समस्या असलेल्या समस्या आपल्या आजोबा या आधुनिक उपकरणांच्या मदतीने ते दुरुस्त करण्यात सक्षम असतील.
"
"Our parents, sister-brother, uncles-aunts, grandfather, grandmother all are our relatives.
","आम्ही आज्जी-आजोबा, आई-वडील, मी-बहीण, काका-काकू नि त्यांचा मुलगा असे नऊजण राहतो.
"
"When the girl did not reach grandmother's house even after a long time, the family started searching for her.
","बराच वेळ होऊनही मुलगी घरी न आल्याने तिच्या कुटुंबियांनी शोधाशोध सुरु केली.
"
"He had regularly been visiting his grandmother’s house.
","पवनच्या आईला भेटायला तो सतत त्याच्या घरी यायचा.
"
"Speaking at the rally, Rahul divulged his childhood stories regarding his father Rajiv Gandhi, grandmother Indira Gandhi.
","भारतीय युवक काँग्रेसने आयोजित केलेल्या राजीव गांधी यांच्या फोटो प्रदर्शनात बनवलेल्या व्हिडीओमध्ये राहुल गांधी यांनी वडिलांसोबत विमानात घालवलेल्या आठवणी सांगितल्या.
"
"And what did my grandmother do?
","तर काय केले असते आईने ?
"
"The Congress had also referred to the assassination of former prime ministers Rajiv Gandhi and Indira Gandhi -- Rahul's father and grandmother respectively -- in the letter.
","काँग्रेसने या पत्रात काँग्रेसचे माजी पंतप्रधान राजीव गांधी आणि इंदिरा गांधी यांच्या हत्येबाबतही उल्लेख केला आहे.
"
"All of my nieces and nephews, my mother, my mother-in-law, hubby and grandmother.
","माझे सख्खे आज्जी आजोबा, मामा-मामी, आत्या, आत्तेभावडं हे सगळेच ठाण्याचे.
"
"Actor Ali Asgar, who played Kapil's grandmother in The Kapil Sharma Show has opened about Kapil Sharma's tumultuous phase.
","छोट्या पडद्यावरील दि कपिल शर्मा शोमध्ये अली असगर हा दादीची भूमिका साकारत होता.
"
"My mother, father and my grandmother were with me.
","तर माझ्या जडण-घडणीत मोठा वाटा माझे वडील, आई आणि मामाचा होता.
"
"An aunt lived in one home and a grandmother lived in an another.
","भावंडाची ताटातूट एक आईकडे, तर दुसरा वडिलांकडे राहत आहेत.
"
"But my parents and grandmother didn’t give up.
","पण माझ्या मामांनी अन आईने जिद्द नाही सोडली.
"
"A similar case happened to my grandmother.
","असाच प्रसंग सासऱ्यांच्या बाबतीतही घडला.
"
"The girl didn’t have parents and stays with her aunt and grandmother.
","मुलीची आई नाही आहे ती तिच्या वडील आणि भावासोबत राहते.
"
"A woman who is a daughter, sister, wife, mother, grandmother, and friend.
","स्त्री ही कन्या, बहीण, पत्नी, सून, माता, सासू असा प्रवास करते.
"
"Do not act like a grandmother.
","तूही भितऱ्यासारखी वागू नकोस.
"
"Priyanka Gandhi bears an uncanny resemblance to her grandmother and former Prime Minister Indira Gandhi.
","प्रियांका यांच्यामध्ये माजी पंतप्रधान इंदिरा गांधीचे प्रतिरूप दिसत आहे.
"
"Both of my grandmothers lived there.
","माझे दोन काका तिथे रहायचे.
"
"Randhir is survived by his grandmother, parents, wife and three children.
","राजेंद्रच्या पश्‍चात आई, वडील, पत्नी, तीन मुली, भाऊ असा परिवार आहे.
"
"His father, his uncle, his grandfather, and his grandmother were all lawyers.
","त्यांचे अाजोबा, वडील, भाऊ, बहीण, मुलगा हे सर्व वकील अाहेत.
"
"""My mother, brother, grandmother and one sister were killed.
","“माझी सासू, सासरा, ननंद हे माझ्या मृत्यूला कारणीभूत आहेत.
"
"At that time his grandmother did not at home.
","त्यावेळी तिचे आईवडील घरी नव्हते.
"
"Lata Mangeshkar was born in Indore at her maternal grandmother’s home.
","लता मंगेशकरांचा जन्म मध्य प्रदेशातील इंदूर शहरात झाला.
"
"Her mother and grandmother were inside at the time.
","त्यावेळी तिची आई आणि जुबेर तिथेच होता.
"
"Your grandmother’s influence…
","आजोबांचा प्रभाव. . .
"
"My family, mom, dad, grandmother all live there.
","माझे आई, बाबा, बहिण आणि माझा छोटा भाचा हे सगळेच घरी एकत्र आहोत.
"
"Arjun's grandmother Nirmal Kapoor had also attended the party.
","अभिनेता अर्जुन कपूरची लहान बहिण अंशुला देखील पार्टीला उपस्थित होती.
"
"The accused allegedly killed his parents, sister and grandmother, said the police.
","पोलिसांनी सांगितले की, आरोपी त्याच्या वडीलांच्या आणि भावाच्या मृत्यूला आईला जबाबदार ठरवायचा.
"
"Congress Vice President Rahul Gandhi paid floral tribute to his grandmother and former Indian Prime Minister Indira Gandhi on her Birth centenary.
","काँग्रसचे माजी अध्यक्ष राहुल गांधी यांनी माजी पंतप्रधान इंदिरा गांधी यांना त्यांच्या जयंतीदिनी श्रद्धांजली अर्पण केली.
"
"All three of us — my grandmother, mother and me.
","मी, माझी आई आणि पुतणी असे आम्ही तिघे आहोत.
"
"The girl's grandmother and brother were present at the house during the time of the incident.
","यावेळी तरुणीचे आई-वडील व भाऊ घरात उपस्थित होते.
"
"He is survived by his wife, one son, one brother, father and grandmother.
","त्यांच्या पश्चात एक मुलगा, एक मुलगी, पत्नी, आई, वडील, एक भाऊ व एक बहीण असा परिवार आहे.
"
"He also spoke disparagingly about Priyanka Gandhi's resemblance with her grandmother and former prime minister Indira Gandhi.
","तसेच त्यांनी काँग्रेस नेत्या प्रियंका गांधी यांची तुलना थेट दिवंगत पंतप्रधान इंदिरा गांधी यांच्याशी केली आहे.
"
"His mother and grandmother were near the spot.
","जवळ त्याची आई आणि बहीण होत्या.
"
"Subsequently, the grandmother of the girl lodged a complaint with the police.
","त्यानंतर द्युतीने आपल्या बहिणीविरोधात पोलिसात तक्रारही केली होती.
"
"Wise grandmother of the actress said that you should not use cosmetics in the morning.
","अभिनेत्रीची शहाणपणाची दाणी म्हणाली की आपण सकाळी सौंदर्यप्रसाधन वापरु नये.
"
"Akhil’s family includes his grandmother, mother, brother, sister-in-law, their baby and his wife, all of whom live in the same house.
","त्यांच्या एकत्र कुटुंबामध्ये आई, वडिल, भाऊ, पत्नी, मुलगी व मुलगा असा परिवार आहे.
"
"Basically in the family mother, father, grandfather, grandmother, uncle, aunty, brother, sister, daughter and son are the members of the family.
","त्याच्या पश्वात आई, वडील, भाऊ, काका, काकी, चुलत भाऊ, बहीण असा परिवार आहे.
"
"I learned it from my mother and grandmother,"" she said.
","ते तुझ्या आणि तुझ्या बाबांच्या अनुभवाने कळलंय मला', आई वैतागून म्हणाली.
"
"Priyanka Gandhi bears an uncanny resemblance to her grandmother and former Prime Minister Indira Gandhi.
","प्रियांका माजी पंतप्रधान इंदिरा गांधी यांच्याप्रमाणे दिसतात.
"
"At home there was only grandmother of the girl.
","घरी फक्ततिची वहिनी होती.
"
"And your children’s grandmother!
","आणि पाळणाघरात वाढणारी त्यांची मुलं!
"
"The victim’s maternal grandmother filed a case with Jhenigathi Police Station in this connection.
","याप्रकरणी मयत विवाहितेच्या आईने हिंजवडी पोलीस ठाण्यात फिर्याद दिली आहे.
"
"Her parents and grandmother stand beside her.
","तिची आई आणि आजोबा तिच्या पाठीशी ठामपणे उभे राहिले.
"
"At age 5, she was taught needlework by her grandmother.
","वयाच्या 5 व्या वर्षांपासून तिची आई तिला संतूर वादनाचे धडे देत होती.
"
"""My grandmother asked, 'Why are you crying?
","ख्वाजासाहेबांनी विचारले, ‘‘ अम्मा, तू का रडतेस ?
"
"The deceased had been living with his grandmother.
","या मृत व्यक्तीसोबत त्याचा सासरा राहात होता.
"
"But I do remember my mother and grandmother.
","पण आई आणि काकी यांचीच आठवण अधिक होते.
"
"After her grandmother’s death, she had no family to care for her.
","आईच्या मृत्यूनंतर वडिल तिचा देखभाल करत नव्हते.
"
"Her grandmother was Hindu, her grandfather British and father Armenian Christian.
","तिची आई भारतीय, वडील आणि नवरा श्वेतवर्णी, ख्रिश्चन अमेरिकन आहेत.
"
"Last week, her grandmother died.
","मागच्याच महिन्यात तिच्या सासूबाई वारल्या.
"
"Her family consisted of parents, a grandmother and a younger sister.
","आई, वडील, एक भाऊ आणि एक बहीण असा त्यांचा परिवार होता.
"
"And what about your grandmother?
","आणि आपल्या आईचं काय?
"
"It all started with the fact that Nonnie - my beloved grandmother Scout discovered breast cancer.
","या सर्व गोष्टींपासून सुरुवात झाली की नॉननी - माझ्या प्रिय आजोबा स्काउटला स्तन कर्करोगाची ओळख झाली.
"
"Congress Vice-President Rahul Gandhi pays floral tribute to his grandmother and former Prime Minister Indira Gandhi at Shakti Sthal,in New Delhi.
","काँग्रेसचे उपाध्यक्ष राहुल गांधी, माजी पंतप्रधान डॉ. मनमोहन सिंग यांनी इंदिरा गांधी यांच्या शक्तीस्थळ या समाधीस्थळी जाऊन आदरांजली वाहिली.
"
"After her grandmother passed, she was given a large inheritance.
","सासऱ्यांच्या पश्चात वारसा तिच्या मोठय़ा दिराकडे आला.
"
"My great grandmother’s name was Kamala.
","वृद्धा म्हणे माझे नाव कमला ।
"
"After his mothers death his family moved in with their grandmother.
","आईच्या निधनानंतर त्या आपल्या वडिलांसोबत बिठूरला आल्या.
"
"But it was the home of his grandmother.
","पण ते घर होतं सीताकाकूचं.
"
"""What are you, grandmother!
","“काय हो न्हाबी दादा!
"
"According to the police complaint, the accused had allegedly raped the victim and threatened to kill her grandmother if she revealed it to anyone.
","मिळालेल्या माहितीनुसार, पीडितेच्या आईने पोलिसांत फिर्याद दिली आहे की, आपल्या नवऱ्याने म्हणजेच, या मुलीच्या बापाने तिच्यावर बलात्कार करून, ही गोष्ट कुणाला सांगितल्यास जीवे मारण्याची धमकी दिली.
"
"The girl lived with her father and her grandmother.
","मुलगी आपले आई-वडील आणि भावासोबत राहत होती.
"
"The daughter of Martha Alex is the mother of two children, Jude and Truman, who once even took part in one of the culinary programs of their famous grandmother.
","मार्था अॅलेक्सची कन्या दोन मुलांची माता आहे, जुदे आणि त्रुमन, जो एकदाच आपल्या प्रसिद्ध दाणीच्या स्वयंपाक कार्यक्रमांत सहभागी झाला होता.
"
"At the age of 12 his grandmother died.
","ती १२ वर्षांची असतानाच तिच्या वडिलांचे निधन झाले.
"
"Arlyn is the mother of five grown children and grandmother of two.
","अँजेलिना चार मुलांची आई आहे आणि दोन मुलं तिने दत्तक घेतली आहेत.
"
"A father, wife, grandmother and a young son.
","नवरा , बायको, तरुण मुलगा आणि म्हातारी आई असा परिवार आहे.
"
"Emraan Hashmi's grandmother Meherbano Mohammad Ali was the sister of Shirin Mohammad Ali, who is the mother of Mahesh Bhatt and Mukesh Bhatt.
","शिरीन मोहम्मद अली महेश भट्ट आणि मुकेश भट्ट यांची आई होती.
"
"The victim’s maternal grandmother filed a case with Jhenigathi Police Station in this connection.
","याप्रकरणी पिडीत मुलीच्या आईने हिंजवडी पोलिसात तक्ररा दाखल केली आहे.
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","आईला चौकशीसाठी अटक खून प्रकरणात मुलाच्या आई, वडील आणि आजोबांना पोलिसांनी मृतदेह लपवल्याबद्दल अटक केली आहे.
"
