eng_Latn,mar_Deva
"my uncle's daughter
","चाची की बेटी
"
"my uncle's marriage
","चाची की शादी
"
"of uncle tom's cabin
","चाचा टॉम का केबिन
"
"photo of her uncle.
","चाची की फोटो
"
"said his uncle.
",". चाचा म्हणाला.
"
"smiled his uncle.
","चाची मुस्कुरा दीं.
"
"take care of an uncle.
","चाची का ख्याल रखना।
"
"take care of my uncle
","चाची का ख्याल रखना।
"
"thank you, uncle.
","धन्यवाद चाचा.
"
"the girl's uncle
","चाचा की बेटी
"
"the home of the bride's uncle,
","पडोसकी चाची के घर झांका,
"
"the uncle - l'oncle
","आंटी - चाची
"
"the uncle had said.
",". चाचा म्हणाला.
"
"the uncle's dog
","चा चाचा के भडवे कुत्ते
"
"there was an uncle.
","चाचा होता.
"
"uncle and aunts had not said a word.
","चाचा आणि अबू काहीही बोलले नाहीत.
"
"uncle and her grandchild.
","आजोबा आणि त्यांचा लहानगा नातू.
"
"uncle asked.
",". चाचाने विचारले.
"
"uncle ed (1)
","अंकल ली (1)
"
"uncle henry (1)
","अंकल ली (1)
"
"uncle in the country.
","देशातील चाचा
"
"uncle is gone.
","चाचा गेले.
"
"uncle of Ram.
","रामी की चाची
"
"uncle ray (1)
","अंकल ली (1)
"
"uncle to me.
","माझ्यासाठी माझे आजोबा.
"
"uncle was a well known artist
","आजोबा होते प्रसिद्ध कलाकार
"
"uncle's marriage.
","चाची की शादी
"
"uncle's photos.
","चाची तस्वीरें
"
"uncle's shop.
","चाचा की दुकान
"
"uncle's wish.
","चाचा की दुआ।
"
"was an uncle.
","चाचा होता.
"
"what do you say uncle
","क्या मतलब चाचा
"
"where's my uncle?
","कुठला आहे हा चाचा?
"
"who's the uncle?
","कुठला आहे हा चाचा?
"
"Raina's uncle- 58-year-old Ashok Kumar died after sustaining head injuries.
","58 वर्षीय अशोक कुमार यांच्या डोक्याला दुखापत झाल्याने त्याच रात्री त्यांचा मृत्यू झाला.
"
"Brother, father and uncle are physicians and his sister is a technologist.
","तिचे आई, भाऊ, मावशी डॉक्टर आहेत तर वडील सॉफ्टवेअर इंजिनिअर आहेत.
"
"""What happened uncle?
","""बुवांना काय झाले बुवा अचानकपणे?
"
"According to the police, the accused entered his uncle’s house for taking meal.
","पोलिसांनी दिलेल्या माहितीनुसार, आरोपी फिर्यादी यांच्या हॉटेलमध्ये जेवणासाठी आले होते.
"
"Aunt and uncle who?
","सासरा कोण आणि जावई कोण?
"
"She, lawyer Mahendra Singh and others related to her were on their way to meet her uncle in the Rae Bareli jail.
","त्यांना भेटण्यासाठी पीडिता, तिची चुलती, वकील महेंद्र सिंह आणि इतरजण रायबरेली तुरुंगात जात होते.
"
"Her aunt and uncle were at the house.
","घरात आजीबाई आणि त्यांची नात होती.
"
"Jeweller Nirav Modi and his uncle Mehul Choksi cheated the state-run bank of Rs 11,400 crore with the involvement of a few employees of the bank, PNB has alleged.
","नीरव मोदी व त्याच्या कंपन्यांनी बँक कर्मचार्‍यांना हाताशी धरून आर्थिक गैरव्यवहार केले आणि बँकेच्या यंत्रणेचा गैरवापर करत पैसे ट्रान्सफर केल्याचा व त्याची व्याप्ती 11,400 कोटी रुपये इतकी असल्याचा मुख्य आरोप आहे.
"
"He also attacked his mother and his uncle.
","त्यांनी अंकुश आणि त्यांच्या आईलासुद्धा मारहाण केली.
"
"Joining them were Arjun's uncle Sanjay Kapoor, his wife Maheep Kapoor and director-producer Karan Johar.
","सोनमच्या संगीत सोहळ्यात चुलत भाऊ अर्जुन कपूर आणि दिग्दर्शक करण जोहर देखील सहभागी झाले.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","या प्रकरणात पोलिसांनी मृतक नववधुच्या नवऱ्या, सासऱ्या आणि दिराविरोधात गुन्हा नोंदवला आहे.
"
"Sushant Singh Rajput's uncle lives with his family in their ancestral home in the village.
","‘सुशांतसिंग राजपूत याचे कुटुंब म्हणजे त्याचे वडील पाटण्यात राहतात.
"
"My brothers, my uncles and my aunt.
","माझे बहीण, भाऊ तसेच दीर सहकुटुंब असतात.
"
"The girl’s father Mahesh Reddy and uncle Sambasiva Reddy hatched a plot to kill Vijay on the intervening night. . .
","त्यामुळे चिडलेल्या मुलीचे वडिल महेश रेड्डी आणि चुलते संबविसा रेड्डी यांनी विजयकुमारला ठार मारण्याचा कट रचला.
"
"His father Sudhir Jadhav and uncle Subhash Jadhav are both retired Assisstant Commissioners of Police in Mumbai.
","त्यांचे वडील सुधीर जाधव हे मुंबई पोलिस दलाचे माजी कर्मचारी आहेत.
"
"Minor girl alleges sexual harassment by uncle
","वडिलांकडून लैंगिक अत्याचार होत असल्याचा अल्पवयीन मुलीचा आरोप
"
"Rai’s uncle and cousin were with him at the time of the incident.
","त्यावेळी रियासोबत तिचा भाऊ आणि वडील उपस्थित होते.
"
"A father, an uncle, a grandparent?
","नवरा, भाऊ, आई-वडील?
"
"Nirav Modi and his uncle Mehul Choksi are the main accused in the scam.
","यामध्ये नीरव मोदी आणि मेहुल चोक्सी हे प्रमुख आरोपी आहेत.
"
"Her uncle and his two children were killed.
","या मुलीच्या नवर्‍याने आणि तिच्या दोन दिरांनी ही हत्या केलीय.
"
"He is my uncle!
","तो माझा दृश्मन आहे!
"
"I went to my uncles house.
","मावशींच्या घरात गेले.
"
"Aunts, uncles, siblings, and grandparents all play an important role in a child's life.
","मुलांच्या जडणघडणीत आई, बाबा, आजी आजोबा, मोठी भावंडे ह्या सगळ्यांचाच मोठा वाटा असतो.
"
"Dad was really uncle.
","माझे दादा खऱ्या अर्थाने बाप माणूस होते.
"
"Brothers, sisters, aunts, uncles, nieces and nephews and cousins . . . we were all there.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"Actor Nawazuddin Siddiqui’s niece has filed a sexual harassment case against a man she has identified as her uncle
","नवाजुद्दीन सिद्दिकीच्या भावावर पुतणीचे लैंगिक शोषणाचे आरोप
"
"“I lost two of my uncles and a couple of friends.
","""मी माझ्या दोन जवळच्या भावडांना गमावलंय.
"
"Three-year-old raped by maternal uncle
","वडिलांनीच केला तीन वर्षांच्या मुलीवर बलात्कार
"
"Police has arrested victim’s uncle in this connection.
","या प्रकरणी वडवणी पोलिसांनी नराधम आरोपीला बेड्या ठोकल्या आहेत.
"
"Uttar Pradesh Chief Minister Akhilesh Yadav had recently sacked his uncle and SP state unit chief Shivpal Yadav, along with three other ""pro-Amar Singh"" ministers, from his cabinet.
","पक्षविरोधी कारवायांमुळे अखिलेश यादव यांनी नुकतेच शिवपाल यादव यांच्यासह तीन मंत्र्यांची मंत्रिमंडळातून हकालपट्टी केली होती.
"
"Police is searching for his uncle who is absconding.
","फरार बापाचा पोलीस कसून शोध घेत आहेत.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","त्यानुसार पोलिसांनी अल्पवयीन मुलीचे वडील, पती आणि सासू यांच्या विरोधात गुन्हा दाखल केला आहे.
"
"He had two ailing parents, two daughters, an uncle and an aunt.
","दोन बहिणी, दोन भाऊ, आई, वडील, चुलते असा त्यांचा मोठा परिवार होता.
"
"A father, son and uncle.
","वडील, आजोबा आणि पणजोबा.
"
"Anil comes from a family of filmmakers; he is the son of producer Surinder Kapoor, the brother of producer Boney Kapoor and actor Sanjay Kapoor and uncle to actors Janhvi Kapoor and Arjun Kapoor.
","सुरिंदर कपूर हे अभिनेता अनिल कपूर, बोनी कपूर आणि संजय कपूरचे वडिल आहेत.
"
"All my uncles, aunties and family friends got together.
","माझ्या सासर-माहेरचे, परिसरातल्या मैत्रिणी असे सगळे जमले.
"
"The accused is the boy’s uncle’s wife and she lives near his house.
","आरोपी महिला पीडित मुलाची नातेवाईक असून, ती त्याच्या घराजवळच रहाते.
"
"""What happened uncle?
","""काय झाले भावोजी?
"
"My father and uncle are not with me anymore.
","माझी आई आणि बाबा आता माझ्या जवळ नाही आहेत.
"
"A father, an uncle, a grandparent?
","आजी, आजोबा, आत्या, मावशी कोणीही ?
"
"A few days later her uncle came.
","काही दिवसांनी तो वडलांकडे आला.
"
"Police have arrested the Hyderbadi boy's paternal uncle.
","हडपसर पोलिसांनी या नराधम पित्याला बेड्या ठोकल्या आहेत.
"
"Becoming an aunt or uncle?
","नातू झाला की आजोबा झाला?
"
"""What happened uncle?
","“काय आइचर्य घडलं सासूबाई?
"
"The father, mother, uncle, aunt, the daughter and the son,
","सासु-सासरे, आई-वडील, दीर, जाऊ, नणंदा आणि वहिनी
"
"Billionaire jeweller Nirav Modi, his uncle Mehul Choksi and some PNB employees have been accused of defrauding the bank by misusing big sum credit instruments .
","नीरव मोदी, मेहुल चोक्सी आणि त्यांच्या कंपन्यांनी पीएनबीच्या अधिकाऱ्यांशी हातमिळवणी करत बँकेची फसवणूक केल्याचं सीबीआयने म्हटलं आहे.
"
"An uncle was a physician.
","सहप्रवाशात एक डॉक्टर होता.
"
"His father and his mother and his uncle and his aunt lived there, too.
","येथे त्याची आई, बहिण, आजी-आजोबा आणि मृत वडील राहत होते.
"
"Are you not her uncle?
","तेव्हचं नातू तू नाहीस काय ?
"
"And uncle went away.
","आणि बाबा निघून गेले.
"
"A family member is defined as being a parent, guardian, sibling, spouse, grandparent, child, aunt, uncle, niece, nephew or first cousin.
","कुटुंबातील व्यक्ती ही पिता, पती, पुत्र, भाऊ किंवा माता, पत्‍नी, पुत्री किंवा भगिनी यांपैकी एखादी भूमिका पार पाडत असते.
"
"After her parents early demise, her grandparents, uncle and aunt raised her.
","त्यांच्या आईचे अकाली निधन झाल्याने आईच्या आईने, आजोबाने या मुलाचे पालनपोषण केले.
"
"Reports say, Asha Devi, Raina’s aunt, is in critical condition while his uncle Ashok Kumar (58) died in the attack.
","यात रैनाची काकी आशा देवी गंभीर जखमी झाल्या असून त्यांच्यावर रुग्णालयात उपचार सुरू आहेत, तर त्यांचे पती अशोक कुमार (58) यांचा या हल्ल्यात मृत्यू झाला आहे.
"
"His father, his uncle, his grandfather, and his grandmother were all lawyers.
","त्यांचे अाजोबा, वडील, भाऊ, बहीण, मुलगा हे सर्व वकील अाहेत.
"
"The party has been split over an ongoing feud between Akhilesh and his uncle, Shivpal Yadav.
","शिवपाल व अखिलेश या चुलत्या-पुतण्यांच्या वादामुळे पक्षात फूट पडणार असल्याची चर्चा आहे.
"
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","चोक्सी आणि नीरव मोदी यांच्यावर पंजाब नॅशनल बँकेच्या (PNB) काही बँक अधिकाऱ्यांशी संगनमत करून 13,500 कोटी रुपयांची फसवणूक केल्याचा आरोप आहे.
"
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
","याच प्रकरणात चोक्सीचा भाचा नीरव मोदी हा देखील आरोपी आहे.
"
"According to the police, the accused entered his uncle’s house for taking meal.
","पोलिसांनी दिलेल्या माहितीनुसार, आरोपी हे फिर्यादी यांच्या हॉटेलमध्ये जेवणासाठी आले होते.
"
"All the parents were there, husbands and wives, brothers, uncles, aunts, grandparents.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"Santhu uncle. . .
","दादा सामंत. . .
"
"Mumbai: Mehul Choksi, the co accused in Punjab National Bank scam and the uncle of fugitive diamond merchant, Nirav Modi, submitted an affidavit in High Court through his lawyers.
","नवी दिल्ली : पंजाब नॅशनल बँक घोटाळ्यातील मुख्य सूत्रधार फरार हिरे व्यापारी नीरव मोदी याच्या विरोधात सरकारी पक्षाच्या वतीने पूर्वी मोदी आणि तिचे पती मयंक मेहता साक्ष देणार आहेत.
"
"Nationalist Congress Party chief, Ajit Pawar’s uncle, Sharad Pawar was present at the meeting.
","या बैठकीला राष्ट्रवादी काँग्रेसचे नेते अजित पवार यांनी हजेरी लावली.
"
""" The uncle questioned.
",""" बहीणीने गोंधळून विचारले.
"
"They were her uncle's eyes.
","तिच्यावरच त्यांच्या भाऊबंदांचा डोळा होता.
"
"He was born in his maternal uncle’s house.
","घराच्या बाथटबमध्ये तीने जन्म दिला आहे.
"
"Are they your uncle?
","ते तुमचे पप्पा आहेत का ?
"
"Police is searching for his uncle who is absconding.
","पोलिस फरार सावत्र पित्याचा शोध घेत आहेत.
"
"Besides these, two of my uncles died.
","पाठोपाठ माझ्या या दोन भावांचीही जीवधारणा झाली.
"
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","काही बँक अधिकाऱ्यांना हाताशी धरून मेहुल चोक्सी आणि नीरव मोदी यांनी पंजाब नॅशनल बॅंकेत १३,५०० कोटींचा घोटाळा केल्याचा आरोप आहे.
"
"Thank you so much, uncle.
","अवधूत दादा मी तुझी आभारी आहे.
"
"Diamontaire Nirav Modi and his uncle Mehul Choksi are accused of siphoning around Rs 13 thousand crores of Punjab National Bank through fraudulent means.
","पंजाब नॅशनल बँकेमधला नीरव मोदी व मेहूल चोक्सीने 13 हजार कोटी रुपयांचा महाघोटाळा ‘एलओयू’ व ‘एलओसी’ या हमीपत्रांच्या आधारने केला.
"
"After filing an FIR, the police arrested the minor' father and uncle.
","तपास केल्यानंतर पोलिसांनी तरुणीच्या वडिलांना आणि चुलत भावाला अटक केली आहे.
"
"The PSPL is a new party formed by Shivpal Yadav, the disgruntled former Samajwadi Party leader and uncle of Akhilesh Yadav.
","माजी मुख्यमंत्री अखिलेश यादव यांचे चुलते शिवपाल यादव यांनी नव्या पक्षाच्या स्थापनेची माहिती दिलीय.
"
"uncle are doing a pretty good job.
","दादा चांगलं काम करतात.
"
"Police have arrested the girl’s father, mother and uncle.
","या प्रकारानंतर पोलिसांनी मुलाच्या आईला आणि सावत्र बापाला अटक केली आहे.
"
"I was looking at uncle.
","मी अप्पांकडे पाहातच राहिले.
"
"I have five aunts and two uncles.
","मला पाच भाऊ आणि दोन बहिणी.
"
"(What happened uncle?
","(कुत्र्याला काय झाले होते?
"
"He then took the girl to his uncle’s house and raped her.
","त्यानंतर तिचा पाठलाग करत घरी जाऊन मुलीच्या चुलत्याला मारहाण केली.
"
"A grandfather or uncle?
","नातू झाला की आजोबा झाला?
"
"Among the prominent ones is the over Rs 13,000-crore fraud in the Punjab National Bank Ltd. allegedly committed by diamantaire Nirav Modi and his uncle Mehul Choksi, the promoter of Gitanjali Gems Ltd.
","या व्यतिरिक्त पंजाब नॅशनल बँक कर्ज फसवणूक प्रकरणात प्रमुख आरोपी असलेले हिरे व्यापारी नीरव मोदी आणि मेहुल चोक्सी यांच्यावर १३,००० कोटीचें नुकसान केल्याचा आरोप आहे.
"
"Ahil Sharma, Salman Khan's nephew came to visit his uncle on the sets along with his parents Arpita Khan and Aayush Sharma.
","सलमानच्या आई-वडिलांच्या म्हणजेच सलीम खान आणि सलमा खान यांच्या तसेच बहिण अर्पिता खान-शर्मा आणि आयुष शर्मा यांच्या लग्नाचा या दिवशी वाढदिवस होता.
"
"The accused is the victim’s cousin, son of her maternal uncle, the police said.
","पोलिसांनी दिलेल्या माहितीनुसार, आरोपी वडील पिडीत अल्पवयीन मुलीचा सावत्र बाप आहे.
"
"A 10-year-old girl, allegedly raped by her uncle, gave birth to a baby in Chandigarh.
","चंदिगढमधील 10 वर्षीय बलात्कार पीडित मुलीने बाळाला जन्म दिला आहे.
"
"The government has revoked passports of Nirav Modi and his uncle Mehul Choksi for the PNB fraud
","पीएनबी घोटाळ्यातील आरोपी नीरव मोदी आणि मेहुल चोकसीचे पासपोर्ट रद्द
"
"She had informed it to her mother and uncle.
","खुद्द त्याच्या आईने आणि बहिणीनेच ही माहिती दिली आहे.
"
"Minor girl raped by maternal uncle
","सावत्र वडिलांनी केला अल्पवयीन मुलीवर अत्याचार
"
"And that is my mother, father, grandmother, grandfather, uncles, Aunts and adult cousins.
","त्यात मी, आई, पप्पा, भाऊ, बहीण आणि माझी आजी इतके जण राहतो.
"
"His uncle Anil Dalpat was the first Hindu to play Test cricket for Pakistan.
","अनिल दलपत पाकिस्तान क्रिकेट संघातील पहिला हिंदू खेळाडू म्हणून खेळला.
"
"Nirav Modi and his uncle Mehul Choksi are among the main accused in the PNB scam.
","मेहुल चोक्सीसोबत त्याचा भाचा नीरव मोदीही पीएनबी घोटाळ्यातील प्रमुख आरोपी आहे.
"
"Late at night, Ajit Pawar reached the Silver Oaks residence of his uncle and NCP chief Sharad Pawar.
","अजित पवारांनी मंगळवारी रात्री सिल्व्हर ओक इथं जाऊन राष्ट्रवादी काँग्रेस अध्यक्ष शरद पवार यांची भेट घेतली.
"
"Both my father and my uncle were politicians.
","त्यांचे वडील आणि आजोबा दोघेही राजकारणी होते.
"
"Sanjay Kapoor is Arjun’s uncle.
","संजय कपूर हा अर्जुन कपूरचा चुलता आहे.
"
"An uncle and his wife were there.
","तिथे सासू-सासरे आणि पतीही होता.
"
"Armaan’s uncle Wasim Jaffer is a former India player.
","माजी भारतीय खेळाडू आणि सध्या विदर्भ संघाकडून खेळणाऱ्या वसीम जाफरचा अरमान हा भाचा आहे.
"
"Former Indian pacer, Irfan Pathan, too, condoled the demise and tweeted, “My dear brother Piyush Chawla’s father, Pramod uncle is no more.
","भारताचा माजी जलद गोलंदाज इरफान पठाण याने देखील पियुष चावलाच्या वडिलांच्या निधनावर शोक व्यक्त केला.
"
"Chirag Paswan's paternal uncle - Pashupati Kumar Paras - has been elected as their leader by the five of party's six MPs in place of him.
","पाच खासदारांनी चिराग पासवान यांच्याऐवजी पशुपतीकुमार पारस यांची नेता म्हणून निवड केली.
"
"Sambhaji Patil Nilangekar (BJP), grandson of former chief minister Shivajirao Patil Nilangekar, is pitted against his uncle Ashok Patil Nilangekar (Congress) in Nilanga.
","तर निलंग्यामध्ये माजी मुख्यमंत्री शिवाजीराव पाटील- निलंगेकर यांचे पुत्र अशोक पाटील यांना पुतणे कॅबिनेट मंत्री संभाजी पाटील निलंगेकर यांनी पराभूत केले.
"
"Also read: Gangrape, sexual abuse by uncle, taunts — what UP girl went through before killing herself
","हेही वाचा- अल्पवयीन मुलीवर सावत्र बापाकडून रेप; गुप्तांगात मिरची टाकून दिल्या नरक यातना
"
"Police has arrested victim’s uncle in this connection.
","याप्रकरणी पोलिसांनी मुलीच्या आरोपी भावाला बेड्या ठोकल्या आहेत.
"
"Besides Nirav Modi, the other accused include his brother Neeshal, wife Ami Modi, and uncle Mehul Choksi — all of whom are partners of Diamonds R US, Solar Exports and Stellar Diamonds.
","यांत प्रामुख्याने ज्वेलरी उद्योजक नीरव मोदी, त्याचा भाऊ निशाल मोदी, पत्नी अमी मोदी आणि आणि पार्टनर मेहूल चोकसी यांच्या खात्याचा समावेश आहे.
"
"The NCP leader claimed all 54 MLAs of the NCP were with him, which has since been contradicted by his uncle and party chief Sharad Pawar.
","राष्ट्रवादी कॉंग्रेसचे 54 आमदार त्यांच्यासोबत आहेत, असा दावा सुद्धा त्यांनी केला आहे, मात्र पक्षप्रमुख शरद पवार यांनी त्यांचा दावा खोटा आणि दिशाभूल करणारा असल्याचे म्हटले आहे.
"
"Meanwhile, police have arrested the uncle and brother of the girl.
","दरम्यान, पोलीस तरुणी आणि भटजीचा तपास घेत आहेत.
"
"""Yes, uncle.
","""होय पमाण्णा.
"
"My uncle helped us a lot.
","भावानं खूप मदत केली.
"
"Singh's uncle Shivdan Singh had been a two-time MLA and minister in the Bhairon Singh Shekhawat government.
","विश्वेंद्र सिंह – तीन वेळा आमदार होते आणि पूर्वी कॅबिनेट मंत्रीही होते.
"
"The court had recorded the statements of the rape victim’s uncle, mother, sister and one of her father’s colleague who had claimed to be an eyewitness to the incident.
","बलात्कार पीडिता, तिचे चुलते, आई, बहीण आणि बलात्काराचा साक्षीदार असल्याचा दावा करणाऱ्या तिच्या वडिलांच्या एका सहकाºयाचे म्हणणे न्यायालयाने नोंदवून घेतले होते.
"
"North Korean leader Kim Jong-Un has killed all of his executed uncle's close relatives, including children, say reports.
","उत्तर कोरियाचा नेता किम जोंग उन यानं आपल्या जवळच्या नातेवाईकांची हत्या केल्याचं सांगण्यात येतंय.
"
"Nirav Modi and his uncle Mehul Choksi are wanted in the PNB scam.
","पीएनबी घोटाळ्याप्रकरणी चोक्सीचा पुतण्या नीरव मोदीला अटक केली आहे.
"
"An uncle does not exist if there is no niece, a wife if there is no husband, a mother if there is no child.
","बापाला मुलगी नाही, भावाला बहीण नाही, दीराला वहिनी नाही, सासऱ्याला सून नाही अशीही गत आहे.
"
"As Spiderman’s uncle said: With great power comes great responsibility.
","मन स्पाइडरमॅन म्हणतो त्याप्रमाणे, “महान सामर्थ्यासोबत येते मोठी जबाबदारी”.
"
"A young girl’s uncle was murdered.
","एका लहान मुलीची हत्या केली गेली.
"
"Earlier, he had met Samajwadi Party chief Akhilesh Yadav and is also in constant touch with the SP chief’s uncle and PSPL Chief Shivpal Singh Yadav.
","त्यानंतर त्यांनी समाजवादी पक्षाचे ज्येष्ठ नेते मुलायम सिंह यादव आणि अखिलेश यादव यांची भेट घेतली.
"
"Minor girl raped by maternal uncle
","जन्मदात्या बापानेच केले अल्पवयीन मुलीवर दुष्कर्म
"
"These include brothers, sisters, nephews, uncles, aunts.
","यामध्ये बहीण, भाऊ, जावई यांचा समावेश आहे.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","याप्रकरणी पोलिसांनी मृत महिलेच्या पतीसह सासरा आणि सासू विरोधात गुन्हा दाखल केला असून अधिक तपास सुरू आहे.
"
"Also, superstar Rajinikanth is his uncle.
","तर रजनीकांत देखील सुपरस्टार आहेत.
"
"Police rushed to the spot and took her uncle to the hospital.
","तिने आईसोबत घटनास्थळी धाव घेऊन भावाला रुग्णालयात दाखल केले.
"
"Anil comes from a family of filmmakers. he is the son of producer Surinder Kapoor, the brother of producer Boney Kapoor and actor Sanjay Kapoor and uncle to actors Janhvi Kapoor and Arjun Kapoor.
","सुरिंदर कपूर हे अभिनेता अनिल कपूर, बोनी कपूर आणि संजय कपूरचे वडिल आहेत.
"
"’ The uncle asked in a small voice.
","” बाबांनी थोड्या चढ्या आवाजांत विचारले.
"
"My mother and uncle lived there.
","आई-वडील व बहिणी तिथे राहत होत्या.
"
"All of my uncles contributed to her support.
","त्याला माझ्या सगळ्या भगिनींनी भरघोस पाठिंबा दिला.
"
"Diamontaire Nirav Modi and his uncle Mehul Choksi are accused of siphoning around Rs 13 thousand crores of Punjab National Bank through fraudulent means.
","नीरव मोदी याने आपला नातेवाईक मेहुल चोक्सी याच्या सहकार्याने पंजाब नॅशनल बँकेला १३ हजार कोटी रुपयांचा गंडा घातला असा त्यांच्यावर आरोप आहे.
"
"Ashish Deshmukh, who contested against his uncle and senior NCP leader Anil Deshmukh, won from Katol (Nagpur district) on BJP ticket.
","काटोल मतदारसंघातून राष्ट्रवादीचे माजी मंत्री अनिल देशमुख यांचा त्यांचे पुतणे व भाजपचे उमेदवार आशिष देशमुख यांनी पराभव केला.
"
"child, parent, brother or sister, uncle or aunt, nephew or niece,
","आजी-आजोबा, आई-वडील, दोन मुले, दोन नातवंडे, पती किंवा पत्नी किंवा भावंडे.
"
"Her father and mother died while she was young, leaving her in charge of an uncle.
","लहान असतानाच त्यांच्या आईचा मृत्यू झाल्याने वडील-आजोबांनी मोलमजुरी करुन त्यांचे पालनपोषण केलं होत.
"
"The police has registered a FIR against an unidentified man on the complaint of groom’s paternal uncle.
","वडिलांनी दिलेल्या तक्रारीवरून फ्रेजरपुरा पोलिसांनी अज्ञात युवकाविरुद्ध पोस्कोअंतर्गत गुन्हा दाखल केला आहे.
"
"Police have taken the slain boy’s maternal uncle into custody in connection with the murder.
","युवतीच्या खूनाचा उलगडा करत पोलिसांनी याप्रकरणी मयत महिलेच्या चुलत भावाला बेड्या ठोकल्या आहे.
"
"Among his uncles were Sir Edward Burne-Jones and Sir Edward Poynter, both famous painters, and Alfred Baldwin, a future Prime Minister.
","त्यांच्या दोन मावशा अनुक्रमे सर एडवर्ड बर्न-जोन्स (चित्रकार), सर एडवर्ड पॉयंटर (चित्रकार) यांच्या पत्नी, तर तिसरी मावशी ही स्टॅनले बाल्डविन (ब्रिटनचे पंतप्रधान) यांची आई. अशा समृद्ध वारशाचा योग्य तो प्रभाव रुदयार्ड यांच्यावर पडला.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पोलिसांनी पती, त्याची दुसरी पत्नी आणि त्याची आई यांच्यावर गुन्हा दाखल केला आहे.
"
"""Yes, uncle.
","""हो, दाऊ.
"
"He also attacked his mother and his uncle.
","तसंच तिला आणि तिच्या आईला बेदम मारहाणही केली.
"
"Among those arrested were the murder victim’s parents and uncle.
","अटक झालेल्यांमध्ये मुलीचे आई आणि वडिलांचाही समावेश होता.
"
"Both of my parents and my uncle are artists.
","आई-वडील दोघेही कलावंत होते.
"
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","तर पीएनबी बँक घोटाळाप्रकरणी नीरव मोदी आणि त्याचा साथीदार मेहुल चोक्सी याने काही बँक कर्मचाऱ्यांच्या मदतीने 13,500 कोटी रुपयांचा पीएनबी बँकेत घोटाळा केला.
"
"Grandparents, parents, uncles, aunts, and children all lived together.
","आई , वडील, आजी, आजोबा अश्या सर्वांना बरोबर घेऊन आला होता.
"
"Few days back my uncle was also killed.
","काहीच दिवसांपूर्वी माझ्या बहिणीचा देखील मृ’त्यू झाला.
"
"He is like my uncle.
","तो माझ्या अब्बासारखा आहे.
"
"The woman, a resident of Christopher Road near Park Circus, was arrested on a complaint lodged by her uncle, they said.
","त्यांनी सांगितले की, पार्क सर्कसजवळ क्रिस्टोफर रोडवर राहणाऱ्या महिलेला तिच्याच एका नातेवाईकांच्या तक्रारीवरून अटक केली आहे.
"
"Ajay’s parents, uncles, other relatives, and neighbours from their native place had reached the hospital.
","अजयचे आई वडील, इतर नातेवाईक, आणि गावकरी सात वाजे पर्यंत पोहोचले होते.
"
"uncles and aunties, nephews and nieces.
","भाऊ, वहिनी आणि पुतण्या.
"
"At last she went over to her uncle's.
","अखेर ती आपल्या भिवंडीतीलच माहेरी गेली.
"
"His father, Suryanarayan Raju, is a producer and his uncle Krishnam Raju is a Telugu actor.
","त्याचे वडील सूर्यनारायण राजू निर्माते आहेत.
"
"Agra: In a shocking incident in Uttar Pradeshs Agra, a toddler was allegedly raped by her uncle at a wedding.
","आग्रा: उत्तर प्रदेशातील आग्रा येथे दिवसाढवळ्या अल्पवयीन मुलीचे अपहरण केल्याची घटना घडल्याने खळबळ उडाली.
"
"Anil Kapoor will be playing the role of his onscreen uncle.
","तसेच अनिल कपूर हे वडिलांच्या भूमिकेत दिसणार आहे.
"
"Diamontaire Nirav Modi and his uncle Mehul Choksi are accused of siphoning around Rs 13 thousand crores of Punjab National Bank through fraudulent means.
","मेहुल चोकसी आणि नीरव मोदी यांनी पंजाब नॅशनल बँकेचे जवळपास १३ हजार कोटी बुडवले आहेत.
"
"Arjun Kapoor plays a double role in a movie, while the special feature of this film is that Arjun Kapoor will be acting alongside his uncle Anil Kapoor.
","या सिनेमात अभिनेता अर्जुन कपूर आणि अनिल कपूर दोघांचे डबल रोल आहेत. . मुबारका सिनेमात अनिल कपूर ख-या अर्थानं भाव खाउन जातो.
"
"After few months, his uncle became ill and died.
","काही महिने नंतर, तो कसा तरी आजारी पडला आणि मरण पावला.
"
"Both her parents and uncles were street musicians.
","तिचे आई आणि वडील दोघेही गायक.
"
"But her uncles were not happy.
","मात्र तिच्या सासरच्यांचे मन काही भरत नव्हते.
"
"I went to my uncles house.
","मी भालेरावच्या घराच्या दिशेने निघालो.
"
