eng_Latn,tel_Telu
"At the age of 12, she signed a contract with Jive Records and her uncle Barry Hankerson's Blackground Records.
","ఆమె 12 ఏళ్ల వయసులో రికార్డింగ్ ఒప్పందంపై సంతకం చేసింది, అందులో హాంబర్సన్ యొక్క బ్లాక్ గ్రౌండ్ రికార్డ్స్, జీవ్ రికార్డ్స్ పంపిణీ చేసింది.
"
"At the age of twelve he proceeded to Nantes where his uncle, Guillaime-François Laennec, worked in the faculty of medicine at the university.
","పన్నెండు సంవత్సరాల వయస్సులో ఇతను నాంటెస్ వెళ్లాడు ఇక్కడ తన అంకుల్ గుయిల్లౌమి-ఫ్రాంకోయిస్ లేనెక్ విశ్వవిద్యాలయంలో వైద్య శాఖలో పనిచేసేవాడు.
"
"At the age of twelve he proceeded to [Nantes] where his uncle, Guillaime-François Laennec, worked in the faculty of medicine at the university.
","పన్నెండు సంవత్సరాల వయస్సులో ఇతను నాంటెస్ వెళ్లాడు ఇక్కడ తన అంకుల్ గుయిల్లౌమి-ఫ్రాంకోయిస్ లేనెక్ విశ్వవిద్యాలయంలో వైద్య శాఖలో పనిచేసేవాడు.
"
"At the age of twelve, he proceeded to Nantes where his uncle, Guillaime-François Laennec, worked in ...
","పన్నెండు సంవత్సరాల వయస్సులో ఇతను నాంటెస్ వెళ్లాడు ఇక్కడ తన అంకుల్ గుయిల్లౌమి-ఫ్రాంకోయిస్ లేనెక్ విశ్వవిద్యాలయంలో వైద్య శాఖలో పనిచేసేవాడు.
"
"At the end of the season, he signed his first professional contract, a moment of joy for his uncle, parents and family members.
","సీజన్ ముగింపులో, అతను తన మొదటి వృత్తిపరమైన ఒప్పందంపై సంతకం చేశాడు, ఇది మామ, తల్లిదండ్రులు మరియు కుటుంబ సభ్యులకు ఆనందకరమైన క్షణం.
"
"Aunts and uncles (especially if they are younger than their parents) are very authoritative for a girl.
","అత్తమామలు మరియు పినతండ్రులు (ప్రత్యేకంగా వారు వారి తల్లిదండ్రుల కంటే చిన్నవారు) ఒక అమ్మాయికి చాలా అధికారం.
"
"BG 1.26: There Arjuna could see, within the midst of the armies of both parties, his fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, friends, and also his fathers-in-law and well-wishers.
","BG 1.26: అక్కడ అర్జునుడు రెండు సైన్యములలో కూడా ఉన్న తన తండ్రులను, తాతలను, గురువులను, మేనమామలను, సోదరులను, దాయాదులను, పుత్రులను, మనుమలను, మిత్రులను, మామలను ఇంకా శ్రేయోభిలాశులను చూచెను.
"
"BG 1.26: There, Arjun could see stationed in both armies, his fathers, grandfathers, teachers, maternal uncles, brothers, cousins, sons, nephews, grand-nephews, friends, fathers-in-law, and well-wishers.
","BG 1.26: అక్కడ అర్జునుడు రెండు సైన్యములలో కూడా ఉన్న తన తండ్రులను, తాతలను, గురువులను, మేనమామలను, సోదరులను, దాయాదులను, పుత్రులను, మనుమలను, మిత్రులను, మామలను ఇంకా శ్రేయోభిలాశులను చూచెను.
"
"BG 1.34-35: Teachers, fathers, sons, grandfathers, maternal uncles, grandsons, fathers-in-law, grand-nephews, brothers-in-law, and other kinsmen are present here, staking their lives and riches.
","BG 1.34-35: గురువులు, తండ్రులు, కొడుకులు, మేనమామలు, మనుమలు, మామలు, బావ మరుదులు ఇంకా ఇతర బంధువులు, ప్రాణాలను, ధనాన్ని పణంగా పెట్టి మరీ, ఇక్కడ చేరి వున్నారు.
"
"Bapayya lost both his parents at a younger age and he was brought up by his uncle, K. S. Prakash Rao - noted film maker.
","బాపయ్య గారి చిన్నతనం లోనే తల్లిదండ్రులు మరణించారు, ఇతని అలానాపాలాన అంతా పిన తండ్రి అయిన ప్రముఖ దర్శకుడు కె. ఎస్. ప్రకాశరావు గారే చూసారు.
"
"Bartolome's father and uncle sailed with Columbus on his second voyage.
","బార్టోలోం యొక్క తండ్రి మరియు మామ తన రెండవ సముద్రయానంలో కొలంబస్తో ప్రయాణించాడు .
"
"Bartolomé s father and uncle sailed with Columbus on his second voyage.
","బార్టోలోం యొక్క తండ్రి మరియు మామ తన రెండవ సముద్రయానంలో కొలంబస్తో ప్రయాణించాడు .
"
"Bartolomé's father and uncle sailed with Columbus on his second voyage.
","బార్టోలోం యొక్క తండ్రి మరియు మామ తన రెండవ సముద్రయానంలో కొలంబస్తో ప్రయాణించాడు .
"
"Becoming an orphan at 10 years (orphan), William returned to England, and came under the tutelage of his uncle - Henry MacDonald Maugham (Henry MacDonald Maugham).
","10 సంవత్సరాల అనాధ బికమింగ్ orphan విలియం ఇంగ్లాండ్ కు తిరిగి, మరియు అతని మామ యొక్క శిక్షణలో కింద వచ్చింది - హెన్రీ మక్డోనాల్డ్ మవుఘం Henry MacDonald Maugham
"
"Before his accession to the throne, Sriranga III was in rebellion against his uncle Venkata III.
","సింహాసనాన్ని అధిష్టించే ముందు, రెండవ శ్రీరంగ రాయలు తన మామ వెంకట III పై తిరుగుబాటు చేసాడు.
"
"Bg 1.26 - There Arjuna could see, within the midst of the armies of both parties, his fathers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, friends, and also his fathers-in-law and well-wishers.
","BG 1.26: అక్కడ అర్జునుడు రెండు సైన్యములలో కూడా ఉన్న తన తండ్రులను, తాతలను, గురువులను, మేనమామలను, సోదరులను, దాయాదులను, పుత్రులను, మనుమలను, మిత్రులను, మామలను ఇంకా శ్రేయోభిలాశులను చూచెను.
"
"Bit by bit, the Jianwen Emperor stripped his uncles of their lands, power, and armies.
","బిట్ ద్వారా బిట్, Jianwen చక్రవర్తి వారి భూములు, శక్తి మరియు సైన్యాలు తన పినతండ్రులు తొలగించారు.
"
"Bogdan Stupka was born in late August 1944. in a musical family: the father, mother and uncle of the future actor occupied various positions in the opera house.
","బోగ్డాన్ స్టుప్కా ఒక సంగీత కుటుంబంలో ఆగష్టు 1944 చివరిలో జన్మించాడుః భవిష్యత్తులో నటుడు యొక్క తండ్రి, తల్లి మరియు మామలు ఒపేరా హౌస్లో వివిధ స్థానాలను ఆక్రమించారు.
"
"Both her parents got jail when she was nine, so she, her brother Ambalal Sarabhai, and a younger sister were sent to live with an uncle.
","ఈమెకు తొమ్మిదేళ్ళ వయసులో తల్లితండ్రులిద్దరూ మరణించగా, ఈమె, తమ్ముడు అంబాలాల్ సారాభాయ్, చెల్లెలు, ఒక మామతో నివసించడానికి పంపబడ్డారు.
"
"Both his father and uncle worked on the railways.
","మా నాన్నగారు, తాత గారు కూడా రైల్వే లలో పనిచేసారు.
"
"Brutus, her uncle, declares that they will drive the king and all his family from Rome and never have a king in Rome again.
","బ్రూటస్, ఆమె మామ, వారు రోమ్ నుండి రాజు మరియు అతని కుటుంబం మొత్తాన్ని వదలివేస్తారని మరియు మళ్లీ రోమ్లో ఒక రాజు లేరని ప్రకటించారు.
"
"But my uncle's behavior didn't change.
","కానీ నాన్నగారి ఉద్యేశములో మార్పులేదు.
"
"But try to take into account the fact that if for parents and grandparents this is the norm, then aunts and uncles should be more objective.
","కానీ ఖాతాలోకి తల్లిదండ్రులు మరియు తాతామామల కోసం ఈ నియమం ఉంటే, అప్పుడు అత్తమామలు మరియు పినతండ్రులు మరింత లక్ష్యం ఉండాలి వాస్తవం తీసుకోవాలని ప్రయత్నించండి.
"
"By the time Lassina Traore clocked 11, he joined his uncle's academy, Rahimo FC.
","లాస్సినా ట్రోర్ 11 గడిచే సమయానికి, అతను తన మామ అకాడమీ రహీమో ఎఫ్. సి. లో చేరాడు.
"
"By then Abedin's uncle, Januz, had already been jailed for 15 years for taking part in a protest demanding Albanian rights in the part of Yugoslavia that is now Kosovo.
","మరోవైపు, ఇప్పుడు కొసావోగా ఉన్న యుగోస్లేవియాలో అల్బేనియన్ హక్కులను కోరుతూ నిరసనలో పాల్గొన్నందుకు అంకుల్ జానుజ్ గతంలో 15 సంవత్సరాలు జైలు శిక్ష అనుభవించారు.
"
"Caesar was part of the era of roman history known as the republican period, but by his day, a few memorable leaders, not restricted to one class or another, had taken control, defying custom and law, making a mockery of the republican political institutions one of these leaders was his uncle by.
","సీజర్ రిపబ్లికన్ కాలం అని పిలవబడే రోమన్ చరిత్రలో భాగంగా ఉండేది, కానీ అతని రోజు, ఒక తరగతికి లేదా మరొకటికి పరిమితం కానటువంటి కొన్ని చిరస్మరణీయ నాయకులు నియంత్రణ మరియు చట్టాలను తిరస్కరించారు, రిపబ్లికన్ రాజకీయ సంస్థల అపహరించడం చేశారు .
"
"Cancer is genuinely interested in the family tree and often has warm bonds with cousins, aunts, uncles, and other extendeds.
","క్యాన్సర్ ఫ్యామిలీ చెట్టులో నిజమైన ఆసక్తిని కలిగి ఉంది మరియు తరచుగా బంధువులతో, అత్తమామలు, పినతండ్రులు మరియు ఇతర పొడిగింపులతో వెచ్చగా బంధాలను కలిగి ఉంటుంది.
"
"Chandrababu questioned whether a person who does not have the courage to say who killed his uncle Vivekananda Reddy should be a CM ?
","చిన్నాన్న వివేకానందరెడ్డిని ఎవరు చంపారో చెప్పే ధైర్యం లేని వ్యక్తికి సిఎం పదవి కావాలా అంటూ చంద్రబాబు ప్రశ్నించారు.
"
"Children in a joint family get the opportunity of observing how their uncles, aunts and parents love and appreciate one another and respect their parents.
","ఉమ్మడి కుటుంబంలోని పిల్లలు తమ మేనమామలు, అత్తమామలు మరియు తల్లిదండ్రులు ఒకరినొకరు ఎలా ప్రేమిస్తారు మరియు అభినందిస్తారు మరియు వారి తల్లిదండ్రులను ఎలా గౌరవిస్తారో గమనించే అవకాశాన్ని పొందుతారు.
"
"Chilkur Balaji Temple is one of the oldest temples in Hyderabad built during the time of Madanna and Akkanna, the uncles of Bhakta Ramadas.
","హైదరాబాద్ లోని చిల్కూర్ బాలాజీ ఆలయం తెలంగాణలోని పురాతన ఆలయాలలో ఒకటి, ఇది భక్త రామ్దాస్ మేనమామలు అక్కన్న మరియు మదన్నా కాలంలో నిర్మించబడింది.
"
"Chilkur Balaji Temple is one of the oldest temples which were constructed during the time of Akkanna and Madanna, the uncles of Bhakta Ramdas.
","హైదరాబాద్ లోని చిల్కూర్ బాలాజీ ఆలయం తెలంగాణలోని పురాతన ఆలయాలలో ఒకటి, ఇది భక్త రామ్దాస్ మేనమామలు అక్కన్న మరియు మదన్నా కాలంలో నిర్మించబడింది.
"
"Chilkur Balaji Temple, one of the oldest temples in Hyderabad built during the time of Madanna and Akkanna, the uncles of Bhakta Ramadas.
","హైదరాబాద్ లోని చిల్కూర్ బాలాజీ ఆలయం తెలంగాణలోని పురాతన ఆలయాలలో ఒకటి, ఇది భక్త రామ్దాస్ మేనమామలు అక్కన్న మరియు మదన్నా కాలంలో నిర్మించబడింది.
"
"Consider planning a nice walk with your mom, volunteering with your dad, hanging out with your friend at their work one afternoon, or even babysitting for your aunt or uncle so they can get some time to themselves.
","మీ తల్లితో ఒక మంచి నడక ప్రణాళికను ప్రణాళిక చేసుకోండి, మీ తండ్రితో స్వయంసేవకంగా , ఒక మధ్యాహ్నం పనిలో మీ స్నేహితుడితో సమావేశమవ్వడం లేదా మీ తల్లిదండ్రుల కోసం బేబీకి కూడా కొంత సమయం లభిస్తుంది.
"
"Crime news: the girl's uncle has been accused of homicide.
","Crime news: కన్న కూతురునే దారుణంగా చంపి. . ప్రత్యర్థులపై కేసు పెట్టాడు.
"
"D.M. Rajapaksa, his uncle, was a State Councilor for Hambantota in the 1930s who started wearing the earthy brown shawl to represent kurakkan (a type of local maize) cultivated by the people of his area, whose cause he championed throughout his life.
","మహీంద రాజపక్స పెదనాన్న డి. ఎం. రాజపక్స 1930వ దశకంలో హంబన్తోట రాష్ట్ర కౌన్సిలర్గా పనిచేశారు, ఈ ప్రాంతంలో ప్రజల ద్వారా జీవితమంతా విజయవంతమైన వ్యక్తిగా నిలిచిన ఆయన వారు పండించే కురాక్కన్ను (రాగి (పంట)) సూచించే గోధుమరంగు శాలువాను ధరించడం మొదలుపెట్టారు.
"
"Dad and uncle were in the film industry.
","తాత , తండ్రులు సినిమా పరిశ్రమలో ఉన్నవారే .
"
"Did you know why?... It's because Martin has lots of young uncles who are most likely to be his father's kid brother.
","ఎందుకో తెలుసా? . . . మార్టిన్ తన తండ్రి పిల్లవాడి సోదరుడిగా ఉండే యువ పినతండ్రులు చాలా మంది ఉన్నారు.
"
"Directly behind Kim walked his uncle Chang Song-thaek, considered to be the second most powerful man in North Korea.
","సరిగ్గా కిమ్ వెనుక ఉత్తర కొరియాలో రెండో అత్యంత శక్తిమంతుడుగా భావించే ఆయన చిన్నాన్న చాంగ్ సాంగ్-తైక్ నడుస్తున్నారు.
"
"Do you know how much my uncle suffered?
","నాన్న ఎంత బాధపడతాడో నీకు తెలియదా?
"
"Do you know the names of your aunts and uncles?
","కానీ మీ ముత్తాత, ముత్తవ్వ పేర్లు తెలుసా?
"
"Don't worry uncle..
",". . భయపడకండి అంకుల్.
"
"Don't you like your uncle?
","నీకు మీ నాన్నంటే ఇష్టం లేదు?
"
"During the 1920-21 season, Bradman acted as scorer for the local Bowral team, captained by his uncle George Whatman.
","1920-21లో, బ్రాడ్మాన్ అతని మేనమామ జార్జ్ వాట్మాన్ కెప్టెన్గా వ్యవహరిస్తున్న స్థానిక బౌరాల్ జట్టులో ఒక స్కోరెర్ వలె పేరు గాంచాడు.
"
"During treatment, the uncle died on Thursday evening.
","చికిత్స పొందుతున్న మారెమ్మ గురువారం సాయంత్రం మృతి చెందింది.
"
"ESSENCE Fest alum and everyone's favorite uncle, Charlie Wilson played to a nearly sold-out crowd at the Barclays Center in Brooklyn last night.
","ఎసెన్స్ ఫెస్ట్ ఫేవ్ మరియు అందరి అభిమాన మామ, చార్లీ విల్సన్ గత రాత్రి బ్రూక్లిన్లోని బార్క్లేస్ సెంటర్లో దాదాపు అమ్ముడైన ప్రేక్షకులతో ఆడారు.
"
"Earlier, the Enforcement Directorate (ED) claimed that 120 shell companies were involved in the fraud, out of which 80 firms were being run by Nirav Modi and his uncle Mehul Choksi.
","దాదాపు 120 షెల్ కంపెనీలు (బోగస్ సంస్థలు) గుర్తించామని ఇంతకుముందు ఎన్ఫోర్స్మెంట్ డైరెక్టరేట్ (ఇడి) వెల్లడించిందని, వీటిలో 80 కంపెనీలకు నిరవ్ మోడీ, ఆయన మాన మెహుల్ చోక్సి నడుపుతున్నాడని తెలిసిందని జైట్లీ అన్నారు.
"
"Elizabeth's love of music is due to her father, who was writing songs, and her uncle, who taught her how to play the guitar.
","సంగీతం యొక్క ఎలిజబెత్ ప్రేమ ఆమె తండ్రి యొక్క మెరీట్, పాటలు రాసినది, మరియు అతని మామ, ఆమె గిటారును ఆడటానికి నేర్పింది.
"
"Emphasis on story: While searching for your uncle you will meet creatures with stories and fates of their own.
","కథ మీద ఉద్ఘాటనః మీ మామ కోసం వెతుకుతున్నప్పుడు మీరు వారి సొంత కథలు మరియు అదృష్టాలుతో జీవులు చేరుకోవాలి.
"
"Even private hospitals such as Apollo, Fortis, Manipal and many others were not willing to treat his uncle allegedly due to a shortage of beds and ICUs.
","ప్రైవేట్ హాస్పిటల్స్ అపోలో, ఫోర్టిస్, మణిపాల్ లాంటి ప్రైవేట్ హాస్పిటల్స్ కూడా బెడ్, ఐసీయూల కొరత కారణంగా చేర్చుకోలేదు.
"
"Even though his uncles and aunts have not come out to identify with him on social media, their best wishes have always been with him.
","అతని మామలు మరియు అత్తమామలు సోషల్ మీడియాలో అతనితో గుర్తించడానికి బయటకు రాకపోయినప్పటికీ, వారి శుభాకాంక్షలు ఎల్లప్పుడూ అతనితోనే ఉన్నాయి.
"
"Even though, her father and uncle were film financiers, her initial break into films didn't come through them.
","తన తండ్రి, బాబాయిలు సినిమా పెట్టుబడిదారులైనప్పటికీ ఈమెకు సినీరంగ ప్రవేశము వారిద్వారా లభించలేదు.
"
"Even today there are families in South India where there are over 400 people in one house - a large household with uncles, aunts, grandmothers, grandfathers, everyone.
","నేటికీ దక్షిణ భారతదేశంలో ఒక ఇంట్లో 400 మందికి పైగా ఉన్న కుటుంబాలు ఉన్నాయి - మావయ్యలు, అత్తలు, నానమ్మలు, తాతలు, అందరూ ఉన్న పెద్ద ఇల్లు.
"
"Example: The DNA tests supporting the probability that Thomas Jefferson fathered the final child of Sally Hemmings were according to Y-chromosome DNA samples from male descendants of Thomas Jefferson's paternal uncle, concerning weren't any surviving male descendants from Jefferson's marriage.
","ఉదాహరణకుః థామస్ జెఫెర్సన్ యొక్క చివరి బిడ్డ సాలీ హెమ్మింగ్స్కు జన్మనిచ్చిన సంభావ్యతకు మద్దతు ఇచ్చే DNA పరీక్షలు థామస్ జెఫెర్సన్ యొక్క తల్లితండ్రుల మామ సంతానం నుండి Y- క్రోమోజోమ్ DNA నమూనాలపై ఆధారపడి ఉన్నాయి, ఎందుకంటే జీఫెర్సన్ యొక్క వివాహం నుండి మగవారైన మగవారు లేరు.
"
"Example: The DNA tests supporting the probability that Thomas Jefferson fathered the last child of Sally Hemming's were based on Y-chromosome DNA samples from male descendants of Thomas Jefferson's paternal uncle, since there were no surviving male descendants from Jefferson's marriage.
","ఉదాహరణకుః థామస్ జెఫెర్సన్ యొక్క చివరి బిడ్డ సాలీ హెమ్మింగ్స్కు జన్మనిచ్చిన సంభావ్యతకు మద్దతు ఇచ్చే DNA పరీక్షలు థామస్ జెఫెర్సన్ యొక్క తల్లితండ్రుల మామ సంతానం నుండి Y- క్రోమోజోమ్ DNA నమూనాలపై ఆధారపడి ఉన్నాయి, ఎందుకంటే జీఫెర్సన్ యొక్క వివాహం నుండి మగవారైన మగవారు లేరు.
"
"Example: The DNA tests supporting the probability that Thomas Jefferson fathered the last child of Sally Hemmings were based on Y-chromosome DNA samples from male descendants of Thomas Jefferson's paternal uncle, since there were no surviving male descendants from Jefferson's marriage.
","ఉదాహరణకుః థామస్ జెఫెర్సన్ యొక్క చివరి బిడ్డ సాలీ హెమ్మింగ్స్కు జన్మనిచ్చిన సంభావ్యతకు మద్దతు ఇచ్చే DNA పరీక్షలు థామస్ జెఫెర్సన్ యొక్క తల్లితండ్రుల మామ సంతానం నుండి Y- క్రోమోజోమ్ DNA నమూనాలపై ఆధారపడి ఉన్నాయి, ఎందుకంటే జీఫెర్సన్ యొక్క వివాహం నుండి మగవారైన మగవారు లేరు.
"
"Ferdinand's brother and Isabella's uncle, Don Carlos, disputed her right to succeed.
","ఫెర్డినాండ్ సోదరుడు మరియు ఇసాబెల్లా యొక్క మామ, డాన్ కార్లోస్, విజయవంతం కావడానికి తన హక్కును ఖండించారు.
"
"First Generation Titans of Greek Mythology The titans in the first generation are the aunts, uncles, and parents of Zeus and company - the well-known Olympian gods and goddesses).
","మొదటి తరం లో టైటాన్స్ అత్తమారులు, పినతండ్రులు మరియు జ్యూస్ మరియు కంపెనీ తల్లిదండ్రులు - ప్రసిద్ధ ఒలింపియన్ దేవతలు మరియు దేవతలు).
"
"Floyd Jr.'s uncles Jeff and Roger are also former professional boxers.
","ఫ్లాయిడ్ జూనియర్ మేనమామలు జెఫ్ మరియు రోజర్ కూడా మాజీ ప్రొఫెషనల్ బాక్సర్లు.
"
"Floyd Jr.'s uncles, Jeff and Roger, are also former professional boxers.
","ఫ్లాయిడ్ జూనియర్ మేనమామలు జెఫ్ మరియు రోజర్ కూడా మాజీ ప్రొఫెషనల్ బాక్సర్లు.
"
"Following his father and uncle's footsteps, the youngster began life as a defender.
","తన తండ్రి మరియు మామ అడుగుజాడలను అనుసరించి, యువకుడు డిఫెండర్గా జీవితాన్ని ప్రారంభించాడు.
"
"Following this, the victim's maternal uncle have lodged a complaint with the police today.
","దీంతో బాధితురాలి తల్లి ఈరోజు పోలీసులకు ఫిర్యాదు చేసింది.
"
"For Esther had confessed to him that he was her paternal uncle.
","ఎస్తేర్ అతనికి ఒప్పుకున్నాడని కోసం అతను తన మావయ్య అని.
"
"For Esther had confessed to him that he was her uncle.
","ఎస్తేర్ అతనికి ఒప్పుకున్నాడని కోసం అతను తన మావయ్య అని.
"
"For example, many sociologists study the roles and influence of family members beyond the nuclear family, such as grandparents, aunts, uncles, cousins, godparents, and surrogate kin.
","ఉదాహరణకు, అనేక సామాజికవేత్తలు తాత, అత్తమామలు, పినతండ్రులు, దాయాదులు, భగవంతుని తల్లిదండ్రులు మరియు సర్రోగేట్ బంధువులు వంటి అణు కుటుంబానికి మించి కుటుంబ సభ్యుల పాత్రలు మరియు ప్రభావాన్ని అధ్యయనం చేస్తారు.
"
"For sure, his uncles, aunts and close relatives are proud of his success.
","ఖచ్చితంగా, అతని మేనమామలు, అత్తమామలు మరియు దగ్గరి బంధువులు అతని విజయానికి గర్వపడుతున్నారు.
"
"Fortunately, his paternal uncle, Leib assumed the responsibility for Abramovich's upbringing and took him to Ukhta, an important industrial town in the Komi Republic of Russia.
","అదృష్టవశాత్తూ, తన తండ్రి మామ, లీబ్ అబ్రమోవిచ్ పెంపకంలో బాధ్యతను స్వీకరించాడు మరియు రష్యాలోని కోమి రిపబ్లిక్లో ఒక ముఖ్యమైన పారిశ్రామిక పట్టణ ఉఖతాను తీసుకున్నాడు.
"
"Four days ago, Aqsa's brother along with their mother, maternal uncle and another accomplice barged into the couple's home and beat them mercilessly.
","నాలుగు రోజుల క్రితం అక్సా సోదరుడు, అతడి తల్లి, మేనమామ కలసి ఆ దంపతుల ఇంటిలోకి చొరబడి వారిని తెలియని ప్రదేశంలోకి తీసుకెళ్ళి కాల్చి చంపేశారు.
"
"Girls may be abused by a father or mother, an uncle or other relative, or by a brother or by other children.
","బాలికలు తమ కుటుంబంలో తండ్రి, తల్లి, మామ లేక చిన్నాన్న లేదా, ఇతర బంధువు లేదా ఒకసోదరుడు లేదా ఇతర పిల్లలు మొదలైన వారి వేధింపులకు, నిరాదరణకు గురి కావచ్చు.
"
"Grandparents, aunts, uncles and first cousins are easy, but once you get into more distant family relationships most of us get lost in the tangle.
","తాతలు, అత్తమామలు, పినతండ్రులు మరియు మొదటి దాయాదులు చాలా సులువుగా ఉంటారు, కానీ ఒకసారి మీరు చాలామంది సుదూర కుటుంబ సంబంధాలను పొందుతారు.
"
"Grandparents, aunts, uncles, and friends certainly mean well, but they might not understand why you're choosy about which games your kids can play.
","తాతలు, అత్తమామలు, పినతండ్రులు మరియు మిత్రులు ఖచ్చితంగా అర్ధమౌతారు, కానీ మీ పిల్లలను ఏ ఆటలను ఆడాలనేది మీరు ఎందుకు ఎంపిక చేసుకుంటున్నారో అర్థం చేసుకోలేకపోవచ్చు.
"
"Hari (Uday Kiran) is all set to get engaged to his uncle's daughter Nilambari (Arti).
","హరి (ఉదయ్ కిరణ్) కి తన మామ కూతురు నీలాంబరి (ఆర్తి) తో పెద్దలు పెళ్లి నిశ్చయిస్తారు.
"
"Harriet beecher stowe is remembered as the author of uncle tom's cabin, a book which helped build anti-slavery sentiment in america and abroad.
","హ్యారీట్ బీచర్ స్టోవ్ అంకుల్ టామ్'స్ క్యాబిన్ రచయితగా గుర్తింపు పొందాడు, ఇది అమెరికాలో మరియు విదేశాలలో బానిసత్వ వ్యతిరేక భావాన్ని పెంపొందించడంలో సహాయపడింది.
"
"Having a first-degree relative (a mother, father, sibling, or child) with lung cancer doubles the risk of developing lung cancer, whereas having a second-degree relative with lung cancer (aunt, uncle, nephew, or niece) raises your risk by around 30 percent.
","ఊపిరితిత్తుల క్యాన్సర్తో మొదటి-స్థాయి బంధువు (తల్లి, తండ్రి, తోబుట్టువు లేదా పిల్లవాడు) ఊపిరితిత్తుల క్యాన్సర్ను అభివృద్ధి చేయగల ప్రమాదాన్ని రెట్టింపు చేస్తుంది, అయితే రెండవ-స్థాయి ఊపిరితిత్తుల క్యాన్సర్ (అత్త, మామ, మేనల్లుడు, లేదా మేనకోడలు) ప్రమాదం 30 శాతం.
"
"Having a second-degree relative (an aunt, uncle, niece or nephew) with lung cancer raises your risk by around 30 percent.
","రెండవ-స్థాయి బంధువు (అత్త, మామ, మేనకోడలు లేదా మేనల్లుడు) ఊపిరితిత్తుల క్యాన్సర్తో మీ ప్రమాదాన్ని సుమారు 30 శాతం పెంచుతుంది.
"
"Having a second-degree relative (an aunt, uncle, niece or nephew) with lung cancer raises your risk by around 30%.
","రెండవ-స్థాయి బంధువు (అత్త, మామ, మేనకోడలు లేదా మేనల్లుడు) ఊపిరితిత్తుల క్యాన్సర్తో మీ ప్రమాదాన్ని సుమారు 30 శాతం పెంచుతుంది.
"
"Having come from a football family background, Daniel knew his dad and uncles would want their legacies to continue.
","ఒక ఫుట్బాల్ కుటుంబ నేపథ్యం నుండి వచ్చిన తరువాత, డేనియల్ తన తండ్రికి తెలుసు మరియు పినతండ్రులు వారి వారసత్వం కొనసాగించాలని కోరుకుంటారు.
"
"Having come from a sporting family whose parents (dad), uncles and grandparents earned lots of monies played for Real and Atletico Madrid, it is fair to conclude that Llorente is likely to be from a rich/upper-class family background.
","తల్లిదండ్రులు (నాన్న), మేనమామలు మరియు తాతలు రియల్ మరియు అట్లెటికో మాడ్రిడ్ కోసం ఆడిన డబ్బును సంపాదించిన క్రీడా కుటుంబం నుండి వచ్చినందున, లోరెంటె ధనిక / ఉన్నత తరగతి కుటుంబ నేపథ్యం నుండి వచ్చినవారని తేల్చడం సరైంది.
"
"He also attacked our mother and uncle.
",". తరువాత మా అమ్మ, మామపై కూడా దాడి చేశాడు.
"
"He and Elizabeth lived intermittently in Malta for several months at a time in the hamlet of Gwardaman?a, at Villa Guardamangia, the rented home of Philip's uncle, Lord Mountbatten.
","ఆయన మరియు ఎలిజబెత్ ఆ సమయంలో కొన్ని నెలలపాటు అప్పుడప్పుడు మాల్టా శివారు గ్రామం గ్వార్డామాంగియాలో ఉన్నారు, ఇక్కడ ఫిలిప్ మామ లార్డ్ మౌంట్బాటన్ వద్ద అద్దెకు తీసుకున్న గ్వార్డామాంగియా విల్లాలో వారు నివసించారు.
"
"He and Elizabeth lived intermittently in Malta for several months at a time in the hamlet of Gwardamana, at Villa Guardamangia, the rented home of Philip's uncle, Lord Mountbatten.
","ఆయన మరియు ఎలిజబెత్ ఆ సమయంలో కొన్ని నెలలపాటు అప్పుడప్పుడు మాల్టా శివారు గ్రామం గ్వార్డామాంగియాలో ఉన్నారు, ఇక్కడ ఫిలిప్ మామ లార్డ్ మౌంట్బాటన్ వద్ద అద్దెకు తీసుకున్న గ్వార్డామాంగియా విల్లాలో వారు నివసించారు.
"
"He and Elizabeth lived intermittently, for several months at a time, in the hamlet of Gwardamanġa, at Villa Guardamangia, the rented home of Philip's uncle, Lord Mountbatten.
","ఆయన మరియు ఎలిజబెత్ ఆ సమయంలో కొన్ని నెలలపాటు అప్పుడప్పుడు మాల్టా శివారు గ్రామం గ్వార్డామాంగియాలో ఉన్నారు, ఇక్కడ ఫిలిప్ మామ లార్డ్ మౌంట్బాటన్ వద్ద అద్దెకు తీసుకున్న గ్వార్డామాంగియా విల్లాలో వారు నివసించారు.
"
"He began his military career by joining the staff of his uncle Asad ad-Din Shirkuh, an important commander.
","అతను ఒక పెద్ద కమాండర్ అయిన తన మామ ఆసాద్ యాద్ డిన్ షిర్ఖుఫ్ సిబ్బందిలో చేరడం ద్వారా తన సైనిక వృత్తిని ప్రారంభించాడు.
"
"He had to buy a house in the same area he grew up in, one big enough to have rooms for his dad, mum, granddad, grandmum, uncles, brothers, and sisters to live in.
","అతను పెరిగిన అదే ప్రాంతంలో ఒక ఇల్లు కొనవలసి వచ్చింది, తన తండ్రి, మమ్, గ్రాండ్ డాడ్, బామ్మ, మామలు, సోదరులు మరియు సోదరీమణులు నివసించడానికి గదులు ఉండేంత పెద్దది.
"
