eng_Latn,tel_Telu
"I learned from my grandmother and great aunt long ago.
","నా అత్త మరియు మామయ్య డెఫ్ నుండి చాలా కాలం క్రితం నేను నేర్చుకున్నాను.
"
"I lost my grandmother when I was 12 years old.
","నాకు 12 ఏళ్లు ఉన్నప్పుడు పెద్దన్నయ్యను కోల్పోయాం.
"
"I saw my grandmother.
","నేను ఆంటీ ని చూసాను.
"
"I saw the grandmother.
","నేను ఆంటీ ని చూసాను.
"
"I was born at my grandmothers house.
","నేను పుట్టింది మా మాతామహుల ఇంట్లో.
"
"I was born in my grandmother's house.
","నేను పుట్టింది మా మాతామహుల ఇంట్లో.
"
"I was going to my grandmother
","నేను ఆంటీ దగ్గరకి వెళ్ళీ
"
"I went inside and asked my grandmother what was going on.
","ఏమైందో అమ్మని అడుగు దామని లోపలికి వెళ్లాను.
"
"I went to grandmother's room.
","నేను ఆంటీ బెడ్ రూం కి వెళ్ళాం.
"
"I went to my grandmother's
","నేను ఆంటీ దగ్గరకి వెళ్ళీ
"
"I went to see my grandmother last month.
","గత నెల మా పెద్దమ్మ కూతురు దగ్గరకు వెళ్ళాను.
"
"I went with my mother and grandmother.
","అమ్మ, నాన్న, అన్నయ్యలతో వెళ్లాను.
"
"I will go with your grandmother.
","నేను, మీ బావ అమ్మతో ఉంటాము.
"
"I'm a grandmother?
","నేను. . ఆంటీ ఉన్నారా?
"
"I'm glad you have such great memories of your grandmother.
","మీకు నాకవిత అంత పెద్దవారిరచనలు గుర్తు చేయడం నాకు సంతోషంగా ఉంది.
"
"If it weren't for my grandmother, I wouldn't have ended up at Cornell College within the US.
","మా నానమ్మ లేకపోయుంటే, నేను అమెరికాలోని కార్నెల్ యూనివర్సిటీలో చదివి ఉండేవాడినే కాదు.
"
"If it weren't for my grandmother, I wouldn't have ended up at Cornell University in the US.
","మా నానమ్మ లేకపోయుంటే, నేను అమెరికాలోని కార్నెల్ యూనివర్సిటీలో చదివి ఉండేవాడినే కాదు.
"
"If it weren't for my grandmother, I wouldn't have ended up at Cornell university inside the US.
","మా నానమ్మ లేకపోయుంటే, నేను అమెరికాలోని కార్నెల్ యూనివర్సిటీలో చదివి ఉండేవాడినే కాదు.
"
"In 1994, after overcoming her drug addiction by spending several weeks with her father and grandmother, Jameson relocated to Los Angeles to live with Nikki Tyler.
","1994లో, కొన్ని వారాలపాటు తండ్రి మరియు నానమ్మ దగ్గర ఉండి మాదక ద్రవ్యాలు వాడటం నుంచి కోలుకున్న తరువాత, తిరిగి జేమ్సన్ లాస్ ఏంజెలెస్లో వున్న నిక్కి టైలర్ వద్దకు చేరారు.
"
"In 1994, after overcoming her drug addiction by spending several weeks with her father and grandmother, jameson relocated to los angeles to live with nikki tyler.
","1994లో, కొన్ని వారాలపాటు తండ్రి మరియు నానమ్మ దగ్గర ఉండి మాదక ద్రవ్యాలు వాడటం నుంచి కోలుకున్న తరువాత, తిరిగి జేమ్సన్ లాస్ ఏంజెలెస్ లో వున్న నిక్కి టైలర్ వద్దకు చేరారు.
"
"In 1994, after overcoming her drug habit by spending a number of weeks together with her father and grandmother, Jameson relocated to Los Angeles to dwell with Nikki Tyler.
","1994లో, కొన్ని వారాలపాటు తండ్రి మరియు నానమ్మ దగ్గర ఉండి మాదక ద్రవ్యాలు వాడటం నుంచి కోలుకున్న తరువాత, తిరిగి జేమ్సన్ లాస్ ఏంజెలెస్లో వున్న నిక్కి టైలర్ వద్దకు చేరారు.
"
"In 2009, Mary became a grandmother.
","2009 లో, ఆమె ఒక తల్లి అందమైన రిలే మారింది.
"
"In order to dispel the doubts of mom and dad, and especially grandmothers, about the fact that something is wrong with the physical development of the baby, this article is written in which you can find the main parameters of 6-year-old children.
","తల్లి మరియు తండ్రి, బామ్మగారు గురించి మరియు ముఖ్యంగా ఏదో శిశువు యొక్క భౌతిక అభివృద్ధి తప్పని, మరియు నేను మీరు పిల్లలు వయస్సు 6 సంవత్సరాలు ప్రాథమిక పారామితులు వెదుక్కోవచ్చు ఈ కధనం రాశాడు వాస్తవం గురించి సందేహాలు వెదజల్లు గాను.
"
"Ioana's grandmother is now 82 years old.
","జానకి అమ్మ వయసు ప్రస్తుతం 82 సంవత్సరాలు.
"
"It is about a 70 year old grandmother getting transformed into a 20 year old girl.
","ఓ 70 ఏళ్ళ వృద్ధురాలు, 20 ఏళ్ళ అమ్మాయిగా మారుతుంది.
"
"It is necessary to congratulate not only the newborn, but also his parents, and grandmothers with grandfathers, and express the hope that they will bring up a good Christian.
","ఇది తన తల్లిదండ్రులు మరియు తాతామామల మాత్రమే నవజాత అభినందించేందుకు అవసరం, కానీ కూడా, మరియు వారు ఒక మంచి క్రైస్తవ అప్ కలిగించే ఆశ వ్యక్తం.
"
"It's the first time I saw my grandmother angry.
","మా అమ్మను అంత కోపంగా అదే నేను మొట్టమొదటిసారి చూడటం.
"
"JC Gonzalez has been characterized by his impetus, as indicated by the portal 'Pantallazos de Noticias' , where they claim that they have been traits of the personality of his maternal grandmother 'Cándida Rueda' , known for being the manager of Hotel San Carlos in Barrancabermeja, (Santander, Colombia) [9]
","JC గొంజాలెజ్ తన ప్రేరణ ద్వారా వర్ణించబడింది, పోర్టల్ 'పంటలోజోస్ డి నోటిషియస్' ద్వారా సూచించబడింది, ఇక్కడ వారు తమ తల్లి అవ్వ 'కాండిడా రుయాతా' యొక్క వ్యక్తిత్వ లక్షణాల లక్షణాలను పేర్కొన్నారు, హోటల్ శాన్ కార్లోస్ బార్రాన్కేబెర్మేజ , (సాన్టాన్డర్ , కొలంబియా) [9]
"
"Jason and Sookie's grandmother is murdered shortly afterward.
","తరువాత కొంత కాలానికి జాసన్ మరియు సూకీ నాయనమ్మ హత్యచేయబడతారు.
"
"Liliana is a mother of four children and a grandmother.
","లైలా ఐదుగురు పిల్లల తల్లి, అమృత్కి నలుగురు పిల్లలు.
"
"Lord Mountbatten thought it would be the House of Mountbatten, as Elizabeth would typically have taken Philip's last name on marriage; however Elizabeth's grandmother Queen Mary and British Prime Minister Winston Churchill favoured the retention of the House of Windsor, and so Windsor it remained.
","వివాహ సమయంలో ఎలిజబెత్ ఫిలిప్ చివరి పేరును స్వీకరించడంతో, లార్డ్ మౌంట్బాటన్ రాజ నివాసం పేరు హౌస్ ఆఫ్ మౌంట్బాటన్ అవుతుందని భావించారు; అయితే రాణి మేరీ మరియు బ్రిటీష్ ప్రధాన మంత్రి విన్స్టన్ చర్చిల్ హౌస్ ఆఫ్ విండ్సోర్ పేరును నిలిపివుంచేందుకు మద్దతు పలికారు, అందువలన విండ్సోర్ పేరు అలాగే ఉండిపోయింది.
"
"Margaret was the grandmother by her son James V of Scotland of Mary, Queen of Scots, and, through her daughter Margaret Douglas, of Mary's husband Darnley, ancestors of the Stuart monarchs who ruled when the Tudor line ended with the childless Elizabeth I.
","మార్గరెట్ తన కొడుకు జేమ్స్ V యొక్క స్కాట్లాండ్ యొక్క మేరీ, స్కాట్స్ రాణి, మరియు తన కుమార్తె మార్గరెట్ డగ్లస్ ద్వారా , మేరీ యొక్క భర్త డార్న్లీ, స్టువర్ట్ చక్రవర్తుల పూర్వీకులు, చైల్డ్ లేని ఎలిజబెత్ I తో ముగిసినప్పుడు పాలించిన స్టువర్ట్ చక్రవర్తుల పూర్వీకులు.
"
"Mildred Gale (1671-1701), his paternal grandmother, lived in the port town and was buried in the town's St Nicholas Church.
","ఓడరేవు పట్టణం అతని తల్లితండ్రులకు నిలయం మిల్డ్రెడ్ గేల్ (1671-1701) అక్కడ నివసించిన మరియు పట్టణంలోని సెయింట్ నికోలస్ చర్చిలో ఖననం చేయబడ్డారు.
"
"Most of my life I spent with my grandmother.
","నా జీవితంలో చాలా భాగం మా అమ్మా నాన్నలతోనే గడిపాను.
"
"Mother, grandmother and son were all rushed to hospital.
","అమ్మ, అక్క, పెద్ద బావగారు అంతా హాస్పిటల్ కు చేరుకునేసరికే నాన్న ప్రాణాలు పోయాయి.
"
"Mothers and grandmothers cook special food for family dinner.
","మధ్యాహ్నం భోజనంలోకి స్పెషల్ వంటకాలు చేస్తున్నారు అమ్మా, అత్తా కలసి.
"
"Murphy has played multiple roles in Coming to America, Wes Craven's Vampire In Brooklyn, the Nutty Professor films (where he played the title role in two incarnations, plus his father, brother, mother, and grandmother), Bowfinger, and 2007's Norbit.
","మర్ఫీ, కమింగ్ టు అమెరికా, వెస్ క్రావెన్ యొక్క వాంపైర్ ఇన్ బ్రూక్లిన్, ది నట్టీ ప్రొఫెసర్ చిత్రాలలో (దీనిలో అతను ప్రధాన పాత్రను రెండు అవతారాలలో, ఇంకా అతని తండ్రి, సోదరుడు, తల్లి మరియు నాయనమ్మ పాత్రలు పోషించాడు), బౌఫింగర్, మరియు 2007 చిత్రం నోర్బిట్ లలో అనేక పాత్రలను పోషించాడు.
"
"Murphy has played multiple roles in Coming to America, Wes Craven's Vampire in Brooklyn, The Nutty Professor films (where he played the title role in two incarnations, plus his father, uncle, mother and grandmother), Bowfinger and 2007's Norbit.
","మర్ఫీ, కమింగ్ టు అమెరికా, వెస్ క్రావెన్ యొక్క వాంపైర్ ఇన్ బ్రూక్లిన్, ది నట్టీ ప్రొఫెసర్ చిత్రాలలో (దీనిలో అతను ప్రధాన పాత్రను రెండు అవతారాలలో, ఇంకా అతని తండ్రి, సోదరుడు, తల్లి మరియు నాయనమ్మ పాత్రలు పోషించాడు), బౌఫింగర్, మరియు 2007 చిత్రం నోర్బిట్ లలో అనేక పాత్రలను పోషించాడు.
"
"My boyfriend, my dad and my grandmother (paternal).
","అమ్మ నాన్న నానమ్మ, తాతయ్య మరియు అత్త (నాన్న వాళ్ళ చెల్లి).
"
"My dad, grandfather, & grandmother all died from cancer.
","మా తాతగారు, నానమ్మ, పెద్దనాన్న, మా నాన్నగారు క్యాన్సర్ బారిన పడి చనిపోయారు.
"
"My father and grandmother had gone for some work outside.
","మా అమ్మా, నాన్న, బయటికి ఏదో పని మీద వెళ్ళారు.
"
"My father and my grandmother both
","ఇద్దరినీ చూసి నాన్న, అన్నయ్య
"
"My father, grandmother, and brother were all at the hospital when I gave birth to my baby.
","అమ్మ, అక్క, పెద్ద బావగారు అంతా హాస్పిటల్ కు చేరుకునేసరికే నాన్న ప్రాణాలు పోయాయి.
"
"My grandfather and grandmother stay with us.
","మా అత్తయ్య, మామయ్య మాతో కలిసివుంటారు.
"
"My grandfather died in September and my grandmother died in December.
","మా నాన్నగారి తద్దినం డిసెంబరులో, అమ్మగారి ఆబ్దీకం ఆగస్టులో.
"
"My grandfather had 3 children with my grandmother.
","అమ్మ నాన్నలకు నాతో కలిపి ముగ్గురు పిల్లలం.
"
"My grandfather was 17 years old, my grandmother was 15.
","""అప్పటికి మా నాన్న గారి వయస్సు 17 ఏళ్ళు, మా అమ్మ గారి వయస్సు 15 ఏళ్ళు"""" అని ఆ సంగతులను అనురాధ వివరించారు.""
"
"My grandmother also gave me some money.
","అమ్మ సరేనంది తను కూడా కొంత డబ్బు ఇచ్చింది.
"
"My grandmother and mother served together.
","అమ్మ, బామ్మ కలిసి వంట చేసేవారు.
"
"My grandmother and mother taught me this.
","మా అయ్య, అమ్మ ఈ పనులు నేర్పారు.
"
"My grandmother and mother were like that.
","మా నాయనమ్మ, మా అమ్మ కూడా ఇలానే ఉండేవారు.
"
"My grandmother did not change.
","అమ్మాజీ మారలేదు.
"
"My grandmother did not marry again.
","నాన్నగారు మళ్ళీ పెళ్ళి చేసుకోలేదు.
"
"My grandmother didn't tease me this time.
","ఈ సారి నాన్న నన్ను పెద్దగా తిట్ట లేదు.
"
"My grandmother died in 1945.
","తాత్యా 1945లో ప్రాణం విడిచాడు.
"
"My grandmother died in 2015.
","2015లో నా పెంపుడు తల్లి మరణించింది.
"
"My grandmother doesn't know much about cricket.
","అమ్మకు క్రికెట్ గురించి అంతగా తెలియదు.
"
"My grandmother had 12 kids.
","మా నాన్నగారికి మొత్తం 12 మంది సంతానం.
"
"My grandmother had an amazing memory.
","అమ్మకి అద్భుతమైన జ్ఞాపకశక్తి ఉండేది.
"
"My grandmother had an excellent memory.
","అమ్మకి అద్భుతమైన జ్ఞాపకశక్తి ఉండేది.
"
"My grandmother had grown up without a father.
","నాన్నలేని లోటు లేకుండా అమ్మ పెంచింది.
"
"My grandmother has recently had an operation.
","ఇటీవలే ఆమె మామకు ఆపరేషన్ అయింది.
"
"My grandmother is 70 years old.
","మా గ్రాండ్ మదర్కు 70 ఏళ్లు.
"
"My grandmother is 89 years old.
","తల్లి వయసు 89 సంవత్సరాలు.
"
"My grandmother is not rich.
","అమ్మ ధనవంతురాలేమీ కాదు.
"
"My grandmother is now 107 years old.
","మా నాన్న నాగయ్యకు ఇప్పుడు 107 ఏళ్లు.
"
"My grandmother is standing in front of my mother.
","అమ్మ నా మొడ్డకు ఎదురుగా నిల్చుంది.
"
"My grandmother is standing.
","ఆంటీ నిలబడి ఉంది.
"
"My grandmother isn't rich.
","అమ్మ ధనవంతురాలేమీ కాదు.
"
"My grandmother left this world.
","అమ్మ ఈ లోకం నుండి వెళ్ళిపోయింది.
"
"My grandmother lived until 90.
","అమ్మ 90 సంవత్సరాలు వచ్చేవరకు జీవించింది.
"
"My grandmother lost her husband a long time ago.
","నా భర్త చాలాకాలం క్రితం తన తాత కోల్పోయింది.
"
"My grandmother loved me so much.
","మా ఆంటీ నన్ను చాలా ప్రేమించేది.
"
"My grandmother made it, my mom made it, and now I do.
","మా తాత చేశాడు, మా నాన్న చేశాడు, ఇప్పుడు నేను చేస్తున్నా.
"
"My grandmother moved to Australia from Germany in 1939.
","మా నాన్న 1949లో జర్మనీ ను౦డి ఆస్ట్రేలియాకు వలస వచ్చారు.
"
"My grandmother raised 13 children.
","మా అమ్మ 13 మందిని పెంచింది.
"
"My grandmother taught my mother and my mother taught me.
","మా నాయనమ్మ గారు మా అమ్మ కు నేర్పారు, మా అమ్మ నాకు నేర్పారు
"
"My grandmother taught my mother, and my mother taught me.
","మా నాయనమ్మ గారు మా అమ్మ కు నేర్పారు, మా అమ్మ నాకు నేర్పారు
"
"My grandmother told a lot of stories.
","మా ముత్తమ్మ ఎన్నో కథలు చెప్పింది.
"
"My grandmother told many stories.
","మా ముత్తమ్మ ఎన్నో కథలు చెప్పింది.
"
"My grandmother told me about them.
","మా అమ్మామ వాళ్ళతో నా గురించి చెప్పింది.
"
"My grandmother told me that tonight.
","నాకు తాత ఆ విషయం రాత్రి చెప్పాడు .
"
"My grandmother told us a lot of stories.
","మా ముత్తమ్మ ఎన్నో కథలు చెప్పింది.
"
"My grandmother took a step forward.
","నాన్నగారు ఒక్క అడుగు ముందుకు వేశారు.
"
"My grandmother took care of my mother.
","నాన్నలోనే అమ్మను చూసుకున్నారు.
"
"My grandmother used to eat them.
","మా పెద్దమ్మ వీళ్ళను తిడుతుండె.
"
"My grandmother was 18 years younger than her husband.
","భార్య 18 సంవత్సరాల కోసం ఆమె భర్త కంటే చిన్నవయస్సులో.
"
"My grandmother was 45 when my mother was born.
","ఈలోగా నాన్నకి 45 ఏళ్ల వయసు ఉన్నప్పుడు అమ్మకి పక్షవాతం వచ్చింది.
"
"My grandmother was already pregnant with their second child.
","అప్పటికే మా పెద్దక్క తన రెండో బిడ్డతో బాలింతగా ఉంది.
"
"My grandmother was on the porch waiting for me.
","అమ్మ నాకోసం ఎదురుచూస్తూ గుమ్మలో కుర్చుని ఉంది.
"
"My grandmother was widowed at 38 with 6 children.
","మామ్ తల్లి 6గురు మగ పిల్లల్ని కని, 38వ యేట చనిపోయింది.
"
"My grandmother wrote in her diary every day.
","మా అమ్మ దానిని రోజూ ఒక డైరీలో రాసిపెట్టేది.
"
"My grandmother's (10)
","నాన్న వికృత (10)
"
"My grandmother's clock was too large for the shelf
","నా తాత గడియారం షెల్ఫ్ కోసం చాలా పెద్దదిగా ఉంది
"
"My great grandmother did it, my mother does it, and now I do it.
","మా తాత చేశాడు, మా నాన్న చేశాడు, ఇప్పుడు నేను చేస్తున్నా.
"
"My maternal grandmother was born.
","నా దత్తత తల్లిగారి పుట్టింటివారు బులుసువారు.
"
"My mom, grandmother, grandfather, and brother all help out in different ways.
","ఇంట్లో అమ్మా, నాన్న, తమ్ముడు అన్ని విధాలుగా సహకరిస్తున్నారు.
"
"My mother and grandmother are elderly.
","మా అమ్మ,నాన్నలు వృద్ధులు.
"
"My mother and grandmother came with me.
","మా అమ్మ, నాన్న కూడా నా వెంట వచ్చారు.
"
"My mother and grandmother have become older.
","మా అమ్మా, నాన్న పెద్దవాళ్ళు అయిపోయారు.
"
"My mother and grandmother know that.
","ఈ సంగతి అమ్మకు, నాన్నకు బాగా తెలుసు.
"
"My mother and grandmother say this to me quite often.
","మా అమ్మ, అక్కాచెల్లెళ్ళు నన్ను చాలాసార్లు ఈ కథ చెప్పి ఏడిపిస్తుంటారు.
"
"My mother and grandmother were happy.
","మా అమ్మ, నాన్నలిద్దరూ ఆనందించారు.
"
"My mother and grandmother were much more skillful and used 12- to 14-foot poles, standard length for a grown-up.
","నా తల్లి మరియు నానమ్మ చాలా నైపుణ్యం కలిగినవి మరియు 12-నుండి 14-అడుగుల స్తంభాలు, ఎదిగినవారికి ప్రామాణిక పొడవు.
"
"My mother and grandmother were there.
","మా అమ్మ,నాన్నగాలు అక్కడే ఉన్నారు.
"
"My mother, father and grandmother were my first teachers.
","అమ్మ, నాన్న, ఉపాధ్యాయుడు మొదటిశ్రేణి గురువులు.
"
"My role model is also my grandmother.
","నాకు కూడా నా role model మా నాన్న గారే.
"
"My spiritual journey started with my grandmother.
","నా ఆధ్యాత్మిక ప్రయాణం మా అమ్మగారి ద్వారానే మొదలైంది.
"
"My wife's grandmother was hospitalized.
","ఆడా పెద్ద ఆసుపత్రిల నా భార్య శెరికైయింది.
"
"Not for me, but for my grandmother!
","నాకోసం కాక పోయినా మావాడి అమ్మ కోసం!
"
"Nyaka's mission is to end the cycle of poverty for children orphaned by HIV/AIDS and their grandmothers in rural Uganda.
","గ్రామీణ ఉగాండాలో హెచ్ఐవి / ఎయిడ్స్ మరియు వారి నానమ్మల అనాథ పిల్లలకు పేదరిక చక్రాన్ని అంతం చేయడమే న్యాకా లక్ష్యం.
"
"Of course, when we look at a large wall clock in the kitchen, most likely, we will be happy to see the flowers or something warm, warms us visiting grandmother.
","కోర్సు యొక్క, మేము వంటగదిలో పెద్ద గోడ గడియారం చూడండి, ఎక్కువగా, మేము బామ్మగారు సందర్శించడం వంటి మాకు వార్మింగ్, వెచ్చని ఉంది పువ్వులు లేదా ఏదో చూడటానికి గర్వంగా ఉంటుంది.
"
"Of her four daughters who lived to adulthood, Elizabeth died childless, Victoria (maternal grandmother of Prince Philip) was apparently not a carrier, and Irene and Alix had sons who were hemophiliacs.
","ఎలిజబెత్ బాల్యపురాయికి గురైన ఆమె నలుగురు కుమార్తెలలో, విక్టోరియా (ప్రిన్స్ ఫిలిప్ యొక్క తల్లి అవ్వవాడు) ఒక క్యారియర్ కాదు, మరియు ఐరీన్ మరియు ఆలిక్స్కు హేమోఫిలియాస్ అయిన కుమారులు ఉన్నారు.
"
"Often my grandmother and my mother told me of it.
","మా అమ్మ, అక్కాచెల్లెళ్ళు నన్ను చాలాసార్లు ఈ కథ చెప్పి ఏడిపిస్తుంటారు.
"
"One day, I invited my grandmother for a visit.
","ఒక రోజు ఆంటీ పిలిస్తే వెళ్ళాను.
"
"One day, I was staying at my grandmother's house.
","ఒక రోజు నేను మా పెద్దమ్మ ఇంటికే పోయిన.
"
"Other markers are for Elvis Presley's twin brother, Jesse Garon, who was stillborn; Presley's mother and father, Gladys and Vernon; and his paternal grandmother, Minnie May Presley, who outlived them all until her death in 1980.
","ఇతర గుర్తులు ఎల్విస్ ప్రెస్లీ యొక్క జంట సోదరుడు, జెస్సీ గర్న్, చనిపోయి జన్మించినవాడు; ప్రేస్లీ తల్లి మరియు తండ్రి, గ్లేడిస్ మరియు వెర్నాన్; మరియు 1980 లో ఆమె మరణం వరకు వారిని అన్నింటికన్నా ఎక్కువ కాలం గడిపాడు మిన్నే మే ప్రీస్లే.
"
"Other markers include for Elvis Presley's twin brother, Jesse Garon, who was stillborn; Presley's mother and father, Gladys and Vernon; and his paternal grandmother, Minnie May Presley, who outlived them all until her death in 1980.
","ఇతర గుర్తులు ఎల్విస్ ప్రెస్లీ యొక్క జంట సోదరుడు, జెస్సీ గర్న్, చనిపోయి జన్మించినవాడు; ప్రేస్లీ తల్లి మరియు తండ్రి, గ్లేడిస్ మరియు వెర్నాన్; మరియు 1980 లో ఆమె మరణం వరకు వారిని అన్నింటికన్నా ఎక్కువ కాలం గడిపాడు మిన్నే మే ప్రీస్లే.
"
"Our mom was more than a wife, mother and grandmother.
","మా నాన్నకు ఆమె నటిగా, తల్లిగా, భార్యగా కంటే చాలా ఎక్కువ.
"
"Perhaps the most popular indoor plant of our mothers and grandmothers primarily due to its healing properties.
","బహుశా, మా తల్లులు మరియు నానమ్మల అత్యంత ప్రాచుర్యం ఇండోర్ ప్లాంట్ ప్రధానంగా దాని ఔషధ లక్షణాలు కారణంగా.
"
"Police released the young girl to her grandmother.
","పోలీసులు ఆ బాలికను ఆమె గ్రాండ్ పేరెంట్స్కు అప్పగించారు.
"
"Polly Eppes died in 1804, while Jefferson was president; like her mother and maternal grandmother, she died shortly after giving birth.
","1804 లో పాలీ ఎపెస్ మరణించాడు, జెఫెర్సన్ అధ్యక్షుడుగా ఉన్నారు; ఆమె తల్లి మరియు తల్లితండ్రుల వలె, ఆమె జన్మను ఇచ్చిన వెంటనే ఆమె మరణించింది.
"
"Question: My grandmother is 75 years old.
","Question: మా నాన్నగారి వయసు 75 సంవత్సరాలు.
"
"Rahul Gandhi is in Italy at present, visiting his 93-year-old maternal grandmother.
","హోలీ వారాంతంలో రాహుల్ గాంధీ ఇటలీలోని తన 93 ఏళ్ల అమ్ముమ్మను కలుసుకోవడానికి వెళ్లారు.
"
"Right under the chest, you can see the image of the goddess Isis, who appeared after her grandmother's death.
","నేరుగా రొమ్ము కింద, మీరు చిత్రం చూడగలరు దేవత ఐసిస్ యొక్క ఆమె అవ్వ మరణం తరువాత దర్శనమిచ్చాయి.
"
"Riya Sen comes from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen, and sister Raima Sen. She began her acting career in 1991 as a child actress in the film Vishkanya.
","రియ, నటుల కుటుంబం నుంచి వచ్చింది, అంటే ఆమె యొక్క అవ్వ సుచిత్ర సేన్, తల్లి మూన్ మూన్ సేన్, మరియు సోదరి రైమా సేన్, ఆమె తన నటజీవితాన్ని 1991లో విషకన్య అనే చిత్రంతో బాలనటిగా ప్రారంభించింది.
"
"Riya Sen, comes from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen and sister Raima Sen, began her acting career in 1991 as a child actress in the film Vishkanya.
","రియ, నటుల కుటుంబం నుంచి వచ్చింది, అంటే ఆమె యొక్క అవ్వ సుచిత్ర సేన్, తల్లి మూన్ మూన్ సేన్, మరియు సోదరి రైమా సేన్, ఆమె తన నటజీవితాన్ని 1991లో విషకన్య అనే చిత్రంతో బాలనటిగా ప్రారంభించింది.
"
"Riya, who comes from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen and sister Raima Sen, began her acting career in 1991 as a child actress in the film Vishkanya.
","రియ, నటుల కుటుంబం నుంచి వచ్చింది, అంటే ఆమె యొక్క అవ్వ సుచిత్ర సేన్, తల్లి మూన్ మూన్ సేన్, మరియు సోదరి రైమా సేన్, ఆమె తన నటజీవితాన్ని 1991లో విషకన్య అనే చిత్రంతో బాలనటిగా ప్రారంభించింది.
"
"Riya, who comes from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen and sister Raima Sen, began her acting career in 1991 as a child actress in the film.
","రియ, నటుల కుటుంబం నుంచి వచ్చింది, అంటే ఆమె యొక్క అవ్వ సుచిత్ర సేన్, తల్లి మూన్ మూన్ సేన్, మరియు సోదరి రైమా సేన్, ఆమె తన నటజీవితాన్ని 1991లో విషకన్య అనే చిత్రంతో బాలనటిగా ప్రారంభించింది.
"
"Riya, who comes from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen, and sister Raima Sen. She began her acting career in 1991 as a child actress in the film Vishkanya.
","రియ, నటుల కుటుంబం నుంచి వచ్చింది, అంటే ఆమె యొక్క అవ్వ సుచిత్ర సేన్, తల్లి మూన్ మూన్ సేన్, మరియు సోదరి రైమా సేన్, ఆమె తన నటజీవితాన్ని 1991లో విషకన్య అనే చిత్రంతో బాలనటిగా ప్రారంభించింది.
"
"Riya, who hails from a family of actors including her grandmother Suchitra Sen, mother Moon Moon Sen and sister Raima Sen, began her acting career in 1991 as a child artiste.
","రియ, నటుల కుటుంబం నుంచి వచ్చింది, అంటే ఆమె యొక్క అవ్వ సుచిత్ర సేన్, తల్లి మూన్ మూన్ సేన్, మరియు సోదరి రైమా సేన్, ఆమె తన నటజీవితాన్ని 1991లో విషకన్య అనే చిత్రంతో బాలనటిగా ప్రారంభించింది.
"
"Sadly her grandmother died five years later after falling ill.
","దురదృష్టవశాత్తు 5 సంవత్సరాల తర్వాత అనారోగ్యంతో ప్లీడరు భార్య చనిపోయింది.
"
"Sadly, Obama's maternal grandmother, Madelyn Dunham, died after a battle with cancer on November 3, the day before voters went to the polls.
","పాపం, ఒబామా తల్లితండ్రులు మాడెలిన్ డన్హామ్ నవంబర్ 3 న క్యాన్సర్తో పోరాటం తరువాత మరణించారు, ఓటర్లు ఎన్నికలకు వెళ్ళే ముందు రోజు.
"
"Sadly, Obamas maternal grandmother, Madelyn Dunham, died after a battle with cancer on November 3, the day before voters went to the polls.
","పాపం, ఒబామా తల్లితండ్రులు మాడెలిన్ డన్హామ్ నవంబర్ 3 న క్యాన్సర్తో పోరాటం తరువాత మరణించారు, ఓటర్లు ఎన్నికలకు వెళ్ళే ముందు రోజు.
"
"Sadly, my grandmother died in 2011.
","అయితే అనుకోకుండా 2011లో నాన్నగారు చనిపోయారు.
"
"Sandeep Singh allegedly shot dead his grandmother, father, mother, sister and her three-year-old daughter with a revolver.
","సందీప్ సింగ్ అనే వ్యక్తి తన నాణమ్మ, తండ్రి, తల్లి, సోదరి, ఆమె మూడేళ్ల బాలికను తుపాకీతో కాల్చి చంపాడు.
"
"She bears her grandmother's name.
","ఈ ఆమె తాతమ్మ పేరు ధరించారు ఉంది.
"
"She grew up with only her mother and grandmother.
","ఆమె తల్లి మరియు తాతతో ఆమె పెరిగినది మాత్రమే.
"
"She has acted in over 50 movies, though she has mostly essayed the role of mother or grandmother.
","ఆమె 50 చిత్రాలకు పైగానే నటించినా దాదాపు అన్నీ తల్లి పాత్రలు, సహాయ పాత్రలే.
"
"She has become a grandmother since then.
","అప్పటి నుంచి ఆమె అమ్మగారింట ఉంటున్నారు.
"
"She has two children and recently became a grandmother.
","ఇద్దరు కుమార్తెల పెళ్ళిళ్ళు చేసి, ఇటీవల తాతయ్య కూడా అయ్యారు.
"
"She helped her grandmother.
","ఆమె పెద్దమ్మే సహాయం చేసింది.
"
"She is probably his great grandmother.
","ఆమెతో బహుశా ఆమె అత్త మామ ఉన్నారు.
"
"She lived with my grandmother for 20 years.
","అమ్మ 20 సంవత్సరాల పాటు నాన్నతో లివ్ ఇన్ టుగెదర్గా ఉంది.
"
"She played a grandmother (to a young Jenny Lewis, among others), now, and her cast members once again included Gordon.
","ఆమె ఇప్పుడు ఒక బామ్మగా నటించింది (ఒక యువ జెన్నీ లూయిస్, ఇతరులలో), మరియు ఆమె తారాగణం సభ్యులు మరోసారి గోర్డాన్ను చేర్చారు.
"
"She was the maternal grandmother of Henry VII.
","ఆమె హెన్రీ VII యొక్క గొప్ప మనుమరాలు.
"
