eng_Latn,tel_Telu
"By virtue of the Constitution of India or the Citizenship Act, 1955 (57 of 1955) who or either of whose father or mother or grandfather or grandmother was a citizen of India.
","భారత రాజ్యాంగ పౌరసత్వ చట్టం, 1955 (57వది) ప్రకారం అతను లేదా అతని తల్లిదండ్రులు లేదా తన గ్రాండ్ తల్లిదండ్రులు గాని భారతదేశ పౌరసత్వం కలిగి ఉండాలి
"
"Charlette would be surprised when more details of the crash were given to her from a member of her grandfather's congregation.
","ఆమె తాత సమాజం సభ్యుడి నుండి క్రాష్ గురించి మరిన్ని వివరాలు ఇవ్వబడినప్పుడు చార్లేట్ ఆశ్చర్యపోతాడు.
"
"Continuing the legacy of their grandfathers.
","తమ పూర్వీకుల ఘన వారసత్వాన్ని కొనసాగిస్తున్నారు.
"
"Day, a U. A gifted student, King attended segregated public schools and at the age of 15 was admitted to Morehouse College , the alma mater of both his father and maternal grandfather, where he studied medicine and law.
","ప్రతిభావంతులైన విద్యార్థి, కింగ్ వేరు చేయబడిన ప్రభుత్వ పాఠశాలలకు హాజరయ్యాడు మరియు 15 సంవత్సరాల వయస్సులో చేరాడు మోర్హౌస్ కళాశాల , అతను medicine షధం మరియు చట్టం చదివిన తన తండ్రి మరియు తల్లి తాత ఇద్దరికీ అల్మా మేటర్.
"
"Death of a maternal grandfather after 1900
","గ్రాండ్ మాస్టర్ 1900 తర్వాత మరణించాడా
"
"Della and Jim have two possessions that are the treasures of the household, Della's hair, which is their pride and joy and Jim's watch, which is an inheritance from his grandfather.
","డెల్లా మరియు జిమ్ ఇద్దరు సంపదలను కలిగి ఉన్నారు, వీటిలో రెండు గర్వంగా ఉన్నాయి - డెల్లా యొక్క అందమైన పొడవాటి జుట్టు మరియు జిమ్ యొక్క బంగారు గడియారం, అతని ముందు అతని తండ్రి మరియు తాతకు చెందినది.
"
"Della and Jim have two treasures of which they are both very proud - Della's beautiful long hair and Jim's gold watch, which belonged to his father and grandfather before him.
","డెల్లా మరియు జిమ్ ఇద్దరు సంపదలను కలిగి ఉన్నారు, వీటిలో రెండు గర్వంగా ఉన్నాయి - డెల్లా యొక్క అందమైన పొడవాటి జుట్టు మరియు జిమ్ యొక్క బంగారు గడియారం, అతని ముందు అతని తండ్రి మరియు తాతకు చెందినది.
"
"Described as a gifted student, King attended segregated public schools and at the age of 15 was admitted to Morehouse College, the alma mater of both his father and maternal grandfather, where he studied medicine and law.
","ప్రతిభావంతులైన విద్యార్థి, కింగ్ వేరు చేయబడిన ప్రభుత్వ పాఠశాలలకు హాజరయ్యాడు మరియు 15 సంవత్సరాల వయస్సులో చేరాడు మోర్హౌస్ కళాశాల , అతను medicine షధం మరియు చట్టం చదివిన తన తండ్రి మరియు తల్లి తాత ఇద్దరికీ అల్మా మేటర్.
"
"Despite this, people still think about what to give to grandfather for a jubilee (80 years).
","ఈ ఉన్నప్పటికీ, ప్రజలు ఇప్పటికీ తాత ఒక వార్షికోత్సవం (80 సంవత్సరాలు) కోసం ఇవ్వాలని అనుకుంటున్నాను.
"
"Did you know that Pedri's grandfather is the founder of FC Barcelona's supporter club in their hometown of Tegueste?
","పెడ్రి తాత వారి స్వస్థలమైన టెగ్యూస్టేలో ఎఫ్సి బార్సిలోనా మద్దతుదారు క్లబ్ స్థాపకుడు అని మీకు తెలుసా?
"
"Did you know?..., Issa Diop's grandfather, Lybasse Diop currently holds the world record as the first Senegalese footballer to play in French's Ligue 1.
","నీకు తెలుసా? . . . , ఇస్సా డియోప్ యొక్క తాత, లైబాస్ డియోప్ ప్రస్తుతం ఫ్రెంచ్ లిగ్యూ 1 లో ఆడిన మొట్టమొదటి సెనెగల్ ఫుట్ బాల్ ఆటగాడిగా ప్రపంచ రికార్డును కలిగి ఉన్నాడు.
"
"Do not forget that all boys are by nature bragging, and therefore if your grandfather or a neighbor retired proudly demonstrates a completely solved crossword puzzle, or a four-year-old nephew shows his own castle erected from the sand, do not forget to evaluate aloud the talents of the interlocutor.
","ప్రకృతి బౌన్సర్లు లో అన్ని అబ్బాయిలు, మీ తాత లేదా పొరుగు సగర్వంగా ఒక క్రాస్వర్డ్ పజిల్, లేదా ఒక నాలుగు మేనల్లుడు పరిష్కార వ్యక్తిగతంగా ఒక ఇసుక కోట నిర్మించబడింది పూర్తిగా ప్రదర్శించేందుకు రిటైర్ కనుక ఆ మర్చిపోవద్దు, సంభాషణలో బిగ్గరగా ప్రతిభ విశ్లేషించడానికి మరిచిపోకండి.
"
"Do you know who your great grandfather was?
","మీకు ఆ పెద్దనాయకుడెవరో తెలుసా?
"
"Do you know?... While his Dad maintains his private life, his grandfather chooses not as he has been making waves on social media.
","మీకు తెలుసా? . . . తన తండ్రి తన వ్యక్తిగత జీవితాన్ని కొనసాగిస్తున్నప్పుడు, తన తాత సోషల్ మీడియాలో తరంగాలు చేస్తున్నట్లు ఎంచుకోడు.
"
"Donald Trump's grandfather, Frederick Trump, emigrated from Germany to the United States in 1885.
","ఫ్రెడెరిక్ ట్రంప్, డొనాల్డ్ ట్రంప్ యొక్క తాత, 1885 లో జర్మనీ నుండి వలస వచ్చారు.
"
"Dr. Taylor's great-great grandfather, Dr. Silas Downer Scudder started the hospital in 1866.
","స్కడెర్ మెమోరియల్ హాస్పిటల్ ఆసుపత్రి 1866 లో డాక్టర్ సిలాస్ డౌనర్ స్కడర్ ప్రారంభించారు.
"
"Drusilla's grandfather was King Juba II of Mauretania.
","డ్రూసిల్ల యొక్క తాత మౌరీటానియా రాజు జుబా II.
"
"During the days of terrorism in Punjab, his grandfather Lala Jagat Narain and father Romesh Chander were assassinated in 1981 and 1984 respectively.
","పంజాబ్ ఖలిస్తాన్ ఉద్యమం ఉధృతంగా ఉన్న సమయంలో, 1981లో చోప్రా తాతగారైన లాలా జగత్ నారాయణ్ ను, 1984లో తండ్రి యైన రమేష్ చందర్ ను ఖలిస్తానీ తీవ్రవాదులు హత్య చేశారు.
"
"During this time, I made a new friend through a swimming class I was taking - Mr Goh*, a sprightly grandfather who's in his 60s.
","ఈ సమయంలో, నేను చేసిన ఒక కొత్త స్నేహితుడు ద్వారా ఒక స్విమ్మింగ్ తరగతి నేను తీసుకొని - మిస్టర్ గో*, ఒక హుషారైన తాత ఎవరు అతని.
"
"Dwayne is writing another note to his grandfather.
","డ్వేన్ తన తాతకు మరో నోటు వ్రాస్తున్నాడు.
"
"Edwards gained the post from his grandfather, Solomon Stoddard, who had exercised a great deal of control over the community from 1662 until his death in 1729.
","ఎడ్వర్డ్స్ తన తాత సొలొమోన్ స్టోడ్దార్డ్ నుండి ఈ పదవిని పొందాడు, అతను కమ్యూనిటీపై అధిక నియంత్రణను చూపించాడు 1662 నుండీ అతని మరణం 1729 లో జరిగింది.
"
"Elizabeth's maternal grandfather, Joseph Pearse Palmer, was a participant in the Boston Tea Party of 1773 and the Battle of Lexington in 1775 and fought with the Continental Army as an aide to his own father, a General, and as a Quartermaster General.
","ఎలిజబెత్ యొక్క తల్లితండ్రుడు జోసెఫ్ పిర్సే పాల్మెర్ 1773 లో బోస్టన్ టీ పార్టీలో మరియు 1775 లో లెక్సింగ్టన్ యుద్ధంలో పాల్గొనేవాడు, కాంటినెంటల్ ఆర్మీతో తన స్వంత తండ్రి, జనరల్, మరియు క్వార్టర్ మాస్టర్ జనరల్ గా సహాయకురాలిగా పోరాడాడు.
"
"Elizabeth's maternal grandfather, Joseph Pearse Palmer, was a participant in the Boston Tea Party of 1773 and the Battle of Lexington in 1775, and fought with the Continental Army as an aide to his own father, a General, and as a Quartermaster General.
","ఎలిజబెత్ యొక్క తల్లితండ్రుడు జోసెఫ్ పిర్సే పాల్మెర్ 1773 లో బోస్టన్ టీ పార్టీలో మరియు 1775 లో లెక్సింగ్టన్ యుద్ధంలో పాల్గొనేవాడు, కాంటినెంటల్ ఆర్మీతో తన స్వంత తండ్రి, జనరల్, మరియు క్వార్టర్ మాస్టర్ జనరల్ గా సహాయకురాలిగా పోరాడాడు.
"
"Emily and Zooey's grandfather, Paul Jules Deschanel, was born in Oullins, Rhône, France on 5 November 1906 and immigrated to the U.S. in 1930.
","ఎమిలీ మరియు జూయే యొక్క తాత పాల్ జూల్స్ డెస్చనెల్, నవంబరు 5, 1906 న ఒలన్స్, ఫ్రాన్స్లో జన్మించారు మరియు 1930 లో US కు వలసవెళ్లారు.
"
"Emily and Zooey's grandfather, Paul Jules Deschanel, was created in Oullins, Rh?ne, France on 5 November 1906 and immigrated towards the U.S. in 1930.
","ఎమిలీ మరియు జూయే యొక్క తాత పాల్ జూల్స్ డెస్చనెల్, నవంబరు 5, 1906 న ఒలన్స్, ఫ్రాన్స్లో జన్మించారు మరియు 1930 లో US కు వలసవెళ్లారు.
"
"Emperor Akihito, Naruhito's father, declared the 1998 Nagano Winter Olympics open, while his grandfather Emperor Hirohito opened the 1964 Tokyo Summer Games and 1972 Sapporo Winter Games.
","నరుహిటో తండ్రి చక్రవర్తి అఖిహిటో1998 నగనో వింటర్ గేమ్స్ను ప్రారంభించగా. . ఆయన తాత హిరోహిటో 1964 టోక్యో సమ్మర్ గేమ్స్, 1972 సప్పొరో వింటర్ గేమ్స్ను ప్రారంభించారు.
"
"Emperor Akihito, Naruhito's father, declared the 1998 Winter Olympics in Nagano open, while his grandfather, Emperor Hirohito, opened the 1964 Tokyo Summer Games and the 1972 Sapporo Winter Games.
","నరుహిటో తండ్రి చక్రవర్తి అఖిహిటో1998 నగనో వింటర్ గేమ్స్ను ప్రారంభించగా. . ఆయన తాత హిరోహిటో 1964 టోక్యో సమ్మర్ గేమ్స్, 1972 సప్పొరో వింటర్ గేమ్స్ను ప్రారంభించారు.
"
"Even her grandfather Amarnath played lead roles, and her aunt Srilakshmi, is a Telugu comedy actor who has done over 500 films.
","ఆమె తాత అమరనాథ్ కూడా ప్రధాన పాత్రలలో నటించారు, ఆమె అత్త శ్రీలక్ష్మీ , ఆమె 500 కి పైగా చిత్రాలలో నటించిన ఒక నటి.
"
"Even more important, the essay reveals a kind soul who wants to keep his relationship with his grandfather alive.
","మరింత ముఖ్యమైనది, వ్యాసం తన తాత సజీవంగా తన సంబంధం కొనసాగించాలని కోరుకునే ఒక రకమైన ఆత్మ వెల్లడిస్తుంది.
"
"Even today there are families in South India where there are over 400 people in one house - a large household with uncles, aunts, grandmothers, grandfathers, everyone.
","నేటికీ దక్షిణ భారతదేశంలో ఒక ఇంట్లో 400 మందికి పైగా ఉన్న కుటుంబాలు ఉన్నాయి - మావయ్యలు, అత్తలు, నానమ్మలు, తాతలు, అందరూ ఉన్న పెద్ద ఇల్లు.
"
"Ever since listening to Wimbledon on his grandfather's radio in 1962, Mark Kuhn dreamed of having his own court.
","1962 లో, వింబుల్డన్ తాత యొక్క రేడియో ప్రసారం వింటూ, మార్క్ కుహ్న్ వారి సొంత కోర్టులు నిర్మాణ కల పూర్తి చేయడానికి నిర్ణయించుకుంది.
"
"Every midnight, his 82-year-old grandfather (who had lost a leg to gangrene and walked with a stick) would walk a mile to switch on the water-pump to ensure that his oranges were ready to ship the next morning.
","ప్రతి అర్ధరాత్రి, అతని 90 ఏళ్ల తాత (గ్యాంగ్గ్రేన్కు ఒక కాలు కోల్పోయి, ఒక స్టిక్ తో వెళ్ళిపోయాడు) మరుసటి ఉదయం తన నారింజలను నడపడానికి సిద్ధంగా ఉన్నామని నిర్ధారించడానికి నీటి-పంపు మీద ఒక మైలు నడిచేవాడు.
"
"Father's Day photos might be a strange manner to express the feeling of heart to our father, grandfather, and uncle.
","తండ్రి డే ఫోటోలు మా తండ్రి గుండె యొక్క భావన వ్యక్తం ఒక వింత పద్ధతిలో కావచ్చు, తాత, మరియు మామయ్య.
"
"Father's Day, celebrated on 0.33 Sunday in June, is just across the corner - and lots of us are planning to buy playing cards and presents for our fathers, grandfathers, and different paternal figures.
","తండ్రి డే, న జరుపుకుంటారు 0.33 జూన్ లో ఆదివారం, కేవలం మూలలో అంతటా ఉంది - మరియు మాకు మా మా తండ్రుల ప్లే కార్డులు మరియు బహుమతులను కొనుగోలు ప్రణాళికా, తాతల, మరియు వివిధ తండ్రివైపు గణాంకాలు.
"
"Faye Dunaway is a slyly lusty preacher's wife, and Chief Dan George all but walks away with the movie as Little Big Man's Indian grandfather.
","ఫేయ్ డ్యూన్వే ఒక గంభీరమైన ప్రచారకుడి భార్య, మరియు చీఫ్ డాన్ జార్జ్ అన్నింటినీ కానీ లిటిల్ బిగ్ మాన్స్ ఇండియన్ తాతగా చిత్రీకరించారు.
"
"Following his move to Everton, Allan's fans hope that he would loosen up a bit and reveal some interesting details about his maternal grandfather and grandmother.
","అతను ఎవర్టన్కు వెళ్ళిన తరువాత, అలన్ అభిమానులు అతను కొంచెం విప్పుతాడని మరియు అతని తల్లితండ్రులు మరియు అమ్మమ్మల గురించి కొన్ని ఆసక్తికరమైన వివరాలను వెల్లడిస్తారని ఆశిస్తున్నారు.
"
"For compatibility purposes, as is done in passports, the grandfather's given name is taken as a family surname , and a person's given name and their father's given name form the first names.
","అనుకూలత ప్రయోజనాల కోసం, పాస్పోర్టులలో జరుగుతున్నట్లుగా, తాత ఇచ్చిన పేరును కుటుంబ ఇంటి పేరుగా తీసుకుంటారు, వారి తండ్రి ఇచ్చిన పేరు మొదటి పేరుగా స్వీకరిస్తారు.
"
"For compatibility purposes, as is done in passports, the grandfather's given name is taken as a family surname, and a person's given name and his/her father's given name form the first name.
","అనుకూలత ప్రయోజనాల కోసం, పాస్పోర్టులలో జరుగుతున్నట్లుగా, తాత ఇచ్చిన పేరును కుటుంబ ఇంటి పేరుగా తీసుకుంటారు, వారి తండ్రి ఇచ్చిన పేరు మొదటి పేరుగా స్వీకరిస్తారు.
"
"For compatibility purposes, as is done in passports, the grandfather's given name is taken as a family surname, and a person's given name and their father's given name form the first names.
","అనుకూలత ప్రయోజనాల కోసం, పాస్పోర్టులలో జరుగుతున్నట్లుగా, తాత ఇచ్చిన పేరును కుటుంబ ఇంటి పేరుగా తీసుకుంటారు, వారి తండ్రి ఇచ్చిన పేరు మొదటి పేరుగా స్వీకరిస్తారు.
"
"For example, a grandmother or grandfather can raise children while their parents are at work.
","ఉదాహరణకు, ఒక తాత వారి పిల్లలు, వారి తల్లిదండ్రులు పని వద్ద ఉన్నప్పుడు తేగలదు.
"
"For example, after submitting the necessary paperwork in November 2012, it took more than three months before I received a Presidential Memorial Certificate honoring my grandfather for his service during World War II.
","ఉదాహరణకు, నవంబరు 2012 లో అవసరమైన వ్రాతపని సమర్పించిన తరువాత, రెండవ ప్రపంచ యుద్ధంలో తన సేవ కోసం నా తాతకు గౌరవించే ప్రెసిడెన్షియల్ మెమోరియల్ సర్టిఫికెట్ను పొందే ముందు మూడు నెలల కంటే ఎక్కువ సమయం పట్టింది.
"
"For example, if a man's name is Paul Jones and his father and grandfather were also named Paul, that would make him Paul Jones III.
","ఉదాహరణకు, ఒక మనిషి పేరు పాల్ జోన్స్ మరియు అతని తండ్రి మరియు తాత కూడా పాల్ అని పిలుస్తారు, అది అతనిని పాల్ జోన్స్ III గా చేస్తుంది.
"
"For example, my maternal grandfather was a school teacher.
","ఉదాహరణకు మా నాన్న గారు చదువుకునే రోజుల్లో ఒక టీచరు ఉండేవారు .
"
"For example, the infamous family is financially dependent on the long-lived retired grandfather, so much so that after his death the family decided not to talk about death and continued to receive cash payments from the state.
","ఉదాహరణకు, అప్రసిద్ధ కుటుంబం అతడి మరణం తరువాత కుటుంబం మరణం గురించి మాట్లాడటానికి లేదు నిర్ణయించుకుంది రాష్ట్రం నుంచి నగదు చెల్లింపులు అందుకుంటారు కొనసాగాయని ఎంతగా అంటే, దీర్ఘ కాలిక రిటైర్ తాత ఆర్థికంగా ఆధారపడి ఉంటుంది.
"
"For instance, Joel Matip's grandfather and his brother-in-law Martin are also doctors.
","ఉదాహరణకు, జోయెల్ మాపిప్ యొక్క తాత మరియు అతని సోదరుడు అత్త మార్టిన్ కూడా వైద్యులు.
"
"For the purpose of acquisition and transfer of immovable property in India, a PIO means an individual (not being a citizen of Pakistan or Bangladesh or Sri Lanka or Afghanistan or China or Iran or Nepal or Bhutan), who (i) at any time, held Indian passport, or (ii) who or either of whose father or grandfather was a citizen of India by virtue of the Constitution of India or the Citizenship Act, 1955 (57 of 1955).
","భారతదేశంలో స్థిరాస్తి సంపాదన, బదిలీల నిమిత్తం పిఐఓ అంటే (1) ఎప్పుడయినా భారతీయ పాస్పోర్టు ఉన్న లేదా (2) భారత రాజ్యాంగం ప్రకారం లేదా పౌరత్వ చట్టం, 1955 (57 ఆఫ్ 1955) ప్రకారం, అతని తండ్రి, లేదా తాతలలో ఎవరో ఒకరయినా, భారత పౌరుడై ఉన్న (పాకిస్థాన్ లేదా బంగ్లాదేశ్ లేదా శ్రీలంక లేదా ఆప్ఘనిస్థాన్ లేదా ఇరాన్ లేదా చైనా లేదా నేపాల్ లేదా భూటాన్ పౌరుడుగా లేని) వ్యక్తి అని అర్థం.
"
"For the purpose of acquisition and transfer of immovable property in India, a PIO means an individual (not being a citizen of Pakistan or Bangladesh or Sri Lanka or Afghanistan or China or Iran or Nepal or Bhutan), who (i) at any time, held Indian passport; or (ii) who or either of whose father or grandfather was a citizen of India by virtue of the Constitution of India or the Citizenship Act, 1955 (57 of 1955).
","భారతదేశంలో స్థిరాస్తి సంపాదన, బదిలీల నిమిత్తం పిఐఓ అంటే (1) ఎప్పుడయినా భారతీయ పాస్పోర్టు ఉన్న లేదా (2) భారత రాజ్యాంగం ప్రకారం లేదా పౌరత్వ చట్టం, 1955 (57 ఆఫ్ 1955) ప్రకారం, అతని తండ్రి, లేదా తాతలలో ఎవరో ఒకరయినా, భారత పౌరుడై ఉన్న (పాకిస్థాన్ లేదా బంగ్లాదేశ్ లేదా శ్రీలంక లేదా ఆప్ఘనిస్థాన్ లేదా ఇరాన్ లేదా చైనా లేదా నేపాల్ లేదా భూటాన్ పౌరుడుగా లేని) వ్యక్తి అని అర్థం.
"
"Ford's grandfather, George William Ford, changed his name back to George Chung in order to gain more success as an ethnic actor in Hollywood.
","హాలీవుడ్లో ఒక జాతి నటుడిగా మరింత విజయం సాధించడానికి ఫోర్డ్ యొక్క తాత, జార్జ్ విలియమ్ ఫోర్డ్ తన పేరును జార్జ్ చుంగ్కు మార్చాడు.
"
"Four years in prison for grandfather who sexually assaulted his daughter
","కుమార్తెపై లైంగిక దాడికి పాల్పడిన తండ్రికి ఏడేళ్ల జైలు
"
"Fourth, for example, a good gift to my grandfather for 60 years - a subscription to a fitness club, a group of health, because modern men, despite their age, are quite active way of life.
","నాల్గవది, ఉదాహరణకు, నా తాత 60 సంవత్సరాల కోసం ఒక మంచి బహుమతి - ఒక ఫిట్నెస్ క్లబ్ చందా, ఆరోగ్య సమూహంలో, ఆధునిక పురుషులు ఎందుకంటే, సంబంధం లేకుండా వారి వయసు, చాలా చురుకుగా జీవనశైలి ఉన్నాయి.
"
"Frederick was miserable under the authority of his harsh father and planned to escape to Great Britain, where his maternal grandfather was King George I, and he invited Katte to join him.
","ఫ్రెడెరిక్ అతని కఠినమైన తండ్రి అధికారంతో బాధపడతాడు, మరియు గ్రేట్ బ్రిటన్కు పారిపోవాలని అనుకున్నాడు, అక్కడ అతని తల్లితండ్రుడు కింగ్ జార్జ్ I, మరియు అతన్ని కట్టీని అతనితో చేరాలని ఆహ్వానించాడు.
"
"Frederick was miserable under the authority of his harsh father, and planned to escape to Great Britain, where his maternal grandfather was King George I, and he invited Katte to join him.
","ఫ్రెడెరిక్ అతని కఠినమైన తండ్రి అధికారంతో బాధపడతాడు, మరియు గ్రేట్ బ్రిటన్కు పారిపోవాలని అనుకున్నాడు, అక్కడ అతని తల్లితండ్రుడు కింగ్ జార్జ్ I, మరియు అతన్ని కట్టీని అతనితో చేరాలని ఆహ్వానించాడు.
"
"Freed from his grandfather's constraints, Kearny sought assistance from his uncle and Major General Winfield Scott in obtaining a commission in the US Army.
","తన తాత యొక్క పరిమితుల నుండి విముక్తుడైన, కేర్డీ తన మామయ్య మరియు మేజర్ జనరల్ విన్ఫీల్డ్ స్కాట్ నుండి సంయుక్త సైనికదళంలో ఒక కమిషన్ పొందేందుకు సహాయం కోరాడు.
"
"Friederich Trump, Donald Trump's grandfather, immigrated from Germany in 1885.
","ఫ్రెడెరిక్ ట్రంప్, డొనాల్డ్ ట్రంప్ యొక్క తాత, 1885 లో జర్మనీ నుండి వలస వచ్చారు.
"
"Friederich Trump, Jesse Trump's grandfather, immigrated from Germany in 1885.
","ఫ్రెడెరిక్ ట్రంప్, డొనాల్డ్ ట్రంప్ యొక్క తాత, 1885 లో జర్మనీ నుండి వలస వచ్చారు.
"
"GSX-R750 The grandfather of the GSXR-1000, this designation is more than 25 years old and this model is being updated/ redesigned entirely every 2-4 years, with the new 2009 model receiving high praise.
","GSX-R750 - GSX-R1000కు తాత, ఈ హోదా 25 ఏళ్ళ కన్న ఎక్కువ పాతది, అంతేకాక ఈ నమూనా ప్రతి రెండు నుండి నాలుగు సంవత్సరాలకు నవీకరణ/తిరిగి రూపకల్పన చేయబడుతోంది.
"
"GSX-R750 The grandfather of the GSXR-1000, this designation is more than 25 years old and this model is being updated/redesigned entirely every 2-4 years, with the new 2009 model receiving high praise.
","GSX-R750 - GSX-R1000కు తాత, ఈ హోదా 25 ఏళ్ళ కన్న ఎక్కువ పాతది, అంతేకాక ఈ నమూనా ప్రతి రెండు నుండి నాలుగు సంవత్సరాలకు నవీకరణ/తిరిగి రూపకల్పన చేయబడుతోంది.
"
"George VI's father was George V (1865 to 1936), Elizabeth's grandfather.
","జార్జ్ VI తండ్రి జార్జ్ V (1865-1936), ఎలిజబెత్ యొక్క తాత.
"
"George Washington was the father of our country, but George Whitefield was the grandfather of it.
","మన దేశమునకు జార్జి వాషింగ్ టన్ తండ్రి, కాని జార్జి వైట్ ఫీల్డ్ మన దేశమునకు తాత.
"
"George, as his father was known, was the founder of a school that used unconventional teaching methods and was a contemporary of Erasmus Darwin, grandfather of Charles.
","జార్జ్, అతని తండ్రి తెలిసినట్లుగా, ఒక పాఠశాల స్థాపకుడు, సాంప్రదాయ బోధన పద్ధతులను ఉపయోగించాడు మరియు చార్లెస్ యొక్క తాత ఎరాస్ముస్ డార్విన్ సమకాలీన వ్యక్తి.
"
"George, as his father was known, was the founder of a school that used unconventional teaching methods and was a contemporary of Erasmus Darwin, grandfather of: Ashley Crossman.
","జార్జ్, అతని తండ్రి తెలిసినట్లుగా, ఒక పాఠశాల స్థాపకుడు, సాంప్రదాయ బోధన పద్ధతులను ఉపయోగించాడు మరియు చార్లెస్ యొక్క తాత ఎరాస్ముస్ డార్విన్ సమకాలీన వ్యక్తి.
"
"Ghalib's grandfather immigrated to India from Samarkand during the reign of Ahmad Shah.
","గాలిబు గారి తాతా 'సమర్ఖంద్' నుండి షాఃఆలం రాజుకాలంలో భారతదేశం వచ్చాడు.
"
"Giridhar's grandfather asked him to recite the verse always, and from then on, Giridhar has followed the practice of reciting it every time he takes water or food.
","గిరిధర్ తాత ఎప్పుడూ ఈ పద్యం పఠించమని కోరాడు, అప్పటినుండి గిరిధర్ నీరు, ఆహారం తీసుకున్న ప్రతిసారీ దానిని పఠించే పద్ధతిని అనుసరించాడు.
"
"Giridhar's grandfather asked him to recite the verse always, and from then on, Giridhar has followed the practice of reciting it every time he takes water or food.[29]
","గిరిధర్ తాత ఎప్పుడూ ఈ పద్యం పఠించమని కోరాడు, అప్పటినుండి గిరిధర్ నీరు, ఆహారం తీసుకున్న ప్రతిసారీ దానిని పఠించే పద్ధతిని అనుసరించాడు.
"
"Giridhar's initial education came from his paternal grandfather, as his father worked in Bombay.
","గిరిధర్ యొక్క ప్రారంభ విద్య అతని తండ్రి బొంబాయిలో పనిచేస్తున్నందున అతని పితామహుడి నుండి వచ్చింది.
"
"Gohan's name is the same of his grandfather.
","గోహన్ పేరు తన తాతకు సమానంగా ఉంది.
"
"Going back about 120 years, the grandfather of flat roofs is the built-up roof or BUR.
","సుమారు 120 సంవత్సరాలకు తిరిగి వెళ్లడం, ఫ్లాట్ పైకప్పుల తాత నిర్మిత పైకప్పు లేదా BUR.
"
"Going back about 120 years,the grandfather of flat roofs is the built-up roof or BUR.
","సుమారు 120 సంవత్సరాలకు తిరిగి వెళ్లడం, ఫ్లాట్ పైకప్పుల తాత నిర్మిత పైకప్పు లేదా BUR.
"
"Grandfather clause (or grandfather policy): A provision in which an old rule continues to apply to some existing situations, while a new rule will apply to all future cases.
","తాత నిబంధనః (లేదా తాత పాలసీ) పాత పాలన కొన్ని ప్రస్తుత పరిస్థితులకు వర్తించడంలో కొనసాగుతున్న నిబంధన అన్ని భవిష్యత్ కేసులకు కొత్త నియమం వర్తిస్తుంది.
"
"Grandparents Day is an opportune time to spend a good time with our grandmothers and grandfathers.
","తాతల దినోత్సవం అనేది మా అమ్మమ్మలు మరియు తాతలతో మంచి సమయం గడపడానికి అనువైన సమయం.
"
"Granted, that wasn't the only scientific inaccuracy: for example, Moschops shared a cave with his best friend, an Allosaurus, and his grandfather was a Diplodocus.
","నిజమే, అది కేవలం శాస్త్రీయ దోషము మాత్రమే కాదుః ఉదాహరణకు, మోచోప్స్ తన గురువుతో కలిసి ఒక గుహను పంచుకున్నాడు, ఒక అల్లౌసస్ , మరియు అతని తాత డిప్లొడోకస్ .
"
"Habib's grandfather Nazir Ahmed was the personal barber for India's last Viceroy, Lord Mountbatten, and then the - first Prime Minister, Jawaharlal Nehru.
","హబీబ్ తాత నాజిర్ అహ్మద్. . భారతీయ చివరి వైస్రాయ్ లార్డ్ మౌంట్బ్యాటెన్కు, భారత తొలి ప్రధాన మంత్రి జవహర్లాల్ నెహ్రూలకు హెయిర్కట్ చేసేవారు.
"
"Hall's grandfather came to Chicago in 1837 and was one of the founders of the Quinn Chapel A.M.E. Church.
","హాల్ యొక్క తాత చికాగోకు 1837 లో వచ్చింది మరియు క్విన్ ఛాపెల్ AME చర్చి యొక్క స్థాపకుల్లో ఇది ఒకటి.
"
"Having a grandfather who was a footballer made him have an interest in the game.
","ఒక ఫుట్బాల్ క్రీడాకారుడు అయిన తాతగారు అతనిని ఆటలో ఆసక్తిని కలిగి ఉండేలా చేసారు.
"
"Having a grandfather who was a footballer made him to have interest in the game.
","ఒక ఫుట్బాల్ క్రీడాకారుడు అయిన తాతగారు అతనిని ఆటలో ఆసక్తిని కలిగి ఉండేలా చేసారు.
"
"He also had paranormal experiences, such as experiencing visions from his grandfather's life.
","అతను తన తాత జీవితం నుండి దర్శనాలను అనుభవించడం వంటి పారానార్మల్ అనుభవాలను కూడా కలిగి ఉన్నాడు.
"
"He calls his grandfather Pops and stated that he had Alzheimer's.
","అతను తన తాత పాప్స్ అని పిలుస్తాడు మరియు తనకు అల్జీమర్స్ ఉందని చెప్పాడు.
"
"He came from a familial political tradition as his grandfather, Prescott Bush, was a U.S. Senator, and his father was the forty-first president.
","అతను తన తాత, ప్రెస్కోట్ బుష్, ఒక US సెనేటర్, మరియు అతని తండ్రి నలభై మొదటి అధ్యక్షుడు వంటి కుటుంబ రాజకీయ సంప్రదాయం నుండి వచ్చింది.
"
"He came from a long line of devout French Jews -- both his father and grandfather had been Rabbis.
","అతను భక్తిపూర్వక ఫ్రెంచ్ యూదుల సుదీర్ఘ లైన్ నుండి వచ్చాడు; అతని తండ్రి, తాత, ముత్తాత అన్ని రబ్బీలు.
"
"He describes his time with his grandfather as some of the happiest moments in his childhood.
","అతను తన తండ్రితో గడిపిన ఈ కాలాన్ని తన జీవితంలో సంతోషకరమైన సమయాలలో ఒకటిగా వర్ణించాడు.
"
"He didn't understand his grandfather.
","ఆమెబాధ తండ్రికి అర్థం కాదు.
"
