eng_Latn,hin_Deva
"Actor Kunal Kapoor came with his wife Naina, who is Amitabh Bachchan's niece.
","अमिताभ बच्चन के भाई के दामाद कुणाल कपूरपत्नी नैना बच्चन के साथ पार्टी में पहुंचे.
"
"His niece also died.
","उसकी मौसी की भी मौत हो गई थी।
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","देसी गर्ल प्रियंका चोपड़ा ने हाल ही में सोशल मीडिया पर कुछ स्क्रीनशॉट शेयर किए थे.
"
"Saif Ali Khan’s sister Saba shared a picture collage featuring her niece Sara Ali Khan and Amrita Singh.
","सारा अली खान (Sara Ali Khan) ने सुशांत और अपने अब्बा सैफ अली के साथ एक तस्वीर इंस्टाग्राम पर शेयर की है, जिसमें उन्होंने बताया की दोनों में एक खास बात क्या है.
"
"She is a daughter of Shakti Kapoor and Shivangi Kapoor while niece of Padmini Kolhapure.
","शक्ति की पत्नी शिवानी की छोटी बहन हैं पद्ममिनी कोल्हापुरे और श्रद्धा कपूर की मौसी हैं.
"
"Anupam Kher’s mother, brother, sister-in-law, niece test positive for coronavirus
","अनुपम खेर की मां, उनके भाई और भाभी कोरोना टेस्ट में पॉजिटिव पाए गए
"
"Also survived by two sons, two daughters, grandchildren and a host of nieces, nephews and other family and friends.
","वह अपने पीछे पत्नी , दो बेटे और दो बेटियों, रिश्तेदारों, मित्रों और असंख्य शुभचिंतकों को छोड़ गए हैं ।
"
"Sushant Singh Rajput’s niece shares adorable pics with actor, thanks fans for ‘tireless efforts’
","सुशांत सिंह राजपूत को फैंस ने ऐसे किया याद, बहन ने वीडियो शेयर कर जताया आभार
"
"His mother and niece both became alarmed.
","सास और बहू दोनो यह सुनकर घबरा-सी गयी ।
"
"Among those who appeared were his mom, two sisters, his son, two daughters, and a couple of nieces.
","जिसमें दो सगे भाई उनकी पत्नियां, उनके बच्चे, भाइयों की मां, एक विधवा बहन और उसकी बेटी शामिल थीं।
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","प्रियंका चोपड़ा ने हाल ही में सोशल मीडिया पर फिल्म की स्टारकास्ट के साथ एक फोटो शेयर की है।
"
"A representative of MLA Vijay Kumar said that the deceased woman is the niece of Kumar and the daughter of his younger brother late Manoj Prasad Yadav.
","इस मामले में विधायक के प्रतिनिधि का कहना है कि मृतक रिया विधायक विजय कुमार के छोटे भाई स्वर्गीय मनोज प्रसाद यादव की बेटी है।
"
"Wife of Bharatha, daughter of Kushadwaja, and niece of Janaka.
","जनक के भाई कुगशध्वज की पुत्री और शत्रुध्न की पत्नी।
"
"Date can be anyone—a friend, a sibling, your child, your niece, your grandson, your parent, or your romantic significant other.
","प्रिय व्यक्ति आपका चेहेता बेटा, बेटी हो सकती है, पति, या पत्नी, भाई या बहिन, अथवा प्रेमी और प्रेमिका, इनमे कोई भी हो सकता है.
"
"Salman has also expressed his joy over the birth of his niece.
","बेटी आने की खुशी में सलमान भी खुशी-खुशी लोगों की बधाइयां ले रहे हैं।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","पटौदी खानदान की बेटी सोहा अली खान ने पहले भी गोद भराई की कुछ तस्वीरें इंस्टाग्राम पर शेयर की.
"
"Saba Ali Khan has shared pictures with her nieces and nephews on Children's Day.
","बाल दिवस के मौके पर सबा अली खान ने अपने भतीजों की प्यारी तस्वीरें शेयर की हैं।
"
"The accused had raped his niece.
","आरोपितों ने उसकी पुत्रबधु के साथ छेड़छाड़ की।
"
"Meezaan is actor Jaaved Jaaferi's son and is going to make his Bollywood debut with Sanjay Leela Bhansali's niece Sharmin Segal.
","मलाल नाम की फिल्म है, जिससे जावेद जाफरी के बेटे मीज़ान जाफरी और संजय लीला भंसाली की बहन बेला सहगल की बेटी शरमीन सहगल अपना डेब्यू करने जा रहे हैं।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","बॉलीवुड के सुल्तान सलमान खान का एक वीडियो हाल ही में उनकी बहन अर्पिता खान शर्मा ने अपने इंस्टाग्राम अकाउंट पर शेयर किया है।
"
"After the news broke out, nieces Karisma Kapoor and Kareena Kapoor rushed to Rajiv's house.
","खबर मिलते ही करीना, करिश्मा कपूर और मां बबिता राजीव कपूर के घर पहुंचीं।
"
"She is his niece.
","वह उसका भतीजा ही है।
"
"They had left my niece with me.
","उन्होंने मुझे मेरी नानी के पास छोड़ दिया था.
"
"""I gotta go see my nieces and nephews.
","उनका कहना था, ""मैं अपने भाई और भतीजों को देखने के लिए जा रहा हूँ.
"
"Gandhiji in his later days slept naked with his two nieces to experiment with celibacy.
","ब्रह्मचर्य से अपने प्रयोग के लिए गांधी जी बाद के दिनों में अपनी दो भतीजियों के साथ नंगे सोते थे।
"
"Alia Bhatt joins Ranbir Kapoor and family for dinner, walks out hand-in-hand with his niece Samara, see pics | Celebrities News – India TV
","आलिया भट्ट और रणबीर कपूर ने रिद्धिमा कपूर साहनी के परिवार के साथ किया लंच, देखें दिलचस्प तस्वीरें
"
"Antara is the niece of Anil Ambani's wife Tina Ambani.
","अनिल अंबानी की पत्नी का नाम टीना अंबानी है.
"
"Saba Ali Khan shared a picture from the first birthday of her niece Sara Ali Khan.
","सारा अली खान ने अब्बा सैफ अली खान के बर्थडे पर शेयर की खास Pics, छोटे भाई Jeh ने लूट ली महफिल
"
"Actresses Karisma Kapoor and Kareena Kapoor are his nieces.
","करीना और करिश्मा कपूर इनकी चचेरी बहने हैं।
"
"It's my little niece.
","यह मेरी चचरी बहिन हैं ।
"
"Her close aide Sasikala Natarajan , her niece Ilavarasi and her nephew and Jayalalithaa’s disowned foster son Sudhakaran are others listed as accused in the case.
","उनकी निकट सहयोगी शशिकला नटराजन, उनकी रिश्तेदार इलावरासी, उनके भतीजे और जयललिता द्वारा बेदखल किए जा चुके उनके गोद लिए गए बेटे सुधाकरन समेत अन्य को मामले में आरोपी बनाया गया था।
"
"Saba Ali Khan shared a picture from the first birthday of her niece Sara Ali Khan.
","सारा ने इन फोटो को शेयर करते हुए लिखा, ""हैप्पी हैप्पी हैप्पी बर्थडे मेरे अब्बा..."" सारा अली खान द्वारा साझा की गई पहली तस्वीर उनके जन्म से संबंधित है।
"
"Bollywood actor Kunal Kapoor, who is married to Amitabh Bachchan's niece Naina Bachchan, came to the bash in a casual outfit.
","अमिताभ बच्चन के भाई के दामाद कुणाल कपूरपत्नी नैना बच्चन के साथ पार्टी में पहुंचे.
"
"She is his niece.
","वह इसकी सगी बहिन है ।
"
"After the news broke out, nieces Karisma Kapoor and Kareena Kapoor rushed to Rajiv's house.
","चाचा राजीव कपूर की मौत की खबर सुनते ही एक्ट्रेस करीना कपूर और बहन करिश्मा कपूर उनके आवास पर पहुंचे हैं।
"
"Hailey Baldwin, a model and actor, is the daughter of “The Usual Suspects” actor, Stephen Baldwin, and niece of famous comedian and actor, Alec Baldwin.
","वहीं हैली बाल्डविन मॉडल और टीवी पर्सनैलिटी होने के साथ एक्टर स्टीफन बाल्डविन की बेटी भी हैं।
"
"Currently, she's my only niece.
","फिलहाल वो मेरी बच्ची है।
"
"Her niece was killed in the attacks.
","हमलों में इनके सगे संबंधी मारे जा चुके हैं.
"
"Sushant's sister Shweta Singh Kirti and niece Mallika Singh commented on Ankita's post.
","अंकिता के इस पोस्ट पर सुशांत की बहन ने भी कमेंट किया था।
"
"He was being looked after by his niece.
","बहू उसकी देखभाल करती थी।
"
"This is my niece.
","यह मेरी भाभी है।
"
"""""""Congrats on the new niece!""
","""""""नए घर पर अच्छी तरह से बधाई हो!""
"
"His niece also died.
","उसका बहनोई भी भूखों मर गया।
"
"Congratulations on your nieces!
","भाईदूज की हार्दिक शुभकामनाएं !
"
"She is the niece of US Vice President Kamala Harris.
","इनके बाद बारी आई, अमेरिका की उप-राष्ट्रपति कमला हैरिस की.
"
"Her entire family of parents, sister, brother-in-law and nephew and niece were with her.
","इसमें उनके पिता, भाई, भाभी और सभी घर वाले शामिल थे।
"
"Sayesha Saigal, grand niece of legendary actor Dilip Kumar and Saira Banu, will be seen making her debut in the film.
","वहीं फिल्‍म में दिलीप कुमार और सायरा बानो की पोती सैयशा सैगल इस फिल्‍म से बॉलीवुड में डेब्‍यू करने जा रही हैं.
"
"A daughter and two nieces.
","एक बेटी और दो बेटे।
"
"Meanwhile, Kumar comes across Radha (Waheeda Rehman), the niece of the local doctor, Ramlal (Manmohan Krishan) and both eventually fall in love.
","कुमार की मुलाक़ात राधा (वहीदा रहमान) से होती है जो एक स्थानीय चिकित्सक रामलाल वैद (मनमोहन कृष्ण) की पुत्री है; और दोनों में प्यार हो जाता है।
"
"Kareena Kapoor Khan is Rajiv Kapoor's niece, daughter of Randhir Kapoor.
","कल्याणपुर के गूबा गार्डेन निवासी राजीव कुमार राष्ट्रपति के भतीजे पंकज कोविंद की पत्नी दीपा के सगे भाई हैं।
"
"Nawazuddin Siddiqui’s niece has filed a sexual harassment complaint against his brother at the Jamia police station in Delhi, according to a report by Times of India.
","रिपोर्ट्स के अनुसार, नवाजुद्दीन सिद्दिकी के भाई पर नई दिल्ली के जामिया पुलिस स्टेशन में शिकायत दर्ज कराई गई है।
"
"Abhishek Yadav is the son of Mulayam's brother Abhay Ram Yadav while Sandhya is the party supremo's niece and sister of Badaun MP Dharmendra Yadav.
","अनुराग, मुख्यमंत्री अखिलेश यादव के चाचा केे लड़के और बदायूं से सांसद धर्मेंद्र यादव के भाई हैं।
"
"Besides being a loving husband, he was a father, a son, a brother, uncle to many nieces and nephews and a good friend to many people.
","वह कई लोगों के लिए यारों का यार होने के अलावा प्यार करने वाले पति, पिता, दादा और पड़दादा थे।
"
"Saba Ali Khan has shared an old picture of her niece Sara Ali Khan and her mother Amrita Singh.
","शर्मिला की बड़ी बेटी सबा अली खान ने अपने इंस्टाग्राम पर मां-बाप की एक पुरानी और ब्लैक एंड व्हाइट फोटो शेयर कर दोनों को बधाई दी।
"
"Saba Ali Khan had shared a picture of her niece Sara Ali Khan on Instagram.
","सैफ अली खान की बहन सबा अली खान ने अपनी इंस्टा स्टोरी पर शर्मिला टैगोर की एक तस्वीर शेयर की है.
"
"Additional family includes two nephews and a niece.
","इसके अलावा परिवार में एक भाई व दो बहनें हैं।
"
"Anil Kapoor's niece Anshula, who is actor Arjun Kapoor's sister, wore a blue embroidered anarkali.
","अर्जुन कपूर की बहन अंशुला ब्लैक ड्रेस में दिखीं.
"
"The alleged incident occurred at Pilol village under the Savli police station in the Vadodara district when a woman and her niece, both belonging to an SC community, went to play Garba dance at a pandal.
","यह कथित घटना वडोदरा जिले में सावली पुलिस थाने के तहत आने वाले पिलोल गांव की है जब अनुसूचित जाति की एक महिला और उसकी एक रिश्तेदार को एक पंडाल में गरबा नृत्य करने से रोक दिया गया.
"
"Nawazuddin Siddiqui’s niece alleges sexual assault by his brother
","नवाजुद्दीन सिद्दीकी के छोटे भाई की पत्नी ने दहेज़ उत्पीडन की शिकायत की
"
"Sushant Singh Rajput’s niece has shared pictures with the actor.
","सुशांत सिंह राजपूत पर जान छिड़कती थीं उनकी बहनें, देखिए एक्टर की फैमिली फोटोज
"
"Here, she lives with her brother and niece.
","यहां वह अपने भाई-बहन व मां के साथ रहती है।
"
"I was one of his favourite nieces.
","मैं उनके नवरत्नों में से एक थी।
"
"She keeps sharing unseen pictures of her family members, including mother Sharmila Tagore, late father Mansoor Ali Khan Pataudi, nieces Sara Ali Khan and Inaaya Naumi Kemmu, brother Saif Ali Khan, nephews Ibrahim Ali Khan and Taimur Ali Khan, sister Soha Ali Khan, sister-in-law Kareena Kapoor Khan and brother-in-law Kunal Kemmu.
","वह अक्‍सर मां शर्मिला टैगोर, दिवंगत पिता मंसूर अली खान पटौदी, भाई सैफ अली खान, भाभी करीना कपूर खान, बहन सोहा अली खान और परिवार के अन्‍य सदस्‍यों की अनदेखी तस्‍वीरें शेयर करती हैं।
"
"Salman Khan’s sister Arpita Khan Sharma has shared first pictures of the actor with his newborn niece, Ayat.
","बॉलीवुड के दबंग अभिनेता सलमान खान की बहन अर्पिता खान शर्मा जिन्होंने अभी हाल ही में अपनी पहली संतान को जन्म दिया है.
"
"Salman Khan has shared an adorable picture of his niece and nephews on Instagram.
","दरअसल सलमान खान ने अपने ट्विटर अकाउंट पर अपनी और एक प्यारे से बच्चे की तस्वीर शेयर की.
"
"1815, Britain defeated Napoleon at the Battle of Waterloo. niece Victoria inheritad tethrone.
","1815 वाटरलू में ब्रिटेन से हारने के बाद नेपोलियन से फ्रांस की सत्ता छीनी गई।
"
"She was his wife's niece.
","वह दूल्हे का मामा था।
"
"Filmmaker Sanjay Leela Bhansali has taken up the onus of launching his niece Sharmin Segal in his next film - Sharmin is Bhansali's sister Bela Segal’s daughter.
","संजय लीला भंसाली ‘शिरीन फरहाद’ नामक फिल्म बना रहे हैं, जिसका निर्देशन करेंगी उनकी बहन बेला।
"
"A man, who brutally murdered three nieces, committed suicide by jumping into a river in Andhra Pradesh, police said.
","आंध्र प्रदेश में व्यक्ति ने तीन बेटों को नदी में फेंका, तीनों की मौत
"
"Recently Vikas posted his niece's picture on Instagram story.
","हाल में विक्की ने इंस्टाग्राम पर अपनी बचपन की एक तस्वीर शेयर की.
"
"Her entire family of parents, sister, brother-in-law and nephew and niece were with her.
","वहां उनका पूरा परिवार रहता है, दादा-दादी और चाचा-चाची और उनका बेटा, बुआ की फैमिली।
"
"Referring to the farmers’ protests, Meena Harris, niece of Vice President Kamala Harris, alleged that the world’s biggest democracy is under an assault.
","किसानों के प्रदर्शन का जिक्र करते हुए उपराष्ट्रपति कमला देवी हैरिस की भानजी मीना हैरिस ने आरोप लगाया कि दुनिया का सबसे बड़ा लोकतंत्र अभी खतरे में है।
"
"Salman Khan has shared an adorable picture of his niece and nephews on Instagram.
","सलमान खान ने आहिल और आयत के साथ प्यारी सी तस्वीर शेयर की है।
"
"Recently, Kareena Kapoor Khan attended a Diwali party with sister Karisma Kapoor niece Samiera Kapoor and BFF Amrita Arora.
","हाल में ही करीना कपूर करिश्मा कपूर के साथ संजय कपूर की पार्टी में दिखी थीं।
"
"Congrats again on the birth of your niece.
","एक बार फिर से आपको आपके जन्म की हार्दिक शुभकामनाये.
"
"And she’s very loving with her nieces and nephews.
","उसे अपने नाना-नानी के साथ बेहद प्यार है।
"
"Aamir Khan along with his wife Kiran Rao, son Azad Rao Khan and daughter Ira Khan attended his niece Zayn. . . . .
","आमिर के साथ उनकी पत्नी किरण राव, बेटा आजाद राव खान, बेटी इरा खान और भांजे इमरान खान थे।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","इस खास मौके पर एक्ट्रेस सारा अली खान ( Sara Ali Khan ) ने अपनी बचपन की एक क्यूट तस्वीर शेयर की।
"
"Apart from her, Ranbir Kapoor, Rishi Kapoor, sister Riddhima Kapoor Sahni and niece Samara are among the few to be present at the intimate family gathering.
","उनके अलावा इस सेरेमनी में कपूर फैमिली से उनके दोनों भाई रणधीर और राजीव कपूर के अलावा करिश्मा कपूर भी पहुंची थीं।
"
"Priyanka Chopra Jonas recently shared a cute set of pictures with her niece, Krishna Sky.
","हाल ही में प्रियंका चोपड़ा के ससुर पॉल केविन जोनास ने कुछ शानदार तस्वीरें शेयर की हैं.
"
"Dad, Mom and I. Plus my nephew and niece – my brothers’ kids.
","मेरे पापा, मम्मी, में और मेरी बड़ी बहन।
"
"A beautiful picture has been shared on Instagram in which Salman can be seen posing with his siblings Arbaaz Khan, Sohail Khan, Arpita, Alvira Agnihotri, Atul Agnihotri, Aayush and his niece Alizeh.
","सलमान खान ने अपने इंस्टाग्राम (Salman Khan Instagram Post) पर एक तस्वीर पोस्ट की, जिसमें वह अपने भाई सोहेल और अरबाज, जीजा अतुल अग्निहोत्री, आयुष शर्मा और भतीजों के साथ राखी दिखाते हुए नजर आ रहे हैं.
"
"Salman's birthday coincided with the birthday of his niece Ayat, daughter of Aayush Sharma and Arpita Khan.
","सलमान खान के जन्मदिन के साथ उनकी बहन अर्पिता खान की बेटी आयत का भी बर्थडे सेलिब्रेट किया जाएगा.
"
"Both are married and he has three nephews and two nieces.
","इनमें से दो भाई शादीशुदा हैं और उनके तीन बच्चे हैं।
"
"His father was Gaius Octavius, and his mother, Atia, was the niece of Julius Caesar.
","उसका पिता गाइबस ओक्तावियस और माता प्रसिद्ध जलियस सीज़र की भगिनी जलिया की कन्या अतिया थी।
"
"Abhishek Yadav is the son of Mulayam's brother Abhay Ram Yadav while Sandhya is the party supremo's niece and sister of Badaun MP Dharmendra Yadav.
","अनुराग सांसद धर्मेंद्र यादव के भाई और मुलायम सिंह यादव के भतीजे हैं।
"
"Her close aide Sasikala Natarajan , her niece Ilavarasi and her nephew and Jayalalithaa’s disowned foster son Sudhakaran are others listed as accused in the case.
","उनकी निकट सहयोगी शशिकला नटराजन, उनकी रिश्तेदार इलावरासी और उनके भतीजे तथा जयललिता द्वारा बेदखल किए जा चुके उनके गोद लिए गए बेटे सुधाकरन एवं अन्य को मामले में आरोपी बनाया गया है।
"
"She played the role of Shah Rukh Khan's niece in the film 'Baadshah'.
","बादशाह फिल्म में उन्होंने शाहरुख़ की मां का रोल निभाया था.
"
"Recently, Kareena Kapoor Khan attended a Diwali party with sister Karisma Kapoor niece Samiera Kapoor and BFF Amrita Arora.
","हाल ही में वे बहन करिश्मा कपूर (karisma kapoor) की बेटी समायरा के बर्थडे पार्टी में पहुंची थी।
"
"Arti Singh is the niece of actor Govinda, sister of Comedian Krushna Abhishek and cousin of television actress Ragini Khanna.
","कृष्णा बॉलीवुड एक्टर गोविंदा के भांजे और टीवी एक्ट्रेस आरती के भाई हैं।
"
"Her niece is Sohail Khan’s wife Seema, a fashion designer.
","सोहेल की पत्नी सीमा सचदेव एक फैशन डिजाइनर हैं।
"
"She is the niece of Boney and Anil Kapoor and cousin to Sonam Kapoor and Arjun Kapoor.
","वह बोनी कपूर के भांजे और अर्जुन कपूर के कजिन भी है।
"
"Debutante actress Sharmin Segal, who is the niece of filmmaker Sanjay Leela Bhansali, is gearing up for the release of her debut film Malaal.
","वहीं डायरेक्टर संजय लीला भंसाली की भजीती शर्मिन सहगल फिल्म मलाल से बॉलीवुड डेब्यू के लिए तैयार है.
"
"The SDOP, however, said the woman's two nieces who saw the incident stated that the accused caught hold of her and teased her, but did not confirm that she was raped.
","हालांकि, एसडीओपी ने बताया कि पीड़िता की दो भतीजियों ने कहा कि आरोपियों ने उसे पकड़ा और छेड़ा था, लेकिन इस बात की पुष्टि नहीं की कि उसके साथ बलात्कार हुआ है.
"
"His niece, Alyssa Healy is the wicket-keeper of the Australian women’s cricket team and is married to Australian spearhead Mitchell Starc.
","दिलचस्प बात है कि एलिसा हीली ऑस्ट्रेलियाई पुरुष टीम के तेज गेंदबाज मिचेल स्टार्क की पत्नी हैं.
"
"And that little girl is my niece.
","और ये छोटी बच्ची बेटी है मेरी ।
"
"I have two nephews and one niece.
","मेरे दो जेठ, एक देवर हैं ।
"
"Best wishes to your niece!
","भाईदूज की हार्दिक शुभकामनाएं !
"
"She is also the niece of former Union Cabinet minister Kantilal Bhuria.
","वह पूर्व केंद्रीय मंत्री कांतिलाल भूरिया के भी ओएसडी रहे हैं.
"
"The photo also had Riddhima’s daughter and Ranbir’s niece Samara Sahni.
","तसवीर में रणबीर की बहन रिद्धिमा की भी तसवीर है.
"
"This is my niece.
","यह मेरा सगा भतीजा है।
"
"Nawazuddin Siddiqui’s niece alleges sexual assault by his brother
","नवाजुद्दीन सिद्दीकी के भाई कर चुके हैं आरोप को खारिज
"
"She is a daughter of Shakti Kapoor and Shivangi Kapoor while niece of Padmini Kolhapure.
","पद्मिनी शक्ति कपूर की बीवी शिवांगी कपूर की बहन हैं।
"
"This is my niece.
","यह मेरी भगिनी है।
"
"The actress also shared an adorable picture with her niece Samiera Kapoor.
","वहीं एक्ट्रेस सोनम कपूर ने कटरीना संग फोटोज शेयर करते हुए उन्हें विश किया है.
"
"This is my niece.
","यह मेरा नाती है | आओ भैया ।
"
"Aadya Bedi is the niece of famous actor Kabir Bedi.
","पूजा बेदी मशहूर अभिनेता कबीर बेदी की बेटी हैं.
"
"A court in Uttarakhand’s Almora has sentenced a 50-year-old man to life in prison for raping his minor niece.
","महाराष्ट्र में पालघर की एक अदालत ने एक 50 वर्षीय व्यक्ति को अपनी नाबालिग बहू के साथ बलात्कार के जुर्म में आजीवन कारावास की सजा सुनाई है।
"
"Saba Ali Khan had shared a picture of her niece Sara Ali Khan on Instagram.
","सोहा अली खान ने अपने इंस्टाग्राम पर भाई सैफ अली खान की एक तस्वीर साझा की.
"
"Also seen in the videos are - Salman's mother Salma Khan, niece Alizeh, sisters Alvira Khan, Arpita Khan, brothers Sohail Khan, Arbaaz Khan, Daisy Shah, Swara Bhasker among others.
","वीडियो में सलमान खान, बहन अलवीरा, अरबाज खान, सोहेल, आयुष शर्मा, अर्पिता खान शर्मा और कैटरीना कैफ को एक साथ देखा गया जो साथ में मिलकर गणेश जी की आरती करते हुए नजर आ रहे है।
"
"Shraddha Kapoor is the daughter of Shakti Kapoor and niece of Padmini Kolhapure.
","श्रद्धा कपूर की मां शिवांगी कोल्हापुरे हैं, जो कि बॉलीवुड एक्ट्रेस पद्मिनी कोल्हापुरी की बहन हैं।
"
"Even my niece does not like.
","मेरे थावू जी भी इसे पसन्द नहीं करते।
"
"Also I have my little niece with me aswell.
","मेरे साथ मेरी छोटी बहन भी थी।
"
"All my nieces are.
","सब मेरे भाई-बहन है।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","इसी सिलसिले में बॉलीवुड अभिनेत्री सारा अली खान (Sara Ali Khan) ने सोशल मीडिया पर एक पुरानी तस्वीर को साझा करते हुए अपनी नानी मां को शुक्रिया कहा है.
"
"Saba Ali Khan shared a picture of her niece Inaaya Naumi Kemmu, the daughter of actors Soha Ali Khan and Kunal Kemmu, on Instagram.
","सोहा (Soha Ali Khan) ने कुछ मिनटों पहले अपने इंस्टाग्राम पर बेटी इनाया (Inaaya Naumi Khemu) और छोटे भतीजे जेह अली खान (Jeh Ali Khan) की पहली राखी की तस्वीर साझा की है।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","सारा अली खान ने सोशल मीडिया पर अपनी बचपन की फोटो शेयर की है।
"
"Pandit’s niece and Jawaharlal Nehru’s daughter, Indira Gandhi, was the first woman Prime Minister of the country and her grand-nephew, Rajiv Gandhi, the sixth prime minister of India.
","'राजीव गाँधी' भारत की पहली महिला प्रधानमंत्री इन्दिरा गांधी के पुत्र और देश के नौवें प्रधानमंत्री थे।
"
"Maheep Kapoor shared a new video on Instagram in which she was seen dancing on stage with her niece Janhvi Kapoor.
","आपको बता दें कि हाल ही में जान्हवी कूपर (Janhvi Kapoor Dance) ने अपने इंस्टाग्राम पर एक वीडियो शेयर किया, जिसमें वो मस्ती भरे अंदाज में डांस करती दिखाई दे रही हैं.
"
"Shweta Singh Kirti, another sister of Sushant, her husband Vishal Kirti, and niece Mallika Singh have also welcomed the apex court ruling.
","सुप्रीम कोर्ट के फैसले के बाद सुशांत सिंह राजपूत की बहन श्वेता कीर्ति सिंह ने फैसले का स्वागत किया है।
"
"The accused had allegedly raped his niece.
","आरोप लगाया आरोपियों ने उसकी बहन से मारपीट की।
"
"His niece also died.
","उसका बहनोई भी भृखों मर गया ।
"
"Priyanka Chopra shared adorable photos with her niece, Krishna Sky, on social media recently.
","हाल ही में प्रियंका चोपड़ा ने अपने करवाचौथ की प्यारी तस्वीरें पोस्ट की थीं.
"
"Actor Kunal Kapoor is dating Amitabh Bachchan's niece Naina Bachchan.
","महानायक अमिताभ बच्चन के छोटे भाई अजिताभ बच्चन की बेटी नैना बच्चन की शादी बॉलीवुड एक्टर कुणाल कपूर से हुई है।
"
"Salman Khan took to Instagram to share a video of his niece Alizeh Agnihotri.
","सलमान खान के जीजा अतुल अग्निहोत्री ने अपने इंस्टाग्राम अकाउंट से इसका एक वीडियो शेयर किया है।
"
"Saba Ali Khan had shared a picture of her niece Sara Ali Khan on Instagram.
","सोहा अली खान ने अपने इंस्टाग्राम पर भाई सैफ अली खान की एक तस्वीर साझा की।
"
"His niece Poonam Mahajan is the MP from Mumbai North Central.
","उनकी बहन पूनम महाजन नॉर्थ-सेंट्रल मुंबई से सांसद हैं।
"
"Actor Nawazuddin Siddiqui’s niece has filed a sexual harassment case against his brother.
","फिल्म अभिनेता नवाजुद्दीन सिद्दीकी पर उनके भाई की पत्नी ने गंभीर आरोप लगाए हैं।
"
"Saba Ali Khan shared a picture from the first birthday of her niece Sara Ali Khan.
","सारा अली खान ने शेयर की अपनी पहली मैगज़ीन फोटोशूट की तस्वीरें
"
"Also Read: Police ASI accused of raping, impregnating minor niece
","इसे भी पढ़ें : नाबालिग से दुष्कर्म के आरोपी की सामूहिक पिटाई, सौंपा पुलिस को
"
"Saba Ali Khan shared a picture from the first birthday of her niece Sara Ali Khan.
","सबा अली खान ने अपने छोटे भाई के जन्मदिन के मौके पर एक फोटो शेयर की है.
"
"Bollywood actors Saif Ali Khan and Soha Ali Khan’s sister Saba Ali Khan took to Instagram to share a throwback picture of her niece Sara Ali Khan and actress Amrita Singh.
","सैफ अली खान की बहन और बॉलीवुड एक्ट्रेस सोहा अली खान ने भी इंस्टाग्राम पर एक पोस्ट शेयर किया है.
"
"He married his wife's niece.
","उसने अपने छोटे भाई की पत्नी से शादी कर ली थी।
"
"Saba Ali Khan had shared a picture of her niece Sara Ali Khan on Instagram.
","दरअसल सारा की बुआ सबा अली खान (Saba Ali Khan) ने इस फोटो को अपनी इंस्टाग्राम स्टोरी पर शेयर किया था।
"
"The woman identified the dead girl as her niece.
","महिला ने मृतक की पहचान अपने भाई के रूप में की।
"
"Kareena Kapoor, Karisma Kapoor and sister-in-law Neetu Kapoor, niece Riddhima Kapoor Sahni and nephew Aadar Jain were all in attendance.
","तैमूर को विश करने मौसी करिश्मा कपूर, नानी बबिता, नाना रणधीर कपूर, बुआ सोहा अली खान, बहन ईयाना, समायरा और भाई कियान भी पहुंचे।
"
"Abhishek Bachchan, Kunal Kapoor with his wife Naina (who is the Big Bs niece) were also spotted.
","कुणाल कपूर की पत्नी नैना बच्चन भी उनके साथ नजर आईं.
"
"Alexandrina Victoria was born to the Duke of Kent and Princess Victoria of Saxe-Coburg-Saalfeld and was the granddaughter of George III and niece of William IV.
","विक्टोरिया प्रिंस एडवर्ड, ड्यूक ऑफ केंट और स्ट्रैथर्ने (किंग जॉर्ज III का चौथा बेटा) की बेटी थी, और सक्से-कोबर्ग-सालेफेल्ड की राजकुमारी विक्टोरिया।
"
"His mother and niece both became alarmed.
","सास और बहू दोनों हताश हो गयी थीं ।
"
"Zayn Marie Khan, daughter of filmmaker Mansoor Khan and niece of actor Aamir Khan, got married recently.
","आमिर खान के भांजे और एक्टर इमरान खान की शादी इन दिनों काफी सुर्खियों में है।
"
"Salman Khan has shared an adorable picture of his niece and nephews on Instagram.
","हाल ही में सलमान खान ने सोशल मीडिया पर एक चाचा- भतीजे की फोटो शेयर की है।
"
"I love my nieces.
","मैं अपनी भानजी को पसंद करता हूं.
"
"1815, Britain defeated Napoleon at the Battle of Waterloo. niece Victoria inheritad tethrone.
","1815 – वाटरलू में ब्रिटेन से हारने के बाद नेपोलियन से फ्रांस की सत्ता छीनी गई।
"
"And I'm not just saying that cause she's my niece.
","मैं यह इसलिए नहीं कह रही हूं कि वह मेरी बहन है।
"
