eng_Latn,hin_Deva
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","चोकसी और उनके भतीजे नीरव मोदी पर कुछ बैंक अधिकारियों के साथ मिलकर पंजाब नेशनल बैंक (पीएनबी) के साथ कथित तौर पर 13,500 करोड़ रुपये की धोखाधड़ी करने का आरोप है।
"
"Youth killed, brother injured in firing by uncle
","भाई, भतीजे की पिटाई से क्षुब्ध युवक ने फांसी लगाकर दी जान
"
"Nirav Modi and his uncle Mehul Choksi are accused of defrauding PNB to the tune of over Rs 14,000 crore.
","नीरव मोदी और मेहुल चोकसी पर पंजाब नेशनल बैंक से 14,000 करोड़ रुपए के फ्रॉड का आरोप है।
"
"Nirav Modi, along with his uncle Mehul Choksi, are accused in the Rs. 13,500 crore Punjab National Bank (PNB) fraud.
","मेहुल चोकसी (Mehul Choksi) और उसके भतीजे नीरव मोदी पर कुछ बैंक अधिकारियों की मिलीभगत से PNB के साथ कथित तौर पर 13,500 करोड़ रुपये की धोखाधड़ी करने का आरोप है।
"
"Chimpu uncle we will miss you.
","चिम्पू अंकल हम आपको मिस करेंगे.
"
"In his over-a-decade-long career, the actor has worked with filmmakers like Ekta Kapoor, Ronnie Screwvala and Siddharth Roy Kapur, apart from teaming up with his uncles Mahesh and Mukhesh Bhatt.
","इमरान ने अपने एक डिकेट से लंबे फिल्मी करियर में अंकल महेश और मुकेश भट्ट के साथ ही एकता कपूर, रॉनी स्क्रूवाला और सिद्धार्थ रॉय कपूर जैसे फिल्ममेकर्स के साथ काम किया है.
"
"A sister, two brothers and two uncles.
","दो भाई, दो भतीजे, एक भानजा और चचेरा भाई।
"
"police have arrested the uncle and brother of the girl.
","पुलिस ने बच्चे की चाची और चचेरे भाई को गिरफ्तार कर लिया है।
"
"A 10-year-old girl was allegedly raped and killed by her uncle in Katni district of Madhya Pradesh.
","इससे पहले मध्य प्रदेश के कटनी जिले में एक 10 वर्षीय बच्ची से दुष्कर्म के बाद उसकी हत्या करने का मामला सामने आया था.
"
"Following this, the child’s uncle filed a complaint with the police over the incident.
","जिसके बाद छात्रा के भाई ने मामले की शिकायत पुलिस को दी।
"
"“No, uncle, my mother’s sick.
","“ नहीं मेरी ननद का ससुर बीमार है।
"
"On the complaint of the victim's uncle, an FIR has been lodged against unidentified persons.
","भतीजे के बयान पर अज्ञात के विरुद्ध एफआईआर दर्ज की गयी है।
"
"This has all happened because his uncle.
","यह सब हुआ उसके एक अंकल की वजह से।
"
"Arjun Kapoor arrived at the party with his uncle Sanjay Kapoor.
","गौरी इस पार्टी में अनिल कपूर के भाई संजय कपूर के साथ पहुंची थी।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","मृतका के पिता ने पति और सास ससुर के खिलाफ दहेज हत्या का मुकदमा दर्ज कराया है।
"
"All my aunts and uncles lived there.
","मेरी सभी भाई-बहन वहीं थे.
"
"Grandparents, parents, uncles, aunts, and children all lived together.
","माँ, पिता, बडे भाई, मँझले भाई सब वहाँ जमा हो गये थे ।
"
"Khalil Haqqani is Jalaluddin’s brother, and the uncle of the Taliban’s deputy chief, Sirajuddin Haqqani.
","खलील हक्कानी दिवंगत सरगना जलालउद्दीन हक्कानी का भाई है।
"
"The PSPL is a new party formed by Shivpal Yadav, the disgruntled former Samajwadi Party leader and uncle of Akhilesh Yadav.
","हाल ही नई पार्टी बनाने वाले शिवपाल यादव ने अखिलेश यादव की समाजवादी पार्टी को तगड़ा झटका दिया है।
"
"Riddhima shared a picture of Rajiv Kapoor on social media and wrote 'goodbye uncle'.
","रिद्धिमा कपूर ने भी राजीव की फोटो शेयर की है और लिखा, गुड बाय अंकल.
"
"Actor Alia Bhatt returned from the Maldives after the news of Ranbir Kapoor's uncle Rajiv Kapoor's death came out.
","रणबीर कपूर के अंकल राजीव कपूर के निधन की खबर आते ही मालदीव वेकेशन को बीच में छोड़ मुंबई लौटी आलिया भट्ट
"
"Police arrested the brother and uncle of the woman on charges of murder, criminal conspiracy and destroying evidence.
","पुलिस ने युवती के भाई, उसके एक रिश्तेदार को हत्या, आपराधिक साजिश और सबूत नष्ट करने के आरोपों में गिरफ्तार किया है।
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पीड़िता की तहरीर पर पुलिस ने ससुर, पति और ससुराल वालों के खिलाफ मुकदमा दर्ज कर लिया है।
"
"However, the list will not have the name of his uncle Shivpal and the same has been indicated to Mulayam Singh Yadav as well.
","हालांकि इस सूची से मुलायम सिंह के भाई और उनके भरोसेमंद, शिवपाल यादव का नाम गायब है।
"
"Her mother, father and uncle started punching him.
","पति, जेठ और सास उससे मारपीट करने लगे।
"
"Sonam Kapoor's uncle Sanjay posed with son Jahaan Kapoor.
","सोनम कपूर के भाई अर्जुन कपूर करण जौहर के साथ।
"
"Minor girl raped by father, uncle in Indore
","इंदौर में बच्ची से सामूहिक दुष्कर्म, पिता ने बेटी को बनाया शिकार
"
"Both Nirav Modi and his uncle Mehul Choski, another prime accused in the scam, are said to have left the country before criminal cases were lodged against them.
","गौरतलब है कि नीरव मोदी और मेहुल चौकसी दोनों ही आरोपियों के बारे में माना जाता है कि आपराधिक मामला दर्ज होने से पहले वे देश छोड़ चुके थे।
"
"Both my uncles are.
","दोनों ममेरे भाई हैं।
"
"“My uncle is not at home.
","उसने कहा, “पिताजी घर पर नहीं हैं।
"
"He learnt the rudiments of music from his own uncle.
","संगीत विद्या इन्होंने अपने ब॒जुर्गों से सीखी ।
"
"My uncle opposed it.
","भाई ने इसका विरोध किया।
"
"Nirav Modi and his uncle, Mehul Choksi, are accused of cheating state-owned Punjab National Bank of Rs 11,400 crore.
","नीरव मोदी और मेहुल चोकसी के खिलाफ 11,400 करोड़ रुपये के पंजाब नेशनल बैंक धोखाधड़ी मामले में जांच चल रही है.
"
"Nirav Modi and his uncle, Mehul Choksi, are accused of cheating state-owned Punjab National Bank of Rs 11,400 crore.
","बता दें कि पंजाब नैशनल बैंक से जुड़े 11,400 करोड़ के फ्रॉड के मुख्य आरोपी नीरव मोदी और उनके अंकल मेहुल चोकसी के पासपोर्ट चार हफ्तों के लिए सस्पेंड कर दिए गए हैं.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","पति , सास और ससुर के खिलाफ पुलिस ने मुकदमा दर्ज कर लिया है।
"
"“Please write letters to Captain uncle and Khattar uncle and say, ‘Please think about our health’,” he told children.
","उन्होंने बच्चों से कहा, “कृप्या कैप्टन अंकल और खट्टर अंकल को पत्र लिखें और कहें कि कृप्या हमारी सेहत का ध्यान रखें।
"
"A: Yes, he was my grand uncle.
","जवाब- वह तो मेरे बड़े भाई थे.
"
"The movement was led by Bhagat Singh’s father Kishori Singh and uncle Ajeet Singh.
","इसका आंदोलन का संचालन शहीद भगत सिंह के बड़े भाई सरदार अजीत सिंह और अन्य कर रहे थे।
"
"Delhi Air pollution: Kejriwal wants school children to write letters to 'Capt uncle, Khattar uncle'
","दिल्‍ली में प्रदूषण: केजरीवाल ने स्कूली बच्चों से कहा- ‘कैप्टन अंकल, खट्टर अंकल’ को लिखें पत्र
"
"""Both are my uncles.
","“वे दोनों मेरे बड़े भ्राऊ (भाई) हैं।
"
"Diamond jeweller Nirav Modi and his uncle Mehul Choksi have been accused of defrauding the Punjab national bank of crores of rupees.
","मेहुल चौकसी और उसका डायमंड टायकून भांजा नीरव मोदी पर पीएनबी बैंक के साथ धोखधड़ी करने का आरोप है।
"
"He had earlier also met Samajwadi Party chief Akhilesh Yadav and is also in constant touch with the SP chief’s uncle and PSPL Chief Shivpal Singh Yadav.
","इसके साथ ही उन्होंने समाजवादी पार्टी के संरक्षक मुलायम सिंह याजव व सपा के मुखिया अखिलेश यादव से भी मुलाकात की।
"
"At home, there were my mom, my brother, my sister, my uncles and one of my cousins.
","घर में मैं, मेरी मम्मी, मेरे पप्पा और एक छोटी बहन और बड़ा भाई हे.
"
"When Antara started performing on stage, her uncle had reportedly advised her to name herself Monalisa.
","बताया जाता है कि जब अंतरा ने स्टेज पर परफॉर्म करना शुरू किया, तो उनके अंकल ने उन्हें मोनालिसा नाम रखने की सलाह दी थी.
"
"The woman ridiculed PDA critics as ""jealous uncles and aunties"".
","महिला ने पीडीए की आलोचना करने वालों को ""ईष्र्यालु अंकल-आंटी"" करार दिया।
"
"Famous actors Shammi Kapoor and Shashi Kapoor were his uncles.
","उनके दोनों भाई शशि कपूर और शम्मी कपूर भी अपने दौर के जाने-माने अभिनेता रहे हैं.
"
"My uncle opposed it.
","बड़े भाईने इसका विरोध किया।
"
"Billionaire Nirav Modi is one of the main accused in the 13000 crore Punjab National Bank scam along with his uncle Mehul Choksi.
","गौरतलब है कि नीरव मोदी ने पीएनबी बैंक के साथ 13000 करोड़ की धोखाधड़ी की, जिसमें मेहुल चौकसी भी भागीदार है।
"
"Lord Louis Mountbatten was a maternal uncle of Prince Phillip and the second cousin of Queen Elizabeth II.
","लॉर्ड माउंटबेटन महारानी विक्टोरिया के पड़पोते और महारानी एलिजाबेथ द्वितीय के कजन थे।
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","पुलिस ने आरोपी पुत्र एवं भतीजा के विरुद्ध हत्या का अपराध पंजीबद्ध करते हुए गिरफ्तार किया है।
"
"An uncle told him his father had died.
","मित्र ने मुझसे कहा कि उनके पिता डेड हो गए।
"
"Karan Johar's eldest uncle, Ved Prakash Johar, was a graduate of Lahore's Government College and was pally with the poet Faiz Ahmed Faiz.
","करण जौहर के पिता के बड़े भाई वेद प्रकाश जौहर लाहौर के सरकारी कॉलेज से ग्रेजुएट थे और फैज अहमद फैज के साथ मिलकर काम भी किया करते थे.
"
"Police detained the parents as well as the uncle and the aunt.
","पुलिस ने नीलू के पिता एवं मां को भी हिरासत में लिया।
"
"I left the final choice to Kiran, and she has named him after my great grand uncle Maulana Azad, the great freedom fighter, whom the family is most proud of.
","फैसला मैंने किरण पर छोड़ दिया था और उन्होंने मेरे अंकल मौलाना आजाद जो की एक मशहूर स्वतंत्रता सेनानी थे के नाम पर मेरे बेटे का नाम रखा।
"
"“My uncle is not at home.
","“हेमन्त घर पर नहीं है।
"
"Thank you so much, uncle.
","बहुत अच्छा लगा अंकल, थैंक्स।
"
"And a brother and three uncles.
","एक भाई और तीन बहनें।
"
"According to the report, the Suddaguntepalya police have charged Dinesh and his family including his father Lokappa Gowda, mother Gayatri, sister Shyla and uncle Swamy alias Dayananda with abetment to suicide.
","पुलिस ने दिनेश के पापा लोकप्पा गौड़ा, मां गायत्री, बहन शीला और अंकल स्वामी उर्फ दयानंद के खिलाफ मामला दर्ज किया है.
"
"The new CM’s secretariat building, Lok Bhawan, was inaugurated by the chief minister in the presence of Samajwadi Party chief Mulayam Singh Yadav and his uncle Shivpal Yadav.
","”नए सचिवालय भवन का उद्घाटन सपा मुखिया और पूर्व मुख्यमंत्री मुलायम सिंह यादव ने शिवपाल सिंह यादव और आजम खां की मौजूदगी में किया।
"
"“You know who my uncle is?
","“मेरे भांजे को पहचानती हो न ?
"
"Police have arrested the woman's father, mother and uncle.
","पुलिस ने प्रेमिका के पिता, मां सहित एक अन्य को गिरफ्तार कर लिया है।
"
"Police have arrested three people, including child's maternal uncle, in connection with the incident.
","मामले में पुलिस ने अपहृत बच्चे के बुआ के लड़के समेत तीन लोगों को गिरफ्तार किया है।
"
"After Prince Charles and Prince William, that list currently includes William’s two children (Prince George and Princess Charlotte), followed by his younger brother, Prince Harry, then his uncle, Prince Andrew.
","प्रिंस चार्ल्‍स के बाद प्रिंस विलियम, उसके बाद विलियम के बेटे प्रिंस जॉर्ज, प्रिंसेज शैरलॉट, प्रिंस लुईस का नंबर आता है.
"
"Police has arrested victim’s uncle in this connection.
","मामले में पुलिस ने मृतक के भाई-भाभी को धर-दबोचा।
"
"The five elected Pashupati Kumar Paras, Chirag’s uncle and late Ram Vilas Paswan’s younger brother, as the party’s leader in the Lok Sabha.
","इस ग्रुप ने स्व़ रामविलास पासवान के छोटे भाई व हाजीपुर के सांसद पशुपति कुमार पारस को अपना नेता चुन लिया है.
"
"Her mother and uncle were grievously wounded.
","जबकी उनकी मामी व नाना गंभीर रूप से घायल हो गए।
"
"After the incident, the victim went to her maternal uncle’s house.
","घटना के बाद पीड़िता अपनी बुआ के घर कोरबा चली गई थी।
"
"Om Prakash Rajbhar has also met Samajwadi Party chief Akhilesh Yadav and is also in constant touch with the SP chief's uncle and PSPL Chief Shivpal Singh Yadav.
","मंत्री रहे राम अचल राजभर भी सपा प्रमुख अखिलेश यादव के साथ संपर्क में हैं।
"
"The girl reached the police station with her uncle to lodge the complaint.
","युवती ने भाई के साथ थाने पहुंचकर दोनों की शिकायत दर्ज करा दी।
"
"“You know who my uncle is?
","“तू मेरे पोते सढीमकों जानती है न?
"
"Beloved husband, father, son, brother, uncle and friend.
","पति, प्रेमी, पिता, भाई और परिवार के करीबी लोग.
"
"After completing high school, Aamir decided to discontinue his studies and started working as an assistant director with his uncle Nasir Hussain.
","इसके बाद आमिर ने अपनी पढ़ाई छोड़ने का फैसला किया और अपने अंकल नासिर हुसैन को असिस्ट करने लगे।
"
"I am not your father, I am not even your uncle.
","मैं तुम्हारा तात नहीं; तुम्हारे पिताका तात हूँ ।
"
"On the complaint of the victim's uncle, an FIR has been lodged against unidentified persons.
","पीड़ित की तहरीर के आधार पर अज्ञात बदमाशों के विरुद्ध मुकदमा दर्ज कर लिया गया है।
"
"The police has registered a FIR against an unidentified man on the complaint of groom’s paternal uncle.
","बड़े भाई की तहरीर पर पुलिस ने अज्ञात पर नाबालिग के अपहरण का मुकदमा दर्ज कर लिया है।
"
"His father and SP patriarch Mulayam Singh Yadav and uncle Shivpal Yadav did not attend the event.
","इस घोषणा के दौरान सपा संस्थापक मुलायम सिंह यादव और उनके छोटे भाई शिवपाल यादव मौजूद नहीं थे।
"
"“Come on uncle!
","“शास्त हो जायें आएंपुत्र !
"
"Pashupati Kumar Paras is the younger brother of the late Ram Vilas Paswan and the uncle of Chirag Paswan.
","दिवंगत रामविलास पासवान के भतीजे और चिराग पासवान के चचेरे भाई हैं।
"
"Musician Amaal Malik has said that he doesn’t consider uncle Anu Malik as a part of his immediate family.
","अमाल का कहना है कि वो अनु मलिक को अपने परिवार का हिस्सा नहीं मानते हैं ।
"
"Sonam’s uncle Sanjay Kapoor will be playing her father in the film.
","फिल्म में सोनम के अंकल संजय कपूर उनके पिता के रोल में नजर आने वाले हैं.
"
"“Your uncle.
","""तुम्हारे नाना जी ने ।
"
"His father, Suryanarayan Raju, is a producer and his uncle Krishnam Raju is a Telugu actor.
","उनके पिता प्रोड्यूसर सूर्यनारायण राजू और मां का नाम शिव कुमारी है।
"
"Nirav Modi and his uncle Mehul Choksi are the main accused in the scam.
","इसमें मुख्य आरोपी नीरव मोदी और मेहुल चोकसी हैं।
"
"These include brothers, sisters, nephews, uncles, aunts.
","इसमें उनके बेटे, बहु, भाई, चचेरे भाई, भतीजे, भांजी सभी शामिल हैं।
"
"The first was his father’s darling, the second his mother’s, and the third is mine, who am their uncle.
","एक तो स्वयं उनकी माता, दूसरी उनकी.बुआ और तीसरी उनकी शिक्षिका ।
"
"Ansari’s uncle — MLA Zadibal Abid Ansari — and MLA Tangmarg Abbas Wani are the other two PDP legislators who have openly rebelled against the leadership of Mehbooba Mufti.
","अंसारी के अलावा पीडीपी के दो और विधायक अब्बास वानी और अब्दुल मजीद ने भी बगावत कर दी है।
"
"Earlier, National Conference General Secretary Ali Muhammad Sagar and senior PDP leader Sartaj Madani, uncle of Mehbooba Mufti, were booked under the PSA.
","इससे पहले दिन में नेशनल कान्फ्रेंस के महासचिव तथा पूर्व मंत्री अली मोहम्मद सागर और पीडीपी के वरिष्ठ नेता सरताज मदनी पर भी पीएसए लगाया गया।
"
"The uncle informed the family about the incident.
","बहन ने परिजनों को घटना की जानकारी दी।
"
"Modi, his wife Ami, brother Nishal and uncle and business partner Mehul Choksi all left the country in the first week of January.
","नीरव मोदी के साथ उसकी अमेरिकी मूल की पत्‍नी एमी, भाई नीशाल, अंकल मेहुल चोकसी जो कि गीतांजलि ग्रुप के प्रोमटर हैं, ये सब के सब जनवरी के पहले हफ्ते में ही देश छोड़कर चले गए थे।
"
"Aunts and uncles are dead.
","सास और ससुर की मौत हो चुकी है.
"
"Father, uncles arrested for woman's murder in UP
","यूपीः कानपुर में चुड़ैल समझ महिला की हत्या के आरोपी पिता-बेटे गिरफ्तार
"
"The five elected Pashupati Kumar Paras, Chirag’s uncle and late Ram Vilas Paswan’s younger brother, as the party’s leader in the Lok Sabha.
","छह सांसदों में पांच ने हाजीपुर से एमपी और पूर्व केंद्रीय मंत्री रहे रामविलास पासवान के छोटे भाई पशुपति कुमार पारस को अपना नेता मान लिया था।
"
"The central probe agency has filed two money laundering FIRs against Modi and his uncle and Gitanjali Gems promoter Mehul Choksi to probe the alleged over Rs 13,000 crore fraud in the Punjab National Bank (PNB).
","पंजाब नेशनल बैंक से जुड़े करीब 13,000 करोड़ रुपए के धोखाधड़ी के दो मामले में केंद्रीय जांच ब्यूरो (सीबीआई) ने चोकसी और उसके रिश्तेदार नीरव मोदी के खिलाफ केस दर्ज किए हैं।
"
"Akhilesh is being opposed by his own father Mulayam Singh Yadav and uncle Shivpal Yadav.
","शिवपाल यादव से हमदर्दी दिखाते हुए अखिलेश यादव और उनके पिता मुलायम सिंह पर हमला किया था।
"
"He is the uncle of former Jammu and Kashmir Chief Minister Omar Abdullah. .
","वह पूर्व मुख्यमंत्री उमर अब्दुल्ला के पिता हैं.
"
"Police has arrested victim’s uncle in this connection.
","इस मामले में पुलिस ने हत्याभियुक्त भाई को गिरफ्तार कर लिया है।
"
"Rhea Kapoor's uncle Sanjay Kapoor was also seen with his wife, Maheep Kapoor, and their son Jahaan Kapoor.
","वहीं, रिया कपूर के अंकल संजय कपूर अपनी पत्नी महीप कपूर और बेटे जहान कपूर के साथ उनके घर पहुंचे।
"
"My father, grandfather, paternal and maternal uncle have served in the Indian Army.
","उनके पिता, दादा और परदादा भारतीय सेना में अपनी सेवा दे चुके हैं.
"
"She called and said, ‘I heard about Yash uncle.
","उसने मुझे फोन किया और बोली,'मैंने यश अंकल के बारे में सुना।
"
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
","इस मामले में चोकसी के भांजा नीरव मोदी भी आरोपी है.
"
"Nirav Modi and his uncle Mehul Choksi left India just before the news of the PNB scam erupted.
","नीरव मोदी का रिश्तेदार और पीएनबी घोटाले में सहआरोपी मेहुल चौकसी भी देश छोड़कर जा चुका है।
"
"He is living at his maternal uncle’s house.
","वे अपने बड़े भाई के मकान में रहकर जीवन यापन कर रहा है।
"
"“It was good of my parents to agree, but the sad thing is Ashraf uncle knew of it, and accepted it.
","वह कहते हैं, ‘यह अच्छी बात है कि मेरे पैरेंट्स मान गए लेकिन दुखद बात यह है कि अशरफ के अंकल इस बात को जानते थे और स्वीकार भी करते थे’.
"
"Nirav Modi and his maternal uncle Mehul Choksi are wanted by Indian authorities in connection with the Punjab National Bank (PNB) scam, in which the duo is is accused of defrauding the bank of over Rs 14,000 crore.
","हीरा व्यापारी नीरव मोदी और मेहुल चोकसी पंजाब नेशनल बैंक के साथ लगभग 14,000 करोड़ रुपये के घोटाले के मामले में मुख्य आरोपी हैं।
"
"Nirav Modi and his uncle Mehul Choksi are among the main accused in the PNB scam.
","पीएनबी घोटाले में मेहुल चोकसी और उसका भांजा नीरव मोदी मुख्य आरोपी है और दोनों ही देश से फरार हो गए थे।
"
"Nirav Modi, along with his uncle Mehul Choksi of the Gitanjali Group, has been accused of defrauding the PNB of Rs 12,600 crore.
","नीरव मोदी और गीतांजलि समूह के उनके रिश्तेदार मेहुल चौकसी पर पीएनबी बैंक के साथ 12,600 करोड़ रुपये की धोखाधड़ी का आरोप है।
"
"Nirav Modi and his uncle Mehul Choksi are being investigated by the ED and the CBI for allegedly cheating Punjab National Bank of more than Rs 13,400 crore.
","ज्ञात हो कि 13,400 करोड़ के पंजाब नेशनल बैंक घोटाले में मेहुल चोकसी और नीरव मोदी के खिलाफ ईडी और सीबीआई ने मामला दर्ज कर रखा है।
"
"She then went to her uncle's place in a neighbouring village.
","इसके बाद वो पड़ोस में रहने वाले अपने अंकल के यहां चली गई।
"
"She had informed it to her mother and uncle.
","उसने इसकी जानकारी अपनी मां व बहन को दी।
"
"We demand a CBI enquiry from Union Home Minister Amit Shah and Prime Minister Narendra Modi into the murder,"" said ETV Bharat quoted Sushant Singh Rajput's maternal uncle RC Singh as saying.
","हम केंद्रीय गृह मंत्री अमित शाह और प्रधानमंत्री नरेंद्र मोदी से हत्या की सीबीआई जांच की मांग करते हैं।
"
"youth stabbed to death by uncle in Nuapada
","नलकूप में युवक की फावड़े से काटकर हत्या
"
"The girl's uncle has been arrested.
","इनमें से लड़की की मौसी को गिरफ्तार कर लिया है।
"
"Nirav Modi’s uncle Mehul Choksi is also an accused in the case.
","इस मामले में नीरव मोदी के साथ उसका रिश्तेदार मेहुल चौकसी भी आरोपित है.
"
"Meanwhile, Shiv Sena's Sanjay Raut said that Ajit Pawar betrayed his uncle.
","वहीं, शिवसेना (Shiv Sena) नेता संजय राउत (Sanjay Raut) ने कहा कि अजित पवार ने अंधेरे में डाका डाला है।
"
"Chief Minister Akhilesh Yadav and his uncle and state party chief Shivpal Yadav were also present at the meeting.
","बैठक में मुख्यमंत्री अखिलेश यादव के अलावा मंत्रिमंडल के तमाम सदस्य और सपा विधायक मौजूद रहे।
"
"Their parents and uncle were also present with them.
","कंगना के साथ उनके माता-पिता और भाई-बहन भी मौजूद थे.
"
"Three people have been arrested in the matter, including the girl's uncle.
","लड़की के दादा सहित तीन आरोपियों को गिरफ्तार किया गया है.
"
"Meanwhile, police have arrested the uncle and brother of the girl.
","वहीं पुलिस ने युवती के एक भाई को हिरासत में ले लिया था।
"
"Nirav Modi and his uncle Mehul Choksi are wanted by the Enforcement Directorate (ED) and the Central Bureau of Investigation (CBI) for allegedly defrauding the PNB of Rs 13,400 crore.
","चोकसी और उसका भतीजा नीरव मोदी दोनों पीएनबी के साथ 13,400 करोड़ रुपये की कथित धोखाधड़ी मामले में ईडी और केंद्रीय जांच ब्यूरो (सीबीआई) के वांछित हैं।
"
"Himesh had said about giving a chance to Ranu, “Salman Bhai’s father Salim uncle once advised me that whenever in life I come across a talented person, I should never let that person go and keep him/her close to me.
","सिंगर हिमेश ने कहा था कि 'सलमान के पिता सलीम अंकल ने एक बार मुझे सलाह दी थी कि जब भी तुम जिंदगी में किसी टैलेंटेड इंसान से टकराओ तो उसे कभी जाने मत दो और उन्होंने मुझे यह भी कहा था कि उस इंसान को अपने टैलेंट के बलबूते आगे बढ़ने में मदद की जाए '
"
"He along with his mother came to his uncle’s house there.
","वह अपनी मौसी के यहां मां के साथ गया था.
"
"Police has registered a criminal case against the wife of the deceased, her uncle and her father.
","वंही पुलिस ने मृतका के पति, सास और ससुर के खिलाफ आत्महत्या के लिए उकसाने का मामला दर्ज कर लिया है।
"
"But he praised PWD minister and the chief minister's uncle Shivpal Singh Yadav.
","हालांकि, उन्होंने लोक निर्माण मंत्री शिवपाल सिंह यादव की तारीफ की।
"
"""As the girl could not bear the sexual harassment by Shaikh, she went to her uncle's residence in the same area recently,"" Police Inspector Sitaram Phand told PTI.
","पुलिस निरीक्षक सीताराम फांड ने बताया, ‘लड़की जब शेख के यौन उत्पीड़न को बर्दाश्त नहीं कर सकी तो हाल में वह उसी इलाके में अपने एक रिश्तेदार के घर चली गई।
"
"After the incident, the victim went to her maternal uncle’s house.
","इसके बाद पीड़िता अपनी मौसी के पास चली गई।
"
""" The uncle questioned.
","” बड़े भाई ने पूछा।
"
"Thanks alot uncle.
","थैंक्यू वैरी मच।
"
"He is living at his maternal uncle’s house.
","वह बड़ी बहन के घर पर रह रही है।
"
"The son of Muhammad’s uncle Abu Talib, Ali married his cousin Fatima, the daughter of the prophet Muham- mad and Khadija.
","फ़ातिमी अपने को पैग़म्बर मुहम्मद की बेटी फ़ातिमा और उनके पति अली इब्न अबी तालिब का वंशज मानते थे।
"
"Nirav Modi, presently lodged in a jail in the United Kingdom, his uncle Mehul Choksi and others have been charged by the Enforcement Directorate (ED) in the Punjab National Bank (PNB) money laundering case.
","पंजाब नेशनल बैंक (पीएनबी) में धन शोधन (मनी लांड्रिंग) मामले में ईडी फिलहाल लंदन की जेल में बंद नीरव मोदी, उसके रिश्तेदार मेहुल चोकसी और अन्य के खिलाफ जांच कर रहा है.
"
"The police has registered a FIR against an unidentified man on the complaint of groom’s paternal uncle.
","पिता की तहरीर पर अज्ञात के खिलाफ रिपोर्ट दर्ज कर पुलिस तफ्तीश में जुट गई है।
"
"Among the prominent ones is the over Rs 13,000-crore fraud in the PNB allegedly committed by jeweller Nirav Modi and his uncle Mehul Choksi, the promoter of Gitanjali Gems.
","इनमें आभूषण कारोबारी नीरव मोदी और मेहुल चोकसी की कंपनियां भी शामिल हैं जो पंजाब नेशनल बैंक में 13,000 करोड़ रुपए के घोटाले के सूत्रधार हैं।
"
"The revenue police, which looks after law and order in hill villages, has registered a case of murder against Chanchal Singh , Khushal Singh , Sunil Joshi and Bhupal Singh on a complaint by Bhagwan Singh's uncle, Ganesh Singh.
","किशनगंज पुलिस ने इस मामले में साहिल की शिकायत पर सुनील पिता छोटेलाल चौधरी निवासी विश्वास नगर, शुभम पिता दिलीप जायसवाल निवासी विश्वास नगर, रूपेश मिश्रा, संदीप बजरंगी, सुशील सोनी व भानू के खिलाफ विभिन्नन्ना धाराओं में प्रकरण दर्ज किया है।
"
"The uncle informed the family about the incident.
","बुजुर्ग ने अपने परिजनों को घटना की जानकारी दी।
"
"She called her father and uncle.
","उन्होंने अपने पापा और बहन को फोन कर बुलाया।
"
"Shekhar and Santhosh have been convicted for murdering Govindaswamy, Shekhar’s uncle.
","घनश्याम की हत्या में वेदराम और उसके भाई संतोष को आरोपी बनाया गया था।
"
"As a child he played outside his uncle’s home with his cousins.
","वह मासूम अपने घर के बाहर भाई-बहनों के साथ खेल रही थी।
"
"Police have arrested the father of the girl along with her uncle on charges of murder.
","पुलिस ने हत्याकांड का खुलासा करते हुए आरोपी पिता और भाई को गिरफ्तार किया है।
"
"The rift between comedian-actor Krushna Abhishek and his uncle, actor Govinda is no secret.
","बॉलिवुड स्टार गोविंदा ( Govinda ) और उनके भतीजे कृष्णा अभिषेक ( Krushna Abhishek ) के बीच का झगड़ा किसी से छिपा नहीं है।
"
"Abdul Aziz was Abdul Hamid’s uncle and the predeces- sor of Mourad.
","मुहम्मद अब्दुलाह ग़ाज़ी के पुत्र एवं अब्दुल राशिद ग़ाज़ी के बड़े भाई हैं।
"
"An amazing father, grandfather, husband, uncle and friend.
","वह एक प्यारा पति, पिता, नाना और भरोसेमन दोस्त है।
"
"Ustad Wahid Khansaheb was the uncle of Ustad Vilayat Khansaheb.
","उस्ताद रईस ख़ाँ साहब उस्ताद विलायत ख़ाँ साहब के भतीजे थे।
"
"His father Tahir Hussain was a film producer while his uncle is the noted producer-director Nasir Hussain.
","इनके पापा का नाम ताहिर हुसैन है जो कि एक निर्माता हुआ करते थे और इनकी मां का नाम जीनत हुसैन है.
"
"The son started working hard in his uncle’s shop.
","बेटा बड़ी मेहनत के साथ दुकान पर काम करने लगा.
"
"Children call them uncle.
","बच्चे उसे अंकल बुला रहे थे।
"
"Akhilesh Yadav had also expelled Rajya Sabha member Amar Singh and sacked his uncle Shivpal Singh Yadav as the state unit president.
","इसके साथ ही प्रदेश अध्यक्ष शिवपाल यादव को प्रदेश अध्यक्ष पद से हटा दिया गया था और राज्य सभा सांसद अमर सिंह को पार्टी से बाहर कर दिया गया था।
"
