eng_Latn,mal_Mlym
"Her aunt is a writer.
","എൻറെ ആൻറി ഒരു എഴുത്തുകാരിയാണ്.
"
"Her aunt said nothing.
","അമ്മായി ഒന്നും പറഞ്ഞില്ല.
"
"Her aunt said she'd return at 4:00.
","അവളുടെ അനിയത്തി 4 മണി കഴിഞ്ഞാൽ വരും എന്നു പറഞ്ഞു.
"
"Her aunt was a Sister of St. Joseph.
","അദ്ദേഹത്തിന്ടെ സഹോദരി ഒരു സെന്റ് ജോസഫ് സിസ്റ്ററാണ്.
"
"Her aunt was also seriously injured.
","അമ്മായിക്ക് ഗുരുതരമായി പരിക്കേൽക്കുകയും ചെയ്തു.
"
"Her aunt was seriously injured.
","അമ്മായിക്ക് ഗുരുതരമായി പരിക്കേൽക്കുകയും ചെയ്തു.
"
"Her aunt, Dame Millicent Fawcett was a British suffragist.
","അവളുടെ അമ്മായി ഡാം മില്ലിസെന്റ് ഫോസെറ്റ് ഒരു ബ്രിട്ടീഷ് സർഫാജിസ്റ്റായിരുന്നു.
"
"Her grandmother and aunt did not survive.
","അമ്മാമനും അമ്മായിയും ജീവിച്ചിരിപ്പില്ല.
"
"Her mother and aunt went to hide.
","അമ്മയും ംകാമുകനും ഒളിവിൽ പോയി.
"
"Her mother died due to complications from the birth and she was left in the care of an aunt named Lois Wade and her husband Benjamin Campbell Blake.
","അവരുടെ ജനനസമയത്ത് മാതാവ് മരണമടഞ്ഞതിനാൽ ലോയിസ് വെയ്ഡ് എന്ന അമ്മായിയുടെയും അവരുടെ ഭർത്താവായ ബെഞ്ചമിൻ കാംപ്ബെൽ ബ്ലേക്കിന്റെയും സംരക്ഷണയിലാണ് വളർന്നത്.
"
"Her sister and my aunt had two children.
","എൻറെ അമ്മായിഅപ്പൻ ആൻഡ് അമ്മ . . അവർക്ക് രണ്ടു കുട്ടികൾ ആയിരുന്നു .
"
"Her uncle and aunt have no children.
","അച്ഛനും അമ്മായിക്കും മക്കളില്ല.
"
"Her uncle died a few years before the death of her aunt.
","അവളുടെ അമ്മയുടെ വേർപാടിന് കുറച്ചു വര്ഷങ്ങള്ക്കു മുൻപാണ് ചെറിയച്ഛൻ മരണപ്പെട്ടത് .
"
"Here is my aunt's house.
",". ഇവിടെ എന്റെ ആന്റിയുടെ വീടുണ്ട്.
"
"His aunt and two female cousins were killed in the blast.
","അവരുടെ അമ്മാമനും രണ്ടു മച്ചൂനിച്ചികളും ബോംബാക്രമണത്തിൽ കൊല്ലപ്പെട്ടിരുന്നു.
"
"His aunt called from the kitchen.
","' അമ്മായി അടുക്കളയിൽനിന്ന് വിളിച്ചു പറഞ്ഞു.
"
"His aunt does not like him.
","അമ്മായിക്ക് അവനെ ഇഷ്ടം ആയിരുന്നില്ല.
"
"His aunt filed a complaint with the police.
","അവളുടെ അമ്മാവൻ പോലീസിൽ പരാതി നൽകി.
"
"His aunt has no children.
","അമ്മായിക്ക് സ്വന്തമായി മക്കളില്ല.
"
"His aunt noticed that if he saw policemen, he would go inside the house.
","പോലീസുകാരെ കണ്ടാൽ വീടിനകത്തേക്ക് പോകുമെന്ന് അമ്മായി ശ്രദ്ധിച്ചു.
"
"His aunt told him.
","ആന്റി അവനോടു പറഞ്ഞു.
"
"His aunt was Fidel Castro's first wife.
","ഫിദല് കാസ്ട്രോയുടെ ആദ്യ ഭാര്യയിലെ ആദ്യ മകനായിരുന്നു ഫിദലിറ്റോ.
"
"His aunt was there too.
","അതിലവളുടെ അമ്മായിഅമ്മയും ഉണ്ടായിരുന്നു.
"
"His aunt's house?
","അമ്മായിയുടെ വീട്?
"
"His mom and aunt picked him up.
","അമ്മമ്മയും മാമനുമാണ് അയാളെ എടുത്തുവളർത്തിയത്.
"
"His mother Sushila Chhetri and his aunts have represented the Nepal women's national team.
","അമ്മ സുശീലാ ഛേത്രിയും ഇരട്ട സഹോദരിമാരും നേപ്പാൾ ദേശീയ ഫുട്ബോൾ ടീമിന് വേണ്ടി കളിച്ചിട്ടുണ്ട്.
"
"His mother and aunt raised him.
","അവന്റെ ഉമ്മയും, ഉപ്പയും, അവനെ ലാളിച്ചു വളർത്തുകയാണ്.
"
"His uncle and aunt were dead.
","അമ്മായിയും അമ്മാവനും മരിച്ചു.
"
"I AM your aunt!
","ഞാൻ നിന്റെ അമ്മായിയാണെങ്കിലും!
"
"I am going to be an aunt AGAIN!
","ഞാൻ വീണ്ടും ഒരു അമ്മായി ആയിത്തീർന്നു!
"
"I am going to be an aunt again!
","ഞാൻ വീണ്ടും ഒരു അമ്മായി ആയിത്തീർന്നു!
"
"I am looking for aunt...
","ഞാൻ അമ്മായിയോട് തിരക്കി. . .
"
"I am not at upset with my aunt.
","എനിക്ക് അമ്മായിയോട് ദേഷ്യം ഒന്നുമില്ല .
"
"I am now an aunt.
","ഞാൻഃ ഇപ്പോവാ അമ്മായി
"
"I am the luckiest aunt in the world to have such a wonderful nephew.
","മനോഹരമായ ഒരു മുത്തശ്ശിയെ ലഭിക്കുന്ന ലോകത്തിലെ ഏറ്റവും ഭാഗ്യവാനാണ് ഞാൻ.
"
"I am your aunt!
","ഞാൻ നിന്റെ അമ്മായിയാണെങ്കിലും!
"
"I asked both of my aunts.
","ഞാൻ രണ്ടും കല്പിച്ചു ചേച്ചിയോട് ചോദിച്ചു.
"
"I asked my aunt about something.
","ഞാൻ അമ്മായിയോട് ഒരു സംശയം ചോദിച്ചതാ.
"
"I asked my aunt and she nodded.
","ഞാൻ അമ്മായിയെ പിടിച്ചു കുലുക്കികൊണ്ട് ചോദിച്ചു .
"
"I asked the aunt.
","ഞാൻ അന്നക്കുട്ടിയോടു ചോദിച്ചു.
"
"I came to see my aunt.
",". ഞാനാ അമ്മായിയെ കാണാൻ വന്നേ.
"
"I can't go to my aunt's.
","അമ്മായിയുടെ അടുത്തേക്ക് ചെല്ലാനും പറ്റില്ല .
"
"I cried my aunt.
","ഞാൻ അമ്മായിയെ വാരി പുണർന്നു .
"
"I didn't kill my aunt.
","എന്റെ ആനിയെ ഞാൻ കൊന്നിട്ടില്ല.
"
"I didn't know what my aunt meant.
","അമ്മായി പറഞ്ഞതിന്റെ അർഥമെനിക്ക് മനസ്സിലായില്ല.
"
"I didn't really understand what my aunt meant.
","അമ്മായി പറഞ്ഞതിന്റെ അർഥമെനിക്ക് മനസ്സിലായില്ല.
"
"I don't hide anything from my mother and aunt.
","ഞാനെന്റെ അപ്പന്റെയോ അമ്മിച്ചിയുടെ മുന്നിൽ ഒന്നും ഒളിച്ചു വയ്ക്കാറില്ല.
"
"I got out of the car and my aunt hugged me.
","ഞാൻ കാറിൽ നിന്നു ഇറങ്ങിയതും അമ്മ വന്നു കെട്ടിപിടിച്ചു.
"
"I grabbed my aunt.
","ഞാൻ എന്റെ ആന്റിയെ കെട്ടിപിടിച്ചു.
"
"I had to call my aunt.
","ഞാൻ അമ്മായിയെ വിളിക്കാൻ ഡയൽ ചെയ്തു.
"
"I have a sister of my aunt.
","എനിക്കും ഒരു ചേച്ചിയുണ്ട് അമ്മായിടെ മോള്.
"
"I have an aunt.
","എനിക്കു് ഒരു അമ്മായിയുണ്ടു്.
"
"I have only met his mom and his aunt.
","മാമനെയും അമ്മായിയെയും അവരുടെ അമ്മയെയും മാത്രമാണ് എനിക്ക് പരിചയം ഉള്ളത്.
"
"I haven't seen my aunt
","പിന്നെ ഞാൻ അമ്മായിയേ കണ്ടിട്ടില്ല
"
"I haven't seen my mom or aunt in 30 years.
","30 വർഷമായി അതിനുശേഷം ആ അമ്മവനെയോ അമ്മായിയോ മക്കളേയോ ഞാൻ പോയി കണ്ടിട്ടില്ല.
"
"I heard from my aunt.
",". അമ്മായിയിൽനിന്നുംസീൽക്കാരം ഞാൻ കേട്ടു.
"
"I looked at my aunt in amazement.
","ഞാൻ അമ്പരപ്പോടെ അമ്മായിയെ നോക്കി .
"
"I looked at my aunt in disbelief.
","ഞാൻ അമ്മായിയെ വിശ്വാസം വരാതെ നോക്കി.
"
"I looked at my aunt, baffled.
","ഞാൻ അമ്മായിയെ കുസൃതിയോടെ നോക്കി.
"
"I looked at my aunt.
","ഞാൻ അമ്മായിയെ നോക്കി.
"
"I looked over to his aunt.
","ഞാൻ അമ്മായിയെ അടിമുടി ഒന്ന് നോക്കി.
"
"I looked to my aunt.
","ഞാൻ അമ്മായിയെ നോക്കി.
"
"I remember two of his aunts.
","അദ്ദേഹത്തിന്റെ സമശീർഷ്യരിൽ രണ്ടുപേരെ കൂടി ഞാൻ ഓർക്കുന്നു.
"
"I saw my aunt.
","എന്റെ മാല ആന്റിയെ ഞാൻ കണ്ടു. .
"
"I saw my mother and aunt.
","ചാച്ചനെയും അമ്മച്ചിയേയും കണ്ടു.
"
"I smiled and looked at my aunt.
","അമ്മായിയെ നോക്കി ഞാനൊന്ന് ചിരിച്ചു.
"
"I smiled at my aunt.
","ഞാൻ അമ്മായിയെ നോക്കി ചിരിച്ചു.
"
"I spent two days with my aunt.
","രണ്ടു ദിവസം മുഴുവൻ ഞാൻ അമ്മച്ചിയുടെ കൂടെ തന്നെ ചിലവഴിച്ചു.
"
"I think again of my grandmother and great aunt.
","മുത്തശ്ശി അന്ന എന്നിവരെക്കുറിച്ച് വീണ്ടും ഞാൻ ചിന്തിക്കുകയാണ്.
"
"I told her aunt.
","ഞാൻ അത് ആന്റിയോട് പറഞ്ഞ്.
"
"I told my aunt of it.
","ഞാൻ അത് ആന്റിയോട് പറഞ്ഞ്.
"
"I tried to call my aunt.
","ഞാൻ അമ്മായിയെ വിളിക്കാൻ ഡയൽ ചെയ്തു.
"
"I was always with my aunt.
","ഞാനോർക്കുമ്പോഴൊക്കെ അമ്മായി അമ്മാമന്റെയൊപ്പം ഉണ്ടായിരുന്നു.
"
"I was close to my aunt.
","ഞാൻ ആന്റീടെ അടുത്തിരുന്നു.
"
"I was sitting next to my aunt.
","ഞാൻ ആന്റിയുടെ അടുത്ത് തന്നെ ആയിരുന്നു ഇരുന്നത്.
"
"I went to my aunt's house about 40 miles away from me.
","അവിടെ നിന്നും പിന്നെ 40 കിലോമീറ്റർ അകലെയുള്ള ആനവിലാസത്തുള്ള എന്റെ പെങ്ങളുടെ വീട്ടിൽ പോയി.
"
"I went to my aunt's house by the sea.
","കടലുണ്ടിയിലെ എന്റെ അമ്മാവന്റെ വീട്ടിൽ പോയതായിരുന്നു ഞാൻ.
"
"I went to see the movie with my mom, aunt and sister.
","ഞാൻ സിനിമ കാണാൻ പോയത് ഭാര്യ, കുട്ടി, അമ്മായിയമ്മ എന്നിവരുടെ കൂടെയാണ്.
"
"I would like to thank God for giving me such a wonderful aunt like you.
","നിങ്ങളെപ്പോലുള്ള ഒരു വലിയ അമ്മ എനിക്ക് തന്നതിന് ഞാൻ ദൈവത്തിന് നന്ദി പറയുന്നു.
"
"I wrote to my aunts across the country.
","ഞാൻ രാജ്യത്തെങ്ങുമുള്ള ഗ്രാമത്തലവ•ാർക്ക് കത്തെഴുതി.
"
"I'm going to be an aunt AGAIN!
","ഞാൻ വീണ്ടും ഒരു അമ്മായി ആയിത്തീർന്നു!
"
"I'm going to be an aunt again!
","ഞാൻ വീണ്ടും ഒരു അമ്മായി ആയിത്തീർന്നു!
"
"I'm here to see my aunt.
",". ഞാനാ അമ്മായിയെ കാണാൻ വന്നേ.
"
"I've come to see my aunt.
",". ഞാനാ അമ്മായിയെ കാണാൻ വന്നേ.
"
"I've got two aunts, too.
",". എനിക്കും ഉണ്ട് രണ്ടു കുരുന്നുകൾ .
"
"I've never called her aunt.
",". ഒരിക്കലും ഞാൻ അവളെ ആനിക്കുട്ടി എന്ന് വിളിച്ചില്ല.
"
"If it is large (lots of kids, or grandparents, aunts, uncles), then the child grows with the collective Outlook.
","അത് വലിയ (കുട്ടികളുടെ ഒരു, അല്ലെങ്കിൽ മുത്തശ്ശനും, പിതൃസഹോദരിമാർ, വീടുകളിൽ) എങ്കിൽ, കുട്ടി വളർന്നു കൂട്ടായ ലോകവീക്ഷണം ആണ്.
"
"In 1773, Narayanrao, the fifth ruling Peshwa then, was murdered on the orders of his uncle Raghunathrao and aunt Anandibai.
","1773 ൽ അക്കാലത്തെ അഞ്ചാമത്തേയും നിലവിലേയും പേഷ്വയായിരുന്ന നാരായണ റാവു അദ്ദേഹത്തിന്റെ അമ്മാവൻ രഘുനാഥറാവു, അമ്മായി ആനന്ദബായി എന്നിവർ നടത്തിയ ഉപജാപങ്ങളുടെ ഫലമായി കാവൽക്കാരാൽ കൊല്ലപ്പെട്ടിരുന്നു.
"
"In 1773, Narayanrao, who was the 5th and ruling Peshwa was killed on the orders of his uncle Raghunathrao and aunt Anandibai.
","1773 ൽ അക്കാലത്തെ അഞ്ചാമത്തേയും നിലവിലേയും പേഷ്വയായിരുന്ന നാരായണ റാവു അദ്ദേഹത്തിന്റെ അമ്മാവൻ രഘുനാഥറാവു, അമ്മായി ആനന്ദബായി എന്നിവർ നടത്തിയ ഉപജാപങ്ങളുടെ ഫലമായി കാവൽക്കാരാൽ കൊല്ലപ്പെട്ടിരുന്നു.
"
"In 1977 Stone left Meadville, moving in with an aunt in New Jersey.
","1977 ൽ സ്റ്റോൺ Meadville വിട്ടു അമ്മായിയോടൊപ്പം ന്യൂ ജർസിയിലേയ്ക്കു പോയി.
"
"In 1977, Stone left Meadville and moved in with an aunt in New Jersey.
","1977 ൽ സ്റ്റോൺ Meadville വിട്ടു അമ്മായിയോടൊപ്പം ന്യൂ ജർസിയിലേയ്ക്കു പോയി.
"
"In 1977, Stone left Meadville, moving in with an aunt in New Jersey.
","1977 ൽ സ്റ്റോൺ Meadville വിട്ടു അമ്മായിയോടൊപ്പം ന്യൂ ജർസിയിലേയ്ക്കു പോയി.
"
"In 1977, stone left meadville and moved in with an aunt in new jersey.
","1977 ൽ സ്റ്റോൺ Meadville വിട്ടു അമ്മായിയോടൊപ്പം ന്യൂ ജർസിയിലേയ്ക്കു പോയി.
"
"In 2012 Alexandra decided to have the diary translated to discover more about her aunt.
","2012 -ലാണ് അലക്സാണ്ട്ര തന്റെ അമ്മയുടെ സഹോദരിയെ കുറിച്ച് കൂടുതൽ അറിയുന്നതിനായി ഡയറി വിവർത്തനം ചെയ്യാൻ തീരുമാനിച്ചത്.
"
"In addition to the 9 surviving children, Edith's two grandmothers, several aunts, and some cousins also lived with the Bollings.
","9 കുട്ടികളോടൊപ്പം എഡിത്തിൻറെ രണ്ട് മത്തശ്ശിമാർ, നിരവധി അമ്മായിമാർ, ഏതിനും കസിൻസ് എന്നിവരും ബോള്ളിങ് കുടുംബത്തോടൊപ്പം ഇവിടെ ജീവിച്ചു വന്നിരുന്നു.
"
"In addition, Wan-Bissaka uncles, aunts and cousins are yet to be identified in notable events of his childhood story and biography.
","കൂടാതെ, കുട്ടിക്കാലത്തെ കഥാപാത്രത്തിൻറെയും ജീവചരിത്രത്തിൻറെയും ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ വാൻ-ബിസക അമ്മാവൻ, അമ്മായിയമ്മയും ബന്ധുക്കളും ഇതുവരെ തിരിച്ചറിയാൻ കഴിഞ്ഞിട്ടില്ല.
"
"In addition, little is known about Lamar's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"In addition, little is known about Lamar's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"In addition, not much is documented about Nick Pope's uncles, aunts, cousins, nephews and nieces.
","കൂടാതെ, നിക്ക് പോപ്പിന്റെ അമ്മാവൻമാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ രേഖപ്പെടുത്തിയിട്ടില്ല.
"
"In addition, not much is known about Martinez's uncles, aunts, cousins, nephews and nieces.
","കൂടാതെ, മാർട്ടിനെസിന്റെ അമ്മാവന്മാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല.
"
"In addition, not much is known about Onana's uncles, aunts, nephews and nieces.
","കൂടാതെ, ഒനാനയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല.
"
"In addition, the winger's uncles, aunts and cousins are not known while he is yet to reveal his nieces and nephews.
","കൂടാതെ, വിംഗറിന്റെ അമ്മാവന്മാരെയും അമ്മായിമാരെയും കസിൻമാരെയും അറിയില്ല, അതേസമയം അദ്ദേഹം തന്റെ മരുമക്കളെയും മരുമക്കളെയും വെളിപ്പെടുത്തിയിട്ടില്ല.
"
"In another room was my aunt and her children.
","മറ്റേ റൂമിൽ ആന്റിയും അമ്മായി അമ്മയും ആയിരുന്നു.
"
"In my aunt's house?
","ആന്റിയുടെ വീട്ടിലോ?
"
"In the evening, my aunt and uncle arrived.
","വൈകുന്നേരമായപ്പോൾ അമ്മാവനും അമ്മായിയും വന്നു.
"
"In the same way, he has kept details about his uncles, aunts and other relatives a secret.
","അതുപോലെ തന്നെ, അമ്മാവന്മാരെയും അമ്മായിയെയും മറ്റ് ബന്ധുക്കളെയും കുറിച്ചുള്ള വിശദാംശങ്ങൾ അദ്ദേഹം രഹസ്യമായി സൂക്ഷിച്ചിട്ടുണ്ട്.
"
"In the summer 1993, following the death of her parents, six years old Frida moves from Barcelona to the Catalan province to live with her aunt and uncle, who are now her new legal guardians.
","1993 ലെ ഗ്രീഷ്മകാലം,മാതാപിതാക്കളുടെ മരണത്തെത്തുടർന്ന് ആറു വയസ്സുകാരി ഫ്രിഡയ്ക്ക് ബാർസിലോണയിൽ നിന്നും കതലൻ പ്രവിശ്യയിലേക്ക് നിയമപ്രകാരമുള്ള പുതിയ സംരക്ഷകരായ അവളുടെ അമ്മാവൻറെയും അമ്മായിയുടെയും അടുത്തേക്ക് പോവേണ്ടി വരുന്നു.
"
"In the summer 1993, following the death of her parents, six years old Frida, moves from Barcelona to the Catalan province to live with her aunt, and uncle, who are now her new legal guardians.
","1993 ലെ ഗ്രീഷ്മകാലം,മാതാപിതാക്കളുടെ മരണത്തെത്തുടർന്ന് ആറു വയസ്സുകാരി ഫ്രിഡയ്ക്ക് ബാർസിലോണയിൽ നിന്നും കതലൻ പ്രവിശ്യയിലേക്ക് നിയമപ്രകാരമുള്ള പുതിയ സംരക്ഷകരായ അവളുടെ അമ്മാവൻറെയും അമ്മായിയുടെയും അടുത്തേക്ക് പോവേണ്ടി വരുന്നു.
"
"In the summer 1993, following the death of her parents, six-year-old Frida moves from Barcelona to the Catalan province to live with her aunt and uncle, who are now her new legal guardians.
","1993 ലെ ഗ്രീഷ്മകാലം,മാതാപിതാക്കളുടെ മരണത്തെത്തുടർന്ന് ആറു വയസ്സുകാരി ഫ്രിഡയ്ക്ക് ബാർസിലോണയിൽ നിന്നും കതലൻ പ്രവിശ്യയിലേക്ക് നിയമപ്രകാരമുള്ള പുതിയ സംരക്ഷകരായ അവളുടെ അമ്മാവൻറെയും അമ്മായിയുടെയും അടുത്തേക്ക് പോവേണ്ടി വരുന്നു.
"
"In the summer of 1993, following the death of her parents, six years old Frida moves from Barcelona to the Catalan province to live with her aunt and uncle, who are now her new legal guardians.
","1993 ലെ ഗ്രീഷ്മകാലം,മാതാപിതാക്കളുടെ മരണത്തെത്തുടർന്ന് ആറു വയസ്സുകാരി ഫ്രിഡയ്ക്ക് ബാർസിലോണയിൽ നിന്നും കതലൻ പ്രവിശ്യയിലേക്ക് നിയമപ്രകാരമുള്ള പുതിയ സംരക്ഷകരായ അവളുടെ അമ്മാവൻറെയും അമ്മായിയുടെയും അടുത്തേക്ക് പോവേണ്ടി വരുന്നു.
"
"In the summer of 1993, following the death of her parents, six-year old Frida is forced from bustling Barcelona to the Catalan provinces to live with her aunt and uncle, her new legal guardians.
","1993 ലെ ഗ്രീഷ്മകാലം,മാതാപിതാക്കളുടെ മരണത്തെത്തുടർന്ന് ആറു വയസ്സുകാരി ഫ്രിഡയ്ക്ക് ബാർസിലോണയിൽ നിന്നും കതലൻ പ്രവിശ്യയിലേക്ക് നിയമപ്രകാരമുള്ള പുതിയ സംരക്ഷകരായ അവളുടെ അമ്മാവൻറെയും അമ്മായിയുടെയും അടുത്തേക്ക് പോവേണ്ടി വരുന്നു.
"
"Innate Past Life Talent: Lady Gaga has noted that her late aunt Joanne Germanotta was a poet and an artist, and that she feels that her aunt's talent is expressed through her.
","ഇന്നത്തെ ഭൂതകാല ജീവിതം ടാലന്റ്ഃ തന്റെ അന്തരിച്ച അമ്മായി ജോവാൻ ജെർമനോട്ട ഒരു കവിയും കലാകാരിയുമായിരുന്നുവെന്നും ലേഡി ഗാഗ കുറിച്ചു, അമ്മായിയുടെ കഴിവുകൾ അവളിലൂടെ പ്രകടിപ്പിച്ചതായി അവൾക്ക് തോന്നുന്നു.
"
"It can therefore be a spouse, a brother, an aunt, a cousin, etc.
","അതിനാൽ അത് ഒരു പങ്കാളി, ഒരു സഹോദരൻ, ഒരു അമ്മായി, ഒരു കസിൻ മുതലായവ ആകാം.
"
"It could be my aunt, my grandma, or my mother-in-law.
","അത് അമ്മയാവാം എന്റെ പെങ്ങൾ സുമയാവാം അല്ലെങ്കിൽ എൻ്റെ വലിയമ്മ.
"
"It could be your mother, aunt, grandmother or little sister.
","അത് അമ്മ്യാവാം സഹോദരിമാരാവാം, ചെറിയമ്മയോ അമ്മായിയോ അമ്മായിയമ്മയോ ആവാം.
"
"It is Mila's aunt who uploaded the video on Twitter.
","മിലയുടെ ആന്റിയാണ് വീഡിയോ ട്വിറ്ററിൽ പങ്കുവച്ചത്.
"
"It is her aunt, the sister of her mom.
","അവർ അവന് അമ്മായിയാണ്, അച്ഛന്റെ സഹോദരി.
"
"It started with my aunt.
","അദ്യം തുടങ്ങിയത് അമ്മായിയിൽ നിന്ന്.
"
"It was none other than your aunt.
",". വേറാരുമല്ല നിൻറെ അമ്മായി തന്നെ.
"
"It's near my aunt's house.
","എന്റെ വീടിന്റെ അടുത്ത് തന്നെയാണ് അമ്മായിയുടെ വീടും.
"
"Jana's aunt died in January 2019.
","2019 നവംബറിലാണ് അനുജത്തിൻറെ അമ്മ മരണപ്പെട്ടത്.
"
"Julie is taken to a remote place where her mother's aunt lives.
","അമ്മയുടെ അമ്മായി താമസിക്കുന്ന വിദൂര സ്ഥലത്തേക്ക് ജൂലിയെ കൊണ്ടുപോകുന്നു.
"
"Just like your aunt!
",". നിന്റെ ആന്റിയെ പോലെ!
"
"Just like your aunt.
",". നിന്റെ ആന്റിയെ പോലെ.
"
"Kamala additionally remembered that her mother and father had taken her and her aunt Maya to civil rights struggles.
","തന്നെയും അനിയത്തി മായയെയും അച്ഛനമ്മമാർ പൌരാവകാശ സമരങ്ങൾക്ക് കൊണ്ടുപോയിരുന്നതും കമല ഓർമിച്ചു.
"
"Lady Gaga, which is her stage name, was born as Stefani Joanne Angelina Germanotta on March 28, 1986, a little over 11 years after her paternal aunt died of lupus.
","ലേഡി ഗാഗ, സ്റ്റേജിന്റെ പേര്, സ്റ്റെഫാനി ജോവാൻ ആഞ്ചലീന ജെർമനോട്ടയായി മാർച്ച് 28, 1986 ൽ ജനിച്ചു, 11 വർഷങ്ങൾക്ക് ശേഷം, അവളുടെ പിതൃ അമ്മായി ല്യൂപ്പസ് ബാധിച്ച് മരിച്ചു.
"
"Marie Antoinette was determined that her daughter should not grow up to be as haughty as her husband's unmarried aunts.
","ഭർത്താവിന്റെ അവിവാഹിതരായ അമ്മായിമാരെപ്പോലെ അഹങ്കാരികളായി മകൾ വളരരുതെന്ന് മേരി ആന്റോനെറ്റ് തീരുമാനിച്ചു.
"
"Marie is my husband's aunt.
","മരിയ ആന്റി എന്റെ വല്യച്ചന്റെ ഭാര്യ ആണ്.
"
"Mary Lou was only three years younger than her aunt.
","അമ്മയുടെ പുതിയ കാമുകിയേക്കാൾ മൂന്ന് വയസ് മാത്രമേ ലൂസിക്കുള്ളൂ.
"
"More so, not much is known about the right backs uncles and aunts while his nephews and nieces have not been identified in notable events of his early life till date.
","വലതുഭാഗത്തെ അമ്മാവന്മാരെയും അമ്മായിയെയും കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ അനന്തരവൻമാരെയും മരുമക്കളെയും തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Most of these children with with extended family, such as an aunt, uncle or grandparent.
","അമ്മായി, അമ്മാവൻ അല്ലെങ്കിൽ മുത്തച്ഛൻ പോലുള്ള വിപുലമായ കുടുംബമുള്ള ഈ കുട്ടികളിൽ ഭൂരിഭാഗവും.
"
"Mother and aunt crying.
","അമ്മയും അമ്മായിയുമൊക്കെ നിലവിളിക്കുന്നു.
"
"Mother and aunt had gone out.
",". . അമ്മയും അമ്മായിയും പുറത്തേക്ക് പോയി.
"
"My affection towards my aunt was increasing day by day.
","ആന്റിയുടെ എന്നോടുള്ള വാത്സല്യം അനുദിനം വർദ്ധിച്ച് വന്നു.
"
"My aunt 45 years old.
","അമ്മായിക്ക് ഒരു 45വയസു കാണും.
"
"My aunt Khalidah bint al-Harith, was sitting under the tree.
","എന്റെ അമ്മായി ഖാലിദ ബിന്ത് അൽ ഹരിത്ത് മരത്തിനടിയിൽ ഇരിക്കുകയായിരുന്നു.
"
"My aunt and I watched it together.
","ഞാനും അമ്മായിയും ഒരുമിച്ചിരുന്നു അന്ന് തുണ്ട് കണ്ടു .
"
"My aunt and grandmother liked it.
","ആ അമ്മയെയും മുത്തശ്ശിയേയും ഒരുപ്പാട് ഇഷ്ടം ആയി.
"
"My aunt and uncle are both teachers.
","അമ്മായിയും അമ്മാവനും അദ്ധ്യാപകർ തന്നെ.
"
"My aunt and uncle called me today.
","ഇന്ന് ന്റെ അമ്മായിപ്പനും അളിയൻമാരും വിളിച്ചിരുന്നു.
"
"My aunt and uncle do not have children.
","അച്ഛനും അമ്മായിക്കും മക്കളില്ല.
"
"My aunt and uncle had two children.
","എൻറെ അമ്മായിഅപ്പൻ ആൻഡ് അമ്മ . . അവർക്ക് രണ്ടു കുട്ടികൾ ആയിരുന്നു .
"
"My aunt and uncle had two young kids.
","എൻറെ അമ്മായിഅപ്പൻ ആൻഡ് അമ്മ . . അവർക്ക് രണ്ടു കുട്ടികൾ ആയിരുന്നു .
"
"My aunt and uncle own a house in Mumbai.
","മുംബൈ പൻവേലിലെ വീട്ടിൽ ഞങ്ങൾക്കൊപ്പം എന്റെ അമ്മൂമ്മയും ആന്റിയും ഉണ്ട്.
"
"My aunt and uncle were teachers.
","അച്ഛനും അമ്മയും അമ്മാവനും അധ്യാപകരായിരുന്നു.
"
