eng_Latn,mal_Mlym
"His grandmother and uncle raised him.
","അമ്മമ്മയും മാമനുമാണ് അയാളെ എടുത്തുവളർത്തിയത്.
"
"His grandmother, uncle and mother all went to the school.
","അമ്മയും, മുത്തച്ചനും, അങ്കിളും എല്ലാരും പറയുന്നത് സ്കൂളിൽ പോകുന്ന കാര്യമാണ്.
"
"His maternal uncle persuaded him to sit for the Provincial Services Exam, which he passed and he was selected after an interview.
","അദ്ദേഹത്തിന്റെ അമ്മാവന്റെ നിർബന്ധത്തിൽ പ്രവിശ്യാ സർവ്വീസസ് പരീക്ഷയിൽ പാസ്സാവുകയും അഭിമുഖത്തിനു ശേഷം തെരഞ്ഞെടുക്കപ്പെടുകയും ചെയ്തു.
"
"His mother and uncle brought him up.
","അമ്മമ്മയും മാമനുമാണ് അയാളെ എടുത്തുവളർത്തിയത്.
"
"His paternal uncle was T. Parameshwar, the founder of Readers Digest in India.
","അച്ഛന്റെ സഹോദരൻ ടി. പരമേശ്വർ റീഡേഴ്സ് ഡൈജസ്റ്റിന്റെ ഇന്ത്യൻ പ്രസാധകൻ ആയിരുന്നു.
"
"His paternal uncle, T. Parameshwar, was the founder of Readers Digest in India.
","അച്ഛന്റെ സഹോദരൻ ടി. പരമേശ്വർ റീഡേഴ്സ് ഡൈജസ്റ്റിന്റെ ഇന്ത്യൻ പ്രസാധകൻ ആയിരുന്നു.
"
"His set of uncles didn't only teach him how to play football, but also took him to Anfield to watch Liverpool games.
","അദ്ദേഹത്തിന്റെ അമ്മാവന്മാരുടെ കൂട്ടം അദ്ദേഹത്തെ ഫുട്ബോൾ എങ്ങനെ കളിക്കാമെന്ന് പഠിപ്പിക്കുക മാത്രമല്ല, ലിവർപൂൾ ഗെയിമുകൾ കാണാൻ ആൻഫീൽഡിലേക്ക് കൊണ്ടുപോയി.
"
"His uncle Nawaz Sharif and the president of Pakistan Muslim League (N).
","മുൻ പ്രധാനമന്ത്രി നവാസ് ഷരീഫിന്റെ സഹോദരനും പാക്കിസ്ഥാൻ മുസ്ലിം ലീഗ് (എൻ) അധ്യക്ഷനുമായ. . .
"
"His uncle Rajesh Roshan is a music composer.
","ഇതിന് പുറമെ അമ്മാവനായ രാജേഷ് റോഷൻ ഒരു മ്യൂസിക്ക് കമ്പോസറാണ്.
"
"His uncle Ravi Subramanya is a three-time BJP MLA from Basavanagudi in the same Lok Sabha constituency.
","ഇയാളുടെ അമ്മാവനായ രവി സുബ്രഹ്മണ്യ ഇതേ ലോക്സഭാ മണ്ഡലത്തിൽ ഉൾപ്പെട്ട ബസവനഗുഡിയിൽ നിന്ന് മൂന്ന് തവണ എംഎൽഎ ആക്കപ്പെട്ടിട്ടുള്ള വ്യക്തിയാണ്.
"
"His uncle Yogendra Shukla was one of the founders of Hindustan Socialist Republican Association (HSRA).
","ഹിന്ദുസ്ഥാൻ സോഷ്യലിസ്റ്റ് റിപ്പബ്ലിക്കൻ അസോസിയേഷന്റെ (എച്ച്എസ്ആർഎ) സ്ഥാപകരിൽ ഒരാളായ യോഗേന്ദ്ര ശുക്ലയുടെ അനന്തരവൻ ആയിരുന്നു.
"
"His uncle and aunt were dead.
","അമ്മായിയും അമ്മാവനും മരിച്ചു.
"
"His uncle and sister were not there.
",". അനിയനും അനിയത്തിയും അവിടെ ഇല്ല.
"
"His uncle came out.
","Uncle പുറത്തോട്ടു വന്നു.
"
"His uncle died soon after.
","എന്റ്റെ അങ്കിൾ അച്ചൻ പെട്ടന്നു മരണപ്പെട്ടു.
"
"His uncle died suddenly.
","എന്റ്റെ അങ്കിൾ അച്ചൻ പെട്ടന്നു മരണപ്പെട്ടു.
"
"His uncle got him to a nearby community clinic.
","തന്റെ അയൽപ്പക്കകാർ തന്നെ അടുത്തുള്ള ഒരു ക്ലിനിക്കിൽ കൊണ്ടു പോയി.
"
"His uncle had died of the virus.
","മുത്തച്ഛനാകട്ടെ വൈറസ് ബാധിച്ചു മരിച്ചു.
"
"His uncle helped him in that.
","അമ്മാവനാണ് അവളെ ഇക്കാര്യത്തിൽ സഹായിക്കുന്നത്.
"
"His uncle is a teacher.
","അമ്മാവനാണ് ഗുരു.
"
"His uncle wanted him to become a footballer and hence had named him after the famous footballer.
","അവന്റെ ചാച്ച അവനെ ഫുട്ബോളറാക്കാനാഗ്രഹിച്ചതുകൊണ്ട് പ്രസിദ്ധനായ ഫുട്ബോൾ കളിക്കാരന്റെ പേരാണ് നല്കിയത്.
"
"His uncle wanted him to become a footballer, and hence had named him after the famous footballer.
","അവന്റെ ചാച്ച അവനെ ഫുട്ബോളറാക്കാനാഗ്രഹിച്ചതുകൊണ്ട് പ്രസിദ്ധനായ ഫുട്ബോൾ കളിക്കാരന്റെ പേരാണ് നല്കിയത്.
"
"His uncle was a police officer in Mumbai.
","അച്ഛൻ മുംബൈയിൽ പോലീസ് ഉദ്യോഗസ്ഥനായിരുന്നു.
"
"His uncle was arrested.
","അമ്മാവനെ അറസ്റ്റ് ചെയ്തു.
"
"His uncle was killed in 2010.
","തന്റെ അമ്മാവനെ 2010-ൽ കൊലപ്പെടുത്തിയ കേസിലാണ് വധശിക്ഷ.
"
"His uncle was physicist C.V. Raman, who won a Nobel Prize.
","ഭൌതികശാസ്ത്രത്തിൽ നോബൽ പുരസ്കാരം നേടിയ ശാസ്ത്രജ്ഞൻ ഡോ. സി. വി രാമൻ മീനയുടെ അമ്മാവനായിരുന്നു.
"
"His uncle was the chief engineer of the port of Mangalore.
","മുത്തച്ഛൻ മംഗലാപുരം തുറമുഖത്തെ ചീഫ് എൻജിനീയറായിരുന്നു
"
"His uncle's death
","അമ്മാവന്റെ മരണം
"
"His uncle's house
","അമ്മാവന്റെ വീട്
"
"His uncles and great-grandmother remained downstairs.
","അവളുടെ അമ്മായിയച്ഛനും അമ്മായിയമ്മയും താഴെ ഉണ്ടായിരുന്നു.
"
"His uncles spoke to my mother over the telephone.
","അദ്ദേഹത്തിന്റെ അമ്മാവന്മാർ ഇക്കാര്യത്തെക്കുറിച്ച് തന്റെ അമ്മയുമായി ഫോണിൽ സംസാരിക്കുകയായിരുന്നു.
"
"However, uncle Beau died from a brain tumor in 2015.
","എന്നാൽ 2015 ൽ തലച്ചോറിൽ ടൂമർ ബാധിച്ചു ബോ മരിച്ചു.
"
"Hughes was the father of the English painter Arthur Foord Hughes and the uncle of another, Edward Robert Hughes.
","ഇംഗ്ലീഷ് ചിത്രകാരനായ ആർതർ ഫോവാർഡ് ഹ്യൂഗ്സിന്റെ[6] പിതാവും എഡ്വേർഡ് റോബർട്ട് ഹ്യൂഗ്സിന്റെ അമ്മാവനും ആയിരുന്നു അദ്ദേഹം.
"
"I ain't your uncle.
","ഒന്നില്ലെങ്കിലും ഞാൻ നിന്റെ അമ്മാവന്റെ മകനല്ല.
"
"I also have been thinking about my uncle.
","ഞാനും എന്റെ അമ്മായിയപ്പനെ കുറിച്ച് ചിന്തിച്ചു.
"
"I always go to my uncle's home.
","എന്റെ അങ്കിളിന്റെ വീടിലേക്ക് പോവരാണ് പതിവ്,
"
"I am not a Muslim, uncle, yet I am on the frontline from Day One.
","ഞാൻ ഒരു മുസ്ലിംമല്ല എന്നിട്ടും ആദ്യദിനം മുതൽ ഈനിമിഷം വരെ ഞാനീ സമരത്തിന്റെ മുൻനിരയിലുണ്ട്.
"
"I am old enough to be your father or an old uncle.
","നിന്റെ അച്ഛനോ വല്യമ്മാവനോ ഒക്കെയാകുനുള്ള പ്രായമുണ്ട് എനിക്ക്.
"
"I am uncle of the patient.
","ഞാൻ രോഗിയുടെ അളിയനാണ്.
"
"I asked my uncle, who lived next door.
","അടുത്തു നിക്കുന്ന അമ്മാവനോട് ഞാൻ ചോദിച്ചു.
"
"I asked the uncle.
","ഞാൻ അമ്മാവനോട് ചോദിച്ചു.
"
"I asked uncle.
","ഞാൻ അമ്മാവനോട് ചോദിച്ചു.
"
"I believe that hate only destroys the hater, not the hated - so I don't think I hate my uncle.
","വെറുപ്പ് വെറുക്കപ്പെടുന്നയാളെയല്ല, തന്നെത്തതന്നെയാണ് നശിപ്പിക്കുക എന്നാണു ഞാൻ വിശ്വസിക്കുന്നത്,അതിനാൽ അമ്മാവനെ വെറുക്കണമെന്ന് എനിക്ക് തോന്നുന്നില്ല.
"
"I believe that hate only destroys the hater, not the hated.so I don't think I hate my uncle.
","വെറുപ്പ് വെറുക്കപ്പെടുന്നയാളെയല്ല, തന്നെത്തതന്നെയാണ് നശിപ്പിക്കുക എന്നാണു ഞാൻ വിശ്വസിക്കുന്നത്,അതിനാൽ അമ്മാവനെ വെറുക്കണമെന്ന് എനിക്ക് തോന്നുന്നില്ല.
"
"I can't get my uncle to call me.
","അമ്മാവനെ വിളിച്ചിട്ട് കിട്ടുന്നില്ല.
"
"I did not know he was my uncle.
","അപ്പോഴൊന്നും അദ്ദേഹം എന്റെ വലിയമ്മാവനാണ് എന്ന കാര്യം അറിയില്ലായിരുന്നു.
"
"I didn't betray my uncle.
","ഞാൻ എന്റെ ചാച്ചനെ ചതിച്ചില്ല.
"
"I didn't see my uncle dead.
","അമ്മാവനെ കൊല്ലുന്നതു ഞാൻ കണ്ടിട്ടില്ല.
"
"I don't believe all that my uncle says.
","അപ്പുമ്മാവൻ എത്ര പറഞ്ഞിട്ടും എനിക്ക് വിശ്വാസമില്ല.
"
"I don't blame her uncle.
","അതിനു അമ്മായിയെ ഞാൻ കുറ്റം പറയില്ല.
"
"I don't care if he's your uncle.
","നിന്റെ കസിൻ ആണ് അവൻ എന്നത് എനിക്ക് വിഷയമേയല്ല.
"
"I don't know, uncle
","അറിയില്ല അങ്കിളേ.
"
"I don't know, uncle.
","അറിയില്ല അങ്കിളേ.
"
"I found Miller in a back bedroom at his uncle's house.
","പിറ്റേ ദിവസം, മില്ലറിനെ അയാളുടെ അമ്മാവന്റെ വീടിന്റെ പിൻവശത്തുള്ള ഒരു മുറിയിൽ വെച്ച് ഞാൻ കണ്ടു.
"
"I got dressed and went to my uncle's.
","ഞാൻ ഡ്രസ്സ് ഇട്ട് അമ്മായിയച്ഛൻ്റെ അടുത്തേക്ക് പോയി.
"
"I had 2 uncles.
","എനിക്ക് രണ്ട് അമ്മാവന്മാരുണ്ടായിരുന്നു.
"
"I had 5 uncles.
","എനിക്ക് അഞ്ച് അമ്മാവന്മാരാണ്.
"
"I had four uncles.
","എനിക്ക് നാല് അമ്മാവന്മാരുണ്ട്.
"
"I had to get back to my uncle's house.
","എനിക്ക് എൻറെ ഒരു അങ്കിളിൻറെ വീട്ടിൽ പോയി നിൽക്കേണ്ടി വന്നു.
"
"I had two uncles.
","എനിക്ക് രണ്ട് അമ്മാവന്മാരുണ്ടായിരുന്നു.
"
"I hate my uncle.
","എന്റെ അൻപതിനേ ഞാൻ വെറുക്കുന്നു.
"
"I have 3 uncles.
","മൂന്ന് അമ്മാവന്മാരാണ് എനിക്ക്.
"
"I have 4 uncles.
","എനിക്ക് നാല് അമ്മാവന്മാരുണ്ട്.
"
"I have 5 uncles.
","എനിക്ക് അഞ്ച് അമ്മാവന്മാരാണ്.
"
"I have an uncle.
","എനിക്ക് ഒരു അങ്കിൾ ഉണ്ട്.
"
"I have four uncles.
","എനിക്ക് നാല് അമ്മാവന്മാരുണ്ട്.
"
"I have got an uncle.
","എനിക്ക് ഒരു അങ്കിൾ ഉണ്ട്.
"
"I have no uncles, no cousins.
","എനിക്ക് കൂടപ്പിറപ്പുകൾ ഇല്ല, ബന്ധുക്കളില്ല,
"
"I have seen my uncle last night.
","ഞാൻ വൈകിട്ട് അമ്മാവനേ കണ്ടു.
"
"I have seen your uncle.
","ഞാൻ അമ്മാവനെ കണ്ടു.
"
"I have three uncles.
","മൂന്ന് അമ്മാവന്മാരാണ് എനിക്ക്.
"
"I haven't seen my uncle for a long time.
","കാലം കുറെയായിരിക്കുന്നു ഞാൻ അമ്മാവനെ കണ്ടിട്ട്.
"
"I haven't slept with my uncle.
","എന്റെ കെട്ടിയോന്റെ കൂടെ അല്ലാതെ കിടന്നിട്ടില്ല.
"
"I kissed her uncle.
","ഞാൻ അമ്മായിയെ ചുംബിച്ചു.
"
"I kissed my uncle.
","ഞാൻ അമ്മായിയെ ചുംബിച്ചു.
"
"I know it, uncle.
","ഞാൻഃ അറിയാം അങ്കിൾ.
"
"I know that, uncle.
","ഞാൻഃ അറിയാം അങ്കിൾ.
"
"I know, uncle.
","ഞാൻഃ അറിയാം അങ്കിൾ.
"
"I learned from my uncle.
","ഞാൻ അമ്മാവനൊപ്പം നിന്നാണ് പഠിച്ചത്.
"
"I learned it from my uncle.
","ഞാൻ അമ്മാവനൊപ്പം നിന്നാണ് പഠിച്ചത്.
"
"I live in my uncle's house.
","ഞാൻ അമ്മാവന്റെ വീട്ടിലാ നിൽക്കുന്നത്.
"
"I lived at uncle's house for long time.
","പിന്നീട് കുറേക്കാലം മാങ്കാവുള്ള അമ്മാവന്റെ വീട്ടിലായിരുന്നു ഞാൻ താമസിച്ചത്.
"
"I looked at my uncle curiously.
","ഞാൻ അമ്മായിയെ കൌതുകത്തോടെ നോക്കി.
"
"I looked at my uncle.
","ഞാൻ അമ്മാവനെ നോക്കി
"
"I looked at the uncle.
","ഞാൻ അങ്കിളിനെ ഒന്ന് നോക്കി.
"
"I miss my uncle.
","അമ്മാവനെ വല്ലാണ്ടെ miss ചെയ്യുന്നു.
"
"I need to see my uncle.
",". എനിക്ക് എന്റെ അമ്മായിയപ്പനെ ശരിക്കൊന്നു കാണണം.
"
"I really want to see my uncle.
",". എനിക്ക് എന്റെ അമ്മായിയപ്പനെ ശരിക്കൊന്നു കാണണം.
"
"I remember My uncle.
","എനിക്കു എന്റെ അമ്മാവനെ ഓർമ്മ വന്നു.
"
"I remember my uncle.
","എനിക്കു എന്റെ അമ്മാവനെ ഓർമ്മ വന്നു.
"
"I remembered my uncle.
","എനിക്കു എന്റെ അമ്മാവനെ ഓർമ്മ വന്നു.
"
"I said to my uncle.
","ഞാൻ എന്റെ അങ്കിളിനോട് പറഞ്ഞു.
"
"I saw my uncle and my mother.
","ചാച്ചനെയും അമ്മച്ചിയേയും കണ്ടു.
"
"I saw my uncle last night.
","ഞാൻ വൈകിട്ട് അമ്മാവനേ കണ്ടു.
"
"I saw my uncle.
","ഞാൻ അമ്മാവനെ കണ്ടു.
"
"I saw your uncle.
","ഞാൻ അമ്മാവനെ കണ്ടു.
"
"I see my uncle.
","ഞാൻ അമ്മാവനെ കണ്ടു.
"
"I stay at my uncle's house.
","ഞാൻ അമ്മാവന്റെ വീട്ടിലാ നിൽക്കുന്നത്.
"
"I thought about my uncle.
","ഞാനും എന്റെ അമ്മായിയപ്പനെ കുറിച്ച് ചിന്തിച്ചു.
"
"I thought of my uncle.
","ഞാൻ അമ്മാവനോടു ആലോചിച്ചു.
"
"I told my father and uncle to provide a toilet.
","ഞാൻ അച്ഛനോടും അമ്മാവനോടും എനിക്ക് ഒരു ശൌചാലയം വേണമെന്നു പറഞ്ഞു.
"
"I told my uncle.
","ഞാൻ എന്റെ അങ്കിളിനോട് പറഞ്ഞു.
"
"I used to send her Rs 500 as and when possible using an uncle's account.
","അമ്മാവന്റെ അക്കൌണ്ട് ഉപയോഗിച്ച് സാധ്യമാകുമ്പോഴെല്ലാം ഞാൻ അമ്മക്ക് 500 രൂപ അയയ്ക്കാറുണ്ടായിരുന്നു.
"
"I wanna go there next month with my uncle and her son.
","ഞാനും നിരക്ഷരനും പിന്നെ എൻറെ വകയിലെ അമ്മാവനും കൂടി അടുത്തമാസം അവിടെ പോകാൻ പോകുന്നു.
"
"I want to see my uncle.
",". എനിക്ക് എന്റെ അമ്മായിയപ്പനെ ശരിക്കൊന്നു കാണണം.
"
"I was living with my uncle.
","അമ്മാവനൊപ്പമായിരുന്നു എന്റെ താമസം.
"
"I was there with my uncle.
","അമ്മാവനൊപ്പമായിരുന്നു അവിടെ എന്റെ താമസം.
"
"I was thinking about my uncle.
","ഞാനും എന്റെ അമ്മായിയപ്പനെ കുറിച്ച് ചിന്തിച്ചു.
"
"I went over to my uncle.
","ഞാൻ അമ്മാവന്റെ അടുത്തേക്ക് നടന്നു.
"
"I went to my uncle.
","ഞാൻ അമ്മാവന്റെ അടുത്തേക്ക് നടന്നു.
"
"I will never forget the love and affection given to me by uncle.
","ഒരിറ്റു സ്നേഹം തന്ന ആ ചേട്ടനെയും അണ്ണാന്മാരെയും ഞാൻ ഒരിക്കലും മറക്കില്ല.
"
"I will stay at my uncles house.
","ഞാൻ എന്റെ അങ്കിളിന്റെ വീട്ടിലാ നിൽകുന്നെ.
"
"I will tell my uncle.
","ഞാൻ അമ്മാവനോട് പറഞ്ഞോളാം.
"
"I will tell you uncle.
","ഞാൻ അമ്മാവനോട് പറഞ്ഞോളാം.
"
"I'll talk to uncle.
",". . ഞാൻ അമ്മാവനോട് സംസാരിക്കാം.
"
"I'll tell my uncle.
","ഞാൻ അമ്മാവനോട് പറഞ്ഞോളാം.
"
"I'm an uncle now!
","ഞാനിപ്പോ സിംഗിളാണ് !
"
"I'm at my uncle's house right now.
","ഞാനിപ്പോ ഉപ്പുതറ എന്റെ അമ്മാച്ചന്റെ വീട്ടിൽ ആണ്.
"
"I'm happy being an uncle.
","ഞാനൊരു അങ്കിൾ ആയതിന്റെ സന്തോഷത്തിലാണ്.
"
"I'm happy to be uncle.
","ഞാനൊരു അങ്കിൾ ആയതിന്റെ സന്തോഷത്തിലാണ്.
"
"I'm not your uncle.
","ഒന്നില്ലെങ്കിലും ഞാൻ നിന്റെ അമ്മാവന്റെ മകനല്ല.
"
"I'm remembering my uncle.
","എനിക്കു എന്റെ അമ്മാവനെ ഓർമ്മ വന്നു.
"
"I'm reminded of my uncle.
","എനിക്കു എന്റെ അമ്മാവനെ ഓർമ്മ വന്നു.
"
"I'm staying at my uncle's house.
","ഞാൻ അമ്മാവന്റെ വീട്ടിലാ നിൽക്കുന്നത്.
"
"I've called uncle.
","ഞാൻ അങ്കിൾ നെ വിളിച്ചു.
"
"I've got 3 uncles.
","മൂന്ന് അമ്മാവന്മാരാണ് എനിക്ക്.
"
"I've got an uncle.
","എനിക്ക് ഒരു അങ്കിൾ ഉണ്ട്.
"
"I've got four uncles.
","എനിക്ക് നാല് അമ്മാവന്മാരുണ്ട്.
"
"I've got two uncles, John and Evan.
","എനിക്ക് സുഹൃത്തുക്കള്ളയി രണ്ടു പേരുണ്ട് ജോൺ ഉം, വിനു ഉം.
"
"I've written about my uncle before.
","മാമനെ കുറിച്ച് മുൻപ് ഞാൻ എഴുതിയിട്ടുണ്ട്.
"
"I've written about uncle before.
","മാമനെ കുറിച്ച് മുൻപ് ഞാൻ എഴുതിയിട്ടുണ്ട്.
"
"Iago Aspas upon his arrival in Vigo met a great disappointment as he together with his parents and uncle who accompanied him were told that the football test were only for children born in the year 1986.
","ഐഗോ Aspas Vigo ൽ എത്തിയപ്പോൾ വലിയ ഒരു നിരാശയും കൂടിക്കൂടി വന്നു, അവൻ തന്റെ മാതാപിതാക്കളോടൊപ്പം അമ്മാവനും കൂടെ ഫുട്ബോൾ ടെസ്റ്റ് XIX ൽ ജനിച്ച കുട്ടികൾക്ക് മാത്രം എന്നു പറഞ്ഞു.
"
"If it is large (lots of kids, or grandparents, aunts, uncles), then the child grows with the collective Outlook.
","അത് വലിയ (കുട്ടികളുടെ ഒരു, അല്ലെങ്കിൽ മുത്തശ്ശനും, പിതൃസഹോദരിമാർ, വീടുകളിൽ) എങ്കിൽ, കുട്ടി വളർന്നു കൂട്ടായ ലോകവീക്ഷണം ആണ്.
"
"If the other judges were present, Brijgopal Harkrishan Loya would not have been mentioned as 'Brijmohan' Loya by Rathi, who claims Loya was a relative of his uncle.
","മറ്റ് ന്യായാധിപന്മാർ ഹാജരായിരുന്നെങ്കിൽ ബ്രിജ്ഗോപാൽ ഹർകിഷൻ സിംഗ് ലോയയെ, ലോയ തന്റെ അമ്മാവന്റെ ബന്ധുവാണെന്ന് അവകാശപ്പെടുന്ന റാത്തി 'ബ്രിജ്മോഹൻ ലോയ' എന്നു പറയുമായിരുന്നില്ല.
"
"In 1507, he returned to Florence to engage in a legal battle against his brothers for their uncle Francesco's inheritance.
","പിന്നെ 1507-ൽ അദ്ദേഹം വീണ്ടും ഫ്ലോറൻസിലേക്ക് പോകുകയും,അച്ഛന്റെ എസ്റ്റേറ്റിന്റെ കാര്യത്തിൽ സഹോദരനുമായുള്ള പ്രശ്നത്തിൽ ഒത്തുതീർപ്പുണ്ടാക്കാൻ ശ്രമിക്കുകയും ചെയ്തു.
"
"In 1775 Barton accompanied his uncle, David Rittenhouse, to survey the western boundary of Pennsylvania.
","1785ൽ തന്റെ അമ്മാവനായ ഡേവിഡ് റിറ്റൻഹൌസിനോടു ചേർന്ന് പെൻസിൽവാനിയായുടെ പടിഞ്ഞാറൻ പ്രാന്തപ്രദേശങ്ങൾ സർവ്വെ ചെയ്യാനായി തിരിച്ചു.
"
"In 1879, he started working in his uncle's drugstore in A blackjack bargainer review, and on August 30, 1881, at the age of 19, Porter was licensed as a pharmacist.
","1879 ൽ അദ്ദേഹം ഗ്രീൻസ്ബോറോയിലെ അമ്മാവന്റെ മരുന്നുകടയിൽ ജോലി ചെയ്യാൻ തുടങ്ങിയ അദ്ദേഹത്തിന് 1881 ഓഗസ്റ്റ് 30 ന് 19 ആം വയസ്സിൽ ഒരു ഫാർമസിസ്റ്റായി ലൈസൻസ് ലഭിച്ചു.
"
"In 1879, he started working in his uncle's drugstore in Greensboro, and on August 30, 1881, at the age of 19, Porter was licensed as a pharmacist.
","1879 ൽ അദ്ദേഹം ഗ്രീൻസ്ബോറോയിലെ അമ്മാവന്റെ മരുന്നുകടയിൽ ജോലി ചെയ്യാൻ തുടങ്ങിയ അദ്ദേഹത്തിന് 1881 ഓഗസ്റ്റ് 30 ന് 19 ആം വയസ്സിൽ ഒരു ഫാർമസിസ്റ്റായി ലൈസൻസ് ലഭിച്ചു.
"
"In 1879, he started working in his uncle's drugstore in Greensboro, and on August 30, 1881, at the age of nineteen, Porter was licensed as a pharmacist .
","1879 ൽ അദ്ദേഹം ഗ്രീൻസ്ബോറോയിലെ അമ്മാവന്റെ മരുന്നുകടയിൽ ജോലി ചെയ്യാൻ തുടങ്ങിയ അദ്ദേഹത്തിന് 1881 ഓഗസ്റ്റ് 30 ന് 19 ആം വയസ്സിൽ ഒരു ഫാർമസിസ്റ്റായി ലൈസൻസ് ലഭിച്ചു.
"
"In 1879, he started working in his uncle's drugstore in Greensboro, and on August 30, 1881, at the age of nineteen, Porter was licensed as a pharmacist.
","1879 ൽ അദ്ദേഹം ഗ്രീൻസ്ബോറോയിലെ അമ്മാവന്റെ മരുന്നുകടയിൽ ജോലി ചെയ്യാൻ തുടങ്ങിയ അദ്ദേഹത്തിന് 1881 ഓഗസ്റ്റ് 30 ന് 19 ആം വയസ്സിൽ ഒരു ഫാർമസിസ്റ്റായി ലൈസൻസ് ലഭിച്ചു.
"
"In 1920-21, captained by his uncle George Whatman, Bradman acted as scorer for the native Bowral team.
","1920-21 കാലഘട്ടത്തിൽ ബ്രാഡ്മാന്റെ അമ്മാവനായ ജോർജ്ജ് വാട്ട്മാൻ നായകനായ തന്റെ നാട്ടിലുള്ള ബ്രൌൾ ടീമിന്റെ ഒരു മികച്ച സ്കോറർ ആയിരുന്നു.
"
"In 1922 Weiss left Europe for the Middle East for what was supposed to be a short visit to an uncle in Jerusalem.
","ജറൂസലമിലുള്ള തന്റെ അമ്മാവനെ സന്ദർശിക്കുന്നതിനായി യൂറോപ്പിൽ നിന്നും 1922ൽ വെയ്സ് മിഡ്ൽ ഈസ്റ്റിലേക്കു യാത്ര തിരിച്ചു.
"
"In 2005, Ali Wazeer was in prison when his father, brothers, cousins, and an uncle were killed in a single ambush.
","അലി വസിർ ജയിലിലായിരിക്കെ 2005ലാണ് ഭീകരാക്രമണത്തിൽ അച്ഛനും രണ്ട് സഹോദരന്മാരും ഒരമ്മാവനും കൊല്ലപ്പെട്ടത്.
"
"In 2005, Ali Wazir was in prison when his father, brothers, cousins, and an uncle were killed in a single ambush.
","അലി വസിർ ജയിലിലായിരിക്കെ 2005ലാണ് ഭീകരാക്രമണത്തിൽ അച്ഛനും രണ്ട് സഹോദരന്മാരും ഒരമ്മാവനും കൊല്ലപ്പെട്ടത്.
"
"In 619, Muhammad's wife Khadija and his uncle Abu Talib both died.
","619 ൽ മുഹമ്മദിന്റെ ഭാര്യ ഖാദിജ മരിച്ചു, തുടർന്ന് 620 ൽ മുഹമ്മദിന് സംരക്ഷകനും അമ്മാവനായ അബു താലിബിനെയും നഷ്ടപ്പെട്ടു.
"
"In 619, Muhammad's wife Khadijah died, and then Muhammad also lost his protector and uncle , Abu Talib in 620.
","619 ൽ മുഹമ്മദിന്റെ ഭാര്യ ഖാദിജ മരിച്ചു, തുടർന്ന് 620 ൽ മുഹമ്മദിന് സംരക്ഷകനും അമ്മാവനായ അബു താലിബിനെയും നഷ്ടപ്പെട്ടു.
"
"In 619, both Muhammad's wife Khadijah and his uncle Abu Talib died.
","619 ൽ മുഹമ്മദിന്റെ ഭാര്യ ഖാദിജ മരിച്ചു, തുടർന്ന് 620 ൽ മുഹമ്മദിന് സംരക്ഷകനും അമ്മാവനായ അബു താലിബിനെയും നഷ്ടപ്പെട്ടു.
"
"In Utah, we initially lived in a tiny mobile home in a college town called Logan after moving out of my uncle's.
","യൂട്ടായിൽ, ആരംഭകാലത്ത് അങ്കിളിന്റെ അടുത്തു നിന്ന് മാറിയ ശേഷം കോളേജ് പട്ടണമായ ലോഗാനിലെ ഒരു ചെറിയ വീട്ടിലാണ് ഞങ്ങൾ താമസിച്ചത്.
"
"In addition, not much is known about Martinez's uncles, aunts, cousins, nephews and nieces.
","കൂടാതെ, മാർട്ടിനെസിന്റെ അമ്മാവന്മാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല.
"
"In addition, the winger's uncles, aunts and cousins are not known while he is yet to reveal his nieces and nephews.
","കൂടാതെ, വിംഗറിന്റെ അമ്മാവന്മാരെയും അമ്മായിമാരെയും കസിൻമാരെയും അറിയില്ല, അതേസമയം അദ്ദേഹം തന്റെ മരുമക്കളെയും മരുമക്കളെയും വെളിപ്പെടുത്തിയിട്ടില്ല.
"
"In an effort to support his wish to become a pastor, his family sent him to Amsterdam in May 1877 where he lived with his uncle Jan van Gogh, a rear admiral in the navy.
","ഒരു പുരോഹിതാനാകാനുള്ള കഠിനദ്ധ്വാനത്തിനെ പ്രോത്സാഹിപ്പിക്കുന്നതിനായി, വാൻ ഗോഗിന്റെ കുടുംബം, അദ്ദേഹത്തെ 1877-ൽ ആംസ്റ്റർഡാമിലേക്ക് വൈദ്യശാസ്ത്രപഠനത്തിനായി അയച്ചു, അവിടെവച്ചാണ് വാൻ ഗോഗ് നാവലിൽ വൈസ് അഡ്മിറലായിരുന്ന തന്റെ ജാൻ വാൻ ഗോഗ് അമ്മാവനുമായി ഒരുമിച്ച് താമസിച്ചത്.
"
"In front of the uncle's house was a great elm tree.
","വീടിന്റെ തൊട്ടു മുമ്പിലെ പറമ്പ് വലിയ അമ്മാവന്റേതായിരുന്നു.
"
"In the evening, my aunt and uncle arrived.
","വൈകുന്നേരമായപ്പോൾ അമ്മാവനും അമ്മായിയും വന്നു.
"
"In the same way, he has kept details about his uncles, aunts and other relatives a secret.
","അതുപോലെ തന്നെ, അമ്മാവന്മാരെയും അമ്മായിയെയും മറ്റ് ബന്ധുക്കളെയും കുറിച്ചുള്ള വിശദാംശങ്ങൾ അദ്ദേഹം രഹസ്യമായി സൂക്ഷിച്ചിട്ടുണ്ട്.
"
