eng_Latn,mal_Mlym
"""Happiest birthday to my darling sister-in-law.
","""എന്റെ പ്രിയപ്പെട്ട നച്ചുമ്മയ്ക്ക് പിറന്നാള്‍ ആശംസകള്‍.
"
"Accompanying the two actors were Sonali’s husband Goldie Behl and her sister-in-law Srishty Behl.
","ഇവര്‍ക്കൊപ്പം സൊനാലിയുടെ ഭര്‍ത്താവ് ഗോല്‍ഡീ ബെഹ്‌ലും അദ്ദേഹത്തിന്റെ സഹോദരി സൃഷ്ടി ബെഹ്‌ലും ഉണ്ടായിരുന്നു.
"
"Her brother Rajeev Sen and sister-in-law Charu Asopa are expecting their first baby together.
","അനുജൻ രാജീവ് സെന്നും സഹോദരപത്നി ചാരു അസോപ്പയും ആദ്യത്തെ കൺമണിയെ വരവേൽക്കുന്ന സന്തോഷത്തിലാണ്.
"
"The three women are his wife, mother and sister-in-law.
","അമ്മയും സഹോദരിയും നയന്‍താരയുമാണ് ആ മൂന്ന് സ്ത്രീകള്‍.
"
"The film is directed by Dhanush's sister-in-law Soundarya Rajinikanth and it is produced by Dhanush.
","ധനുഷിന്‍റെ ഭാര്യാ സഹോദരിയായും രജനികാന്തിന്‍റെ മകളുമായ സൗന്ദര്യ രജനീകാന്താണ് ചിത്രം സംവിധാനം ചെയ്യുന്നത്.
"
"Patna: A man allegedly ended his life after killing his wife and sister-in-law in Patna.
","പറ്റ്‌ന: ബീഹാറിലെ പറ്റ്‌നയില്‍ കൊവിഡ് പൊസിറ്റീവ് ആയ ഭാര്യയെ കൊന്ന് ഭര്‍ത്താവ് ആത്മഹത്യ ചെയ്തു.
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","യുവതിയുടെ ഭര്‍ത്താവിന്റെ അമ്മ, സഹോദരി, സഹോദരന്‍, സഹോദരന്റെ സുഹൃത്ത്‌ എന്നിവര്‍ക്കെതിരെയാണ്‌ പോലീസ്‌ കേസെടുത്തത്‌.
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","ഇതോടെ യുവതിയുടെ പരാതിയില്‍ പൊലീസ് വീട്ടുജോലിക്കാരി, യുവതിയുടെ ഭര്‍ത്താവ്, മുത്തശ്ശന്‍, മുത്തശ്ശി എന്നിവര്‍ക്കെതിരെ കേസെടുത്തു.
"
"Shortly afterwards, Kundan’s brother Dhan Singh Dhami lodged a police complaint against his sister-in-law Neema Devi.
","തുടർന്ന് കുന്ദൻ ധാമിയുടെ സഹോദരൻ ധാൻസിങ് ധാമി പൊലീസിൽ സഹോദര ഭാര്യ നീമ ദേവിക്കെതിരെ പരാതി നൽകി.
"
"Jayarajan had appointed Sudhir, son of his sister-in-law and Kannur MP P K Sreemathy, as the Managing Director of the state-run Kerala State Industrial Enterprises (KSIE) Limited under the Ministry of Industries.
","വ്യവസായ മന്ത്രി ഇപി ജയരാജന്റെ ഭാര്യാ സഹോദരിയുടെ മകനും എംപി പികെ ശ്രീമതിയുടെ മകനുമായ സുധീര്‍ നമ്പ്യാരെ കേരള സ്‌റ്റേറ്റ് ഇന്‍ഡസ്ട്രിയല്‍ എന്റര്‍ പ്രൈസസ് ലിമിറ്റഡിന്റെ(കെഎസ്‌ഐഇഎല്‍) മാനേജിങ് ഡയറക്ടര്‍ സ്. . .
"
"It has come to light that T Naveen, who was appointed as the standing counsel of Pollution Control Board in High Court, is the son of Pinarayi's sister-in-law.
","മലിനീകരണ നിയന്ത്രണ ബോര്‍ഡിന്റെ ഹൈക്കോടതിയിലെ സ്റ്റാന്‍ഡിങ് കോണ്‍സലായി നിയമിതനായ ടി. നവീന്‍ പിണറായിയുടെ ഭാര്യാസഹോദരിയുടെ മകനാണ്.
"
"All of my family - my husband and children, my mother and father, my brother and sister-in-law, grandparents, aunts, uncles, cousins, nephews, all of them.
","അപ്പൂപ്പനും അമ്മൂമ്മയും അച്ഛനും അമ്മയും മക്കളും മരുമക്കളും കൊച്ചുമക്കളും സഹോദരങ്ങളും ഒക്കെയായി വീടു മുഴുവൻ ആളുകൾ.
"
"One of them was Lauren Booth, sister-in-law of former British Prime Minister Tony Blair.
","ബ്രിട്ടന്റെ മുന്‍ പ്രധാനമന്ത്രി ടോണി ബ്ലെയറിന്റെ ഭാര്യാസഹോദരി ലൗറന്‍ ബൂത്തായിരുന്നു അവരില്‍ ഒരാള്‍.
"
"He had some issues with his wife and his sister-in-law.
","അലോകിന് ഭാര്യാ സഹോദരിയുമായി ചില പ്രശ്നങ്ങളുണ്ടായിരുന്നു.
"
"Army jawan commits suicide after killing wife, sister-in-law
","ഓടുന്ന വാഹനത്തില്‍ ഭാര്യയെയും ഭാര്യ സഹോദരിയെയും വെടിവെച്ച് കൊന്നശേഷം സൈനികന്‍ ജീവനൊടുക്കി
"
"A woman’s sister-in-law had posted this on Facebook.
","ഇക്കാര്യം ആ സ്ത്രീ ഫേസ്ബുക്കില്‍ പോസ്റ്റ് ചെയ്തിരുന്നു.
"
"Mom #Dulari, brother #Raju, sister-in-law #Reema and my niece #Vrinda.
","താരത്തിന്റെ അമ്മ ദുലാരി, സഹോദരന്‍ രാജു, സഹോദര പത്‌നി റിമ, റിമയുടെ മകള്‍. . .
"
"About the replenishment in the family and the new status of Anna Wintour told her sister-in-law Elizabeth Cordry.
","കുടുംബത്തിലെ പുനർനിർമ്മാണവും അണ്ണാ വിൻടോറിന്റെ പുതിയ നിലപാടുകളും അവളുടെ സഹോദരിയായ എലിസബത്ത് കോർഡറിയോടു പറഞ്ഞു.
"
"P K Sreemathy MP is Jayarajan’s sister-in-law.
","ജയരാജന്റെ ഭാര്യാസഹോദരിയാണ് പി. കെ. ശ്രീമതി.
"
"The film is directed by Dhanush's sister-in-law Soundarya Rajinikanth and it is produced by Dhanush.
","രജനികാന്തിന്‍റെ മകളും ധനുഷിന്‍റെ ഭാര്യാ സഹോദരിയുമായ സൗന്ദര്യ രജനികാന്താണ് ചിത്രം സംവിധാനം ചെയ്യുന്നത്.
"
"She had stayed in his house after his sister-in-law’s confinement.
","അവരെയും ഉപേക്ഷിച്ചതിന് ശേഷം സഹോദരിയുടെ വീട്ടിലായിരുന്നു ഇയാള്‍ താമസിച്ചിരുന്നത്.
"
"Also, the actress Kareena Kapoor Khan attended her sister-in-law's baby shower with sister Karisma Kapoor .
","കരീനയുടെ സഹോദരി കരിഷ്മ കപൂറും ചടങ്ങില്‍ പങ്കെടുത്തിരുന്നു.
"
"Aaradhya was clicked arriving at her school with mother Aishwarya, who was later joined by husband Abhishek, father-in-law Amitabh Bachchan, sister-in-law Shweta Bachchan Nanda and mom Brinda Rai.
","ഭര്‍ത്താവ് അഭിഷേക് ബച്ചന്‍, മകള്‍ ആരാധ്യ, അമ്മ വൃന്ധ്യ റായി, സഹോദരന്‍ ആദിത്യ റായി എന്നിവര്‍ക്കൊപ്പമാണ് ഐശ്വര്യ ഗംഗാ-യമുന- സരസ്വതി സംഗമസ്ഥാനത്തെത്തിയത്.
"
"The 36-year-old woman’s two children, husband, father-in-law, mother-in-law, brother-in-law, sister-in-law, were rushed to the district hospital after they fell ill.
","36കാരിയുടെ രണ്ട് മക്കൾ, ഭർത്താവ്, ഭർത്താവിന്‍റെ മാതാപിതാക്കൾ, സഹോദരൻ, സഹോദര ഭാര്യ എന്നിവരെയാണ് വിഷം അകത്തു ചെന്ന നിലയിൽ ആശുപത്രിയിൽ പ്രവേശിപ്പിച്ചത്. . . .
"
"P K Sreemathy MP is Jayarajan’s sister-in-law.
","പി ജയരാജന്റെ ഭാര്യാ സഹോദരിയാണ് പി. കെ ശ്രീമതി.
"
"And then I called my sister-in-law.
","പിന്നെ എന്റെ കൂട്ടുകാരിയുടെ വാപ്പായെ വിളിച്ചു.
"
"Man repeatedly raped mother, sister, sister-in-law; murdered by family members
","അമ്മയെയും സഹോദരിമാരെയും നിരന്തരം ബലാത്സംഗം ചെയ്തു; ശല്യം സഹിക്കാനാകാതെ പിതാവും കുടുംബാംഗങ്ങളും ചേർന്ന് യുവാവിനെ കൊലപ്പെടുത്തി
"
"Family arrested for killing son who raped his mother, sister and sister-in-law
","മദ്യപിച്ച്​ അമ്മയെയും സഹോദരിയെയും ബലാത്സംഗംചെയ്​ത യുവാവിനെ കുടുംബാംഗങ്ങൾ കൊലപ്പെടുത്തി
"
"A case was registered against her husband, mother-in-law and sister-in-law.
","ഭർത്താവിനെയും സഹോദരിയെയും ഭർത്താവിന്റെ അമ്മയെയും പ്രതികളാക്കിയാണ് കേസ് എടുത്തത്.
"
"Sreemathi is also Jayarajan’s sister-in-law.
","ജയരാജന്റെ ഭാര്യാ സഹോദരി കൂടിയാണ് ശ്രീമതി.
"
"Allegations have been made against the wife and sister-in-law of Chief Minister Mamata Banerjee's nephew and Trinamool Congress MP Abhishek Banerjee in connection with its probe into the scam.
","കൽക്കരി കൈക്കൂലി കേസുമായി ബന്ധപ്പെട്ട് തൃണമൂൽ എംപിയും മമതയുടെ മരുമകനുമായ അഭിഷേക് ബാനർജിയുടെ ഭാര്യയെ സിബിഐ ചോദ്യം ചെയ്തതിന് പിന്നാലെയാണ് മോദിക്കെതിരെ വിമർശനം ഉന്നയിച്ച് മമത രംഗത്തെത്തിയത്.
"
"Or your sister-in-law?
","അതോ മണ്ടനോ നിന്റെ അനന്തരവന്‍?
"
"The accused was the sister-in-law of the deceased woman.
","കൊല്ലപ്പെട്ട സ്ത്രീയുടെ മരുമകനാണ് പ്രതിയെന്നാണ് വിവരം.
"
"Sophie, who is married to Joe Jonas, is sister-in-law to Priyanka Chopra and her husband Nick Jonas.
","പ്രിയങ്ക ചോപ്രയുടെ ഭര്‍ത്താവ് നിക്ക് ജൊനാസിന്റെ സഹോദരന്‍ ജോ ജൊനാസാണ് സോഫിയുടെ ഭര്‍ത്താവ്.
"
"Jayarajan had appointed Sudhir, son of his sister-in-law and Kannur MP P K Sreemathy, as the Managing Director of the state-run Kerala State Industrial Enterprises (KSIE) Limited under the Ministry of Industries.
","മുന്‍ മന്ത്രിയും എംപിയുമായ പികെ ശ്രീമതിയുടെ മകന്‍ പികെ സുധീര്‍ നമ്പ്യാരെ വ്യവസായ വകുപ്പിന് കീഴിലുള്ള കേരളാ സ്റ്റേറ്റ് ഇന്‍ഡസ്ട്രിയല്‍ എന്റ്റര്‍പ്രൈസസിന്റെ എംഡി ആയി നിയമിച്ചതാണ് ജയരാജന്റെ രാജിയില്‍ എത്തിച്ചത്.
"
"His wife and sister-in-law also died.
","ഗൃഹനാഥനും സഹോദരിയും ഭാര്യയുമാണ് മരിച്ചത്.
"
"After that we went to my sister-in-law’s house.
","അതിനുശേഷം എന്‍റെ വീട്ടുകാര്‍ ചേട്ടന്‍റെ വീട്ടിലേക്കുപോയി.
"
"Anupam Kher's mother Dulari, brother Raju, sister-in-law Rima, and niece Vrinda have tested positive for coronavirus.
","അനുപം ഖേറിന്റെ അമ്മ ദുലാരി, സഹോദരന്‍ രാജു, സഹോദര പത്‌നി റിമ, റിമയുടെ മകള്‍ വൃന്ദ എന്നിവര്‍ക്കാണ് രോഗം സ്ഥിരീകരിച്ചത്.
"
"Maharashtra | A man has been arrested for allegedly raping and murdering his 19-year-old sister-in-law in Pune.
","പുണെ: മഹാരാഷ്ട്രയില്‍ സഹോദരന്റെ ഭാര്യയായ 19കാരിയെ ബലാത്സംഗം ചെയ്ത് കൊലപ്പെടുത്തിയയാള്‍ പിടിയില്‍.
"
"According to a report by The Times of India, police said that the victim’s mother had filed a complaint against her sister-in-law, accusing her of giving instructions for the attack on her child.
","ഇതിനിടയിലാണ് യുവതി ആൺകുട്ടിയെ പീഡിപ്പിച്ചതെന്നു കാണിച്ച് യുവതിയ്ക്കെതിരെ പരാതിയുമായി അമ്മ സമീപിച്ചതെന്ന് പോലീസ് ഉദ്യോഗസ്ഥരെ ഉദ്ധരിച്ചുള്ള ടൈംസ് ഓഫ് ഇന്ത്യ റിപ്പോര്‍ട്ടിൽ പറയുന്നത്.
"
"The serial actress, Lakshmi Pramod, is Harish’ sister-in-law.
","പ്രതിശ്രുത വരൻ ഹാരിസിന്റെ സഹോദര ഭാര്യയാണ് സീരിയൽ നടി ലക്ഷ്മി പ്രമോദ്.
"
"The case has been registered against six people, which includes the victim's husband, mother-in-law and sister-in-law.
","സംഭവത്തില്‍ യുവതിയുടെ ഭര്‍ത്താവ്, ഭര്‍ത്താവിന്റെ അമ്മ, ഭര്‍ത്താവിന്റെ സഹോദരി തുടങ്ങിയവരുള്‍പ്പെടെ ആറു പേര്‍ക്കെതിരെ പൊലീസ് കേസെടുത്തു.
"
"""15 Then she said, Behold, your sister-in-law has gone back to her people and her gods; return after your sister-in-law.""""""""""
","15. അപ്പോൾ അവൾ: നിന്റെ സഹോദരി തന്റെ ജനത്തിന്റെയും തന്റെ ദേവന്റെയും അടുക്കൽ മടങ്ങിപ്പോയല്ലോ; നീയും നിന്റെ സഹോദരിയുടെ പിന്നാലെ പൊയ്ക്കൊൾക എന്നു പറഞ്ഞു.
"
"The book also talks about the family feud and the strained relationship between Sonia and her sister-in-law Maneka Gandhi.
","കുടുംബത്തിലെ കലഹത്തെ കുറിച്ചും സോണിയയും മനേകാ ഗാന്ധിയും തമ്മിലുള്ള ബന്ധം തകര്‍ന്നതിനെ കുറിച്ചും പുസ്തകം വിവരിക്കുന്നു.
"
"The woman further alleged that her sister-in-law was also involved in torturing her.
","തന്നെ പീഡിപ്പിക്കാന്‍ സഹോദരിയുടെ ഭര്‍ത്താവും കൂട്ടുനിന്നുവെന്നും യുവതി ആരോപിക്കുന്നു.
"
"Her mother and sister-in-law were seriously sick.
","മാതാവും മൂത്ത സഹോദരിയും അസുഖബാധിതരാണ്.
"
"Her brother and sister-in-law were not at home at the time of the incident.
","കുട്ടിയെ ആക്രമിക്കുന്ന സമയത്ത് സഹോദരിയും ഭര്‍ത്താവും വീട്ടില്‍ ഉണ്ടായിരുന്നില്ല.
"
"Police said a case has been registered against the seven people, including Suman's sister who is also her sister-in-law.
","സുമന്റെ സഹോദരി അടക്കമുള്ളവര്‍ക്കെതിരെയാണ് കേസ് രജിസ്റ്റര്‍ ചെയ്തിട്ടുള്ളതെന്ന് പൊലീസ് പറഞ്ഞു.
"
"“My family comprises my parents, brother and sister-in-law.
","''അച്ഛനും അമ്മയും ചേട്ടനും അടങ്ങുന്ന കുടുംബമായിരുന്നു എന്റേത്.
"
"One of them was Lauren Booth, sister-in-law of former British Prime Minister Tony Blair.
","ബ്രിട്ടന്റെ മുന്‍ പ്രധാനമന്ത്രി ടോണി ബ്ലയറിന്റെ ഭാര്യാസഹോദരി ലൗറന്‍ ബൂത്തായിരുന്നു അവരില്‍ ഒരാള്‍.
"
"The serial actress, Lakshmi Pramod, is Harish’ sister-in-law.
","കേസിൽ അറസ്റ്റിലായ ഹാരിഷിന്റെ സഹോദരന്റെ ഭാര്യയാണു സീരിയൽ നടിയായ ലക്ഷ്മി പ്രമോദ്.
"
"Woman commits suicide over blackmail by sister-in-law
","ഭര്‍തൃവീട്ടുകാരുടെ നിരന്തര പീഡനത്തെ തുടര്‍ന്ന് ഗര്‍ഭിണിയായ യുവതി ആത്മഹത്യ ചെയ്തു
"
"Priyanka and her husband Nick Jonas went on a double with date sister-in-law Sophie Turner and her husband Joe Jonas.
","പ്രിയങ്കയ്‌ക്കൊപ്പം നിക്കിന്റെ സഹോദരനര്‌റെ ഭാര്യ ഡാനിയല്‍ ജൊനാസും ജോ ജൊനാസിന്റെ ഭാര്യ സോഫിയ ടര്‍ണറും ഉണ്ടായിരുന്നു.
"
"Apart from Jayalalithaa, her close aide Sasikala, Sasikala's nephew V Sudhakaran and her sister-in-law Ilavarasi have also been named in the case.
","ജയലളിത, സുഹൃത്ത് ശശികല, ശശികലയുടെ ബന്ധുക്കളായ ഇളവരശി, സുധാകരന്‍ എന്നിവരായിരുന്നു കേസിലെ മറ്റു പ്രധാന പ്രതികള്‍.
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","പരാതി പരിഗണിച്ച പൊലീസ്‌ വീട്ടുജോലിക്കാരി, യുവതിയുടെ ഭര്‍ത്താവ്‌, മുത്തശ്ശന്‍, മുത്തശ്ശി എന്നിവര്‍ക്കെതിരെ കേസെടുത്തു.
"
"Deeply regretted by her sons Tony, Michael, Pascal, Enda & David, daughters Dolores & Ita, brothers, sister, sisters-in-law, brother-in-law, daughters-in-law, sons-in-law, her 22 grandchildren and 26 great-grandchildren, nephews, nieces, neighbours, relatives and a large circle of friends.
","അഗാധമായി പുത്രന്മാർ ടോണി, മൈക്കൽ, പാസ്കൽ വിംബിള്ഡണ്, ഡേവിഡ്, പുത്രിമാർ പേരക്കുട്ടികളുടെ & പെരിങ്ങ്സേ സഹോദരന്മാരേ, സഹോദരി, സഹോദരിമാർ-ഇൻ-നിയമം, അനിയന്,-ൽ നിയമം, പുത്രന്മാർ-ഇൻ-നിയമം, അവളുടെ 22 ഖേദം പേരക്കുട്ടികളും 26 വലിയ-കൊച്ചുമക്കളും, പൌത്രന്മാരും, മരുമക്കളും, അയൽക്കാർ, ബന്ധുക്കൾ, സുഹൃത്തുക്കൾ ഒരു വലിയ സർക്കിൾ.
"
"Sadly missed by his loving family, daughter-in-law Irene, brothers Liam, Damian, Francis, Brendan, Padraig and Brain, brothers-in-law, sisters-in-law, nieces, nephews, relatives and friends.
","ദുഃഖകരമെന്നു അവന്റെ ദയ കുടുംബം, മരുമകള് ഐറീൻ സഹോദരന്മാരേ ലിയാം, ഡാമിയൻ, ഫ്രാൻസിസ്, ബ്രണ്ടൻ, Padraig ബ്രെയിൻ സഹോദരന്മാരേ-ഇൻ-നിയമം, സഹോദരിമാർ-ഇൻ-നിയമം, മരുമക്കളും, പൌത്രന്മാരും, ബന്ധുക്കൾ, സുഹൃത്തുക്കൾ വഴി നഷ്ടമായി.
"
"Saturday - gathering of a young wife with her sisters-in-law to work on a good relationship.
","ശനിയാഴ്ച ഒരു നല്ല ബന്ധത്തിനായി പ്രവർത്തിക്കാൻ ഒരു യുവ ഭാര്യ സഹോദരിമാരുമൊത്തുള്ള ഒത്തുചേരലുകൾ നടത്താം.
"
"Saturday may be a gathering of a young wife with her sisters-in-law to work on a good relationship.
","ശനിയാഴ്ച ഒരു നല്ല ബന്ധത്തിനായി പ്രവർത്തിക്കാൻ ഒരു യുവ ഭാര്യ സഹോദരിമാരുമൊത്തുള്ള ഒത്തുചേരലുകൾ നടത്താം.
"
"So you both are sisters-in-law?
","നിങ്ങൾ രണ്ടുപേരും sister's ആണോ?
"
"The father said his daughter's mother-in-law and two sisters-in-law were also involved in the conspiracy.
","യുവതിയുടെ ഭർതൃമാതാവിനും രണ്ട് ഭർതൃസഹോദരിമാർക്കും സംഭവത്തിൽ പങ്കുണ്ടെന്നും പിതാവ് വ്യക്തമാക്കി.
"
"The father said his daughter's mother-in-law and two sisters-in-laws were also involved in the conspiracy.
","യുവതിയുടെ ഭർതൃമാതാവിനും രണ്ട് ഭർതൃസഹോദരിമാർക്കും സംഭവത്തിൽ പങ്കുണ്ടെന്നും പിതാവ് വ്യക്തമാക്കി.
"
"My mother, three brothers, two sisters-in-law, a 10-year-old brother, and uncle were brutally assassinated, and I remember all those who attained martyrdom that night.
","അന്ന് എന്‍റെ അമ്മയും മൂന്ന് സഹോദരന്മാരുംഅമ്മാവനും രണ്ട് സഹോദരഭാര്യമാരും അവരുടെ 10 വയസ്സുകാരനായ സഹോദരനും അമ്മാവനും ക്രൂരമായി വധിക്കപ്പെട്ടു.
"
"The father said his daughter’s mother-in-law and two sisters-in-laws were also involved in the conspiracy.
","യുവതിയുടെ ഭര്‍തൃമാതാവിനും രണ്ട്‌ ഭര്‍തൃസഹോദരിമാര്‍ക്കും സംഭവത്തില്‍ പങ്കുണ്ടെന്നും പിതാവ്‌ വ്യക്തമാക്കി.
"
