eng_Latn,mal_Mlym
"Harry's repeated public criticism of the British royal household, led by his 95-year-old grandmother, Queen Elizabeth, and his 72-year-old father, Prince Charles, has created one other public relations disaster for the monarchy.
","95 വയസുകാരിയായ ഹാരിയുടെ മുത്തശ്ശി എലിസബത്ത് രാജ്ഞിയും 72കാരനായ അച്ഛൻ പ്രിൻസ് രാജകുമാരനും ചേർന്ന് നയിക്കുന്ന ബ്രിട്ടീഷ് രാജകുടുംബത്തിന് എതിരെ ഹാരി രാജകുമാരൻ തുടർച്ചയായി നടത്തുന്ന വിമർശനങ്ങൾ രാജകുടുംബത്തെ വീണ്ടും പ്രതിസന്ധിയിലേക്ക് തള്ളി വിടുകയാണ്.
"
"Harry's repeated public criticism of the Royal Family, led by his 95-year-old grandmother, Queen Elizabeth, and his 72-year-old father, Prince Charles, has created another public relations crisis for the monarchy.
","95 വയസുകാരിയായ ഹാരിയുടെ മുത്തശ്ശി എലിസബത്ത് രാജ്ഞിയും 72കാരനായ അച്ഛൻ പ്രിൻസ് രാജകുമാരനും ചേർന്ന് നയിക്കുന്ന ബ്രിട്ടീഷ് രാജകുടുംബത്തിന് എതിരെ ഹാരി രാജകുമാരൻ തുടർച്ചയായി നടത്തുന്ന വിമർശനങ്ങൾ രാജകുടുംബത്തെ വീണ്ടും പ്രതിസന്ധിയിലേക്ക് തള്ളി വിടുകയാണ്.
"
"Have to have A final-minute gift for your wife or husband, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Have to have A final-minute present on your wife or husband, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Have to have a last-minute gift on your partner, grandmother, or co-worker?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Have to have a last-minute gift to your husband or wife, grandmother, or co-employee?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Have to have a last-moment present to your wife or husband, grandmother, or co-worker?
","ഇണയുടെ ഒരു അവസാന നിമിഷം സമ്മാനം, മുത്തശ്ശി, അല്ലെങ്കിൽ സഹപ്രവർത്തകൻ ആവശ്യമുണ്ടോ?
"
"Hayley's grandmother died of breast cancer.
","ഹാലെയുടെ മുത്തശ്ശി ക്യാൻസർ ബാധയെ തുടർന്നാണ് മരിച്ചത്.
"
"He became an atheist after a Christian teacher tried to assuage his fear of the hell that his grandmother described.
","തന്റെ മുത്തച്ഛൻ വിവരിച്ച നരകം ഭയം തോന്നാൻ ഒരു ക്രിസ്ത്യൻ ടീച്ചർ ശ്രമിച്ചതിനെ തുടർന്ന് നിരീശ്വരവാദിയായി മാറി.
"
"He became an atheist after a Christian teacher tried to calm his fear of hell, which his grandmother had described.
","തന്റെ മുത്തച്ഛൻ വിവരിച്ച നരകം ഭയം തോന്നാൻ ഒരു ക്രിസ്ത്യൻ ടീച്ചർ ശ്രമിച്ചതിനെ തുടർന്ന് നിരീശ്വരവാദിയായി മാറി.
"
"He became an atheist after a christian teacher tried to assuage his fear of the hell that his grandmother described.
","തന്റെ മുത്തച്ഛൻ വിവരിച്ച നരകം ഭയം തോന്നാൻ ഒരു ക്രിസ്ത്യൻ ടീച്ചർ ശ്രമിച്ചതിനെ തുടർന്ന് നിരീശ്വരവാദിയായി മാറി.
"
"He becomes rude, and his actions are cruel, but nevertheless grandmother's upbringing and love of books will later bear fruit.
","അത് വിഷമമായി മാറുന്നു, അവന്റെ പ്രവൃത്തികൾ - അക്രമകരമോ പക്ഷേ ഇപ്പോഴും പുസ്തകങ്ങളുടെ മുത്തശ്ശിയുടെ ഖസാക്കിന്റെ സ്നേഹവും പിന്നീട് ഫലം കായിക്കും.
"
"He called a grandmother.
","അവന്റൊരു മുത്തേ വിളി.
"
"He did marry my grandmother.
","എന്റെ കൊച്ചമ്മയെ അദ്ദേഹം വിവാഹം കഴിച്ചു.
"
"He did this for his grandmother.
","അവൾ അത് ചെയ്തത് മുത്തച്ഛന് വേണ്ടിയായിരുന്നു.
"
"He finally wrote a letter to my grandmother.
","അദ്ദേഹം അവസാനം അമ്മയ്ക്ക് ഇങ്ങനെയൊരു കത്തെഴുതിക്കൊടുത്തു.
"
"He gave the phone to my grandmother.
","അവള് മുത്തച്ഛന് ഫോൺ കൊടുത്തു.
"
"He has a close relationship with his grandmother.
","തന്റെ മുത്തശ്ശിയുമായി വളരെ അടുത്ത ബന്ധമാണ് ഹാരിക്കുള്ളത്.
"
"He has a grandmother, wife and three children back home.
","പ്രായമായ അമ്മയും ഭാര്യയും മൂന്നുമക്കളുമുണ്ട് വീട്ടിൽ.
"
"He has lived with his grandmother since.
","അന്ന് മുതൽ മുത്തശ്ശിയുടെ കൂടെയായി താമസം.
"
"He initially lived with his grandmother, but was later brought up by his maternal aunt.
","തുടക്കത്തിൽ അമ്മയുടെ കൂടെയായിരുന്നു എങ്കിലും പിന്നീട് അച്ഛന്റെയൊപ്പം ആണ് ഇബ്ര വളർന്നത്.
"
"He is watching TV at home with his grandmother.
","മുത്തശ്ശിക്കൊപ്പമിരുന്ന് അവൻ എപ്പോഴും ടി. വി കാണുന്നു.
"
"He later called his mother and grandmother.
","ഇയാൾ പിന്നീട് അമ്മയെയും മകളെയും തുടർച്ചയായി വിളിച്ചിരുന്നു.
"
"He learned how to cook at the feet of his mother, grandmothers, and grandfather.
","ഉമ്മൂമ്മമാരുടെ നാട്ടറിവും ഉമ്മയുടെയും ഉപ്പയുടെയും കൈപ്പുണ്യവും നുകർണാണ് പാചകം പഠിച്ചത്.
"
"He likes his grandmother very much.
","അയാൾക്ക് ഒത്തിരി ഇഷ്ടമാണ് അയാളുടെ മുത്തശ്ശിയെ .
"
"He lives with his 75 year old maternal grandmother.
","75 വയസ്സായ ഉപ്പൂപ്പയ്ക്കും ഉമ്മൂമ്മയ്ക്കും ഒപ്പമാണ് ഇവർ താമസം.
"
"He lives with his grandmother now.
","തന്റെ മുത്തശ്ശിയുടെ കൂടെയാണ് ഇപ്പോൾ താമസിക്കുന്നത്.
"
"He looked at his grandmother.
","അവൻ മുത്തശ്ശിയെ നോക്കി.
"
"He looked to his grandmother.
","അവൻ മുത്തശ്ശിയെ നോക്കി.
"
"He looked to their grandmother.
","അവൻ മുത്തശ്ശിയെ നോക്കി.
"
"He loves his grandmother.
","അയാൾക്ക് ഒത്തിരി ഇഷ്ടമാണ് അയാളുടെ മുത്തശ്ശിയെ .
"
"He made it for his grandmother.
","അവൾ അത് ചെയ്തത് മുത്തച്ഛന് വേണ്ടിയായിരുന്നു.
"
"He must get it from his grandmother.
","ആദ്യം അവളുടെ മുത്തശ്ശിയിൽ നിന്ന് അത് അവൾക്കു കിട്ടണം.
"
"He now lives with my grandmother.
","തന്റെ മുത്തശ്ശിയുടെ കൂടെയാണ് ഇപ്പോൾ താമസിക്കുന്നത്.
"
"He said as soon as he got home he told his grandmother.
","അനിക്കുട്ടൻ വീട്ടിലെത്തിയ ഉടനെ മുത്തശ്ശിയോട് പറഞ്ഞു,
"
"He saw his grandmother there.
","അവിടെ വച്ചവൾ തന്റെ മുത്തശ്ശിയെ കണ്ടു.
"
"He shared an Instagram photo of his grandmother celebrating her 80th birthday.
","തന്റെ സുന്ദരി മുത്തശ്ശിയുടെ 88-ാം പിറന്നാളിന് ഇൻസ്റ്റാഗ്രാമിലൂടെ ഒരു ചിത്രവും ആലിയ പങ്കുവച്ചു.
"
"He slept with his grandmother.
","അവൾ മുത്തശ്ശിക്കൊപ്പമാണ് ഉറങ്ങുക.
"
"He speaks fluently, having been taught by his paternal grandmother Margaret Kendall, whose mother moved to Portugal from , , England, to start a wine business.
","ഇംഗ്ലണ്ടിലെ ഗ്രേറ്റർ മാഞ്ചെസ്റ്റർ, ചെഡിലിൽ നിന്ന് ഒരു വീഞ്ഞ് വ്യാപാരം ആരംഭിക്കാൻ, മാതാവിന്റെ മുത്തശ്ശി മാർഗരറ്റ് കെൻഡാൾ ഉപദേശിച്ചുകൊണ്ട് അദ്ദേഹം അനായാസമായി ഇംഗ്ലീഷ് സംസാരിക്കുന്നു.
"
"He spent much of the childhood years with mother and grandmother.
","കുട്ടി അമ്മയും മുത്തശ്ശിയുമൊത്ത് കുട്ടിക്കാലം ചെലവഴിച്ചു.
"
"He still remembers what was penniless at the time of his childhood: my grandmother had a small pension, which was barely enough for food.
","അവൻ ഇപ്പോഴും അത് തന്റെ കുട്ടിക്കാലത്ത് പണം അഭാവം എങ്ങനെയായിരുന്നു ഓർക്കുന്നുഃ എന്റെ മുത്തശ്ശി ഭക്ഷണം കഷ്ടിച്ച് മതി ഒരു ചെറിയ പെൻഷൻ, ഉണ്ടായിരുന്നു.
"
"He then said he is going to meet his grandmother.
","പിന്നീട് പറഞ്ഞത് മുത്തശ്ശിയെ സന്ദർശിക്കാൻ പോകുന്നുവെന്നാണ് പിന്നീട് പറഞ്ഞത്.
"
"He was born in his grandmother's house.
","ജനിച്ചത് അദ്ദേഹത്തിൻറെ മുത്തശ്ശിയുടെ വീട്ടിലായിരുന്നു.
"
"He was born in my grandmother's home.
","ജനിച്ചത് അദ്ദേഹത്തിൻറെ മുത്തശ്ശിയുടെ വീട്ടിലായിരുന്നു.
"
"He was raised by his father, grandmother and aunt.
","അമ്മയും അയാളുടെ സഹോദരനും അമ്മ, മുത്തശ്ശി, അമ്മായി എന്നിവ വളർത്തി.
"
"He was raised by his mother, his uncle and his grandmother.
","അമ്മയും അയാളുടെ സഹോദരനും അമ്മ, മുത്തശ്ശി, അമ്മായി എന്നിവ വളർത്തി.
"
"He was recognized in 2010 in Time for the programs of the college which have trained more than 3 million people in skills including solar engineers who are grandmothers, teachers, midwives, weavers, architects and doctors.
","2010 ൽ സോളാർ എൻജിനീയർമാർ, അധ്യാപകർ, മിഡ്വൈഫുകൾ, നെയ്ത്തുകാർ, ആർക്കിടെക്റ്റർമാർ, ഡോക്ടർമാർ എന്നിവരുൾപ്പെടെ 3 ദശലക്ഷത്തിലധികം പേർക്ക് റോയി പരിശീലനം നൽകിയ കോളേജ് പ്രോഗ്രാമുകൾക്ക് ടൈം അദ്ദേഹത്തിന് അംഗീകാരം നൽകി.
"
"He was the son of a village teacher and spent some of his childhood on a farm with his grandmother.
","അവൻ ഒരു ഗ്രാമത്തിൽ അധ്യാപകന്റെ മകൻ; മുത്തശ്ശി ഒരു കൃഷിയിടത്തിൽ ബാല്യം ഭാഗമായി ചെലവഴിച്ചു.
"
"He was with his grandmother Brinda Krishnaraj Rai's family at the age of one and two in Mumbai.
","മുത്തച്ഛൻ ബ്രിന്ദ കൃഷ്ണ റായിയുടെ കുടുംബത്തിനൊപ്പം മുംബൈയിലായിരുന്നു ഒന്നും രണ്ടും വയസ്സു വരെ വളർന്നത്.
"
"He wrote on Twitter about Rahulji's father and grandmother.
","രാഹുൽ ഗാന്ധിയുടെ അച്ഛനെയും മുത്തശ്ശിയെയും കുറിച്ച് അദ്ദേഹം ട്വിറ്ററിൽ കുറിച്ചിട്ടുണ്ട്.
"
"He's been living with his grandmother ever since.
","അന്ന് മുതൽ മുത്തശ്ശിയുടെ കൂടെയായി താമസം.
"
"He's now living with his grandmother.
","തന്റെ മുത്തശ്ശിയുടെ കൂടെയാണ് ഇപ്പോൾ താമസിക്കുന്നത്.
"
"Helen was named after her grandmother, Helen Everett.
","മുത്തശ്ശി ഹെലൻ എവററ്റിന്റെ സ്മരണാർത്ഥമാണ് ഹെലന് ആ പേരു ലഭിച്ചത്.
"
"Her aunts and grandmother looked at each other.
","അമ്മയും ഭവാനിവല്യമ്മയും മുത്തശ്ശിയും പരസ്പരം നോക്കി.
"
"Her daughter is now living with her grandmother.
","മകൾ ഇപ്പോൾ മുത്തശ്ശിക്കൊപ്പമാണ് താമസം.
"
"Her daughter was in her grandmother's home.
","പെൺകുട്ടി തൻറെ മുത്തശ്ശിയുടെ വീട്ടിലാണ് ഉണ്ടായിരുന്നത്.
"
"Her father and grandmother live there.
","അമ്മയും അമ്മാമനും അവിടെ കഴിയുന്നു.
"
"Her first, my grandmother, she had at age 20.
","അവൾ അവൾ മുത്തശ്ശി കൂടെ, 20 വയസ്സായിരുന്നു.
"
"Her four-year-old daughter was at her grandmother's home at the time.
","ഇവരുടെ നാലു വയസുള്ള മകൾ സംഭവസമയം മുത്തശന്റെ വീട്ടിലായിരുന്നു.
"
"Her grandmother Indira Gandhi and great-grandfather Jawaharlal Nehru have also been to this stadium in the past.
","ഇതേ സ്റ്റേഡിയത്തിൽ മുൻപ് മുത്തശ്ശി ഇന്ദിരാ ഗാന്ധിയും ജവഹർലാൽ നെഹ്റുവും ജനങ്ങള എത്തിയിട്ടുണ്ട്.
"
"Her grandmother and aunt did not survive.
","അമ്മാമനും അമ്മായിയും ജീവിച്ചിരിപ്പില്ല.
"
"Her grandmother began to tell her story.
","മുത്തശ്ശി തന്റെ പഴയ കഥ പറയാൻ തുടങ്ങി.
"
"Her grandmother did not speak English.
","അവന്റെ മുത്തശ്ശിക്ക് ഇംഗ്ളീഷ് ഭാഷ അറിയില്ലായിരുന്നു .
"
"Her grandmother didn't reply.
","മൂത്തശ്ശ്യമ്മ മറുപടി പറഞ്ഞില്ല.
"
"Her grandmother grabbed her arm.
","മുത്തശ്ശൻ അവളുടെ കൈ പിടിച്ച് കുലുക്കി.
"
"Her grandmother had only love and compassion for her.
","അവരെക്കുറിച്ച് സ്നേഹവും സഹാനുഭൂതിയും മാത്രമാണ് അമ്മയ്ക്കുണ്ടായിരുന്നത്.
"
"Her grandmother had raised her since then.
","അന്ന് മുതൽ മുത്തശ്ശിയാണ് ഇവരെ ദത്തെടുത്ത് വളർത്തിയത്.
"
"Her grandmother had said that too.
","എൻറെ മുതുമുത്തശ്ശിയും ഇതുവതെന്നായാണ് പറഞ്ഞത്.
"
"Her grandmother is 102 years old.
","മുത്തശ്ശിയുടെ സഹോദരിക്ക് 102 വയസുണ്ട്.
"
"Her grandmother is read the newspaper.
","അമ്മ ഉമ്മറത്തു പത്രം വായിച്ചിരിക്കുന്നുണ്ട്.
"
"Her grandmother is talking on the phone.
","മുത്തച്'ൻ ഫോണിൽ സംസാരിക്കുന്നു.
"
"Her grandmother lived there.
","അവിടെ തന്റെ മാതൃ മുത്തശ്ശനും ജീവിച്ചു.
"
"Her grandmother lives next door.
","അവളുടെ വലിയമ്മ ആണ് അടുത്തവീട്ടിൽ താമസിക്കുന്നത്.
"
"Her grandmother lives with them.
","ഇയാളുടെ പ്രായമായ അമ്മയും ഇവരോടൊപ്പം തന്നെയാണ് താമസിക്കുന്നത്.
"
"Her grandmother looked into her eyes.
","മുത്തശ്ശി അവളുടെ കണ്ണുകളിലേക്ക് നോക്കി.
"
"Her grandmother opened the door.
","അവളുടെ മുത്തശ്ശി വാതിൽ തുറന്നു
"
"Her grandmother raised her and her brother.
","ഈ അമ്മച്ചിയാണ് അവളെയും സഹോദരനെയും വളർത്തിയത്.
"
"Her grandmother scolded her.
","മുത്തശ്ശി അവളെ ശാസിച്ചു .
"
"Her grandmother served as the lord mayor of Georgetown, capital of Guyana.
","അവളുടെ അമ്മയുടെ മുത്തച്ഛൻ ഗയാനയുടെ തലസ്ഥാനമായ ജോർജ് ടൌണിലെ ലോർഡ് മേയറായിരുന്നു.
"
"Her grandmother told it to her.
","ചേട്ടത്തിയമ്മ അവളോട് പറഞ്ഞു.
"
"Her grandmother took her in.
","മുത്തശ്ശി അവളെയും കൂട്ടി അകത്തേക്ക് പോയി.
"
"Her grandmother used to go to church every day to pray.
","എല്ലാ ദിവസവും പള്ളിയിൽ പോവുകയും പ്രാർഥിക്കുകയും ചെയ്യുന്ന ശീലമുണ്ടായിരുന്നു അമ്മച്ചിക്ക്.
"
"Her grandmother was 106 years old.
","106 വയസ്സുകാരിയാണ് മുത്തശ്ശി.
"
"Her grandmother was Miss America in 1952.
","അമ്മയുടെ അമ്മ 1952 ൽ മിസ് അമേരിക്കയായി തെരഞ്ഞെടുക്കപ്പെട്ടു.
"
"Her grandmother was a Malayali.
","അയാളുടെ ഉമ്മയുടെ ഉമ്മ മലയാളി ആയിരുന്നു.
"
"Her grandmother was an American actress.
","അമേരിക്കൻ അഭിനേത്രിയായിരുന്നു അമ്മ.
"
"Her grandmother was an actress.
","അവളുടെ മുത്തശ്ശി ഒരു നടിയായിരുന്നു.
"
"Her grandmother was an immigrant from Ireland.
","മുത്തച്ഛൻ ഐർലാൻഡ് നിന്ന് ഒരു കുടിയേറ്റക്കാരനായ ആയിരുന്നു.
"
"Her grandmother was only 2-years-old when Hitler marched into Poland in 1939.
","1939 -ൽ ഹിറ്റ്ലർ പോളണ്ടിലേക്ക് മാർച്ച് ചെയ്യുമ്പോൾ എൻറെ മുത്തശ്ശിക്ക് രണ്ട് വയസായിരുന്നു പ്രായം.
"
"Her grandmother was only 2-years-old when Hitler marched into Poland in 1939....
","1939 -ൽ ഹിറ്റ്ലർ പോളണ്ടിലേക്ക് മാർച്ച് ചെയ്യുമ്പോൾ എൻറെ മുത്തശ്ശിക്ക് രണ്ട് വയസായിരുന്നു പ്രായം.
"
"Her grandmother was with her, holding her hand.
","അമ്മായി വന്ന് അവളുടെ കൈ പിടിച്ച് ഒപ്പമിരുന്നു.
"
"Her grandmother wasn't there.
","അമ്മുമ്മ അവിടെ ഉണ്ടാരുന്നില്ല.
"
"Her grandmother, Mrs.
","അവരുടെ മുത്തശ്ശി, ശ്രീമതി.
"
"Her grandmother, father and mother live in Australia.
","ഇവരുടെ അച്ഛനും അമ്മയും സഹോദരനും മുത്തശ്ശിയുമെല്ലാം ഓസ്ട്രേലിയയിലാണ് താമസം.
"
"Her late writings have become increasingly autobiographical, such as Memories of My Childhood (1998) and Victoire (2010), a biography of her maternal grandmother.
","അവരുടെ മുൻകാല എഴുത്തുകൾ വളരെ പെട്ടെന്ന് ഓട്ടോബയോഗ്രാഫികളായി മാറി, മെമറീസ് ഓഫ് മൈ ചൈൽഡ്ഹുഡ് (1998), കോണ്ടെയുടെ അമ്മയുടെ അമ്മയെക്കുറിച്ചുള്ള വിക്ടോയിർ (2010), എന്നിവ ഉദാഹരണങ്ങളാണ്.
"
"Her maternal grandmother, Catherine, died in June 2015.
","അവരുടെ അമ്മ വഴിയുള്ള മുത്തശ്ശി കാതറിൻ ജൂൺ 2015-ൽ അന്തരിച്ചിരുന്നു.
"
"Her mother and grandmother accompanied her.
","അമ്മമ്മയും മുത്തശ്ശിയും കൂടി അവളുടെ അരികിലേക്ക് വന്നു.
"
"Her mother and grandmother gone.
","അമ്മയും മുത്തശ്ശിയും പോയി.
"
"Her mother and grandmother looked at each other.
","അമ്മയും ഭവാനിവല്യമ്മയും മുത്തശ്ശിയും പരസ്പരം നോക്കി.
"
"Her mother and grandmother stared at her.
","അച്ഛനും മുത്തശ്ശിയും അവളെ ഒന്നു നോക്കി.
"
"Her mother and grandmother were always there.
","അമ്മയും മുത്തശ്ശിയുമൊക്കെ എപ്പോഴും അവിടെത്തന്നെയാണ്.
"
"Her mother and grandmother were sex workers.
","അമ്മയും മുത്തശ്ശിയും ലൈംഗിക തൊഴിലാളികളായിരുന്നു.
"
"Her mother and grandmother were slaves.
","ഇവരുടെ മുത്തശ്ശനും മുത്തശ്ശിയും അടിമകളായിരുന്നു.
"
"Her mother and grandmother were there.
","അപ്പോഴേക്കും അമ്മയും മുത്തശ്ശിയും അവിടെ എത്തി.
"
"Her mother learned from her grandmother.
","മുത്തശ്ശിയുടെ അമ്മയിൽ നിന്നാണ് മുത്തശ്ശി പഠിച്ചത്.
"
"Her mother, grandmother and grandfather brought her up.
","അച്ഛൻ, മുത്തശ്ശി, അമ്മ എന്നിവ കുട്ടിയുടെ വളർത്തമ്മ കൊണ്ടുവന്നു.
"
"Her paternal grandfather Devdas Gandhi was the youngest son of Mahatma Gandhi and her paternal grandmother Lakshmi was the daughter of C. Rajagopalachari.
","അവരുടെ പിതാമഹനായ ദേവദാസ് ഗാന്ധി മഹാത്മാഗാന്ധിയുടെ ഇളയ മകനും അവരുടെ മുത്തശ്ശി ലക്ഷ്മി സി. രാജഗോപാലാചാരിയുടെ മകളുമായിരുന്നു.
"
"Here is another version of the poem for my grandmother:
","ഇവിടെ മുത്തശ്ശി വേണ്ടി കവിത മറ്റൊരു പതിപ്പ്ഃ
"
"Here's my father and his grandmother.
","ഇവിടെയുള്ളതു നിങ്ങളുടെ മുത്തച്ഛനായ ഞാനും മുത്തശ്ശിയുമാണ്.
"
"Here, too, our mothers and grandmothers, faithfully believing that it was so, shaved us with you.
","ഇവിടെയും, ഞങ്ങളുടെ അമ്മമാരും മുത്തശ്ശിമാരും അതു വിശ്വസിച്ചു എന്ന് വിശ്വസിച്ചു, ഞങ്ങളെ നിങ്ങളോട് ക്ഷമിപ്പിച്ചു.
"
"His father Rajiv Gandhi, grandmother Indira Gandhi and great-grandfather Jawaharlal Nehru have all been prime minister.
","രാഹുലിന്റെ പിതാവ് രാജീവ് ഗാന്ധി, മുത്തശ്ശി ഇന്ദിരാഗാന്ധി, മുതുമുത്തശ്ശൻ ജവഹർലാൽ നെഹ്രു എന്നിവരെല്ലാം ഇന്ത്യയുടെ പ്രധാനമന്ത്രി പദം അലങ്കരിച്ചിട്ടുണ്ട്.
"
"His father was his grandmother's only son.
","മുത്തച്ഛന്റെ ഒറ്റമകനായിരുന്നു അപ്പൻ.
"
"His grandfather and grandmother followed.
","അവന്റെ പിന്നാലെ ഓടിവരുന്ന മുത്തച്ഛനും അമ്മമ്മയും.
"
"His grandfather and grandmother had 11 children.
","പിതാവിനും മുത്തശ്ശിക്കും ഒപ്പമാണ് 11കാരി കഴിഞ്ഞിരുന്നത്.
"
"His grandmother Elizabeth Arsenyeva, the maid of honor of Her Majesty, did not approve of the marriage of her daughter with Yuri Lermontov, considering it to be more uneven.
","മുത്തശ്ശി എലിസബത്ത് അര്സെംയെവ്, രാജകീയ ബഹുമാനം ഒരു ദാസി, അത് അസമമായ പരിഗണിച്ച്, യൂറി ലെര്മൊംതൊവ് തന്റെ മകളുടെ വിവാഹ അംഗീകരിച്ചില്ല.
"
"His grandmother and uncle raised him.
","അമ്മമ്മയും മാമനുമാണ് അയാളെ എടുത്തുവളർത്തിയത്.
"
"His grandmother can't afford it.
","മുത്തശ്ശിക്ക് അത് താങ്ങാനായില്ല.
"
"His grandmother did not believe him.
","മുത്തച്ഛന് വിശ്വാസം വന്നില്ല.
"
"His grandmother didn't speak English.
","അവന്റെ മുത്തശ്ശിക്ക് ഇംഗ്ളീഷ് ഭാഷ അറിയില്ലായിരുന്നു .
"
"His grandmother encouraged him.
","മമ്മി അവനെ പ്രോത്സാഹിപ്പിച്ചു .
"
"His grandmother is living with them.
","ഇയാളുടെ പ്രായമായ അമ്മയും ഇവരോടൊപ്പം തന്നെയാണ് താമസിക്കുന്നത്.
"
"His grandmother lived there.
","അവിടെ തന്റെ മാതൃ മുത്തശ്ശനും ജീവിച്ചു.
"
"His grandmother lives next door.
","അവളുടെ വലിയമ്മ ആണ് അടുത്തവീട്ടിൽ താമസിക്കുന്നത്.
"
"His grandmother plays an important role in his life.
","തന്റെ ജീവിതത്തിൽ അമ്മയ്ക്ക് വലിയ പങ്കുണ്ട്.
"
"His grandmother was a country artist.
","എൻറെ വല്യച്ഛൻ ഒരു നാടൻ കലാകാരന്നായിരുന്നു.
"
"His grandmother was a local sorceress, which, in fact, influenced the formation of the personality of the hypnosis teacher.
","മുത്തശ്ശി, ഒരു പ്രാദേശിക വൈദ്യൻ ആയിരുന്നു, വസ്തുത, ഹൈപ്പനോസിസിന്റെ അധ്യാപകൻ വ്യക്തിത്വ സ്വഭാവവിശേഷങ്ങൾ രൂപീകരണം സ്വാധീനിച്ചു.
"
"His grandmother was an Indian.
","ഇദ്ദേഹത്തിന്റെ മുത്തച്ഛൻ ഒരു ഇന്ത്യക്കാരൻ ആയിരുന്നു.
"
"His grandmother's condition was getting worse.
","മുത്തശ്ശിയുടെ നില പിന്നെയും മോശമാകുകയായിരുന്നു.
"
"His grandmother's voice was sad.
","ഉമ്മയുടെ ശബ്ദത്തിൽ സങ്കടം കലർന്നിരുന്നു.
"
"His grandmother, Indira Gandhi, also contested from Medak (in Andhra Pradesh) and Rae Bareli in 1980, winning both.
","മുത്തശ്ശി ഇന്ദിരാ ഗാന്ധി ആന്ധ്രാപ്രദേശിലെ മേഡക്കിലും, റായ് ബറേലിയും 1980 ൽ മത്സരിച്ചു.
"
"His grandmother, St. Ludmilla, educated him in the Christian faith.
","അദ്ദേഹത്തിന്റെ വല്യമ്മ, വി. ലുദ്മില്ലയാണ് കൊച്ചുമകനെ ക്രിസ്തീയ വിശ്വാസത്തിൽ വളർത്തിക്കൊണ്ടു വന്നത്.
"
"His grandmother, uncle and mother all went to the school.
","അമ്മയും, മുത്തച്ചനും, അങ്കിളും എല്ലാരും പറയുന്നത് സ്കൂളിൽ പോകുന്ന കാര്യമാണ്.
"
"His great grandmother also lived there.
","അവിടെ തന്റെ മാതൃ മുത്തശ്ശനും ജീവിച്ചു.
"
"His mother abandoned him when he was 12, leaving his grandmother to raise him in remote Aklan province, Philippines.
","പിറക്കും മുമ്പ് പിതാവും 12 ാം വയസ്സിൽ മാതാവും ഉപേക്ഷിച്ചു പോയ ഇയാളെ ഫിലിപ്പീൻസിലെ ഉൾനാടൻ പ്രദേശങ്ങളിൽ ഒന്നായ അക്ലാനിൽ വളർത്തിയത് മുത്തശ്ശിയായിരുന്നു.
"
"His mother and grandmother brought him up.
","അമ്മമ്മയും മാമനുമാണ് അയാളെ എടുത്തുവളർത്തിയത്.
"
"His mother and grandmother were great support.
","അവരുടെ അമ്മയും ആളും വലിയ പിന്തുണ നൽകിയിരുന്നു.
"
"His mother and grandmother were killed in Auschwitz.
","അദ്ദേഹത്തിന്റെ അമ്മയെയും സഹോദരിയെയും നാത്സികൾ ഔഷ്വിറ്റ്സിൽ വച്ചു കൊന്നു.
"
"His mother died when he was three and he was raised by his grandmother.
","അദ്ദേഹത്തിന് മൂന്നു വയസുള്ളപ്പോൾ അമ്മത്തമ്പുരാട്ടി മരണമടയുകയും അതിനുശേഷം അദ്ദേഹത്തെ വളർത്തിയത് ഇളയമ്മയുമായിരുന്നു.
"
"His mother learned from his grandmother.
","മുത്തശ്ശിയുടെ അമ്മയിൽ നിന്നാണ് മുത്തശ്ശി പഠിച്ചത്.
"
"His mother's name was Eunice and his grandmother's name was Lois.
","അവൻറെ അമ്മയുടെ പേര് യൂനിക്ക എന്നും വല്യമ്മയുടെ പേര് ലോവിസ് എന്നുമാണ്.
"
"His mother, grandmother, and sisters were by his side.
","അമ്മയും മുത്തശിയും സഹോദരങ്ങളും അവളുടെ പക്ഷത്തുനിന്നു.
"
"His paternal grandmother hails from Sneem, a village in the Republic of Ireland.
","അവന്റെ പിതൃ മുത്തശ്ശി റിപ്പബ്ലിക് ഓഫ് അയർലണ്ടിലെ സ്നീം എന്ന ഗ്രാമത്തിൽ നിന്നുള്ളയാളാണ്.
"
"How old is her grandmother.
",". മുത്തശ്ശിയ്ക്കു എത്ര വയസ്സായി.
"
