eng_Latn,mal_Mlym
"Gotho's grandson, Suryanto, has said that while his grandfather is fully prepared to die and has been since the age of 122, death has so far eluded him.
","എംബായുടെ പേരക്കുട്ടി സുര്യാന്തോ പറയുന്നത് 122 വയസ്സുള്ളപ്പോൾ മുതൽത്തന്നെ മുത്തച്ഛൻ മരണത്തെ സ്വീകരിക്കാൻ തയാറായി ഇരിക്കുന്നതാണ്, പക്ഷേ മരണം അദ്ദേഹത്തെ അവഗണിക്കുകയാണ് എന്നാണ്.
"
"Grandfather paradox The grandfather paradox is a paradox of time travel.
","സമയ യാത്ര പ്രാവർത്തികമായാൽ ഉണ്ടായേക്കാവുന്ന ഒരു വിരോധാഭാസമാണ് മുത്തച്ഛൻ വിരോധാഭാസം (Grandfather paradox).
"
"Great Grandfather died when my grandfather was four years old.
","മുത്തശ്ശി അച്ഛന്റെയൊക്കെ ചെറുപ്പത്തിലെ മരിച്ചതാണ്. . എനിക്ക് നാല് വയസ്സുള്ളപ്പോൾ മുത്തച്ഛനും മരിച്ചു.
"
"Happy to be a grandfather.
","അപ്പൂപ്പനാകാൻ പോകുന്നതിന്റെ സന്തോഷം.
"
"He began studying music with his grandfather at the age of 5.
","അഞ്ചാം വയസ്സിൽ മുത്തച്ഛനിൽ നിന്നു് സംഗീതം അഭ്യസിച്ചുതുടങ്ങി.
"
"He called his grandfather.
","അവൻ മുത്തച്ഛനെ വിളിച്ചു.
"
"He calls his grandfather.
","അവൻ മുത്തച്ഛനെ വിളിച്ചു.
"
"He claimed that Thalaivaa story is based on the life of grandfather SS Kandaswamy and father SSK Ramaswamy who lived in Dharavi, Mumbai.
","മുംബൈയിൽ ധാരാവിയിൽ ജീവിച്ചിരുന്ന തന്റെ മുത്തച്ഛൻ എസ്എസ് കന്ദസ്വാമി, എസ്എസ്കെ രാമസ്വാമി എന്നിവരുടെ ജീവിതകഥയാണ് തലൈവയിലുള്ളതെന്നാണ് ഇദ്ദേഹം ആരോപിക്കുന്നത്.
"
"He comes from a very poor background and even considered quitting football, but his grandfather convinced him to continue with the sport.
","വളരെ മോശം പശ്ചാത്തലത്തിൽ നിന്നുള്ള അദ്ദേഹം ഫുട്ബോൾ ഉപേക്ഷിക്കാൻ പോലും ആലോചിച്ചുവെങ്കിലും കായികരംഗത്ത് തുടരാൻ മുത്തച്ഛൻ അദ്ദേഹത്തെ ബോധ്യപ്പെടുത്തി.
"
"He comes from a very poor background and even going to quit football, but his grandfather persuaded him to continue with the sport.
","വളരെ മോശം പശ്ചാത്തലത്തിൽ നിന്നുള്ള അദ്ദേഹം ഫുട്ബോൾ ഉപേക്ഷിക്കാൻ പോലും ആലോചിച്ചുവെങ്കിലും കായികരംഗത്ത് തുടരാൻ മുത്തച്ഛൻ അദ്ദേഹത്തെ ബോധ്യപ്പെടുത്തി.
"
"He deserted his grandfather.
","അവൻ തന്റെ മുത്തച്ഛൻ തള്ളി പറഞ്ഞു.
"
"He didn't understand his grandfather's anger.
","അമ്മാവന്റെ ദേഷ്യത്തിനു കാരണം അവനു മനസ്സിലായില്ല.
"
"He doesn't want to leave his mom and grandfather alone.
","അവനെ ഒറ്റക്ക് മുത്തച്ഛന്റെയും അച്ഛമ്മയുടെയും അടുത്ത് നിർത്താൻ അമ്മക്ക് ഇഷ്ടമല്ല.
"
"He first entered the political arena in 1993, following in the footsteps of his father and grandfather.
","പിതാവിന്റെയും മുത്തച്ഛന്റെയും പാത പിന്തുടർന്ന് 1993 ലാണ് അദ്ദേഹം ആദ്യമായി രാഷ്ട്രീയ രംഗത്തേക്ക് പ്രവേശിച്ചത്.
"
"He greeted his grandfather.
","അവനെ മുത്തപ്പനെ വന്ദിച്ചു.
"
"He grew up in his grandfather's house until he was 10 years old.
","പത്ത് വയസുവരെ അച്ഛന്റെ വസതിയിലാണ് അദ്ദേഹം വളർന്നത്.
"
"He has a grandfather.
","ഇവർക്ക് ഒരു മുത്തച്ഛനുണ്ട്.
"
"He has also written a biography about his grandfather.
","അച്ഛനെക്കുറിച്ചുളള വിശദമായ ഒാർമ്മക്കുറിപ്പും അദ്ദേഹം എഴുതിയിട്ടുണ്ട്.
"
"He is a father of three children and grandfather of five.
","മൂന്നു മക്കളുടെ അച്ഛനും, അഞ്ചു കൊച്ചുമക്കളുടെ മുത്തച്ഛനും ആണിദ്ദേഹം
"
"He is a grandfather to five children.
","കൂടാതെ അഞ്ചു കുട്ടികളുടെ മുത്തച്ഛൻ കൂടിയാണിദ്ദേഹം.
"
"He is also the grandfather of five granddaughters.
","കൂടാതെ അഞ്ചു കുട്ടികളുടെ മുത്തച്ഛൻ കൂടിയാണിദ്ദേഹം.
"
"He is grandfather to five grandchildren.
","അഞ്ചു പേരക്കുട്ടികളുടെ മുത്തച്ഛനാണിദ്ദേഹം .
"
"He is now a grandfather of two grandsons.
","ഇപ്പോൾ രണ്ടു കുട്ടികളുടെ അപ്പൂപ്പനാണ്.
"
"He is now a grandfather of two.
","ഇപ്പോൾ രണ്ടു കുട്ടികളുടെ അപ്പൂപ്പനാണ്.
"
"He is now the grandfather of two.
","ഇപ്പോൾ രണ്ടു കുട്ടികളുടെ അപ്പൂപ്പനാണ്.
"
"He is the father of three children and grandfather of five.
","മൂന്നു മക്കളുടെ അച്ഛനും, അഞ്ചു കൊച്ചുമക്കളുടെ മുത്തച്ഛനും ആണിദ്ദേഹം
"
"He is the father of three children, and grandfather of five grandsons.
","മൂന്നു മക്കളുടെ അച്ഛനും, അഞ്ചു കൊച്ചുമക്കളുടെ മുത്തച്ഛനും ആണിദ്ദേഹം
"
"He is the father of three daughters and grandfather of five grandchildren.
","മൂന്നു മക്കളുടെ അച്ഛനും, അഞ്ചു കൊച്ചുമക്കളുടെ മുത്തച്ഛനും ആണിദ്ദേഹം
"
"He is the father of three sons and the grandfather of five.
","മൂന്നു മക്കളുടെ അച്ഛനും, അഞ്ചു കൊച്ചുമക്കളുടെ മുത്തച്ഛനും ആണിദ്ദേഹം
"
"He is the grandfather of five.
","അഞ്ചു പേരക്കുട്ടികളുടെ മുത്തച്ഛനാണിദ്ദേഹം .
"
"He knows your grandfathers, as well as your background, and all the surroundings and conditions that affected your character.
","നിങ്ങളുടെ പൂർവ്വപിതാക്കന്മാരെയും, നിങ്ങളുടെ പശ്ചാത്തലത്തെയും, നിങ്ങളുടെ സ്വഭാവത്തിനു കാരണമായ എല്ലാ സാഹചര്യങ്ങളെയും ചുറ്റുപാടുകളെയും അവനറിയാം.
"
"He learned from his grandfather.
","മുത്തച്ഛൻ അദ്ദേഹത്തിന്റെ അച്ഛനിൽ നിന്നു പഠിച്ചതാണത്.
"
"He learned how to cook at the feet of his mother, grandmothers, and grandfather.
","ഉമ്മൂമ്മമാരുടെ നാട്ടറിവും ഉമ്മയുടെയും ഉപ്പയുടെയും കൈപ്പുണ്യവും നുകർണാണ് പാചകം പഠിച്ചത്.
"
"He learned it from his grandfather.
","മുത്തച്ഛൻ അദ്ദേഹത്തിന്റെ അച്ഛനിൽ നിന്നു പഠിച്ചതാണത്.
"
"He learned that from his grandfather.
","മുത്തച്ഛൻ അദ്ദേഹത്തിന്റെ അച്ഛനിൽ നിന്നു പഠിച്ചതാണത്.
"
"He learnt much about governing from his grandfather, the late Sheikh Saeed, who was Ruler of Dubai at the time.
","അന്നത്തെ ദുബായ് ഭരണാധികാരിയായിരുന്ന മുത്തച്ഛൻ ശൈഖ് സഈദിൽ നിന്നാണ് ഭരണ നിർവഹണത്തിന്റെ ആദ്യ പാഠങ്ങൾ അദ്ദേഹം പഠിച്ചത്.
"
"He learnt this from his grandfather.
","മുത്തച്ഛൻ അദ്ദേഹത്തിന്റെ അച്ഛനിൽ നിന്നു പഠിച്ചതാണത്.
"
"He liked his grandfather.
","മുത്തച്ഛനെ വലിയ ഇഷ്ടമായിരുന്നു.
"
"He looked at his mother and grandfather.
","അപ്പുപ്പനെയും അമ്മുമ്മയെയും നോക്കിയത് അമ്മയാണ്.
"
"He must ask his grandfather (Jawaharlal Nehru) about who has given India's territory to China, he will get the answer..
","ആരാണ് ഇന്ത്യയുടെ ഭൂമി ചൈനയ്ക്ക് നൽകിയതെന്ന് അദ്ദേഹം തന്റെ മുത്തച്ഛനോട് (ജവഹർലാൽ നെഹ്രു) ചോദിക്കണം.
"
"He must become his grandfather.
","തന്റെയും മുത്തച്ഛനാകണം എന്നാണാവശ്യം.
"
"He never saw his grandfather.
","അവൻ എൻറെ നീലനെ, അവൻറെ മുത്തച്ഛനെ കണ്ടിട്ടുണ്ടാവില്ല.
"
"He now lives in his grandfather's house.
",". മുത്തച്ഛൻ ഇപ്പോൾ അച്ചുമാമയുടെ വീട്ടിലാണ് താമസം.
"
"He relates that his grandfather passed away in North Carolina while Kary was living in Northern California.
","കാരി വടക്കൻ കാലിഫോർണിയയിൽ താമസിക്കുമ്പോൾ മുത്തച്ഛൻ നോർത്ത് കരോലിനയിൽ അന്തരിച്ചുവെന്ന് അദ്ദേഹം പറയുന്നു.
"
"He said his grandfather retired from the air force.
","ഭർതൃ പിതാവ് വ്യോമസേനയിൽ നിന്ന് വിരമിച്ചയാളാണെന്ന് കളവ് പറഞ്ഞു.
"
"He was 14 when his grandfather died.
","അമ്മൂമ്മ മരിക്കുമ്പോൾ തനിക്ക് 14 വയസായിരുന്നു.
"
"He was Noah's grandfather.
","അദ്ദേഹം നോഹയുടെ മുതുമുത്തച്ഛൻ ആയിരുന്നു.
"
"He was a friend of her grandfather!
","അദ്ദേഹം അവളുടെ മുത്തശ്ശന്റെ കൂട്ടുകാരനായിരുന്നുവത്രെ!
"
"He was actually my grandfather.
","എന്നാൽ സത്യത്തിൽ അദ്ദേഹം എന്റെ മുത്തശ്ശിയായിരുന്നു.
"
"He was also a grandfather to 10 grandchildren.
","10 പേരക്കിടാങ്ങളുടെ മുത്തച്ഛൻകൂടിയാണ് അദ്ദേഹം.
"
"He was also the grandfather of five grandchildren.
","കൂടാതെ അഞ്ചു കുട്ടികളുടെ മുത്തച്ഛൻ കൂടിയാണിദ്ദേഹം.
"
"He was also the grandfather to five boys.
","കൂടാതെ അഞ്ചു കുട്ടികളുടെ മുത്തച്ഛൻ കൂടിയാണിദ്ദേഹം.
"
"He was born in his grandfather's home.
","ജനിച്ചത് അദ്ദേഹത്തിൻറെ മുത്തശ്ശിയുടെ വീട്ടിലായിരുന്നു.
"
"He was born in his grandfather's house.
","ജനിച്ചത് അദ്ദേഹത്തിൻറെ മുത്തശ്ശിയുടെ വീട്ടിലായിരുന്നു.
"
"He was inspired by his grandfather.
","അവൻ്റെ പ്രചോദനമായിരുന്നു മുത്തച്ഛൻ.
"
"He was later brought up by his grandfather and uncle.
","ശേഷം അദ്ദേഹത്തിന്റെ മുത്തച്ഛനും അമ്മാവനും കൂടിയാണ് വളർത്തി വലുതാക്കിയത്.
"
"He was name after his grandfather.
","അവൻ തന്റെ മുത്തച്ഛൻ പേരുനൽകിയത്.
"
"He was named after his grandfather, according to the family traditions.
","കുടുംബ പാരമ്പര്യമനുസരിച്ച് മുത്തച്ഛന്റെ പേരിലാണ് അദ്ദേഹം അറിയപ്പെടുന്നത്.
"
"He was one of my grandfathers.
","അങ്ങനൊരാളായിരുന്നു എന്റെ മുത്തശ്ശൻ.
"
"He was the grandfather of 5 grandchildren.
","അഞ്ചു പേരക്കുട്ടികളുടെ മുത്തച്ഛനാണിദ്ദേഹം .
"
"He went to his grandfather's house.
","വലിയച്ഛന്റെ വീട്ടിലേക്കു ചെന്നു.
"
"He will play with his grandfather.
",". അവള് മുത്തച്ഛന്റെ കൂടെ കളിക്ക്യാ.
"
"He's also Kim Jong Un's grandfather.
","കിം ജോംഗ് ഉന്നി ന്റെ മുത്തച്ഛൻ കൂടിയാണ് ഇദ്ദേഹം.
"
"He's never seen his grandfather.
","അവൻ എൻറെ നീലനെ, അവൻറെ മുത്തച്ഛനെ കണ്ടിട്ടുണ്ടാവില്ല.
"
"He's now a grandfather to two boys.
","ഇപ്പോൾ രണ്ടു കുട്ടികളുടെ അപ്പൂപ്പനാണ്.
"
"He's the grandfather of North Korea's current leader, Kim Jong-Un.
","ഇപ്പോഴത്തെ ഉത്തര കൊറിയൻ ഏകാധിപതി കിം ജോങ് ഉന്നിന്റെ പിതാമഹനാണ് അദ്ദേഹം.
"
"Hearing about the return of the hero, his grandfather, the king Akrisiy, fled to Larisa, to the north of the country.
","നായകൻ എന്ന മടക്കം കുറിച്ച് കേട്ട ശേഷം മുത്തച്ഛൻ, അച്രിസിഉസ് രാജാവായ രാജ്യത്തെ വടക്കോട്ടു, ലാരിസ്സ ഓടിപ്പോയി.
"
"Her father and grandfather had been the naval force chief naval officer.
","മക്കെയ്ൻറെ പിതാവും മുത്തച്ഛനും നാവികസേനയിൽ ഫോർ സ്റ്റാർ അഡ്മിറലുകളായി സേവനമനുഷ്ഠിച്ചവരായിരുന്ു.
"
"Her father and grandfather were pastors.
","ഇയാളുടെ പിതാവും മുത്തച്ഛനും ആരാച്ചാർമാരായിരുന്നു.
"
"Her grandfather Bishweshwar Prasad Koirala was the Prime Minister of Nepal from 1959 to 1960.
","മനീഷയുടെ മുത്തച്ഛൻ ബിശ്വേശ്വർ പ്രസാദ് കൊയ്റാള 1959 മുതൽ 1060 വരെ നേപ്പാളിന്റെ പ്രധാനമന്ത്രി ആയിരുന്നു.
"
"Her grandfather Bishweshwar Prasad Koirala was the Prime Minister of Nepal map from 1959 to 1960.
","മനീഷയുടെ മുത്തച്ഛൻ ബിശ്വേശ്വർ പ്രസാദ് കൊയ്റാള 1959 മുതൽ 1060 വരെ നേപ്പാളിന്റെ പ്രധാനമന്ത്രി ആയിരുന്നു.
"
"Her grandfather Mansoor Ali Khan was a cricketer.
","എന്റെ അച്ഛൻ മൻസൂർ അലി ഖാൻ പട്ടൌഡി ഒരു ക്രിക്കറ്റ് താരമായിരുന്നു.
"
"Her grandfather P V Gopalan was an Indian freedom-fighter.
","മുത്തച്ഛൻ പി. വി ഗോപാലൻ ഇന്ത്യൻ സ്വാതന്ത്ര്യസമര സേനാനി.
"
"Her grandfather also was a rabbi.
","അദ്ദേഹത്തിന്റെ മുത്തച്ഛനും ഒരു റബ്ബി ആയിരുന്നു.
"
"Her grandfather had been her entire life.
","അയാളുടെ മുത്തശ്ശി ജീവൻ മുഴുവൻ ജീവിച്ചു.
"
"Her grandfather had four wives.
","എന്റെ മുത്തച്ഛന് നാലു ഭാര്യമാരാണ്.
"
"Her grandfather inspired her.
","മുത്തച്ഛൻ അവളെ ആശ്ലേഷിച്ചു.
"
"Her grandfather is a retired IAS officer.
","മുത്തച്ഛൻ വിരമിച്ച ഐഎഎസ് ഉദ്യോഗസ്ഥനാണ്.
"
"Her grandfather passed away shortly after the accident.
","കൊലപാതകം കഴിഞ്ഞ് കുറച്ച് സമയത്തിനുള്ളിൽ ഇയാളുടെ മുത്തശ്ശി മരണപ്പെട്ടു.
"
"Her grandfather saved them.
","മുത്തച്ഛനായിരുന്നു പിന്നെ അവരെ സംരക്ഷിച്ചത്.
"
"Her grandfather suffered from it.
","അവന്റെ മുത്തച്ഛന് അന്നുണ്ടായ വേദന.
"
"Her grandfather was Edward C. Johnson II founder of the Fidelity Management and Research firm in 1946.
","1946-ൽ ഫിഡിലിറ്റി മാനേജ്മെന്റ് ആൻഡ് റിസർച്ച് (എഫ്എംആർ) സ്ഥാപനം ആരംഭിച്ച എഡ്വേർഡ് സി. ജോൺസൺ രണ്ടാമന്റെ ചെറുമകളാണ് അവർ.
"
"Her grandfather was Liberal Party MP Richard Potter, co-founder of the Little Circle which was key in creating the Reform Act 1832.
","റിച്ചാർഡ് പോട്ടർ ലിബറൽ പാർട്ടി എംപിയും 1832 ലെ പരിഷ്കരണ നിയമം സൃഷ്ടിക്കുന്നതിൽ പ്രധാന പങ്കുവഹിച്ചതും ലിറ്റിൽ സർക്കിളിന്റെ സഹസ്ഥാപകനുമായിരുന്നു അവരുടെ പിതാമഹൻ.
"
"Her grandfather was M. Bakthavatsalam, a prominent Congress politician and Chief Minister of Tamil Nadu between 1963 and 1967.
","അദ്ദേഹത്തിന്റെ മുത്തച്ഛൻ തമിഴ്നാടു് മുൻ മുഖ്യമന്ത്രിയും (1963 - 1967) കോൺഗ്രസ്സ് നേതാവുമായ എം.
"
"Her grandfather was M. Bakthavatsalam, a prominent Congress politician and the Chief Minister of Tamil Nadu between 1963 and 1967.
","അദ്ദേഹത്തിന്റെ മുത്തച്ഛൻ തമിഴ്നാടു് മുൻ മുഖ്യമന്ത്രിയും (1963 - 1967) കോൺഗ്രസ്സ് നേതാവുമായ എം.
"
"Her grandfather was Mangal Das Pakvasa, a freedom fighter, and one of the first five Governors of India.
","മുത്തശ്ശൻ മംഗൾദാസ് പക്വാസ സ്വാതന്ത്ര്യ സമര സേനാനിയും, സ്വതന്ത്ര ഇന്ത്യയിലെ ആദ്യത്തെ അഞ്ച് ഗവർണർമാരിൽ ഒരാളുമായിരുന്നു.
"
"Her grandfather was a doctor in the Mysore Kingdom.
","മുത്തച്ഛൻ മൈസൂർ രാജകൊട്ടാരത്തിലെ ഡോക്ടറായിരുന്നു.
"
"Her grandfather was a film producer as well.
","സിനിമാ നിർമ്മാതാവ് കൂടിയായിരുന്നു ഭർത്താവ്.
"
"Her grandfather was a first cousin of Salvador Allende, President of Chile from 1970 to 1973.
","1970 മുതൽ 1973 വരെ ചിലി പ്രസിഡന്റ് സാൽവഡോർ അലൻഡെയുടെ ആദ്യ കസിൻ ആയിരുന്നു അവരുടെ പിതാവ്.
"
"Her grandfather was a member of the IRA.
","ഒരു IRA പ്രവർത്തകനായിരുന്നു അവളുടെ പിതാവ്.
"
"Her grandfather was a thief.
","അവളുടെ അച്ഛൻ കള്ളുകുടിയനായിരുന്നു.
"
"Her grandfather was a violinist.
","അദ്ദേഹത്തിന്റെ മുത്തച്ഛൻ ഒരു വയലിനിസ്റ്റ് ആയിരുന്നു.
"
"Her grandfather was arrested in 1938.
","അവന്റെ പിതാവ് 1938 ൽ അറസ്റ്റ് കൊല്ലപ്പെട്ടു.
"
"Her grandfather was coming.
","അവൾടെ മുത്തശ്ശൻ വരുന്നുണ്ട്.
"
"Her grandfather was going to come back.
","അവന്റെ മുത്തച്ഛൻ തിരിച്ചു വരുമെന്ന്.
"
"Her grandfather was there, too.
","ഇവരുടെ മുത്തച്ഛനും ഇവിടെയുണ്ടായിരുന്നു.
"
"Her grandfather watched her for a while.
","ദത്തൻ അവളെ കുറച്ച് നേരം നോക്കി നിന്നു.
"
"Her grandfather's voice again.
","വീണ്ടും മുത്തശ്ശിയുടെ പരിഭവത്തിന്റെ ശബ്ദം.
"
"Her grandfather, an old Vaudevillian, taught her.
","അവളുടെ മുത്തച്ഛൻ, വോഡ്വില്ലൻ പഠിപ്പിച്ചതാണ് അവളെ.
"
"Her grandfather, an old vaudevillian, taught her.
","അവളുടെ മുത്തച്ഛൻ, വോഡ്വില്ലൻ പഠിപ്പിച്ചതാണ് അവളെ.
"
"Her great grandfather was very active in left wing progressive politics in India and played an instrumental role in the formation of the state of Kerala.
","തന്റെ മുതു മുത്തച്ഛൻ ഇടതുപക്ഷ പുരോഗമന രാഷ്ട്രീയത്തിൽ സജീവമായിരുന്നുവെന്നും കേരള രൂപീകരണത്തിൽ സുപ്രധാന പങ്കു വഹിക്കുകയും ചെയ്തിട്ടുണ്ടെന്ന് അവർ ഒരഭിമുഖത്തിൽ പറയുകയുണ്ടായി.
"
"Her law abiding paternal grandfather was arrested and shot in 1937.
","അവളുടെ വളർത്തുപിതാവായ 1937 ഷോട്ട് ൽ അടിച്ചമർത്തപ്പെട്ടു ചെയ്തു.
"
"Her maternal grandfather was a lord mayor of Georgetown, Guyana.
","അവളുടെ അമ്മയുടെ മുത്തച്ഛൻ ഗയാനയുടെ തലസ്ഥാനമായ ജോർജ് ടൌണിലെ ലോർഡ് മേയറായിരുന്നു.
"
"Her maternal grandfather was a lord mayor of Guyana's capital, Georgetown.
","അവളുടെ അമ്മയുടെ മുത്തച്ഛൻ ഗയാനയുടെ തലസ്ഥാനമായ ജോർജ് ടൌണിലെ ലോർഡ് മേയറായിരുന്നു.
"
"Her maternal grandfather was lord mayor of Georgetown, the capital of Guyana.
","അവളുടെ അമ്മയുടെ മുത്തച്ഛൻ ഗയാനയുടെ തലസ്ഥാനമായ ജോർജ് ടൌണിലെ ലോർഡ് മേയറായിരുന്നു.
"
"Her mother, grandmother and grandfather brought her up.
","അച്ഛൻ, മുത്തശ്ശി, അമ്മ എന്നിവ കുട്ടിയുടെ വളർത്തമ്മ കൊണ്ടുവന്നു.
"
"Her paternal grandfather Devdas Gandhi was the youngest son of Mahatma Gandhi and her paternal grandmother Lakshmi was the daughter of C. Rajagopalachari.
","അവരുടെ പിതാമഹനായ ദേവദാസ് ഗാന്ധി മഹാത്മാഗാന്ധിയുടെ ഇളയ മകനും അവരുടെ മുത്തശ്ശി ലക്ഷ്മി സി. രാജഗോപാലാചാരിയുടെ മകളുമായിരുന്നു.
"
"Her paternal grandfather was Antonio Cansino, a renowned Spanish classical dancer.
","അവളുടെ പിതാമഹനായ അന്റോണിയോ കാൻസിനോ ഒരു ക്ലാസിക്കൽ സ്പാനിഷ് നർത്തകനായി അറിയപ്പെട്ടിരുന്ന വ്യക്തിയായിരുന്നു.
"
"Her paternal grandfather was Liberal Party MP Richard Potter, co-founder of the Little Circle which was key in creating the Reform Act 1832.
","റിച്ചാർഡ് പോട്ടർ ലിബറൽ പാർട്ടി എംപിയും 1832 ലെ പരിഷ്കരണ നിയമം സൃഷ്ടിക്കുന്നതിൽ പ്രധാന പങ്കുവഹിച്ചതും ലിറ്റിൽ സർക്കിളിന്റെ സഹസ്ഥാപകനുമായിരുന്നു അവരുടെ പിതാമഹൻ.
"
"Her paternal grandfather, Antonio Cansino, was a renowned Spanish classical dancer.
","അവളുടെ പിതാമഹനായ അന്റോണിയോ കാൻസിനോ ഒരു ക്ലാസിക്കൽ സ്പാനിഷ് നർത്തകനായി അറിയപ്പെട്ടിരുന്ന വ്യക്തിയായിരുന്നു.
"
"Her paternal grandfather, Antonio Cansino, was renowned as a Spanish classical dancer.
","അവളുടെ പിതാമഹനായ അന്റോണിയോ കാൻസിനോ ഒരു ക്ലാസിക്കൽ സ്പാനിഷ് നർത്തകനായി അറിയപ്പെട്ടിരുന്ന വ്യക്തിയായിരുന്നു.
"
"Her paternal grandfather, Antonio Cansino, was renowned as a classical Spanish dancer.
","അവളുടെ പിതാമഹനായ അന്റോണിയോ കാൻസിനോ ഒരു ക്ലാസിക്കൽ സ്പാനിഷ് നർത്തകനായി അറിയപ്പെട്ടിരുന്ന വ്യക്തിയായിരുന്നു.
"
"Her paternal grandfather, who played the accordion, mandolin and guitar, immigrated to the United States from Sicily.
","അക്കോഡിയൻ, മാൻഡോലിൻ, ഗിത്താർ എന്നിവ വായിച്ച അവരുടെ പിതാമഹൻ സിസിലിയിൽ നിന്ന് അമേരിക്കയിലേക്ക് കുടിയേറിയതായിരുന്നു.
"
"Her political life began attending local Democratic Farmer Labor party caucuses with her grandfather after arriving in the US.
","യു. എസിലേക്ക് കുടിയേറിയശേഷം മുത്തച്ഛനൊപ്പം പ്രാദേശിക ഡെമോക്രാറ്റിക് ഫാർമർ ലേബർ പാർട്ടിയിൽ പ്രവർത്തിച്ചുകൊണ്ടാണ് അവർ രാഷ്ട്രീയ ജീവിതം തുടങ്ങിയത്.
"
"Here are my father and my grandfather.
","ഇവിടെയുള്ളതു നിങ്ങളുടെ മുത്തച്ഛനായ ഞാനും മുത്തശ്ശിയുമാണ്.
"
"His dad learned from his grandfather.
","മുത്തച്ഛൻ അദ്ദേഹത്തിന്റെ അച്ഛനിൽ നിന്നു പഠിച്ചതാണത്.
"
"His father Kim Jong-il and grandfather Kim Il-sung have.
","ഇദ്ദേഹത്തിന്റെ അച്ഛൻ കിം ജോങ് ഇൽ, മുത്തച്ഛൻ കിം ഇൽ സുങ് എന്നിവരും കറതീർന്ന ഏകാധിപതികളായിരുന്നു.
"
"His father and grandfather are dead.
","വല്യച്ഛനും വല്യമ്മയും മരിച്ചു.
"
"His father and grandfather had also occupied this position.
","അച്ഛനും മുത്തച്ഛനും ഈ പദവി അലങ്കരിച്ചിട്ടുണ്ട്.
"
"His father and grandfather served as career naval officers.
","മക്കെയ്ൻറെ പിതാവും മുത്തച്ഛനും നാവികസേനയിൽ ഫോർ സ്റ്റാർ അഡ്മിറലുകളായി സേവനമനുഷ്ഠിച്ചവരായിരുന്ു.
"
"His father and grandfather served the Indian Army.
","അദ്ദേഹത്തിന്റെ അച്ഛനും മുത്തച്ഛനുമെല്ലാം ബ്രിട്ടീഷ് ഇന്ത്യൻ പട്ടാളത്തിലായിരുന്നു.
"
"His father and grandfather was killed.
","മുത്തശ്ശിയും അച് ഛനും കൊല്ലപ്പെട്ടു.
"
"His father and grandfather were Muslim.
","വാപ്പച്ചിയും ഉമ്മച്ചിയും ഇസ്ലാം ആയിരുന്നു.
"
"His father and grandfather were beekeepers.
","തന്റെ മുത്തച്ഛനും അച്ഛനും ഇറച്ചിവിൽപ്പനക്കാരായിരുന്നു.
"
"His father and grandfather were cattle ranchers.
","തന്റെ മുത്തച്ഛനും അച്ഛനും ഇറച്ചിവിൽപ്പനക്കാരായിരുന്നു.
"
"His father and grandfather were dairy farmers.
","തന്റെ മുത്തച്ഛനും അച്ഛനും ഇറച്ചിവിൽപ്പനക്കാരായിരുന്നു.
"
"His father and grandfather were illiterate peasants.
","അപ്പനെയും അമ്മയെയും നിരക്ഷരരായ കർഷകരും ആയിരുന്നു.
"
"His father and grandfather were in the British army.
","അദ്ദേഹത്തിന്റെ അച്ഛനും മുത്തച്ഛനുമെല്ലാം ബ്രിട്ടീഷ് ഇന്ത്യൻ പട്ടാളത്തിലായിരുന്നു.
"
"His father and grandfather were musicians.
","മുത്തശ്ശനും പിതാവും സംഗീതജ്ഞരായിരുന്നു.
"
"His father and grandfather were preachers.
","ഇയാളുടെ പിതാവും മുത്തച്ഛനും ആരാച്ചാർമാരായിരുന്നു.
"
"His father and grandfather, who dominated North Korea before him, each died of heart issues.
","അദ്ദേഹത്തിന് മുമ്പ് ഉത്തര കൊറിയ ഭരിച്ച അച്ഛനും മുത്തച്ഛനും ഹൃദയസംബന്ധമായ അസുഖങ്ങളാലാണ് മരിച്ചത്.
"
"His father and grandfather, who dominated North Korea before him, each died of heart troubles.
","അദ്ദേഹത്തിന് മുമ്പ് ഉത്തര കൊറിയ ഭരിച്ച അച്ഛനും മുത്തച്ഛനും ഹൃദയസംബന്ധമായ അസുഖങ്ങളാലാണ് മരിച്ചത്.
"
"His father and grandfather, who ruled North Korea before him, both died of heart issues.
","അദ്ദേഹത്തിന് മുമ്പ് ഉത്തര കൊറിയ ഭരിച്ച അച്ഛനും മുത്തച്ഛനും ഹൃദയസംബന്ധമായ അസുഖങ്ങളാലാണ് മരിച്ചത്.
"
"His father and grandfather, who ruled North Korea before him, both died of heart problems.
","അദ്ദേഹത്തിന് മുമ്പ് ഉത്തര കൊറിയ ഭരിച്ച അച്ഛനും മുത്തച്ഛനും ഹൃദയസംബന്ധമായ അസുഖങ്ങളാലാണ് മരിച്ചത്.
"
"His father and grandfather, who ruled North Korea before him, died of heart problems.
","അദ്ദേഹത്തിന് മുമ്പ് ഉത്തര കൊറിയ ഭരിച്ച അച്ഛനും മുത്തച്ഛനും ഹൃദയസംബന്ധമായ അസുഖങ്ങളാലാണ് മരിച്ചത്.
"
"His father and grandfathers both served as the country's prime ministers.
","അദ്ദേഹത്തിന്റെ അച്ഛനും മുത്തശ്ശിയും മാതാമഹനും പ്രധാനമന്ത്രിമാരായി രാജ്യത്തെ സേവിച്ചവരാണ്.
"
