eng_Latn,kan_Knda
"He is the eldest son of Abdul Razak, Malaysia's second prime minister and the nephew of Hussein Onn, the country's third prime minister.
","ಅವರು ಮಲೇಷಿಯಾದ ಎರಡನೇ ಪ್ರಧಾನಿ ಅಬ್ದುಲ್ ರಝಕ್ ಹುಸೇನ್ ಅವರ ಹಿರಿಯ ಪುತ್ರ ಮತ್ತು ಮಲೇಷಿಯಾದ ಮೂರನೇ ಪ್ರಧಾನಿ ಹುಸೇನ್ ಒನ್ ರ ಸೋದರಳಿಯರಾಗಿದ್ದಾರೆ.
"
"He is the nephew of Lt. Gen. Zameer Uddin Shah, the former vice-chancellor of the prestigious Aligarh Muslim University.
","ಅಲಿಗಢ್ ಮುಸ್ಲಿಂ ಯೂನಿವರ್ಸಿಟಿಯ ಮಾಜೀ ಉಪಕುಲಪತಿ ಲೆಫ್ಟಿನೆಂಟ್ ಜನರಲ್ ಝಮೀರ್ ಉದ್ದೀನ್ ಶಾ ಇವರ ಮಾವ.
"
"He is the nephew of Telugu and Bollywood film screenwriter and director K. V. Vijayendra Prasad.
","ಅವರು ತೆಲುಗು ಮತ್ತು ಬಾಲಿವುಡ್ ಚಲನಚಿತ್ರ ಚಿತ್ರಕಥೆಗಾರ ಮತ್ತು ನಿರ್ದೇಶಕ ಕೆ. ವಿ. ವಿಜಯೇಂದ್ರ ಪ್ರಸಾದ್ ಅವರ ಸೋದರಳಿಯ.
"
"He is the nephew of former Pakistani player Inzamam ul Haq.
","ಪಾಕಿಸ್ತಾನ ತಂಡದ ಮಾಜಿ ಆಟಗಾರ ಇನ್ ಜಾಮಾಮ್ ಉಲ್ ಹಖ್, ಇಮಾಮ್ ಉಲ್ ರವರ ಚಿಕ್ಕಪ್ಪ.
"
"He proceeded energetically to restore the power of the monarchy and reduce that of the electoral princes, but was murdered while crossing the River Reuss by his disaffected nephew John.
","ಅವರು ರಾಜಪ್ರಭುತ್ವದ ಶಕ್ತಿಯನ್ನು ಪುನಃಸ್ಥಾಪಿಸಲು ಮತ್ತು ಚುನಾವಣಾ ರಾಜಕುಮಾರರ ಶಕ್ತಿಯನ್ನು ಕಡಿಮೆ ಮಾಡಲು ಶಕ್ತಿಯುತವಾಗಿ ಮುಂದಾದರು, ಆದರೆ ರೌಸ್ ನದಿಯನ್ನು ದಾಟುವಾಗ ಅವರ ಅಸಮಾಧಾನಗೊಂಡ ಸೋದರಳಿಯ ಜಾನ್ ಅವರನ್ನು ಕೊಲ್ಲಲಾಯಿತು.
"
"He was a nephew of Anukul Chandra Mukhopadhyay, a nationalist thinker and professor of philosophy at Allahabad University who was awarded the Padma Bhushan in 1964.
","ಆತ 1964 ರಲ್ಲಿ ಪದ್ಮಭೂಷಣ ಪ್ರಶಸ್ತಿಯನ್ನು ಪಡೆದ ಅಲಹಾಬಾದ್ ವಿಶ್ವವಿದ್ಯಾಲಯದ ರಾಷ್ಟ್ರೀಯವಾದಿ ಚಿಂತಕ ಮತ್ತು ತತ್ವಶಾಸ್ತ್ರದ ಪ್ರಾಧ್ಯಾಪಕ ಅನುಕೂಲ್ ಚಂದ್ರ ಮುಖೋಪಾಧ್ಯಾಯರ ಸೋದರಳಿಯ.
"
"He was a nephew of Pope Pius III.
","ಅವರು ಪೋಪ್ ಕ್ಯಾಲಿಕ್ಸ್ಟಸ್ III ನ ಸೋದರಳಿಯರಾಗಿದ್ದರು.
"
"He was executed with his nephew Richard Grey by King Richard III.
","ಆತನ ಸೋದರಳಿಯ ರಿಚರ್ಡ್ ಗ್ರೇ ಅವರೊಂದಿಗೆ ಕಿಂಗ್ ರಿಚರ್ಡ್ III ರವರಿಂದ ಮರಣದಂಡನೆ ವಿಧಿಸಲಾಯಿತು.
"
"He was sent here by Masood Azhar to avenge the killings of his two nephews, Talah Rasheed and Usman, in 2017 and 2018, respectively in South Kashmir's Pulwama district.
","ದಕ್ಷಿಣ ಕಾಶ್ಮೀರದ ಪುಲ್ವಾಮಾ ಜಿಲ್ಲೆಗೆ ಕ್ರಮವಾಗಿ 2017 ಮತ್ತು 2018 ರಲ್ಲಿ ಅವರ ಇಬ್ಬರು ಸೋದರ ಸಂಬಂಧಿಗಳಾದ ತಲಾಹ್ ರಷೀದ್ ಮತ್ತು ಉಸ್ಮಾನ್ರ ಹತ್ಯೆಗಳ ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳಲು ಈತನನ್ನು ಮಸುದ್ ಅಝಹರನು ಕಾಶ್ಮೀರಕ್ಕೆ ಕಳುಹಿಸಿದ್ದನು.
"
"He was sent to Kashmir by Masood Azhar to avenge the killings of his two nephews, Talah Rasheed and Usman, in 2017 and 2018 respectively in south Kashmir's Pulwama district.
","ದಕ್ಷಿಣ ಕಾಶ್ಮೀರದ ಪುಲ್ವಾಮಾ ಜಿಲ್ಲೆಗೆ ಕ್ರಮವಾಗಿ 2017 ಮತ್ತು 2018 ರಲ್ಲಿ ಅವರ ಇಬ್ಬರು ಸೋದರ ಸಂಬಂಧಿಗಳಾದ ತಲಾಹ್ ರಷೀದ್ ಮತ್ತು ಉಸ್ಮಾನ್ರ ಹತ್ಯೆಗಳ ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳಲು ಈತನನ್ನು ಮಸುದ್ ಅಝಹರನು ಕಾಶ್ಮೀರಕ್ಕೆ ಕಳುಹಿಸಿದ್ದನು.
"
"He was sent to Kashmir by Masood Azhar to avenge the killings of his two nephews- Talah Rasheed and Usman - who were killed in 2017 and 2018 respectively in South Kashmir's Pulwama district.
","ದಕ್ಷಿಣ ಕಾಶ್ಮೀರದ ಪುಲ್ವಾಮಾ ಜಿಲ್ಲೆಗೆ ಕ್ರಮವಾಗಿ 2017 ಮತ್ತು 2018 ರಲ್ಲಿ ಅವರ ಇಬ್ಬರು ಸೋದರ ಸಂಬಂಧಿಗಳಾದ ತಲಾಹ್ ರಷೀದ್ ಮತ್ತು ಉಸ್ಮಾನ್ರ ಹತ್ಯೆಗಳ ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳಲು ಈತನನ್ನು ಮಸುದ್ ಅಝಹರನು ಕಾಶ್ಮೀರಕ್ಕೆ ಕಳುಹಿಸಿದ್ದನು.
"
"He was teaching two of his nephews.
","ಅವರು ಡೊಮಿಷನ್ನ ಇಬ್ಬರು ಮೊಮ್ಮಗುಗಳನ್ನು ಕಲಿಸಿದರು.
"
"He was the nephew of Napoleon Bonaparte.
","ಮತ್ತು ಅವರು ನೆಪೋಲಿಯನ್ ಬೋನಾಪಾರ್ಟೆ ಅವರ ಸಹೋದರರಾಗಿದ್ದರು.
"
"He was the nephew of the great Indian physicist C.V. Raman (who developed the theories of light scattering in a medium that carry his name).
","ಅವರು ಮಹಾನ್ ಭಾರತೀಯ ಭೌತಶಾಸ್ತ್ರಜ್ಞ ಸಿ. ವಿ. ರಾಮನ್ ಅವರ ಸೋದರಳಿಯರಾಗಿದ್ದರು (ಇವರು ತಮ್ಮ ಹೆಸರನ್ನು ಸಾಗಿಸುವ ಮಾಧ್ಯಮದಲ್ಲಿ ಬೆಳಕು ಚೆಲ್ಲುವ ಸಿದ್ಧಾಂತಗಳನ್ನು ಅಭಿವೃದ್ಧಿಪಡಿಸಿದರು).
"
"He went to see her and demanded to meet his nephew T.J. Turns out, he's her ex-husband's brother.
","ಅವನು ಅವಳನ್ನು ನೋಡಲು ತೆರಳಿದನು ಮತ್ತು ಅವನ ಸೋದರಳಿಯ ಟಿಜೆ ಅವರನ್ನು ಭೇಟಿಯಾಗಬೇಕೆಂದು ಒತ್ತಾಯಿಸಿದನು, ಅವನು ಅವಳ ಮಾಜಿ ಗಂಡನ ಸಹೋದರ.
"
"He's also the nephew of the singer Rosemary Clooney and cousin of actor Miguel Ferrer.
","ಅವರು ಗಾಯಕ ರೋಸ್ಮೆರಿ ಕ್ಲೂನಿ ಅವರ ಸೋದರಳಿಯ ಮತ್ತು ನಟ ಮಿಗುಯೆಲ್ ಫೆರರ್ ಅವರ ಸೋದರಸಂಬಂಧಿ.
"
"He's the inebriated uncle of the family whom all the nephews love because he tells the best stories.
","ಅವನು ಕುಟುಂಬದ ಅನ್ಯಾಯದ ಚಿಕ್ಕಪ್ಪನಾಗಿದ್ದು, ಎಲ್ಲ ಸಹೋದರರು ಪ್ರೀತಿಸುತ್ತಾರೆ ಏಕೆಂದರೆ ಅವರು ಅತ್ಯುತ್ತಮ ಕಥೆಗಳನ್ನು ಹೇಳುತ್ತಾರೆ.
"
"Her husband's brother Robert F. Kennedy stepped in as a role model for his niece and nephew.
","ಅವರ ಗಂಡನ ಸಹೋದರ, ರಾಬರ್ಟ್ ಎಫ್. ಕೆನಡಿ, ಅವರ ಸೋದರ ಸೊಸೆ ಮತ್ತು ಸೋದರಳಿಯನ ಪಾತ್ರನಿರ್ವಹಣೆಯಾಗಿ ಬಂದರು.
"
"Her husband's brother, Robert F. Kennedy, stepped in as a role model for his niece and nephew.
","ಅವರ ಗಂಡನ ಸಹೋದರ, ರಾಬರ್ಟ್ ಎಫ್. ಕೆನಡಿ, ಅವರ ಸೋದರ ಸೊಸೆ ಮತ್ತು ಸೋದರಳಿಯನ ಪಾತ್ರನಿರ್ವಹಣೆಯಾಗಿ ಬಂದರು.
"
"Her nephew handled the expenses; she does not know how much it cost.
","ಅವರ ಸೋದರಳಿಯ ಖರ್ಚುಗಳನ್ನು ನಿರ್ವಹಿಸಿದರು; ಅವರಿಗೆ ಅಲ್ಲಿ ಎಷ್ಟು ಖರ್ಚಾಯಿತು ಎನ್ನುವುದರ ಕುರಿತು ಮಾಹಿತಿಯಿಲ್ಲ.
"
"Her nephew, Julian King, 7, was found dead three days later on the West Side in Jason Hudson's SUV.
","ಮೂರು ದಿನಗಳ ನಂತರ 7 ವರ್ಷ ವಯಸ್ಸಿನ ಜುಲಿಯನ್, ಹಡ್ಸನ್ ಅವರ ಸೋದರಳಿಯ, ವೆಸ್ಟ್ ಸೈಡ್ನಲ್ಲಿ ನಿಲುಗಡೆಯಾದ ಎಸ್ಯುವಿ ಹಿಂಭಾಗದ ಸೀಟಿನಲ್ಲಿ ಕಂಡುಬಂದಿದೆ.
"
"Her reign dates from the start of Thutmose III, her stepson, and nephew, with whom she was co-regent.
","ಆಕೆಯ ಆಳ್ವಿಕೆಯು ಥುಟ್ಮೋಸ್ III, ಅವಳ ಮಲಮಗ ಮತ್ತು ಸೋದರಳಿಯ ಪ್ರಾರಂಭದಿಂದಲೂ ಇದೆ, ಅವರೊಂದಿಗೆ ಅವಳು ಸಹ-ಪ್ರತಿನಿಧಿಯಾಗಿದ್ದಳು.
"
"Her work brought her little personal fame and only a few positive reviews during her lifetime, but the publication in 1869 of her nephew's 'A Memoir of Jane Austen' introduced her to a wider public, and by the 1940s she had become widely accepted in academia as a great English writer.
","""ಜೇನ್ ಆಸ್ಟೆನ್ ಅವರ ಕೃತಿಗಳು ಅವಳ ವೈಯಕ್ತಿಕ ಖ್ಯಾತಿಯನ್ನು ಮತ್ತು ಅವರ ಜೀವಿತಾವಧಿಯಲ್ಲಿಯೇ ಗಳಿಸಿತು; ಕೆಲವೇ ಸಕಾರಾತ್ಮಕ ವಿಮರ್ಶೆಗಳನ್ನು ತಂದಿತು, ಆದರೆ 1869 ರಲ್ಲಿ ಅವರ ಸೋದರಳಿಯ ಎ. """"ಮೆಮೋಯಿರ್ ಆಫ್ ಜೇನ್ ಆಸ್ಟೆನ್"""" ಗ್ರಂಥ ಪ್ರಕಟಣೆಯು ಅವಳನ್ನು ವ್ಯಾಪಕವಾಗಿ ಸಾರ್ವಜನಿಕರಿಗೆ ಪರಿಚಯಿಸಿತು, ಮತ್ತು 1940 ರ ಹೊತ್ತಿಗೆ ಜೇನ್ ಪ್ರಮುಖ ಬರಹಗಾರರಾಗಿ ಸ್ವೀಕರಿಸಲ್ಪಟ್ಟರು.""
"
"Her work brought her little personal fame and only a few positive reviews during her lifetime, but the publication in 1869 of her nephew's A Memoir of Jane Austen introduced her to a wider public, and by the 1940s she had become accepted as a major writer.
","""ಜೇನ್ ಆಸ್ಟೆನ್ ಅವರ ಕೃತಿಗಳು ಅವಳ ವೈಯಕ್ತಿಕ ಖ್ಯಾತಿಯನ್ನು ಮತ್ತು ಅವರ ಜೀವಿತಾವಧಿಯಲ್ಲಿಯೇ ಗಳಿಸಿತು; ಕೆಲವೇ ಸಕಾರಾತ್ಮಕ ವಿಮರ್ಶೆಗಳನ್ನು ತಂದಿತು, ಆದರೆ 1869 ರಲ್ಲಿ ಅವರ ಸೋದರಳಿಯ ಎ. """"ಮೆಮೋಯಿರ್ ಆಫ್ ಜೇನ್ ಆಸ್ಟೆನ್"""" ಗ್ರಂಥ ಪ್ರಕಟಣೆಯು ಅವಳನ್ನು ವ್ಯಾಪಕವಾಗಿ ಸಾರ್ವಜನಿಕರಿಗೆ ಪರಿಚಯಿಸಿತು, ಮತ್ತು 1940 ರ ಹೊತ್ತಿಗೆ ಜೇನ್ ಪ್ರಮುಖ ಬರಹಗಾರರಾಗಿ ಸ್ವೀಕರಿಸಲ್ಪಟ್ಟರು.""
"
"Her work brought her little personal fame and only a few positive reviews during her lifetime, but the publication in 1869 of her nephew's A Memoir of Jane Austen introduced her to a wider public, and by the 1940s she had become widely accepted in academia as a great English writer.
","""ಜೇನ್ ಆಸ್ಟೆನ್ ಅವರ ಕೃತಿಗಳು ಅವಳ ವೈಯಕ್ತಿಕ ಖ್ಯಾತಿಯನ್ನು ಮತ್ತು ಅವರ ಜೀವಿತಾವಧಿಯಲ್ಲಿಯೇ ಗಳಿಸಿತು; ಕೆಲವೇ ಸಕಾರಾತ್ಮಕ ವಿಮರ್ಶೆಗಳನ್ನು ತಂದಿತು, ಆದರೆ 1869 ರಲ್ಲಿ ಅವರ ಸೋದರಳಿಯ ಎ. """"ಮೆಮೋಯಿರ್ ಆಫ್ ಜೇನ್ ಆಸ್ಟೆನ್"""" ಗ್ರಂಥ ಪ್ರಕಟಣೆಯು ಅವಳನ್ನು ವ್ಯಾಪಕವಾಗಿ ಸಾರ್ವಜನಿಕರಿಗೆ ಪರಿಚಯಿಸಿತು, ಮತ್ತು 1940 ರ ಹೊತ್ತಿಗೆ ಜೇನ್ ಪ್ರಮುಖ ಬರಹಗಾರರಾಗಿ ಸ್ವೀಕರಿಸಲ್ಪಟ್ಟರು.""
"
"His apprentices included Count Dooku (who later turned to the dark side), Ki-Adi-Mundi, Luke Skywalker, and Ikrit, who trained Luke's nephew, Anakin.
","ಅವರ ತರಬೇತುದಾರರು ಲ್ಯೂಕ್ನ ಸೋದರಳಿಯ, ಅನಾಕಿನ್ರಿಗೆ ತರಬೇತಿ ನೀಡಿದ ಕೌಂಟ್ ಡೂಕು (ನಂತರ ಡಾರ್ಕ್ ಸೈಡ್ಗೆ ತಿರುಗಿದರು), ಕಿ-ಆದಿ-ಮುಂಡಿ, ಲ್ಯೂಕ್ ಸ್ಕೈವಾಕರ್ , ಮತ್ತು ಇಕ್ರಿಟ್.
"
"His nephew Shiva Solanki and five others were lodged in jail in the same case.
","ಇವರ ಸೋದರ ಸಂಬಂಧಿ ಶಿವ ಸೋಳಂಕಿ ಮತ್ತು ಇತರ ಐವರ ವಿರುದ್ಧ ಕೊಲೆ ಮತ್ತು ಕ್ರಿಮಿನಲ್ ಸಂಚಿನ ಆರೋಪವನ್ನು ಹೊರಿಸಲಾಗಿತ್ತು.
"
"His nephew Subramanyan Chandrasekhar was awarded the 1983 Nobel Prize in Physics.
","ಪ್ರಸಿದ್ಧ ಭಾರತೀಯ ಖಭೌತವಿಜ್ಞಾನಿ ಸುಬ್ರಮಣ್ಯ ಚಂದ್ರಶೇಖರ್ರಿಗೆ 1983ರಲ್ಲಿ ನೊಬೆಲ್ ಬಹುಮಾನ ದೊರಕಿತು.
"
"His nephew Tristan van der Vlis was responsible for the shooting in Alphen aan den Rijn a few years after the Yugoslavia war, after which he would have committed suicide.
","ಆತನ ಸೋದರಳಿಯ ಟ್ರಿಸ್ಟಾನ್ ವಾನ್ ಡೆರ್ ವ್ಹಿಸ್ಸ್ ಅವರು ಯುಗೊಸ್ಲಾವಿಯ ಯುದ್ಧದ ಕೆಲವು ವರ್ಷಗಳ ನಂತರ ಆಲ್ಫನ್ ಅಯಾನ್ ಡೆನ್ ರಿಜ್ನಲ್ಲಿನ ಶೂಟಿಂಗ್ಗೆ ಕಾರಣರಾಗಿದ್ದರು, ನಂತರ ಅವರು ಆತ್ಮಹತ್ಯೆ ಮಾಡಿಕೊಂಡರು.
"
"His nephew Uday Chopra is an actor and producer.
","ಅವರ ಸೋದರಳಿಯ ಉದಯ್ ಚೋಪ್ರಾ ನಟ ಮತ್ತು ನಿರ್ಮಾಪಕರು.
"
"His nephew, Surendra Patwa, is the current Minister for Culture and Tourism in the BJP-led state government in Madhya Pradesh.
","ಅವರ ನಿಕಟ ಸಂಬಂಧಿ ಸುರೇಂದ್ರ ಪಟ್ವಾ ಪ್ರಸ್ತುತ ಬಿಜೆಪಿ ನೇತೃತ್ವದ ರಾಜ್ಯ ಸರ್ಕಾರದಲ್ಲಿ ಸಂಸ್ಕøತಿ ಮತ್ತು ಪ್ರವಾಸೋದ್ಯಮ ಸಚಿವರಾಗಿದ್ದಾರೆ.
"
"His three brothers and two nephews helped him realise the dream.
","ಅವನ ಸಾಹಸಕ್ಕೆ ಮೂವರು ಸಹೋದರರು ಮತ್ತು ಇಬ್ಬರು ಸೋದರಳಿಯರು ಕನಸನ್ನು ನನಸಾಗಿಸಲು ಕೈಜೋಡಿಸಿದ್ದಾರೆ.
"
"His two nephews, Antigone's brothers, died in a duel over the throne.
","ಅವನ ಇಬ್ಬರು ಸೋದರಳಿಯರು, ಆಂಟಿಗಾನ್ನ ಸಹೋದರರು, ಸಿಂಹಾಸನದ ಮೇಲೆ ಯುದ್ಧದಲ್ಲಿ ಮರಣಹೊಂದಿದರು.
"
"His weak-willed nephew, Ernest Burkhart, was married to Anna's sister.
","ಅವರ ಬಲಹೀನ ಸೋದರಳಿಯ, ಅರ್ನೆಸ್ಟ್ ಬರ್ಕ್ಹಾರ್ಟ್, ಅನ್ನಾಳ ಸಹೋದರಿ ಮೊಲ್ಲಿಗೆ ವಿವಾಹವಾದರು.
"
"However after the obituary appeared, a nephew wrote to say that Charles Babbage actually was born one year earlier, in 1791.
","ಒಬಿಚುಯರಿ ಕಾಣಿಸಿಕೊಂಡರು ಆದರೆ ನಂತರ, ಸೋದರಳಿಯ ಚಾರ್ಲ್ಸ್ ಬ್ಯಾಬೇಜ್ 1791 ರಲ್ಲಿ, ಒಂದು ವರ್ಷ ಮೊದಲು ಜನಿಸಿದ ಹೇಳುತ್ತಾರೆ ಬರೆದರು.
"
"However, after the obituary appeared, a nephew wrote to say that Charles Babbage actually was born one year earlier, in 1791.
","ಒಬಿಚುಯರಿ ಕಾಣಿಸಿಕೊಂಡರು ಆದರೆ ನಂತರ, ಸೋದರಳಿಯ ಚಾರ್ಲ್ಸ್ ಬ್ಯಾಬೇಜ್ 1791 ರಲ್ಲಿ, ಒಂದು ವರ್ಷ ಮೊದಲು ಜನಿಸಿದ ಹೇಳುತ್ತಾರೆ ಬರೆದರು.
"
"However, in 1896, Emperor Francis Joseph I decided that the Upper Belvedere should serve as a residence for the heir to the throne, his nephew Franz Ferdinand.
","ಸಿಂಹಾಸನಕ್ಕೆ ಉತ್ತರಾಧಿಕಾರಿಯಾಗಿ ಬರುವ ತನ್ನ ಸೋದರ ಸಂಬಂಧಿ ಫ್ರಾನ್ಜ್ ಫರ್ಡಿನೆಂಡ್ಗಾಗಿ ಮೀಸಲಾದ ಒಂದು ನಿವಾಸವಾಗಿ ಮೇಲ್ಭಾಗದ ಬೆಲ್ವೆಡೆರೆಯು ಸೇವೆ ಸಲ್ಲಿಸಬೇಕು ಎಂಬುದಾಗಿ, ೧೮೯೬ರಲ್ಲಿ Iನೇ ಫ್ರಾನ್ಸಿಸ್ ಜೋಸೆಫ್ ಸಾಮ್ರಾಟನು ನಿರ್ಧರಿಸಿದ.
"
"However, it is Mandryka's young nephew with the same name who arrived.
","ಹೇಗಾದರೂ, ಇದು ಬಂದ ಅದೇ ಹೆಸರಿನೊಂದಿಗೆ ಮ್ಯಾಂಡ್ರಿಕಾದ ಚಿಕ್ಕ ಸೋದರಳಿಯ.
"
"However, over the last few decades, a number of smaller parties have emerged, most notably the AMMK led by TTV Dhinakaran, the nephew of Sasikala.
","ಆದಾಗ್ಯೂ, ಕಳೆದ ಕೆಲವು ದಶಕಗಳಲ್ಲಿ ಹಲವಾರು ಸಣ್ಣಪುಟ್ಟ ಪಕ್ಷಗಳು ಹೊರಹೊಮ್ಮಿದ್ದು, ಮುಖ್ಯವಾಗಿ ಶಶಿಕಲಾ ಅವರ ಸೋದರಳಿಯ ಟಿಟಿವಿ ದಿನಕರನ್ ನೇತೃತ್ವದ ಎಎಂಎಂಕೆ ಸದ್ದು ಮಾಡಿತು.
"
"I bought two more for my nephew and his wife.
","ನನ್ನ ಮಗಳು ಮತ್ತು ಗಂಡನಿಗಾಗಿ ನಾನು ಇನ್ನೂ ಎರಡು ಖರೀದಿಸುತ್ತಿದ್ದೇನೆ.
"
"I clutched my nephew tightly, both of us screaming and crying, and ran toward the front door.
","ನಾನು ನನ್ನ ಸೋದರಳಿಯನನ್ನು ಬಿಗಿಯಾಗಿ ಹಿಡಿದಿದ್ದೇವೆ, ಇಬ್ಬರೂ ಕಿರಿಚುವ ಮತ್ತು ಅಳುವುದು, ಮತ್ತು ಮುಂಭಾಗದ ಬಾಗಿಲಿನ ಕಡೆಗೆ ಓಡಿಹೋದರು.
"
"I have young actors and actresses that I mentor, I have nieces and nephews that I am very close to.'
","""ನಾನು ಯುವ ನಟರು ಮತ್ತು ನಟಿಯರನ್ನು ಹೊಂದಿದ್ದೇನೆ, ಅವರ ಮಾರ್ಗದರ್ಶಿ ನಾನು ಮತ್ತು ನಾನು ನಿಕಟ ವ್ಯಕ್ತಿಯಾಗಿರುವ ಸೋದರಳಿಯರು """"""
"
"I love my niece and nephew so much and I can give all my love to them.
","ನಾನು ನನ್ನ ಸೋದರ ಸೊಸೆ ಮತ್ತು ಸೋದರಳಿಯನನ್ನು ತುಂಬಾ ಪ್ರೀತಿಸುತ್ತೇನೆ ಮತ್ತು ನನ್ನ ಪ್ರೀತಿಯನ್ನು ಅವರಿಗೆ ನಾನು ನೀಡಬಲ್ಲೆ.
"
"I stayed with my husband, two sons, ages 19, 22, my parents and nephew, age 21.
","ನನ್ನ ವಯಸ್ಸು 52, ಪತ್ನಿಯ ವಯಸ್ಸು 42. ಇಬ್ಬರು ಗಂಡು ಮಕ್ಕಳ ವಯಸ್ಸು 21 ಹಾಗೂ 19. ನನ್ನ ತಾಯಿ ಹಾಗೂ ಇಬ್ಬರು ಅಣ್ಣಂದಿರು ಸಹ ನನ್ನೊಂದಿಗಿದ್ದಾರೆ.
"
"I wanted to make something for my nephew's birthday.
","ಅಣ್ಣನ ಹುಟ್ಟುಹಬ್ಬಕ್ಕೆ ನಾನು ಎನನ್ನಾದರೂ ಮಾಡಲೇಬೇಕೆಂದು ಚಡಪಡಿಸುತ್ತಿದ್ದೆ.
"
"I was at my nephew's home yesterday.
","ನೆನ್ನೆ ನಮ್ಮ ಚಿಕ್ಕಮ್ಮನ ಮನೆಗೆ ಹೋಗಿದ್ದೆ.
"
"Ideally, Tom Davies is the nephew of the former Everton player who made 74 appearances for the club between 1967 and 1972.
","ತಾತ್ತ್ವಿಕವಾಗಿ, ಟಾಮ್ ಡೇವಿಸ್ 74 ಮತ್ತು 1967 ರ ನಡುವೆ ಕ್ಲಬ್ಗಾಗಿ 1972 ಪಂದ್ಯಗಳಲ್ಲಿ ಕಾಣಿಸಿಕೊಂಡ ಮಾಜಿ ಎವರ್ಟನ್ ಆಟಗಾರನ ಸೋದರಳಿಯ.
"
"If the birthday boy is your son, grandson or nephew, the value of the gift, as a rule, significantly increases.
","ವೇಳೆ ಹುಟ್ಟುಹಬ್ಬದ ಹುಡುಗ - ನಿಮ್ಮ ಮಗ, ಮೊಮ್ಮಗ ಅಥವಾ ಸೋದರ, ಉಡುಗೊರೆ ಮೌಲ್ಯ, ನಿಯಮದಂತೆ, ಇದು ಗಣನೀಯವಾಗಿ ಹೆಚ್ಚಿಸುತ್ತದೆ.
"
"If you are a second-degree relative (aunt, uncle, niece, nephew, grandparent, grandchild or half-sibling), your risk is 1 in 39.
","ನೀವು ಎರಡನೇ ಪದವಿ ಸಂಬಂಧಿ (ಚಿಕ್ಕಮ್ಮ, ಚಿಕ್ಕಪ್ಪ, ಸೋದರ ಸೊಸೆ, ಸೋದರಳಿಯ, ಅಜ್ಜ, ಮೊಮ್ಮಗು ಅಥವಾ ಅರ್ಧ ಸಹೋದರ) ಇದ್ದರೆ, ನಿಮ್ಮ ಅಪಾಯವು 39 ರಲ್ಲಿ 1 ಆಗಿದೆ.
"
"If you are a second-degree relative - aunt, uncle, niece, nephew, grandparent, grandchild, or half-sibling - your risk is 1 in 39.
","ಚಿಕ್ಕಮ್ಮ, ಚಿಕ್ಕಪ್ಪ, ಸೋದರ ಸೊಸೆ, ಸೋದರಳಿಯ, ಅಜ್ಜ, ಮೊಮ್ಮಗ ಅಥವಾ ಅರ್ಧ ಸಹೋದರ - ನೀವು ಎರಡನೇ ಹಂತದ ಸಂಬಂಧಿಯಾಗಿದ್ದರೆ - ನಿಮ್ಮ ಅಪಾಯವು 39 ರಲ್ಲಿ 1 ಆಗಿದೆ.
"
"If you have a hereditary myopathy, then there is a chance that some of your siblings, children, nieces, and nephews, or other relatives could also develop myopathy.
","ನೀವು ಆನುವಂಶಿಕ ಮಯೋಪತಿ ಹೊಂದಿದ್ದರೆ, ನಿಮ್ಮ ಒಡಹುಟ್ಟಿದವರಲ್ಲಿ, ನಿಮ್ಮ ಮಕ್ಕಳು, ಸೋದರಸಂಬಂಧಿ ಮತ್ತು ಸೋದರಳಿಯರು, ಅಥವಾ ಇತರ ಸಂಬಂಧಿಕರು ಕೂಡಾ ಮೈಯೋಪತಿಯನ್ನು ಬೆಳೆಸಿಕೊಳ್ಳುವ ಅವಕಾಶವಿದೆ.
"
"If you have a hereditary myopathy, then there is a chance that some of your siblings, your children, nieces and nephews, or other relatives could also develop myopathy.
","ನೀವು ಆನುವಂಶಿಕ ಮಯೋಪತಿ ಹೊಂದಿದ್ದರೆ, ನಿಮ್ಮ ಒಡಹುಟ್ಟಿದವರಲ್ಲಿ, ನಿಮ್ಮ ಮಕ್ಕಳು, ಸೋದರಸಂಬಂಧಿ ಮತ್ತು ಸೋದರಳಿಯರು, ಅಥವಾ ಇತರ ಸಂಬಂಧಿಕರು ಕೂಡಾ ಮೈಯೋಪತಿಯನ್ನು ಬೆಳೆಸಿಕೊಳ್ಳುವ ಅವಕಾಶವಿದೆ.
"
"If you have a hereditary myopathy, then there is a chance that some of your siblings, your children, nieces, and nephews, or other relatives could also develop myopathy.
","ನೀವು ಆನುವಂಶಿಕ ಮಯೋಪತಿ ಹೊಂದಿದ್ದರೆ, ನಿಮ್ಮ ಒಡಹುಟ್ಟಿದವರಲ್ಲಿ, ನಿಮ್ಮ ಮಕ್ಕಳು, ಸೋದರಸಂಬಂಧಿ ಮತ್ತು ಸೋದರಳಿಯರು, ಅಥವಾ ಇತರ ಸಂಬಂಧಿಕರು ಕೂಡಾ ಮೈಯೋಪತಿಯನ್ನು ಬೆಳೆಸಿಕೊಳ್ಳುವ ಅವಕಾಶವಿದೆ.
"
