eng_Latn,guj_Gujr
"On that day, the North marks the birthday of his grandfather Kim Il Sung, the country's founder.
","એ દિવસે ઉત્તર કોરિયા પોતાના સંસ્થાપક કિમ ઇલ સુંગનો જન્મદિવસ મનાવે છે.
"
"One day, his grandfather called him.
","એક દિવસ તેના પિતાએ એને બોલાવ્યો.
"
"Our grandfathers were very hardworking too.
","અમારા પેરેન્ટ્સે પણ ખૂબ મહેનત કરી હતી.
"
"Perhaps it was his grandfather.
","કદાચ તેના પિતા દાતા હતી.
"
"Queen Elizabeth II was born at her maternal grandfather's house in London.
","જ્યારે મહારાણી એલિઝાબેથ દ્વિતીય પોતાના લંડન સ્થિત ઘરે હતા.
"
"Ramon Grosso is the maternal grandfather of Marcos Llorente, who was once a soccer player for Real Madrid.
","રેમન ગ્રોસો માર્કોસ લ્લોરેન્ટનો માતૃત્વ છે જે એક સમયે રીઅલ મેડ્રિડ માટે ફૂટબોલર હતો.
"
"Ron's grandfather died several years ago.
","રાનુના પતિનું મોત ઘણા વર્ષો પહેલા થયું હતું.
"
"Said her grandfather was turning 80 years old.
","તેનું કહેવું છે કે તેની દાદી પણ 80 ની ઉમર ના ઘી ખાતા હતા.
"
"Sarah's maternal grandfather had been an early member of the Free African Society, a philanthropic organization.
","સારાહના માતૃત્વ, મફત આફ્રિકન સોસાયટીના પ્રારંભિક સભ્ય, એક પરોપકારી સંગઠન હતા.
"
"She did live with her grandfather.
","તે પોતાની દાદી સાથે રહેતો હતો.
"
"She had lost her father and mother at a very young age and was brought up after by her grandfather.
","એમણે ખુબ જ નાની ઉમંરમાં જ પોતાની માતાને ગુમાવ્યા હતા અને તેમની દાદીએ જ તેમનો ઉછેર કર્યો.
"
"She heard her grandfather's voice.
","તેની દાદીના ભજનો સાંભળતી.
"
"She listened for her grandfather's voice.
","તેની દાદીના ભજનો સાંભળતી.
"
"That's what my grandfather said too.
","મારી દાદીએ પણ આવું જ કહ્યું હતું.
"
"That's what my grandfather taught me!
","આ તો મને મારી વહુએ શીખવાડ્યું છે!
"
"The child had been staying with her maternal grandfather and great grandmother.
","બાળક તેની માતા અને દાદી સાથે રહેતો હતો.
"
"The child was taken care of by her grandfather.
","બાળકીની દેખરેખ તેની દાદી કરતી હતી.
"
"The coat I am wearing was given to me by my grandfather.
","મારા દાદી જે પહેરતા હતા તે પાયલ મને આપવામાં આવી છે.
"
"The girl and her grandfather alerted the police after the incident.
","મહિલાએ અને તેના મિત્રે આ ઘટના બાદ પોલીસને જાણ કરી હતી.
"
"The grandfather is 105 years old.
","છોકરાનો બાપ 105 વર્ષનો છે. . . !
"
"The grandfather tells me a story.
","દાદી મને વાર્તા કહે છે.
"
"The honor was established in the year 1969 in the name of Dhundiraj Govind Phalke, grandfather of Indian cinema.
","ભારતીય સિનેમાના પિતા ધૂંડિરાજ ગોવિંદ ફાળકેના નામ પર આપવામાં આવેલ આ એવોર્ડની સ્થાપના 1969 માં કરવામાં આવી હતી.
"
"The little girl's grandfather had died.
","એ બાળકનાં દાદી ગુજરી ગયાં.
"
"The parents are separated and the girl lives with her father and paternal grandfather.
","તેની માતા અલગ રહે છે અને કિશોરી પોતાના પિતા અને દાદી સાથે રહે છે.
"
"The story ends with the boy and his grandfather having a conversation.
","વાર્તા દાદી અને પૌત્ર વચ્ચે વાતચીત સાથે પૂર્ણ થાય છે.
"
"The story of great great grandfather's life teaches us many things.
","બબીતાની જીવન કહાની આપણને ઘણું બધું શીખવી જાય છે.
"
"The story of the island begins from the year 1807, when Giuseppe Bertoleoni, grandfather of the current King Antonio, also known as Tonio, arrived on the island fleeing Italy.
","આ ટાપુની કહાની 1807માં શરૂ થઇ હતી, જ્યારે વર્તમાન રાજા Antonio, જેને ટોનીયોના નામથી પણ ઓળખવામાં આવે છે.
"
"Their grandfather died last night of a heart attack.
","ગઈકાલે તેના પિતાનું હૃદયરોગના હુમલાથી અવસાન થયું હતું.
"
"Their grandfather started the business in 1965.
","તેમના પિતાએ 1965માં ઘણી મહેનત કરીને આ દુકાનની શરૂઆત કરી હતી.
"
"There is no grandfather today.
","આજે દાદી નથી.
"
"There is no other person in this world like your grandfather.
","તારા જેટલું દાની જગતમાં બીજું કોઈ નથી,
"
"This is our first Christmas without my grandfather.
","તેમના વિના દાદીજીની આ પ્રથમ ક્રિસમસ છે.
"
"This method was still practiced by our grandfathers.
","આ પદ્ધતિ હજુ પણ અમારી દાદી દ્વારા વાપરવામાં આવે છે.
"
"This story was narrated to me by my grandfather.
","આ કિસ્સો મારા દાદીમાએ મને વર્ણવેલો.
"
"This was your great grandfather's.
","તે તમારી મહાન-દાદીની હતી.
"
"We knew my grandfather was dying.
","અમને ખબર હતી કે મારી દાદી મરવાં જઈ રહ્યાં હતા.
"
"What was the name of Ashoka's grandfather?
","સમ્રાટ અશોકના પિતાનું નામ શું હતું ?
"
"When my grandfather passed away everyone piled into my grandmother's house.
","જ્યારે મારી દાદીનું મૃત્યુ થયું તો બધા જ લોકો ઘરમાં ભેગા થયા હતા.
"
"Years ago a woman told me a story about her grandfather.
","ઘણાં વર્ષો પહેલાં, એક વૃદ્ધ માણસએ મને એક વાર્તા કહી હતી કે તેની માતાએ તેને કહ્યું હતું.
"
"[31] Additionally, Florida and Virginia license the practice of naturopathy under a grandfather clause.
","[૬૩] ઉપરાંત ફ્લોરિડા અને વિર્જિનિયાએ નિસર્ગોપચારને ગ્રાન્ડફાધર જોગવાઈ હેઠળ પ્રેક્ટિસ કરવાની મંજૂરી આપી છે.
"
"my grandfather was killed.
","મારા દાદીને મારી નાંખવામાં આવ્યાં હતા.
"
"my grandfather was murdered.
","મારા દાદીને મારી નાંખવામાં આવ્યાં હતા.
"
"of his relationship with his grandfather
","તેના દાદી સાથે સંબંધ
"
"relationship with her grandfather.
","તેના દાદી સાથે સંબંધ
"
"then lived with her grandfather.
","પછી તેઓ તેમની દાદી સાથે રહેતા હતા.
"
"Both grandfathers were doctors.
","આ બંને ડોક્ટર પિતા-પુત્રી હતા.
"
"But his grandfather was never found.
","પણ તેના પિતાને ક્યારેય નથી જોયા.
"
"His father Raj Kapoor and grandfather Prithviraj Kapoor were doyens of Bollywood.
","બોલિવૂડની ચાર પેઢીઓના પિતામહ ટોચના અભિનેતા પૃથ્વીરાજ કપૂર અને તેમના પુત્ર રાજ કપૂરના પૂર્વજોની હવેલી પેશાવરમાં છે.
"
"His father’s name was Habib and grandfather’s name was 'Amarah.
",". તેમના પિતાનુ નામ ડાહ્યાભાઈ, ને માતાનું નામ અમૃત- કુ'વર.
"
"At what age did your grandfather die?
","છોટુ તારા પપ્પા કેટલા વર્ષના છે?
"
"""He held on to the hands of his grandfather and said: """"What!""
","તે વૈના પિતાના ખોળામાં ખેસીને કંપિત હાથમાં તેનો હાથ પકડીને બોલીઃ “ પિતાજી !
"
"A household usually comprised grandfather and grandmother, their sons and their wives, unmarried daughters, and their sons’ children.
","સ્ત્રી કર્મચારીના પરિવારમાં પતિ, બાળકો, વાલીઓ, સાસુ સસરા અને પુત્રની વિધવા તથા બાળકોનો સમાવેશ થાય છે.
"
"And the next day his grandfather died.
","અને તેના પિતા એ જ દિવસે ગુજરી ગયા.
"
"A son, a brother, a husband, a father, a grandfather.
","એક પિતા, પુત્ર, ભાઇ, પતિ અને મિત્રનાં રૂપમાં.
"
"His father’s name was Abu Talib and grandfather’s name, 'Abd al-Muttalib.
","તેમના પિતાનું નામ મીઠાભાઈ તથા માતાનું નામ દલીબેન હતું.
"
"His father Mansoor Ali Khan Patuadi and grandfather Iftikar Ali Khan both were cricketers, while his mother Sharmila Tagore is an actress.
","પિતા મન્સૂર અલી ખાન પ્રખ્યાત ક્રિકેટર અને માતા ર્શિમલા ટાગોર પ્રસિદ્ધ અભિનેત્રી હતી.
"
"A loved husband, father & grandfather.
","તેઓ એક ઉમદા ભાઈ, પિતા અને પતિ હતા.
"
"And I’m a grandfather.
","હું એક બાપ છું.
"
"Aishwarya too comes from a political family, with her grandfather Daroga Rai being a former chief minister of Bihar and her father Chandrika Rai being a former minister and a Rashtriya Janata Dal (RJD) leader.
","એશ્વર્યા રાય મહાગઠબંધન સરકારમાં મંત્રી રહી ચુકેલા ચંદ્રિકા રાયની પુત્રી અને બિહારના પૂર્વ મુખ્યમંત્રી દારોગા પ્રસાદ રાયની પોતી છે.
"
"My grandfather was watching him.
","સસરા એને જોતા રહી ગયા.
"
"Beloved father, son, husband, brother, grandfather and friend.
","એક નિઃસહાય ભાંગી પડેલા હૃદય ધરાવતા પિતા, પતિ, ભાઇ, પુત્ર અને મિત્ર.
"
"The grandfather said, “Hi Matt!
","માતલિએ કહ્યુઃ-“ હે કામુત્સ્થ !
"
"His father’s name was Krishna Damédar, and his grandfather was Vishnudaés.
","તેમના પિતાનું નામ કૃષ્ણદાસ અને માતાનું નામ દયાકુંવર હતું.
"
"Beloved husband, much loved father and devoted grandfather.
","ફરજ પરસ્ત પિતા, પ્રેમાળ પતિ અને આજ્ઞાકારી પુત્ર.
"
"Bachchan is the father of Bollywood film superstar, Amitabh Bachchan, and the grandfather of the Bollywood icon Abhishek Bachchan.
","અભિનેતા અભિષેક બચ્ચન બોલીવુડ ઇન્ડસ્ટ્રીના મહાનાયક અમિતાભ બચ્ચનના દીકરા છે.
"
"His father’s name was Habib and grandfather’s name was 'Amarah.
","તેમના બાપનુ નામ મિત્રાવર્યયુ હતુ અને માનુ નામ કુભ ઢવું.
"
"His father’s name was Habib and grandfather’s name was 'Amarah.
","તેમના પિતાનું નામ વારેશ્વર હતુ; અને તેમની માતાનું નામ આન 'દીબાઈ હતું.
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","તેઓના પિતાનુ નામ શ્રી હરિરામ તથા માતાનુ નામ શ્રી ફુલકોરબા હતુ.
"
"“But I never actually met my grandfather.
","""""""મારા પિતા સાથે હું ક્યારેય નહોતો મળ્યો.""
"
"After the demise of his grandfather and father, he has taken up the responsibility.
","પિતા ના મૃત્યુ પછી માંતા અને બહેન ની જવાબદારી તેમના પર આવી ગઈ.
"
"My grandfather was not here.
","મારા કાકા ત્યાં નથી.
"
"I am the father, mother, grandfather and sustainer of this universe.
","હું આ બ્રહ્માંડનો પિતા, માતા, આશ્રયદાતા તથા પિતામહ છું, હું જ્ઞાનનો વિષય, વિશુધ્ધિકર્તા તથા ઓમકાર છું.
"
"His grandfather was like a dad to him.
","બાલા સાહેબ તેમના માટે પિતા જેવા હતા.
"
"A great person,father,brother, grandfather and friend.
","મોટો ભાઈ, પિતાની ગરજ સારે, દોસ્ત, ભરોસાપાત્ર પુરુષ.
"
"My grandfather, my father. . .
","મારા પિતા, મારા હીરો. . .
"
"He was a caring husband, a loving father, an indulgent grandfather and a loyal friend.
","તે ગ્રેમાળ પતિ, દયાળુ પિતા, સ્નેહી મિત્ર, અને વીર પણુ ઉદાર રાત્રુ હતો.
"
"His father and grandfather was killed.
","સાવકા પિતા અને ભાઇએ હત્યા કરી છે.
"
"Abhishek Bachchan with parents Amitabh Bachchan and Jaya Bachchan, grandfather Harivansh Rai Bachchan and other family members.
","અમિતાભ બચ્ચન, જયા બચ્ચન, અભિષેક બચ્ચન અને તેમની સાથે ઐશ્વર્યા રાય બચ્ચન.
"
"“Who was your grandfather?
","“ અએંડવીન, તમારાં માબાપ કોણુ હતાં?
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","તેમના પિતાનું નામ મળશ કર્‌ હતું અને તેમનો માતુશ્રીનું નામ' વખતબા ફૂંદતું.
"
"A loving husband, father, grandfather and great-grandfather, a caring brother, a loving and devoted son, uncle and friend.
","એક નિઃસહાય ભાંગી પડેલા હૃદય ધરાવતા પિતા, પતિ, ભાઇ, પુત્ર અને મિત્ર.
"
"But I did hear about it from my grandfather.
","પરંતું એમના વિશે મારા પિતાજી પાસેથી સાંભળ્યું હતું.
"
"Both his grandfathers were physicians.
","તેના બંને વાલીઓ ડોક્ટર છે.
"
"A grandfather has died.
","એક વૃધ્ધાનું મોત થયું છે.
"
"Her mother and grandfather died from the disease.
","આ અરસામાં તેની મા અને દાદી મરણુ પામ્યાં.
"
"His grandfather, Prithviraj Kapoor, the pioneer of Indian cinema and theatre, was born in Punjab province of Pakistan.
","વિતેલા સમયમાં બોલીવૂડનો સમગ્ર વિશ્વમાં ડંકો વગાડનારા રાજકપૂર અને તેમના પિતા પૃથ્વીરાજ કપૂરનો જન્મ પાકિસ્તાનના પેશાવરમાં થયો હતો.
"
"Kumar's father and grandfather too had served in the Indian Army.
","એક્ટ્રેસ નિમરત કૌરનાં પિતા પણ ભારતીય સેનામાં ઓફિસર હતાં.
"
"The girl had come to her grandfather’s house.
","પુત્રી પિતાના ઘરે આવી હતી.
"
"His name is Mahmud, his father’s name is 'Umar Abul Qasim Jarullah, and his grandfather’s name is Muhammad.
","તેના પિતાનું નામ મોહમ્મદ ખુર્રમ હતું અને માતાનું નામ મુમતાજ મહલ.
"
"He was the elder brother of actor Dhruva Sarja and the nephew of Action King Arjun Sarja, and his grandfather was legendary Kannada actor Shakti Prasad.
","તે અભિનેતા ધ્રુવ સારજાના મોટા ભાઇ અને દક્ષિણ ભારતીય એક્શન કિંગ અર્જુન સારજાના ભત્રીજા હતા.
"
"And your grandfather's name was?
","અને શું નામ કહ્યું તમારા પિતાજીનું?
"
"That’s my grandfather.
","એ તો મારા કાકા થાય છે.
"
"My grandfather passed away when I was a child.
","મારા બાપુજી તો હું નાનો હતો ને ગુજરી ગયા.
"
"A loving husband,father and grandfather.
","ફરજ પરસ્ત પિતા, પ્રેમાળ પતિ અને આજ્ઞાકારી પુત્ર.
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","તેમનાં માતાતું નામ ઉમેદડુંવર અને પિતાનું નામ સૂર્યરામ શિ- વરામ નિપાઠી.
"
"A dearly loved husband, devoted father and grandfather.
","ફરજ પરસ્ત પિતા, પ્રેમાળ પતિ અને આજ્ઞાકારી પુત્ર.
"
"Beloved husband, father, grandfather, family man and friend.
","મોટો ભાઈ, પિતાની ગરજ સારે, દોસ્ત, ભરોસાપાત્ર પુરુષ.
"
"Aaradhya with her grandfather Amitabh Bachchan and father Abhishek.
","પતિ અભિષેક અને સસરા અમિતાભ સાથે ઐશ્વર્યા.
"
"Among them was my grandfather.
","તેઓમાં મારો કાકે સેપા પણુ હતો.
"
"Both of her parents were grandfather physicians.
","તેના બંને વાલીઓ ડોક્ટર છે.
"
"Teenager arrested for murder of grandfather
","સગીરાનું યુવકે અપહરણ કર્યાનું પિતાનું રટણ
"
"I was from a middle class family with a doctor father and teacher grandfather.
","મારો ઉછેર મોડેસ્ટ મિડલ ક્લાસ ફેમિલી જ થયો હતો, પપ્પા ડોક્ટર જ હતા.
"
"Both his father and grandfather were agriculturists.
","પિતા-પુત્ર બંને ખેતીકામ કરતા હતા.
"
"""Today my grandfather's wish has come true.
","“આજે મારા સસરનું શ્રાદ્ધ ખરા અર્થમાં ચરિતાર્થ થયું.
"
"There were five in her family, her mother, father, grandfather, baby sister, and herself.
","તેના ધરમાં તેના પિતા, માતા, ચાર પાંચ ભાઇ, પિત્રાઇઓ, તે ખધાંની ઓએ અને છોકરા તેમજ તેનાં પોતાનાં છોકરાં હતાં.
"
"They love their grandfather as well as their father.
","કળાપ્રત્યેના એમને પ્રેમ પણુ એમના પિતાના જેટલો।
"
"His father’s name was Krishna Damédar, and his grandfather was Vishnudaés.
","એમના પિતાનું નામ કૃષ્સુદાસ અને માતાનું દયા- કુ'વર.
"
"My grandfather was a lawyer.
","મોટો ભાઈ વકીલ હતો.
"
"""If India's Prime Minister Modi allows me to come to India and provides me asylum with my colleagues, I am ready to come to India along with my colleagues because my grandfather is buried there.
","જો ભારતના વડા પ્રધાન મોદી મને ભારત આવવા દે અને મારા સાથીઓ સાથે મને શરણ આપે તો હું ભારત આવવા તૈયાર છું.
"
"A friend of mine's grandfather passed away recently.
","થોડાક વખત પહેલાં મારા એક સ્વજનનું મૃત્યુ થયું છે.
"
"His father Squadron Leader Rajesh Pilot was a fighter pilot in the Indian Air Force (IAF) and his grandfather served the Indian Army as a Non-Commissioned Officer (NCO).
","પાયલોટના પિતા રાજેશ પાયલોટ ઈન્ડિયન એરફોર્સમાં પાયલોટ હતા.
"
"After her grandfather died, her grandmother moved in with her parents.
","પિતાના અવસાન બાદ તેઓ તેમની દાદી સાથે રહેવા દેહરાદૂન ગયા.
"
"Her sister Karisma Kapoor too posted a photo capturing a moment from her childhood with her grandfather.
","આ દરમિયાન ઋષિ કપૂરની ભત્રીજી કરિશ્મા કપૂરે તેના કાકા સાથેની બાળપણની તસવીર શેર કરી છે.
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","તેના પિતા મુસ્લિમ અને માતા હિંદુ હોવાથી તે આ મુજબ માને છે.
"
"A loving husband, father, grandfather and good friend.
","મોટો ભાઈ, પિતાની ગરજ સારે, દોસ્ત, ભરોસાપાત્ર પુરુષ.
"
"His grandfather’s name was Chandradeva and his father’s name was Guhideva.
","તેના પિતામહતુ' નામ જયદેવ તથા પિતાનુ* નામ કૃષ્ણારામ હતું.
"
"Amon was the father of Josiah. 11Josiah was the grandfather of Jehoiachin and his brothers.
","11 યખોન્યા અને તેના ભાઈઓના પિતા યોશિયા હતો.
"
"His father’s name was Sven Carlson and that of his grandfather, Carl Johnson.
","તેમના પિતાનું નામ કેવલ કિશનસિંહ દેઓલ અને એમની માતાનું નામ સતવંત કૌર હતું.
"
"My grandfather could not bear it.
","કાકાને પ્રણામ પણુ ન કરી શકયો.
"
"He was Maharshi Devendranath, grandfather of the great poet Rabindranath Tagore.
","ઝ મહર્ષિ દેવેન્દ્રનાથ ટાગોર તે જગવિખ્યાત કવિ રવીન્ટ્રનાથના પિતા.
"
"Beloved husband, loving father and adoring grandfather.
","ફરજ પરસ્ત પિતા, પ્રેમાળ પતિ અને આજ્ઞાકારી પુત્ર.
"
"His grandfather had been a serf and his father was a grocer.
","તેમના પિતા વજીર હતા અને દદા વડા વજીર હતા.
"
"But I don’t want to be that kind of grandfather.
","હું તે પ્રકારનો પિતા નથી બનવા માંગતો.
"
"After that his grandfather took care of him.
","તે પછી સસરાની વિરાસત તેમણે જ સંભાળી.
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","તેમના પિતાતુ' નામ ધનદેવ અને પોતાનુ દામ સાનતતુંગ હતું.
"
"I had asked the grandfather to come with me but he refused.
","પિતાએ સાથે આવવા કહ્યું પણુ એણે ના પાડી.
"
"US court ruling on cop's assault of Indian grandfather
","બાળકીની કરપીણ હત્યા મામલે ભારતીય દત્તક પિતાને US કોર્ટે ફટકારી આકરી સજા
"
"His father Raj Kapoor and grandfather Prithviraj Kapoor were doyens of Bollywood.
","તેમના પિતા પ્રખ્યાતઅભિનેતા પૃથ્વીરાજ કપૂર અનેમાતા રામસરાની દેવી કપૂર હતા.
"
"A grandfather lived in that city.
","એજ નગરમાં એક વૈશ્‍ય રહેતો હતો.
"
"His father and grandfather were non-commissioned officers.
","મા નહોતી અને બાપ નિદૃત્ત અમલદાર હતા.
"
"And during this period, my grandfather died.
","આ સમય દરમિયાન સસરાનું મોત થયું હતું.
"
"He was a father, grandfather, brother, and son.
","ભાઈ થપતે પિતા, મુત્ર અને પૌત્ર થાય છે.
"
"At that moment she saw her grandfather.
","ત્યારે તેની પિતરાઈ બહેનને જોઈ ગયો હતો.
"
"His father’s name was Habib and grandfather’s name was 'Amarah.
","તેમના માતાનું નામ મણીબાઈ અને પિતાનું નામ હરિભાઈ હતું.
"
"Both his father and his grandfather were soldiers in the British army.
","તેમના પિતાશ્રી બ્રિટીશ લશ્કરમાં સુબેદાર હતાં.
"
"A grandfather is different from a father.
","મા-બાપથી દીકરો જુદો રહે છે.
"
"He was Rabindranath Tagore’s grandfather.
","તેઓ મહાન રવીન્દ્રનાથ ટાગોરના (Rabindaranath Tagore) ભાઈ હતા.
"
"Both his father and grandfather were policemen.
","જેમાં પિતા પુત્ર બંને પોલીસ ઓફિસરના રોલમાં હતા.
"
"He is named after his grandfather Raj Kapoor, whose real name was Ranbir Raj Kapoor.
","રણબીર કપૂરના પિતાનું નામ રિશી કપૂર છે.
"
"He is currently living with his maternal grandfather.
","ને'હવે સુધીર પોતાની જૃહ દાદીમા સાથે રહે છે.
"
"Basically in the family mother, father, grandfather, grandmother, uncle, aunty, brother, sister, daughter and son are the members of the family.
","પરિવારના સદસ્યોમાં માતા, પિતા, ભાઈ, બહેન, પુત્ર, પુત્રી અને પત્ની સામેલ છે.
"
"And who is her grandfather?
","અને પિતા કોણ છે?
"
"Shaheen Bhatt shares a picture with Alia and their grandfather.
","અભિનેત્રી તેની માતા અને બહેન શાહીન ભટ્ટ સાથેનો ફોટો શેયર ર્ક્યો છે.
"
"Beloved husband, father, brother, grandfather, cousin and friend.
","એક નિઃસહાય ભાંગી પડેલા હૃદય ધરાવતા પિતા, પતિ, ભાઇ, પુત્ર અને મિત્ર.
"
"And he was my grandfather.
","તે મારા પૂર્વજ હતા.
"
"You, your father, your grandfather.
","તમારા સસરા, તમારી સાસ.
"
"“And what of your grandfather’s estate?
","“પછી શું થયું તમારા ફધરના મકાનનું?
"
"But I believe in grandfather!
","પણ મને ઝરણા પર ભરોસો છે!
"
"“Do you know, good grandfather, where this grain was grown?
","“ત્યારે આ દાણા ક્યાં પાક્યો હશે, તે તને ખબર છે?
"
"Beloved husband, devoted father and grandfather.
","ફરજ પરસ્ત પિતા, પ્રેમાળ પતિ અને આજ્ઞાકારી પુત્ર.
"
"Jr NTR is named after his grandfather - late Nandamuri Taraka Rama Rao - who was known as NTR.
","જૂનિયર એનટી રામા રાવનું નામ નંદમૂરી તારક રામા રાવ છે.
"
"The birthday party of Alia Bhatt's grandfather was attended by Ranbir Kapoor and his family.
","આલિયા ભટ્ટની જન્‍મદિન પાર્ટીમાં રણબીર કપૂર સહિતના હાજર રહ્યા
"
"Sir C. V. Raman was his grandfather.
","ભારતના સુપ્રસિદ્ધિ વિજ્ઞાાની સી. વી. રામન તેમના કાકા હતા.
"
"A loving father, grandfather, husband, brother, uncle, and friend.
","એક નિઃસહાય ભાંગી પડેલા હૃદય ધરાવતા પિતા, પતિ, ભાઇ, પુત્ર અને મિત્ર.
"
"While her great-grandfather Prithviraj Kapoor was a great actor and director, her grandfather Raj Kapoor is said to be the greatest showman the Indian cinema has ever seen.
","પૃથ્વીરાજ કપૂર જ્યાં ઇન્ડિયન થિયેટરના પહેલા શોધકર્તા છે તો રાજ કપૂર ફિલ્મ જગતમાં દિગગજ અભિનેતા હોવાની સાથે સફહે નિર્દેશક પણ હતા.
"
"He withdrew following the death of his grandfather.
","પિતાના મૃત્યુ પછી તેઓ વૈકુંઠ સીધાવી ગયા હતા.
"
"What has his grandfather done?
","બાપુએ શુ કર્યું છે તે?
"
"But he is no grandfather.
","પરંતુ તેને ભાઈ નહતો.
"
"And they're not your grandfather's employee.
","તારા બાપાની નોકર નથી.
"
"""I'm here as a father and grandfather.
","“આવ્યો છું તો પિતાજીના મ-ત્રી તરીકે.
"
"“Do you remember your great grandfather’s name?
","“ ઝએ તમારી મોરી દાદીમાનું કહેવું કઇ તમને યાદ છે ?
"
"Actually he is your grandfather.
","આખરે એ તારા પિતાજી છે.
"
"Both her father, Mansoor Ali Khan Pataudi, and paternal grandfather, Iftikhar Ali Khan Pataudi, are former captains of the Indian cricket team.
","તેઓના પિતા મન્સુર અલી ખાન પટૌડી, જે પટૌડી ના આઠમાં નવાબ અને ભારતીય ક્રિકેટ ટીમના ભૂતપૂર્વ કેપ્ટન હતા.
"
"Also, Prem Chopra’s wife and Raj Kapoor’s wife are sisters.Sonam Kapoor’s maternal grandmother and Ranveer Singh’s paternal grandfather are siblings, making Ranveer and Sonam cousins.Sadhna and Babita were first cousins, their fathers were real brothers.
","તમને બતાવી દઈએ કે,સોનમ કપૂર અને રણવીર સિંહ સેકન્ડ કઝીન છે. વાસ્તવ માં,રણવીર ની દાદી અને સોનમ ની નાની એક જ માતા ની સંતાન છે. આ રીત થી રણબીર અને સોનમ ભાઈ બહેન થયા.
"
"Brahma the great grandfather of everything in the world took birth by himself in it.
","તેમાંથી આખા વિશ્વના પિતામહ બ્રહ્મા પોતે ઉત્પન્ન થયા.
"
"grandfather my husband ; thou art my son, and I am thy sister.”
","તમનો સવધ ; બાપનો પુત્ર, માની પુત્રી, મારો ભાઇ.
"
"Afterward, we moved to my grandfather’s house.
","આ પછી અમે કાકાના ઘરે પહોંચ્યા હતાં.
"
"A dearly loved husband, father, grandfather, brother, uncle and friend.
","એક નિઃસહાય ભાંગી પડેલા હૃદય ધરાવતા પિતા, પતિ, ભાઇ, પુત્ર અને મિત્ર.
"
"His grandfather’s name was Chandradeva and his father’s name was Guhideva.
","તેના પિતાનું નામ ચક્રધાર ચંદ અને માતાનું નામ અખુજી ચંદ છે.
"
"At the age of 3, his grandfather died.
","તે માત્ર 3 વર્ષનો હતો ત્યારે તેના પિતાનું અવસાન થયું.
"
"Beloved husband, father, grandfather and friend.
","મોટો ભાઈ, પિતાની ગરજ સારે, દોસ્ત, ભરોસાપાત્ર પુરુષ.
"
"“And how did you know my grandfather?
","દૂધાતે કહ્યુ તમને મારા પિતાજીની કેવી રીતે ખબર?
"
"Beloved husband, father, brother, uncle, grandfather and friend.
","એક નિઃસહાય ભાંગી પડેલા હૃદય ધરાવતા પિતા, પતિ, ભાઇ, પુત્ર અને મિત્ર.
"
"The police have added the charge of murder in the FIR against Mehram’s father, grandfather Nirmal Singh , uncle Prabhjit Singh and his wife Parminder Kaur.
","આ ગુનામાં પોલીસે આરોપીઓમાં પતિ હિરેનસિંહ પરમાર ઉપરાંત મરનારના સસરા પરબતસિંહ પરમાર, નણંદ મિતાબેન પરબતસિંહ પરમાર, તથા જેઠ વિજયસિંહ પરમારની ધરપકડ કરી હતી.
"
"If you do not have an electronic assistant, then you can find the cause by old grandfather methods, time-tested.
","તમે એક ઇલેક્ટ્રોનિક મદદનીશ ન હોય, તો તમે જૂના જમાનાનું રીતે કારણ, સમયની કસોટી શોધી શકો છો.
"
"His grandfather’s name was Chandradeva and his father’s name was Guhideva.
","એમના પિતાતૂં નામ ગાવિંદસિંડ અને માતાતું નામ નમદા છે.
"
"At age of four he began playing the violin with his grandfather.
","ચાર વર્ષની વયથી જ તેમણે તેમના કાકા પાસેથી વાંસળી શીખવાનું શરૂ કર્યું હતું.
"
"After that it was his mother, Bashiran Begum, uncles Wahid Khan and Zindo Hussain Khan and grandfather Bande Hussain Khan who trained him in sitar.
","ત્યારબાદ તેમની માતા બશીરન બેગમ અને પિતા ગાયક બંદે હસન ખાને તેમનો ઉછેર કર્યો હતો.
"
"Both her father and grandfather were medical doctors, and her mother was a teacher.
","તેના માતાપિતા બંને ડોકટરો છે; તેના પિતા બાળરોગ ચિકિત્સક છે, અને તેની માતા સ્ત્રીરોગચિકિત્સક છે.
"
"A grandfather was also in the business.
","વડીલોપાર્જીત ધંધો પણ હતો.
"
"Beloved husband, father, grandfather, brother and friend.
","મોટો ભાઈ, પિતાની ગરજ સારે, દોસ્ત, ભરોસાપાત્ર પુરુષ.
"
"I am the father, mother, grandfather and sustainer of this universe.
","આ દુનિયાનો પિતા, માતા અનૅ પાલન કરનાર પિતાયહ પણ હું જ છું.
"
"His father’s name is Sayyid Baha’ ad-Din, and his grandfather is Sayyid Qutb ad- Din.
","એમના પિતાશ્રીતું નામ પીર સયદ કાયમુદ્દીનમીયાં સાહેબ અતે માતુશ્રીનું નામ બડી બીબી સાણેબા છે.
"
"Her grandfather Harivansh Rai Bachchan was a celebrated Hindi poet.
","તેમના પિતા ડૉ. હરિવંશરાય બચ્ચન એક પ્રસિદ્ધ કવિ હતા.
"
