eng_Latn,guj_Gujr
"The film is based on the life of India's oldest shooters Chandro Tomar and her sister-in-law Prakashi Tomar.
","આ ફિલ્મ ભારતની બે વૃદ્ધા મહિલા શુટર ચંદ્રો તોમર અને તેમની દેરાણી પ્રકાશી તોમરના જીવન પર આધારિત છે.
"
"Also, the actress Kareena Kapoor Khan attended her sister-in-law's baby shower with sister Karisma Kapoor .
","કરીના કપૂર ખાન પણ તેની બહેનકરિશ્મા કપૂર સાથે આવી.
"
"NCB Zonal Director Sameer Wankhede's sister-in-law has filed a complaint against NCP leader and Maharashtra minister Nawab Malik for outraging her modesty.
","એનસીબી ઝોનલ ઓફિસર સમીર વાનખેડેની બહેન યાસ્મીન વાનખેડેએ મહારાષ્ટ્રનાં પ્રધાન નવાબ મલિક પર આકરા પ્રહારો કર્યા છે.
"
"NCB Mumbai zonal director Sameer Wankhede hit back at Nawab Malik after the Maharashtra minister alleged that his sister-in-law was involved in the drug business.
","મુંબઈ ક્રૂઝ ડ્રગ્સ કેસમાં NCBના ઝોનલ ડાયરેક્ટર સમીર વાનખેડે (Sameer Wankhede) અને તેમના પરિવાર પર તમામ આરોપો લગાવનાર મહારાષ્ટ્રના મંત્રી નવાબ મલિક (Nawab Malik) હવે પોતે મુશ્કેલીમાં જોવા મળી રહ્યા છે.
"
"Raj Kundra posed with his wife Shilpa Shetty and sister-in-law Shamita.
","અહીં શિલ્પા તેની માતા અને બહેન શમિતા શેટ્ટી અને પતિ રાજ કુંદ્રા સાથે જોવા મળી હતી.
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","આ મામલે મહિલાએ પતિ, સાસુ અને સસરા વિરુદ્ધ પોલીસ ફરિયાદ નોંધાવી છે.
"
"The Ambani family, including Mukesh Ambani’s brother Anil, sister-in-law Tina, sons Anand and Aakash, wife Neeta and to-be daughters-in-law Radhika Merchant and Shloka Mehta were spotted at the venue.
","આ ઉપરાંત મુકેશ અંબાણીના ભાઈ અનિલ અંબાણી, તેમની પત્ની ટીના અંબાણી, રતન તાતા, મહેન્દ્ર સમૂહના અધ્યક્ષ આનંદ મહિન્દ્રા, કોટક મહિન્દ્રાના કાર્યકારી ઉપાધ્યક્ષ અને પ્રબંધ નિદેશક ઉદય કોટક, આદિત્ય બિરલા સમૂહના અધ્યક્ષ કુમાર મંગલમ બિરલા, ઝી સમૂહના અધ્યક્ષ સુભાષ ચંદ્રા પણ સામેલ થયા હતાં.
"
"Man, wife held for murder of sister-in-law in Ahmedabad
","અમદાવાદમાં પતિએ પત્નીના ગુપ્તાંગમાં ડિસમિસ મારી હત્યાનો કર્યો પ્રયાસ
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","પોલીસે પતિ, સસરા, સાસુ અને નણંંદ વિરૂદ્ધ ફરિયાદ નાધી તપાસ હાથ ધરી છે.
"
"A case was registered against her husband, mother-in-law and sister-in-law.
","આ અંગે પતિ, સાસુ અને સસરા સામે ફરીયાદ નોંધાઈ છે.
"
"Kareena Kapoor Khan wishes sister-in-law on her birthday
","કરીના કપૂર ખાન બીજીવાર થઈ પ્રેગનન્ટ, બહેન અને ચાહકોએ પાઠવ્યા અભિનંદન
"
"Akshay's mother Reena Kapoor is Anil and Boney Kapoor's sister and Sridevi's sister-in-law.
","આલિયા ઉપરાંત રણબીરની મા નીતુ કપૂર અને બહેન રિદ્ધિમા કપૂર સાહની પણ હતાં.
"
"Ahmedabad: Tired of being harassed by husband, sister-in-law, woman immolates herself
","અમદાવાદ: દારૂડીયા પતિના ત્રાસથી કંટાળીને પરિણીતાએ કર્યો આપઘાતનો પ્રયાસ
"
"The accused killed his mother, brother and sister-in-law
","જેની અદાવત રાખી આરોપીએ દાદી અને પૌત્રને મોતને ઘાટ ઉતારી દીધા
"
"Actress Kareena Kapoor Khan is very fond of her sister-in-law Soha Ali Khan , with whom she shares a great rapport and relationship.
","સારા અલી ખાન અને કરીના કપૂર સારૂં બોન્ડિંગ શેર કરે છે, તે કરીનાની મોટી ફેન પણ છે.
"
"His wife and sister-in-law also died.
","તેમની સાથે તેમના પત્ની અને ટુકડીના જવાનોનું પણ નિધન થયુ છે.
"
"Bollywood actress Priyanka Chopra recently took to social media and shared a cute post for her sister-in-law Sophie Turner.
","બોલીવુડ અભિનેત્રી પ્રિયંકા ચોપરાએ તાજેતરમાં સોશયલ મીડિયા પર પોતાની એક તસ્વીર મુકી છે.
"
"The police have lodged a case against three people - her husband, father-in-law and sister-in-law - in connection with the incident.
","તેને લઈને તેના પતિ, સાસુ-સસરા સહિત ચાર લોકોની વિરુદ્ધ પોલીસમાં ફરિયાદ આપી છે.
"
"Her sister-in-law Tina, who is the wife of Anil Ambani, was also present.
","આકાશના કાકી અને અનિલ અંબાણીના પત્ની ટીના અંબાણી પણ જોવા મળ્યા.
"
"A woman plays the role of a daughter, mother, wife, daughter-in-law, sister-in-law and so on.
","મહિલાઓ એક પત્ની, પુત્રી, પુત્રવધૂ, રસોઇયણ, માતા, મેઇડ અને બીજી ઘણી બધી ભૂમિકા ભજવતી હોય છે.
"
"In attendance were Janhvi Kapoor, sister-in-law Mira Rajput, Shahid Kapoor and mom Neelima Azeem.
","તે દરમિયાન શાહિદ કપૂર, મીરા રાજપૂત, ઇશાન ખટ્ટર, જાહન્વી કપૂર અને શાહિદની માતા નીલિમા અજીમ જોવા મળ્યા હતા.
"
"Actor Neetu Kapoor, wife of late actor Rishi Kapoor and Rajiv Kapoor's sister-in-law, shared a statement on Instagram.
","દિવંગત ઋષિ કપૂરના પત્ની અને એક્ટ્રેસ નીતૂ કપૂરે ઈન્સ્ટાગ્રામ પર રાજીવ કપૂરની એક તસવીર શેર કરી છે અને શોક વ્યક્ત કર્યો છે.
"
"Kareena Kapoor shares photo of her 'favourite boys', sister-in-law Saba Ali Khan pens post for her and Saif
","સબા અલી ખાને શેર કરેલી તૈમૂરની તસવીર કરીના કપૂરને ખૂબ ગમી
"
"Actor Priyanka Chopra along with sister-in-law Sophie Turner had also paid her a visit.
","હાલમાં જ પ્રિયંકા ચોપરાની જેઠાણી અને એક્ટ્રેસ સોફી ટર્નર પણ તેના પતિ સાથે આ દેખાવમાં સામેલ થઇ હતી.
"
"Aditya Roy Kapur also arrived at the birthday bash of his sister-in-law.
","આદિત્ય રોય કપૂર પણ આલિયાની બર્થ ડે પાર્ટીમાં આવ્યો હતો.
"
"Her sister-in-law’s 18-month-old son died.
","બીજા પુત્રી 18 મહિના વર્ષની ઉંમરે મૃત્યુ પામ્યા હતા.
"
"The film 'Saand Ki Aankh' is a biographical film based on the life story of sharpshooters Chandro Tomar and her sister-in-law Prakashi Tomar.
","શૂટર દાદી ચંદ્રો તોમર અને રિવોલ્વર દાદી પ્રકાશી તોમરના જીવન પર આધારિત ફિલ્મ ‘સાંડ કી આંખ'(Saand Ki Aankh) નું ટ્રેલર રિલીઝ કરવામાં આવ્યું છે.
"
"Both of Deliverance's sisters-in-law, Abigail Faulkner Sr. and Elizabeth Johnson Sr., were examined on August 30.
","મુક્તિદાતાની બહેનો, એબીગેઇલ ફોકનર સીરીઅને એલિઝાબેથ જોહ્નસન સીરીની બંનેની 30 ઓગસ્ટના રોજ તપાસ કરવામાં આવી હતી.
"
"How is your relationship with your brother and sisters-in-law?
","આપના ભાઈ કે બહેન સાથે આપના સંબંધે કેટલા મધુર છે?
"
"A mother and father-in law, two brothers-in-law, two sisters-in-law, he had two children and a nephew.
","બે જેઠ, બે જેઠાણી, એક દિયર, સાસુ-સસરા અને બે ભત્રીજી છે.
"
"The two are sisters-in-law.
","આ બન્ને સગી બહેનો છે.
"
"Among the six dead were his two sisters-in-law and a brother-in-law.
","મૃતક છ ભાઇ અને બે બહેનમાં બીજો અને કુંવારો હતો.
"
"The two are sisters-in-law.
","બંન્ને સગી બહેન છે.
"
"Directed by Tushar Hiranandani, the film is based on the lives of sisters-in-law Chandro Tomar and Prakashi Tomar.
","તુષાર હિરાનંદાની દિગ્દર્શિત આ ફિલ્મ શૂટર ચંદ્રો અને પ્રકાશી તોમરના જીવન પર આધારિત છે.
"
"brother-in-law, sisters-in-law, nieces, nephews,
","ભાણ્યાઓ, ભાણકીઓ, ભત્રીજીઓ વગેરે.
"
