eng_Latn,guj_Gujr
"New Delhi: Congress chief Rahul Gandhi paid tributes to his grandmother and the late PM Indira Gandhi on her death anniversary.
","નવી દિલ્હી : પૂર્વ પ્રધાનમંત્રી ઇન્દીરા ગાંધીની પૂણ્યતિથિ પર એમની પોતી અને કોંગ્રેસ મહાસચિવ પ્રિયંકા ગાંધી વાડ્રાએ ઓમ અસતો મા સદ્મય, તમસો મા જયોતિર્ગમય, મૃત્યોમાં અમૃત ગમય શ્લોક ટ્વિટ કર્યો છે.
"
"He grew up under his grandmother’s guardianship.
","તે પોતાની માતાની દેખરેખ હેઠળ ઉછર્ચો હતો.
"
"What is your relationship with your grandmother?
","શુ તમારે મા- ધપડિત સાથે કઈ સગાઇ છે ?
"
"""Our grandmother was a formidable woman, very practical and very strong, very smart.
","” તેની માતા એક મજબૂત ખાંધાની, ભારે હાથવાળી, ગામડિયણુ પણુ અતિ સ્નેહાળ ભૂરી આંખોવાળી સ્ત્રી હતી તથા તેની ખાખતમાં તેની અને
"
"The girl lives with her parents, grandmother and two younger siblings.
","યુવતી અહીં પોતાના બે ભાઈ અને માતા સાથે રહે છે.
"
"When the girl went home and informed her grandmother about the matter, she lodged the complaint with the police station.
","સગીરાએ ઘરે આવી માતાને જાણ કરતાં મામલો વાડજ પોલીસ સ્ટેશનમાં પહોંચ્યો હતો.
"
"Where was your grandmother?
","તારી સાસુજી કયાં ગયાં !
"
"Arjun Kapoor shared on Instagram an adorable video with his grandmother Nirmal Kapoor.
","અર્જુન કપૂરે ઈન્સ્ટાગ્રામ પર ટેટૂ બતાવતો એક વિડીયો શેર કર્યો છે.
"
"The Kapoor family recently celebrated the grandmother of the house, Krishna Raj Kapoor's birthday in great style.
","તાજેતરમાં જ રણધીર કપૂરના જન્મદિવસે એકઠા થયેલા કપૂર ફેમિલીએ તેમની કમી ખૂબ મહેસૂસસ કરી હતી અને ગમગીનીના માહોલમાં બર્થ ડે મનાવ્યો હતો.
"
"After that his grandmother also died of illness.
","ત્યારબાદ તેમની માતાનું પણ કોઇ બિમારી ટુકાગાળામાં નિધન થયુ હતું.
"
"Rajiv Gandhi was named after his maternal grandmother Kamala Nehru, wife of the first Prime Minister of India, Jawaharlal Nehru.
","તેનું નામ ભારતના પ્રથમ વડાપ્રધાન જવાહરલાલ નહેરુના પત્ની કમલા નહેરુના નામ પરથી આપવામાં આવ્યું છે.
"
"And became a grandmother.
","અને કુંવારી માતા બની ગઈ છે.
"
"Actor Ananya Panday's grandmother, Snehlata Panday has died.
","બોલીવુડ અભિનેતા ચંકી પાંડેની માતા સ્નેહલતા પાંડેનું નિધન થયું છે.
"
"Priyanka Chopra is mourning the loss of her paternal grandmother.
","પિતાના મોતથી પ્રિયંકા ચોપરા સાવ ભાંગી પડ્યાં છે.
"
"Where was your grandmother?
","એ કયાં તારી સગી હતી ?
"
"grandmother; as the step-mother so is the grand- father’s wife; as the daughter-in-law, so is the grandson’s wife.
","સાસુ સમરા માતાપીતા સમાન છે, અને સાસુ સસરાને પુત્રવધુ પુત્રી સમાન છે.
"
"I got it from my grandmother and my mother.
","એ મને મારા મમ્મી અને ડેડી પાસેથી જ મળી છે.
"
"""I've come here with my grandmother.
","“તમારી સાસુ સાથે હુ આવ્યો.
"
"I never knew my grandmother.
","મે' માતપિતા જાણ્યા નથી.
"
"At the age of 12 his grandmother died.
","અડામા 12 વર્ષનાં હતાં ત્યારે તેમના પિતાનું અવસાન થયું.
"
"Sanjay and his younger sister live with their grandmother after his parents died.
","સંજયના માતા-પિતાના મૃત્યુ બાદ તે પોતાની સાવકી બહેન સાથે રહેતો હતો.
"
"Jyotiraditya’s grandmother, Vijaya Raje Scindia, was one of the founding members of the BJP.
","જ્યોતિરાદિત્ય સિંધિયાના દાદા વિજયરાજે સિંધિયા ભાજપના સંસ્થાપક સભ્યોમાંના એક હતાં.
"
"“What does a grandmother do?
","“ખન્યુ બહેન આમ શું કરે છે ?
"
"But his grandmother pushed him.
","પરંતુ સાવકી માતાએ તેને અટકાવ્યો.
"
"Tom's grandmother - perhaps one of the most amusing characters in the story.
","ગ્રાન્ડમા થોમસ - કદાચ વાર્તામાં સૌથી મનોરંજક અક્ષરો છે.
"
"""My grandmother asked, 'Why are you crying?
","વિદ્યાસાગર તેને પૂછયું, “માજી, તમે કેમ રડો છો ?
"
"My grandmother did not reply.
","પણુ મારાં સાસૂજએ કશું પણુ ઉત્તર આપ્યું નહિ.
"
"After his mother’s death, his grandmother became his guardian.
","એની માનાં મોત પછી એની માસી જ એની નવી મા બની ગઈ હતી.
"
"""My grandmother asked, 'Why are you crying?
","જમાઇ બોલતો રહ્યો, ‘મામા, તમે રડો છો શા માટે?
"
"A grandmother of four children.
","નીના ચાર બાળકોની મા છે.
"
"Congratulations to your grandmother.
","વંદન સે તમારા માતપિતા ને.
"
"You will know when you become a grandmother.
","તું મા બનીશને ત્યારે તને ખબર પડશે.
"
"After all, she was the baby’s grandmother.
","આખરે દીકરીનો બાપ હતો.
"
"I am going to be a grandmother.
","હું માસી બનવાની છું.
"
"What to give to my grandmother?
","મારી સાસુને શું આપવું?
"
"Her grandmother Sharmila Tagore is a famous veteran actress.
","સબાની માતા શર્મિલા ટાગોર એક જાણીતી એક્ટ્રેસ રહી ચૂકી છે.
"
"But I’m a grandmother.
","પણ હું તો મર્દ છું.
"
"I have my grandmother!
","મારી પાસે માતો ભે!
"
"His grandmother Vijayraje Scindia was among the founder members of the BJP and his aunts Vasundhara Raje and Yashodhara Raje are also in the party.
","તેમના માતા વિજયરાજે સિંધિયા, મૂળે જનસંઘી અને ભાજપનો પાયો નાખનારા પૈકીના એક- જે મધ્યપ્રદેશના સિંધિયા પરિવારના રહ્યા, તેમના પુત્ર માધવરાવ સિંધિયા કોંગ્રેસમાં અને માધવરાવના પુત્ર જ્યોતિરાદિત્ય સિંધિયા પણ કોંગ્રેસમાં સક્રિય ભૂમિકામાં રહ્યા છે.
"
"A mother and a grandmother.
","મધર અને સાવકી મા.
"
"After the death of his parents he was taken care of by his grandmother.
","તેના પિતાના મૃત્યુ પછી માતાએ જ તેમનું પાલન-પોષણ કર્યુ હતું.
"
"She was a beloved friend, wife, mother and grandmother.
","એ છોકરી હતી, મા હતી, પત્ની હતી, પ્રિયતમા હતી.
"
"Subsequently, the grandmother of the girl lodged a complaint with the police.
","બાદમાં સગીરાની માતાએ દુષ્કર્મની ફરિયાદ વરાછા પોલીસમાં નોધાવી હતી.
"
"""My grandmother doesn't know yet.
","” પણુ કૉચતતે હજી ભાન નહોતું.
"
"Both my mother and grandmother had been teachers.
","માતા પીતા બંને શિક્ષકો હતા.
"
"She was staying with her two children and grandmother.
","એ એની સાસુ અને બે છોકરાઓ સાથે ચાલીમાં જ રહેતી હતી.
"
"A woman is first a daughter, a sister, a mother and a grandmother.
","સ્ત્રી એક માતા, એક બહેન, એક દીકરી, એક પત્નીની છે.
"
"Her grandmother was with her.
","તેમની સાસુ તેમની સાથે હતી.
"
"Her son lived with his grandmother.
","બાળક તેના બેન – બનેવી સાથે રહેતો હતો.
"
"After the woman’s death, the infant’s father and paternal grandmother took custody of the baby and her two brothers.
","પતિ-સસરાના મૃત્યુ બાદ બે બાળક અને સાસુની જવાબદારી મહિલા પર
"
"Her mother and grandmother were inside the house.
","છોકરીની મમ્મી અને માસા ઘરની અંદર ગયા હતા.
"
"Both mother and grandmother live with them.
","પતિ-પત્ની બંનેનાં મા તેમની સાથે રહે છે.
"
"And I’m an old grandmother.
","હું એક વૃદ્ધ મહિલા છું.
"
"But my parents and grandmother didn’t give up.
","પરંતુ પિતા અને ભાઈઓએ હિંમત નથી હારી.
"
"Where is my grandmother?
","મારા માતાજી સમાન શેઠાણી ક્યાં છે ?
"
"All had had children and two were grandmothers.
","બંનેના બે બાળકો અને બે વહુઓ હતી.
"
"Ann is a wife, mother and grandmother.
","અનુપમાં એક ગૃહિણી, માતા અને વહુ છે.
"
"And his grandmother was with him.
","તેમની સાસુ તેમની સાથે હતી.
"
"Condolences on your grandmother.
","વંદન સે તમારા માતપિતા ને.
"
