eng_Latn,ben_Beng
"Especially my grandmother's recipe book came at an opportune moment.
","বিশেষ করে আমার নানী এর রেসিপি বই একটি সুবিধাজনক মুহূর্তে এসেছিলেন.
"
"Especially my grandmother's.
","বিশেষ করে আমার দিদি, দিদিমা।
"
"Even the great grandmother.
","এমনকি বড়মাকে।
"
"Explain that apart from Prime Minister Modi, Bollywood actor Ayushmann Khurrana and Shaheen Bagh's grandmother Bilkis have also been included.
","জানিয়ে দিই, প্রধানমন্ত্রী নরেন্দ্র মোদী ছাড়া বলিউড অভিনেতা আয়ুষ্মান খুরানা আর শাহিন বাগের দাদি বিলকিসকেও এই তালিকায় যুক্ত করা হয়েছে।
"
"Family history of breast cancer i.e. women whose mother, grandmothers, aunts or sisters have developed breast cancer, are at an increased risk.
","যাদের পরিবারের সদস্যদের মধ্যে মা, খালা, বোন বা নানীর স্তন ক্যান্সারের আক্রান্ত হবার ইতিহাস আছে তাদের ঝুঁকি বেশি।
"
"Finally, my grandmother...
","শেষমেশ দাদার...
"
"First, I lost my grandmother.
","প্রথম আমার দাদুমণি হারানো।
"
"Five year old grandmother.
","পাঁচ বছরের দাদা।
"
"Five years old grandmother.
","পাঁচ বছরের দাদা।
"
"Five-year-old Anna Wang has become the sole caregiver for both her sick grandmother and 92-year-old great-grandmother.
","পাঁচ বছর বয়সী আনা ওয়াং তার অসুস্থ দাদি এবং ৯২ বছর বয়সী পরদাদীর খেয়াল রাখেন।
"
"For my grandmothers.
","আমার নাতিপুতিদের হয়ে।
"
"Former US President Barack Obama's grandmother dies at 99
","বারাক ওবামার ধাপ-নানী মামা সারাহ 99 বছর বয়সে মারা গেলেন
"
"Friday was my grandmother's birthday.
","বুধবার দাদার মেয়ের জন্মদিন ছিল।
"
"Friend of my grandmother.
","আমার নাতনির বন্ধু।
"
"From grandmother, mother and...
","পরিবার বলতে মা,দাদিমা আর...
"
"From the old grandmother...
","প্রাচীনকাল থেকেই নানী...
"
"Get your grandmother.
","ধর তোর বড়মা।
"
"Give my greetings to your grandmother.
","দাদীমাকে আমার সালাম জানাবেন।
"
"Go get your grandmother.
","যাও, তোমার নানীজানকে নিয়ে আস।
"
"Go to your grandmother.
","যাও তুমি আমার নাতনীর কাছে যাও।
"
"Good morning grandmother, how are you?
","শুভ সকাল দাদা, কেমন আছেন আপনি?
"
"Great grandmother, I want to go!
","সায়ন্তন দাদাভাই, আমি যাবো!
"
"Grew up with mother and grandmother.
","মা এবং দাদির কাছেই বড় হয়ে ওঠা।
"
"Happy Mother's Day to all mothers, mother-in-laws and grandmothers
","বিশ্ব নারী দিবসে শুভেচ্ছা সকল নারী, মা বোন, খালা, আপা চাচীকে
"
"Hayme Hatun, also known as Hayme Ana, was the grandmother of Osman I, founder of the Ottoman Empire and the mother of Ertuğrul Gazi, the leader of the Kayı clan of the Oghuz Turks.
","হায়মা হাতুন, এছাড়াও তিনি হায়মা আনা, ছিলেন অটোমান সাম্রাজ্যের প্রতিষ্ঠাতা প্রথম উসমান এর দাদিমা এবং ওর্ঘুজ তুর্কিদের কায়িগোষ্ঠীর নেতা আরতুগ্রুল এর মাতা।
"
"He and his family members, including the Indian grandmother, filed a police complaint.
","তিনি এবং তার পরিবারের সদস্যরা, ভারতীয় নানী সহ একটি পুলিশ অভিযোগ দায়ের করেছেন।
"
"He asked his grandmother.
",""""""" সে জিজ্ঞেস করেছিল দাদীকে।""
"
"He asked the grandmother.
",""""""" সে জিজ্ঞেস করেছিল দাদীকে।""
"
"He didn't tell my grandmother.
","দাদিমাকে বলি নাই।
"
"He grew up in the care of his grandmother and father.
","মা এবং নানার তত্ত্বাবধানে তিনি বড় হন।
"
"He had a dispute with his grandmother?
","দাদাবাবুর সাথে ঝগড়া হয়েছে?
"
"He had been put in the foster care program together with his two brothers and two sisters when he was 11 weeks old but finally returned alive with his grandmother at age 14.
","11 মাস বয়সে তাকে তার দুই বড় ভাই এবং দুটি বড় বোনদের সাথে পালনের যত্ন ব্যবস্থায় রাখা হয়েছিল কিন্তু শেষ পর্যন্ত 14 বছর বয়সে তিনি তার নানীর সাথে বসবাস শুরু করেছিলেন।
"
"He had no mother, only a grandmother.
","তার একটা পুত্রবধূর কেহ ছিল না, কেবল বিধবা মা ছিল।
"
"He has taken this habit from his grandmother.
","এ অভ্যাসটা সুজন পেয়েছে তার দাদার কাছ থেকে।
"
"He has two grandmothers.
","তার দুই নাতি আছে।
"
"He heard his grandmother's voice.
","সে তার দাদুর শীতল কণ্ঠটা শুনতে পেলো।
"
"He is buried their next to his father, mother and grandmother.
","তাকে বাবা,দাদা ও বড়দাদার পাশেই দাফন করা হয়।
"
"He is now in the custody of his grandmother.
","বর্তমানে সে দাদীর হেফাজতে আছে।
"
"He is now with his grandmother.
","সে এখন তার নানীর সঙ্গে রয়েছে।
"
"He is now with my grandmother.
","সে এখন তার নানির সঙ্গে রয়েছে।
"
"He lived here with his grandmother.
","মামার সঙ্গে এখানে থাকত ও।
"
"He lost his grandmother.
","হারিয়েছেন দাদীকে।
"
"He loves spending time with his grandmother.
","নাতনির সঙ্গে সময় কাটাতে পছন্দ করেন।
"
"He loves to play with his grandmother
","দাদী সাথে খেলতে ভালবাসেন,
"
"He migrated to USA in 1992 with his mum and grandmother.
","১৯৯২ সালে তিনি তার মা এবং নানীর সঙ্গে যুক্তরাষ্ট্রের ক্যালিফোর্নিয়ায় চলে আসেন।
"
"He moved to California with his mother and grandmother in 1992.
","১৯৯২ সালে তিনি তার মা এবং নানীর সঙ্গে যুক্তরাষ্ট্রের ক্যালিফোর্নিয়ায় চলে আসেন।
"
"He murdered his grandmother.
","নাতি খুন করলো দাদিকে।
"
"He now is living with the grandmother.
","এখন ও নানীর সঙ্গে থাকে।
"
"He now is with his grandmother.
","সে এখন তার নানির সঙ্গে রয়েছে।
"
"He now lives with his grandmother.
","এখন সে নানির সঙ্গে বসবাস করে।
"
"He said Farooq was expecting a child and was also the sole carer for his grandmother.
","তিনি বলেছিলেন যে ফারুক একটি সন্তানের প্রত্যাশা করছিলেন এবং তাঁর নানীর একমাত্র তত্ত্বাবধায়কও ছিলেন।
"
"He saw his grandmother.
","তার নাগিনীর দেখা সে পেয়ে গেছে।
"
"He slept with his grandmother.
","ও তো দাদীর সাথে ঘুমায়।
"
"He stayed at his grandmother's house.
","সে তার নানার বাড়ীতে থাকতো।
"
"He stays with his grandmother and siblings.
","সে তার নানি ও খালাদের সঙ্গে থাকবে।
"
"He wants to see his grandmother before she dies.
","মৃত্যুর পূর্বে তিনি নাতি-নাতনির মুখটা দেখে যেতে চান।
"
"He was living with his grandmother.
","উনি ওনার দিদির সঙ্গে থাকতেন।
"
"He was one year older than my grandmother.
","উনি আমার মায়ের থেকে এক বছরের বড়।
"
"He was placed in the foster care system with his two older brothers and two older sisters when he was 11 months old but eventually returned living with his grandmother at the age of 14.
","11 মাস বয়সে তাকে তার দুই বড় ভাই এবং দুটি বড় বোনদের সাথে পালনের যত্ন ব্যবস্থায় রাখা হয়েছিল কিন্তু শেষ পর্যন্ত 14 বছর বয়সে তিনি তার নানীর সাথে বসবাস শুরু করেছিলেন।
"
"He was playing in his grandmother's garden with his sister.
","ওদের বাগানে ওর দাদু-দিদার সাথে খেলত।
"
"He went out to find his grandmother.
","দাদাকে খুঁজতে বেরিয়েছেন।
"
"He went to his grandmother's house.
","সে চলে এলো তার দাদির ঘরে।
"
"He went to the grandmother's home.
","সে চলে এলো তার দাদির ঘরে।
"
"He's with his grandmother now.
","সে এখন তার নানীর সঙ্গে রয়েছে।
"
"Her first book, Contemplations, was about her grandmother's battle with Alzheimer's before her death.
","তার প্রথম বই, কনটেমপ্লেশনস, তার মৃত্যুর আগে আল্জ্হেইমের সাথে তার দাদী এর যুদ্ধ সম্পর্কে ছিল।
"
"Her grandfather was a mathematics teacher Mohammed Ahsan and her grandmother was a teacher of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather was a mathematics teacher Mohammed Ahsan and her grandmother was a teacher of English literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather was a mathematics teacher Mohammed Ahsan and his grandmother was a teacher of English literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan was a Mathematics professor and her grandmother was an English Literature professor.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan was a professor of Mathematics and her grandmother was a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a Mathematics professor, and her grandmother was an English Literature professor.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a professor of Mathematics and her grandmother was also a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a professor of Mathematics, and her grandmother was a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a professor of mathematics, and her grandmother was a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a professor of mathematics, and her grandmother was a professor of English literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandmother Alice Keppel was King Edward VII's mistress.
","ক্যামিলা'র প্র-মাতামহী অ্যালিস কেপেল ছিলেন চার্লসের পূর্ব-পুরুষ রাজা সপ্তম এডওয়ার্ডের মিস্ট্রেস।
"
"Her grandmother also died the same month.
","উনার মায়ের মৃত্যুও হয়েছিলো একি তারিখে।
"
"Her grandmother and mother are seated.
","মা আর দাদি বসে রইলো।
"
"Her grandmother and mother too had the same problem.
","একি সাথে তার মা ও স্ত্রী একই সমস্যায় ভূগছেন।
"
"Her grandmother and uncle were teachers.
","তার মা এবং চাচা ছিল তার প্রশিক্ষক।
"
"Her grandmother asked curiously.
","দাদিমা কৌতুহলের সাথে জিজ্ঞেস করেন।
"
"Her grandmother called her shortly thereafter.
","আরেকটু পরেই তার মা ডাকলেন।
"
"Her grandmother came from Switzerland.
","ওর মামা সুইজারল্যান্ড থেকে এনেছে।
"
"Her grandmother cared for her.
","দাদি ওকে দেখাশোনা করত।
"
"Her grandmother died 4 years ago.
","চার মাস আগে তার শাশুড়ি মারা গেছেন।
"
"Her grandmother died in November of this year.
","গত বছর নভেম্বরে মারা যান সেঁজুতির দাদি।
"
"Her grandmother had one.
","ওর কাছে দাদা একজনই ছিল।
"
"Her grandmother is no longer alive.
","তার দিদিমাও আজ আর বেঁচে নেই।
"
"Her grandmother is old and is not capable of working.
","তর নানী বুড়া হইছে, কাজ-কাম করবার পারে না।
"
"Her grandmother loved her very much.
","ওর বড় মামী ওকে খুব ভালোবাসে।
"
"Her grandmother was also inside the house at the time.
","সেই সময় তার নাতিও বাড়িতে ছিল।
"
"Her grandmother was from Switzerland.
","ওর মামা সুইজারল্যান্ড থেকে এনেছে।
"
"Her grandmother was sitting on the porch.
","বারান্দায় বসে ছিল ওর দাদী।
"
"Her grandmother was with her.
","সঙ্গে ছিল তার দিদি।
"
"Her grandmother's body was also found.
","ওই নাতিরও লাশ পাওয়া গেছে।
"
"Her grandmother's life?
","দাদির জীবন?
"
"Her grandmother's name?
","তার দাদার নাম?
"
"Her grandmother, whose name is Dorothy Anderson used to be a voice coach.
","তার মাতামাতি, ডরোথি অ্যান্ডারসন ফ্রাইস ভয়েস কোচ থাকতেন।
"
"Her grandmothers voice sounded again in her head.
","তার দাদুর কণ্ঠটা আবারো তার কানে ফিস ফিস করে বলে উঠলো।
"
"Her maternal grandmother, Dorothy Anderson Fries used to be a voice coach.
","তার মাতামাতি, ডরোথি অ্যান্ডারসন ফ্রাইস ভয়েস কোচ থাকতেন।
"
"Her maternal grandmother, Dorothy Anderson Fries, was a voice coach.
","তার মাতামাতি, ডরোথি অ্যান্ডারসন ফ্রাইস ভয়েস কোচ থাকতেন।
"
"Her mother and great grandmother have been arrested by police.
","শিশুর মা ও দিদিমাকে আটক করেছে পুলিশ।
"
"Her mother left her with her grandmother when she was a little girl.
","ওপরাহ যখন ছোট ছিল তখন ও তার মা তার নানীর সাথে সরে যায়।
"
"Her parents and grandmother were arrested.
","তার মা ও দিদিমাকে আটক করা হয়েছে।
"
"Her story was a fascinating one because it's very rare for a woman to become a grandmother at the age of 37.
","তাঁর গল্পটি আকর্ষণীয় কারণ কোনও মহিলার পক্ষে ৩৭ বছর বয়সে দিদা হয়ে যাওয়া খুব বিরল।
"
"Here's your grandmother's grave, under the pomegranate tree,
","এইখানে তোর দাদির কবর ডালিম গাছে তলত,
"
"His eight-year-old daughter is at home with her grandmother.
","তার আট বছরের একটি কন্যাশিশু তখন তার নানার বাড়িতে ছিল।
"
"His father and grandmother took care of him.
","মা আর দাদা ঘিরে ধরলেন তাঁকে।
"
"His father and grandmother were both Prime Ministers.
","আপনার পিতা ও আমার পিতা উভয়েই প্রধানমন্ত্রী ছিলেন।
"
"His grandfather, Mohammad Ahsan, was a mathematics professor, and his grandmother was a professor of English literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"His grandmother asked him.
","' দাদু তাকে প্রশ্ন করল।
"
"His grandmother came to visit.
","ওর বড়মামা এসেছিলেন বেড়াতে।
"
"His grandmother cared for him.
","দাদি ওকে দেখাশোনা করত।
"
"His grandmother didn't understand.
","বড়মা বুঝতে পারেনি।
"
"His grandmother died only a week ago.
","১ সপ্তাহ মাত্র ওর শাশুড়ি মারা গেছে।
"
"His grandmother died this summer.
","আমার দাদি এই বসন্তে মারা গেছেন।
"
"His grandmother doesn't know.
","আমার দাদীমা জানেন না।
"
"His grandmother had taught him how to cook.
","তার দাদি কার্ল তাকে রান্না করার পদ্ধতি শিখিয়েছিল।
"
"His grandmother hadn't cried.
","দাদীমা কাদছিলো না।
"
"His grandmother is in her bedroom.
","তার আপা বেডরুমে শুয়ে আছে।
"
"His grandmother is scolding him.
","ওর সৎমা ওকে টর্চার করে।
"
"His grandmother is very old and can not work.
","তর নানী বুড়া হইছে, কাজ-কাম করবার পারে না।
"
"His grandmother lived alone.
","নানী একাই থাকতেন
"
"His grandmother lived on the third floor.
","তার মা ছিলেন তৃতীয় তলায়।
"
"His grandmother picked him up.
","দাদি মা ওরে কোলে তুলে নিলো।
"
"His grandmother pushes him.
","ওর সৎমা ওকে টর্চার করে।
"
"His grandmother taught her how to cook.
","তার দাদি কার্ল তাকে রান্না করার পদ্ধতি শিখিয়েছিল।
"
"His grandmother taught him how to cook.
","তার দাদি কার্ল তাকে রান্না করার পদ্ধতি শিখিয়েছিল।
"
"His grandmother told him.
","দাদী ওকে বলেছিলেন।
"
"His grandmother took care of him.
","দাদি ওকে দেখাশোনা করত।
"
"His grandmother was Queen Victoria of the United Kingdom of Great Britain and Ireland.
","রানি ভিক্টোরিয়া যুক্তরাজ্য ও ব্রিটিশ সাম্রাজ্যের রানি ছিলেন।
"
"His grandmother was also an actress.
","তার মা-ও একজন অভিনেত্রী ছিলেন।
"
"His grandmother was also home at the time.
","সেই সময় তার নাতিও বাড়িতে ছিল।
"
"His grandmother was coming to visit.
","ওর বড়মামা এসেছিলেন বেড়াতে।
"
"His grandmother was his inspiration.
","দাদা তাঁর অনুপ্রেরণা।
"
"His grandmother was sitting next to him.
","ওর দাদাও পাশে বসেই পড়ছিল।
"
"His grandmother was very happy too.
","তাই তার নানীও অনেক খুশি হয়েছেন।
"
"His grandmother's birthday was Wednesday.
","বুধবার দাদার মেয়ের জন্মদিন ছিল।
"
"His grandmother's life?
","দাদির জীবন?
"
"His grandmother's name is Helen Weiss and he is the nephew of a playwright and actor, Jeff Weiss.
","তাঁর দাদির নাম হেলেন ওয়েইস এবং তিনি একজন নাট্যকার ও অভিনেতা জেফ ওয়েসের ভাগ্নে।
"
"His grandmother's name was Helen Weiss and he has an uncle named Jeff Weiss, who is a playwright and actor.
","তাঁর দাদির নাম হেলেন ওয়েইস এবং তিনি একজন নাট্যকার ও অভিনেতা জেফ ওয়েসের ভাগ্নে।
"
"His maternal grandmother was Swedish.
","আর মাতা ছিলেন সুইডিশ।
"
"His mother and grandmother accompanied him.
","মা আর দাদা ঘিরে ধরলেন তাঁকে।
"
"His mother and grandmother were also arrested.
","তার মা ও দিদিমাকে আটক করা হয়েছে।
"
"His mother at the age of 8 and father, grandmother, grandfather.
","তার ১৮ বছরের বাবা, মা, ভাই, বোন।
"
"His mother remarried and left him to his grandmother.
","তার মা আবার নতুন বিয়ে করেন এবং আনাকে তার দাদীর কাছে রেখে চলে যান।
"
"His step-mother and grandmother enter the room.
","দাদী ও মৌমিতার মা রুমে প্রবেশ করবে।
"
"How a 71-year-old grandmother beat world record in a half marathon?
","হাফ ম্যারাথনে কীভাবে একজন 71১ বছর বয়সী নানী বিশ্ব রেকর্ডটি ভাঙলেন?
"
"How a 71-year-old grandmother broke the world record in half marathon?
","হাফ ম্যারাথনে কীভাবে একজন 71১ বছর বয়সী নানী বিশ্ব রেকর্ডটি ভাঙলেন?
"
"How did a 71-year-old grandmother break the world record in a half marathon?
","হাফ ম্যারাথনে কীভাবে একজন 71১ বছর বয়সী নানী বিশ্ব রেকর্ডটি ভাঙলেন?
"
"How do you get to grandmother's house?
","নানীর বাড়ি পৌঁছাবে কী ?
"
"How'd you know my grandmother's name?
","তুই মায়ের ডাক নাম জানলি কি করে?
"
"How's your family and grandmother?
","কেমন আছেন আপনার পরিবার ও দাদা ?
"
"However, she moved to her grandmother's home in Kolkata in 2020 due to Covid-19.
","তবে কোভিড -১৯ এর কারণে তিনি ২০২০ সালে কলকাতায় তাঁর নানীর বাড়িতে চলে আসেন।
"
"I am a good grandmother.
","আমিঃ ভালো দাদী।
"
"I am a grandmother!
","আমি দাদি !
"
"I am all my grandmothers.
","আমি নানার সবই।
"
"I am going to be a grandmother soon!
","আমি কী শীঘ্রই দাদী হতে পারবো!
"
"I am going to be a grandmother this year.
","চলতি বছরে আমি দাদা হবো।
"
"I am going to be a grandmother very soon!
","আমি কী শীঘ্রই দাদী হতে পারবো!
"
"I am going to stay with my grandmother
","আমি আমার দাদা-দাদির কাছেই থাকব
"
"I am sad to hear about your grandmother.
","কষ্ট পেলাম তোমার নানীর কথা শুনে।
"
"I am sleeping in my grandmother's home.
","বড়মার ঘরে শুয়ে আছি।
"
"I am trying to help my grandmother.
","আমি চেষ্টা করছি দাই দাদির কাজে সাহায্য করতে।
"
"I am your grandmother's friend.
","আমি তোমার দাদুর বন্ধু।
"
"I am your grandmother, ain't I?
","আফটার অল আমি তো আপনারই নাতনি তাইনা?
"
"I asked my grandmother the same question.
","একই প্রশ্ন তো আমার বড়মা।
"
"I asked my grandmother,
","নানীকে জিজ্ঞেস করতাম,
"
"I asked the grandmother.
","আমি জিজ্ঞেস করলাম দাদীকে।
"
"I became a grandmother several times.
","মা হয়েছি অসংখ্য বার।
"
"I became a grandmother three years ago.
","তিন বছরের মাথায় আমি দাদা হয়ে গেলাম।
"
"I bought one for my grandmother.
","আমি আমার দাদিজানের জন্যে কিনছি।
"
"I brought my grandmother's.
","আমি নাতিকে নিয়ে গেলাম।
"
"I call her my great-great grandmother.
","ওর মাকে আমি বড় আম্মু বলে ডাকি।
"
"I can't find her grandmother.
","আমার বড়মেয়েকে খুঁজে পাচ্ছি না।
"
"I can't leave my grandmother.
","নানীকে ছেড়ে আমি থাকতে পারব না।
"
"I can't remember my grandmother.
","মনে পড়ছে না যে দাদু।
"
"I could not be a grandmother!
","আমি পারিনি হতে শুধু জননী !
"
"I couldn't even cry during my grandmother's death.
","দাদুর মৃত্যুতেও কাঁদতে পারিনি।
"
"I couldn't leave my grandmother.
","নানীকে ছেড়ে আমি থাকতে পারব না।
"
"I couldn't make my grandmother's funeral.
","আমার নাতনির শেষকৃত্য অনুষ্ঠানও ঠিকভাবে করতে পারলাম না।
"
"I did it with my grandmother.
","সেটা দাদার সাথে করেছি।
"
"I did that to my grandmother.
","সেটা দাদার সাথে করেছি।
"
"I did this with my grandmother.
","সেটা দাদার সাথে করেছি।
"
"I didn't have a grandmother.
","আমার শাশুড়ি ছিল না।
"
"I didn't understand my grandmother.
","দাদি আসলে আমি বুঝতে পারিনি।
"
"I do know his grandmother.
","তার দাদীমাকেও জানি।
"
"I do know my grandmother, too.
","তার দাদীমাকেও জানি।
"
"I do really well with grandmothers.
","নাতি-নাতনি নিয়ে আমি ভালো আছি।
"
"I don't even know my own grandmother!
","আমি নিজেই আমার শশুরবাড়ী ভাল করে চিনি না!
"
"I don't have a grandmother.
","আমার নানী নাই
"
"I don't remember that grandmother.
","মনে পড়ছে না যে দাদু।
"
"I entered my grandmother.
","বড়মাকে নিয়ে ভেতরে এলাম।
"
"I finally call my grandmother.
","শেষটায় আমি দাদুকে ডাকলাম।
"
"I finally called my grandmother.
","শেষটায় আমি দাদুকে ডাকলাম।
"
"I found my father's grandmother
","আমি দেখতে পেলাম দাদু মায়ের মাই
"
"I found my grandmother's
","আমি দেখতে পেলাম দাদু মায়ের মাই
"
"I found this book in my grandmother's library.
","বইটা আমার বান্ধবী তার দাদুর লাইব্রেরিতে পেয়েছে।
"
"I gave it to my grandmother.
","আমি আমার বড় মামাকে এটা হাদিয়া দিয়েছিলাম ।
"
"I go back to my grandmother.
","ফিরছি নাতনিকে নিয়ে।
"
"I go to the market with my grandmother.
","মার্কেটে গেছি আমার নানীর সঙ্গে।
"
"I got this advice from my grandmother.
","আমার দাদির কাছ থিকা এই শিক্ষা আমি পাইছি।
"
"I grew up in my grandmother's home.
","বড় হয়েছি মামার বাসায়।
"
"I grew up in my grandmother's house.
","বড় হয়েছি মামার বাসায়।
"
"I grew up seeing my grandmother.
","আমার পিচ্ছি আম্মুটা দেখতে দেখতে বড় হয়ে গেলো।
"
"I grew up surrounded by two strong women - my mother and my grandmother.
","আমি বড় হয়েছি দুই কট্টর নারীবাদী- আমার মা আর আমার খালার হাতে।
"
"I grew up with my grandmother and my sister.
","আমি আর আমার ছোটোবোন দাদির কাছেই বড় হয়েছি।
"
"I had a loving relationship with my grandmother.
","আমার তো নানীর সাথে হয়েছিল প্রেম মহাপ্রেম।
"
"I had dinner with my grandmother.
","আমি চাচ্চু আম্মুসহ ডিনার করতে ছিলাম।
"
"I had learnt the art from my grandmother.
","আমার নানীর থেকে আমি শিল্পকে ভালোবাসা শিখেছি।
"
"I have 4 grandmothers.
","আমার এখন চার নাতি-নাতনি।
"
"I have a grandmother.
","আমার একটি দাদী আছে।
"
"I have been a daughter, wife, mother and now grandmother.
","আমি ছিলাম একজন কন্যা, একজন স্ত্রী, এরপর এখন একজন মা।
"
"I have four grandmothers.
","আমার এখন চার নাতি-নাতনি।
"
"I have grandmothers.
","আমার মামুরা আছে।
"
"I have heard my grandmother tell the story.
","আমার দিদি-শাশুড়ি গল্প বলতেন, তাই শুনেছি।
"
"I have heard this story many times from my grandmother, my father and my uncle.
","তোমার কথা মা, দাদা আর সত্যবাবুর কাছে অনেকবার শুনেছি।
"
"I have many memories of my grandmother.
","আমার দাদির সঙ্গে বেশ কিছু স্মৃতি ছিল।
"
"I have never known my grandmother.
","আমারও দাদীকে চেনা হয়নি কখনো।
"
"I have never seen my grandmother.
","আমি কখনো আমার দাদুকে দেখিনি।
"
"I have such a grandmother.
","আমার ঠিক এরকম একটা বড় আপা আছে।
"
"I haven't got a grandmother.
","আমার নানী নাই
"
"I haven't talked to your grandmother.
","বড়মার সঙ্গে কথা হয়নি।
"
"I hear my grandmother.
","দাদির কাছেই শুনছি।
"
"I heard it from my grandmother and my mom.
","মা আর নানীর মুখে শুনেছি সেদিনের কথা।
"
"I heard it so many times from my grandmother in my childhood.
","ছোটবেলায় দাদি-নানির মুখে কতবার একথা শুনেছি।
"
"I hope you and your grandmother are well.
","আশা করি আপনি এবং দাদা দুজনেই ভালো আছেন।
"
"I kissed my grandmother on the cheek.
","আমি চুমু খেলাম দাদুর বাঁড়ার ডগায়।
"
"I know his grandmother.
","তার দাদীমাকেও জানি।
"
"I know my grandmother won't mind.
","আমি জানি মামা আপত্তি করবেন না।
"
"I know that isn't my grandmother.
","আমি জানি এ আমার মায়ের কথা নয়।
"
"I know their grandmother.
","তার দাদীমাকেও জানি।
"
"I know what my grandmother does.
","আমি জানি দাদা কি করছে।
"
"I know what your grandmother told you.
","নাতনি তোমায় যা বললো শুনলাম।
"
"I know, grandmother.
","জানি বড়মামা।
"
"I learned a lot from my grandmother when I was a child.
","ছোটবেলায় থেকেই মায়ের কাছে অনেক কিছু শিখেছি।
"
"I learned to make bread from my grandmother.
","আমি রুটি বানানো শিখেছি আম্মুর থেকে।
"
"I lie down next to my grandmother.
","দাদীর পাশে শুয়ে থাকব।
"
"I lived with my grandmother for a while.
","আমি কিছুদিন আমার দাদাজানের সঙ্গে থাকলাম ।
"
"I look forward to reading your grandmother's stories.
","আপনার নানুর গল্প পড়ার অপেক্ষায় থাকলাম।
"
"I lost my grandmother at the beginning of this year.
","এ বছরের শুরুতে সেই দাদুকে হারিয়ছি।
"
"I lost my grandmother earlier this year.
","এ বছরের শুরুতে সেই দাদুকে হারিয়ছি।
"
"I lost my mum at the age of 6, and reared up by my grandmother.
","আমি 6 বছর বয়সে আমার স্কটিশ মা হারিয়ে ফেলেছি এবং আমার দাদীদীর সাথে বড় হয়েছি।
"
"I love my grandmother!
","আমি দিদিমা প্রেম!
"
"I love my grandmother,
","আমি আমার দাদীকে ভালবাসি,
"
"I love my grandmother, too.
","দাদুকে তো আমিও ভালোবাসি।
"
"I m going to go to my grandmother's house tomorrow.
","দাদির বাসায় যাব কাল।
"
"I made it with my grandmother.
","সেটা দাদার সাথে করেছি।
"
"I made this with my grandmother.
","সেটা দাদার সাথে করেছি।
"
"I never knew my grandmother's either.
","আমারও দাদীকে চেনা হয়নি কখনো।
"
"I never knew my grandmother.
","আমারও দাদীকে চেনা হয়নি কখনো।
"
"I never knew the grandmother.
","আমারও দাদীকে চেনা হয়নি কখনো।
"
"I never told my grandmother.
","দাদিমাকে বলি নাই।
"
"I play with my grandmother.
","দাদির সাথে খেলছি।
"
"I really like the grandmother.
","সত্যি দাদী আম্মা ওকে আমার খুব ভাল লেগেছে।
"
"I remember my grandmother would bring me to church.
","আমার মনে আছে আমার দাদি আমাকে চার্চে নিয়ে আসতেন।
"
"I remember the letter of my grandmother.
","ছোটবেলার দাদুমনির চিঠি মনে করিয়ে দিলো।
"
"I said, 'Are you not a grandmother?
","আমি বললাম, তা দাদু তুমি কি বুড়ো হওনি?
"
"I saw my grandmother last week.
","গত সপ্তাহেও মামাকে দেখে এলাম।
"
"I saw my grandmother's eyes.
","দেখেছি দাদুর চোখের জল।
"
