eng_Latn,ben_Beng
"James Madison (4th president) and Zachary Taylor (12th president) were 2nd cousins.
","জেমস ম্যাডিসন (4th র্থ প্রেসিডেন্ট) এবং জ্যাকারি টেলর (12 তম রাষ্ট্রপতি) দ্বিতীয় কাজিন ছিলেন।
"
"James Madison (the 4th President) and Zachary Taylor (the 12th President) were second cousins.
","জেমস ম্যাডিসন (4th র্থ প্রেসিডেন্ট) এবং জ্যাকারি টেলর (12 তম রাষ্ট্রপতি) দ্বিতীয় কাজিন ছিলেন।
"
"James Madison (the 4th president) and Zachary Taylor (the 12th president) were second cousins.
","জেমস ম্যাডিসন (4th র্থ প্রেসিডেন্ট) এবং জ্যাকারি টেলর (12 তম রাষ্ট্রপতি) দ্বিতীয় কাজিন ছিলেন।
"
"James Madison (the fourth president) and Zachary Taylor (the twelfth president) were second cousins.
","জেমস ম্যাডিসন (4th র্থ প্রেসিডেন্ট) এবং জ্যাকারি টেলর (12 তম রাষ্ট্রপতি) দ্বিতীয় কাজিন ছিলেন।
"
"Jerry Lee Lewis married his 13 year-old cousin.
","জেরি লি লুইস তার 13 বছর বয়সী কসিনকে বিয়ে করেছিলেন
"
"LK 1:58 And her neighbors and her cousins heard that the Lord had shown great mercy upon her; and they rejoiced with her.
","লূক 1:58 _ তাঁর উপর প্রভুর প্রচুর করুণার কথা শুনে প্রতিবেশীরা ও আত্মীয়েরা তাঁর সংগে আনন্দ করতে লাগল।
"
"Laura Chinchilla, Costa Rica's former president, wrote on social media that one of the crew members killed in the crash was her cousin.
","কোস্টরিকার প্রাক্তন প্রেসিডেন্ট লরা চিনচিল্লা এক টুইটে জানিয়েছেন, দুর্ঘটনায় তার এক আত্মীয় নিহত হয়েছেন।
"
"Laura Chinchilla, the former president of Costa Rica tweeted that her cousin, who was one of the crew members, died in the crash.
","কোস্টরিকার প্রাক্তন প্রেসিডেন্ট লরা চিনচিল্লা এক টুইটে জানিয়েছেন, দুর্ঘটনায় তার এক আত্মীয় নিহত হয়েছেন।
"
"Laura Chinchilla, the former president of Costa Rica, tweeted that a cousin of hers, who was one of the crew members, died in the crash.
","কোস্টরিকার প্রাক্তন প্রেসিডেন্ট লরা চিনচিল্লা এক টুইটে জানিয়েছেন, দুর্ঘটনায় তার এক আত্মীয় নিহত হয়েছেন।
"
"Let's take a look at cricketers who have tied the knot with their cousin sisters.
","আসুন একবার দেখে নেওয়া যাক যে ক্রিকেটাররা তাদের কাজিন বোনদের সাথে গাঁটছড়া বেঁধেছে।
"
"Like its cousin broccoli, the tightly bunched florets of cauliflower are connected by a thick stem, often with a few light green leaves surrounding it.
","ব্রকলির মতো, ফুলকপির শক্তভাবে বাঁধা ফুলগুলি একটি ঘন কোর দ্বারা সংযুক্ত থাকে, প্রায়শই এটির চারপাশে কয়েকটি হালকা পাতা থাকে।
"
"Likewise, her cousin, Ritu Phogat, too is an international level wrestler and has won a gold medal at the 2016 Commonwealth Wrestling Championship.
","তার কনিষ্ঠ বোন, রিতু ফোগাটও আন্তর্জাতিক পর্যায়ে কুস্তিগীর এবং ২০১৬ সালের কমনওয়েলথ কুস্তি চ্যাম্পিয়নশিপে স্বর্ণপদক জিতেছেন।
"
"Long lost cousin.
","Long হারিয়ে গেছে cousin
"
"Lord Ivar Mountbatten, Queen Elizabeth II's cousin, will be marrying his partner James Coyle in the summer.
","রানি দ্বিতীয় এলিজাবেথের কাজিন লর্ড আইভার মাউন্টব্যাটেন এই গ্রীষ্মে তার সঙ্গী জেমস কোলকে বিয়ে করবেন।
"
"Lord Ivar Mountbatten, a cousin of Queen Elizabeth II, is set to marry his partner James Coyle this summer.
","রানি দ্বিতীয় এলিজাবেথের কাজিন লর্ড আইভার মাউন্টব্যাটেন এই গ্রীষ্মে তার সঙ্গী জেমস কোলকে বিয়ে করবেন।
"
"Lord Ivar Mountbatten, a distant cousin of Queen Elizabeth II, will marry his partner, James Coyle, later this summer.
","রানি দ্বিতীয় এলিজাবেথের কাজিন লর্ড আইভার মাউন্টব্যাটেন এই গ্রীষ্মে তার সঙ্গী জেমস কোলকে বিয়ে করবেন।
"
"Lord Ivar Mountbatten, a distant cousin of Queen Elizabeth II, will marry his partner, James Coyle, this summer.
","রানি দ্বিতীয় এলিজাবেথের কাজিন লর্ড আইভার মাউন্টব্যাটেন এই গ্রীষ্মে তার সঙ্গী জেমস কোলকে বিয়ে করবেন।
"
"Lord Ivar Mountbatten, the cousin to Queen Elizabeth II, is set to marry his partner James Coyle later this year.
","রানি দ্বিতীয় এলিজাবেথের কাজিন লর্ড আইভার মাউন্টব্যাটেন এই গ্রীষ্মে তার সঙ্গী জেমস কোলকে বিয়ে করবেন।
"
"Luke 1:58 And her neighbors and her cousins heard how the Lord had showed great mercy on her; and they rejoiced with her.
","লূক 1:58 _ তাঁর উপর প্রভুর প্রচুর করুণার কথা শুনে প্রতিবেশীরা ও আত্মীয়েরা তাঁর সংগে আনন্দ করতে লাগল।
"
"Luke 1:58 And her neighbors and her cousins heard that the Lord had shown great mercy upon her; and they rejoiced with her.
","লূক 1:58 _ তাঁর উপর প্রভুর প্রচুর করুণার কথা শুনে প্রতিবেশীরা ও আত্মীয়েরা তাঁর সংগে আনন্দ করতে লাগল।
"
"Luke 1:58 And her neighbours and her cousins heard how the Lord had showed great mercy upon her; and they rejoiced with her.
","লূক 1:58 _ তাঁর উপর প্রভুর প্রচুর করুণার কথা শুনে প্রতিবেশীরা ও আত্মীয়েরা তাঁর সংগে আনন্দ করতে লাগল।
"
"Maisha, a 20-year-old cousin, videotaped her beautiful big breasts
","২০ বছরের মামাতো বোন মাইশা ওর সুন্দর বড় দুদু গুলো ভিডিও করে দেখালো
"
"Me and my cousin were playing outside.
","আমি আর আমার বোন বাহিরে খেলছিলাম।
"
"Minami's cousin.
","মিন্নির দোসি।
"
"Mom's cousin died suddenly.
","সুহৃদের মা হঠাৎ মারা গেছেন।
"
"Muhammad married his cousin Zubaidah, Hajjaj's daughter, shortly before going to Sindh.
","সিন্ধু যাত্রার পূর্বে মুহাম্মদ তার চাচাত বোন হাজ্জাজের কন্যা জুবাইদাকে বিয়ে করেন।
"
"My aunt and uncle are coming to see my cousin.
","বাদশা চাচা আর চাচী আসছে আমাকে দেখতে।
"
"My cousin came over to my house.
","ভাবী আমার ঘরে এলো।
"
"My cousin came to my house.
","ভাবী আমার ঘরে এলো।
"
"My cousin had so much pain that day.
","চাচা সে দিন খুব কষ্ট পেয়েছিলেন।
"
"My cousin has a house there.
","আমার দিদার এখানে বাড়ি আছে একটা।
"
"My cousin is a teacher at that school.
","চাচা ঐ স্কুলের শিক্ষক।
"
"My cousin is an Army major.
","আমার চাচা একজন আর্মি মেজর।
"
"My cousin is celebrated her 21ST birthday!
","আমার মেয়ে তার 21 জন্মদিনের জন্য মাই!
"
"My cousin is in Singapore.
","আসলে আমার কাজিন থাকে সিঙ্গাপুরে।
"
"My cousin is running Windows Vista, 32 bit.
","আমার কম্পিউটার টি হল windows Vista 32 bit এর ।
"
"My cousin is running it.
","আমার মাসিমনি সেটা চালায়।
"
"My cousin is too busy.
","খুব ব্যস্ত থাকে আমার ভাতিজা।
"
"My cousin is very busy.
","খুব ব্যস্ত থাকে আমার ভাতিজা।
"
"My cousin lived in Singapore for a number of years.
","আমার বস সিঙ্গাপুরে লেখাপড়া করেছেন বেশ কিছুদিন।
"
"My cousin rachel
","মাই কাজিন র্যাচেল
"
"My cousin wanted to see you.
","আমার নানি আপনাকে দেখতে চেয়েছেন।
"
"My cousin was arrested.
","আমার ভাতিজাকে আটক করা হয়েছে।
"
"My cousin was visiting India a few years ago.
","আমার এক বন্ধু বছরখানেক আগে ইন্ডিয়া ঘুরে এলো।
"
"My cousin wasn't late to respond.
","জবাব দিতে দেরি করেননি সহবাগও।
"
"My cousin works in Saudi Arabia.
","আমার ছেলে সৌদী আরব চাকুরি করে।
"
"My cousin's son died in that crash.
","এর মধ্যে দুর্ঘটনায় আমার ভাতিজির জামাই মারা গেল।
"
"My cousin's son plays.
","আমার গাঁয়ের ছেলে করে খেলা।
"
"My cousin's wedding is tomorrow.
","আগামী কাল আমার চাচাত বোনের বিয়ে।
"
"My cousin's wife 0:31
","আমার চাচীর এর স্ত্রী 0:51
"
"My cousin's wife is hurting.
","আমার বউয়ের বাইচ্চা অইব, ব্যাদনা উঠছে।
"
"My little cousin hasn't learned to speak yet.
","আমার ভাগ্নে টা এখনো কথা বলতে শিখেনি।
"
"My mother, cousin...
","মা আমার,ঝিনুকপ্রবণ-
"
"My wife's cousin is there.
","বউয়ের মামা-কাকারা ওখানে।
"
"My year old cousin's.
","আমার কুরি বছরের সঙ্গিনি।
"
"NR is often thought of as the most efficient precursor to NAD+, but its cousin molecule NMN is raising eyebrows as the new kid on the block in the field of aging.
","এনআর প্রায়শই এনএডি + এর অত্যন্ত দক্ষ অগ্রদূত হিসাবে বিবেচিত হয়, তবে এর কাজিনের রেণু এনএমএন, যদিও বেসিসের উপাদান নয়, ব্লকের নতুন বাচ্চা হিসাবে ভ্রু উত্থাপন করছে।
"
"One is my cousin, the other an aunt by marriage.
","একজন হল আমার আপন শ্যালক, আরেকজন মামাতো শ্যালিকা।
"
"Or is your cousin out on a date with somebody else today?
","আপনার 'প্রাক্তন' কি আজকে দিনে ডেটে যাচ্ছে অন্য কারও সঙ্গে?
"
"Our first cousin.
","আমাদের প্রথম ত্রয়ী.
"
"Pakistani Sufi singer Sanam Marvi is married to her cousin Hamid Ali Khan.
","জনপ্রিয় পাকিস্তানি সুফি গায়ক সানম মারভি বিয়ে করেছেন হামিদ আলী খানকে।
"
"Plus, it's not as messy as its cousin.
","এছাড়াও, এটি তার কাজিনের মতো অগোছালো নয়।
"
"Police also said that Abbas's daughter Sumaiya told them her father was the one who attacked her and killed her aunt and cousins.
","আব্বাসের মেয়ে সুমাইয়া পুলিশকে জানিয়েছে, বাবাই তাকে হত্যার চেষ্টা করেছে এবং তার খালা ও খালাতো বোনদের হত্যা করেছে।
"
"Popular Pakistani Sufi singer Sanam Marvi is married to her cousin Hamid Ali Khan.
","জনপ্রিয় পাকিস্তানি সুফি গায়ক সানম মারভি বিয়ে করেছেন হামিদ আলী খানকে।
"
"Princess Ayako is the third, and youngest, daughter of the late Prince Takamodo, a cousin of Emperor Akihito.
","জাপানের সম্রাট আকিহিতোর চাচাতো বোন এবং প্রয়াত প্রিন্স তাকামোদোর তৃতীয় এবং সর্বকনিষ্ঠ কন্যা আয়াকো।
"
"Queen Elizabeth II's cousin is dead
","রানি দ্বিতীয় এলিজাবেথের স্বামী মারা গেছেন
"
"Queen Victoria married her first cousin, Prince Albert on 10 February 1840.
","রাণী ভিক্টোরিয়া বিয়ে করেন প্রিন্স অ্যালবার্টকে ১৮৪০ সালের ১০ ফেব্রুয়ারি।
"
"Radhakrishnan was married to Sivakamu a distant cousin, at the age of 16.
","১৬ বছর বয়সে রাধাকৃষ্ণাণ তাঁর এক দুরসম্পর্কের বোন, শিবকামু র সঙ্গে বৈবাহিক বন্ধনে আবদ্ধ হন।
"
"Radhakrishnan was married to Sivakamu, a distant cousin, at the age of 16.
","১৬ বছর বয়সে রাধাকৃষ্ণাণ তাঁর এক দুরসম্পর্কের বোন, শিবকামু র সঙ্গে বৈবাহিক বন্ধনে আবদ্ধ হন।
"
"Saeed Anwar, one of Pakistan's most famous cricketers at the time, married his cousin Lubna Anwar.
","পাকিস্তানের সাবেক তারকা ক্রিকেটার সাঈদ আনোয়ার ১৯৯৬ সালে তার কাজিন লুবনার সঙ্গে বিবাহবন্ধনে আবদ্ধ হন।
"
"Same thing happened with one of my cousins.
","একদম ঠিক এইরকম ঘটনা আমার এক আত্মীয়ের সাথেও ঘটেছে।
"
"Scottish painter; cousin of Lytton Strachey and member of the Bloomsbury Group (1885- 1978)
","স্কটিশ চিত্রশিল্পী, লটটন স্ট্রাচির চাচাতো বোন এবং ব্লুমসবারী গ্রুপের সদস্য (1885-1978)
"
"Scottish painter; cousin of Lytton Strachey and member of the Bloomsbury Group (1885-1978)
","স্কটিশ চিত্রশিল্পী, লটটন স্ট্রাচির চাচাতো বোন এবং ব্লুমসবারী গ্রুপের সদস্য (1885-1978)
"
"Scottish painter; cousin of Lytton Strachey and member of the Bloomsbury Group (1885-1978);
","স্কটিশ চিত্রশিল্পী, লটটন স্ট্রাচির চাচাতো বোন এবং ব্লুমসবারী গ্রুপের সদস্য (1885-1978)
"
"Several of her friends were there along with her cousins.
","তার সঙ্গে সেখানে গেছেন ছোট বোন অন্তরাসহ কয়েকজন অত্মীয়স্বজন।
"
"Shahid Afridi is married to his maternal cousin, Nadia.
","মামাতো বোন নাদিয়ারকে বিয়ে করেছেন শাহীদ আফ্রিদি।
"
"Shanaya is producer Boney Kapoor and veteran actor Anil Kapoor's niece, and first cousin of actors Sonam Kapoor, Harshvardhan Kapoor, and Janhvi Kapoor.
","শানায়া প্রযোজক বনি কাপুর এবং প্রবীণ অভিনেতা অনিল কাপুরঅভিনেতাদের ভাগ্নী, এবং প্রথম কাজিন সোনম কাপুর, হর্ষবর্ধন কাপুর, এবং জানভী কাপুর।
"
"She has no family except a distant cousin's daughter.
","তার একজন মেয়ে ছাড়া দূরে বা কাছের আর কোনো আত্মীয় স্বজন নেই।
"
"She is my 2nd cousin's wife.
","ও যে আমার দ্বিতীয় পক্ষের স্ত্রী।
"
"She is my husband's first cousin.
","সে আমার বোনের প্রথম স্বামীর ঔরসজাত।
"
"She is the cousin of Bollywood actress and former Miss World Priyanka Chopra.
","বলিউড অভিনেত্রী ও সাবেক মিস ওয়ার্ল্ড প্রিয়াঙ্কা চোপড়া।
"
"She is the cousin of famous Malayalam actor, Anoop Menon.
","তিনি বিখ্যাত মালায়ালম অভিনেতা অনুপ মেননের খুড়তোতো বোন।
"
"She loves swimming, playing with cousins, and going to school.
","এছাড়া সে সাঁতার কাটতে, বোনের সঙ্গে খেলা করতে এবং স্কুলে দাবা খেলতে ভালবাসে।
"
"She was also my father's first cousin.
","বাবার ফার্স্ট চয়েসও ছিলেন তিনি।
"
"She went to her cousin.
","ওর ভুদার কাছে চলে গেল।
"
"Snoop's first cousins are R&B singers Brandy and Ray J as well as professional wrestler Sasha Banks.
","স্নুপের প্রথম কাজিনরা হলেন আরএন্ডবি গায়ক ব্র্যান্ডি এবং রে জে পাশাপাশি পেশাদার রেসলার সাশা ব্যাংকস।
"
"Some of our cousins are actually now teaching at the school.
","আমাদের সেই স্কুলেই এখন কিছু সহপাঠী বন্ধু শিক্ষকতা করছেন।
"
"Thank you for being the most loving and caring cousin sister of the whole wide world!
","সমগ্র বিস্তৃত বিশ্বের সবচেয়ে প্রেমময় এবং যত্নশীল বোন হওয়ার জন্য আপনাকে ধন্যবাদ!
"
"The Fairly OddParents: Timmy's cousin
","মোটামুটি OddParents: Timmy এর টাইল টার্নার
"
"The Kepler-452b is an older bigger cousin of our earth and is about 6 billion years old.
","Kepler 452B আমাদের পৃথিবী থেকে অধিক পুরনো এবং এটি নিজের তারা Kepler 452 কে ৬ বিলিয়ন বছর ধরে প্রদক্ষিণ করছে।
"
"The author is my cousin.
","লেখক আমার আত্মীয়।
"
"The children are 2nd cousins of each other.
","শিশু দুটি পরস্পরের চাচাতো বোন।
"
"The cousin is a small piece of childhood that never gets lost.
","বোন হলো ছোট বেলার একটি অংশ যা কখনো হারিয়ে যায় না।
"
"The cousins last year...
","গত বছর শাশুড়ি...
"
"The first two are sisters, the third is their cousin.
","প্রথম দু'জন আপন বোন, পরের জন তাদের ফুপু।
"
"The former Pakistan opener Saeed Anwar got married to one of his cousins Lubna. in March 1996.
","পাকিস্তানের সাবেক তারকা ক্রিকেটার সাঈদ আনোয়ার ১৯৯৬ সালে তার কাজিন লুবনার সঙ্গে বিবাহবন্ধনে আবদ্ধ হন।
"
"The former president of Costa Rica, Laura Chinchilla said on Twitter that her cousin was one of the local crew members that was killed.
","কোস্টরিকার সাবেক প্রেসিডেন্ট লরা চিনচিল্লা এক টুইটে জানান, নিহত দুই পাইলটের মধ্যে একজন তার কাজিন।
"
"The last one is my cousin.
","শেষের বাক্যটি আমার ভাতিজার।
"
"The latter was his second cousin.
","পরিচয় হয়োছিল শেষাঁদকে তার দ্বিতীয় ভ্রাত।
"
"The majestic big cats, slightly smaller than their African cousins and with a fold of skin on their belly, were once common throughout Southwest Asia.
","মার্জিক বড় বিড়ালগুলি, তাদের আফ্রিকান কাজিনের তুলনায় কিছুটা ছোট এবং তাদের পেট বরাবর ত্বকের ভাঁজযুক্ত একসময় দক্ষিণ-পশ্চিম এশিয়া জুড়ে বিস্তৃতভাবে পাওয়া গিয়েছিল।
"
"The police suspect the involvement of the deceased's cousin behind the crime.
","পুলিশের সন্দেহ এই খুনের পিছনে দাম্পত্য কলহ জড়িয়ে রয়েছে।
"
"The princess is the third and youngest daughter of the late Prince Takamado, who was Emperor Akihito's cousin.
","জাপানের সম্রাট আকিহিতোর চাচাতো বোন এবং প্রয়াত প্রিন্স তাকামোদোর তৃতীয় এবং সর্বকনিষ্ঠ কন্যা আয়াকো।
"
"The struggle is between two groups of cousins, the Pandavas or sons of Pandu, and the Kauravas, or descendants of Kuru.
","সংগ্রাম দুজনেই চাচাতো গোষ্ঠীর মধ্যে - পান্ডু বা পান্ডুর পুত্ররা এবং কুরুভ বা কুরুদের উত্তরপুরুষরা।
"
"The thing is, they were cousins: their mothers were sisters.
","ব্যাপারটা হল, তারা কাজিন ছিলেনঃ তাদের মায়েরা দুবোন ছিলেন।
"
"The wedding of my cousin is tomorrow.
","আগামী কাল আমার চাচাত বোনের বিয়ে।
"
"Their first cousin.
","তাদের প্রথম চুদা.
"
"They are the distant cousins.
","তারা দূরসম্পর্কের মামা-ভাগ্নি।
"
"They're all cousins of each other.
","তারা একে অপরের চাচাত বোন।
"
"They've never been cousins.
","তারা আত্মীয়-কন্ঠী হয়নি কোনোদিন।
"
"This is my cousin's wedding dress.
","এইটা আমার কাজিনের বিয়ের শাড়ি।
"
"This is my cousin, Ben.
","আর ইনি আমার চীফ, বেন।
"
"This is my cousin, Kenta.
","ইনি হচ্ছেন আমার কাজিন, কেন্তা।
"
"Today I went to my cousin's house for the first time.
","এদিন আমি প্রথমবারের মতো শ্বশুর বাড়িতে যাব।
"
"Today, all western gorillas are critically endangered species but there are thought to be 95,000 western lowland gorillas remaining in the wild, significantly more than their cross river gorilla cousins, whose numbers in the wild are thought to to as low as 300 individuals.
","বর্তমানে, সমস্ত পশ্চিমা গরিলা সমালোচনামূলকভাবে বিপন্ন প্রজাতি, তবে সেখানে 95,000 পশ্চিমা নিম্নভূমি গরিলা বন্যের মধ্যে রয়েছে বলে মনে করা হয়, তাদের ক্রস নদী গরিলা কাজিনের তুলনায় উল্লেখযোগ্যভাবে বেশি, যাদের বন্যের সংখ্যা 300 জনের নিচে কম বলে মনে করা হয়।
"
"Today, all western gorillas are critically endangered species but there are thought to be 95,000 western lowland gorillas remaining in the wild, significantly more than their cross river gorilla cousins, whose numbers in the wild are thought to to as low as 300 individuals. - ANIMAL WILDLIFE
","বর্তমানে, সমস্ত পশ্চিমা গরিলা সমালোচনামূলকভাবে বিপন্ন প্রজাতি, তবে সেখানে 95,000 পশ্চিমা নিম্নভূমি গরিলা বন্যের মধ্যে রয়েছে বলে মনে করা হয়, তাদের ক্রস নদী গরিলা কাজিনের তুলনায় উল্লেখযোগ্যভাবে বেশি, যাদের বন্যের সংখ্যা 300 জনের নিচে কম বলে মনে করা হয়।
"
"Tomorrow is my cousin's wedding.
","আগামী কাল আমার চাচাত বোনের বিয়ে।
"
"Tomorrow will be held my cousin's wedding.
","আগামী কাল আমার চাচাত বোনের বিয়ে।
"
"Two uncles and two cousins.
","দুজন চাচা ও দুজন চাচী সহ।
"
"Umama bint Hamza was a companion and first cousin of the Islamic prophet Muhammad.
","উমামা বিনতে হামজা ছিলেন ইসলামের নবী মুহাম্মদের সাহাবি এবং প্রথম চাচাত বোন।
"
"We are cousin...
","বলতেছিস. . . আমরা cousin
"
"We are cousins to each other.
","আমরা একে অপরের কাজিন।
"
"We stayed with my cousin's father and his girlfriend.
","মেয়ের বাবা ও মেয়ের বান্ধবীর সাথে আমরা বসেছি।
"
"We're not even cousins.
","- আমরাও নাই ভাতিজা।
"
"When he was 16, he married Sivakamu, a distant cousin.
","বয়স যখন ১৬, দূর সম্পর্কের আত্মীয় শিবাকামুকে বিয়ে করেন তিনি।
"
"When he was 18 he met 13 year old Princess (later Queen) Elizabeth, his third cousin from their descent from Queen Victoria...
","তিনি যখন 18 বছর বয়সে ছিলেন, তখনই তিনি কুইন ভিক্টোরিয়ার বংশোদ্ভূত তাঁর তৃতীয় কাজিন প্রিন্সেস এলিজাবেথের সাথে (দ্য কুইন) দেখা করেছিলেন।
"
"When he was 18, that is when he met Princess Elizabeth (The Queen), his third cousin from their descent from Queen Victoria.
","তিনি যখন 18 বছর বয়সে ছিলেন, তখনই তিনি কুইন ভিক্টোরিয়ার বংশোদ্ভূত তাঁর তৃতীয় কাজিন প্রিন্সেস এলিজাবেথের সাথে (দ্য কুইন) দেখা করেছিলেন।
"
"When mom and dad don't understand, a cousin always will.
","যখন মা এবং বাবা বুঝতে পারে না, একটি বোন সর্বদা এটি করবে।
"
"Who isn't a cousin?
","কে কোন্ পন্থী নয়?
"
"Who knows you could be my cousin.
","এটি আপনার আমার আদরের বোনটি ও হতে পারে কে জানে।
"
"Why you shouldn't marry your cousins?
","তোর বোনদের বিয়ে দিয়ে দিসনা কেনো?
"
"Yes you can marry your mother's cousin.
","হ্যা,আপন মামার শালীকে বিবাহ করা যায়েয আছে . .
"
"Yesterday, I went to a cousin's house.
","কাল এক আত্মীয়র বাসায় গেলাম।
"
"You are more than a cousin to me, you are My Sister.
","তুই তো এক বোন শ্বাশুড়ির চেয়ে বেশি, তুমি আমার বোন।
"
"You are more than a cousin, you are my sister.
","তুই তো এক বোন শ্বাশুড়ির চেয়ে বেশি, তুমি আমার বোন।
"
"You are more then a cousin, you are my sister.
","তুই তো এক বোন শ্বাশুড়ির চেয়ে বেশি, তুমি আমার বোন।
"
"You are not my cousin, are you?
","আপনি আমার বয়ফ্রেন্ড না, ওকে?
"
"You aren't my cousin, are you?
","আপনি আমার বয়ফ্রেন্ড না, ওকে?
"
"You're my cousin, my sister and friend
","তুমি বন্ধু আমার, আমার বৃদ্ধা মা,আমার বোন
"
"a cousin is a little bit of childhood that can never be lost.
","একটি ভাগ্নি শৈশবকালের একটি সামান্য বিট যা কখনও হারাতে পারে না।
"
"a long lost cousin
","Long হারিয়ে গেছে cousin
"
"all pictures taken from my cousin's phone.
","ছবি সব আমার ছেলের মোবাইল ফোনে তোলা ।
"
"for my cousin.
","আমার কাজিনের জন্য।
"
"goes in search of a distant cousin
","দূরবর্তী চাচীর খুঁজে
"
"i am sure I am your cousin.
","নিশ্চিত রয়েছি পাশে আমি তোর জন্ম সহোদর।
"
"i had sex with my cousin (12)
","আমি আমার শ্বাশুড়ির সাথে সেক্স করেছি (12)
"
"their first cousin.
","তাদের প্রথম চুদা.
"
"they're cousins of each other.
","তারা একে অপরের বোন।
"
"with your cousin, aren't you?
","তোমার দাদুর সাথে, তাই না?
"
"Will her cousins help her?
","সেকি করে বোনের ছেলেমেয়েকে সাহায্য করবে?
"
"Ali ibn Abi Talib was the cousin and son-in-law of Muhammad, the last prophet of Islam.
","আবু তালিব ছিলেন নবী মুহাম্মাদের আপন চাচা এবং খলিফা আলী ইবন আবী তালিব এর বাবা।
"
"All my cousins did it.
","আমার সতীর্থরাই সব করেছে।
"
"“And you are my cousin.
","‘আপনি তো আমার প্রভূই।
"
"Besides Prabal, his cousin Monu Patel, who is the son former MP minister Jalam Singh Patel, is also an accused.
","অভিযুক্তদের তালিকায় রয়েছেন, আরেক বিজেপি বিধায়ক তথা মধ্যপ্রদেশের প্রাক্তন মন্ত্রী জলম সিং প্যাটেলের ছেলেও।
"
"Actor Kunal Kapoor, who is married to Abhishek's cousin Naina Bachchan, was also spotted at the celebrations.
","স্ত্রী নয়না বচ্চনের হাত ধরে পার্টিতে দেখা গেল অভিনেতা কুণাল কপূরকে।
"
"He’s my cousin.
","তিনি যে আমার টিরপঙ্গী।
"
"My cousins are coming over next weekend.
","আমার জামাই আসছে সামনের রবিবারে।
"
"""He is my cousin's son.
","“ওই যে আমার জ্যাঠামশাইয়ের ছেলে।
"
"All of these people are my cousins.
","এরা সকলে আমার আহলে বাইত।
"
"The tragic news of her demise was shared by her cousin sister Soumya Amish Verma on Facebook.
","তার মৃত্যুর খবর ফেসবুকে নিশ্চিত করেছেন তার ফুপাতো বোন সৌম্যা অমিশ বর্মা।
"
"And we haven’t ever gone with cousins.
","আমরা কক্ষনও বিধর্মীদের সঙ্গে হাঁটতাম না।
"
"However, Priyanka’s cousin, actress Parineeti Chopra took away the limelight with her comment.
","কিন্তু নজর কেড়েছে প্রিয়াঙ্কার বোন পরিণীতি চোপড়ার (Parineeti Chopra) কমেন্ট।
"
"But does your cousin know her?
","কিন্তু তাঁর বয়ফ্রেন্ড জানলে?
"
"I have no father, mother, brother, sister, uncle, aunt or cousin living.
","পিতা, মাতা, ভ্রাতা অথবা ভগ্নী- কিছুই নেই আমার।
"
"He had also drawn Nagib Khan's son Abdul-Latif and Sharif, his cousins, into this error.
","সে নকিব খার পুত্র আবদুল লতিফ, সরিফ, তার আত্মীয়ম্বজনদেরও তার ভুলের অংশীদার করেছে।
"
"The party was also attended by Indian cricketer Zaheer Khan and Sussanne's cousin Fardeen Khan.
","এ পার্টিতে আরও উপস্থিত ছিলেন ভারতীয় ক্রিকেটার জহির খান, সুজানের কাজিন এবং অভিনেতা ফারদিন খান।
"
"Afterward, we moved into the home of my father’s cousin.
","তার পরপরই আমরা মায়ের খালার বাড়ি চলে যাই।
"
"Then he turned to his cousin.
","তারপর নিজের শধ্যান প্রতি দৃষ্টি গড়িল।
"
"He is also her cousin.
","সে তার পত্ীও বটে।
"
"All of my cousins, aunts, and uncles were there.
","আমার নানা-নানী, মামা-মামীদের সবাই ওখানে।
"
"The girl's father and cousin have been arrested in a suspected case of honour killing.
","শিশুটিকে হত্যার অভিযোগে তার মা ও সৎনানাকে গ্রেপ্তার করে।
"
"Then I called my cousin brother.
","তারপর আমার বোনকে ফোন দিলাম।
"
"I am his cousin.
","আমি যে তার বাগদত্তা পত্রী ।
"
"Alia Bhatt, her boyfriend Ranbir Kapoor , his cousins Kareena Kapoor Khan and Karisma Kapoor, and his uncle Randhir Kapoor also attended the family dinner.
","পার্টিতে দীপিকা রণবীরের ঘনিষ্ঠ কিছু বন্ধুদের মধ্যে দেখা গেল অর্জুন কাপুরের বোন অংশুলা কাপুর ও শ্রদ্ধা কাপুরকে।
"
"In fact, he is my cousin.
","আসলে সে আমারই অহঙ্কার।
"
"Her father was the maternal cousin of Prithviraj Kapoor, Raj Kapoor’s father.
","কৃষ্ণা'র বাবা রাজ কাপুরের বাবার মাতৃসম্পর্কীয় কাকা ছিলেন।
"
"I am his cousin.
","আমি তার জানাশুনো ফ্রেণ্ড।
"
"Teenager arrested for raping cousin
","ভাবীকে ধর্ষণের অভিযোগে দেবর-নাতি গ্রেপ্তার
"
"A cousin lived next door on the other side.
","পাশের বাসায় থাকতো এক আন্টি।
"
"Suhana Khan has recently come to India to attend the wedding of one her cousins in Kolkata.
","সম্প্রতি সুহানা তাঁর এক আত্মীয়র বিয়ের অনুষ্ঠানে যোগ দিতে কলকাতায় এসেছিলেন।
"
"My cousin sister.
","আমার পাতানো ছোট বোন।
"
"Actually, he is my friend’s cousin.
","আসলে ও আমার বন্ধু।
"
"My cousin is angry.
","আমার ভাত্রি রাগ ধরে গেলো ।
"
"All the cousins were invited.
","আত্মীয়-স্বজন সবাইকে নিমন্ত্রণ জানানো হলো।
"
