eng_Latn,ben_Beng
"In the end, they discover the aunt simply wants to know how the girl did in her recent examinations.
","শেষ অবধি, তারা আবিষ্কার করলেন খালা কেবলমাত্র জানতে চান যে মেয়েটি তার সাম্প্রতিক পরীক্ষায় কীভাবে করেছে।
"
"Isn't that so, aunt?
","তাইনা মামা?
"
"It takes place the summer before you go away to college, and you're spending it visiting with your aunt and uncle on a small island in the Atlantic ocean.
","আপনি কলেজ থেকে দূরে যেতে আগে এটি গ্রীষ্ম, এবং আপনি আটলান্টিক মহাসাগরের মধ্যে একটি ছোট দ্বীপে আপনার চাচীর এবং চাচা সঙ্গে গিয়ে এটা খরচ করছেন.
"
"It takes place the summer before you go away to college, and you39;re spending it visiting with your aunt and uncle on a small island in the Atlantic ocean.
","আপনি কলেজ থেকে দূরে যেতে আগে এটি গ্রীষ্ম, এবং আপনি আটলান্টিক মহাসাগরের মধ্যে একটি ছোট দ্বীপে আপনার চাচীর এবং চাচা সঙ্গে গিয়ে এটা খরচ করছেন.
"
"It was also reported that Al-Mazraa's mother, aunt and sisters were taken to Awwamiya police station where they were held briefly then released.
","এটি আরও রিপোর্ট করেছে যে, আল-মাজারার মা, চাচী ও বোনকেও আওয়ামিয়া পুলিশ স্টেশনে নিয়ে যাওয়া হয়, যেখানে তাদের কিছুক্ষণ আটকে রাখার পর মুক্তি দেওয়া হয়।
"
"It wasn't long before the young Muhammad had settled down very happily to his new lifestyle in the City of Mecca and found he had lots of cousins, an affectionate grandfather named Abd Al Muttalib, as well as many uncles and aunts.
","এটা তরুণ মুহাম্মদ মক্কা শহরের মধ্যে তার নতুন জীবনধারা খুব সুখে নিচে বসতি স্থাপন করে এবং তিনি চাচাতো প্রচুর, একটি আব্দ আল মুত্তালিব নামক অনুরক্ত পিতামহ, সেইসাথে অনেক চাচা-চাচী মিলে ছিল পেয়েছে ছিল না দীর্ঘ আগে.
"
"It wasn't long before the young Muhammad had settled down very happily to his new lifestyle in the City of Mecca and found that he had lots of cousins, an affectionate grandfather named Abd Al Muttalib, as well as many uncles and aunts.
","এটা তরুণ মুহাম্মদ মক্কা শহরের মধ্যে তার নতুন জীবনধারা খুব সুখে নিচে বসতি স্থাপন করে এবং তিনি চাচাতো প্রচুর, একটি আব্দ আল মুত্তালিব নামক অনুরক্ত পিতামহ, সেইসাথে অনেক চাচা-চাচী মিলে ছিল পেয়েছে ছিল না দীর্ঘ আগে.
"
"It's the summer before you go away to college, and you're spending it visiting with your aunt and uncle gaje a small island in the Atlantic ocean.
","আপনি কলেজ থেকে দূরে যেতে আগে এটি গ্রীষ্ম, এবং আপনি আটলান্টিক মহাসাগরের মধ্যে একটি ছোট দ্বীপে আপনার চাচীর এবং চাচা সঙ্গে গিয়ে এটা খরচ করছেন.
"
"It's the summer before you go away to college, and you're spending it visiting with your aunt and uncle on a small island in the Atlantic Ocean.
","আপনি কলেজ থেকে দূরে যেতে আগে এটি গ্রীষ্ম, এবং আপনি আটলান্টিক মহাসাগরের মধ্যে একটি ছোট দ্বীপে আপনার চাচীর এবং চাচা সঙ্গে গিয়ে এটা খরচ করছেন.
"
"It's the summer before you go away to college, and you're spending it visiting with your aunt and uncle on a small island in the Atlantic ocean.
","আপনি কলেজ থেকে দূরে যেতে আগে এটি গ্রীষ্ম, এবং আপনি আটলান্টিক মহাসাগরের মধ্যে একটি ছোট দ্বীপে আপনার চাচীর এবং চাচা সঙ্গে গিয়ে এটা খরচ করছেন.
"
"It's the summer before you go away to college, and you're spending it visiting with your aunt and uncle on a small island in the Atlantic ocean....
","আপনি কলেজ থেকে দূরে যেতে আগে এটি গ্রীষ্ম, এবং আপনি আটলান্টিক মহাসাগরের মধ্যে একটি ছোট দ্বীপে আপনার চাচীর এবং চাচা সঙ্গে গিয়ে এটা খরচ করছেন.
"
"It's the summer before you go away to college, and you're spending kim kardashian adult game visiting with your aunt and uncle on a small island in the Atlantic ocean.
","আপনি কলেজ থেকে দূরে যেতে আগে এটি গ্রীষ্ম, এবং আপনি আটলান্টিক মহাসাগরের মধ্যে একটি ছোট দ্বীপে আপনার চাচীর এবং চাচা সঙ্গে গিয়ে এটা খরচ করছেন.
"
"It's your aunt?
","- - মামনি এটা তোমার আন্টি?
"
"Kareena's aunt Reema Jain and her sons Armaan and Aadar Jain were also present on the occasion.
","ঋষি কাপুরের বোন রিমা জৈন তাঁর ছেলে আরমান ও আদ্রা জৈনও এসেছিলেন স্মরণ সভায় যোগ দিতে।
"
"Me: she's my aunt
","Ans: সে আমার ভাতিজা
"
"Mibrak's aunt retrieved a picture of her younger brother and his wife.
","মিব্রাকের খালা তার ছোট ভাই এবং তার স্ত্রীর একটি ছবি পুনরুদ্ধার করেছিলেন।
"
"Mitin mashi aunt mitin is a fictional female detective created by bengali novelist suchitra bhattacharya.
","মিতিন মাসি হলেন বাংলা গোয়েন্দা সাহিত্যের একজন মহিলা গোয়েন্দা চরিত্র যার স্রষ্টা সাহিত্যিক সুচিত্রা ভট্টাচার্য।
"
"My aunt and her boyfriend a few years ago
","আমার খালা এবং তার boyfriend একটি কয়েক years পূর্বে
"
"My aunt and uncle are coming to see my cousin.
","বাদশা চাচা আর চাচী আসছে আমাকে দেখতে।
"
"My aunt before and after the shower 3:29
","আগে ও ঝরনা পরে আমার চাচীর 3:29
"
"My aunt came from abroad.
","আমার মামু বিদেশ থেকে নিয়ে এসেছে।
"
"My aunt didn't have this chance.
","আমার দাদা এমন সুযোগ হয় না।
"
"My aunt didn't lie to me.
","না আমার আন্টি মিথ্যা বলেনা।
"
"My aunt didn't say anything.
","আন্টি কিছুই বলেন নি।
"
"My aunt died a couple of months ago.
","গত দুই মাস আগে আমার এক আন্টি মারা যান।
"
"My aunt doesn't eat.
","আন্টি খাচ্ছেন না।
"
"My aunt essentially died because of it.
","মূলত তার কারণেই আমার নাতনির মৃত্যু হয়েছে।
"
"My aunt got married at a very young age.
","তোর দাদিমার তো অনেক কম বয়সেই বিয়ে হয়েছিল।
"
"My aunt has four...
","তপু আমার চার...
"
"My aunt is 58.
","আমার চাচীর এর বন্ধু 58y.
"
"My aunt is 60 yrs old.
","আমার নানির বয়স 60 প্রচুর পায়ে বেথা।
"
"My aunt is a primary school teacher.
","আমার চাচা একজন প্রাইমারি স্কুলের শিক্ষক।
"
"My aunt is an actress on Broadway.
","আমার মা ব্রডওয়ে স্টেজ অভিনেত্রী।
"
"My aunt is beautiful.
","আমার আন্টি খুব সুন্দরী।
"
"My aunt is his mother.
","তার ছোট চাচী হচ্ছে আমার মা।
"
"My aunt is not my grandfather's child.
","মেয়ের জামাই নয় দাদা।
"
"My aunt is so beautiful.
","আমার আন্টি খুব সুন্দরী।
"
"My aunt is very beautiful.
","আমার আন্টি খুব সুন্দরী।
"
"My aunt lives in Tokyo.
","আমার মামা থাকেন টোকিওতে।
"
"My aunt lives in a village far from my town.
","আমার মামা বাড়ি শহর থেকে একটু দুরে একটা গ্রামে।
"
"My aunt looked at me, surprised.
","চাচী অবাক হয়ে আমার দিকে তাকিয়ে রইলেন।
"
"My aunt opened the door and asked me to come in.
","আন্টি দরজা খুলে আমাকে (amake) ভেতরে আসতে বলল।
"
"My aunt said on the phone.
","দাদা ফোনে বলেছিল।
"
"My aunt spoke to me.
","মেয়ের চাচা আমার সঙ্গে কথা বলেছেন।
"
"My aunt stands in front of the door.
","চাচি মা দরজার সামনে দাড়িয়ে আছে।
"
"My aunt threw me out.
","চাচি মা আমাকে ধাক্কা দিয়ে বের করে দিলো।
"
"My aunt wants to know.
","বড়বোন জানতে চায়।
"
"My aunt was a registered nurse.
","আমার নানী ছিলেন রেজিস্টার্ড নার্স।
"
"My aunt was coming, too.
","আমার আন্টিও আসেন।
"
"My aunt was nearby.
","কাছেই বসা ছিল চাচী।
"
"My aunt's friend has a deep hole 11:25
","আমার চাচীর এর বন্ধু একটি গভীর গর্ত আছে 11:25
"
"My aunt's parents came... read more
","বাবার পূর্বসূরিরা এসেছে ... Read More
"
"My aunt's shoes 1:57
","আমার চাচীর এর জুতা 1:57
"
"My husband's aunt died last year.
","আমার চাচী মারা গেছেন গত বছর।
"
"My mom, two brothers, their families, my grandmother, my aunt and my uncle are all in a like a 25-square foot house with no power and a tree on top of it,
","আমার মা, দুই ভাই, তাদের পরিবার, আমার নানী, আমার খালা এবং মামা সকলেই এমন একটি 25 বর্গফুট ফুট বাড়ির মতো যার বিদ্যুত এবং তার উপরে গাছ নেই, - ব্রেট ফ্যাভ্রে
"
"My mother and aunt were killed.
","আমার দাদী ও চাচী নিহত হয়।
"
"My mother and aunts talk a lot.
","আমার বড় বোন এবং মা অনেক কথা বলে, অনেক।
"
"My mother, grandmother, aunt, and grandfather were all educators.
","আমার আব্বু, আম্মু, দাদু (দাদা), নানু (নানী) সবাই শিক্ষকতা করেছেন।
"
"My uncle and aunt looked at each other.
","চাচা আর চাচি একে অপরের দিকে তাকিয়ে আছে।
"
"National aunt and uncle's day is celebrated on July 26.
","""1.""""National Aunt and Uncle's Day"""" প্রতি বছর 26 শে জুলাই পালন করা হয়""
"
"No one is in house except me and my aunt.
","কিন্তু আমি আর আমার ভাগ্না ছাড়া এই বাড়িতে কেউ থাকে না।
"
"Older people often have children from previous relationships and it's becoming more common for families to be 'blended' with step brothers and sisters, aunts, uncles and grandparents.
","বয়স্ক ব্যক্তিদের প্রায়ই পূর্ববর্তী সম্পর্ক থেকে সন্তান থাকে এবং ধাপে ধাপে ভাই ও বোন, আন্ট, চাচা এবং দাদা-দাদীসহ পরিবারগুলি 'মিশ্র' হওয়ার জন্য এটি আরো সাধারণ হয়ে উঠছে।
"
"Older people often have children from previous relationships and it's becoming more common for families to be 'blended' with step brothers and sisters, aunts, uncles and grandparents..
","বয়স্ক ব্যক্তিদের প্রায়ই পূর্ববর্তী সম্পর্ক থেকে সন্তান থাকে এবং ধাপে ধাপে ভাই ও বোন, আন্ট, চাচা এবং দাদা-দাদীসহ পরিবারগুলি 'মিশ্র' হওয়ার জন্য এটি আরো সাধারণ হয়ে উঠছে।
"
"On 20 May 2017, at the wedding of his aunt, Pippa Middleton, to James Matthews.
","২০১৭ সালের ২০শে মে, তার খালা পিপ্পা মিডলটন, এবং জেমস ম্যাথ্যিউস এর বিয়েতে তাকে কনের সহচরী হতে দেখা গিয়েছিল।
"
"On 20 May 2017, she was bridesmaid at the wedding of her aunt, Pippa Middleton, and James Matthews.
","২০১৭ সালের ২০শে মে, তার খালা পিপ্পা মিডলটন, এবং জেমস ম্যাথ্যিউস এর বিয়েতে তাকে কনের সহচরী হতে দেখা গিয়েছিল।
"
"On a boat with two aunts 15:07 Tube 8
","উপর একটি নৌকা সঙ্গে two aunts Tube8 15:07
"
"One day I went to my aunt's house.
","আমি এক দিন মামা র বাড়িতে গিয়েছি।
"
"One is my cousin, the other an aunt by marriage.
","একজন হল আমার আপন শ্যালক, আরেকজন মামাতো শ্যালিকা।
"
"Other the usual taunts and double entendres you'll hear out of your uncle and aunts, it is normally reassuring to speak to somebody who has been via the experience.
","অন্যান্য স্বাভাবিক ওকে বিদ্রুপ এবং ডবল entenders আপনি আপনার চাচা এবং চাচী কাছ থেকে শুনতে হবে, এটি সাধারণত কেউ অভিজ্ঞতার মাধ্যমে হয়েছে সাথে কথা বলতে আশ্বাসদায়ক.
"
"Police also said that Abbas's daughter Sumaiya told them her father was the one who attacked her and killed her aunt and cousins.
","আব্বাসের মেয়ে সুমাইয়া পুলিশকে জানিয়েছে, বাবাই তাকে হত্যার চেষ্টা করেছে এবং তার খালা ও খালাতো বোনদের হত্যা করেছে।
"
"Police arrested the father, mother, aunt, nephew, and uncle of the girl for the crime.
","এ ঘটনায় প্রথমে সন্দেহভাজন হিসেবে বাবা, চাচা, চাচি, চাচাতো বোন, ও চাচাতো ভাইকে আটক করে পুলিশ।
"
"Question: Can the owner or the main tenant be the applicant for registration not his child in his own apartment (for example, grandmother, aunt, uncle, etc.).
","প্রশ্নঃ মালিক বা প্রধান ভাড়াটে নিবন্ধনের জন্য আবেদনকারী হতে পারেন তার সন্তান তার নিজের অ্যাপার্টমেন্টে (উদাহরণস্বরূপ, দাদী, মাসিমা, চাচা ইত্যাদি) ।
"
"Russian aunt and nephew 10:46.
","রাশিয়ান চাচী ও ভাতিজা 10:46
"
"Says the child's aunt.
","বাচ্চা আন্টি বলে।
"
"Secret anal sex with my aunt S88 (21:36)
","আমার চাচীর S88 সঙ্গে গোপন পায়ূ সেক্স 21:35
"
"She also has numerous aunts, uncles and cousins.
","এছাড়া তার আছে অনেক মামাতো, ফুপাতো আর চাচাতো ভাই।
"
"She described herself as a person who grew up being close to not just her mother, but also her grandmother and aunts.
","তিনি নিজেকে এমন এক ব্যক্তি হিসাবে বর্ণনা করেছেন যিনি বেড়ে উঠেছেন কেবল তার মায়ের কাছেই নয়, তার নানী এবং খালাও।
"
"She is the aunt of King Philippe of Belgium.
","তিনি বেলজিয়ামের রাজা ফিলিপের ভাতিজা।
"
"She is the aunt of two children.
","চাচি দুই সন্তানের জননী।
"
"She loves her aunt and uncle!
","ভাতিজা আর আপন চাচির প্রেম!
"
"She was also an aunt of former Vice President Al Gore.
","সাবেক ভাইস প্রেসিডেন্ট আল গোরের ঘনিষ্ঠ সহযোগীও ছিলেন তিনি।
"
"She was her aunt and living in the same house.
","সে একই বাড়ির বাসিন্দা এবং সম্পর্কে চাচা হন।
"
"She went to her aunt's house.
","ওর আন্টির বাসায় গেছে।
"
"Since then, I was looked after by my aunt.
","পর থেকেই আমার ঐ আন্টির উপর নজর পড়ে।
"
"So, you are an aunt.
","তাই আপনি শাশুড়ি আন্টি।
"
"Soon after his recuperation, Sells was sent to live with his aunt Bonnie Walpole, in Holcomb, Missouri.
","তার মৃত্যুর পরে শীঘ্রই, Sells তার কনিষ্ঠ Bonnie Walpole সঙ্গে বাস করার জন্য পাঠানো হয়েছিল, Holcomb মধ্যে, মিজুরি।
"
"Sorry to hear about your aunt.
","তোমার আন্টির কথা শুনে খারাপ লাগছে।
"
"Spying on my aunt with my best friend...
","Spying উপর আমার খালা সঙ্গে আমার সেরা বন্ধু ভি. . .
"
"Stay at your aunt's house.
","তুমি থেকো তোমার আঙ্কেলের বাসায়।
"
"Subsequent children are often named after their parents, aunts, uncles or a deceased relative.
","পরবর্তী সমস্ত সন্তানদের প্রায়ই তাদের বাবা-মা, চাচা এবং আন্ট বা মৃত আত্মীয়দের নামকরণ করা হয়।
"
"Subsequent children are often named after their parents, aunts, uncles, or a deceased relative.
","পরবর্তী সমস্ত সন্তানদের প্রায়ই তাদের বাবা-মা, চাচা এবং আন্ট বা মৃত আত্মীয়দের নামকরণ করা হয়।
"
"That's my great aunt and uncle there.
","সেখানে আমার বড় চাচা আর চাচী থাকেন।
"
"That's my uncle, aunt, and their kids.
","উনারা আমার চাচ্চু,চাচিমা আর তাদের ছেলে মেয়েরা।
"
"That's not my aunt.
","তোহাঃ এইটা তো আমার আন্টি না।
"
"That's so sad about your aunt's brother!
","আপনার কলিগের ভাইয়ের জন্য খুব খারাপ লাগছে !
"
"The accused include Neha's grandparents, uncles, aunts, cousins and the auto driver.
","অভিযুক্তদের মধ্যে নেহার দাদা-দাদী, চাচা-চাচী, চাচাতো ভাইবোন ও অটোরিকশা চালক রয়েছে।
"
"The ass of my aunt who is good or not 04:17
","আমার চাচীর এর পায়ু যারা ভাল বা না 04:17
"
"The aunt didn't say anything.
","আন্টি কিছুই বলেন নি।
"
"The aunt informed the Childline and the police, following which, the accused were arrested and the girl was sent for counselling.
","চাচি চাইল্ডলাইন এবং পুলিশকে অবহিত করেছিলেন, এরপরে অভিযুক্তদের গ্রেপ্তার করা হয়েছিল এবং মেয়েটিকে কাউন্সেলিংয়ের জন্য প্রেরণ করা হয়েছিল।
"
"The aunt is not at home now.
","আজ আন্টি বাসায় নেই।
"
"The aunt looked at me.
","আন্টি আমার দিকে তাকালো।
"
"The aunt opened the door.
","আন্টি দরজা খুলে দিলো।
"
"The aunt was there.
","চাচী সেখানেই ছিলেন।
"
"The complainant's two aunts died in the incident, and her lawyer was also injured.
","এই দুর্ঘটনায় কিশোরীর দুই কাকীমাই ঘটনাস্থলে মারা যান এবং নিগৃহীতার আইনজীবীও আহত হন।
"
"The elderly Raja-Saab wants to marry Gauri, who has no interest in him Used to having his way, he sends a picture of Shankar, paying Gauri's aunt and uncle to go along with everything.
","বৃদ্ধ রাজা-সাব গৌরীকে বিয়ে করতে চান, যার প্রতি তার কোন আগ্রহ নেই, সে তার পথ চলতে অভ্যস্ত, সে শঙ্করের একটি ছবি পাঠায়, গৌরির খালা এবং চাচাকে সবকিছু দিয়ে যাওয়ার জন্য অর্থ প্রদান করে।
"
"The guy and my aunt are very good friends.
","আমি ও পরী মণি খুব খুব খুব ভালো বন্ধু ।
"
"The main character in that story is my aunt.
","এই গল্পের মূল চরিত্র আমার আন্টি ।
"
"The police arrested the child's parents and aunt on Tuesday.
","এ ঘটনায় বৃহস্পতিবার নির্যাতনকারী মা ও ছেলেকে আটক করেছে পুলিশ।
"
"The spacious kitchen, the staff who prepare everything in advance, and the aunt who washes the dishes for you at any time, the cost of having these in real life is too high, and I am unlikely to have them.
","প্রশস্ত রান্নাঘর, যে সমস্ত কর্মী আগাম সমস্ত কিছু প্রস্তুত করে এবং যে খালা আপনার জন্য যে কোনও সময় বাসনগুলি ধুয়ে ফেলেন, বাস্তব জীবনে এইগুলি রাখার ব্যয়টি খুব বেশি, এবং আমি সেগুলি পাবার সম্ভাবনা কম।
"
"The uncle and aunt both laugh.
","চাচী আর রুমা দুজনেই হেসে ফেলল।
"
"The victim reported the incident to her mother and her aunt.
","নির্যাতিত শিশুটি এ ঘটনা তার মা ও প্রতিবেশীদের কাছে জানায়।
"
"The world is full of roses, stars, sunsets, rainbows, sisters, aunts and uncles, but with only one mother.
","পৃথিবী গোলাপ, নক্ষত্র, সূর্যাস্ত, বৃষ্টির ফোঁটা, বোন, আন্টস এবং চাচাদের পূর্ণ, কিন্তু একমাত্র মায়ের সাথে।
"
"Their father and aunt were killed.
","ওদের বাবা আর চাচাকে হত্যা করা হলো।
"
"Then I headed off to my aunt's house.
","তারপর ঐ আন্টির বাসায় যেতে লাগলাম ।
"
"There was no sound from her aunt's bedroom.
","তার মামা-মামির রুম থেকে আর কোন আওয়াজই আসতেছে না।
"
"They dated for some time and married in 1984 at the Pacific Palisades home of Fabare's aunt, veteran actress Nanette Fabray.
","তারা কিছু সময়ের জন্য সময় কাটান এবং ১৯৮৮ সালে প্য্যাসিফিক প্যালিসেডসে ফ্যাবারে মাসির প্রবীণ অভিনেত্রী ন্যান্তে ফ্যাব্রয়ের বাড়িতে বিয়ে করেন।
"
"They include Neha's grandparents, uncles, aunts, cousins, and the auto driver.
","এর মধ্যে নেহার দাদা-দাদি, চাচা, চাচী, চাচাত ভাই এবং অটোরিকশা চালক অন্তর্ভুক্ত রয়েছে।
"
"This is my aunt!
","এই যে আন্টি আছিতো!
"
"This isn't my aunt.
","তোহাঃ এইটা তো আমার আন্টি না।
"
"Tomorrow is your aunt's birthday.
","কালকে তোমাদের আন্টির ম্যারেজ ডে।
"
"Two aunts and friends.
","দুই বন্ধু আর ভালুক।
"
"Two months ago my wife's aunt died.
","দুই মাস আগে আমার এক সহকর্মীর স্ত্রী মারা যান।
"
"Two of teen's aunts were killed in the accident and her lawyer was also injured.
","এই দুর্ঘটনায় কিশোরীর দুই কাকীমাই ঘটনাস্থলে মারা যান এবং নিগৃহীতার আইনজীবীও আহত হন।
"
"We lived in New York in this bohemian lifestyle where an extended group of artists and photographers were like my aunts and uncles.
","আমরা নিউ ইয়র্কে এই বোহেমিয়ান জীবনযাত্রায় থাকতাম যেখানে শিল্পী এবং ফটোগ্রাফারদের একটি বর্ধিত গোষ্ঠী আমার খালা এবং চাচাদের মতো ছিল।
"
"We lived in New York in this bohemian lifestyle where an extended group of artists and photographers were like my aunts and uncles. ---->>>
","আমরা নিউ ইয়র্কে এই বোহেমিয়ান জীবনযাত্রায় থাকতাম যেখানে শিল্পী এবং ফটোগ্রাফারদের একটি বর্ধিত গোষ্ঠী আমার খালা এবং চাচাদের মতো ছিল।
"
"Weam Fares, a spokesperson for a nearby hospital, confirmed the aunt's death and said at least 10 people were wounded in strikes overnight.
","কাছের হাসপাতালের মুখপাত্র ওয়েম ফ্যারেস মৃত্যুর বিষয়টি নিশ্চিত করেছেন এবং বলেছিলেন, রাতারাতি ধর্মঘটে কমপক্ষে ১০ জন আহত হয়েছেন।
"
"Weird, in other cases, the aunt should observe the couple having intercourse to prove the potency of the groom as per the tradition.
","অদ্ভুত, অন্য ক্ষেত্রে, আন্টির ঐতিহ্য অনুসারে বরের সামর্থ্য প্রমাণ করার জন্য দম্পতির সহবাস করা উচিত।
"
"Well, the most important advantage of the program is to satisfy the needs of the aunt accountants who want everything to be as before, and the point!
","আচ্ছা, প্রোগ্রামটির সবচেয়ে গুরুত্বপূর্ণ সুবিধা হল চাচী হিসাবরক্ষকদের চাহিদা পূরণ করা, যারা সবকিছু আগে হতে চায়, এবং বিন্দু!
"
"What he thought were mushrooms in his wife's aunt's soup, were actually, wait for it, caterpillars.
","তিনি তার স্ত্রীর চাচীর স্যুপে মাশরুম বলে মনে করেছিলেন, আসলে এটি ছিল, শুঁয়োপোকা।
"
"What is the name of her aunt?
","আন্টি ওর নাম কি ?
"
"What's the name of her aunt?
","আন্টি ওর নাম কি ?
"
"What's the name of his aunt?
","আন্টি ওর নাম কি ?
"
"Who was Prophet Muhammad's aunt?
","হযরত মুহাম্মদ (সঃ) -এর দুধমাতা কে ছিলেন?
"
"Why aren't you an aunt?
","তুমি কেন মামা হইলা না
"
"Why isn't she my aunt?
","কেন নয় , সে কি আমার নাতী নয়?
"
"Yes, your aunt.
","হ্যাঁ, তোমার আন্টি।
"
"You know I have aunt.
","আমার এক মামা আছে জানিস তো।
"
"Young girl seduced by her aunt 7:38
","তার চাচীর দ্বারা বিমোহিত যুবতী 07:38
"
"Your aunt and I are going to Faridpur.
","আমি আর তোর চাচী ফরিদপুর যাচ্ছি।
"
"Your aunt didn't come with you?
","চাচী কি আপনার সাথে থাকেন না?
"
"Your aunt has gone to her mother's house.
","তোমার আন্টি তার বাবার বাড়ী গেছে।
"
"Your mother, aunt or uncle .
","মা, চাচী বা খালা।
"
"Zainab was kidnapped on January 4 from near her aunt's house in Kasur city.
","৪ জানুয়ারি লাহোরের কাসুরে আত্মীয়ের বাড়ির কাছ থেকে জইনাবকে অপহরণ করা হয়েছিল।
"
"a mother's day message for my aunt
","আপনার শাশুড়ির জন্য মা দিবস বার্তা
"
"an aunt and two uncles.
","এক চাচা ও দুই চাচী।
"
"at your aunt's house.
","তোর আন্টির বাসায়।
"
"aunt and uncle . . .
","চাচি ও চাচাত বোনকে এক সাথে . . .
"
"aunt and uncle dead.
","চাচা এবং পরক মৃত
"
"aunt came into the room, crying.
","দাদিও কাঁদতে কাঁদতে রুমে ঢুকে গেলেন।
"
"come and bring your aunt.
","যাও, তোমার আন্টিকে আনতে যাও।
"
"father and aunt were talking.
","বাবা আর চাচা দুজনেই কথা বলছে।
"
"he went home to his aunt.
","ওর আন্টির বাসায় গেছে।
"
"i'm very sorry to hear about your aunt.
","তোমার আন্টির কথা শুনে খারাপ লাগছে।
"
"in his aunt's house.
","তোর আন্টির বাসায়।
"
"mother and aunt.
","মা আর চাচীর
"
"my aunt (by marriage)
","আমার আপুসোনা (আপুর বিয়ে)
"
"my aunt and her boyfriend a few years ago
","আমার খালা এবং তার boyfriend একটি কয়েক years পূর্বে
"
"my aunt came...
","আমার চাচাতো বোন এসেছিল আমাদে...
"
"my aunt is telling a story.
","Ñআদি চাচা একটা গল্প বলেন।
"
"sorry to hear about your aunt.
","তোমার আন্টির কথা শুনে খারাপ লাগছে।
"
"such as grandparents, uncles, aunts and so on.
","যেমন চাচা-চাচি, নানা-নানি, মাতা-পিতা ইত্যাদি।
"
"to your aunt's house.
","তোর আন্টির বাসায়।
"
"• Those who have a history of painful menstruation in the family, i.e., mother, aunt, grandma - some of them had or have this problem.
","• যাদের পরিবারে যন্ত্রণাদায়ক ঋতুস্রাবের ইতিহাস আছে, অর্থাৎ মা, খালা, ফুফু, দাদু, নানু- এদের কারোর এই সমস্যা ছিল বা আছে।
"
"The aunt had no answer.
","শাশ্বত কোনও উত্তর দিতে পারেনি।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","সোশ্যাল মিডিয়ায় ফের দাদা সইফ আলি খানের ছোট্টবেলার ছবি পোস্ট করলেন সাবা আলি খান।
"
"Arwa bint Abdul Muttalib () was an aunt of Muhammad.
","উমামা (বা উমাইমা) বিনতে আব্দুল মুত্তালিব মুহাম্মদের ফুফু ছিলেন।
"
"Before them, my aunt and uncle died also.
","তারও আগে মারা যান আমার মামা-শশুর।
"
"Zubayr bin Awwam (may Allah be pleased with him) was the son of Safiyyah the daughter of Abdul Muttalib, hence she was a paternal aunt of the Messenger of Allah %.
","আবদুল্লা ইবনে উমরের স্ত্রী সাফিয়া আবু উবায়েদের কন্যা ছিলেন।
"
"My aunt helped me.
","আমার অন্থজ আমাকে সাহায্য করল।
"
"“Abd Allah continued, ‘I then openly declared the acceptance of Islam by myself and by my household; my aunt Khalida, daughter of al-Harith, also accepted the faith.’”
","আবদুল্লাহ্‌ ইব্ন সালাম (রা) বলেন : তখন আমি আমার এবং আমার পরিবার-পরিজনের ইসলাম গ্রহণের কথা প্রকাশ করলাম এবং আমার ফুফু খালিদা বিন্ত হারিসও ইসলাম গ্রহণ করলেন এবং তিনি একজন উন্নতমানের মুসলমানে পরিণত হলেন।
"
"All my aunts and uncles were there, too.
","আমার সব মামি ও মামারা সেখানে ছিলেন।
"
"Uncles, aunts, brothers, sisters.
","ভাগ্নি, ভাইঝি আর শ্যালিকা ।
"
"I am going to take you to my aunt’s house.
","আমি তোমাকে খালার বাসায় ড্রপ করে আসবো।
"
"I have no father, mother, brother, sister, uncle, aunt or cousin living.
","পিতা, মাতা, ভ্রাতা অথবা ভগ্নী- কিছুই নেই আমার।
"
"She's not my aunt.
","সে আমার কন্ম নয়।
"
"Later, my aunt, before her return to her native place, came to visit the Mother one morning along with her children.
","পরে দেশে ফিরিবার পূর্বে আমার খুঁড়িমা তাহার ছেলেমেয়েদের লইয়া একদিন সকালবেলা মাকে দর্শন করিতে গেলেন।
"
"And my aunt and grandmother was with us.
","আমাদের সঙ্গে আরও ছিলেন মা ও আমার বোন।
"
"“This one is my aunt’s house.
","“এটাই ষষ্ঠীর মার বাড়ি।
"
"Is she my aunt?
","আম কি তার ঠাকুরমা?
"
"Say hi to your aunt.
","তোমার দিদিদের বিদায় জানাও ।
"
"And my grandma and aunt came.
","আমার খালামণি আর খালাতো বোন এসেছে।
"
"I am your aunt.
","আমি তোমার কাকীমাই হলুম।
"
"His parents were still alive, and he didn’t have an aunt.
","ইনি পিতৃহীন হন, তখনও ইহার পিতামহ জীবিত ছিলেন।
"
"How many aunts and uncles do you have?
","তোর দিদি আর বৌদিদ্ির সংখ্যা কতগুলো রে?
"
"Vijayalakshmi Pandit was Pandit Jawahrlal Nehru’s younger sister, and aunt of Indira Gandhi.
","হাতি সিং হচ্ছেন পণ্ডিত গ্তিলাল নেহরুর মেয়ে, বিজয়লক্ষমী ও জওহরলাল নেহরুর আপন বোন, ইন্দিরা গাঙ্ধীর পিসী ।
"
"I talked to his aunt.
","আমি ভাই ওর সঙ্গে ছুটো কথা বলেছিলাম।
"
"Her aunt Rebekah was Jacob's mother.
","তার ফুফু রিবিকা ছিলেন যাকোবের মা।
"
"My father, mother, uncle, aunt, my elder sister.
","আমার দাদা, দাদী, চাচা ফুপু, নানু মামা খালারা সবাই।
"
