eng_Latn,ben_Beng
"But sources close to their uncle Earl Spencer, who was at today's statue unveiling, have said that there is a hope that the celebration of their mother's life and legacy will bring them together again.
","আজকের মূর্তির মোড়ক উন্মোচনকারী তাদের চাচা আর্ল স্পেন্সারের ঘনিষ্ঠ সূত্রগুলি বলেছে যে তাদের মায়ের জীবন ও ঐতিহ্য উদযাপন তাদের আবার একত্রিত করবে এমন একটি আশা রয়েছে।
"
"But there is One thing uncle.
","তবে একটা কথা ছিলো চাচা।
"
"But uncle doesn't believe me..
","কিন্তু ম্যাল বিশ্বাস করেনা..
"
"CHAPTER 10 A NEW LIFE IN MECCA It wasn't long before the young Muhammad had settled down very happily to his new lifestyle in the City of Mecca and found that he had lots of cousins, an affectionate grandfather named Abd Al Muttalib, as well as many uncles and aunts.
","এটা তরুণ মুহাম্মদ মক্কা শহরের মধ্যে তার নতুন জীবনধারা খুব সুখে নিচে বসতি স্থাপন করে এবং তিনি চাচাতো প্রচুর, একটি আব্দ আল মুত্তালিব নামক অনুরক্ত পিতামহ, সেইসাথে অনেক চাচা-চাচী মিলে ছিল পেয়েছে ছিল না দীর্ঘ আগে.
"
"CLAUDIUS (M) - the King of Denmark and Hamlet's uncle
","Ø Claudius (কডিয়াস) - ডেনমার্কের রাজা ও Hamlet এর চাচা
"
"Can I marry my father's uncle's son?
","আমি কি আমার আপন চাচি এর ভাই কে বিয়ে করতে পারব?
"
"Can I marry my mother's uncle's son?
","আমি কি আমার আপন চাচি এর ভাই কে বিয়ে করতে পারব?
"
"Can he marry the daughter of his mother's paternal uncle?
","চাচাত ভাই এর খালাত ভাই এর মেয়ে কে বিয়ে করা যাবে কি?
"
"Can you marry uncle's sister's daughter?
","চাচাত বোনের মেয়েকে বিয়ে করতে পারব?
"
"Claudius (Clay Morrow) - King of Denmark, and Hamlet's uncle.
","Claudius (ক্লডিয়াস) - ডেনমার্কের রাজা এবং Hamlet এর চাচা
"
"Claudius - King of Denmark and Hamlet's uncle.
","রাজা ক্লদিয়াস - ডেনমার্কের রাজা এবং হ্যামলেটের কাকা।
"
"Claudius - King of Denmark, and Hamlet's uncle
","Claudius (ক্লডিয়াস) - ডেনমার্কের রাজা এবং Hamlet এর চাচা
"
"Claudius - The King of Denmark, Hamlet's uncle, and
","Claudius (ক্লডিয়াস) - ডেনমার্কের রাজা এবং Hamlet এর চাচা
"
"Claudius King of Denmark, and Hamlet's uncle.
","Claudius (ক্লডিয়াস) - ডেনমার্কের রাজা এবং Hamlet এর চাচা
"
"Claudius, King of Denmark, and Hamlet's uncle
","Claudius (ক্লডিয়াস) - ডেনমার্কের রাজা এবং Hamlet এর চাচা
"
"Cliff Robertson as Ben Parker: May Parker's husband and Peter Parker's uncle, a fired electrician who is trying to find a new job.
","ক্লিফ রবার্টসন - বেন পার্কার, পিটার পার্কারের চাচা, একজন চাকরিচ্যুত ইলেক্ট্রিশিয়ান, যিনি নতুন চাকরি খুঁজছেন।
"
"Cliff Robertson as Ben Parker: May Parker's husband and Peter's uncle, a fired electrician who is trying to find a new job.
","ক্লিফ রবার্টসন - বেন পার্কার, পিটার পার্কারের চাচা, একজন চাকরিচ্যুত ইলেক্ট্রিশিয়ান, যিনি নতুন চাকরি খুঁজছেন।
"
"Cliff Robertson as Ben Parker: The husband to May Parker and uncle of Peter Parker, a fired electrician who is trying to find a new job.
","ক্লিফ রবার্টসন - বেন পার্কার, পিটার পার্কারের চাচা, একজন চাকরিচ্যুত ইলেক্ট্রিশিয়ান, যিনি নতুন চাকরি খুঁজছেন।
"
"Come on, you're my uncle!
","ধরো, তুমি আমার ভাতিজি, আমি চাচা!
"
"Congrats for being an uncle.
","আপনারে চাচা হবার অভিনন্দন।
"
"Congrats on being an uncle.
","আপনারে চাচা হবার অভিনন্দন।
"
"Congrats to your uncle.
","আপনারে চাচা হবার অভিনন্দন।
"
"Congratulations on becoming an uncle.
","আপনারে চাচা হবার অভিনন্দন।
"
"Congratulations on being an uncle.
","আপনারে চাচা হবার অভিনন্দন।
"
"Currently, he is under the care of their uncle.
","বর্তমানে তারা তাদের চাচার হেফাজতে রয়েছে।
"
"Dear uncle, I'm your nephew, son of your brother.
","রোদ আমি তোমার মামুর ছেলে,,তোমার অভ্র ভাইয়া।
"
"Death of the uncle.
","মৃতের চাচা মাে.
"
"Deceased's uncle.
","মৃতের চাচা মাে.
"
"Didn't know uncle was sick.
","জানো না তুৃমি চাচা অসুস্থ্য।
"
"Do you remember my uncle?
","তোমার মনে আছে আমার চাচির হারিয়ে যাবার কথা?
"
"Do you remember your uncle's?
","তোর মনির আঙ্কেলকে মনে পড়ে?
"
"Doing his uncle's young wife 02:30
","তার চাচার তরুণ স্ত্রী 02:30
"
"Don't call me uncle!
","আমাকে আংকেল বলে ডাকবি না!
"
"Don't do that, uncle.
","- এমনটা করবেন না, চাচা।
"
"Don't make me call my uncle!
","আমাকে আংকেল বলে ডাকবি না!
"
"Don't say that, uncle!
","অমন কথা কইয়ো না চাচী!
"
"Don't talk about uncle.
","চাচা কথা বলেন না।
"
"Don't worry uncle!
","ভয় নেই চাচা!
"
"Don't worry uncle.
","ভাববেন না চাচী।
"
"Don't worry, uncle!
","ভয় নেই চাচা!
"
"Don't you worry, uncle.
","ভাববেন না চাচী।
"
"Elizabeth petitioned Lord Hastings, Edward's uncle, in a controversy over land with her mother-in-law.
","এলিজাবেথ লর্ড হেস্টিংসকে এডওয়ার্ডের চাচা, তার শাশুড়ীর সাথে জমি নিয়ে বিতর্ক করে।
"
"Even if he was her uncle.
","তাও যদি নিজের চাচা হতো।
"
"Even if it was his uncle.
","তাও যদি নিজের চাচা হতো।
"
"Even if it's his uncle.
","তাও যদি নিজের চাচা হতো।
"
"Even now, the two children are staying at their uncle's house.
","বর্তমানে সন্তান দুটি এখন তাদের চাচার বাসায় রয়েছে।
"
"Everyone had an uncle who tried to steal their nose.
","প্রত্যেকেরই কাকা আছে যারা তাদের নাক চুরি করার চেষ্টা করেছিল।
"
"Everyone has an uncle who tried to steal their nose.
","প্রত্যেকেরই কাকা আছে যারা তাদের নাক চুরি করার চেষ্টা করেছিল।
"
"Father, mother and uncle.
","আম্মু, আব্বু ও আঙ্কেল।
"
"First it was your uncle and now it's you.
","প্রথমে তোমার শ্বশুরমহাশয়, তারপর এই তুমি।
"
"For Tom and myself, it's an extremely special day to be able to be involved with the Cincinnati Reds franchise as my father and uncle were at one time.
","টম এবং আমার জন্য, আমার বাবা এবং চাচা এক সময় থাকায় সিনসিনাটি রেডস ফ্র্যাঞ্চাইজির সাথে জড়িত হতে পেরে একটি অত্যন্ত বিশেষ দিন।
"
"For your birthday I wish you: much happiness and well-being, and that we see each other soon uncle.
","আপনার জন্মদিনের জন্য আমি আপনাকে শুভেচ্ছা জানাচ্ছিঃ খুব শুভকামনা এবং মঙ্গল হোক এবং আমরা শীঘ্রই একে অপরকে আবার দেখতে পাব।
"
"German uncle and his Adorable 16:15
","জার্মান চাচা এবং তার সুন্দর 16:15
"
"German uncle and his nice (16:15)
","জার্মান চাচা এবং তার সুন্দর 16:15
"
"Go with your uncles.
","তোমার চাচার সঙ্গে যাও।
"
"Golam Jilani, the uncle of the deceased, alleged that he had a long-running dispute with Hasan in 27 no ward over the city corporation election.
","নিহতের চাচাতো গোলাম জিলানি অভিযোগ করেন, সিটি করপোরেশন নির্বাচন নিয়ে ২৭তম ওয়ার্ডে হাসানের সঙ্গে দীর্ঘদিন ধরে তার বিরোধ চলছিল।
"
"Great respect and love for my uncle.
","অসংখ্য শ্রদ্ধা ও ভালবাসা আমার বুড়ো ছেলেটার জন্য ।
"
"Harry Potter is a young orphan boy raised by his mean uncle...
","হ্যারি পটার একজন অনাথ বালক যে তার মায়ামমতাহীন খালা খালুর কাছে বড়. . .
"
"Having fun with my uncle.
","আমার মুষলধার চাচীর সাথে মজা হচ্ছে.
"
"Having sex with my uncle.
","আমার চাচীর সাথে যৌন.
"
"He also has an uncle in Mumbai.
","পাশাপাশি মুম্বাইয়ের একটি বুটিকও রয়েছে তার।
"
"He could have been my brother, or my uncle, my grandfather or father.
","ও তো আমার পিতা, পুত্র, প্রেমিক, বড়ো দাদাও হতে পারত।
"
"He didn't tell his uncle.
","সে তার চাচিকে কিছু বল্লনা ।
"
"He has four brothers and two sisters and is uncle to sixteen nephews and five nieces.
","তার ২ চাচা ও ১ ফুফু এবং ৫ বোন ও ৩ ভাই।
"
"He has some brother and an uncle.
","চাচা এবং চাচাত ভাই ও আছে।
"
"He has two older brothers and many uncles and aunts.
","তার পিত্রালয়ে বাবা ও বড় চাচা ও দুই ফুফু আছেন।
"
"He is Sania Mirza's uncle.
","তিনি সানিয়া মির্জা এর চাচা হন।
"
"He is accused of murdering his uncle.
","এই হত্যার অভিযোগ উঠেছে তার চাচার বিরুদ্ধে।
"
"He is her uncle's
","তিনি তার চাচা থেকে
"
"He is now my uncle.
","সে এখন আমার চাচি
"
"He is only her uncle.
","উনার এক মাত্র চাচি।
"
"He is the uncle of actress Angelina Jolie and actor James Haven.
","তিনি অভিনেত্রী অ্যাঞ্জেলিনা জোলি ও জেমস হ্যাভেনের চাচা।
"
"He is the younger brother of former England captain and cricket commentator Tony Greig and the uncle of Durham UCCE player Will Hodson.
","ইংল্যান্ডের সাবেক অধিনায়ক ও ক্রিকেট ধারাভাষ্যকার টনি গ্রেগের কনিষ্ঠ ভ্রাতা তিনি ও ডারহাম ইউসিসিইয়ের খেলোয়াড় উইল হডসন সম্পর্কে তার ভাইপো।
"
"He is with his uncle.
","চাচার সঙ্গেই থাকে সে।
"
"He isn't your brother, uncle.
","উনি তোমার আব্বু না, আংকেল হন।
"
"He lived with parents and eight other uncles before becoming a hero.
","বাবা-মা এবং আরও আট চাচার সাথে একত্রে বসবাস করেছেন নায়ক হওয়ার পূর্বে।
"
"He lives with his uncle.
","চাচার সঙ্গেই থাকে সে।
"
"He loved his uncle very much.
","চাচাকে এতো ভালোবাসতো।
"
"He reminds me of my uncle
","সে আমার চাচীর আমাকে মনে করিয়ে দেয় 01:39
"
"He replied: One of my uncles.
","তিনি বললেন, আমার চাচাদের মাঝে একজন।
"
"He said the boy went to Umrah with a 11-member team of family members including his parents, two brothers, uncles, aunts and cousins.
","তিনি বলেন, শিশুটি বাবা-মা, দুই ভাই, চাচা, ফুফু ও চাচাতো ভাই-সহ পরিবারের ১১ সদস্যের সঙ্গে সৌদি আরবে উমরাহ পালনের জন্য গিয়েছিল।
"
"He said the boy went to Umrah with an 11-member team of family members including his parents, two brothers, uncles, aunts and cousins.
","তিনি বলেন, শিশুটি বাবা-মা, দুই ভাই, চাচা, ফুফু ও চাচাতো ভাই-সহ পরিবারের ১১ সদস্যের সঙ্গে সৌদি আরবে উমরাহ পালনের জন্য গিয়েছিল।
"
"He said: He was one of my uncles.
","তিনি বললেন, আমার চাচাদের মাঝে একজন।
"
"He said: One of my uncles.
","তিনি বললেন, আমার চাচাদের মাঝে একজন।
"
"He says about a dozen Muslim families have left in the past two years, including his uncle.
","' তিনি বলেন, গত দুই বছরে তার চাচা সহ এক ডজন মুসলিম পরিবার চলে গেছে।
"
"He then moved to Francisco to live with his father, grandparents and uncle.
","তারপর তিনি চলে যান ফ্রান্সিসকোতে তার বাবা, দাদা-দাদি ও চাচার সঙ্গে থাকতে।
"
"He uncle won't let her go.
","আন্টি ওকে যেতে দেয়না।
"
"He used to work at his uncle's shop located in Freedom Park area in Johannesburg city.
","পরে জোয়ানেসবার্গের ফ্রিডম পার্ক এলাকায় তার এক খালুর দোকানে কাজ করতেন তিনি।
"
"He was buried next to his father, grandfather and uncle.
","তাকে বাবা,দাদা ও বড়দাদার পাশেই দাফন করা হয়।
"
"He was deposed by his nephew and son-in-law Alauddin, who murdered his uncle to acquire the throne.
","তিনি তার ভাইপো এবং জামাই আলাউদ্দিন দ্বারা পদচ্যুত হন, যিনি তার চাচাকে সিংহাসন দখলের জন্য হত্যা করেন।
"
"He was deposed by his nephew and son-in-law Alauddin, who murdered his uncle to usurp the throne.
","তিনি তার ভাইপো এবং জামাই আলাউদ্দিন দ্বারা পদচ্যুত হন, যিনি তার চাচাকে সিংহাসন দখলের জন্য হত্যা করেন।
"
"He was deposed by his nephew and son-in-law Alauddin, who murdered his uncle to usurp the throne.[14]
","তিনি তার ভাইপো এবং জামাই আলাউদ্দিন দ্বারা পদচ্যুত হন, যিনি তার চাচাকে সিংহাসন দখলের জন্য হত্যা করেন।
"
"He was her uncle, not her father.
","আসলে উনার পিতা ছিলো না; বরং উনার চাচা ছিল।
"
"He was just an uncle to us.
","আমাদের কাছে সে শুধুই ছিল বাদলকাকা।
"
"He was once again his uncle.
","আবার আপন চাচাতো ভাই ও ছিলেন।
"
"He was with his uncle.
","চাচার সাথে ছিলেন।
"
"He went to Syria with his uncle Abu Talib when he was twelve years old.
","উত্তরঃ যখন তাঁর বয়স বার বছর তখন তিনি তাঁর চাচা আবু তালিবের সঙ্গে সিরিয়া ভ্রমণ করেন।
"
"He went to school from his uncle's house.
","সে তার ভগ্নীপতির বাড়িতে থেকে স্কুল করত।
"
"He'd never seen his uncle like this.
","চাচার এমন দয়া এর আগে সে আর কখনো দেখেনি।
"
"He's a son, a brother, a father, an uncle, and sometimes even a grandfather.
","কখনো সে সন্তান, কখনো ভাই, কখনো স্বামী, আবার একসময় সে বাবা।
"
"He's a son, a father, an uncle, and sometimes even a grandfather.
","কখনো সে সন্তান, কখনো ভাই, কখনো স্বামী, আবার একসময় সে বাবা।
"
"He's along with his uncle.
","চাচার সঙ্গেই থাকে সে।
"
"He's my uncle;
","ও আমার ভাতিজা;
"
"He's not your uncle!
","উনি তোমার আব্বু না, আংকেল হন!
"
"He's our uncle.
","তিনি আমাদের চাচা।
"
"Hello, uncle... What's going on?
","চাচা, চাচী...কী ঘটছে বলো তো?
"
"Her father and uncle were killed.
","ওদের বাবা আর চাচাকে হত্যা করা হলো।
"
"Her father and uncles had been killed.
","ওদের বাবা আর চাচাকে হত্যা করা হলো।
"
"Her grandmother and uncle were teachers.
","তার মা এবং চাচা ছিল তার প্রশিক্ষক।
"
"Her husband and his uncle were both doctors.
","অভিযুক্ত ও তার স্বামী উভয়ই চিকিৎসক ছিলেন।
"
"Her mother and her uncle were killed.
","ওদের বাবা আর চাচাকে হত্যা করা হলো।
"
"Her mother and uncle were murdered.
","ওদের বাবা আর চাচাকে হত্যা করা হলো।
"
"Her mother, brother, nephew and uncle were all killed.
","তার পিতা, চাচা, ভাই সকলে বদরে নিহত হয়েছিল।
"
"Her uncle and her brother 05:00
","তার চাচা এবং তার ভাই 05:00
"
"Her uncle did not return.
","চাচা আর ফিরে আসেনি।
"
"Her uncle didn't seem pleased.
","চাচাকে সন্তুষ্ট মনে হলো না।
"
"Her uncle died a few days ago.
","ওর চাচা কিছুক্ষন আগে মারা গেছেন।
"
"Her uncle does not allow her to come in the house.
","ওর বৌ ওকে আমা'র বাড়ি আসতে দেয়না।
"
"Her uncle got admitted to a local hospital.
","চাচাকে স্থানীয় হাসপাতালে ভর্তি করানো হয়।
"
"Her uncle had bought it.
","চাচী এটা মা কিনে দিয়েছে ।
"
"Her uncle lives in the same village.
","তার শ্বশুরবাড়ি একই গ্রামে।
"
"Her uncle said that Mayra visited his house a few days before the shooting and told him that the two men were threatening and harassing her.
","তার চাচা বলেছিলেন যে শুটিংয়ের কয়েকদিন আগে মায়রা তার বাড়ি গিয়েছিল এবং তাকে জানিয়েছিল যে দু'জন তাকে হুমকি দিয়ে ও হয়রানি করছে।
"
"Her uncle said you couldn't do that.
","আপনার বৌ তো সেদিন বললো, আপনি তার কিছুই করতে পারেন না।
"
"Her uncle was quiet for a moment.
","চাচা কিছুক্ষণ চুপ করে রইল।
"
"Her uncle's name is
","চাচা তাহার নাম
"
"Her uncle, 21-year-old Alex Whipple, is believed to have been with her when she vanished.
","তার চাচা, 21-বছর-বয়সী অ্যালেক্স হিপ্পল বিশ্বাস করা হয় যে তিনি নিখোঁজ হওয়ার পরে তার সাথে ছিলেন।
"
"Her uncle, 21-year-old Alex Whipple, was believed to have been with her when she vanished.
","তার চাচা, 21-বছর-বয়সী অ্যালেক্স হিপ্পল বিশ্বাস করা হয় যে তিনি নিখোঁজ হওয়ার পরে তার সাথে ছিলেন।
"
"Her uncle.
","উনার চাচা ।
"
"Here is a photo of my uncle.
","এ তো আমার আঙ্কেলের ছবি।
"
"Here is the picture of my uncle.
","এ তো আমার আঙ্কেলের ছবি।
"
"Hey, it's me, your uncle !
","আরে আমি, তোমার চাচ্চু!
"
"Hey, uncle, please.
","প্লিজ চাচী।
"
"His brother and uncle were killed.
","ওদের বাবা আর চাচাকে হত্যা করা হলো।
"
"His father and all his uncles were killed in World War I.
","তার পিতা ও চাচারা প্রথম বিশ্বযুদ্ধের সময় মারা গিয়েছিলেন।
"
"His father and uncle had served in the First World War.
","তার পিতা ও চাচারা প্রথম বিশ্বযুদ্ধের সময় মারা গিয়েছিলেন।
"
"His father and uncle started to train him at the age of five.
","তার বাবা ও চাচা তাকে পাঁচ বছর বয়সে মার্শাল আর্টের প্রশিক্ষণ দেওয়া শুরু করেছিলেন।
"
"His father and uncle were also freedom fighters.
","তার পিতা ও মাতা দু'জনেই বীর মুক্তিযোদ্ধা।
"
"His father and uncle were his trainers.
","তার মা এবং চাচা ছিল তার প্রশিক্ষক।
"
"His father and uncles were freedom fighters.
","তার বাবা ও দুই চাচা মুক্তিযোদ্ধা ছিলেন।
"
"His father had fixed his marriage with uncle's daughter.
","বাবা তার এক চাচাতো ভাইয়ের মে'য়ের সাথে আমা'র বিয়ে ঠিক করেছে।
"
"His father, little brother, uncle, and cousin were all killed in the accident.
","তার পিতা, চাচা, ভাই সকলে বদরে নিহত হয়েছিল।
"
"His father, uncle and brother all were killed in battle.
","তার পিতা, চাচা, ভাই সকলে বদরে নিহত হয়েছিল।
"
"His grandfather and uncle cared for him, providing him with an education.
","বাবা এবং চাচী তার দেখাশোনা ও পড়ালেখার দেখভাল করেন।
"
"His grandfather, his father, his uncle all played for Georgia, Georgia football is in his blood.
","তাঁর দাদা, তাঁর বাবা, চাচা সবাই জর্জিয়ার হয়ে খেলেছেন, জর্জিয়ার ফুটবল তাঁর রক্তে রয়েছে।
"
"His grandmother's name was Helen Weiss and he has an uncle named Jeff Weiss, who is a playwright and actor.
","তাঁর দাদির নাম হেলেন ওয়েইস এবং তিনি একজন নাট্যকার ও অভিনেতা জেফ ওয়েসের ভাগ্নে।
"
"His great grand uncle Abul Kalam Azad was an Indian freedom fighter.
","তাঁর মহান দাদা আবুল কালাম আজাদ ছিলেন একজন ভারতীয় মুক্তিযোদ্ধা।
"
"His mother had married his uncle following his father's death.
","আমার বাবার মৃত্যুর পর চাচার সাথে আমার মা'র বিয়ে হয়।
"
"His mother married his uncle after his father's death.
","আমার বাবার মৃত্যুর পর চাচার সাথে আমার মা'র বিয়ে হয়।
"
"His two uncles were killed.
","নিহত দুইজন আপন চাচা-ভাতিজা।
"
"His uncle - Abu Talib took care of him.
","চাচা আবু তালেব তাঁর দেখাশোনার দায়িত্ব নেন।
"
"His uncle Abu Talib took care of him.
","চাচা আবু তালেব তাঁর দেখাশোনার দায়িত্ব নেন।
"
"His uncle Hassanal Bolkiah is the sultan of Brunei.
","হাসানাল বলকিয়াহ হলেন ব্রুনেইয়ের বর্তমান সুলতান।
"
"His uncle and brother...
","এছাড়া চাচা এবং ভাইয়ের ...
"
"His uncle asked what happened.
","চাচা জিজ্ঞাসা করলেন কী হয়েছে ।
"
"His uncle came out of the house.
","চাচা ঘর থেকে বেরিয়ে এলো।
"
"His uncle did not come back.
","চাচা আর ফিরে আসেনি।
"
"His uncle did not respond.
","চাচা কোনো উত্তর দেন না।
"
"His uncle did not.
","চাচা দেয় নি।
"
"His uncle didn't answer.
","চাচা কোনো উত্তর দেন না।
"
"His uncle didn't.
","চাচা দেয় নি।
"
"His uncle died as a result.
","চাচা মারা গিয়েছিলেন এগুলোর কারণে।
"
"His uncle died from cancer.
","ক্যান্সারে মারা গেছেন চাচা।
"
"His uncle died on the spot.
","ঘটনাস্থলেই চাচা-ভাতিজার মৃত্যু হয়।
"
"His uncle got up and opened the door.
","চাচা উঠে দরজাটা লাগিয়ে দিলেন।
"
"His uncle had come home.
","চাচা এলেন বাসায়।
"
"His uncle is a professor at Chittagong University.
","তার বাবা চট্টগ্রাম বিশ্ববিদ্যালয়ের অধ্যাপক।
"
"His uncle is legendary coach Harry Redknapp, his father is a former professional football player.
","তাঁর চাচা কিংবদন্তি কোচ হ্যারি রেডকনাপ, তাঁর বাবা প্রাক্তন পেশাদার ফুটবল খেলোয়াড়।
"
"His uncle looked at him for a few moments.
","চাচা ওর দিকে কিছুক্ষণ তাকিয়ে রইলেন।
"
"His uncle looked at him for a moment.
","চাচা ওর দিকে কিছুক্ষণ তাকিয়ে রইলেন।
"
"His uncle looked at him.
","চাচা ওর দিকে কিছুক্ষণ তাকিয়ে রইলেন।
"
"His uncle nodded his head.
","চাচা মাথা নাড়েন।
"
"His uncle said in the morning Manpreet stated he was feeling unwell and left the house to get medicine for his condition.
","তার চাচা সকালে মনপ্রীত বলেছিলেন যে তিনি অসুস্থ বোধ করছেন এবং তার অবস্থার জন্য ওষুধ খেতে বাড়ি থেকে চলে যান।
"
"His uncle stared at him.
","চাচা ওর দিকে কিছুক্ষণ তাকিয়ে রইলেন।
"
"His uncle stood in the door.
","দরজায় ওর চাচাতো ভাইবোন ভাই দাঁড়িয়ে ছিলো।
"
"His uncle tried to kill him.
","তার চাচা তাকে মারতে চেয়েছে।
"
"His uncle tried to murder him.
","তার চাচা তাকে মারতে চেয়েছে।
"
"His uncle wants to kill him.
","তার চাচা তাকে মারতে চেয়েছে।
"
"His uncle was a famous poet.
","চাচা নামকরা এক বিখ্যাত কবি।
"
"His uncle was a little surprised.
","চাচা যেন একটু অবাকই হয়েছিলো।
"
"His uncle was a teacher of that school.
","চাচা ওই স্কুলের শিক্ষক।
"
"His uncle was arrested.
","গ্রেপ্তার করা হয়েছে চাচাতো ভাইকে।
"
"His uncle was quiet for a moment.
","চাচা কিছুক্ষণ চুপ করে রইল।
"
"His uncle was the pastor.
","চাচা ছিলেন পুরোহিত।
"
"His uncle was there.
","সেখানে তার চাচী উপস্থিত ছিলেন।
"
"His uncle went to the door.
","চাচী দরজার দিকে এগোল।
"
"His uncle worked there.
","আমার আঙ্কেল চাকরি করে ওখানে।
"
"How are you? - I'm good, uncle.
","- ভালো আছি চাচা, আপনি কেমন আছেন?
"
"I am a good uncle.
","আমিঃহুম চাচা ভালো।
"
"I am a husband, son, brother and uncle.
","পুত্র, ভাই, চাচা এবং ভগ্নিপতি হওয়া আমার সমস্ত বিষয়।
"
"I am a uncle.
","আমি একটা আঙ্কল।
"
"I am also an uncle.
","আমিও চাচা।
"
"I am an uncle as well.
","আমিও চাচা।
"
"I am an uncle for the first time.
","আমি নাকি চাচা হয়েছি, এই প্রথম।
"
"I am an uncle too.
","আমিও চাচা।
"
"I am an uncle.
","আমি একটা আঙ্কল।
"
"I am going to call my uncle.
","চাচীকে ডাকতে আসছি আমি।
"
"I am going to phone my uncle.
","চাচীকে ডাকতে আসছি আমি।
"
"I am pretty sad about my uncle's death.
","চাচার মৃত্যুতে আমি গভীরভাবে শোকাহত।
"
"I am proud you are my uncle.
","গর্ব হয় আপনি আমার চাচা।
"
"I am sorry about uncle.
","চাচীর হয়ে আমি ক্ষমা চাইছি।
"
"I am sure that many people wanted to take away this power, whether it be his uncle or someone else.
","আমি নিশ্চিত যে অনেকেই এই ক্ষমতা কেড়ে নিতে চেয়েছিলো, সেটা তার চাচা বা অন্য কেউ হতে পারে।
"
"I am telling you as your uncle.
","তোমার চাচা হিসেবে কথাটা আমিই বলি।
"
"I am that uncle.
","ঐ চাচাকে আমি
"
"I am very proud that you are my uncle.
","গর্ব হয় আপনি আমার চাচা।
"
"I am very sorry about the death of your uncle.
","চাচার মৃত্যুতে আমি গভীরভাবে শোকাহত।
"
"I am waiting for my uncle.
","আমার মাচো জন্য অপেক্ষা করা হচ্ছে.
"
"I am working at my uncles shop.
","এরপর চাচাতো ভাইয়ের দোকানে কাজ করছি।
"
"I am your uncle, your father's brother.
","আমি তোমার চাচ্চু, তোমার আব্বার আপন ছোট ভাই।
"
"I am your uncle, your father's only brother.
","আমি তোমার চাচ্চু, তোমার আব্বার আপন ছোট ভাই।
"
"I am your uncle.
","আমিঃ আমি তোমার চাচ্চু।
"
"I and my uncle.
","আমি আর চাচা।
"
"I apologize for my uncle.
","চাচীর হয়ে আমি ক্ষমা চাইছি।
"
"I asked the uncle.
","চাচার কাছে জানতে চাইলাম।
"
"I be your uncle.
","আমিঃ আমি তোমার চাচ্চু।
"
"I call my uncle.
","তোর চাচাকে ফোন করি।
"
"I call them all my uncles.
","আমিঃহুম সবাইকে ডাকুন চাচা।
"
"I call you my uncle.
","আপনাকে আমি চাচ্চু বলে ডাকবো।
"
"I called him as uncle.
","আমি তাকে অ্যাঙ্কেল বলে ডাকতাম।
"
"I can't say, uncle.
","বলতে পারলাম না চাচা।
"
"I could feel my uncle's presence.
","আমি চাচীর অস্তিত্ব অনুভব করতে পারি।
"
"I could not look at my uncle.
","আমি তো চাচার দিকে তাকাতেই পারছিলাম না।
"
"I did not know when uncle came in the room.
","আমার শ্বাশুড়ি কখন রুমে ঢুকেছিলো জানিনা।
"
"I did nothing, uncle.
","- আরে চাচা আমি কিছু করিনি।
"
"I didn't kill him, uncle.
","ধরতে যাইনি ওকে, চাচা।
"
"I didn't know he's your uncle.
","""""""আমি জানতাম না যে ও তোমার ভাতিজা।""
"
"I didn't know there was an uncle.
","আমি জানতাম না আংকেল নেই।
"
"I do know your uncle.
","তোর চাচীর লগে আমি বুঝছি।
"
"I don't blame my uncle.
","চাচী আমি কোনো দোষ করি নাই।
"
"I don't even have an uncle.
","আমারতো কোনো চাচা নেই।
"
"I don't even have any uncles.
","আমারতো কোনো চাচা নেই।
"
"I don't have uncles or aunts.
","আমার সতিন নাই বা হতি ।
"
"I don't like that uncle.
","~ আব্বু আমার ঐ আংকেলকে ভালো লাগেনা।
"
"I don't understand u uncle.
","- চাচাজি বুঝতেছি না।
"
"I feel that he's the best uncle ever.
","আমি অনুভব করি যে তিনি এখনকার সেরা চাচা।
"
"I got an uncle.
","আমার এক চাচা আছেন।
"
"I grew up with uncle.
","চাচাদের আদরে বড় হয়েছি।
"
"I had an uncle working there.
","আমার আঙ্কেল চাকরি করে ওখানে।
"
"I had been advised this blog with my uncle.
","আমি আমার চাচাতো ভাই এই ব্লগ প্রস্তাব করা হয়েছিল।
"
"I had been advised this web site via the uncle.
","আমি আমার চাচাতো ভাই এই ওয়েব সাইট পরামর্শ দেওয়া হয়েছিল।
"
"I had been advised this website by means of my uncle.
","আমি আমার চাচাতো ভাই এই ওয়েব সাইট পরামর্শ দেওয়া হয়েছিল।
"
"I had been advised this website by my uncle.
","আমি আমার চাচাতো ভাই এই ওয়েব সাইট পরামর্শ দেওয়া হয়েছিল।
"
"I had been advised this website by the uncle.
","আমি আমার চাচাতো ভাই এই ওয়েব সাইট পরামর্শ দেওয়া হয়েছিল।
"
"I had been advised this website by way of the uncle.
","আমি আমার চাচাতো ভাই এই ওয়েব সাইট পরামর্শ দেওয়া হয়েছিল।
"
"I had been proposed this web site by means of my uncle.
","আমি আমার চাচাতো ভাই এই ওয়েব সাইট পরামর্শ দেওয়া হয়েছিল।
"
"I had been recommended this web site by means of my uncle.
","আমি আমার চাচাতো ভাই এই ওয়েব সাইট পরামর্শ দেওয়া হয়েছিল।
"
"I had been suggested this site by my uncle.
","আমি আমার চাচাতো ভাই এই ওয়েব সাইট পরামর্শ দেওয়া হয়েছিল।
"
