eng_Latn,ben_Beng
"He gets it from his grandfather.
","ওটা ওর দাদার থেকে পেয়েছে।
"
"He had it from his grandfather.
","ওটা ওর দাদার থেকে পেয়েছে।
"
"He has spent several years in different jails for supporting the resistance movement of Kashmir and being a member of the pro-resistance political group, Hurriyat Conference, headed by my grandfather, Syed Ali Shah Geelani.
","তিনি কাশ্মীরের প্রতিরোধ আন্দোলনকে সমর্থন করার জন্য এবং আমার দাদা সৈয়দ আলী শাহ গিলানির নেতৃত্বে প্রতিরোধপন্থী রাজনৈতিক দল হুরিয়াত কনফারেন্সের সদস্য হওয়ার জন্য বেশ কয়েক বছর বিভিন্ন জেলে কাটিয়েছেন।
"
"He is afraid of his grandfather.
","ও দাদা ভয় লাগে।
"
"He is called the grandfather of Indian cinema.
","তাকে বলা হয় ভারতীয় সিনেমার জনক।
"
"He is everyone's grandfather.
","তিনি সবার দাদা।
"
"He is known as the grandfather of the modern computer.
","তিনি আধুনিক কম্পিউটারের জনক হিসেবে খ্যাত।
"
"He is my grandfather, my dad's father.
","সে আমার পিতৃশত্রু, আমার পিতার রাজ্যচোর।
"
"He is not afraid of grandfather, even.
","দাদাকে খুব বেশি ভয় পায় না সে।
"
"He is not my grandfather.
","সে কেও নয় আমার শ্বশুর ..
"
"He is now the grandfather of six children.
","এখন তিনি ছয় সন্তানের বাবা।
"
"He is our great grandfather.
","ও আমাদের সবার বড় দাদা।
"
"He is really the grandfather.
","সে সত্যি দাদা।
"
"He is second in the line of succession to the throne of Luxembourg which is currently headed by his grandfather the Grand Duke Henri.
","লাক্সেমবার্গের সিংহাসনে উত্তরাধিকারসূত্রে তিনি দ্বিতীয় স্থানে রয়েছেন যা বর্তমানে তাঁর দাদা গ্র্যান্ড ডিউক হেনরির নেতৃত্বে রয়েছে।
"
"He is the grandfather of Gwen and Ben.
","বেন এবং গোয়েন এর দাদা।
"
"He is the third in line to the throne just after his father Prince William and grandfather Prince Charles.
","দাদা প্রিন্স চার্লস এবং বাবা প্রিন্স উইলিয়ামের পর সে রাজপরিবারের তৃতীয় উত্তরাধিকারী।
"
"He is the third in the line to the throne after his grandfather Prince Charles and Prince William.
","দাদা প্রিন্স চার্লস এবং বাবা প্রিন্স উইলিয়ামের পর সে রাজপরিবারের তৃতীয় উত্তরাধিকারী।
"
"He is the third-in-line to the British throne after his grandfather Prince Charles and father Prince William.
","দাদা প্রিন্স চার্লস এবং বাবা প্রিন্স উইলিয়ামের পর সে রাজপরিবারের তৃতীয় উত্তরাধিকারী।
"
"He is third in line to rule Britain after his grandfather, Prince Charles and William.
","দাদা প্রিন্স চার্লস এবং বাবা প্রিন্স উইলিয়ামের পর সে রাজপরিবারের তৃতীয় উত্তরাধিকারী।
"
"He isn't her grandfather.
","সে তার দাদা না।
"
"He looked like my grandfather.
","উনি আমার দাদার মত ছিলেন।
"
"He looks like her grandfather.
","দেখতে অনেকটা তার দাদার মতন।
"
"He looks like his grandfather.
","দেখতে অনেকটা তার দাদার মতন।
"
"He might be a father, son, husband, or grandfather.
","ও তো আমার পিতা, পুত্র, প্রেমিক, বড়ো দাদাও হতে পারত।
"
"He never met his grandfather.
","দাদার সঙ্গে তার দেখাসাক্ষাৎ হয় না।
"
"He now lives in his grandfather's house.
","এখন সে তার দাদির বাড়িতে থাকে।
"
"He said that his grandfather had
","বাবা বলতেন, দাদারও ছিল
"
"He sat on the sofa next to his grandfather.
","ছোটমা বড়মার পাশে সোফায় বসলো।
"
"He wanted to see his grandfather.
","উনি নাতিকে দেখতে চেয়েছেন।
"
"He was 14 when his grandfather died.
","দাদাকে যখন হত্যা করা হয়, তখন তার বয়স ছিল ১৪ বছর।
"
"He was a good friend, brother, father and grandfather.
","একাধারে তিনি ছিলেন একজন ভাল স্বামী, ভাই, বাবা এবং দাদা।
"
"He was a good grandfather.
","বড় ভালো মানুষ ছিল দাদা।
"
"He was a good husband, father, brother and grandfather.
","একাধারে তিনি ছিলেন একজন ভাল স্বামী, ভাই, বাবা এবং দাদা।
"
"He was a grandfather, too.
","সে দাদার ও ছিল।
"
"He was a great husband, father, grandfather and brother.
","সে ছিল একজন অসাধারণ বাবা, স্বামী, ভাই ও দাদা।
"
"He was a great husband, father, grandfather, and brother.
","সে ছিল একজন অসাধারণ বাবা, স্বামী, ভাই ও দাদা।
"
"He was a terrific husband, father, grandfather and brother.
","সে ছিল একজন অসাধারণ বাবা, স্বামী, ভাই ও দাদা।
"
"He was a wonderful husband, father, brother, and grandfather.
","সে ছিল একজন অসাধারণ বাবা, স্বামী, ভাই ও দাদা।
"
"He was also a grandfather.
","সে দাদার ও ছিল।
"
"He was also the grandfather of philosopher Bertrand Russell.
","তিনি বিখ্যাত দার্শনিক বার্ট্রান্ড রাসেলের গডফাদার ছিলেন।
"
"He was buried next to his father, grandfather and uncle.
","তাকে বাবা,দাদা ও বড়দাদার পাশেই দাফন করা হয়।
"
"He was buried with his father and grandfather and brother.
","তাকে বাবা,দাদা ও বড়দাদার পাশেই দাফন করা হয়।
"
"He was everyone's grandfather.
","তিনি ছিলেন সবার দাদা
"
"He was friends with my grandfather.
","আমার দাদার সঙ্গে একসময় বন্ধুতা ছিল ওর।
"
"He was grandfather to everyone.
","তিনি ছিলেন সকলের জন্যে পিতৃতুল্য।
"
"He was grandfather.
","সে দাদার ও ছিল।
"
"He was like my grandfather.
","উনি আমার দাদার মত ছিলেন।
"
"He was raised by his grandfather and mother.
","মা এবং নানার তত্ত্বাবধানে তিনি বড় হন।
"
"He was raised by his grandfather since.
","এর পর থেকে দাদা প্রতিপালন করেন।
"
"He was sitting in his grandfather's chair.
","দাদাভাই - এর ষ্টাডিতে বসেছিলো ও।
"
"He was the grandfather of Jacqueline Kennedy Onassis, born Jacqueline Lee Bouvier.
","তিনি জ্যাকলিন কেনেডি ওনাসিসের দাদা, জন্মগ্রহণকারী জ্যাকলিন লি বুভিয়ার।
"
"He was the grandfather of Jacqueline Kennedy Onassis, born Jacqueline Lee Bouvier.Mr.
","তিনি জ্যাকলিন কেনেডি ওনাসিসের দাদা, জন্মগ্রহণকারী জ্যাকলিন লি বুভিয়ার।
"
"He was the grandfather of Sultan.
","তিনি সম্পর্কে সুলতানের চাচা হন।
"
"He was the grandfather of actor Neil Nitin Mukesh.
","প্রথম বাবা হলেন অভিনেতা নীল নীতিন মুকেশ।
"
"He went to his grandfather's house.
","সে চলে এলো তার দাদির ঘরে।
"
"He'd taken the name in memory of his grandfather.
","নিজের দাদার কথা স্মর'ণে রেখেই এমন নামকরণ করেছিলেন তিনি।
"
"He's a grandfather again!
","উনি আবার বড় দাতা হাতেমতাই!
"
"He's a son, a brother, a father, an uncle, and sometimes even a grandfather.
","কখনো সে সন্তান, কখনো ভাই, কখনো স্বামী, আবার একসময় সে বাবা।
"
"He's a son, a father, an uncle, and sometimes even a grandfather.
","কখনো সে সন্তান, কখনো ভাই, কখনো স্বামী, আবার একসময় সে বাবা।
"
"He's going to be a grandfather!
","তিনি দাদা হতে চলেছেন!
"
"He's just like my grandfather.
","ও আমার দাদার মত।
"
"He's like everyone's favorite grandfather.
","সকলের প্রিয় দাদা তিনি।
"
"He's like my grandfather .
","ও আমার দাদার মত।
"
"He's my grandfather?
","আমার দাদা হন তিনি?
"
"He's your grandfather.
","আপনার দাদা তিনি।
"
"Heidi's grandfather at first resents her arrival, but the young girl penetrates his gruff exterior and she has a delightful stay with him and her best friend Peter, the goat-herder.
","তিনি প্রথম এ Heidi এর আগমনের resents, কিন্তু মেয়ে তার কঠোর বহি এবং পশা পরবর্তীকালে একটি তাকে এবং তার সবচেয়ে ভালো বন্ধু, তরুণ পিটার সঙ্গে আনন্দদায়ক থাকার ব্যবস্থাপনা আছে ছাগল-পশুপালক.
"
"Her father and her grandfather have been arrested.
","তার মা ও দিদিমাকে আটক করা হয়েছে।
"
"Her grandfather Azmat Ali migrated to the United Kingdom way back in 1964.
","তার দাদা আজমত আলী যুক্তরাজ্যে আসেন ১৯৬৪ সালে।
"
"Her grandfather Mansoor Ali Khan was a cricketer.
","পিতা মনসুর আলী খান পতৌদি ছিলেন ক্রিকেটার।
"
"Her grandfather came from Switzerland.
","ওর মামা সুইজারল্যান্ড থেকে এনেছে।
"
"Her grandfather can't.
","তোমার দাদা পারেনা।
"
"Her grandfather didn't understand.
","বড়মা বুঝতে পারেনি।
"
"Her grandfather died two years ago.
","ওর দাদা নাকি মরে গেছে দু'বছর আগেই।
"
"Her grandfather died when she was in third grade.
","তৃতীয় শ্রেণিতে পড়ার সময় মৃত্যু হয় বাবার।
"
"Her grandfather had closed the door.
","দাদী দরজা বন্ধ করে দিয়েছেন।
"
"Her grandfather had immigrated from Italy.
","তার দাদার পরিবার ইতালি থেকে অভিবাসিত হয়ে এসেছেন।
"
"Her grandfather had never said.
","দাদীজান কক্ষণো বলতো না।
"
"Her grandfather had served in World War II.
","তার দাদা যোগ দিয়েছিলেন দ্বিতীয় বিশ্বযুদ্ধে।
"
"Her grandfather immigrated from Italy.
","তার দাদার পরিবার ইতালি থেকে অভিবাসিত হয়ে এসেছেন।
"
"Her grandfather is a freedom fighter.
","তার দাদা একজন মুক্তিযোদ্ধা।
"
"Her grandfather joined the Army during World War II.
","তার দাদা যোগ দিয়েছিলেন দ্বিতীয় বিশ্বযুদ্ধে।
"
"Her grandfather served in World War II.
","তার দাদা যোগ দিয়েছিলেন দ্বিতীয় বিশ্বযুদ্ধে।
"
"Her grandfather was Chief of Police at the time.
","তার স্বামী সেই সময় পুলিশ সুপার ছিলেন।
"
"Her grandfather was a freedom fighter.
","তার দাদা ছিলেন মুক্তিযোদ্ধা।
"
"Her grandfather was a mathematics teacher Mohammed Ahsan and her grandmother was a teacher of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather was a mathematics teacher Mohammed Ahsan and her grandmother was a teacher of English literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather was a mathematics teacher Mohammed Ahsan and his grandmother was a teacher of English literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather was also at the house.
","সেই সময় তার নাতিও বাড়িতে ছিল।
"
"Her grandfather was an Army Officer.
","দাদা আর্মি অফিসার ছিলেন।
"
"Her grandfather was killed.
","দাদাকে হত্যা করা হয়েছে।
"
"Her grandfather was once president of the university.
","আমার পিতৃদেব একদা অত্র বিশ্ববিদ্যালয়ের উপাধ্যক্ষ ছিলেন।
"
"Her grandfather was once very ill.
","আমার দাদাভাই একবার খুব অসুস্থ হয়ে গেলেন।
"
"Her grandfather was with her.
","সঙ্গে ছিল তার দিদি।
"
"Her grandfather, Mohammed Ahsan was a Mathematics professor and her grandmother was an English Literature professor.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan was a professor of Mathematics and her grandmother was a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a Mathematics professor, and her grandmother was an English Literature professor.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a professor of Mathematics and her grandmother was also a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a professor of Mathematics, and her grandmother was a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a professor of mathematics, and her grandmother was a professor of English Literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her grandfather, Mohammed Ahsan, was a professor of mathematics, and her grandmother was a professor of English literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"Her mother, her father and her grandfather were all crying.
","আমার বাবা-মা, ওর মামা মামিরা সবাই অনেক কান্নাঁ করছিলো।
"
"Here is my grandfather.
","এখানে আমার দাদাবাড়ি।
"
"His father and grandfather are dead.
","বাবা ও বড় ভাই মারা গেছেন।
"
"His father and grandfather had been admirals in the United states Navy.
","তার বাবা ও দাদা মার্কিন নৌবাহিনীর অ্যাডমিরাল ছিলেন।
"
"His father and grandfather had worked in the same facility.
","আমা'র বাবা আর ওর বাবা একই অ'ফিসে চাকরি করত।
"
"His father and grandfather said it, too.
","বড়দা ও বৌদিও তাই বলল।
"
"His father and grandfather were U.S. Marines.
","তার বাবা ও দাদা মার্কিন নৌবাহিনীর অ্যাডমিরাল ছিলেন।
"
"His father and grandfather were U.S. Navy admirals.
","তার বাবা ও দাদা মার্কিন নৌবাহিনীর অ্যাডমিরাল ছিলেন।
"
"His father and grandfather were US Navy admirals.
","তার বাবা ও দাদা মার্কিন নৌবাহিনীর অ্যাডমিরাল ছিলেন।
"
"His father and grandfather were admirals in the U.S. Navy.
","তার বাবা ও দাদা মার্কিন নৌবাহিনীর অ্যাডমিরাল ছিলেন।
"
"His father and grandfather were admirals in the US Navy.
","তার বাবা ও দাদা মার্কিন নৌবাহিনীর অ্যাডমিরাল ছিলেন।
"
"His father and grandfather were admirals in the United States Navy.
","তার বাবা ও দাদা মার্কিন নৌবাহিনীর অ্যাডমিরাল ছিলেন।
"
"His father and grandfather were also painters.
","পিতামহ এবং পিতা এছাড়াও পেইন্টার হয়।
"
"His father and grandfather were judges.
","- তাঁর পিতা ও দাদাও প্রধান বিচারপতি ছিলেন।
"
"His father is the only son of my grandfather.
","বাবা আমার দাদািালনর একমাত্র সন্তান।
"
"His grandfather Sheikh Abdur Rahim (1859-1931) was a writer and journalist.
","শেখ আব্দুর রহিম (১৮৫৯-১৯৩১), একজন বাঙ্গালি লেখক ও সাংবাদিক ছিলেন।
"
"His grandfather and cousin were also murdered.
","তার পিতা ও বড়ভাইকেও হত্যা করা হয়েছে।
"
"His grandfather and father are arrested.
","বাবা ও দাদাকে গ্রেফতার করা হয়েছে।
"
"His grandfather and father are attorneys.
","তার বাবা এবং ভাইও আইনজীবী।
"
"His grandfather and father came from Burma and settled down in Nepal in 70s.
","তার পিতা গত শতাব্দীর সত্তর দশকে বার্মা থেকে নেপালে এসে বসতি স্থাপন করেন।
"
"His grandfather and father were both U.S. Navy Admirals.
","তার বাবা ও দাদা মার্কিন নৌবাহিনীর অ্যাডমিরাল ছিলেন।
"
"His grandfather and uncle cared for him, providing him with an education.
","বাবা এবং চাচী তার দেখাশোনা ও পড়ালেখার দেখভাল করেন।
"
"His grandfather asked where he'd gone.
","বাবা জিজ্ঞেস করল কোথায় যাবে দাদাই।
"
"His grandfather died in July 2014 during the World Cup.
","১৯৯৯ সালের বিশ্বকাপের সময় তাঁর বাবা মারা গিয়েছিলেন।
"
"His grandfather died in July 2014, during the World Cup.
","১৯৯৯ সালের বিশ্বকাপের সময় তাঁর বাবা মারা গিয়েছিলেন।
"
"His grandfather died two years ago.
","ওর দাদা নাকি মরে গেছে দু'বছর আগেই।
"
"His grandfather founded the madrassa 60 years ago.
","ছয় বছর আগে তিনিই ওই মাদ্রাসা প্রতিষ্ঠা করেন।
"
"His grandfather gave him.
","তার শ্বশুর তাকে দিয়েছে।
"
"His grandfather had always taught him to be honest and to tell the truth.
","বাবা সব সময় সত্য বলতে ও বিনয়ী থাকতে শিখিয়েছেন।
"
"His grandfather had done something like that?
","নিজের ভাইই এমন ঘৃণিত কাজ করেছে?
"
"His grandfather had four wives.
","তার দাদার তো চারটা বউ রয়েছে।
"
"His grandfather had his own opinion.
","দাদা জানালেন নিজের মতামত।
"
"His grandfather had merely grunted.
","দাদা শুধু জাঙ্গিয়া পড়ে ছিল।
"
"His grandfather had never really liked his son.
","আব্বু কোনদিনও তার এই পঙ্গু সন্তানটিকে অল্পও ভালবাসতে পারেননি।
"
"His grandfather had one.
","দাদা একটা আছে।
"
"His grandfather had prostate cancer.
","আমার দাদার প্রোস্টেট ক্যান্সার ছিল।
"
"His grandfather is missing.
","দাদাভাই নিখোঁজ রয়ে গেলেন।
"
"His grandfather is unknown.
","তাঁর বংশধর অজানা।
"
"His grandfather owned the hotel.
","হোটেলটির মালিক তার শ্বশুর।
"
"His grandfather purchased the land more than 100 years ago.
","বাবার জমি বেচে দিয়েছিলেন অর্ধ শতক আগে।
"
"His grandfather sat in the chair.
","বড়বাবু চেয়ারটেনে বসলেন।
"
"His grandfather served in World War II.
","তার দাদা যোগ দিয়েছিলেন দ্বিতীয় বিশ্বযুদ্ধে।
"
"His grandfather taught him how to play.
","ওর দাদা ওকে জোকগুলো শিখিয়েছে ।
"
"His grandfather told him about the problem.
","কুন্ঠিতভাবেই বাবা তাঁকে সমস্যার কথা বললেন।
"
"His grandfather wanted to kill him.
","তার চাচা তাকে মারতে চেয়েছে।
"
"His grandfather was Henry Ford.
","আমার যে ছেলে, তার বাবা হচ্ছে হেনরি ফোর্ড।
"
"His grandfather was Winston Churchill and his father and brother were also Tory MPs.
","তাঁর দাদা ছিলেন উইনস্টন চার্চিল এবং তাঁর বাবা এবং ভাইও টরি এমপি ছিলেন।
"
"His grandfather was a captain in the Indian army.
","আসলে আমার দাদাই ছিলেন ভারতীয় সেনাবাহিনীতে অধিনায়ক।
"
"His grandfather was a founding leader of the church.
","তার দাদাই ছিলেন এই চার্চের প্রতিষ্ঠাতা।
"
"His grandfather was a member of the British parliament.
","তার বাবা ছিলেন ব্রিটিশ সংসদের একজন পিয়ন।
"
"His grandfather was a personal physician to King Abdulaziz Al Saud, the founder of Saudi Arabia.
","তার দাদা ছিলেন সৌদি রাজতন্ত্রের প্রতিষ্ঠাতা আবদুল আজিজ আল সৌদের ব্যক্তিগত চিকিৎসক।
"
"His grandfather was born Christian and converted to Islam.
","অষ্ট্রেলিয়ান এ পিতা ধর্মান্তরিত হন এবং ইসলাম ধর্ম গ্রহণ করেন।
"
"His grandfather was deported.
","তার দাদাকে কুয়োয় ফেলে দেওয়া হয়।
"
"His grandfather was hanged.
","তার দাদাকে কুয়োয় ফেলে দেওয়া হয়।
"
"His grandfather was his role model.
","বাবা ছিল ওদের রোল মডেল।
"
"His grandfather was home at the time.
","সেই সময় তার নাতিও বাড়িতে ছিল।
"
"His grandfather was killed.
","দাদাকে হত্যা করা হয়েছে।
"
"His grandfather was married three times.
","আমার আব্বা তিনবার বিয়ে করেছেন।
"
"His grandfather was murdered.
","দাদাকে হত্যা করা হয়েছে।
"
"His grandfather was right.
","দাদাভাই ঠিকই বলেছে।
"
"His grandfather was the 7th Duke of Marlborough.
","তার বাবা জন ছিলেন মার্লবরোর ১১তম ডিউক।
"
"His grandfather was the personal physician to King Abdulaziz Al-Saud, the founder of the Kingdom of Saudi Arabia.
","তার দাদা ছিলেন সৌদি রাজতন্ত্রের প্রতিষ্ঠাতা আবদুল আজিজ আল সৌদের ব্যক্তিগত চিকিৎসক।
"
"His grandfather was the... read more
","তাঁর বাবা ছিলেন... Read more
"
"His grandfather's advice
","দাদার পরামর্শ
"
"His grandfather's face was very red.
","দাদার মুখ একটু লালচে হল।
"
"His grandfather's health is getting better.
","দাদার অবস্থা ভাল হয়ে আসছে।
"
"His grandfather's name is Abraham.
","তার বাবার নাম ইব্রাহিম।
"
"His grandfather's name was Abraham.
","তার বাবার নাম ইব্রাহিম।
"
"His grandfather's name?
","তার দাদার নাম?
"
"His grandfather, Mohammad Ahsan, was a mathematics professor, and his grandmother was a professor of English literature.
","তার পিতামহ মোহাম্মদ আহসান গণিত বিভাগের অধ্যাপক এবং তার নানী ইংরেজি সাহিত্যের অধ্যাপক ছিলেন।
"
"His grandfather, U Thant, was secretary-general of the United Nations from 1961 to 1971.
","১৯৬১ থেকে ১৯৭১ পর্যন্ত জাতিসংঘের মহাসচিব ছিলেন উ থান্ট।
"
"His grandfather, his father, his uncle all played for Georgia, Georgia football is in his blood.
","তাঁর দাদা, তাঁর বাবা, চাচা সবাই জর্জিয়ার হয়ে খেলেছেন, জর্জিয়ার ফুটবল তাঁর রক্তে রয়েছে।
"
"His great grandfather was John Abbott, the third prime minister of Canada.
","তিনি কানাডার তৃতীয় প্রধানমন্ত্রী জন অ্যাবটের নাতি ছিলেন।
"
"His great grandfather was a graduate of Harvard Business School whereas his grandfather graduated from Stanford University.
","তাঁর বড় দাদা হার্ভার্ড বিজনেস স্কুলের স্নাতক এবং তাঁর দাদা স্ট্যানফোর্ড বিশ্ববিদ্যালয় থেকে স্নাতক ডিগ্রি অর্জন করেছিলেন।
"
"His great-grandfather is a graduate of Harvard Business School while his grandfather graduated from Stanford University.
","তাঁর বড় দাদা হার্ভার্ড বিজনেস স্কুলের স্নাতক এবং তাঁর দাদা স্ট্যানফোর্ড বিশ্ববিদ্যালয় থেকে স্নাতক ডিগ্রি অর্জন করেছিলেন।
"
"His mother at the age of 8 and father, grandmother, grandfather.
","তার ১৮ বছরের বাবা, মা, ভাই, বোন।
"
"His names were chosen as a tribute to her and Mr Johnson's grandfathers as well as two doctors who treated the prime minister when he was in hospital with coronavirus.
","নামগুলি তাদের পিতামহ এবং দুজন চিকিৎসকের প্রতি শ্রদ্ধা জানিয়ে যাঁরা মিঃ জনসনকে করোনাভাইরাস নিয়ে হাসপাতালে থাকাকালীন চিকিত্সা করেছিলেন।
"
"His paternal grandfather Eramus Darwin was one of the leading intellectuals of the 18th century.
","যার পিতামহ Erasmus Darwin ছিলেন তৎকালীন ইংল্যান্ডের অর্থাৎ আটারোশ শতাব্দীর অন্যতম একজন নেতৃস্থানীয় বুদ্ধিজীবি ।
"
"His paternal grandfather Ustad Abdul Latif Khan was a Padma Shri Award winner.
","তার বাবা আবদুল লতিফ খান ছিলেন ভারত সরকার কর্তৃক পদ্মশ্রী বিজয়ী।
"
"His paternal grandfather, Andrew Pollock, who played for Orange Free State, was born in Edinburgh.
","তার দাদা অ্যান্ড্রু পোলক অরেঞ্জ ফ্রি স্টেট দলের পক্ষ হয়ে খেলেছেন এবং তার জন্ম হয়েছিল এডিনবরায়।
"
"His paternal grandfather, Andrew Pollock, who played for Orange Free State, was born in Edinburgh[16].
","তার দাদা অ্যান্ড্রু পোলক অরেঞ্জ ফ্রি স্টেট দলের পক্ষ হয়ে খেলেছেন এবং তার জন্ম হয়েছিল এডিনবরায়।
"
"His relationship with his grandfather was very close.
","বাবার সঙ্গে ৭১ এর সম্পৃক্ততা অত্যন্ত নিবিড় ছিলো।
"
"His son is like his grandfather.
","ববিদা তার দাদার মতো।
"
"How do you know her grandfather's name?
","কি ব্যাপার দাদা এ নাম জানল কি করে?
"
"How old is your father and grandfather?.
","আপনার বাবা-মা এবং দাদা-দাদির বয়স কত?
"
"How to write a response from Frost's grandfather?
","কিভাবে ফ্রস্ট এর দাদা থেকে একটি প্রতিক্রিয়া লিখতে হবে?
"
"I agree with the grandfather.
","আমিও দাদার সঙ্গে একমত ।
"
"I always considered him as my grandfather.
","তাঁকে চিরকালই নিজের বড়ভাই বলে মানতাম।
"
"I am a grandfather too.
","আমিও তাই দাদা।
"
"I am a grandfather, too.
","আমিও তাই দাদা।
"
"I am a very happy grandfather.
","আমি সত্যি খুব আনন্দিত দাদা ।
"
"I am a very proud grandfather now.
","আমি এবার একজন গর্বিত দাদা'।
"
"I am not like your grandfather.
","আমি তো তাঁর মতো না দাদিমা।
"
"I am now a proud grandfather.
","আমি এবার একজন গর্বিত দাদা'।
"
"I am proud of you my grandfather.
","তোমাকে নিয়ে আমার খুবই গর্ব হচ্ছে দাদী।
"
"I am thanking the grandfather.
","আমি দাদার কাছে কৃতজ্ঞ।
"
"I am the father of this world, the mother, the grandfather and the upholder.
","-আমিই জগতের পিতা, মাতা, বিধাতা এবং পিতামহ।
"
"I am the great grandfather.
","আমি কৃতার্থ দাদাভাই।
"
"I am trying to find my grandfathers book.
","খেকু দাদা বই এর খোঁজ আমিও করছি।
"
"I am trying to help out my grandfather.
","আমি চেষ্টা করছি দাই দাদির কাজে সাহায্য করতে।
"
"I apologize to your grandfather.
","আমি তোমার চাচ্চুর কাছে ক্ষমা চাইবো।
"
"I asked grandfather...
","নানার কথা জিজ্ঞেস করতাম -
"
"I asked my grandfather why.
","আমি জিগ্যেস করলাম কেন দাদা?
"
"I asked the grandfather.
","দাদাকে জিজ্ঞেস করলাম।
"
"I did it with my grandfather.
","সেটা দাদার সাথে করেছি।
"
"I did not find my grandfather there.
","সেখানে আমার ভাতিজিকে পাইনি।
"
"I did with my grandfather.
","সেটা দাদার সাথে করেছি।
"
"I didn't know either of my grandfathers.
","আমি ওদের কাউকে চিনতি পারিনি দাদাভাই।
"
"I didn't know my grandfather that ...
","কিন্তু দাদার আলচনাটা তো জানলাম না...
"
"I do not get along with my grandfather.
","আমি দাদার সঙ্গে যোব না।
"
"I do not understand it, grandfather.
","আমি কিন্তু বুঝেও বুঝি নাই, দাদা।
"
"I don't even talk with my grandfather.
","আমি আমার বড় ভাইয়ের সঙ্গেও কথা বলি না।
"
"I don't have a dad and no grandfather.
","বাবা নেই, দাদা নেই।
"
"I don't have anyone, grandfather.
","কেউ তো নেই দাদাবাবু।
"
"I don't know her father's name, but her grandfather
","নামটা জানি না তার,শুধু দাদা বলেই ডাকি,
"
"I don't know what your grandfather will say,
","জানি না দাদা যা বলবে তাই হবে।
"
"I don't know why grandfather doesn't like me.
","কেনো জানি না আব্বা আমাকে পছন্দ করতেন না।
"
"I don't know your grandfather.
","আমাকে দাদাভাইকে চিনতেই পারছে না।
"
"I don't think my grandfather
","আমিতো ভাবছিনা দাদা কল্পনা করছি
"
"I don't wanna die like my grandfather did
","মৃত্যু হতে চাই না দাদা নানার মতো
"
"I dreamt of my grandfather last night.
","কাল রাতে তোর বড়ভাইকে স্বপ্নে দেখলাম।
"
"I feel bad for your grandfather.
","দাদার জন্য খারাপ লাগছে ।
"
"I got the grandfather.
","দাদা পেয়ে গেছি।
"
"I have I have a grandfather.
","আমার এক দাদা আছে।
"
"I have a book of my grandfather's.
","আমার দাদার রেখে যাওয়া বইতে পেয়েছি।
"
"I have a grandfather.
","আমার এক দাদা আছে।
"
"I have been thinking about my grandfather today.
","আজকেই দাদাকে ভাবছিলাম।
"
"I have came to my grandfather's house yesterday.
","গতকাল আমি শ্বশুর বাড়ি গেছিলাম।
"
"I have my grandfather back again.
","আবার পেলাম দাদাকে।
"
"I have so much respect and admiration for his dear grandfather.
","ভীষণ ভালোলাগা আর শ্রদ্ধা রেখে গেলাম প্রিয় দাদার জন্য।
"
"I have the same problem for my grandfather.
","আমারও একই সমস্যা বিকাশ দাদা।
"
"I have the same problem with my grandfather.
","আমারও একই সমস্যা বিকাশ দাদা।
"
"I have to be taking care of my grandfather.
",". . দাদার খেয়াল আমাকে রাখতে হবে.
"
"I have to call my grandfather.
","তা বলে দাদাকে দিয়ে আমাকে ফোন করাতে হবে।
"
"I heard a story about my grandfather.
","আমার শ্বশুরের কাছে একটা গল্প শুনেছিলাম।
"
