eng_Latn,ory_Orya
"The grandmother doesn't come.
","ନାତୁଣୀ ଆସୁନି ଏବେ।
"
"The grandmother is elderly.
","ତାତ ଜନନୀ ବୃଦ୍ଧକାଳେ ।
"
"The grandmother is watching TV in the living room.
","ନାତି ଖାଇ ତାଙ୍କ ଶୋଇବାଘରେ ଟେଲିଭିଜନ୍ ଦେଖୁଛି।
"
"The grandmother looked at me.
","ନାନୀ କଣେଇ କଣେଇ ମୋ ଆଡକୁ ଦେଖୁଥିଲେ।
"
"The grandmother of the boy also died.
","ଏହି ପିଲାଟିର ବଡ ଭଉଣୀଙ୍କର ମୃତ୍ୟୁ ମଧ୍ୟ ହୋଇଗଲା।
"
"The grandmother stood up.
","ଜେଜେ ମା ଉଠିଲେ।
"
"The grandmother was waking up.
","ଜେଜେ ମା ଉଠିଲେ।
"
"The grandmother's love it too.
","ଜେଜେ ମାଆ ମଧ୍ୟ ଭାରି ଭଲ ପାଆନ୍ତି।
"
"The hands of my grandmother.
","ମୋ ନାତୁଣୀର ହାତ ଧର।
"
"The infant was with her grandmother.
","ଶିଶୁଟି ତାର ଜେଜେ ମାଙ୍କ ସହିତ ଯାଉଥିଲା ।
"
"The name his grandmother had given him.
","ଏହି ନାଁ ତାଙ୍କ ଆଣ୍ଟି ଦେଇଥିଲେ ।
"
"Then her grandmother and mother died.
","ଏହାପରେ ତାଙ୍କ ବାପା ଓ ଜେଜେ ମା'ଙ୍କ ମୃତ୍ୟୁ ହୋଇଥିଲା।
"
"There is nothing in the world more grand than a grandmother.
","ମାଆ ଠାରୁ ବଡ଼ ଦୁନିଆରେ ଆଉ କିଛି ନାହିଁ।
"
"There's the grandmother there.
","ସେଇଠି ନାତି ନାତୁଣୀ ।
"
"They are now at their grandmother's house.
","ସେମାନେ ଏବେ ନିଜ ଦାଦାଙ୍କ ଘରେ ରହୁଛନ୍ତି।
"
"This is the same village where his grandmother Indira Gandhi in 1980, his father Rajiv Gandhi in 1984 and his mother Sonia Gandhi in 2004 started and romped home to power.
","କାରଣ ଏହି ଗାଁରୁ ରାହୁଲଙ୍କ ଜେଜେ ମା ଇନ୍ଦିରା ଗାନ୍ଧି 1980ରେ, ରାଜିବ ଗାନ୍ଧି 1984ରେ ଆଉ 2004ରେ ସୋନିଆ ଗାନ୍ଧି ଏହି ନିର୍ବାଚନ ମଣ୍ଡଳିରୁ ନିର୍ବାଚନ ଅଭିଯାନ ଆରମ୍ଭ କରିଥିଲେ ।
"
"Today I am a grandmother of 6.
","ମୁଁ ଆଜି ଜଣେ ୬ ବର୍ଷୀୟ ପୁଅର ଜନନୀ।
"
"Two older sisters, mother, father and grandmother.
","ଘରେ ଦୁଇ ବଡ ଭଉଣୀ, ମାଆ ଓ ବୃଦ୍ଧ ଜେଜେ ବାପା ଓ ଜେଜେ ମାଆ ।
"
"We always went to my grandmother's house every Sunday.
","ଆମେ ସବୁ ରବିବାର ନିଜ ଜେଜେ ମା'ଙ୍କ ଘରକୁ ଯାଉ ।
"
"We used to go to my grandmother's every Sunday.
","ଆମେ ସବୁ ରବିବାର ନିଜ ଜେଜେ ମା'ଙ୍କ ଘରକୁ ଯାଉ ।
"
"We would always go to my grandmother's house on Sundays.
","ଆମେ ସବୁ ରବିବାର ନିଜ ଜେଜେ ମା'ଙ୍କ ଘରକୁ ଯାଉ ।
"
"What is your grandmother's name?
","ତୁମ ଜେଜେଙ୍କ ନାମ କ'ଣ
"
"What's your grandmother's name?
","ତୁମ ଜେଜେଙ୍କ ନାମ କ'ଣ
"
"What's your grandmothers name?
","ତୁମ ଜେଜେଙ୍କ ନାମ କ'ଣ
"
"When Isaac was three his mother remarried, and Isaac remained with his grandmother.
","ଆଇଜାକ୍ ତିନି ବର୍ଷର ହୋଇଥିବା ବେଳେ ତାଙ୍କ ମାତା ପୁନର୍ବିବାହ କଲେ ତେଣୁ ସେ ତାଙ୍କ ଜେଜେ ମା'ଙ୍କ ପାଖରେ ରହିଲେ ।
"
"When he came home, he told his grandmother all about it.
","ଘରକୁ ଆସି ତାର ଜେଜେ ମା'ଙ୍କୁ ସମସ୍ତ ଘଟଣା ସମ୍ପର୍କରେ କହିଥିଲା।
"
"Whereas, her grandmother; Sharmila Tagore was a famous actress.
","ତାଙ୍କ ମା' ଶର୍ମିଳା ଟାଗୋର କିନ୍ତୁ ଜଣେ ପ୍ରସିଦ୍ଧ ଅଭିନେତ୍ରୀ ଥିଲେ।
"
"While Soumya and his grandmother died, Reema was hospitalised with severe injuries due to the blast.
","ବିସ୍ଫୋରଣରେ ସୌମ୍ୟ ଓ ତାଙ୍କ ଜେଜେ ମାଙ୍କର ମୃତ୍ୟୁ ହୋଇଥିବା ବେଳେ ରୀମା ଗୁରୁତର ହୋଇ ଚିକିତ୍ସାଧୀନ ଥିଲେ ।
"
"grandmother doesn't know.
","ନାନୀ ବି ଜାଣି ପାରିବନି ।
"
"grandmother doesn't understand anything.
","ମାତୃତ୍ୱ କିଛି ବୁଝେନା ।
"
"grandmother in the United states.
","ନାତୁଣୀ ଆମେରିକାରେ ।
"
"grandmother in the home.
","ଘରେ ବୁଢ଼ୀ ମା' ।
"
"grandmother to the United States.
","ନାତୁଣୀ ଆମେରିକାରେ ।
"
"grandmothers (4)
","ନାତି ନାତୁଣୀମାନେ (4) ପିତାମାତା
"
"hold of my grandmother's hand.
","ମୋ ନାତୁଣୀର ହାତ ଧର।
"
"in my family I have my father, mother and grandmother.
","ମୋ ପରିବାରରେ ମୁଁ ମୋ ବାପା, ମା ଏବଂ ଦାଦା।
"
"mother, wife, mother, grandmother
","ମାଆ - ମା, ମାତା, ଜନନୀ, ଅମ୍ବା
"
"my grandmother's name
","ମାମୁଙ୍କର ନାମ
"
"the child's grandmother
","ସନ୍ତାନର ଜନନୀଟା
"
"to look for her grandmother.
","ଜେଜେଙ୍କୁ ଖୋଜିବାକୁ।
"
"wife, mother, grandmother
","ମାଆ - ମା, ମାତା, ଜନନୀ, ଅମ୍ବା
"
"A women with a mother or grandmother with ovarian cancer is considered at higher risk.
","ଯେଉଁମାନଙ୍କ ମା’ କିମ୍ବା ମାଉସୀ, ଭଉଣୀଙ୍କୁ ସ୍ତନ କକର୍ଟ ହୋଇଥାଏ, ତେବେ ତାଙ୍କ ପର ପିଢ଼ିଙ୍କଠାରେ ସ୍ତନ କର୍କଟ ହେବାର ଆଶଙ୍କା ଅଧିକ ଥାଏ।
"
"But I’m not THAT grandmother.
","କିନ୍ତୁ ମୁଁ ବୋକା ନୁହେଁ।
"
"Boy beats grandmother to death
","ସାବତ ମା’କୁ ତଣ୍ଟି ଚିପି ହତ୍ୟା କଲା ପୁଅ
"
"And there was my grandmother's house.
","ଆଉ ତାଙ୍କ ମାଉସୀଙ୍କ ଘରେ ରହିଥିଲେ।
"
"Afterward, she stayed there with her grandfather and grandmother.
","ଏହାପରେ ସେ ବଡ଼ ବୋହୂ ଓ ନାତି-ନାତୁଣୀଙ୍କ ସହ ସେହି ଘରେ ରହୁଥିଲେ।
"
"Soumya and his grandmother Jemamani were killed in the blast while Reema suffered serious burn injuries.
","ଏଥିରେ ସୌମ୍ୟଶେଖର ଓ ତାଙ୍କ ଜେଜେ ମାଆଙ୍କ ମୃତ୍ୟୁ ହୋଇଥିବା ବେଳେ ରୀମା ଗୁରୁତର ଆହତ ହୋଇଛନ୍ତି।
"
"Be it your mother, grandmother, sister, daughter, friend or wife.
","ସେ ବାପା, ମାଆ, ଭାଇଭଉଣୀ, ପିଲାଛୁଆ କି, ପତିପତ୍ନୀ ହୁଅନ୍ତୁ।
"
"Congress Vice President Rahul Gandhi paid floral tribute to his grandmother and former Indian Prime Minister Indira Gandhi on her Birth centenary.
","ଏହା ସହିତ ପୂର୍ବତନ କଂଗ୍ରେସ ସଭାପତି ରାହୁଲ ଗାନ୍ଧୀ ପୂର୍ବତନ ପ୍ରଧାନମନ୍ତ୍ରୀ ଇନ୍ଦିରା ଗାନ୍ଧୀଙ୍କୁ ତାଙ୍କ ମୃତ୍ୟୁ ବାର୍ଷିକୀରେ ଶ୍ରଦ୍ଧାଞ୍ଜଳି ଅର୍ପଣ କରିଥିଲେ ।
"
"Where is my grandmother?
","କେଡ଼େ ନିର୍ଦ୍ଦୟ ଜେଜେ ମା’?
"
"She was raised at her grandmother’s house and has also been living there.
","ସେ ସେଠାର ନିଜ ମାମୁଁ ଘରେ ପିଲାବେଳୁ ବଢ଼ିଥିଲେ ଓ ସେଠାରେ ରହିଆସୁଥିଲେ ।
"
"The victim was with her grandmother at the house.
","ପୀଡ଼ିତା ନିଜ ଜେଜେ ମା’ (ଦୁଷ୍କର୍ମକାରୀର ମା’) ସହ ଘରେ ଥିଲେ।
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","ଏହି ଘଟଣାରେ ସାମିଲ ଥିବା ମା, ବାପା ଓ ଦୁଇ ପୁଅକୁ ଅଟକ ରଖି ପଚରାଉଚରା ଜାରି ରଖିଥିବା ପୁଲିସ ସୂଚନା ଦେଇଥିଲା।
"
"He was raised at his grandmother's house.
","ମାମୁଁଘରେ ସେ ବଢିଥିଲେ ।
"
"She had gone to visit her grandmother.
","ସେ ଶ୍ୱଶୁରଘରକୁ ବୁଲିବାକୁ ଆସିଥିଲେ।
"
"Parliamentarian and actor Jaya Bachchan, also Navya's grandmother, has also criticised the comment.
","ନବ୍ୟା ନଭେଲି ନନ୍ଦାଙ୍କ ପରେ ଅଭିନେତ୍ରୀ ତଥା ସପା ସାଂସଦ ଜୟା ବଚ୍ଚନ ମଧ୍ୟ ତାଙ୍କ ବୟାନକୁ ସମାଲୋଚନା କରିଛନ୍ତି।
"
"Brothers and sisters, grandfather and grandmother.
","ବାପା ମାଆ ଆଉ ଭାଇ ଭାଉଜ,
"
"But grandmother didn't know her.
","କିନ୍ତୁ ମା’ ଜଣଙ୍କ ଏନେଇ ଜାଣିପାରିନଥିଲେ ।
"
"Taking to Twitter, he said, ""My grandmother continued to serve the country fearlessly till the last moment - her life is a source of inspiration for us.
","ଏ ନେଇ ସେ ଏକ ଟ୍ୱିଟ୍‌ ପୋଷ୍ଟ କରିଥିବା ବେଳେ ମୋ ଜେଜି ଅନ୍ତିମ ଘଡ଼ି ପର୍ଯ୍ୟନ୍ତ ନିର୍ଭୟରେ ଦେଶ ସେବାରେ ଲାଗି ରହିଥିଲେ-ତାଙ୍କର ଜୀବନ ଆମ ଲାଗି ପ୍ରେରଣାରେ ସ୍ରୋତ ବୋଲି ସେ ଉଲ୍ଲେଖ କରିଛନ୍ତି।
"
"As she says: “This land was my grandmother’s.
","କହୁଥିଲେ: ଏଟା ମୋର ଜନ୍ମଭୂମି ।
"
"Boys have sisters, mothers, aunts, and grandmothers.
","ଘରେ ବାପା, ମାଆ, ଭାଇ ଭଉଣୀ ଓ ବୋହୂ ଅଛନ୍ତି।
"
"He has a grandmother, wife and three children back home.
","ସେହି ଘରେ ତା ସ୍ତ୍ରୀ କାଞ୍ଚନ, ବୁଢ଼ୀ ମାଆ ଆଉ ପିଲା ତିନିଟି ।
"
"The mother and grandmother have been arrested.
","ଶାଶୁ-ଶ୍ୱଶୁରଙ୍କୁ ଗିରଫ କରାଯାଇଛି।
"
"""My grandmother said . . .
","” ଏନେଇ ମାଆ କହିଲା…
"
"The boy's mother, grandmother and brother also sustained injuries in the incident.
","ଛୁରାମାଡ଼ରେ ଭଉଣୀ, ଭଣଜା ଓ ପୁତୁରା ମଧ୍ୟ ଆହତ ହୋଇଛନ୍ତି।
"
