eng_Latn,ory_Orya
"Nutrition is an important key for the growth and development of the child.
","ଗେଡା ହୋଇଯିବା ଶିଶୁ ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶର ଏକ ଗୁରୁତ୍ବପୂର୍ଣ୍ଣ ସୂଚନା ।
"
"Nutrition is crucial for the physical and mental growth of a child.
","ସ୍ତନ୍ୟପାନ ଶିଶୁର ଶାରୀରିକ ଓ ମାନସିକ ବୃଦ୍ଧି ପାଇଁ ଅଧିକ ଆବଶ୍ୟକ ।
"
"Of course he wanted another child.
","ଏହା ସତ୍ତେ୍ୱ ସେ ଆଉ ଏକ ସନ୍ତାନ ମଧ୍ୟ ଚାହୁଁଥିଲେ ।
"
"Officers began searching for the child's parents.
","ପୋଲିସ ଛୁଆର ମା ବାପାଙ୍କ ସନ୍ଧାନ ଆରମ୍ଭ କରିଥିଲା ।
"
"Officers immediately tried to resuscitate the child.
","ଏହା ପରେ ଶିଶୁଟିକୁ ବଞ୍ଚାଇବା ପାଇଁ ସୁରକ୍ଷାକର୍ମିମାନେ ତୁରନ୍ତ ଚେଷ୍ଟା ଆରମ୍ଭ କରି ଦେଇଥିଲେ ।
"
"On 11 October the world celebrates world day of girl child.
","ସାରା ବିଶ୍ବ ଅକ୍ଟୋବର ୧୧ ତାରିଖକୁ ବିଶ୍ବ ଆନ୍ତର୍ଜାତିକ ବାଳିକା ଶିଶୁ ଦିବସ ରୂପେ ପାଳନ କରୁଛି ।
"
"On 30 May, the child went missing.
","ମେ ୩୦ ତାରିଖରେ ଶିଶୁଟି ନିଖୋଜ ହୋଇଯାଇଥିଲା ।
"
"On Friday, a child died.
","ଗତ ସୋମବାର ଜଣେ ଶିଶୁର ମୃତ୍ୟୁ ହୋଇଥିଲା ।
"
"On July 7, she gave birth to a child.
","ଗତ ୭ ତାରିଖରେ ସେ ଏକ ଛୁଆକୁ ଜନ୍ମ ଦେଇଥିଲେ।
"
"On May 6 this year. the couple welcomed their first child, son Archie Harrison Mountbatten-Windsor.
","୨୦୧୯ ମେ'ରେ ଏହି ଦମ୍ପତ୍ତି ନିଜର ପ୍ରଥମ ସନ୍ତାନ ଆର୍ଚ୍ଚି ହାରିସନ ମାଉଣ୍ଟବେଟେନ ୱଣ୍ଡସରକୁ ଜନ୍ମ ଦେଇଥିଲେ ।
"
"On May 6, Prince Harry and his wife Meghan Markle had their first child.
","ପ୍ରିନ୍ସ ହ୍ୟାରୀ ଓ ପତ୍ନୀ ମେଗନ ମାର୍କେଲ ମେ ମାସ 6 ତାରିଖରେ ଏକ ପୁତ୍ର ସନ୍ତାନ ଜନ୍ମ ଦେଇଛନ୍ତି ।
"
"On October 11, 2016, Emma Watson, United Nations Women's Empowerment Ambassador, called on countries and families around the world to end child marriage.
","୧୧ ଅକ୍ଟୋବର ୨୦୧୬ରେ ସଂଯୁକ୍ତ ରାଷ୍ଟ୍ର ମହିଳାର ସଦଭାବନା ରାଜଦୂତ ଏମ୍ମା ୱାଟସନ ପୁରା ବିଶ୍ୱରେ ଏବଂ ସମସ୍ତ ପରିବାରରେ ବାଲ୍ୟବିବାହ ଶେଷ କରିବା ପାଇଁ ପ୍ରଥମେ ପ୍ରୟାସ କରିଥିଲେ ।
"
"On October 11, 2016, Emma Watson, a United Nations Women's Goodwill Ambassador, urged countries and families worldwide to end forced child marriage.
","୧୧ ଅକ୍ଟୋବର ୨୦୧୬ରେ ସଂଯୁକ୍ତ ରାଷ୍ଟ୍ର ମହିଳାର ସଦଭାବନା ରାଜଦୂତ ଏମ୍ମା ୱାଟସନ ପୁରା ବିଶ୍ୱରେ ଏବଂ ସମସ୍ତ ପରିବାରରେ ବାଲ୍ୟବିବାହ ଶେଷ କରିବା ପାଇଁ ପ୍ରଥମେ ପ୍ରୟାସ କରିଥିଲେ ।
"
"On October 11, 2016, Emma Watson, a United Nations Women's Goodwill ambassador, urged countries and families worldwide to end forced child marriage.
","୧୧ ଅକ୍ଟୋବର ୨୦୧୬ରେ ସଂଯୁକ୍ତ ରାଷ୍ଟ୍ର ମହିଳାର ସଦଭାବନା ରାଜଦୂତ ଏମ୍ମା ୱାଟସନ ପୁରା ବିଶ୍ୱରେ ଏବଂ ସମସ୍ତ ପରିବାରରେ ବାଲ୍ୟବିବାହ ଶେଷ କରିବା ପାଇଁ ପ୍ରଥମେ ପ୍ରୟାସ କରିଥିଲେ ।
"
"On October 11, 2016, Emma Watson, who is also the United Nations Women's Goodwill Ambassador, urged countries and families worldwide to end child marriage.
","୧୧ ଅକ୍ଟୋବର ୨୦୧୬ରେ ସଂଯୁକ୍ତ ରାଷ୍ଟ୍ର ମହିଳାର ସଦଭାବନା ରାଜଦୂତ ଏମ୍ମା ୱାଟସନ ପୁରା ବିଶ୍ୱରେ ଏବଂ ସମସ୍ତ ପରିବାରରେ ବାଲ୍ୟବିବାହ ଶେଷ କରିବା ପାଇଁ ପ୍ରଥମେ ପ୍ରୟାସ କରିଥିଲେ ।
"
"On October 2, Nitish Kumar had launched a campaign against dowry and child marriage.
","ଅକ୍ଟୋବର ମାସରେ ମୁଖ୍ୟମନ୍ତ୍ରୀ ନୀତିଶ କୁମାର ରାଜ୍ୟବ୍ୟାପୀ ଯୌତୁକ ଏବଂ ବାଳ ବିବାହ ବିରୋଧରେ ଅଭିଯାନ ଆରମ୍ଭ କରିଛନ୍ତି ।
"
"On Wednesday, a woman gave birth to a child in a Delhi-Bengaluru flight of Indigo Airlines.
","ଏକ ମହିଳା ବୁଧବାର ଦିନ ଇଣ୍ଡିଗୋ ର ଦିଲ୍ଲୀ - ବାଙ୍ଗାଲୋର ରୁ ଏକ ଫ୍ଲାଇଟ ଭିତରେ ଏକ ଶିଶୁକୁ ଜନ୍ମ ଦେଲେ।
"
"On opening the box, she discovered the child.
","ଯେତେବେଳେ ସେ ବାକ୍ସ ଖୋଲିଲେ, ସେ ଶିଶୁ କନ୍ୟାକୁ ଦେଖିଥିଲେ।
"
"On the other hand, Virat Kohli flew back home after the first Day-Night Test for the expected birth of his first child.
","ଅନ୍ୟ ପଟରେ,ବିରାଟ କୋହଲି ନିଜ ପ୍ରଥମ ସନ୍ତାନର ଜନ୍ମ ପାଇଁ ପ୍ରଥମ ଟେଷ୍ଟ ପରେ ସ୍ୱଦେଶ ଫେରିଆସିଥିଲେ।
"
"Once a child was born.
","ଏକଦା ଏକ ଶିଶୁ ଜନ୍ମ ହେବାକୁ ଯାଉଥିଲା।
"
"Once the child attains the age of 5, biometrics need to be updated mandatorily
","ଶିଶୁର ବୟସ ୫ବର୍ଷ ହେବା ପରେ ବାୟୋମେଟ୍ରିକ୍ ଡିଟେଲସକୁ ଅପଡେଟ କରିବାକୁ ପଡ଼ିବ।
"
"Once the child crosses 5 years, biometric data needs to be updated.
","ଶିଶୁର ବୟସ ୫ବର୍ଷ ହେବା ପରେ ବାୟୋମେଟ୍ରିକ୍ ଡିଟେଲସକୁ ଅପଡେଟ କରିବାକୁ ପଡ଼ିବ।
"
"Once the child crosses 5, biometrics need to be updated.
","ଶିଶୁର ବୟସ ୫ବର୍ଷ ହେବା ପରେ ବାୟୋମେଟ୍ରିକ୍ ଡିଟେଲସକୁ ଅପଡେଟ କରିବାକୁ ପଡ଼ିବ।
"
"Once the child crosses the age of 5, the biometrics need to be updated.
","ଶିଶୁର ବୟସ ୫ବର୍ଷ ହେବା ପରେ ବାୟୋମେଟ୍ରିକ୍ ଡିଟେଲସକୁ ଅପଡେଟ କରିବାକୁ ପଡ଼ିବ।
"
"Once the child crosses the age of five, biometrics should be updated.
","ଶିଶୁର ବୟସ ୫ବର୍ଷ ହେବା ପରେ ବାୟୋମେଟ୍ରିକ୍ ଡିଟେଲସକୁ ଅପଡେଟ କରିବାକୁ ପଡ଼ିବ ।
"
"One 13-month-old child died.
","ମୃତକଙ୍କ ମଧ୍ୟରେ ଥିଲା ଜଣେ ୧୩ ମାସର ଶିଶୁ।
"
"One Adult and One child.
","ଜଣେ ବୟସ୍କ ଓ ଆର ଜଣକ ବାଳକ ।
"
"One adult and one a child's.
","ଜଣେ ବୟସ୍କ ଓ ଆର ଜଣକ ବାଳକ ।
"
"One adult and one child.
","ଜଣେ ବୟସ୍କ ଓ ଆର ଜଣକ ବାଳକ ।
"
"One adult, and one child.
","ଜଣେ ବୟସ୍କ ଓ ଆର ଜଣକ ବାଳକ ।
"
"One book, One pen, One child, One teacher can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One book, one pen, one child and one teacher can change the world, and so does good schooling.
","ଗୋଟିଏ ପୁସ୍ତକ, ଗୋଟିଏ କଲମ, ଜଣେ ଛାତ୍ର ସର୍ବୋପରି ଜଣେ ଉତ୍ତମ ଶିକ୍ଷକ ସମଗ୍ର ପୃଥିବୀକୁ ପରିବର୍ତ୍ତନ କରିଦେଇପାରେ ।
"
"One book, one pen, one child and one teacher can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One book, one pen, one child and that one teacher can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One book, one pen, one child, and one teacher can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One book, one pen, one child, and one teacher, can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One book, one pen, one child, one teacher can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One book,one pen, one child and one teacher can change the world...
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One child dies every five seconds as a result of hunger and malnutrition.
","କ୍ଷୁଧା ଓ ଅପପୁଷ୍ଟି ଯୋଗୁଁ ପ୍ରତି ୫-୧୦ ସେକେଣ୍ଡରେ ଜଣେ ଶିଶୁର ମୃତ୍ୟୁ ହୋଇଯାଉଛି ।
"
"One child dies every two minutes from the disease.
","ମ୍ୟାଲେରିଆ ଯୋଗୁଁ ପ୍ରତି ଦୁଇ ମିନିଟରେ ଜଣେ ଶିଶୁର ମୃତ୍ୟୁ ହେଉଛି।
"
"One child has been identified.
","ସେଥିମଧ୍ୟରୁ ଜଣେ ଶିଶୁ ସଂକ୍ରମିତ ଚିହ୍ନଟ ହୋଇଛନ୍ତି ।
"
"One child has been reported among the dead.
","ମୃତକଙ୍କ ମଧ୍ୟରେ ଜଣେ ଶିଶୁ ଥିବା ସୂଚନା ମିଳିଛି ।
"
"One child has been rescued.
","ଜଣେ ଶିଶୁକୁ ସୁରକ୍ଷିତ ଉଦ୍ଧାର କରାଯାଇଛି।
"
"One child is 3, and the other is only a month old.
","ମୃତ ଶିଶୁଙ୍କ ମଧ୍ୟରେ ଜଣେ ଶିଶୁର ବୟସ ୩ ବର୍ଷ ହୋଇଥିବା ବେଳେ ଆଉ ଜଣେ ଶିଶୁର ବୟସ ମାତ୍ର ୨ ମାସ ।
"
"One child is dead, another hurt.
","ଶିଶୁର ମୃତ୍ୟୁ ହୋଇଥିବା ବେଳେ ଅନ୍ୟ ଜଣେ ଆହତ ହୋଇଛନ୍ତି।
"
"One child is reported to be injured.
","ଏହି ଘଟଣାରେ ଜଣେ ଶିଶୁ ଆହତ ହୋଇଥିବା ଜଣାପଡ଼ିଛି।
"
"One child is saved.
","ଜଣେ ଶିଶୁଙ୍କୁ ଜୀବନ୍ତ ଉଦ୍ଧାର କରାଯାଇଛି।
"
"One child is three years old, another is just under two months.
","ମୃତ ଶିଶୁଙ୍କ ମଧ୍ୟରେ ଜଣେ ଶିଶୁର ବୟସ ୩ ବର୍ଷ ହୋଇଥିବା ବେଳେ ଆଉ ଜଣେ ଶିଶୁର ବୟସ ମାତ୍ର ୨ ମାସ ।
"
"One child killed, 20 people wounded.
","ଜଣେ ବାଳକର ମୃତ୍ୟୁ ହୋଇଥିବା ବେଳେ ୨୦ ଆହତ ହୋଇଛନ୍ତି ।
"
"One child was injured.
","ଏଥିରେ ଜଣେ ଶିଶୁ ଆହତ ହୋଇଛି ।
"
"One child was only two-month-old.
","ସେମାନଙ୍କ ମଧ୍ୟରେ ମାତ୍ର ୨ ମାସର ଶିଶୁଟିଏ ମଧ୍ୟ ଥିଲା ।
"
"One child was reportedly injured.
","ଏହି ଘଟଣାରେ ଜଣେ ଶିଶୁ ଆହତ ହୋଇଥିବା ଜଣାପଡ଼ିଛି।
"
"One child was saved.
","ଜଣେ ଶିଶୁଙ୍କୁ ଜୀବନ୍ତ ଉଦ୍ଧାର କରାଯାଇଛି।
"
"One child's and one adults.
","ଜଣେ ବୟସ୍କ ଓ ଆର ଜଣକ ବାଳକ ।
"
"One child, One teacher, One pen and One book can Change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One child, one Teacher, one pen and one book can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One child, one book, one teacher, one pen can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One child, one teacher, one book, and one pen, can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One child, one teacher, one book, one pen can change the world.
","""""""ଆସନ୍ତୁ ମନେରଖିବାଃ ଗୋଟିଏ ବହି, ଗୋଟିଏ କଲମ, ଗୋଟିଏ ଶିଶୁ ଏବଂ ଜଣେ ଶିକ୍ଷକ ସାରା ପୃଥିବୀକୁ ବଦଳାଇ ଦେଇପାରିବେ।""
"
"One of my wife died with his child.
","ଗୋଟିଏ ବୋଲି ସନ୍ତାନ ରଖି ତାଙ୍କ ସ୍ତ୍ରୀ ମରିଯାଇଥାନ୍ତି ।
"
"One of the four was a child.
","୪ ଜଣଙ୍କ ମଧ୍ୟରେ ଜଣେ ନାବାଳକ ମଧ୍ୟ ଥିଲେ।
"
"One of the victims is a 3-year-old child.
","ଆହତଙ୍କ ମଧ୍ୟରେ ଜଣେ ୩ ବର୍ଷର ଶିଶୁପୁତ୍ର ରହିଛି।
"
"One of them has a child.
","ସେମାନଙ୍କ ମଧ୍ୟରୁ ଜଣେ ଶିଶୁ ଅଛନ୍ତି।
"
"One of them has a young child.
","ସେମାନଙ୍କ ମଧ୍ୟରୁ ଜଣେ ଶିଶୁ ଅଛନ୍ତି।
"
"One of these included a child.
","ଏଥିମଧ୍ୟରେ ଏକ ଶିଶୁ ମଧ୍ୟ ଅନ୍ତର୍ଭୁକ୍ତ ଥିଲା ।
"
"One of those four was a child.
","୪ ଜଣଙ୍କ ମଧ୍ୟରେ ଜଣେ ନାବାଳକ ମଧ୍ୟ ଥିଲେ।
"
"One other child died in a hospital.
","ଅନ୍ୟ ଜଣେ ଶିଶୁର ମୃତ୍ୟୁ ଡାକ୍ତରଖାନାରେ ହୋଇଛି।
"
"One other child died in infancy.
","ଆଉ ଜଣେ ଶିଶୁଙ୍କର ଚିକିତ୍ସାଧୀନ ଅବସ୍ଥାରେ ମୃତୁ୍ୟ ହୋଇଛି ।
"
"One other child has died.
","ଆଉ ଜଣେ ଶିଶୁର ମୃତ୍ୟୁ ।
"
"One woman can only carry one child.
","କେବଳ ଜଣେ ମହିଳା ହିଁ ସନ୍ତାନ ପ୍ରସବ କରିପାରନ୍ତି।
"
"One woman, a child, a man.
","ଜଣେ ପୁରୁଷ, ଜଣେ ନାରୀ, ଗୋଟିଏ ଶିଶୁ।
"
"Only 1 account is allowed for a girl child.
","ଗୋଟିଏ କନ୍ୟା ପାଇଁ ଗୋଟିଏ ଏକକ (ସିଙ୍ଗଲ) ଆକାଉଣ୍ଟକୁ ଅନୁମତି ମିଳିବ ।
"
"Only God can make you His child.
","କେବଳ ପରେମଶ୍ବର ହିଁ ତୁମ୍ଭକୁ ସନ୍ତାନ େଦଇ ପାରିେବ।
"
"Only a woman can bear a child.
","କେବଳ ଜଣେ ମହିଳା ହିଁ ସନ୍ତାନ ପ୍ରସବ କରିପାରନ୍ତି।
"
"Only one account for every girl child is permitted.
","ଗୋଟିଏ କନ୍ୟା ପାଇଁ ଗୋଟିଏ ଏକକ (ସିଙ୍ଗଲ) ଆକାଉଣ୍ଟକୁ ଅନୁମତି ମିଳିବ ।
"
"Only one account is allowed for a girl child.
","ଗୋଟିଏ କନ୍ୟା ପାଇଁ ଗୋଟିଏ ଏକକ (ସିଙ୍ଗଲ) ଆକାଉଣ୍ଟକୁ ଅନୁମତି ମିଳିବ ।
"
"Only one account is allowed for a single girl child.
","ଗୋଟିଏ କନ୍ୟା ପାଇଁ ଗୋଟିଏ ଏକକ (ସିଙ୍ଗଲ) ଆକାଉଣ୍ଟକୁ ଅନୁମତି ମିଳିବ ।
"
"Only one account is allowed for every girl child.
","ଗୋଟିଏ କନ୍ୟା ପାଇଁ ଗୋଟିଏ ଏକକ (ସିଙ୍ଗଲ) ଆକାଉଣ୍ଟକୁ ଅନୁମତି ମିଳିବ ।
"
"Only one account is allowed on every girl child.
","ଗୋଟିଏ କନ୍ୟା ପାଇଁ ଗୋଟିଏ ଏକକ (ସିଙ୍ଗଲ) ଆକାଉଣ୍ଟକୁ ଅନୁମତି ମିଳିବ ।
"
"Only one of his four brothers had a child.
","ଚାରି ଭଉଣୀଙ୍କର ଗୋଟିଏ ମାତ୍ର ଭାଇ ଥିଲେ ।
"
"Only parents know what is good for their child.
","କେବଳ ପିତାମାତା ହିଁ ଜାଣନ୍ତି ଯେ ତାଙ୍କ ସନ୍ତାନଙ୍କୁ କଣ ପ୍ରେରିତ କରିଥାଏ ।
"
"Only the feet of the child are visible.
","ଶିଶୁଟିର କେବଳ ଗୋଡ ହିଁ ଦେଖିବାକୁ ମିଳିଥିଲା ।
"
"Only women can bear a child.
","କେବଳ ଜଣେ ମହିଳା ହିଁ ସନ୍ତାନ ପ୍ରସବ କରିପାରନ୍ତି।
"
"Opposition to child labor.
","ଶିଶୁ ଶ୍ରମିକ ଚାଲାଣକୁ ବିରୋଧ .
"
"Opposition to child labour.
","ଶିଶୁ ଶ୍ରମିକ ଚାଲାଣକୁ ବିରୋଧ .
"
"Or, We shall pay the entire amount to the child's account as mentioned above at the time of claim, and if the child/guardian so desires, the amount may be withdrawn after the child attains the age of 21 years.
","2.କିମ୍ବା ସନ୍ତାନ/ଅଭିଭାବକ ଚାହିଁଲେ ଆମେ ସମଗ୍ର ଦେୟ ରାଶିକୁ ଉପରୋକ୍ତ ଦେୟ ଦାବି ସମୟରେ ସନ୍ତାନ ନାଁରେ ଥିବା ଆକାଉଣ୍ଟରେ ଜମା କରିଦେବୁ ଏବଂ ସନ୍ତାନର ବୟସ 21 ବର୍ଷ ହେଲେ ଏହାର ଉଠାଣ କରିହେବ ।
"
"Other diarrhoea medicines are generally ineffective and could be harmful to the child.
","ତରଳା ଝାଡାର ଅନ୍ୟ ଔଷଧଗୁଡିକ ସାଧାରଣତଃ କାମ କରେନାହିଁ ଏବଂ ତାହା ଶିଶୁ ପାଇଁ କ୍ଷତିକାରକ ମଧ୍ୟ ହୋଇପାରେ ।
"
"Our ancient scripture Yajurveda teaches us that our relationship with planet earth is that of a mother and her child.
","ଆମର ପ୍ରାଚୀନ ଗ୍ରନ୍ଥ ୟଜୁର୍ବେଦ ଆମକୁ ଶିଖାଉଛି ଯେ ପୃଥିବୀ ସହ ଆମର ସମ୍ପର୍କ ଜଣେ ମାଆ ଓ ତା'ର ସନ୍ତାନ ଭଳି ।
"
"Our ancient scriptures - Yajurveda - teaches us that our relationship with our planet earth is that of a mother and her child.
","ଆମର ପ୍ରାଚୀନ ଗ୍ରନ୍ଥ ୟଜୁର୍ବେଦ ଆମକୁ ଶିଖାଉଛି ଯେ ପୃଥିବୀ ସହ ଆମର ସମ୍ପର୍କ ଜଣେ ମାଆ ଓ ତା'ର ସନ୍ତାନ ଭଳି ।
"
"Our first child will be arriving in April 2016.
","ଆମର ପ୍ରଥମ ସନ୍ତାନ ଜାନୁଆରୀ ୨୦୨୧ରେ ଆସିବାକୁ ଯାଉଛି।
"
"PATNA: It was a six-year-old child who had made the hoax call to the Patna airport saying a bomb had been planted on the airport premises on September 7.
","ପାଟନାଃ ବିମାନ ବନ୍ଦରରେ ବୋମାଟିଏ ଖଞ୍ଜା ହୋଇଛି ବୋଲି ସେପ୍ଟେମ୍ବର ୭ ତାରିଖ ଦିନ ମିଛରେ ଫୋନ୍ କରିଥିବା ବ୍ୟକ୍ତି ଜଣକ ହେଉଛି ଜଣେ ୬ ବର୍ଷିୟ ବାଳକ।
"
"PC-enabled tools such as Google Scholar can be a starting point for your child to really dig deep into the subject matter.
","ପିସି-ସମର୍ଥ ଟୁଲ୍ ଯେପରିକି ଗୁଗୁଲ୍ ସ୍କଲାର ଆପଣଙ୍କ ଶିଶୁ ପାଇଁ ଆରମ୍ଭ ବିନ୍ଦୁ ହୋଇପାରେ ଯେ କି ବାସ୍ତବରେ ବିଷୟବସ୍ତୁକୁ ଗଭୀର ଭାବରେ ଜାଣିବାକୁ ଚାହୁଁଥାନ୍ତି।
"
"PROVIDED that a child suffering from disability, as defined in clause (i) of section 2 of the Persons with Disabilities (Equal Opportunities, Protection and Full Participation) Act, 1996 (1 of 1996), shall have the right to pursue free and compulsory elementary education in accordance with the provisions of Chapter V of the said Act.
","ଭିନ୍ନକ୍ଷମ ବ୍ୟକ୍ତିଙ୍କ ନିମିତ୍ତ (ସମାନ ସୁବିଧା ସୁଯୋଗ,ଅଧିକରାର ସୁରକ୍ଷା ଓ ସଂପୂର୍ଣ୍ଣ ସହଯୋଗିତା ପ୍ରଦାନ) ର ଧାରା -୨ (i) ଅନୁଯାୟୀ ଅକ୍ଷମତା ଭୋଗୁଥିବା ଶିଶୁ ଏହି ଆଇନର ପଞ୍ଚମ ଅଧ୍ୟାୟରେ ଥିବା ବ୍ୟବସ୍ଥାମତେ ମାଗଣା ଓ ବାଧ୍ୟତାମୂଳକ ପ୍ରାଥମିକ ଶିକ୍ଷା ପାଇପାରିବେ ।
"
"Padmini began her career in Bollywood as a child artist.
","ପଦ୍ମିନୀ ଶିଶୁ କଳାକାର ରୂପେ ବଲିଉଡରେ କ୍ୟାରିଅର୍ ଆରମ୍ଭ କରିଥିଲେ।
"
"Padmini started her Bollywood career as a child artist.
","ପଦ୍ମିନୀ ଶିଶୁ କଳାକାର ରୂପେ ବଲିଉଡରେ କ୍ୟାରିଅର୍ ଆରମ୍ଭ କରିଥିଲେ।
"
"Parent's and child's name: *
","ପିତା / ଅଭିଭାବକଙ୍କ ନାମ*: ମାତାଙ୍କ ନାମ*:
"
"Parents always think of their child's care and safety.
","ସବୁ ସମୟରେ ସନ୍ତାନର ସୁଖ ଓ ସୁରକ୍ଷା ଚିନ୍ତା କରିଥାଏ ମା'।
"
"Parents and caregivers are a child's most important teacher.
","ପିତାମାତା ଓ ଶିକ୍ଷକ ଶିକ୍ଷୟତ୍ରୀ ଏକ ଶିଶୁ ପାଇଁ ସବୁଠାରୁ ବଡ଼ ଦିଗ୍ଦର୍ଶକ ହୋଇଥାନ୍ତି।
"
"Parents and guardians are a child's most important teachers.
","ପିତାମାତା ଓ ଶିକ୍ଷକ ଶିକ୍ଷୟତ୍ରୀ ଏକ ଶିଶୁ ପାଇଁ ସବୁଠାରୁ ବଡ଼ ଦିଗ୍ଦର୍ଶକ ହୋଇଥାନ୍ତି।
"
"Parents and teachers are some of the most important influences on a child.
","ପିତାମାତା ଓ ଶିକ୍ଷକ ଶିକ୍ଷୟତ୍ରୀ ଏକ ଶିଶୁ ପାଇଁ ସବୁଠାରୁ ବଡ଼ ଦିଗ୍ଦର୍ଶକ ହୋଇଥାନ୍ତି।
"
"Parents and the whole community should also be involved in child development.
","ବାପାମା' ତଥା ପରିବାରର ଅନ୍ୟ ସମସ୍ତେ ଶିଶୁର ଯତ୍ନ ନେବାରେ ସାମିଲ ହେବା ଆବଶ୍ୟକ ।
"
"Parents are a child's heroes.
","ପିତାମାତା ହେଉଛନ୍ତି ଶିଶୁର ଆଦ୍ୟଗୁରୁ ।
"
"Parents are a child's most important educators.
","ପିତାମାତା ଓ ଶିକ୍ଷକ ଶିକ୍ଷୟତ୍ରୀ ଏକ ଶିଶୁ ପାଇଁ ସବୁଠାରୁ ବଡ଼ ଦିଗ୍ଦର୍ଶକ ହୋଇଥାନ୍ତି।
"
"Parents are are vital role in every child's education.
","ପ୍ରତ୍ୟେକ ଶିଶୁର ଶିକ୍ଷାଦାନ କ୍ଷେତ୍ରରେ ମାତୃଭାଷାର ଭୂମିକା ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ।
"
"Parents are the main and the most proper teacher for a child.
","ପିତାମାତା ଓ ଶିକ୍ଷକ ଶିକ୍ଷୟତ୍ରୀ ଏକ ଶିଶୁ ପାଇଁ ସବୁଠାରୁ ବଡ଼ ଦିଗ୍ଦର୍ଶକ ହୋଇଥାନ୍ତି।
"
"Parents are willing to do anything to get their child to smile.
","ଯାହା ମୁହଁରେ ଚେନାଏ ହସ ଦେବାକୁ କିଛି ବି କରିବାକୁ ପ୍ରସ୍ତୁତ ଥାଆନ୍ତି ବାପା ମାଆ ।
"
